gene_id,gene_name,log2 fold change (MLE): group rrf3 YA vs N2 YA,Benjamini-Hochberg adjusted p-values,N2_YA_rep1.robustRPKM,N2_YA_rep2.robustRPKM,N2_YA_rep3.robustRPKM,rrf3_YA_rep1.robustRPKM,rrf3_YA_rep2.robustRPKM,rrf3_YA_rep3.robustRPKM,Input,Suggested Match,History
WBGene00012794,Y43E12A.2,-0.614259245927841,0.0004533482878965,17.1883825840266,20.1694072232167,22.9395548428374,13.3122345069189,12.4475950989178,13.6573400003636,WBGene00012794,WBGene00012794,History: N.A.
WBGene00007440,C08E8.4,1.4994337098258,0.0004599922165454,2.4285250651513,1.55866949862406,1.57954312850742,3.48506371757296,5.64917406732841,6.69707651066382,WBGene00007440,WBGene00007440,History: N.A.
WBGene00009751,F46A8.8,5.34402736278249,0.0004605142206497,0.145630770432932,0.0,0.0,2.00414100906698,1.54680301533037,2.74197196289946,WBGene00009751,WBGene00009751,"History: Split into Y53H1A.6(WBGene00044781). History of WBGene00009751: Split into ""WBGene00044781"" on 2006-03-15"
WBGene00014243,dcaf-1,-0.321714837958733,0.0004617584254689,32.345303582508,33.535159727834,30.322802918625,26.495802481343,24.6695967503155,25.7780034295643,WBGene00014243,WBGene00014243,History: N.A.
WBGene00019030,exc-6,-0.683659148135,0.0004748153411351,6.85534697878373,8.71256283846269,7.2577981699623,4.0739272122582,5.12716523962656,5.05685529629258,WBGene00019030,WBGene00019030,History: Renamed on 2006-06-29; Renamed on 2013-07-04
WBGene00004494,rps-25,-0.280408325111766,0.0004773707803128,5656.09067172797,5609.68887928325,5964.1047875926,4405.21982857682,4998.76828789042,4783.24463958046,WBGene00004494,WBGene00004494,History: N.A.
WBGene00021151,Y4C6A.1,-0.99425890470912,0.0004773707803128,5.68552688056474,7.21841190932551,5.10460449453906,2.43663518715223,3.29390557545776,3.35838426463655,WBGene00021151,WBGene00021151,History: N.A.
WBGene00018165,F38A5.8,1.06759407895278,0.0004787072180824,8.16755168221945,10.6290947997773,8.29400814246288,18.3423448795704,18.062494336547,20.3938525383082,WBGene00018165,WBGene00018165,History: N.A.
WBGene00018194,F39E9.1,-1.03861502609789,0.0004826157694199,6.82329342852154,5.93552643504039,6.99717655631173,2.83083218118576,3.95306973994272,2.85490326285413,WBGene00018194,WBGene00018194,"History: Split into ""WBGene00195075"" on 2010-04-22"
WBGene00017667,ttr-37,-0.809648779708875,0.0004840060390921,20.1180732224274,26.6196300647364,27.6426617186897,12.8494501562766,13.5444899913129,16.2172245506246,WBGene00017667,WBGene00017667,History: N.A.
WBGene00008313,C54G4.3,0.641477207917235,0.0004871160964443,16.5295310910366,19.7118483982617,24.6935242423327,26.9302009439476,32.322761585959,36.1026308448429,WBGene00008313,WBGene00008313,History: N.A.
WBGene00006562,tdc-1,0.31660178512833,0.0004895519934381,58.2740717541276,56.2830847730497,52.5669776796239,69.6947392354424,67.4346536276241,70.9855782151979,WBGene00006562,WBGene00006562,History: N.A.
WBGene00016424,C34H4.1,0.81831520409907,0.00049092966563,5.80853655826764,6.02812260565419,6.58493979795538,8.79090431423313,12.030080391514,11.7993964224609,WBGene00016424,WBGene00016424,History: N.A.
WBGene00010470,cdr-4,0.974871547137913,0.0004932895859748,47.660979414414,57.442979704182,63.3108998986389,82.084042718952,113.900949310691,135.229071806633,WBGene00010470,WBGene00010470,History: N.A.
WBGene00013289,tag-273,-0.394371549243157,0.0004939286472183,20.4730800157241,21.130228633561,19.5300566885854,15.4907658404859,16.0791496606185,14.9206444820015,WBGene00013289,WBGene00013289,History: N.A.
WBGene00018047,clec-136,2.53356065988271,0.0004939286472183,0.418639398023508,0.281484788161218,0.931831103484252,4.51861188345212,1.88640985231543,3.06531771324138,WBGene00018047,WBGene00018047,History: N.A.
WBGene00022335,Y82E9BR.2,-0.480849775430498,0.0004939286472183,23.3627987016178,26.4310729734365,25.0525577127382,19.9507542776587,17.4977973646383,16.0391332509399,WBGene00022335,WBGene00022335,History: N.A.
WBGene00021889,Y54G2A.24,-1.07725577438904,0.0004943972583669,5.51978098447908,7.48677095570711,7.35358626334172,3.15866752569808,3.21625944489442,3.28507394635979,WBGene00021889,WBGene00021889,History: N.A.
WBGene00019151,pck-3,0.452064408729458,0.0004973690894863,15.9018747762826,16.0381555363673,16.2564671850474,21.3429251990799,21.406363726825,23.2436647810469,WBGene00019151,WBGene00019151,History: N.A.
WBGene00019461,K07A3.3,-0.626700973941268,0.0004985381174916,11.7833981974752,12.4533164118275,12.3766574289658,7.76301350909179,8.47285781124728,7.47403132502196,WBGene00019461,WBGene00019461,History: N.A.
WBTransposon00000704,WBTransposon00000704,-1.64013895021243,0.00050587773727,1.1151693890987,1.01225385855714,0.90423244398418,0.225687265584375,0.296116570786186,0.46659296730007,,,
WBGene00016447,msd-4,-0.390022931018864,0.0005071381724046,396.166349758594,435.407369279253,472.17182738886,290.973272115565,343.866184040263,361.108923164321,WBGene00016447,WBGene00016447,History: N.A.
WBTransposon00000008,WBTransposon00000008,-3.35084406640067,0.0005076382537338,0.979906729758496,0.988304634774246,1.12172476053499,0.105766877524337,0.126157378135922,0.068333055226832,,,
WBGene00007598,C15A11.4,-1.31517493115849,0.000509893985659,4.06192583161419,3.7373740765356,3.53492982959752,1.49988059971711,2.06427506206575,0.969031385374311,WBGene00007598,WBGene00007598,History: N.A.
WBGene00008536,F02H6.3,0.6547243989928,0.0005099834834928,7.77289192684695,7.98335059315918,8.29920098502641,12.238218383515,12.2564673186941,13.4265982480821,WBGene00008536,WBGene00008536,History: N.A.
WBGene00022852,ZK1127.5,-0.430805508490005,0.0005109866357913,39.7921941298235,44.9492035671165,44.4323607726116,32.0090276753668,30.899881771827,32.9480320331576,WBGene00022852,WBGene00022852,History: N.A.
WBGene00001077,dpy-18,-0.525139788625889,0.0005110030140672,20.4273274094275,21.9645333857735,21.9557639459001,12.5274830817718,16.9530833249391,15.3632391040826,WBGene00001077,WBGene00001077,History: N.A.
WBGene00004802,sir-2.3,1.64587648885961,0.0005110513490225,1.13670484586423,1.35489135060036,1.18292331699797,2.76054717011499,4.78944776875295,3.99939323730296,WBGene00004802,WBGene00004802,History: N.A.
WBGene00004445,rpl-31,-0.324697546374878,0.0005129567932701,1802.53579908962,1781.13476763485,1638.52198925698,1241.34968254867,1429.72466538936,1499.34278757536,WBGene00004445,WBGene00004445,History: N.A.
WBGene00013965,ZK287.4,-1.54674378730423,0.0005129567932701,0.905628085520242,0.811901701907188,1.34386526488885,0.386925354305806,0.291486070474396,0.368394192294315,WBGene00013965,WBGene00013965,History: N.A.
WBGene00015112,B0281.5,1.44342542753841,0.0005233940633175,1.97225671957742,1.74051427346353,2.82211705626659,7.2843789071151,6.30824437518339,4.12601495369633,WBGene00015112,WBGene00015112,History: N.A.
WBGene00000755,col-182,-1.92482609074993,0.0005249767679484,4.03088964585165,3.55725544941452,3.72505718497476,0.40788443035541,1.5811878202498,1.05409141152826,WBGene00000755,WBGene00000755,History: N.A.
WBGene00001051,cks-1,0.427445836479732,0.0005296617635992,132.081434856548,122.514121586654,124.999831229586,200.297741306478,154.802657851842,154.725560763612,WBGene00001051,WBGene00001051,History: Renamed on 2007-08-17
WBGene00019562,K09C6.8,-1.25954806825747,0.0005303976599615,2.82121330465364,2.6956339608135,2.54961818180873,0.961608991640957,1.48153507999725,0.931903473050439,WBGene00019562,WBGene00019562,History: N.A.
WBGene00018215,igcm-1,-1.40232370661038,0.0005351823804951,1.12382184739781,1.31725632899264,1.82539398916628,0.491758582798691,0.527907010592233,0.60365208511471,WBGene00018215,WBGene00018215,History: N.A.
WBGene00002038,hum-5,-0.389119942778488,0.0005390588230618,26.8862895196016,28.2833569437824,26.4232638631724,18.6520303661936,21.2517283845391,22.4987409612789,WBGene00002038,WBGene00002038,History: N.A.
WBGene00014247,ZK1307.4,-0.482691382457863,0.0005396943675007,76.3177600184305,88.6473108223663,91.0030500027995,58.309739435156,62.0992063184583,63.0114240211233,WBGene00014247,WBGene00014247,History: N.A.
WBGene00018965,F56D2.3,-1.71708600910618,0.0005452169910093,2.1185366297251,1.80283447762847,2.52619173834605,0.696715636633298,0.703182189194307,0.554004565394009,WBGene00018965,WBGene00018965,History: N.A.
WBGene00001046,dnj-28,0.483688559823835,0.0005457703630793,18.9526950552374,17.1608600295878,20.2746830621258,23.5775090413425,28.0644834169033,27.3619939034599,WBGene00001046,WBGene00001046,History: N.A.
WBGene00004412,rpl-1,-0.380928644437947,0.0005464230054436,2668.99705263602,2501.34983185641,2385.80157518394,1608.00688325395,2070.42834458748,2124.87921542353,WBGene00004412,WBGene00004412,History: Renamed on 2004-07-05
WBGene00002202,kin-19,-0.26756036429779,0.0005464392005201,202.831744140102,196.811998614723,191.30325630098,163.356747297312,163.033319349084,164.516150778212,WBGene00002202,WBGene00002202,History: N.A.
WBGene00013862,wdr-5.3,0.411763867578867,0.0005464392005201,34.8503519939066,32.5188242048367,30.813899741434,48.0275161353605,40.9190047816218,41.4756611938178,WBGene00013862,WBGene00013862,History: Renamed on 2010-07-27
WBGene00015645,lips-7,-2.32207767029323,0.0005497516095126,2.03721128219823,1.87600340852357,1.94337402078238,0.215107571697271,0.342103412053782,0.648550254697777,WBGene00015645,WBGene00015645,History: N.A.
WBGene00017835,F26F12.4,-1.62613433144267,0.0005519739348414,4.27979708148299,5.70888681696039,5.26795183836431,1.00584300525644,2.13290073968465,1.87733680393183,WBGene00017835,WBGene00017835,History: N.A.
WBGene00009708,F44G3.7,-0.594080217562081,0.0005597590927949,9.3837714201129,10.0209084780486,10.1363022656221,6.40474592418584,6.30702823124209,6.88051027651604,WBGene00009708,WBGene00009708,History: N.A.
WBGene00013391,Y62H9A.3,0.362750708808628,0.0005602321203177,107.970854069004,117.682771979562,111.171949140654,153.998032528917,144.384509123911,134.301786742816,WBGene00013391,WBGene00013391,History: N.A.
WBGene00011999,T24F1.7,-2.04446879403218,0.000560364187453,5.43665038451531,5.73248137799445,8.95803266070303,1.20028998240625,1.19307544358852,2.58491390297205,WBGene00011999,WBGene00011999,History: N.A.
WBGene00004218,ptr-3,-1.17748679883466,0.0005637167938053,1.86378260000066,3.48102854692707,3.06199700604925,0.810262420901023,1.53302240664834,1.40800260294887,WBGene00004218,WBGene00004218,History: N.A.
WBGene00014752,F38E11.8,-1.34579780561465,0.0005692057136952,4.34014577511797,5.52378781398606,5.71746269882354,1.5057530018809,1.89582307513138,2.8103844370237,WBGene00014752,WBGene00014752,History: N.A.
WBGene00008255,C51E3.10,-0.707914372334175,0.0005712765126424,32.6318839057354,34.8102854692707,41.505075090143,25.5694097295829,21.6117783282441,19.2547364505829,WBGene00008255,WBGene00008255,History: N.A.
WBGene00009122,tct-1,-0.291283133339991,0.0005712765126424,2183.30155476985,2204.52908775347,2310.77834686985,1673.12289052069,1949.45401049726,1851.99971662205,WBGene00009122,WBGene00009122,History: N.A.
WBGene00000725,col-152,-1.42710226428209,0.000575404718449,4.91392775894712,5.66404644923726,4.46436596471551,1.5153943582018,1.92051443721605,2.20287239053279,WBGene00000725,WBGene00000725,History: N.A.
WBGene00012978,Y48B6A.1,-0.35895813957096,0.000575404718449,64.8695463343059,61.8105709935127,59.3066693341494,43.5936943517482,49.0498807924274,52.5339564216624,WBGene00012978,WBGene00012978,History: N.A.
WBGene00003216,memi-1,0.394815363542216,0.0005809372319559,39.9837121880483,42.8166511272029,43.3846225919137,59.5123778110061,52.9123452729461,53.3208086323834,WBGene00003216,WBGene00003216,History: Renamed on 2016-10-14
WBGene00015601,fbxa-166,2.50963272860738,0.0005856667381856,0.263469409103853,0.265727369994433,0.418889300124388,1.49298155996503,2.37441240104843,1.56169141059117,WBGene00015601,WBGene00015601,History: N.A.
WBGene00015671,C10B5.3,-0.567458670042111,0.000587482367491,37.5546292458394,44.6401329204378,36.9763135027676,23.1265716882148,28.7506454952634,28.7605155046352,WBGene00015671,WBGene00015671,History: N.A.
WBGene00009471,F36D3.5,-0.708833232581765,0.0005884769615751,4.37931706171036,3.97516344772005,4.17759860298518,2.3929651195633,2.37858181219789,2.92027624597461,WBGene00009471,WBGene00009471,History: N.A.
WBGene00004315,rbd-1,-0.332148025264545,0.0005906869386803,52.2740159101075,53.2098291003512,48.482003758572,41.9553032196138,41.8887373529964,38.3728286162578,WBGene00004315,WBGene00004315,History: N.A.
WBGene00012634,Y38H6C.23,0.872770315298747,0.0005919741522909,8.98930514469771,10.4095065872739,10.322051934094,15.2277946937269,17.8420404520445,21.59192712907,WBGene00012634,WBGene00012634,History: N.A.
WBGene00011038,R05H5.3,0.288103151535665,0.000592747642105,317.939384705995,300.655558027869,318.567213586799,375.430197340114,389.332800460819,379.714729121054,WBGene00011038,WBGene00011038,History: N.A.
WBGene00000387,cdc-25.2,0.610245903604618,0.0005944634508507,7.56921222850743,6.70618181294108,6.18335421253888,11.916287622855,9.1257743178652,10.1046539480921,WBGene00000387,WBGene00000387,History: Renamed on 2015-03-06
WBGene00004199,prx-14,0.399284472983115,0.0005947050518965,44.3484090759741,46.2741722658112,41.0264288059477,58.6198976236409,57.9900886237688,56.9092349302612,WBGene00004199,WBGene00004199,History: N.A.
WBGene00008547,F07A11.4,-0.529783432484166,0.0005991032789128,15.4104598288301,15.5425291104887,15.0538788778567,8.20908092323002,11.1944283147995,12.5738461209274,WBGene00008547,WBGene00008547,History: N.A.
WBGene00004813,skr-7,1.05878545626416,0.0005993980082357,7.05978257576007,4.2721713985014,6.58493979795538,10.9220326328351,14.8454738983733,11.6513035908357,WBGene00004813,WBGene00004813,History: N.A.
WBGene00003062,lpd-6,-0.325815173239391,0.0005998263955771,104.330453178949,97.9677089428334,90.1407475599593,78.359647803637,75.5547086126076,79.3787486002246,WBGene00003062,WBGene00003062,History: N.A.
WBGene00020862,fip-2,0.636245894407923,0.0006010975737531,35.1764143683534,39.7695590155777,39.2390248234328,55.1146852195311,54.2355753156113,68.54554294651,WBGene00020862,WBGene00020862,History: N.A.
WBGene00015458,C04G6.10,-2.57017845768571,0.0006025000671466,2.1609073623196,4.35885313702172,4.46630699339582,0.58309739435156,0.347755555383366,0.941807761169815,WBGene00015458,WBGene00015458,History: N.A.
WBGene00022166,Y71H2AM.1,0.395640425661483,0.0006030631469437,28.8254996018723,26.2516375534522,29.6213388926769,38.675606183372,35.9353797445491,36.7793063954078,WBGene00022166,WBGene00022166,History: N.A.
WBGene00044270,F35E2.10,-1.04725039845517,0.0006030631469437,4.28206709295396,3.59029850131491,4.4785464993568,1.50350225000963,1.89298925887557,2.6442883578435,WBGene00044270,WBGene00044270,History: N.A.
WBGene00006591,toh-1,-0.540814181672389,0.0006050303055752,16.5980778404011,18.3751225113307,18.1219852298146,11.389476734536,13.0843844296168,12.0718878341554,WBGene00006591,WBGene00006591,History: N.A.
WBGene00022410,Y97E10C.1,-0.452271951454347,0.0006093916697856,59.5137115381256,67.090500064835,72.9459496415108,41.7350620393233,50.9504014414017,53.4753253867222,WBGene00022410,WBGene00022410,History: N.A.
WBGene00016508,C37H5.5,-0.345248060730392,0.0006099834078067,38.8979608256976,39.2742431620008,38.3241872334765,29.3870421798789,30.8609828819199,31.5174631789751,WBGene00016508,WBGene00016508,History: N.A.
WBGene00017128,E04F6.9,0.631263529443008,0.0006099834078067,27.4564727590609,34.7320601086656,30.4091040107827,51.0455907161977,48.5294831220383,43.566545536361,WBGene00017128,WBGene00017128,History: N.A.
WBGene00015954,C18B2.3,-0.408545237134648,0.0006200619624998,72.5019164938016,61.8568661917642,68.5475838926165,52.0833298883652,48.6415868246936,52.1315997261632,WBGene00015954,WBGene00015954,History: N.A.
WBGene00000867,cyb-2.2,0.359221500445592,0.0006204919549129,112.705958185491,118.780707899821,108.438325162013,163.720848877173,137.526063880746,134.410873828822,WBGene00000867,WBGene00000867,History: N.A.
WBGene00017832,kbp-2,0.572279792681655,0.0006243691690104,28.7151569693776,35.2645795700116,35.2879726529909,55.789008448155,46.9725285248658,44.5246148755322,WBGene00017832,WBGene00017832,History: N.A.
WBGene00011629,T08G11.1,-0.278539014332372,0.0006255307554949,47.3410607686235,45.8301304535602,42.4962982600761,37.6009722102895,37.5506885953911,36.6810343809903,WBGene00011629,WBGene00011629,History: N.A.
WBGene00018890,F55F8.2,-0.335349271158516,0.0006294653469763,49.1079647718016,47.318877675241,44.5508063923911,37.5973820429534,36.5900891935009,37.5257635959882,WBGene00018890,WBGene00018890,History: N.A.
WBGene00008822,F14H3.3,0.831817125991052,0.0006337839214387,5.75774667902582,7.64600338852377,6.49950035664734,13.5945725918966,11.9530900465993,9.73666874499471,WBGene00008822,WBGene00008822,History: N.A.
WBGene00001699,grd-10,0.532075673992228,0.0006352573334995,44.9548195334283,35.6774456055158,39.5447897119207,60.2551266494072,59.9522533313273,53.3830715873033,WBGene00001699,WBGene00001699,History: N.A.
WBGene00019678,K12H4.3,-0.332599895214312,0.0006500147937096,86.7809586097365,91.2229066091849,92.1947093971746,70.2506989337341,72.2450437622422,72.144380356052,WBGene00019678,WBGene00019678,History: N.A.
WBGene00020199,T03G11.6,0.62582777854351,0.0006500147937096,10.5848237794303,10.5033507681394,10.9115655349467,15.8933698274926,18.0507495101609,15.4470448544711,WBGene00020199,WBGene00020199,History: N.A.
WBGene00077579,R11H6.7,-1.39963635455609,0.0006558581052647,6.31154642138242,7.56994675773267,8.2989768458581,2.62369811914777,3.2942247832856,2.49804035499737,WBGene00077579,WBGene00077579,History: N.A.
WBGene00206368,Y39F10C.3,-1.37441981256725,0.000657679973509,9.63195142119203,11.9002603813553,11.2556529104586,3.50875466949922,3.72017570875229,5.54133403665031,WBGene00206368,WBGene00206368,History: N.A.
WBGene00010111,F55D12.2,-0.590500700297824,0.0006592008880113,8.87515523809838,8.06415879597004,9.19094879135471,6.08424983874553,5.44291151596649,5.81266295841679,WBGene00010111,WBGene00010111,History: N.A.
WBGene00010267,lips-9,-2.21197751224414,0.0006653649322453,2.6959246865969,2.4169147095347,1.90499704858883,0.24248867050541,0.482062305557945,0.835547869118833,WBGene00010267,WBGene00010267,History: N.A.
WBGene00004166,pqn-85,-0.360124937072479,0.0006693047737156,27.6007528571073,26.2717260123593,22.0563517504331,19.8420866970681,19.613383533026,19.6853151337029,WBGene00004166,WBGene00004166,History: Renamed on 2021-02-16; Renamed on 2021-03-11
WBGene00015335,acdh-6,-1.93655632719091,0.0006697414600724,1.8684537343365,2.35558322724388,2.07945467303854,0.756272936283039,0.375863617190669,0.488607033990355,WBGene00015335,WBGene00015335,History: N.A.
WBGene00021697,gcn-1,-0.322040218813317,0.000670073651077,27.2962161060986,25.1317844030527,23.7101271127211,19.2911497465504,20.8484468298106,20.7856949879971,WBGene00021697,WBGene00021697,History: N.A.
WBGene00009473,F36D3.8,-1.29800329839704,0.0006806312567442,6.3850037684161,4.07849182271003,6.19241512346267,1.89521635111697,2.26058981274388,2.67152047361633,WBGene00009473,WBGene00009473,"History: Split into F36D3.16(WBGene00219326). History of WBGene00009473: Split into ""WBGene00219326"" on 2012-01-09"
WBGene00007478,C09F9.1,0.82881591061951,0.0006844083418852,11.8392736218819,17.4051427346353,16.079504157798,25.6658906380035,32.357778300085,22.4591947697569,WBGene00007478,WBGene00007478,History: N.A.
WBGene00017910,F28H1.5,0.843996732658783,0.0006855069205091,14.1874476762871,13.5559284760141,15.1960149183586,27.201283195036,23.5529153195345,26.2959066009313,WBGene00017910,WBGene00017910,History: N.A.
WBGene00003482,mua-3,-0.356484293493759,0.0006862186114494,10.7289827491875,9.65901160422178,11.2247105270056,7.73133955968303,8.34721138914402,8.63777060386636,WBGene00003482,WBGene00003482,History: N.A.
WBGene00014121,ZK858.8,-0.615461339803024,0.000700778863914,22.9422242673,28.2808063660077,29.7596048313224,16.3120299797352,18.7535235025028,17.9031803603383,WBGene00014121,WBGene00014121,History: N.A.
WBGene00003375,mlp-1,-0.394207415525353,0.0007025311524475,161.727622396117,171.41909806706,165.868366227507,108.736830750778,128.526735413689,143.045495616007,WBGene00003375,WBGene00003375,History: N.A.
WBGene00044042,Y46G5A.37,1.83386300919154,0.0007037416962201,2.1571557870378,3.62607140304903,3.08669053029159,9.89544623226823,9.02594714059259,12.7863484242152,WBGene00044042,WBGene00044042,History: N.A.
WBGene00004442,rpl-28,-0.368489942641337,0.0007058282970417,1924.29801034636,1950.53632912813,1700.01195783881,1294.37093398648,1362.61252463395,1662.16512409657,WBGene00004442,WBGene00004442,History: N.A.
WBGene00009701,egg-3,0.330634771939764,0.0007058282970417,60.4146242240801,58.4582645236017,56.3801457081139,77.8165961366898,72.9328662020267,69.4602682700779,WBGene00009701,WBGene00009701,History: N.A.
WBGene00009084,F23B12.7,-0.301514726166125,0.0007070715108313,59.8127704573621,64.5292309638342,60.7356322525271,51.1469424846659,50.6438713454559,48.3225417883003,WBGene00009084,WBGene00009084,History: N.A.
WBGene00009948,F52H3.6,-0.406561861982729,0.0007070715108313,46.7208375338919,49.5773665002243,50.3334901803645,35.7769361625767,38.6681155441522,36.2284239836751,WBGene00009948,WBGene00009948,History: N.A.
WBGene00021718,Y49F6B.6,3.13657398642511,0.0007096719362461,1.79296065416129,0.904163258942095,0.0,10.1600303561257,4.7609391510818,8.43957604165159,WBGene00021718,WBGene00021718,History: N.A.
WBGene00015515,spdl-1,-0.392875758964712,0.0007098687836554,36.1303396240938,37.8089242924663,37.3639842468255,27.3122164348659,28.5210568245518,29.0037989371491,WBGene00015515,WBGene00015515,History: N.A.
WBGene00018895,F55F8.7,0.551145056665901,0.0007112580562534,11.5120986032188,12.6003117965206,11.4186100728917,16.785230188792,16.1053879684416,19.2258482641836,WBGene00018895,WBGene00018895,History: N.A.
WBGene00021386,Y37F4.5,-0.837604157677839,0.000712451627759,8.91834334144679,7.16532883382068,8.50754995794236,5.13934382247817,4.37867396376866,4.19001336082483,WBGene00021386,WBGene00021386,History: N.A.
WBGene00001776,gst-28,0.505476347120241,0.0007184261679552,40.4982811835557,33.8929547842275,37.3999007942126,52.0824857090714,58.79528738035,47.7696391483775,WBGene00001776,WBGene00001776,History: N.A.
WBGene00018531,F47B3.7,-0.80246614987146,0.000726893947643,10.3709412838356,12.8028213384577,11.0804275446365,5.64174762563709,5.60783698084155,8.50494668941011,WBGene00018531,WBGene00018531,History: N.A.
WBGene00019257,dhhc-13,-1.11784414857221,0.0007321956906792,2.97570399148588,3.44582921622371,4.57336159464171,1.73974974299278,1.48985216649074,1.84451972384509,WBGene00019257,WBGene00019257,History: N.A.
WBGene00016316,C32D5.8,0.335173180815855,0.0007396106974308,139.408537471869,135.154717061125,138.856339217755,161.809526932558,179.963499910892,180.199218303825,WBGene00016316,WBGene00016316,History: N.A.
WBGene00017902,F28E10.4,-0.864136017028462,0.0007413659130219,10.8625977649488,14.4735739391,13.6895764808312,6.29256933028573,5.58115869684084,9.69454668499632,WBGene00017902,WBGene00017902,History: N.A.
WBGene00007159,B0379.7,-0.404960003932059,0.0007425595601977,42.0645378472371,48.4965968347325,45.1518219431025,32.5290797484823,34.8766472695527,35.1843226474814,WBGene00007159,WBGene00007159,History: N.A.
WBGene00011529,T06D8.9,0.319017606501841,0.0007466293958342,62.9822976251877,63.5952447220663,63.1268230105323,79.1798861881385,78.7506711437525,78.7072771957297,WBGene00011529,WBGene00011529,History: N.A.
WBGene00021117,clec-126,2.31747906610084,0.0007490393528004,0.848717030965692,1.19838687681096,0.323849498260101,5.22158937154983,3.76972722946313,2.66330883281628,WBGene00021117,WBGene00021117,History: N.A.
WBGene00009459,F36A2.12,0.547053736711521,0.0007519468585158,42.6649028915813,43.785467505926,46.6499349541899,60.9969051380412,62.878813221878,70.9873416129923,WBGene00009459,WBGene00009459,"History: Split into F36A2.14(WBGene00023490). History of WBGene00009459: Split into ""WBGene00023490"" on 2004-08-20"
WBGene00004471,rps-2,-0.378446085989904,0.0007657093579518,1827.1585041534,1786.73033383105,1739.82950964315,1133.67308658579,1414.34240243931,1571.00706646276,WBGene00004471,WBGene00004471,History: N.A.
WBGene00010317,idh-1,0.340468208842068,0.00076790057532,423.732798988745,397.430534876728,428.318663229822,457.52112166146,582.257633131109,542.588280224624,WBGene00010317,WBGene00010317,History: N.A.
WBGene00000696,col-122,0.254087915954533,0.0007684531780295,2343.62599138289,2266.44918076872,2277.67400245057,2580.90795713513,2795.94932067844,2837.75556136575,WBGene00000696,WBGene00000696,History: N.A.
WBGene00000785,cpr-5,0.794617571263604,0.0007684531780295,434.538893877516,414.343505797302,426.73688698949,532.067299253563,836.095983680065,844.711679700831,WBGene00000785,WBGene00000785,History: N.A.
WBGene00009383,F35B12.3,0.685736102307767,0.000770885876682,11.6668707355284,16.4057141702413,14.0188588331336,23.1572739563374,25.7802533879814,18.6575892881799,WBGene00009383,WBGene00009383,History: N.A.
WBGene00017441,F13H8.8,-0.829379830445917,0.0007725553135119,6.27916784583471,7.53624736963592,6.52903369900367,3.91398379850141,3.33467842298331,4.20358103226794,WBGene00017441,WBGene00017441,History: N.A.
WBGene00017021,D1022.2,3.29759335067939,0.0007753467459712,0.468522523881513,0.236268905900027,0.44694161524584,5.12024154259501,2.26198466454113,3.9206476935576,WBGene00017021,WBGene00017021,History: N.A.
WBGene00019862,nrde-3,0.538619873112517,0.0007758003761133,5.32457744528563,5.46123014334868,4.99322860914107,7.89011073269144,7.63935703992586,7.36317456510161,WBGene00019862,WBGene00019862,History: Renamed on 2011-10-14
WBGene00004437,rpl-24.2,-0.363671686053354,0.0007761866674808,169.789991004443,181.992710309326,179.080995705974,132.415867330072,128.790345371717,151.779671013225,WBGene00004437,WBGene00004437,History: N.A.
WBGene00009859,clec-33,5.5619391028334,0.0007776604357233,0.0,0.0,0.0,0.731183786533231,1.03071878528575,0.34356191129113,WBGene00009859,WBGene00009859,History: N.A.
WBGene00022155,Y71G12B.17,-0.718218332280494,0.0007838085447764,12.4670915339096,13.437794023064,13.9808924019089,8.78263653486783,7.35145015975867,8.06336332288311,WBGene00022155,WBGene00022155,History: N.A.
WBGene00020517,hpo-8,0.344509682959969,0.0008004470872916,174.499668133169,162.079869780145,179.247409474801,197.105233580815,234.850844849874,223.488113275563,WBGene00020517,WBGene00020517,History: N.A.
WBGene00044492,Y54G2A.49,0.992097149609309,0.0008027549393466,6.72590112061016,6.42651424048074,6.75378440815937,13.1819881030759,14.3560626709544,12.0342102816143,WBGene00044492,WBGene00044492,History: N.A.
WBGene00009209,F28C6.10,1.67811215885706,0.0008097645848247,2.27211393242853,1.30947782329545,1.54818333807728,6.04346633252303,4.07440874058098,6.28117872065449,WBGene00009209,WBGene00009209,History: N.A.
WBGene00003762,nlp-24,-0.442323335508476,0.0008108473892013,326.019060604031,374.487720749033,403.694557677201,244.164296392753,243.687305847728,325.613536791704,WBGene00003762,WBGene00003762,History: N.A.
WBGene00021487,comt-3,0.662165084101009,0.0008132147430283,15.2729636211178,15.0399839658173,14.7989065145687,19.0810326200409,25.894864163201,26.6681454324275,WBGene00021487,WBGene00021487,History: N.A.
WBGene00015344,nra-4,0.346152052085641,0.0008231883968417,38.1311102157573,33.0008399374521,34.5818001765561,41.24159186844,45.5078218360418,47.7198140374904,WBGene00015344,WBGene00015344,History: N.A.
WBGene00016134,C26B9.5,0.442489727836613,0.0008265947921412,43.2999997979951,41.1598448715834,46.3456173463135,48.5223385233679,63.3302638982612,66.1916856428029,WBGene00016134,WBGene00016134,History: N.A.
WBGene00014100,ZK849.1,-0.939462199318649,0.0008341235601025,8.05749782349718,6.72542187957287,8.03975207889901,3.74866951869574,4.20308313248456,3.97193523606053,WBGene00014100,WBGene00014100,History: N.A.
WBGene00014104,ZK849.6,0.683574944206471,0.0008374208000528,31.8595316239429,28.78542836882,32.291531701512,47.8205274934954,50.9512045687889,50.6825394552602,WBGene00014104,WBGene00014104,History: N.A.
