Gene,log2 fold change lotr-1 vs. N2 (22G-RNA),BH-adjusted p-value (22G-RNA),N2_r1 normalized counts (22G-RNA),N2_r2 normalized counts (22G-RNA),N2_r3 normalized counts (22G-RNA),lotr-1_r1 normalized counts (22G-RNA),lotr-1_r2 normalized counts (22G-RNA),lotr-1_r3 normalized counts (22G-RNA),Input,Suggested Match,History
WBGene00021898,1.93080866277996,2.57558060294306e-10,146.345290951452,125.367214988493,100.453373952781,500.714034564477,415.866475334891,496.305236016249,WBGene00021898,WBGene00021898,History: N.A.
WBGene00011812,-2.35327499390997,2.57853660689915e-10,245.043277872198,231.966882823019,256.2586070224,44.7793039041402,35.7478345560078,63.8676979323859,WBGene00011812,WBGene00011812,History: N.A.
WBGene00045255,-2.24034081485272,2.62634794016704e-10,269.717774602385,279.261101651013,271.292445301047,40.7084580946729,64.346102200814,67.85942905316,WBGene00045255,WBGene00045255,History: N.A.
WBGene00219319,1.43903748829353,2.84704743852505e-10,674.719858863379,733.435742776989,740.07485708069,1829.16671705397,2005.45351859204,1994.5349833468,WBGene00219319,WBGene00219319,History: N.A.
WBGene00018204,-1.67801346205427,2.9807089270764005e-10,955.498614758606,1098.27685945009,1164.43911030978,308.027332916358,311.006160637268,388.528495755348,WBGene00018204,WBGene00018204,History: N.A.
HelitronY1_CE,1.6713761861151,3.0203802568525303e-10,269.717774602385,334.813041226753,353.978555833608,914.583358526985,1045.02836352063,1101.71778933366,,,
WBGene00007059,2.51807701985658,3.12147487120194e-10,30.6304097340248,27.025267901711,26.6508951303296,153.335192156601,182.31395623564,145.032897388126,WBGene00007059,WBGene00007059,History: N.A.
WBGene00021457,3.57500167699978,3.59948480802158e-10,11.9118260076763,6.0056150892691,3.41678142696533,82.7738647925016,81.0284249936177,82.4957764959985,WBGene00021457,WBGene00021457,"History: Split into Y39F10C.3(WBGene00206368). History of WBGene00021457: Split into ""WBGene00206368"" on 2010-12-09"
WBGene00007429,1.8276702236977,3.73018512992449e-10,123.372483650933,159.148799865631,172.889140204446,507.498777580256,574.348541866525,541.544855385022,WBGene00007429,WBGene00007429,History: N.A.
WBGene00015573,3.69474921613757,3.97148998329208e-10,1.70168942966804,13.5126339508555,5.46685028314453,81.4169161893458,73.8788580824161,117.090779542708,WBGene00015573,WBGene00015573,History: N.A.
WBGene00015096,-3.11410426015799,4.10141115536636e-10,136.985999088277,126.86861876081,125.054200226931,6.78474301577882,21.4487007336047,15.9669244830965,WBGene00015096,WBGene00015096,History: N.A.
WBGene00017536,-3.26143044059788,4.10441597822077e-10,120.819949506431,135.126339508555,103.186799094353,12.2125374284019,10.7243503668023,14.6363474428384,WBGene00017536,WBGene00017536,History: N.A.
WBGene00018909,-2.21490028006871,4.10441597822077e-10,262.060172168879,264.247063927841,252.841825595434,58.3487899356978,50.0469683784109,59.8759668116118,WBGene00018909,WBGene00018909,History: Renamed on 2010-05-07
WBGene00021653,-2.43727375626456,4.33055991673417e-10,241.639899012862,207.193720579784,200.223391620168,44.7793039041402,45.2805904376099,29.2726948856769,WBGene00021653,WBGene00021653,History: N.A.
WBGene00044413,-4.57512476252158,5.35439890206174e-10,85.0844714834022,105.098264062209,86.1028919595263,6.78474301577882,4.76637794080104,0.0,WBGene00044413,WBGene00044413,History: N.A.
WBGene00000469,-1.87697469167796,6.10902557012039e-10,507.103450041077,478.947803369211,446.231654361672,126.196220093486,147.757716164832,114.429625462191,WBGene00000469,WBGene00000469,History: N.A.
WBGene00007679,1.40948445096452,6.79800809853231e-10,872.966677419706,794.242595555839,772.192602494165,2210.46927454074,2157.97761269767,2102.3117236077,WBGene00007679,WBGene00007679,History: N.A.
WBGene00007124,1.34792776356096,7.968654770193951e-10,1352.84309658609,1378.28866298726,1309.99399909851,3628.48056483851,3304.29150746032,3354.38471849052,WBGene00007124,WBGene00007124,History: N.A.
WBGene00000903,-3.08124705070626,9.10845498903188e-10,125.925017795435,115.60809046843,130.521050510076,16.2833832378692,9.53275588160208,18.6280785636126,WBGene00000903,WBGene00000903,History: N.A.
WBGene00022322,2.62567943611462,9.35920566902241e-10,25.5253414450206,21.0196528124419,25.2841825595434,116.697579871396,176.355983809638,149.0246285089,WBGene00022322,WBGene00022322,History: N.A.
WBGene00005227,3.30491571413131,1.0183725885536702e-09,7.65760243350619,11.2605282923796,8.88363171010986,112.626734061928,65.5376966860143,98.462700979095,WBGene00005227,WBGene00005227,History: N.A.
WBGene00014105,-2.08728840949535,1.03994419595772e-09,294.392271332571,286.017418626441,312.293822424631,69.204378760944,67.9208856564148,73.1817372141922,WBGene00014105,WBGene00014105,History: N.A.
WBGene00012366,1.53073759282476,1.0406184098324902e-09,444.991785858193,403.877614753347,371.062462968435,1217.18289703072,1145.12230027745,1154.94087094398,WBGene00012366,WBGene00012366,"History: Split into W09G3.16(WBGene00303084). History of WBGene00012366: Split into ""WBGene00303084"" on 2018-03-02"
WBGene00007655,8.91630564293499,1.04102045442139e-09,0.0,0.0,0.0,55.6348927293863,66.7292911712145,79.8346224154824,WBGene00007655,WBGene00007655,History: N.A.
WBGene00008119,-2.18923632920357,1.06767117358475e-09,259.507638024377,270.25267901711,272.659157871833,46.136252507296,70.3040746268153,58.5453897713538,WBGene00008119,WBGene00008119,History: N.A.
WBGene00019629,-1.79863619846087,1.07283963204373e-09,524.120344337757,579.541856114469,536.434684033557,164.190780981847,135.84177131283,172.975015233545,WBGene00019629,WBGene00019629,History: Renamed on 2007-05-15; Renamed on 2010-02-04
WBGene00012857,8.89565564845229,1.1029243477966e-09,0.0,0.0,0.0,61.0626871420094,70.3040746268153,67.85942905316,WBGene00012857,WBGene00012857,History: Renamed on 2008-02-01
WBGene00016435,-2.68856821133287,1.10555364558085e-09,188.887526693153,148.63897345941,152.388451642654,23.068126253648,29.7898621300065,22.6198096843867,WBGene00016435,WBGene00016435,History: N.A.
WBGene00021340,2.28317608253643,1.33032792384577e-09,39.138856882365,37.5350943079319,44.4181585505493,188.615855838651,220.444979762048,180.958477475093,WBGene00021340,WBGene00021340,History: N.A.
WBGene00020527,1.39472349300006,1.4109070231015e-09,792.136429510474,864.057870968592,838.478162177292,2122.26761533561,2291.4361950401,2147.55134297648,WBGene00020527,WBGene00020527,History: N.A.
WBGene00007236,3.5464086798458,1.5133122588605e-09,5.95591300383815,8.25772074774502,5.46685028314453,85.4877619988131,59.579724260013,85.1569305765146,WBGene00007236,WBGene00007236,History: N.A.
WBGene00021614,-3.92454126945998,1.62908161325601e-09,96.1454527762444,96.0898414283057,81.3193979617749,4.07084580946729,8.34116139640182,5.32230816103216,WBGene00021614,WBGene00021614,History: N.A.
WBGene00006776,-1.6720698268148,1.73632120027391e-09,807.451634377486,740.192059752417,704.540330240251,248.321594377505,240.702086010452,216.884057562061,WBGene00006776,WBGene00006776,History: Renamed on 2010-05-19; Renamed on 2010-08-27
WBGene00011399,-2.5482483955501,1.76081925523382e-09,181.229924259647,177.165645133439,168.789002492087,35.2806636820499,34.5562400708075,19.9586556038706,WBGene00011399,WBGene00011399,History: N.A.
WBGene00000001,-2.48870739674701,1.90757938942976e-09,180.379079544813,195.182490401246,167.422289921301,31.2098178725826,30.9814566152068,34.595003046709,WBGene00000001,WBGene00000001,History: N.A.
WBGene00019030,-2.66969787463515,2.0477057852697e-09,166.765564107468,137.378445167031,163.322152208943,24.4250748568038,25.0234841892055,23.9503867246447,WBGene00019030,WBGene00019030,History: Renamed on 2006-06-29; Renamed on 2013-07-04
WBGene00077558,-2.28035942295,2.34109995809672e-09,268.866929887551,213.199335669053,238.49134360218,40.7084580946729,48.8553738932106,58.5453897713538,WBGene00077558,WBGene00077558,History: N.A.
WBGene00012911,-2.65068956534303,2.5102241080395703e-09,213.562023423339,147.137569687093,158.538658211191,24.4250748568038,26.2150786744057,31.933848966193,WBGene00012911,WBGene00012911,History: N.A.
WBGene00018228,2.17854893711569,2.57449438366559e-09,62.1116641828836,76.5715923881811,43.0514459797632,279.531412250087,295.515432329664,243.495598367221,WBGene00018228,WBGene00018228,History: N.A.
WBGene00194836,-3.18962202665959,2.6798244747951e-09,123.372483650933,93.8377357698297,123.687487656145,12.2125374284019,13.1075393372029,11.9751933623224,WBGene00194836,WBGene00194836,History: N.A.
WBGene00077585,1.63145511519861,3.2039517481157703e-09,219.517936427178,218.454248872164,205.00688561792,635.051946276898,689.93320693095,663.957943088762,WBGene00077585,WBGene00077585,History: N.A.
WBGene00013805,-2.1119629923037,3.20643251115193e-09,281.629600610061,290.521629943393,268.559020159475,71.9182759672555,70.3040746268153,51.8925045700636,WBGene00013805,WBGene00013805,History: N.A.
WBGene00194896,1.51070973190554,3.4341909003929803e-09,405.002084260994,369.34532799005,354.661912119001,1055.70601325518,1064.09387528383,1091.07317301159,WBGene00194896,WBGene00194896,History: N.A.
WBGene00044137,2.51132236025598,3.51868381151898e-09,26.3761861598547,27.025267901711,21.184044847185,145.193500537667,148.949310650032,129.06597290503,WBGene00044137,WBGene00044137,History: N.A.
WBGene00007545,-1.66634473712849,3.66864035992999e-09,777.672069358296,693.648542810581,718.207455948112,215.754827901766,253.809625347655,218.214634602319,WBGene00007545,WBGene00007545,History: N.A.
WBGene00017949,1.356455860384,3.7202697767874702e-09,1307.74832669989,1153.82879902583,1190.40664915472,3011.06895040264,3189.8984368811,3138.83123796872,WBGene00017949,WBGene00017949,"History: Split into F31D5.7(WBGene00206414). History of WBGene00017949: Split into ""WBGene00206414"" on 2011-02-28"
WBGene00012371,3.88851876786204,4.1132937724027215e-09,2.55253414450206,2.25210565847591,8.20027542471679,66.4904815546324,73.8788580824161,58.5453897713538,WBGene00012371,WBGene00012371,History: N.A.
WBGene00009054,-3.13621782407382,4.4325897774884614e-09,102.101365780083,113.355984809954,112.753787089856,12.2125374284019,13.1075393372029,11.9751933623224,WBGene00009054,WBGene00009054,History: N.A.
WBGene00016170,-2.12459932578648,4.4325897774884614e-09,291.839737188069,254.487939407778,296.576627860591,74.632173173567,66.7292911712145,51.8925045700636,WBGene00016170,WBGene00016170,History: N.A.
WBGene00017831,-2.25715864820923,4.92108520251991e-09,217.816246997509,228.213373392226,217.990655040388,46.136252507296,53.6217518340117,38.5867341674832,WBGene00017831,WBGene00017831,History: N.A.
WBGene00012993,-1.52212632984713,4.96181039360324e-09,1152.8945886001,1082.51211984076,1079.01957463565,365.0191742489,382.501829749283,405.825997278702,WBGene00012993,WBGene00012993,History: N.A.
WBGene00021202,-2.0577663163579,5.355133007273281e-09,273.121153461721,295.776543146503,299.310053002163,73.2752245704113,72.6872635972158,62.5371208921279,WBGene00021202,WBGene00021202,History: N.A.
WBGene00017898,3.75154021081852,5.5077545181758314e-09,5.10506828900413,6.0056150892691,3.41678142696533,71.9182759672555,58.3881297748127,63.8676979323859,WBGene00017898,WBGene00017898,History: N.A.
WBGene00009189,-2.01389109761218,5.705835516441921e-09,321.61930220726,314.544090300469,315.710603851596,88.2016592051247,84.6032084492184,62.5371208921279,WBGene00009189,WBGene00009189,History: N.A.
WBGene00044149,-5.74298808165195,5.933960432404211e-09,92.7420739169083,91.5856301113538,92.2530985280639,0.0,0.0,5.32230816103216,WBGene00044149,WBGene00044149,"History: Split into T24D5.11(WBGene00219279). History of WBGene00044149: Split into ""WBGene00219279"" on 2011-10-03"
WBGene00016967,-2.56408294099625,6.5200007761654715e-09,160.80965110363,150.891079117886,161.955439638157,28.495920666271,21.4487007336047,30.6032719259349,WBGene00016967,WBGene00016968,"History: Merged into ""WBGene00016968"" on 2019-01-11"
WBGene00019568,2.72848939639089,6.570368636873291e-09,19.5694284411825,21.7703546986005,12.9837694224683,105.84199104615,112.009881608824,139.710589227094,WBGene00019568,WBGene00019568,History: N.A.
WBGene00195070,2.44271681866926,6.5819358024179e-09,27.2270308746887,25.5238641293937,28.7009639865088,130.267065902953,162.056849987235,150.355205549159,WBGene00195070,WBGene00195070,History: N.A.
WBGene00018720,-5.72459485795541,6.890603362414931e-09,93.5929186317424,95.339139542147,84.0528231033471,2.71389720631153,1.19159448520026,1.33057704025804,WBGene00018720,WBGene00018720,History: N.A.
WBGene00020401,-3.91683254931351,7.05408132531441e-09,79.128558479564,89.3335244528779,85.4195356741332,8.14169161893458,2.38318897040052,6.6528852012902,WBGene00020401,WBGene00020401,History: N.A.
WBGene00007455,-1.89094464804363,7.32490617031676e-09,390.537724108816,388.112875144016,382.679519820117,116.697579871396,108.435098153224,87.8180846570307,WBGene00007455,WBGene00007455,History: N.A.
WBGene00008695,-1.83610538747813,7.55378049446165e-09,428.825736276347,427.900075110424,446.915010647065,118.054528474551,138.22496028323,107.776740260901,WBGene00008695,WBGene00008695,History: N.A.
WBGene00019885,4.23124185642848,7.974126314817491e-09,2.55253414450206,2.25210565847591,4.1001377123584,56.9918413325421,61.9629132304135,50.5619275298055,WBGene00019885,WBGene00019885,History: N.A.
WBGene00012666,-2.38222672645949,8.45903739572043e-09,258.656793309543,194.431788515087,195.439897622417,54.2779441262306,33.3646455856073,37.2561571272251,WBGene00012666,WBGene00012666,History: N.A.
WBGene00022101,-2.34959706501276,8.56368961475487e-09,205.904420989833,177.165645133439,220.72408018196,43.4223553009844,41.7058069820091,33.264426006451,WBGene00022101,WBGene00022101,History: N.A.
WBGene00195170,-4.02049061993679,9.26867663664936e-09,70.6201113312238,85.5800150220847,94.9865236696362,9.49864022209035,3.57478345560078,2.66115408051608,WBGene00195170,WBGene00195170,History: N.A.
WBGene00009660,-3.26963291142971,9.61844721416933e-09,108.057278783921,91.5856301113538,99.0866613819946,10.8555888252461,9.53275588160208,10.6446163220643,WBGene00009660,WBGene00009660,History: N.A.
WBGene00014947,2.06253637783714,9.847536888140473e-09,49.3489934603732,58.5547471203738,70.3856973954858,248.321594377505,256.192814318056,244.826175407479,WBGene00014947,WBGene00014947,History: N.A.
WBGene00019240,-2.07608761388936,1.0208400834226e-08,279.077066465559,277.759697878696,260.358744734758,69.204378760944,56.0049408044122,69.1900060934181,WBGene00019240,WBGene00019240,History: N.A.
WBGene00006062,-2.45633302093032,1.02824414787223e-08,185.484147833817,162.151607410266,168.789002492087,25.7820234599595,32.173051100407,35.9255800869671,WBGene00006062,WBGene00006062,History: N.A.
WBGene00020817,-2.29897329524122,1.04557725949337e-08,199.948507985995,204.941614921308,265.825595017903,47.4932011104517,47.6637794080104,41.2478882479992,WBGene00020817,WBGene00020817,History: N.A.
WBGene00022211,1.39760491524885,1.06033880520133e-08,701.946889738068,728.180829573879,792.009934770564,1941.7934511159,1895.82682595361,2026.468832313,WBGene00022211,WBGene00022211,History: N.A.
WBGene00010185,2.46121129908963,1.08245645717176e-08,35.7354780230289,21.7703546986005,30.751032842688,194.043650251274,157.290472046434,133.057704025804,WBGene00010185,WBGene00010185,History: N.A.
LINE2F_CE,1.45354654337526,1.09578429371236e-08,1001.44422935964,1063.74457268679,1288.12659796593,2884.87273030915,3179.17408651429,3132.17835276743,,,
WBGene00012806,-2.32460744260653,1.10548032418836e-08,202.501042130497,182.420558336549,203.640173047134,44.7793039041402,34.5562400708075,38.5867341674832,WBGene00012806,WBGene00012806,"History: Split into ""WBGene00045284"" on 2007-02-20"
WBGene00014977,1.30368844781825,1.18420749128108e-08,2788.21813051109,2607.18765062895,2434.1150885701,6231.10798569127,6497.76472779702,6582.36461815652,WBGene00014977,WBGene00014977,History: N.A.
WBGene00011205,-2.74827619628483,1.26838777419848e-08,129.328396654771,137.378445167031,142.138107361758,27.1389720631153,11.9159448520026,22.6198096843867,WBGene00011205,WBGene00011205,History: N.A.
WBGene00007577,-2.00488712953761,1.2959595442775e-08,326.724370496264,283.765312967965,305.4602595707,70.5613273640997,76.2620470528166,81.1651994557404,WBGene00007577,WBGene00007577,History: N.A.
WBGene00013249,-1.60410636122808,1.37059997474646e-08,966.559596051448,877.570504919448,943.715030127824,351.449688217343,262.150786744057,306.032719259349,WBGene00013249,WBGene00013249,History: N.A.
WBGene00018099,1.72223863807861,1.39265067874166e-08,144.643601521784,140.381252711665,146.238245074116,461.36252507296,452.805904376099,509.611006418829,WBGene00018099,WBGene00018099,History: N.A.
WBGene00016118,-2.18663810015247,1.40451721618674e-08,262.911016883713,242.47670922924,264.458882447117,40.7084580946729,76.2620470528166,50.5619275298055,WBGene00016118,WBGene00016118,History: N.A.
WBGene00002185,-2.2427653841065,1.42674461216318e-08,203.351886845331,205.692316807467,230.974424462856,42.0654066978287,44.0889959524096,49.2313504895475,WBGene00002185,WBGene00002185,History: N.A.
WBGene00004225,3.13624081418232,1.54097551047287e-08,9.35929186317424,5.25491320311047,13.6671257078613,84.1308133956574,86.986397419619,79.8346224154824,WBGene00004225,WBGene00004225,History: N.A.
WBGene00007354,-3.57978226992218,1.78996335800577e-08,110.609812928423,80.3251018189743,85.4195356741332,1.35694860315576,11.9159448520026,9.31403928180628,WBGene00007354,WBGene00007354,History: N.A.
WBGene00011804,8.44805522042672,1.80996293256286e-08,0.0,0.0,0.0,44.7793039041402,41.7058069820091,59.8759668116118,WBGene00011804,WBGene00011804,History: N.A.
WBGene00022717,-2.06851785601442,2.14561449245773e-08,261.209327454045,254.487939407778,263.09216987633,67.8474301577882,60.7713187452132,57.2148127310957,WBGene00022717,WBGene00022717,History: Renamed on 2014-08-08
WBGene00012537,3.32228307695815,2.3390067735329e-08,7.65760243350619,6.75631697542774,6.83356285393066,67.8474301577882,79.8368305084174,63.8676979323859,WBGene00012537,WBGene00012537,History: N.A.
WBGene00014309,1.78965784530277,2.42930289120203e-08,167.616408822302,120.112301785382,132.571119366255,491.215394342387,438.506770553696,518.925045700636,WBGene00014309,WBGene00014309,History: N.A.
WBGene00001430,-5.59209321804039,2.64906797463535e-08,79.979403194398,90.8349282251952,77.2192602494165,0.0,3.57478345560078,1.33057704025804,WBGene00001430,WBGene00001430,History: N.A.
WBGene00007979,-2.58133908853556,2.6717690895777e-08,165.0638746778,143.3840602563,138.037969649399,18.9972804441807,30.9814566152068,23.9503867246447,WBGene00007979,WBGene00007979,History: N.A.
WBGene00012029,-3.54095090394126,2.67547201575923e-08,85.0844714834022,85.5800150220847,84.0528231033471,5.42779441262306,8.34116139640182,7.98346224154824,WBGene00012029,WBGene00012029,History: N.A.
WBGene00014807,-1.95766574878701,2.67547201575923e-08,324.171836351762,335.563743112911,328.694373274065,105.84199104615,75.0704525676164,74.5123142544502,WBGene00014807,WBGene00014807,History: N.A.
WBGene00018704,-1.89800725314639,2.80344721143554e-08,358.205624945123,350.577780836084,333.477867271816,97.700299427215,97.7107477864213,83.8263535362565,WBGene00018704,WBGene00018704,History: N.A.
WBGene00014989,-4.43655751916258,2.91377315192173e-08,76.5760243350619,68.3138716404361,77.9026165348095,1.35694860315576,4.76637794080104,3.99173112077412,WBGene00014989,WBGene00014989,History: N.A.
WBGene00010066,1.65669441545513,3.04505806880996e-08,159.958806388796,167.406520613376,168.105646206694,521.068263611813,518.343601062113,524.247353861668,WBGene00010066,WBGene00010066,History: N.A.
WBGene00015231,-4.14170049058804,3.24606938100223e-08,68.0675771867217,72.8180829573879,86.7862482449194,4.07084580946729,2.38318897040052,6.6528852012902,WBGene00015231,WBGene00015231,History: N.A.
WBGene00014958,4.85122652145202,3.24677458788832e-08,2.55253414450206,1.50140377231728,1.36671257078613,62.4196357451651,54.8133463192119,35.9255800869671,WBGene00014958,WBGene00014958,History: N.A.
WBGene00018181,-2.38432963936459,3.34864516699367e-08,197.395973841493,169.658626271852,166.738933635908,40.7084580946729,27.406673159606,34.595003046709,WBGene00018181,WBGene00018181,History: N.A.
WBGene00016421,1.98174231519856,3.56219508246008e-08,70.6201113312238,78.823698046657,73.1191225370581,241.536851361726,337.221239311674,299.379834058059,WBGene00016421,WBGene00016421,History: N.A.
WBGene00008568,1.48452253886114,3.80599364759008e-08,373.520829812135,403.877614753347,390.196438959441,1029.92398979522,1068.86025322463,1170.90779542708,WBGene00008568,WBGene00008568,History: Renamed on 2016-09-16
WBGene00004377,1.55615221134344,3.94949754708895e-08,293.541426617737,268.000573358634,259.675388449365,829.095596528172,834.116139640182,746.453719584761,WBGene00004377,WBGene00004377,History: N.A.
WBGene00011488,-1.86275681225819,4.08631921011332e-08,397.344481827488,379.104452510112,383.36287610551,128.910117299798,100.093936756822,90.4792387375467,WBGene00011488,WBGene00011488,History: N.A.
WBGene00015733,-3.5776364822504,4.11693104206065e-08,85.9353161982362,80.3251018189743,79.9526853909887,5.42779441262306,7.14956691120156,7.98346224154824,WBGene00015733,WBGene00015733,History: N.A.
WBGene00009299,1.62293227366673,4.20224524368066e-08,202.501042130497,191.428980970453,181.772771914556,616.054665832717,571.965352896125,582.792743633022,WBGene00009299,WBGene00009299,History: N.A.
WBGene00021935,-2.04487254101703,4.21118339760287e-08,268.866929887551,268.751275244792,263.775526161723,51.564046919919,72.6872635972158,69.1900060934181,WBGene00021935,WBGene00021935,History: Split into Y55F3BL.4(WBGene00185088). History of WBGene00021935: N.A.
WBGene00019538,-4.82392268673436,4.26827271350413e-08,68.9184219015557,74.3194867297052,76.5359039640234,5.42779441262306,0.0,2.66115408051608,WBGene00019538,WBGene00019538,History: N.A.
WBGene00020113,-1.86294481215815,4.38683146874365e-08,351.398867226451,379.104452510112,364.228900114504,92.2725050145919,110.818287123624,97.1321239388369,WBGene00020113,WBGene00020113,History: N.A.
WBGene00021916,3.49145016435095,4.92602372066794e-08,9.35929186317424,2.25210565847591,6.83356285393066,84.1308133956574,56.0049408044122,65.198274972644,WBGene00021916,,History: Killed on 2020-10-19. Remark: [2020-10-19T15:27:38.82Z WBPerson51134] Gene Killed: no convincing evidence for this gene present
WBGene00012641,-1.70841693919743,5.24355728067829e-08,579.425250801969,520.236407107936,563.085579163886,183.188061426028,179.930767265239,145.032897388126,WBGene00012641,WBGene00012641,History: N.A.
WBGene00005011,-3.19672465294757,5.3060132301677e-08,87.6370056279042,99.0926489729402,97.7199488112084,10.8555888252461,5.9579724260013,14.6363474428384,WBGene00005011,WBGene00005011,History: N.A.
WBGene00015145,-2.11341728449604,5.33682488114862e-08,237.385675438692,283.014611081807,236.441274746001,46.136252507296,64.346102200814,63.8676979323859,WBGene00015145,WBGene00015145,History: N.A.
WBGene00013594,2.51074878530195,5.39165280305534e-08,16.1660495818464,24.7731622432351,23.2341137033642,127.553168696642,125.117420946027,115.760202502449,WBGene00013594,WBGene00013594,History: N.A.
WBGene00022030,1.67062652755975,5.41740207392805e-08,160.80965110363,197.434596059722,180.406059343769,624.196357451651,566.007380470123,528.239084982442,WBGene00022030,WBGene00022030,History: N.A.
WBGene00000912,-1.53837151199679,5.59108896565366e-08,1113.75573171773,939.878761470615,1057.83552978847,341.951047995253,358.669940045278,369.900417191735,WBGene00000912,WBGene00000912,History: N.A.
WBGene00050974,3.31985750554825,5.70023030448418e-08,7.65760243350619,3.75350943079319,10.250344280896,89.5586078082804,59.579724260013,69.1900060934181,WBGene00050974,WBGene00050974,History: N.A.
WBGene00006402,-2.28857869547534,5.7248079409118e-08,184.633303118983,177.165645133439,192.023116195452,42.0654066978287,39.3226180116086,31.933848966193,WBGene00006402,WBGene00006402,History: N.A.
WBGene00018805,-4.22727978904086,6.2904901394616e-08,78.27771376473,75.0701886158638,63.5521345415551,2.71389720631153,5.9579724260013,2.66115408051608,WBGene00018805,WBGene00018805,History: N.A.
WBGene00021260,-2.88443736306212,6.32662612773342e-08,123.372483650933,105.848965948368,124.370843941538,12.2125374284019,9.53275588160208,26.6115408051608,WBGene00021260,WBGene00021260,History: N.A.
WBGene00015791,-2.98916092153932,6.70362305572396e-08,120.819949506431,112.605282923796,94.9865236696362,21.7111776504922,13.1075393372029,6.6528852012902,WBGene00015791,WBGene00015791,History: Renamed on 2021-01-02
WBGene00050946,1.607033161086,6.9952447139256e-08,186.334992548651,189.176875311977,201.590104190954,587.558745166446,574.348541866525,598.759668116118,WBGene00050946,WBGene00050946,History: N.A.
WBGene00021346,1.86055995104291,7.1613680430111e-08,103.803055209751,79.5743999328156,87.4696045303125,318.882921741604,347.945589678476,312.685604460639,WBGene00021346,WBGene00021346,History: N.A.
WBGene00022272,-1.68506307846253,7.51867636249557e-08,741.085746620433,734.186444663148,636.888057986337,221.18262231439,255.001219832856,178.297323394577,WBGene00022272,WBGene00022272,History: N.A.
WBGene00004923,-2.72243653673881,7.70622719350656e-08,123.372483650933,123.115109330017,126.420912797717,20.3542290473365,25.0234841892055,10.6446163220643,WBGene00004923,WBGene00004923,History: N.A.
WBGene00014663,1.2418657515067,7.81874951262326e-08,8157.8991258286,7540.80044646352,7512.13564532597,18421.9342364427,18926.0952084357,17529.0219283594,WBGene00014663,WBGene00014663,History: N.A.
WBGene00019467,-2.77363753223313,7.83917205674291e-08,125.074173080601,108.851773493003,118.220637373,12.2125374284019,19.0655117632042,19.9586556038706,WBGene00019467,WBGene00019467,History: N.A.
WBGene00015440,2.26362051253668,7.83917205674291e-08,34.8846333081949,37.5350943079319,28.0176077011157,162.833832378692,147.757716164832,170.313861153029,WBGene00015440,WBGene00015440,History: N.A.
WBGene00008398,-1.8672919573009,8.05057098919217e-08,360.758159089625,340.067954429863,364.228900114504,94.9864022209035,110.818287123624,85.1569305765146,WBGene00008398,WBGene00008398,History: N.A.
WBGene00009889,-5.45934889172374,8.29023671254449e-08,77.426869049896,74.3194867297052,74.4858351078442,0.0,3.57478345560078,1.33057704025804,WBGene00009889,WBGene00009889,History: N.A.
WBGene00020195,-5.05542330059667,8.29023671254449e-08,78.27771376473,67.5631697542774,69.0189848246997,4.07084580946729,1.19159448520026,1.33057704025804,WBGene00020195,WBGene00020195,History: N.A.
WBGene00219317,-2.59476571693409,8.79603378626496e-08,136.985999088277,122.364407443858,137.354613364006,21.7111776504922,23.8318897040052,19.9586556038706,WBGene00219317,WBGene00219317,History: N.A.
WBGene00014672,1.98870118349014,8.83934898544083e-08,59.5591300383815,60.8068527788497,57.4019279730175,238.822954155414,218.061790791648,248.817906528254,WBGene00014672,WBGene00014672,History: N.A.
WBGene00015485,-2.23045458258007,8.8770408232287e-08,176.975700685476,208.695124352101,200.906747905561,43.4223553009844,39.3226180116086,42.5784652882573,WBGene00015485,WBGene00015485,History: N.A.
WBGene00008740,-1.31213445039678,9.4862045726041e-08,3007.73606693827,2975.03157484668,2872.14646750706,1191.40087357076,1222.57594181547,1149.61856278295,WBGene00008740,WBGene00008740,History: N.A.
WBGene00020318,-5.04381762604648,9.52295449682179e-08,74.0234901905599,62.308256551167,76.5359039640234,2.71389720631153,1.19159448520026,2.66115408051608,WBGene00020318,WBGene00020318,History: N.A.
WBGene00017280,1.97033422415217,9.85597948855296e-08,54.4540617493774,74.3194867297052,75.8525476786303,274.103617837464,244.276869466053,288.735217735995,WBGene00017280,WBGene00017280,History: N.A.
WBGene00020295,-2.21923774700624,1.00501200625857e-07,212.711178708505,192.179682856611,188.606334768486,42.0654066978287,48.8553738932106,35.9255800869671,WBGene00020295,WBGene00020295,History: N.A.
NPALTA1_CE,-1.36705050602731,1.01503733635593e-07,2333.86705278972,2224.32968868804,2175.12305640613,810.098316083991,924.677320515401,871.527961369016,,,
WBGene00008197,-2.40261826498657,1.06318693063068e-07,146.345290951452,165.1544149549,158.538658211191,27.1389720631153,28.5982676448062,33.264426006451,WBGene00008197,WBGene00008197,History: N.A.
WBGene00015577,1.82797115467626,1.06318693063068e-07,91.8912292020743,84.8293131359261,102.50344280896,320.23987034476,320.53891651887,352.602915668381,WBGene00015577,WBGene00015577,History: N.A.
WBGene00018397,2.78684910629678,1.08130380780006e-07,8.50844714834022,15.0140377231728,17.0839071348266,93.6294536177477,85.7948029344187,105.115586180385,WBGene00018397,WBGene00018397,History: N.A.
