# NeuroSTGs displaying >5 RPM levels across replicates of neuronal samples from N2 wild-type animals.
genes,A1_N2_small_amp_count,A2_N2_small_amp_count,Input,Suggested Match,History
tag-63,9.90586550547453,11.3552794281581,tag-63,WBGene00006440,Other name for WBGene00006440(nefr-1). History: Renamed on 2021-04-19
Y79H2A.3,9.86476232910327,7.98613058683647,Y79H2A.3,WBGene00013580,Public name for WBGene00013580. History: N.A.
nra-2,9.86476232910327,8.23569716767511,nra-2,WBGene00011488,Public name for WBGene00011488. History: N.A.
smgl-1,9.86476232910327,8.23569716767511,smgl-1,WBGene00008990,Public name for WBGene00008990. History: N.A.
csk-1,9.86476232910327,8.48526374851375,csk-1,WBGene00000812,Public name for WBGene00000812. History: N.A.
pde-2,9.86476232910327,8.61004703893307,pde-2,WBGene00011146,Public name for WBGene00011146. History: N.A.
attf-2,9.86476232910327,9.04678855540069,attf-2,WBGene00017317,Public name for WBGene00017317. History: N.A.
W09C3.4,9.86476232910327,9.42113842665865,W09C3.4,WBGene00021112,Public name for WBGene00021112. History: N.A.
nath-10,9.86476232910327,10.9185379116905,nath-10,WBGene00018866,Public name for WBGene00018866. History: Renamed on 2015-03-05
Y15E3A.3,9.82365915273201,7.86134729641715,Y15E3A.3,WBGene00012442,Public name for WBGene00012442. History: N.A.
fbxc-18,9.82365915273201,8.23569716767511,fbxc-18,WBGene00016307,Public name for WBGene00016307. History: N.A.
ztf-15,9.82365915273201,8.98439691019103,ztf-15,WBGene00011066,Public name for WBGene00011066. History: N.A.
Y65B4BL.4,9.82365915273201,9.10918020061035,Y65B4BL.4,WBGene00022036,Public name for WBGene00022036. History: N.A.
mek-2,9.82365915273201,10.9185379116905,mek-2,WBGene00003186,Public name for WBGene00003186. History: N.A.
T22F3.12,9.78255597636074,6.73829768264327,T22F3.12,WBGene00044705,Public name for WBGene00044705. History: N.A.
ets-6,9.78255597636074,10.3570131048036,ets-6,WBGene00017606,Public name for WBGene00017606. History: N.A.
F46F11.9,9.78255597636074,10.7937546212712,F46F11.9,WBGene00018512,Sequence name for WBGene00018512(trpp-8). History: N.A.
T01D1.8,9.78255597636074,12.103979170674,T01D1.8,WBGene00044641,Public name for WBGene00044641. History: N.A.
M106.4,9.74145279998948,8.36048045809443,M106.4,WBGene00010912,Sequence name for WBGene00010912(gmps-1). History: N.A.
Y37B11A.3,9.74145279998948,9.48353007186831,Y37B11A.3,WBGene00021345,"Public name for WBGene00021345. History: Split into Y37B11A.8(WBGene00255596). History of WBGene00021345: Split into ""WBGene00255596"" on 2014-09-18"
T22D1.5,9.74145279998948,11.4176710733678,T22D1.5,WBGene00020684,Public name for WBGene00020684. History: N.A.
crn-3,9.74145279998948,11.4176710733678,crn-3,WBGene00000796,Public name for WBGene00000796. History: Renamed on 2007-06-04
T15B7.15,9.74145279998948,11.6048460089968,T15B7.15,WBGene00020527,Public name for WBGene00020527. History: N.A.
Y25C1A.13,9.70034962361821,6.80068932785293,Y25C1A.13,WBGene00021296,Public name for WBGene00021296. History: N.A.
ttr-20,9.70034962361821,8.73483032935239,ttr-20,WBGene00018085,Public name for WBGene00018085. History: N.A.
bath-40,9.70034962361821,9.04678855540069,bath-40,WBGene00013689,Public name for WBGene00013689. History: N.A.
Y62E10A.2,9.70034962361821,9.48353007186831,Y62E10A.2,WBGene00013373,"Sequence name for WBGene00013373(popl-7). History: Split into Y62E10A.24(WBGene00302968). History of WBGene00013373: Split into ""WBGene00302968"" on 2018-03-06"
cacn-1,9.70034962361821,10.2946214595939,cacn-1,WBGene00012230,Public name for WBGene00012230. History: N.A.
bath-7,9.70034962361821,10.8561462664808,bath-7,WBGene00018667,Public name for WBGene00018667. History: N.A.
Y39E4B.6,9.65924644724695,8.48526374851375,Y39E4B.6,WBGene00012717,Public name for WBGene00012717. History: N.A.
ZC21.10,9.65924644724695,11.4176710733678,ZC21.10,WBGene00044443,Public name for WBGene00044443. History: N.A.
ncl-1,9.61814327087569,8.42287210330409,ncl-1,WBGene00003559,Public name for WBGene00003559. History: N.A.
C16A11.3,9.61814327087569,11.5424543637871,C16A11.3,WBGene00015816,"Public name for WBGene00015816. History: Split into C16A11.10(WBGene00185089). History of WBGene00015816: Split into ""WBGene00185089"" on 2009-03-13"
K07C5.4,9.57704009450442,9.04678855540069,K07C5.4,WBGene00010627,Sequence name for WBGene00010627(nol-56). History: N.A.
mca-3,9.57704009450442,9.85787994312627,mca-3,WBGene00003153,Public name for WBGene00003153. History: Renamed on 2007-10-09
T05E12.10,9.57704009450442,9.92027158833593,T05E12.10,WBGene00077787,Public name for WBGene00077787. History: N.A.
ulp-5,9.57704009450442,9.98266323354559,ulp-5,WBGene00006740,Public name for WBGene00006740. History: Renamed on 2014-03-28; Renamed on 2014-09-02
F44E7.4,9.57704009450442,10.3570131048036,F44E7.4,WBGene00018426,Public name for WBGene00018426. History: N.A.
fbf-1,9.57704009450442,10.7937546212712,fbf-1,WBGene00001401,Public name for WBGene00001401. History: N.A.
mut-16,9.57704009450442,10.9809295569002,mut-16,WBGene00003508,Public name for WBGene00003508. History: Renamed on 2013-10-16
rpb-2,9.57704009450442,10.9809295569002,rpb-2,WBGene00016140,Public name for WBGene00016140. History: Renamed on 2005-03-17
K05C4.4,9.57704009450442,11.6672376542064,K05C4.4,WBGene00010581,Public name for WBGene00010581. History: N.A.
eef-1B.2,9.57704009450442,12.7278956227706,eef-1B.2,WBGene00012768,Public name for WBGene00012768. History: N.A.
C25A1.1,9.53593691813316,8.23569716767511,C25A1.1,WBGene00007705,Public name for WBGene00007705. History: N.A.
nfi-1,9.53593691813316,10.6689713308519,nfi-1,WBGene00003592,Public name for WBGene00003592. History: N.A.
ida-1,9.53593691813316,12.1663708158837,ida-1,WBGene00002048,Public name for WBGene00002048. History: N.A.
mrpl-46,9.4948337417619,7.05025590869157,mrpl-46,WBGene00021935,Public name for WBGene00021935. History: Split into Y55F3BL.4(WBGene00185088). History of WBGene00021935: N.A.
C55C3.3,9.4948337417619,7.73656400599783,C55C3.3,WBGene00016953,Public name for WBGene00016953. History: N.A.
pad-1,9.4948337417619,8.04852223204613,pad-1,WBGene00003905,Public name for WBGene00003905. History: N.A.
Y75B8A.25,9.4948337417619,10.2322298143842,Y75B8A.25,WBGene00013558,Public name for WBGene00013558. History: N.A.
clp-1,9.4948337417619,13.0398538488189,clp-1,WBGene00000542,Public name for WBGene00000542. History: N.A.
ulp-2,9.45373056539063,10.3570131048036,ulp-2,WBGene00006737,Public name for WBGene00006737. History: N.A.
pqn-55,9.45373056539063,10.7313629760615,pqn-55,WBGene00004140,Other name for WBGene00004140(ebax-1). History: Renamed on 2013-07-10
rig-4,9.45373056539063,11.5424543637871,rig-4,WBGene00004371,Public name for WBGene00004371. History: N.A.
C09E7.5,9.45373056539063,11.8544125898354,C09E7.5,WBGene00015639,Public name for WBGene00015639. History: N.A.
C28C12.1,9.45373056539063,12.1663708158837,C28C12.1,WBGene00016177,Public name for WBGene00016177. History: N.A.
F52B11.1,9.41262738901937,8.54765539372341,F52B11.1,WBGene00009924,Sequence name for WBGene00009924(cfp-1). History: N.A.
vars-2,9.41262738901937,9.04678855540069,vars-2,WBGene00006936,Other name for WBGene00006936(glp-4). History: Renamed on 2010-01-29; Renamed on 2015-10-07
F13G3.7,9.3715242126481,9.54592171707797,F13G3.7,WBGene00008767,"Public name for WBGene00008767. History: Split into F13G3.15(WBGene00303055). History of WBGene00008767: Split into ""WBGene00303055"" on 2018-03-02"
sax-7,9.3715242126481,9.60831336228763,sax-7,WBGene00004732,Public name for WBGene00004732. History: N.A.
vab-10,9.3715242126481,10.2946214595939,vab-10,WBGene00006876,Public name for WBGene00006876. History: Renamed on 2011-07-12
T08A11.1,9.33042103627684,11.2928877829485,T08A11.1,WBGene00011604,Public name for WBGene00011604. History: N.A.
T13H5.3,9.28931785990558,8.29808881288477,T13H5.3,WBGene00011757,Sequence name for WBGene00011757(cht-2). History: N.A.
Y53G8B.1,9.28931785990558,9.04678855540069,Y53G8B.1,WBGene00021817,Public name for WBGene00021817. History: N.A.
F14B4.3,9.28931785990558,9.10918020061035,F14B4.3,WBGene00008781,Sequence name for WBGene00008781(rpoa-2). History: N.A.
him-6,9.28931785990558,9.67070500749729,him-6,WBGene00001865,Public name for WBGene00001865. History: N.A.
K02F6.7,9.28931785990558,9.85787994312627,K02F6.7,WBGene00019341,Public name for WBGene00019341. History: N.A.
cec-7,9.28931785990558,9.85787994312627,cec-7,WBGene00012551,Public name for WBGene00012551. History: N.A.
fzy-1,9.28931785990558,9.85787994312627,fzy-1,WBGene00001511,Public name for WBGene00001511. History: Renamed on 2017-02-17
F11C3.1,9.28931785990558,11.3552794281581,F11C3.1,WBGene00008695,Public name for WBGene00008695. History: N.A.
sel-5,9.24821468353431,7.86134729641715,sel-5,WBGene00004762,Public name for WBGene00004762. History: N.A.
R05G6.5,9.24821468353431,7.98613058683647,R05G6.5,WBGene00019899,Public name for WBGene00019899. History: N.A.
Y53F4B.10,9.24821468353431,8.42287210330409,Y53F4B.10,WBGene00013157,Public name for WBGene00013157. History: N.A.
H16D19.5,9.24821468353431,9.35874678144899,H16D19.5,WBGene00195253,Public name for WBGene00195253. History: N.A.
T12F5.1,9.24821468353431,9.35874678144899,T12F5.1,WBGene00020466,Sequence name for WBGene00020466(sld-2). History: N.A.
eif-3.C,9.24821468353431,10.1074465239649,eif-3.C,WBGene00001226,Public name for WBGene00001226. History: N.A.
his-74,9.24821468353431,10.4194047500132,his-74,WBGene00012276,Public name for WBGene00012276. History: N.A.
gei-4,9.24821468353431,10.7937546212712,gei-4,WBGene00001561,Public name for WBGene00001561. History: N.A.
K08F11.6,9.20711150716305,5.9272062949177,K08F11.6,WBGene00023323,Public name for WBGene00023323. History: N.A.
rps-4,9.20711150716305,6.42633945659498,rps-4,WBGene00004473,Public name for WBGene00004473. History: N.A.
rom-4,9.20711150716305,7.17503919911089,rom-4,WBGene00004403,Public name for WBGene00004403. History: N.A.
H24K24.3,9.20711150716305,7.79895565120749,H24K24.3,WBGene00019240,Sequence name for WBGene00019240(adh-5). History: N.A.
T19C3.6,9.20711150716305,8.48526374851375,T19C3.6,WBGene00020564,Public name for WBGene00020564. History: N.A.
ZK795.2,9.20711150716305,8.61004703893307,ZK795.2,WBGene00014082,Public name for WBGene00014082. History: N.A.
dnj-7,9.20711150716305,8.79722197456205,dnj-7,WBGene00001025,Public name for WBGene00001025. History: N.A.
F49B2.7,9.20711150716305,9.29635513623933,F49B2.7,WBGene00086555,Public name for WBGene00086555. History: N.A.
ruvb-1,9.20711150716305,9.35874678144899,ruvb-1,WBGene00007784,Public name for WBGene00007784. History: N.A.
dnj-19,9.20711150716305,9.54592171707797,dnj-19,WBGene00001037,Public name for WBGene00001037. History: Renamed on 2005-12-16
tiar-1,9.16600833079179,8.29808881288477,tiar-1,WBGene00015943,Public name for WBGene00015943. History: N.A.
par-3,9.16600833079179,8.48526374851375,par-3,WBGene00003918,Public name for WBGene00003918. History: N.A.
pig-1,9.16600833079179,8.85961361977171,pig-1,WBGene00021012,Public name for WBGene00021012. History: N.A.
toc-1,9.16600833079179,9.73309665270695,toc-1,WBGene00006590,Public name for WBGene00006590. History: N.A.
maea-1,9.16600833079179,10.7313629760615,maea-1,WBGene00012366,"Public name for WBGene00012366. History: Split into W09G3.16(WBGene00303084). History of WBGene00012366: Split into ""WBGene00303084"" on 2018-03-02"
F54D11.2,9.16600833079179,11.0433212021098,F54D11.2,WBGene00018812,"Sequence name for WBGene00018812(sumv-2). History: Merged into ""WBGene00018814"" on 2012-01-23; Resurrected on 2012-06-29"
T09A5.7,9.16600833079179,11.1681044925291,T09A5.7,WBGene00011635,Sequence name for WBGene00011635(mdmh-35). History: N.A.
T23B12.4,9.16600833079179,11.4176710733678,T23B12.4,WBGene00020719,Sequence name for WBGene00020719(natc-1). History: N.A.
lam-3,9.12490515442052,7.92373894162681,lam-3,WBGene00002248,Public name for WBGene00002248. History: N.A.
B0238.9,9.12490515442052,8.61004703893307,B0238.9,WBGene00015073,Public name for WBGene00015073. History: N.A.
hsp-2,9.12490515442052,8.67243868414273,hsp-2,WBGene00002006,Public name for WBGene00002006. History: N.A.
nol-1,9.12490515442052,9.60831336228763,nol-1,WBGene00021073,Other name for WBGene00021073(nsun-1). History: Renamed on 2017-08-01; Renamed on 2020-06-01
let-858,9.12490515442052,9.92027158833593,let-858,WBGene00002957,Public name for WBGene00002957. History: N.A.
gls-1,9.08380197804926,8.73483032935239,gls-1,WBGene00007975,Public name for WBGene00007975. History: N.A.
F18A12.7,9.08380197804926,8.79722197456205,F18A12.7,WBGene00017556,Public name for WBGene00017556. History: N.A.
pxf-1,9.08380197804926,11.1681044925291,pxf-1,WBGene00004254,Public name for WBGene00004254. History: N.A.
puf-12,9.08380197804926,11.3552794281581,puf-12,WBGene00014165,Public name for WBGene00014165. History: N.A.
sms-1,9.042698801678,6.30155616617565,sms-1,WBGene00004892,Public name for WBGene00004892. History: N.A.
K07A1.3,9.042698801678,6.92547261827226,K07A1.3,WBGene00010610,Public name for WBGene00010610. History: N.A.
Y105C5A.1,9.042698801678,7.05025590869157,Y105C5A.1,WBGene00013632,Public name for WBGene00013632. History: N.A.
swp-1,9.042698801678,9.54592171707797,swp-1,WBGene00006359,Public name for WBGene00006359. History: N.A.
Y37E3.17,9.00159562530673,7.29982248953021,Y37E3.17,WBGene00021355,Public name for WBGene00021355. History: N.A.
mdt-26,9.00159562530673,7.29982248953021,mdt-26,WBGene00016115,Public name for WBGene00016115. History: N.A.
rpc-1,9.00159562530673,8.17330552246545,rpc-1,WBGene00004411,Public name for WBGene00004411. History: N.A.
nhr-23,9.00159562530673,8.73483032935239,nhr-23,WBGene00003622,Public name for WBGene00003622. History: Renamed on 2015-03-05
Y17G7B.20,9.00159562530673,8.79722197456205,Y17G7B.20,WBGene00012471,Public name for WBGene00012471. History: N.A.
rsr-1,9.00159562530673,8.79722197456205,rsr-1,WBGene00004706,Public name for WBGene00004706. History: N.A.
daf-15,9.00159562530673,9.10918020061035,daf-15,WBGene00000911,Public name for WBGene00000911. History: N.A.
toe-2,9.00159562530673,9.54592171707797,toe-2,WBGene00016971,Public name for WBGene00016971. History: N.A.
Y75B8A.13,9.00159562530673,9.67070500749729,Y75B8A.13,WBGene00013549,Public name for WBGene00013549. History: N.A.
nxf-1,9.00159562530673,10.2322298143842,nxf-1,WBGene00003834,Public name for WBGene00003834. History: N.A.
nrde-1,9.00159562530673,11.6048460089968,nrde-1,WBGene00007577,Public name for WBGene00007577. History: N.A.
Y73B6A.6,8.96049244893547,6.17677287575634,Y73B6A.6,WBGene00044503,Public name for WBGene00044503. History: N.A.
F07C6.4,8.96049244893547,7.42460577994953,F07C6.4,WBGene00008555,Public name for WBGene00008555. History: N.A.
Y46G5A.18,8.96049244893547,8.04852223204613,Y46G5A.18,WBGene00012908,"Public name for WBGene00012908. History: Split into Y46G5A.47(WBGene00303089). History of WBGene00012908: Split into ""WBGene00303089"" on 2018-03-02"
qns-1,8.96049244893547,8.85961361977171,qns-1,WBGene00007698,Public name for WBGene00007698. History: N.A.
fbxa-97,8.96049244893547,9.48353007186831,fbxa-97,WBGene00007667,Public name for WBGene00007667. History: N.A.
puf-3,8.96049244893547,10.5441880404325,puf-3,WBGene00004239,Public name for WBGene00004239. History: N.A.
him-3,8.96049244893547,10.9809295569002,him-3,WBGene00001862,Public name for WBGene00001862. History: N.A.
cpin-1,8.91938927256421,7.73656400599783,cpin-1,WBGene00000775,Public name for WBGene00000775. History: Renamed on 2006-01-04
T26C5.3,8.91938927256421,8.17330552246545,T26C5.3,WBGene00012033,Public name for WBGene00012033. History: N.A.
madf-9,8.87828609619294,6.73829768264327,madf-9,WBGene00022608,Public name for WBGene00022608. History: N.A.
rsp-4,8.87828609619294,6.86308097306259,rsp-4,WBGene00004701,Public name for WBGene00004701. History: N.A.
npp-12,8.87828609619294,7.92373894162681,npp-12,WBGene00003798,Public name for WBGene00003798. History: N.A.
ZC15.1,8.87828609619294,8.04852223204613,ZC15.1,WBGene00013830,Public name for WBGene00013830. History: N.A.
agr-1,8.87828609619294,8.04852223204613,agr-1,WBGene00018304,Public name for WBGene00018304. History: N.A.
fbxb-4,8.87828609619294,8.85961361977171,fbxb-4,WBGene00010921,Public name for WBGene00010921. History: N.A.
ell-1,8.87828609619294,8.98439691019103,ell-1,WBGene00021281,Public name for WBGene00021281. History: N.A.
Y110A2AL.4,8.87828609619294,9.23396349102967,Y110A2AL.4,WBGene00022441,Public name for WBGene00022441. History: N.A.
Y111B2A.1,8.87828609619294,10.2322298143842,Y111B2A.1,WBGene00013727,Public name for WBGene00013727. History: N.A.
lin-54,8.83718291982168,6.67590603743362,lin-54,WBGene00003037,Public name for WBGene00003037. History: N.A.
rde-4,8.83718291982168,7.42460577994953,rde-4,WBGene00004326,Public name for WBGene00004326. History: N.A.
nhr-86,8.83718291982168,7.92373894162681,nhr-86,WBGene00003676,Public name for WBGene00003676. History: N.A.
Y38C9A.1,8.83718291982168,8.04852223204613,Y38C9A.1,WBGene00018975,"Public name for Dead gene WBGene00021411. History of WBGene00021411: Merged into ""WBGene00018975"" on 2015-03-09; Merged into ""WBGene00018975"" on 2015-03-09"
csp-3,8.83718291982168,8.61004703893307,csp-3,WBGene00000821,Public name for WBGene00000821. History: N.A.
Y67D8A.2,8.83718291982168,8.79722197456205,Y67D8A.2,WBGene00022059,Public name for WBGene00022059. History: N.A.
H04D03.3,8.83718291982168,8.98439691019103,H04D03.3,WBGene00010364,Sequence name for WBGene00010364(ecps-2). History: N.A.
F58B3.6,8.83718291982168,9.48353007186831,F58B3.6,WBGene00010232,Public name for WBGene00010232. History: N.A.
C23G10.8,8.83718291982168,9.85787994312627,C23G10.8,WBGene00016015,Sequence name for WBGene00016015(sna-3). History: N.A.
praf-3,8.83718291982168,10.2946214595939,praf-3,WBGene00017070,Public name for WBGene00017070. History: N.A.
epc-1,8.83718291982168,11.4176710733678,epc-1,WBGene00007030,Public name for WBGene00007030. History: N.A.
Y71F9AL.4,8.79607974345042,5.36568148803076,Y71F9AL.4,WBGene00022110,Public name for WBGene00022110. History: N.A.
Y39G10AR.18,8.79607974345042,6.5511227470143,Y39G10AR.18,WBGene00021474,Sequence name for WBGene00021474(dot-1.1). History: N.A.
athp-3,8.79607974345042,6.5511227470143,athp-3,WBGene00013799,Public name for WBGene00013799. History: N.A.
B0286.1,8.79607974345042,7.42460577994953,B0286.1,WBGene00015115,Public name for WBGene00015115. History: N.A.
rbd-1,8.79607974345042,7.61178071557851,rbd-1,WBGene00004315,Public name for WBGene00004315. History: N.A.
let-526,8.79607974345042,7.98613058683647,let-526,WBGene00002717,Public name for WBGene00002717. History: Renamed on 2008-02-07; Renamed on 2008-02-07; Renamed on 2011-02-11; Renamed on 2014-09-04; Renamed on 2014-09-04. Other name for WBGene00002583(let-363). History: Renamed on 2014-09-04; Renamed on 2014-10-09; Renamed on 2015-01-08; Renamed on 2015-03-05; Renamed on 2015-03-10
npp-4,8.79607974345042,8.11091387725579,npp-4,WBGene00003790,Public name for WBGene00003790. History: N.A.
aars-1,8.79607974345042,8.29808881288477,aars-1,WBGene00000196,Public name for WBGene00000196. History: Renamed on 2010-01-29
F30F8.1,8.79607974345042,11.1681044925291,F30F8.1,WBGene00009270,Public name for WBGene00009270. History: N.A.
slx-1,8.75497656707915,6.61351439222396,slx-1,WBGene00018909,Public name for WBGene00018909. History: Renamed on 2010-05-07
sre-45,8.75497656707915,7.11264755390123,sre-45,WBGene00010071,Public name for WBGene00010071. History: N.A.
Y48B6A.1,8.75497656707915,7.42460577994953,Y48B6A.1,WBGene00012978,Public name for WBGene00012978. History: N.A.
snfc-5,8.75497656707915,7.42460577994953,snfc-5,WBGene00011111,Public name for WBGene00011111. History: Renamed on 2011-02-11
F13H10.8,8.75497656707915,8.04852223204613,F13H10.8,WBGene00044784,Public name for WBGene00044784. History: N.A.
bath-15,8.75497656707915,8.17330552246545,bath-15,WBGene00015590,Public name for WBGene00015590. History: N.A.
chs-1,8.75497656707915,8.42287210330409,chs-1,WBGene00000496,Public name for WBGene00000496. History: N.A.. Other name for WBGene00000497(chs-2). History: N.A.
Y44A6B.3,8.75497656707915,9.67070500749729,Y44A6B.3,WBGene00012848,Public name for WBGene00012848. History: N.A.
D2005.3,8.75497656707915,9.85787994312627,D2005.3,WBGene00008398,Public name for WBGene00008398. History: N.A.
F09F7.3,8.75497656707915,12.478329041932,F09F7.3,WBGene00017300,Sequence name for WBGene00017300(rpc-2). History: N.A.
Y47G6A.7,8.75497656707915,12.478329041932,Y47G6A.7,WBGene00021637,Public name for WBGene00021637. History: N.A.
F13B9.1,8.75497656707915,12.7278956227706,F13B9.1,WBGene00017419,Sequence name for WBGene00017419(sec-16A.2). History: N.A.
atm-1,8.71387339070789,6.05198958533702,atm-1,WBGene00000227,Public name for WBGene00000227. History: N.A.
Y61A9LA.10,8.71387339070789,6.5511227470143,Y61A9LA.10,WBGene00022021,Public name for WBGene00022021. History: N.A.
F14E5.2,8.71387339070789,7.05025590869157,F14E5.2,WBGene00008800,Public name for WBGene00008800. History: N.A.
T07A9.9,8.71387339070789,8.92200526498137,T07A9.9,WBGene00020297,Sequence name for WBGene00020297(nog-1). History: Renamed on 2005-03-17
Y57G7A.2,8.71387339070789,8.92200526498137,Y57G7A.2,WBGene00021966,Public name for WBGene00021966. History: N.A.
F41H10.4,8.71387339070789,9.48353007186831,F41H10.4,WBGene00018317,Public name for WBGene00018317. History: N.A.
F39C12.1,8.71387339070789,9.60831336228763,F39C12.1,WBGene00018193,Public name for WBGene00018193. History: N.A.
F57C9.1,8.71387339070789,9.85787994312627,F57C9.1,WBGene00019008,Sequence name for WBGene00019008(pdxk-1). History: N.A.
C25H3.8,8.71387339070789,10.2946214595939,C25H3.8,WBGene00016120,"Public name for Dead gene WBGene00016117. History of WBGene00016117: Merged into ""WBGene00016120"" on 2018-01-11"
C16C8.11,8.71387339070789,10.3570131048036,C16C8.11,WBGene00015849,Public name for WBGene00015849. History: N.A.
klp-8,8.71387339070789,11.2928877829485,klp-8,WBGene00002220,Other name for WBGene00002220(gcc-1). History: Renamed on 2015-03-25
him-1,8.71387339070789,12.6031123323513,him-1,WBGene00001860,Public name for WBGene00001860. History: N.A.
rrf-3,8.67277021433662,7.54938907036885,rrf-3,WBGene00004510,Public name for WBGene00004510. History: Renamed on 2016-06-06
F53F10.2,8.67277021433662,7.92373894162681,F53F10.2,WBGene00018764,Public name for WBGene00018764. History: N.A.
T22F3.3,8.67277021433662,8.11091387725579,T22F3.3,WBGene00020696,Sequence name for WBGene00020696(pygl-1). History: N.A.
F40G12.7,8.67277021433662,8.48526374851375,F40G12.7,WBGene00009602,Public name for WBGene00009602. History: N.A.
retr-1,8.67277021433662,8.85961361977171,retr-1,,Other name for Suppressed gene WBGene00018416. History of WBGene00018416: Renamed on 2021-06-14. Remark: Map position created from combination of previous interpolated map position (based on known location of sequence) and allele information.  Therefore this is not a genetic map position based on recombination frequencies or genetic experiments.  This was done on advice of the CGC....This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene....Map position created from combination of previous interpolated map position (based on known location of sequence) and allele information. Therefore this is not a genetic map position based on recombination frequencies or genetic experiments. This was done on advice of the CGC.
rsu-1,8.67277021433662,8.98439691019103,rsu-1,WBGene00007924,Public name for WBGene00007924. History: N.A.
npp-13,8.67277021433662,10.4817963952229,npp-13,WBGene00003799,Public name for WBGene00003799. History: N.A.
K07A12.4,8.63166703796536,8.17330552246545,K07A12.4,WBGene00010622,Sequence name for WBGene00010622(hbs-1). History: N.A.
pfd-5,8.63166703796536,8.23569716767511,pfd-5,WBGene00020112,Public name for WBGene00020112. History: N.A.
F57C9.7,8.63166703796536,8.42287210330409,F57C9.7,WBGene00019013,Sequence name for WBGene00019013(tofu-4). History: N.A.
ZK507.6,8.63166703796536,9.92027158833593,ZK507.6,WBGene00000863,"Sequence name for WBGene00000863(cya-1). History: N.A.. Public name for Dead gene WBGene00013981. History of WBGene00013981: Merged into ""WBGene00000863"" on 2012-05-01"
B0495.7,8.5905638615941,6.23916452096599,B0495.7,WBGene00015206,Public name for WBGene00015206. History: N.A.
gpd-4,8.5905638615941,7.36221413473987,gpd-4,WBGene00001686,Public name for WBGene00001686. History: N.A.
cdk-9,8.5905638615941,7.73656400599783,cdk-9,WBGene00000410,Public name for WBGene00000410. History: N.A.
gfi-3,8.5905638615941,7.98613058683647,gfi-3,WBGene00001583,Public name for WBGene00001583. History: N.A.
duo-3,8.5905638615941,8.42287210330409,duo-3,WBGene00001112,Public name for WBGene00001112. History: N.A.
clh-5,8.5905638615941,8.48526374851375,clh-5,WBGene00000532,Public name for WBGene00000532. History: N.A.
mrck-1,8.5905638615941,8.54765539372341,mrck-1,WBGene00006437,Public name for WBGene00006437. History: Renamed on 2008-07-18
B0261.1,8.54946068522283,6.80068932785293,B0261.1,WBGene00015091,Public name for WBGene00015091. History: N.A.
spr-4,8.54946068522283,8.36048045809443,spr-4,WBGene00005009,Public name for WBGene00005009. History: N.A.
Y23H5B.3,8.54946068522283,8.48526374851375,Y23H5B.3,WBGene00021274,Public name for WBGene00021274. History: N.A.
F46B6.5,8.54946068522283,10.1074465239649,F46B6.5,WBGene00009770,Public name for WBGene00009770. History: N.A.
D2013.6,8.50835750885157,7.86134729641715,D2013.6,WBGene00008404,Sequence name for WBGene00008404(wbp-2). History: N.A.
lpin-1,8.50835750885157,7.92373894162681,lpin-1,WBGene00010425,Public name for WBGene00010425. History: N.A.
prp-6,8.50835750885157,8.23569716767511,prp-6,WBGene00013343,Public name for WBGene00013343. History: N.A.
Y102E9.2,8.50835750885157,8.54765539372341,Y102E9.2,WBGene00022420,Sequence name for WBGene00022420(wdr-4). History: N.A.
C25H3.9,8.50835750885157,8.61004703893307,C25H3.9,WBGene00016118,Public name for WBGene00016118. History: N.A.
xpo-2,8.50835750885157,8.92200526498137,xpo-2,WBGene00002079,Public name for WBGene00002079. History: Renamed on 2008-01-30
swsn-4,8.50835750885157,9.29635513623933,swsn-4,WBGene00004204,Public name for WBGene00004204. History: Renamed on 2011-02-11
ZC8.6,8.50835750885157,11.0433212021098,ZC8.6,WBGene00022501,Public name for WBGene00022501. History: N.A.
riok-2,8.46725433248031,6.61351439222396,riok-2,WBGene00013688,Public name for WBGene00013688. History: N.A.
klp-20,8.46725433248031,6.98786426348192,klp-20,WBGene00002230,Public name for WBGene00002230. History: N.A.
F27D4.4,8.46725433248031,8.54765539372341,F27D4.4,WBGene00009189,Public name for WBGene00009189. History: N.A.
Y56A3A.7,8.46725433248031,8.61004703893307,Y56A3A.7,WBGene00013228,Public name for WBGene00013228. History: N.A.
ani-2,8.46725433248031,8.79722197456205,ani-2,WBGene00019608,Public name for WBGene00019608. History: N.A.
wip-1,8.46725433248031,9.10918020061035,wip-1,WBGene00020094,Public name for WBGene00020094. History: N.A.
gsp-2,8.46725433248031,9.85787994312627,gsp-2,WBGene00001748,Public name for WBGene00001748. History: N.A.
F22G12.5,8.46725433248031,9.98266323354559,F22G12.5,WBGene00009065,Public name for WBGene00009065. History: N.A.
egl-23,8.46725433248031,28.8249400868629,egl-23,WBGene00001190,Public name for WBGene00001190. History: N.A.
tag-144,8.42615115610904,7.92373894162681,tag-144,WBGene00006490,Other name for WBGene00006490(kdin-1). History: Renamed on 2012-12-21
C27C12.1,8.42615115610904,8.17330552246545,C27C12.1,WBGene00007771,Public name for WBGene00007771. History: N.A.
hpo-40,8.42615115610904,9.29635513623933,hpo-40,WBGene00014113,Public name for WBGene00014113. History: N.A.
gck-1,8.42615115610904,10.4817963952229,gck-1,WBGene00001526,Public name for WBGene00001526. History: N.A.
