# Table S2. Genes with More Than 25 Reads per Million of Antisense 22G-RNAs in the fem-1 Oocyte Library
# Reads = number of reads antisense to and overlaping exon-exon juntions of the indicated gene, normalized to the number of times each sequence perfectly matches the genome.
# Normalized reads = reads per million, excluding reads considered to be degradation products
gene name,cosmid ID,fem-1 oocyte - Reads,fem-1 oocyte - Normalized reads,Input,Suggested Match,History
Y73F8A.33,Y73F8A.33,159.5357,69.973946568535,Y73F8A.33,WBGene00013537,Public name for WBGene00013537. History: N.A.
vrk-1,F28B12.3,159.5,69.9582881930586,vrk-1,WBGene00017895,Public name for WBGene00017895. History: Renamed on 2005-08-19
bath-42,C50C3.8,159.5,69.9582881930586,bath-42,WBGene00016803,Public name for WBGene00016803. History: N.A.
snr-2,W08E3.1,159.5,69.9582881930586,snr-2,WBGene00004915,Public name for WBGene00004915. History: N.A.
T04C9.1,T04C9.1,159.0,69.7389832143969,T04C9.1,WBGene00020209,Public name for WBGene00020209. History: N.A.
daf-21,C47E8.5,159.0,69.7389832143969,daf-21,WBGene00000915,Other name for WBGene00000915(hsp-90). History: Renamed on 2017-08-01
F31E3.4,F31E3.4,159.0,69.7389832143969,F31E3.4,WBGene00017951,Sequence name for WBGene00017951(panl-2). History: N.A.
npp-14,C03D6.4,159.0,69.7389832143969,npp-14,WBGene00003800,Public name for WBGene00003800. History: N.A.
skr-10,Y105C5B.13,158.9999,69.7389393534012,skr-10,WBGene00004816,Public name for WBGene00004816. History: N.A.
F28B3.1,F28B3.1,158.5,69.5196782357353,F28B3.1,WBGene00017885,"Public name for Dead gene WBGene00017882. History of WBGene00017882: Merged into ""WBGene00017885"" on 2014-05-28"
ulp-1,T10F2.3,158.0,69.3003732570737,ulp-1,WBGene00006736,Public name for WBGene00006736. History: N.A.
cct-8,Y55F3AR.3,157.8333,69.2272569771879,cct-8,WBGene00021934,Public name for WBGene00021934. History: N.A.
bath-29,F14D2.4,157.2829,68.9858460566772,bath-29,WBGene00017452,Public name for WBGene00017452. History: N.A.
skr-12,C52D10.6,157.25,68.9714157890812,skr-12,WBGene00004818,Public name for WBGene00004818. History: N.A.
math-33,H19N07.2,157.0,68.8617632997504,math-33,WBGene00010406,Public name for WBGene00010406. History: N.A.
C43H6.1,C43H6.1,156.5,68.6424583210888,C43H6.1,WBGene00016614,"Sequence name for WBGene00016614(trpp-12). History: Split into C43H6.12(WBGene00303045). History of WBGene00016614: Split into ""WBGene00303045"" on 2018-03-02"
pqn-96,ZK1236.6,156.2848,68.5480694582728,pqn-96,WBGene00004175,Public name for WBGene00004175. History: N.A.
F33D11.10,F33D11.10,156.25,68.532805831758,F33D11.10,WBGene00018007,Public name for WBGene00018007. History: N.A.
K05C4.8,K05C4.8,156.0,68.4231533424272,K05C4.8,WBGene00010584,Public name for WBGene00010584. History: N.A.
hmp-1,R13H4.4,156.0,68.4231533424272,hmp-1,WBGene00001978,Public name for WBGene00001978. History: N.A.
C50A2.2,C50A2.2,156.0,68.4231533424272,C50A2.2,WBGene00016796,Sequence name for WBGene00016796(cec-2). History: N.A.
F43C1.5,F43C1.5,156.0,68.4231533424272,F43C1.5,WBGene00009649,Public name for WBGene00009649. History: N.A.
C06A6.2,C06A6.2,155.25,68.0941958744347,C06A6.2,WBGene00015507,Public name for WBGene00015507. History: N.A.
pgl-1,ZK381.4,155.0,67.9845433851039,pgl-1,WBGene00003992,Public name for WBGene00003992. History: N.A.
duo-1,F38B7.5,155.0,67.9845433851039,duo-1,WBGene00001110,Public name for WBGene00001110. History: N.A.
eat-3,D2013.5,154.0,67.5459334277807,eat-3,WBGene00001134,Public name for WBGene00001134. History: N.A.
F45C12.2,F45C12.2,154.0,67.5459334277807,F45C12.2,WBGene00018433,Sequence name for WBGene00018433(ceh-82). History: N.A.
Y62F5A.9,Y62F5A.9,154.0,67.5459334277807,Y62F5A.9,WBGene00013387,Public name for WBGene00013387. History: N.A.
aly-3,M18.7,154.0,67.5459334277807,aly-3,WBGene00000122,Public name for WBGene00000122. History: N.A.
hda-3,R06C1.1,153.5,67.326628449119,hda-3,WBGene00001836,Public name for WBGene00001836. History: N.A.
tag-168,Y39A3CL.2,153.5,67.326628449119,tag-168,WBGene00006513,Other name for WBGene00006513(rimb-1). History: N.A.
ZK1128.7,ZK1128.7,153.5,67.326628449119,ZK1128.7,WBGene00014233,Public name for WBGene00014233. History: N.A.
rpm-1,C01B7.6,153.25,67.2169759597882,rpm-1,WBGene00004457,Public name for WBGene00004457. History: N.A.
mtr-4,W08D2.7,153.0714,67.1386402214103,mtr-4,WBGene00012342,Public name for WBGene00012342. History: N.A.
cpsf-2,F09G2.4,153.0,67.1073234704574,cpsf-2,WBGene00017313,Public name for WBGene00017313. History: N.A.
ubl-5,F46F11.4,153.0,67.1073234704574,ubl-5,WBGene00006726,Public name for WBGene00006726. History: N.A.
ash-2,Y17G7B.2,152.9583,67.089033435237,ash-2,WBGene00012458,Public name for WBGene00012458. History: N.A.
ric-8,Y69A2AR.2,152.5909,66.9278881369165,ric-8,WBGene00004367,Public name for WBGene00004367. History: N.A.
zyg-12,ZK546.1,152.5,66.8880184917958,zyg-12,WBGene00006997,Public name for WBGene00006997. History: N.A.
F59A6.5,F59A6.5,152.0,66.6687135131342,F59A6.5,WBGene00019087,Public name for WBGene00019087. History: N.A.
C43H8.2,C43H8.2,152.0,66.6687135131342,C43H8.2,WBGene00016622,Sequence name for WBGene00016622(mafr-1). History: N.A.
Y7A5A.1,Y7A5A.1,152.0,66.6687135131342,Y7A5A.1,WBGene00012407,Public name for WBGene00012407. History: N.A.
dpl-1,T23G7.1,152.0,66.6687135131342,dpl-1,WBGene00001061,Public name for WBGene00001061. History: N.A.
ina-1,F54G8.3,152.0,66.6687135131342,ina-1,WBGene00002081,Public name for WBGene00002081. History: N.A.
ZK430.1,ZK430.1,151.9679,66.6546341335041,ZK430.1,WBGene00022739,Sequence name for WBGene00022739(toe-1). History: N.A.
lem-3,F42H11.2,151.8333,66.5955972332484,lem-3,WBGene00002276,Public name for WBGene00002276. History: N.A.
nas-4,C05D11.6,151.5,66.4494085344726,nas-4,WBGene00003523,Public name for WBGene00003523. History: N.A.
ekl-6,T16G12.5,151.5,66.4494085344726,ekl-6,WBGene00011806,"Public name for WBGene00011806. History: Split into T16G12.12(WBGene00269433). History of WBGene00011806: Split into ""WBGene00269433"" on 2016-04-19"
nrf-6,C08B11.4,151.25,66.3397560451417,nrf-6,WBGene00003813,Public name for WBGene00003813. History: N.A.
K09E9.3,K09E9.3,151.0,66.2301035558109,K09E9.3,WBGene00010726,Public name for WBGene00010726. History: N.A.
ZK688.5,ZK688.5,151.0,66.2301035558109,ZK688.5,WBGene00022800,Public name for WBGene00022800. History: N.A.
npp-6,F56A3.3,151.0,66.2301035558109,npp-6,WBGene00003792,Public name for WBGene00003792. History: Renamed on 2015-03-05
C18A3.5,C18A3.5,150.9166,66.1935234853702,C18A3.5,WBGene00015943,Sequence name for WBGene00015943(tiar-1). History: N.A.
mog-4,C04H5.6,150.4,65.966937581417,mog-4,WBGene00003392,Public name for WBGene00003392. History: N.A.
rab-18,Y92C3B.3,150.119,65.8436881834091,rab-18,WBGene00004277,Public name for WBGene00004277. History: N.A.
chs-2,F48A11.1,150.0,65.7914935984877,chs-2,WBGene00000497,Public name for WBGene00000497. History: N.A.. Other name for WBGene00000496(chs-1). History: N.A.
F57A10.2,F57A10.2,150.0,65.7914935984877,F57A10.2,WBGene00010184,Public name for WBGene00010184. History: N.A.
F25B4.5,F25B4.5,150.0,65.7914935984877,F25B4.5,WBGene00017768,Sequence name for WBGene00017768(prp-39). History: N.A.
Y55F3BR.8,Y55F3BR.8,149.5833,65.6087248292711,Y55F3BR.8,WBGene00021945,Sequence name for WBGene00021945(lem-4). History: N.A.
Y37F4.6,Y37F4.6,149.5,65.572188619826,Y37F4.6,WBGene00021387,Public name for WBGene00021387. History: N.A.
Y38E10A.6,Y38E10A.6,149.4242,65.538941985061,Y38E10A.6,WBGene00012584,Sequence name for WBGene00012584(ceh-100). History: N.A.
F53A3.1,F53A3.1,149.0,65.3528836411644,F53A3.1,WBGene00018720,Public name for WBGene00018720. History: N.A.
unc-45,F30H5.1,148.5,65.1335786625028,unc-45,WBGene00006781,Public name for WBGene00006781. History: N.A.
cct-7,T10B5.5,148.0769,64.9480027895593,cct-7,WBGene00020391,Public name for WBGene00020391. History: N.A.
T10B11.7,T10B11.7,147.5,64.6949687051795,T10B11.7,WBGene00020403,Sequence name for WBGene00020403(hrde-4). History: N.A.
F58E1.13,F58E1.13,147.5,64.6949687051795,F58E1.13,WBGene00019044,Public name for WBGene00019044. History: N.A.
arl-13,Y37E3.5,147.5,64.6949687051795,arl-13,WBGene00021349,Public name for WBGene00021349. History: N.A.
teg-1,Y47D3A.27,147.4488,64.6725118753646,teg-1,WBGene00006563,Public name for WBGene00006563. History: N.A.
csk-1,Y48G1C.2,147.2,64.5633857179826,csk-1,WBGene00000812,Public name for WBGene00000812. History: N.A.
Y74C9A.1,Y74C9A.1,147.0,64.4756637265179,Y74C9A.1,WBGene00022275,Sequence name for WBGene00022275(txt-7). History: N.A.
Y111B2A.3,Y111B2A.3,146.9166,64.4390836560772,Y111B2A.3,WBGene00013729,Public name for WBGene00013729. History: N.A.
act-3,T04C12.4,146.7831,64.3805292267745,act-3,WBGene00000065,Public name for WBGene00000065. History: N.A.
swan-1,F53C11.8,146.75,64.3660112371871,swan-1,WBGene00009977,Public name for WBGene00009977. History: N.A.
Y48G9A.3,Y48G9A.3,146.6742,64.332764602422,Y48G9A.3,WBGene00021697,Sequence name for WBGene00021697(gcn-1). History: N.A.
dyci-1,C17H12.1,146.6111,64.3050883141149,dyci-1,WBGene00015927,Public name for WBGene00015927. History: N.A.
asf-1,F10G7.3,146.5333,64.2709644594352,asf-1,WBGene00006817,Other name for WBGene00006817(unc-85). History: Renamed on 2008-06-05
H40L08.1,H40L08.1,146.5,64.2563587478563,H40L08.1,WBGene00010433,Public name for WBGene00010433. History: N.A.
R05G6.5,R05G6.5,146.5,64.2563587478563,R05G6.5,WBGene00019899,Public name for WBGene00019899. History: N.A.
bub-1,R06C7.8,146.0,64.0370537691947,bub-1,WBGene00000275,Public name for WBGene00000275. History: N.A.
ddx-19,T07D4.4,146.0,64.0370537691947,ddx-19,WBGene00011580,Public name for WBGene00011580. History: N.A.
Y48G1A.4,Y48G1A.4,145.9857,64.030781646805,Y48G1A.4,WBGene00021660,Sequence name for WBGene00021660(nol-14). History: N.A.
Y60A9.3,Y60A9.3,145.6664,63.8907334874316,Y60A9.3,WBGene00013370,Public name for WBGene00013370. History: N.A.
Y77E11A.3,Y77E11A.3,145.0,63.5984438118714,Y77E11A.3,WBGene00022308,Public name for WBGene00022308. History: N.A.
spk-1,B0464.5,145.0,63.5984438118714,spk-1,WBGene00004980,Public name for WBGene00004980. History: N.A.
gex-3,F28D1.10,144.5,63.3791388332098,gex-3,WBGene00001580,Public name for WBGene00001580. History: N.A.
pix-1,K11E4.4,144.0833,63.1963700639932,pix-1,WBGene00010776,"Public name for WBGene00010776. History: Split into K11E4.6(WBGene00077679). History of WBGene00010776: Renamed on 2006-12-15; Split into ""WBGene00077679"" on 2008-02-22"
R03D7.4,R03D7.4,144.0,63.1598338545482,R03D7.4,WBGene00010990,Sequence name for WBGene00010990(tceb-3). History: N.A.
C01B4.7,C01B4.7,143.5,62.9405288758865,C01B4.7,WBGene00015271,Public name for WBGene00015271. History: N.A.
Y19D10A.4,Y19D10A.4,143.5,62.9405288758865,Y19D10A.4,WBGene00021219,Public name for WBGene00021219. History: N.A.
hsp-60,Y22D7AL.5,143.1932,62.8059633409798,hsp-60,WBGene00002025,Public name for WBGene00002025. History: N.A.
F09G2.2,F09G2.2,143.0,62.7212238972249,F09G2.2,WBGene00017311,Public name for WBGene00017311. History: N.A.
spdl-1,C06A8.5,143.0,62.7212238972249,spdl-1,WBGene00015515,Public name for WBGene00015515. History: N.A.
spd-1,Y34D9A.4,143.0,62.7212238972249,spd-1,WBGene00004952,Public name for WBGene00004952. History: N.A.
C55C3.3,C55C3.3,143.0,62.7212238972249,C55C3.3,WBGene00016953,Public name for WBGene00016953. History: N.A.
fbxb-8,F49B2.1,142.75,62.6115714078941,fbxb-8,WBGene00009861,"Public name for WBGene00009861. History: Split into F49B2.7(WBGene00086555). History of WBGene00009861: Split into ""WBGene00086555"" on 2008-07-18"
H16D19.4,H16D19.4,142.6,62.5457799142956,H16D19.4,WBGene00010402,"Public name for WBGene00010402. History: Split into H16D19.5(WBGene00195253), H16D19.6(WBGene00195254), H16D19.7(WBGene00195255). History of WBGene00010402: Split into ""WBGene00195253"" on 2010-09-09; Split into ""WBGene00195254"" on 2010-09-09; Split into ""WBGene00195255"" on 2010-09-09"
fli-1,B0523.5,142.5,62.5019189185633,fli-1,WBGene00001443,Public name for WBGene00001443. History: N.A.
tlk-1,C07A9.3,142.5,62.5019189185633,tlk-1,WBGene00006579,Public name for WBGene00006579. History: N.A.
syg-2,C26G2.1,142.5,62.5019189185633,syg-2,WBGene00007750,Public name for WBGene00007750. History: N.A.
K08E7.1,K08E7.1,142.3531,62.4374871158325,K08E7.1,WBGene00010671,Sequence name for WBGene00010671(eak-7). History: N.A.
rnf-121,C16C10.5,142.2,62.3703359313663,rnf-121,WBGene00007626,Public name for WBGene00007626. History: N.A.
Y75B8A.25,Y75B8A.25,142.0067,62.2855526266157,Y75B8A.25,WBGene00013558,Public name for WBGene00013558. History: N.A.
tom-1,M01A10.2,142.0,62.2826139399017,tom-1,WBGene00006594,Public name for WBGene00006594. History: Renamed on 2006-02-01
ZK643.1,ZK643.1,142.0,62.2826139399017,ZK643.1,WBGene00014033,Sequence name for WBGene00014033(arrd-15). History: N.A.
nol-5,W01B11.3,142.0,62.2826139399017,nol-5,WBGene00020915,Other name for WBGene00020915(nol-58). History: Renamed on 2017-08-01
syn-3,F55A11.2,142.0,62.2826139399017,syn-3,WBGene00006373,Other name for WBGene00006373(syx-5). History: Renamed on 2010-04-16
ztf-4,T10B11.3,142.0,62.2826139399017,ztf-4,WBGene00020399,Public name for WBGene00020399. History: N.A.
Y7A9D.1,Y7A9D.1,141.9999,62.2825700789059,Y7A9D.1,WBGene00012420,Public name for WBGene00012420. History: N.A.
smc-4,F35G12.8,141.5,62.06330896124,smc-4,WBGene00004874,Public name for WBGene00004874. History: N.A.
C26B2.7,C26B2.7,141.5,62.06330896124,C26B2.7,WBGene00016129,Public name for WBGene00016129. History: N.A.
mel-32,C05D11.11,141.3333,61.9901926813543,mel-32,WBGene00003214,Public name for WBGene00003214. History: N.A.
F38E9.4,F38E9.4,141.3312,61.9892716004439,F38E9.4,WBGene00018186,Public name for WBGene00018186. History: N.A.
T23G11.11,T23G11.11,141.2,61.9317259740431,T23G11.11,WBGene00077728,Public name for WBGene00077728. History: N.A.
F13D12.5,F13D12.5,141.0,61.8440039825784,F13D12.5,WBGene00008740,Public name for WBGene00008740. History: N.A.
duo-3,Y106G6H.12,141.0,61.8440039825784,duo-3,WBGene00001112,Public name for WBGene00001112. History: N.A.
D2005.4,D2005.4,141.0,61.8440039825784,D2005.4,WBGene00008399,"Public name for WBGene00008399. History: Split into D2005.7(WBGene00086551). History of WBGene00008399: Split into ""WBGene00086551"" on 2008-06-27"
C34D4.14,C34D4.14,141.0,61.8440039825784,C34D4.14,WBGene00016405,Sequence name for WBGene00016405(hecd-1). History: N.A.
rsp-6,C33H5.12,141.0,61.8440039825784,rsp-6,WBGene00004703,Public name for WBGene00004703. History: N.A.
Y57A10A.3,Y57A10A.3,140.783,61.7488256218393,Y57A10A.3,WBGene00013248,Public name for WBGene00013248. History: N.A.
set-9,F15E6.1,140.6656,61.6973328128495,set-9,WBGene00017482,Public name for WBGene00017482. History: N.A.
asb-2,F02E8.1,140.5,61.6246990039168,asb-2,WBGene00000207,Public name for WBGene00000207. History: N.A.
R31.2,R31.2,140.5,61.6246990039168,R31.2,WBGene00011270,Public name for WBGene00011270. History: N.A.
srx-12,Y55F3AM.2,140.5,61.6246990039168,srx-12,WBGene00005903,Public name for WBGene00005903. History: N.A.
Y25C1A.8,Y25C1A.8,140.25,61.515046514586,Y25C1A.8,WBGene00021295,Public name for WBGene00021295. History: N.A.
pab-1,Y106G6H.2,140.0,61.4053940252552,pab-1,WBGene00003902,Public name for WBGene00003902. History: N.A.
lips-14,H17B01.3,140.0,61.4053940252552,lips-14,WBGene00019208,Public name for WBGene00019208. History: N.A.
T10F2.4,T10F2.4,139.5,61.1860890465935,T10F2.4,WBGene00020423,Sequence name for WBGene00020423(prp-19). History: N.A.
F52B11.1,F52B11.1,139.3573,61.1234994056835,F52B11.1,WBGene00009924,Sequence name for WBGene00009924(cfp-1). History: N.A.
dgn-1,T21B6.1,139.3333,61.1129727667078,dgn-1,WBGene00000961,Public name for WBGene00000961. History: N.A.
F53E10.5,F53E10.5,139.3333,61.1129727667078,F53E10.5,WBGene00018761,Public name for WBGene00018761. History: N.A.
gfi-3,M163.4,139.0,60.9667840679319,gfi-3,WBGene00001583,Public name for WBGene00001583. History: N.A.
air-2,B0207.4,139.0,60.9667840679319,air-2,WBGene00000099,Public name for WBGene00000099. History: N.A.
ima-1,T19B10.7,139.0,60.9667840679319,ima-1,WBGene00002072,Public name for WBGene00002072. History: N.A.
pqn-45,F56F3.1,138.9167,60.9302478584869,pqn-45,WBGene00004132,Other name for WBGene00004132(ifet-1). History: Renamed on 2011-08-12; Renamed on 2011-08-12
ubq-1,F25B5.4,138.6664,60.8204637861689,ubq-1,WBGene00006727,Public name for WBGene00006727. History: N.A.
gly-13,B0416.6,138.5,60.7474790892703,gly-13,WBGene00001638,Public name for WBGene00001638. History: N.A.
arx-6,C35D10.16,138.5,60.7474790892703,arx-6,WBGene00000204,Public name for WBGene00000204. History: N.A.
glh-4,T12F5.3,138.1665,60.601202668503,glh-4,WBGene00001601,Public name for WBGene00001601. History: N.A.
Y23H5B.6,Y23H5B.6,138.0101,60.5326040711776,Y23H5B.6,WBGene00021277,Sequence name for WBGene00021277(ddx-10). History: N.A.
wrm-1,B0336.1,138.0,60.5281741106087,wrm-1,WBGene00006943,Public name for WBGene00006943. History: N.A.
F02E9.9,F02E9.9,138.0,60.5281741106087,F02E9.9,WBGene00008532,Sequence name for WBGene00008532(dpt-1). History: N.A.
cyb-1,ZC168.4,138.0,60.5281741106087,cyb-1,WBGene00000865,Public name for WBGene00000865. History: N.A.
efa-6,Y55D9A.1,137.6309,60.3662831753606,efa-6,WBGene00013223,Public name for WBGene00013223. History: N.A.
W03A5.4,W03A5.4,137.5596,60.3350102854035,W03A5.4,WBGene00020970,"Public name for Dead gene WBGene00020968. History of WBGene00020968: Merged into ""WBGene00020970"" on 2017-03-03"
rpa-1,F18A1.5,137.5,60.308869131947,rpa-1,WBGene00017546,Public name for WBGene00017546. History: N.A.
Y46G5A.1,Y46G5A.1,137.5,60.308869131947,Y46G5A.1,WBGene00012894,Sequence name for WBGene00012894(tbc-17). History: N.A.
hsp-16.1,T27E4.8,137.1663,60.1625049891883,hsp-16.1,WBGene00002015,Public name for WBGene00002015. History: N.A.
C42C1.7,C42C1.7,137.0,60.0895641532854,C42C1.7,WBGene00016585,Sequence name for WBGene00016585(oac-59). History: N.A.
nhr-146,Y41D4B.27,137.0,60.0895641532854,nhr-146,WBGene00045255,Public name for WBGene00045255. History: N.A.
ZK484.3,ZK484.3,137.0,60.0895641532854,ZK484.3,WBGene00022749,Public name for WBGene00022749. History: N.A.
wts-1,T20F10.1,136.8333,60.0164478733996,wts-1,WBGene00007047,Public name for WBGene00007047. History: Renamed on 2007-08-01
F43G9.12,F43G9.12,136.6292,59.92692758111,F43G9.12,WBGene00009672,Sequence name for WBGene00009672(mog-7). History: N.A.
acr-17,F53E10.2,136.5,59.8702591746238,acr-17,WBGene00000056,Public name for WBGene00000056. History: N.A.
T26E3.8,T26E3.8,136.0833,59.6874904054072,T26E3.8,WBGene00012041,Public name for WBGene00012041. History: N.A.
T04B8.5,T04B8.5,136.0,59.6509541959622,T04B8.5,WBGene00020207,Public name for WBGene00020207. History: N.A.
R151.8,R151.8,136.0,59.6509541959622,R151.8,WBGene00020111,Public name for WBGene00020111. History: N.A.
T24D1.3,T24D1.3,136.0,59.6509541959622,T24D1.3,WBGene00011986,Public name for WBGene00011986. History: N.A.
F54D8.6,F54D8.6,136.0,59.6509541959622,F54D8.6,WBGene00018802,Public name for WBGene00018802. History: N.A.
C49A9.4,C49A9.4,135.8333,59.5778379160764,C49A9.4,WBGene00016758,Public name for WBGene00016758. History: N.A.
Y43H11AL.1,Y43H11AL.1,135.7,59.5193712087652,Y43H11AL.1,WBGene00021545,Public name for WBGene00021545. History: N.A.
zyg-1,F59E12.2,135.6667,59.5047654971863,zyg-1,WBGene00006988,Public name for WBGene00006988. History: N.A.
F58G1.1,F58G1.1,135.664,59.5035812503015,F58G1.1,WBGene00010263,Sequence name for WBGene00010263(wago-4). History: N.A.
F13H8.2,F13H8.2,135.5,59.4316492173005,F13H8.2,WBGene00017435,Public name for WBGene00017435. History: N.A.
F19F10.10,F19F10.10,135.3333,59.3585329374148,F19F10.10,WBGene00017606,Sequence name for WBGene00017606(ets-6). History: N.A.
oma-1,C09G9.6,135.3333,59.3585329374148,oma-1,WBGene00003864,Public name for WBGene00003864. History: N.A.
cnt-2,Y39A1A.15,135.1667,59.2854605185247,cnt-2,WBGene00000566,Public name for WBGene00000566. History: N.A.
plk-1,C14B9.4,135.0,59.2123442386389,plk-1,WBGene00004042,Public name for WBGene00004042. History: N.A.
mdt-29,K08E3.8,135.0,59.2123442386389,mdt-29,WBGene00007025,Public name for WBGene00007025. History: N.A.
tag-315,ZK856.13,135.0,59.2123442386389,tag-315,WBGene00014114,Other name for WBGene00014114(tftc-3). History: Renamed on 2012-07-04
F11A10.2,F11A10.2,134.8333,59.1392279587531,F11A10.2,WBGene00008683,Sequence name for WBGene00008683(repo-1). History: N.A.
C27A12.6,C27A12.6,134.8333,59.1392279587531,C27A12.6,WBGene00016156,Sequence name for WBGene00016156(ari-1.3). History: N.A.
rnh-2,T13H5.7,134.5,58.9930392599773,rnh-2,WBGene00004383,Public name for WBGene00004383. History: N.A.
psf-1,F25B5.7,134.5,58.9930392599773,psf-1,WBGene00011275,Public name for WBGene00011275. History: N.A.. Other name for WBGene00017778(nono-1). History: Renamed on 2013-07-10
Y6B3B.9,Y6B3B.9,134.3542,58.9290899281996,Y6B3B.9,WBGene00012393,Public name for WBGene00012393. History: N.A.
spat-2,Y48A6B.13,134.2,58.8614562727803,spat-2,WBGene00012973,Public name for WBGene00012973. History: N.A.
B0250.2,B0250.2,134.0,58.7737342813157,B0250.2,WBGene00007119,Sequence name for WBGene00007119(calf-1). History: N.A.
mtm-3,T24A11.1,134.0,58.7737342813157,mtm-3,WBGene00003476,Public name for WBGene00003476. History: N.A.
T23B5.3,T23B5.3,134.0,58.7737342813157,T23B5.3,WBGene00011940,Public name for WBGene00011940. History: N.A.
smo-1,K12C11.2,134.0,58.7737342813157,smo-1,WBGene00004888,Public name for WBGene00004888. History: N.A.
Y13C8A.1,Y13C8A.1,133.9737,58.7621988394381,Y13C8A.1,WBGene00021188,Public name for WBGene00021188. History: N.A.
W09H1.3,W09H1.3,133.54,58.571973700947,W09H1.3,WBGene00012373,Public name for WBGene00012373. History: N.A.
C46C2.2,C46C2.2,133.5,58.554429302654,C46C2.2,WBGene00008110,Public name for WBGene00008110. History: N.A.
Y76A2B.2,Y76A2B.2,133.5,58.554429302654,Y76A2B.2,WBGene00013574,Sequence name for WBGene00013574(lron-13). History: N.A.
Y23H5A.4,Y23H5A.4,133.5,58.554429302654,Y23H5A.4,WBGene00021271,Sequence name for WBGene00021271(spe-47). History: N.A.
C01G6.5,C01G6.5,133.5,58.554429302654,C01G6.5,WBGene00007227,Public name for WBGene00007227. History: N.A.
T13H5.3,T13H5.3,133.5,58.554429302654,T13H5.3,WBGene00011757,Sequence name for WBGene00011757(cht-2). History: N.A.
B0205.9,B0205.9,133.3402,58.4843394314738,B0205.9,WBGene00015023,Public name for WBGene00015023. History: N.A.
C06A8.3,C06A8.3,133.3333,58.4813130227683,C06A8.3,WBGene00015514,Sequence name for WBGene00015514(nlp-77). History: N.A.
F14B4.3,F14B4.3,133.0,58.3351243239924,F14B4.3,WBGene00008781,Sequence name for WBGene00008781(rpoa-2). History: N.A.
C32E8.11,C32E8.11,133.0,58.3351243239924,C32E8.11,WBGene00016326,Sequence name for WBGene00016326(ubr-1). History: N.A.
dna-2,F43G6.1,133.0,58.3351243239924,dna-2,WBGene00001016,Public name for WBGene00001016. History: N.A.
ung-1,Y56A3A.29,132.9192,58.2996846394407,ung-1,WBGene00013241,Public name for WBGene00013241. History: N.A.
lin-45,Y73B6A.5,132.5833,58.1523555547758,lin-45,WBGene00003030,Public name for WBGene00003030. History: N.A.
set-31,C15H11.5,132.5,58.1158193453308,set-31,WBGene00007615,Public name for WBGene00007615. History: Renamed on 2007-05-03
F30F8.1,F30F8.1,132.5,58.1158193453308,F30F8.1,WBGene00009270,Public name for WBGene00009270. History: N.A.
F54D5.5,F54D5.5,132.5,58.1158193453308,F54D5.5,WBGene00010051,Public name for WBGene00010051. History: N.A.
F53B6.2,F53B6.2,132.5,58.1158193453308,F53B6.2,WBGene00009958,Sequence name for WBGene00009958(madd-4). History: N.A.
C32D5.10,C32D5.10,132.3095,58.0322641484607,C32D5.10,WBGene00016317,Public name for WBGene00016317. History: N.A.
Y47H9C.9,Y47H9C.9,132.1661,57.9693674805806,Y47H9C.9,WBGene00012952,Public name for WBGene00012952. History: N.A.
clec-238,Y102A5C.17,132.0,57.8965143666692,clec-238,WBGene00013622,Public name for WBGene00013622. History: N.A.
T08A11.1,T08A11.1,131.5833,57.7137455974526,T08A11.1,WBGene00011604,Public name for WBGene00011604. History: N.A.
F20D6.10,F20D6.10,131.5,57.6772093880075,F20D6.10,WBGene00017639,Public name for WBGene00017639. History: N.A.
Y45G5AM.2,Y45G5AM.2,131.5,57.6772093880075,Y45G5AM.2,WBGene00021555,Sequence name for WBGene00021555(pid-5). History: N.A.
T23G11.6,T23G11.6,131.5,57.6772093880075,T23G11.6,WBGene00011971,Sequence name for WBGene00011971(lron-9). History: N.A.
dcn-1,H38K22.2,131.5,57.6772093880075,dcn-1,WBGene00010428,Public name for WBGene00010428. History: N.A.
K01G5.3,K01G5.3,131.4835,57.6699723237117,K01G5.3,WBGene00010477,Sequence name for WBGene00010477(enu-3.6). History: N.A.
C01G5.8,C01G5.8,131.3333,57.6040931081218,C01G5.8,WBGene00015310,Sequence name for WBGene00015310(fan-1). History: N.A.
fkh-7,F26D12.1,131.0833,57.4944406187909,fkh-7,WBGene00001439,Public name for WBGene00001439. History: N.A.
F53B6.7,F53B6.7,131.0,57.4579044093459,F53B6.7,WBGene00009962,Public name for WBGene00009962. History: N.A.
ZK682.2,ZK682.2,131.0,57.4579044093459,ZK682.2,WBGene00022788,Sequence name for WBGene00022788(slc-17.7). History: N.A.
F38E11.9,F38E11.9,130.8333,57.3847881294601,F38E11.9,WBGene00009544,Public name for WBGene00009544. History: N.A.
ZK250.2,ZK250.2,130.5,57.2385994306843,ZK250.2,WBGene00022685,Public name for WBGene00022685. History: N.A.
hcp-1,ZK1055.1,130.5,57.2385994306843,hcp-1,WBGene00001829,Public name for WBGene00001829. History: N.A.
C02B8.2,C02B8.2,130.5,57.2385994306843,C02B8.2,WBGene00015321,Sequence name for WBGene00015321(fbxc-38). History: N.A.
xpc-1,Y76B12C.2,130.4166,57.2020193602435,xpc-1,WBGene00022296,Public name for WBGene00022296. History: N.A.
mel-28,C38D4.3,130.0518,57.042014447812,mel-28,WBGene00003210,Public name for WBGene00003210. History: N.A.
