gene,1: adareri,2: adareri,3: wt,4: wt,ave wt,ave adareri,adareri/wt,fold change,pvalue,gene name,seq name,Input,Suggested Match,History
WBGene00001893,80.85652666,313.1557983,11.49834608,23.40822401,17.45328504,197.0061625,11.28762649,11.28762649,0.000751388,his-19,K06C4.11,WBGene00001893,WBGene00001893,History: N.A.
WBGene00000832,249.4397424,484.8863974,27.17790891,60.19257601,43.68524246,367.1630699,8.404739202,8.404739202,0.0007553,ctn-1,Y23H5A.5,WBGene00000832,WBGene00000832,History: N.A.
WBGene00015593,15.32574688,97.65073281,2.090608378,0,1.045304189,56.48823984,54.04000141,54.04000141,0.000772978,0,C08E3.1,WBGene00015593,WBGene00015593,History: N.A.
WBGene00012306,268.4648075,266.0140652,32.40442985,38.45636801,35.43039893,267.2394364,7.542659536,7.542659536,0.000774071,0,W06F12.2,WBGene00012306,WBGene00012306,History: N.A.
WBGene00008279,38.57860422,37.03993313,209.0608378,374.5315841,291.7962109,37.80926868,0.129574228,0.129574228,0.000774377,0,C53C7.3,WBGene00008279,WBGene00008279,History: N.A.
WBGene00050912,143.2164623,431.010131,20.90608378,40.12838401,30.51723389,287.1132966,9.408234627,9.408234627,0.000794117,0,F43E2.12,WBGene00050912,WBGene00050912,History: N.A.
WBGene00008204,354.6060744,304.1764206,29.26851729,56.84854401,43.05853065,329.3912475,7.649848765,7.649848765,0.000823116,0,C49C3.15,WBGene00008204,WBGene00008204,History: N.A.
WBGene00000056,841.8591305,869.8772175,78.39781416,163.857568,121.1276911,855.868174,7.065834131,7.065834131,0.000828691,acr-17,F53E10.2,WBGene00000056,WBGene00000056,History: N.A.
WBGene00220084,258.4238009,515.1917972,1598.270105,4455.922641,3027.096373,386.8077991,0.127781792,0.127781792,0.000846717,0,T23B12.14,WBGene00220084,WBGene00220084,History: N.A.
WBGene00012760,1.585422091,2.244844432,29.26851729,58.52056001,43.89453865,1.915133262,0.043630331,0.043630331,0.000889306,0,Y41C4A.17,WBGene00012760,WBGene00012760,History: N.A.
WBGene00021117,44.92029259,141.4251992,5.226520944,8.360080002,6.793300473,93.17274591,13.71538714,13.71538714,0.000904908,clec-126,W09G10.5,WBGene00021117,WBGene00021117,History: N.A.
WBGene00220093,1.585422091,2.244844432,222.6497922,1.672016,112.1609041,1.915133262,0.017074874,0.017074874,0.00091201,0,T25C12.11,WBGene00220093,WBGene00220093,History: N.A.
WBGene00195446,135.2893518,157.1391103,8446.057846,56.84854401,4251.453195,146.214231,0.034391589,0.034391589,0.000912206,0,T01B4.4,WBGene00195446,WBGene00195446,History: N.A.
WBGene00014496,135.2893518,157.1391103,8446.057846,56.84854401,4251.453195,146.214231,0.034391589,0.034391589,0.000912206,0,T01B4.t4,WBGene00014496,WBGene00014496,History: N.A.
WBGene00219690,0.52847403,2.244844432,30.31382148,50.16048001,40.23715074,1.386659231,0.034462163,0.034462163,0.000930662,linc-10,F39E9.24,WBGene00219690,WBGene00219690,History: N.A.
WBGene00044439,33.29386392,76.3247107,159.9315409,1003.2096,581.5705706,54.80928731,0.094243571,0.094243571,0.000972682,0,Y51H7C.15,WBGene00044439,WBGene00044439,History: N.A.
WBGene00011578,309.1573078,377.1338646,53.31051363,45.14443201,49.22747282,343.1455862,6.970611461,6.970611461,0.000996773,npr-20,T07D4.1,WBGene00011578,WBGene00011578,History: N.A.
WBGene00167316,0,0,50.17460107,13.376128,31.77536453,0,0,0,0.001019005,21ur-13684,F57G8.10,WBGene00167316,WBGene00167316,History: N.A.
WBGene00009520,40.69250035,41.529622,151.5691074,555.1093121,353.3392098,41.11106117,0.116350125,0.116350125,0.001033202,clec-168,F38A1.7,WBGene00009520,WBGene00009520,History: N.A.
WBGene00010238,94.06837742,48.2641553,5.226520944,5.016048001,5.121284473,71.16626636,13.89617522,13.89617522,0.001047962,0,F58B4.5,WBGene00010238,WBGene00010238,History: N.A.
WBGene00001551,14.79727285,13.46906659,178.7470163,81.92878402,130.3379002,14.13316972,0.108434843,0.108434843,0.001079092,gcy-31,T07D1.1,WBGene00001551,WBGene00001551,History: N.A.
WBGene00015955,3348.939931,3589.506247,300.0023022,728.9989762,514.5006392,3469.223089,6.742893643,6.742893643,0.001082314,0,C18B2.4,WBGene00015955,WBGene00015955,History: N.A.
WBGene00022674,205.0479238,26.93813319,4.181216755,10.032096,7.106656379,115.9930285,16.32174434,16.32174434,0.001084271,0,ZK177.9,WBGene00022674,WBGene00022674,History: N.A.
WBGene00003786,214.0319823,360.2975314,42.85747174,35.11233601,38.98490388,287.1647569,7.366050145,7.366050145,0.001095777,npa-1,VC5.3,WBGene00003786,WBGene00003786,History: N.A.
WBGene00006674,341.3942237,392.8477757,16982.01185,165.529584,8573.770718,367.1209997,0.042819083,0.042819083,0.001115268,twk-21,T01B4.1,WBGene00006674,WBGene00006674,History: N.A.
WBGene00020149,4.227792244,4.489688865,48.08399269,70.22467202,59.15433235,4.358740554,0.073684215,0.073684215,0.001119319,0,T01D1.4,WBGene00020149,WBGene00020149,History: N.A.
WBGene00022327,79.27110457,98.77315502,8.362433511,8.360080002,8.361256756,89.0221298,10.64697956,10.64697956,0.001142536,fbxa-15,Y82E9BL.11,WBGene00022327,WBGene00022327,History: N.A.
WBGene00013637,85.61279294,364.7872203,30.31382148,11.704112,21.00896674,225.2000066,10.71923286,10.71923286,0.001193502,0,Y105C5A.13,WBGene00013637,WBGene00013637,History: N.A.
WBGene00005148,641.567473,872.122062,42.85747174,152.153456,97.50546389,756.8447675,7.76207545,7.76207545,0.001200157,srd-71,C13B7.4,WBGene00005148,WBGene00005148,History: N.A.
WBGene00011162,123.6629231,50.50899973,6.271825133,8.360080002,7.315952568,87.08596143,11.90357108,11.90357108,0.00124264,chil-19,R09D1.6,WBGene00011162,WBGene00011162,History: N.A.
WBGene00017631,13.21185076,19.08117767,130.6630236,133.76128,132.2121518,16.14651422,0.122125796,0.122125796,0.001246875,0,F20B6.7,WBGene00017631,WBGene00017631,History: N.A.
WBGene00006632,11.09795464,4.489688865,404.5327211,6.688064001,205.6103925,7.793821752,0.037905777,0.037905777,0.001246965,tsp-6,C14A11.1,WBGene00006632,WBGene00006632,History: N.A.
WBGene00003682,98.8246437,166.118488,16.72486702,13.376128,15.05049751,132.4715658,8.801806434,8.801806434,0.001315203,nhr-92,Y41D4B.8,WBGene00003682,WBGene00003682,History: N.A.
WBGene00043328,87.72668906,106.6301105,2.090608378,13.376128,7.73336819,97.1783998,12.56611575,12.56611575,0.001320063,0,F45D11.11,WBGene00043328,WBGene00043328,History: Killed on 2004-10-04; Resurrected on 2015-11-05
WBGene00021572,667.9911745,842.9390843,41.81216755,155.497488,98.65482779,755.4651294,7.657660008,7.657660008,0.001346769,srd-72,Y45G12C.9,WBGene00021572,WBGene00021572,History: N.A.
WBGene00016760,136.3462999,144.7924659,14.63425864,20.064192,17.34922532,140.5693829,8.102343491,8.102343491,0.001384432,0,C49A9.6,WBGene00016760,WBGene00016760,History: N.A.
WBGene00013644,136.8747739,227.8517099,1460.289952,862.7602562,1161.525104,182.3632419,0.157003272,0.157003272,0.00139762,0,Y105C5A.25,WBGene00013644,WBGene00013644,History: N.A.
WBGene00015223,69.23009799,71.83502183,5.226520944,6.688064001,5.957292473,70.53255991,11.83970071,11.83970071,0.00140658,0,B0507.6,WBGene00015223,WBGene00015223,"History: Split into B0507.15(WBGene00202499). History of WBGene00015223: Split into ""WBGene00202499"" on 2010-10-29"
WBGene00022846,481.9683158,625.1891744,41.81216755,113.697088,77.75462779,553.5787451,7.119560093,7.119560093,0.001414297,0,ZK1055.5,WBGene00022846,WBGene00022846,History: N.A.
WBGene00219343,26.95217555,71.83502183,283.2774352,454.7883521,369.0328936,49.39359869,0.13384606,0.13384606,0.001418116,0,Y17D7C.9,WBGene00219343,WBGene00219343,History: N.A.
WBGene00019190,319.1983144,131.3233993,27.17790891,30.09628801,28.63709846,225.2608568,7.866050297,7.866050297,0.001429385,0,H12I13.1,WBGene00019190,WBGene00019190,History: N.A.
WBGene00005073,40.16402632,23.57086654,0,0,0,31.86744643,,,,,,WBGene00005073,WBGene00005073,History: N.A.
WBGene00219728,465.0571468,500.6003084,2165.870279,3506.217553,2836.043916,482.8287276,0.170247268,0.170247268,0.001501469,linc-16,T08E11.10,WBGene00219728,WBGene00219728,History: N.A.
WBGene00011164,95.65379951,50.50899973,3.135912567,8.360080002,5.747996284,73.08139962,12.71423919,12.71423919,0.001553695,chil-21,R09D1.8,WBGene00011164,WBGene00011164,History: N.A.
WBGene00019727,259.480749,4.489688865,5.226520944,3.344032001,4.285276473,131.9852189,30.79969747,30.79969747,0.00155633,zig-12,M02D8.1,WBGene00019727,WBGene00019727,History: N.A.
WBGene00001927,94.06837742,333.3593982,14.63425864,31.76830401,23.20128133,213.7138878,9.211296773,9.211296773,0.00157084,his-53,F07B7.3,WBGene00001927,WBGene00001927,History: N.A.
WBGene00206377,1385.658908,1493.94397,317.7724734,117.04112,217.4067967,1439.801439,6.622614658,6.622614658,0.001587629,0,F44E5.15,WBGene00206377,WBGene00206377,History: N.A.
WBGene00044961,205.0479238,191.934199,21.95138797,33.44032001,27.69585399,198.4910614,7.166814986,7.166814986,0.001592274,0,F56A12.5,WBGene00044961,WBGene00044961,History: N.A.
WBGene00269390,127.3622413,46.01931086,9.4077377,5.016048001,7.21189285,86.6907761,12.02053024,12.02053024,0.001619447,0,C08F1.13,WBGene00269390,WBGene00269390,History: N.A.
WBGene00010449,1044.793158,899.0601951,102.4398105,209.002,155.7209053,971.9266767,6.241465621,6.241465621,0.001638428,0,K01A11.1,WBGene00010449,WBGene00010449,History: N.A.
WBGene00007454,86.14126697,120.0991771,128.5724152,2399.342961,1263.957688,103.120222,0.081585185,0.081585185,0.001638602,0,C08F11.7,WBGene00007454,WBGene00007454,History: N.A.
WBGene00014494,140.0456181,168.3633324,8266.265526,36.78435201,4151.524939,154.2044752,0.037144056,0.037144056,0.001673903,0,T01B4.t2,WBGene00014494,WBGene00014494,History: N.A.
WBGene00199196,140.5740921,169.4857546,8266.265526,36.78435201,4151.524939,155.0299234,0.037342886,0.037342886,0.001696456,0,T01B4.6,WBGene00199196,WBGene00199196,History: N.A.
WBGene00014567,15.32574688,15.71391103,587.4609541,10.032096,298.7465251,15.51982895,0.051949823,0.051949823,0.001795697,0,Y39B6A.t9,WBGene00014567,WBGene00014567,History: N.A.
WBGene00019448,565.4672126,16.83633324,9.4077377,23.40822401,16.40798085,291.1517729,17.74452174,17.74452174,0.001813204,frpr-13,K06C4.17,WBGene00019448,WBGene00019448,History: N.A.
WBGene00007796,387.3714643,196.4238878,50.17460107,33.44032001,41.80746054,291.8976761,6.981951841,6.981951841,0.001821662,0,C28D4.10,WBGene00007796,WBGene00007796,History: N.A.
WBGene00022465,524.2462382,50.50899973,15.67956283,33.44032001,24.55994142,287.377619,11.70107103,11.70107103,0.001831288,ift-20,Y110A7A.20,WBGene00022465,WBGene00022465,History: N.A.
WBGene00013717,583.9638037,278.3607096,34.49503823,85.27281602,59.88392713,431.1622566,7.19996629,7.19996629,0.001874951,madf-10,Y106G6H.4,WBGene00013717,WBGene00013717,History: N.A.
WBGene00044332,30.65149377,44.89688865,1.045304189,1.672016,1.358660095,37.77419121,27.80253233,27.80253233,0.001879104,clec-36,T20B3.16,WBGene00044332,WBGene00044332,History: N.A.
WBGene00005355,8.455584487,5.612111081,90.94146443,55.17652801,73.05899622,7.033847784,0.096276272,0.096276272,0.0018966,srh-138,T08G3.12,WBGene00005355,WBGene00005355,History: N.A.
WBGene00014001,178.6242223,139.1803548,21.95138797,21.736208,21.84379799,158.9022886,7.274480777,7.274480777,0.001902605,pyk-2,ZK593.1,WBGene00014001,WBGene00014001,History: N.A.
WBGene00007728,78.74263054,104.3852661,5.226520944,13.376128,9.301324474,91.56394832,9.844183867,9.844183867,0.001936405,0,C25F9.9,WBGene00007728,WBGene00007728,History: N.A.
WBGene00195769,15.32574688,16.83633324,588.5062583,10.032096,299.2691772,16.08104006,0.053734368,0.053734368,0.001982799,0,Y39B6A.70,WBGene00195769,WBGene00195769,History: N.A.
WBGene00044609,1205.449263,581.414708,96.16798538,182.249744,139.2088647,893.4319857,6.417924517,6.417924517,0.002013862,tbcc-1,Y71H2AM.24,WBGene00044609,WBGene00044609,History: N.A.
WBGene00001881,70.81552008,246.9328876,13.58895446,21.736208,17.66258123,158.8742038,8.994959556,8.994959556,0.002034345,his-7,F45F2.4,WBGene00001881,WBGene00001881,History: N.A.
WBGene00011924,228.3007812,775.5937514,50.17460107,86.94483202,68.55971654,501.9472663,7.321314783,7.321314783,0.002153941,0,T22C8.3,WBGene00011924,WBGene00011924,History: N.A.
WBGene00015605,19.0250651,129.0785549,6.271825133,1.672016,3.971920567,74.05180998,18.64382954,18.64382954,0.002182198,0,C08E3.13,WBGene00015605,WBGene00015605,History: N.A.
WBGene00165172,3.699318213,13.46906659,81.53372673,90.28886402,85.91129538,8.584192404,0.099919252,0.099919252,0.002183252,21ur-11737,Y105C5A.523,WBGene00165172,WBGene00165172,History: N.A.
WBGene00001581,184.9659107,239.075932,27.17790891,36.78435201,31.98113046,212.0209214,6.629563068,6.629563068,0.002186657,gfi-1,F57F4.3,WBGene00001581,WBGene00001581,History: N.A.
WBGene00007695,95.12532548,79.69197735,3.135912567,13.376128,8.256020285,87.40865142,10.58726219,10.58726219,0.002206014,0,C23H4.7,WBGene00007695,WBGene00007695,History: N.A.
WBGene00015608,169.1116897,161.6287991,18.8154754,28.42427201,23.6198737,165.3702444,7.001317895,7.001317895,0.002229804,math-3,C08F1.4,WBGene00015608,WBGene00015608,History: N.A.
WBGene00017185,126.8337673,628.5564411,1888.864669,3937.597681,2913.231175,377.6951042,0.129648175,0.129648175,0.002232641,0,F07B7.1,WBGene00017185,WBGene00017185,History: N.A.
WBGene00014493,145.8588324,188.5669323,8417.834633,31.76830401,4224.801468,167.2128824,0.039578873,0.039578873,0.002262478,0,T01B4.t1,WBGene00014493,WBGene00014493,History: N.A.
WBGene00199468,145.8588324,189.6893545,8417.834633,31.76830401,4224.801468,167.7740935,0.039711711,0.039711711,0.002282131,0,T01B4.7,WBGene00199468,WBGene00199468,History: N.A.
WBGene00022868,123.6629231,141.4251992,10.45304189,23.40822401,16.93063295,132.5440612,7.828653636,7.828653636,0.002315658,0,ZK1240.3,WBGene00022868,WBGene00022868,History: N.A.
WBGene00195184,0.52847403,0,40.76686337,13.376128,27.07149568,0.264237015,0.00976071,0.00976071,0.002346019,0,F19G12.8,WBGene00195184,WBGene00195184,History: N.A.
WBGene00015218,44.92029259,88.67135508,2.090608378,8.360080002,5.22534419,66.79582383,12.78304766,12.78304766,0.002433522,0,B0507.1,WBGene00015218,WBGene00015218,History: N.A.
WBGene00220077,28.00912361,44.89688865,2.090608378,0,1.045304189,36.45300613,34.87310825,34.87310825,0.002492092,0,T21C12.12,WBGene00220077,WBGene00220077,History: N.A.
WBGene00014495,158.0137351,169.4857546,8465.918626,25.08024001,4245.499433,163.7497449,0.038570196,0.038570196,0.002549212,0,T01B4.t3,WBGene00014495,WBGene00014495,History: N.A.
WBGene00201312,158.5422091,169.4857546,8465.918626,25.08024001,4245.499433,164.0139819,0.038632435,0.038632435,0.002558376,0,T01B4.8,WBGene00201312,WBGene00201312,History: N.A.
WBGene00016397,301.7586714,205.4032656,41.81216755,40.12838401,40.97027578,253.5809685,6.189388859,6.189388859,0.002623613,maph-9,C34D4.1,WBGene00016397,WBGene00016397,History: N.A.
WBGene00019779,103.0524359,107.7525328,10.45304189,16.72016,13.58660095,105.4024843,7.757825873,7.757825873,0.002870696,endu-2,M60.2,WBGene00019779,WBGene00019779,History: N.A.
WBGene00016825,231.4716253,515.1917972,60.62764295,60.19257601,60.41010948,373.3317113,6.179954224,6.179954224,0.002895671,0,C50E10.1,WBGene00016825,WBGene00016825,History: N.A.
WBGene00165601,41.22097438,48.2641553,200.6984043,337.7472321,269.2228182,44.74256484,0.166191577,0.166191577,0.002999479,21ur-14793,Y49F6C.9,WBGene00165601,WBGene00165601,History: N.A.
WBGene00002234,49.14808483,59.48837746,4.181216755,5.016048001,4.598632378,54.31823114,11.81182288,11.81182288,0.003012474,kqt-2,M60.5,WBGene00002234,WBGene00002234,History: N.A.
WBGene00194650,745.676857,1445.679814,5222.339728,6549.286673,5885.813201,1095.678336,0.186155812,0.186155812,0.003058776,0,C36A4.14,WBGene00194650,WBGene00194650,History: N.A.
WBGene00219303,21.13896122,35.91751092,99.30389794,321.0270721,210.165485,28.52823607,0.135741775,0.135741775,0.00307993,0,Y13C8A.4,WBGene00219303,WBGene00219303,History: N.A.
WBGene00022500,317.0844183,444.4791976,40.76686337,85.27281602,63.01983969,380.7818079,6.042252881,6.042252881,0.003080352,lfi-1,ZC8.4,WBGene00022500,WBGene00022500,History: N.A.
WBGene00006789,22.72438331,32.55024427,350.1769033,80.25676802,215.2168356,27.63731379,0.128416133,0.128416133,0.003101369,unc-54,F11C3.3,WBGene00006789,WBGene00006789,History: N.A.
WBGene00020930,5722.845276,7581.96207,234.1481383,1556.646896,895.3975173,6652.403673,7.429553404,7.429553404,0.003117641,hlh-30,W02C12.3,WBGene00020930,WBGene00020930,History: N.A.
WBGene00021520,40.69250035,134.6906659,10.45304189,6.688064001,8.570552945,87.69158314,10.23172994,10.23172994,0.003128464,0,Y41D4B.18,WBGene00021520,WBGene00021520,History: N.A.
WBGene00017941,23.25285734,33.67266648,135.8895446,232.4102241,184.1498843,28.46276191,0.154563018,0.154563018,0.003143506,0,F31A9.2,WBGene00017941,WBGene00017941,History: N.A.
WBGene00219670,1.056948061,0,10.45304189,50.16048001,30.30676095,0.52847403,0.017437496,0.017437496,0.003172921,anr-26,E02H9.11,WBGene00219670,WBGene00219670,History: N.A.
WBGene00006915,150.6150987,167.2409102,17.77017121,30.09628801,23.93322961,158.9280044,6.640474647,6.640474647,0.003186553,vha-6,VW02B12L.1,WBGene00006915,WBGene00006915,History: N.A.
WBGene00196434,150.6150987,83.059244,2.090608378,20.064192,11.07740019,116.8371713,10.54734589,10.54734589,0.003214525,0,K06C4.19,WBGene00196434,WBGene00196434,History: N.A.
WBGene00005039,2.113896122,1.122422216,68.99007647,10.032096,39.51108623,1.618159169,0.04095456,0.04095456,0.003300804,sra-13,F49E12.5,WBGene00005039,WBGene00005039,History: N.A.
WBGene00012130,571.2804269,260.4019541,63.76355552,76.91273602,70.33814577,415.8411905,5.912029468,5.912029468,0.003391053,slc-17.4,T28F3.4,WBGene00012130,WBGene00012130,"History: Split into T28F3.11(WBGene00303083). History of WBGene00012130: Split into ""WBGene00303083"" on 2018-03-02"
WBGene00006513,104.109384,442.2343532,1073.527402,2790.594705,1932.061053,273.1718686,0.141388839,0.141388839,0.003404313,rimb-1,Y39A3CL.2,WBGene00006513,WBGene00006513,History: N.A.
WBGene00019017,205.5763979,272.7485985,25.08730053,51.83249601,38.45989827,239.1624982,6.21849014,6.21849014,0.003483527,0,F57F4.4,WBGene00019017,WBGene00019017,History: N.A.
WBGene00011163,31.70844183,21.32602211,0,0,0,26.51723197,,,,,,WBGene00011163,WBGene00011163,History: N.A.
WBGene00021605,5.284740305,11.22422216,38.67625499,120.385152,79.53070351,8.254481233,0.103789868,0.103789868,0.003653456,0,Y46H3C.5,WBGene00021605,WBGene00021605,History: N.A.
WBGene00001925,70.28704605,280.605554,15.67956283,28.42427201,22.05191742,175.4463,7.95605646,7.95605646,0.003706863,his-51,F07B7.10,WBGene00001925,WBGene00001925,History: N.A.
WBGene00001915,279.5627621,1906.995345,126.4818069,167.2016,146.8417034,1093.279054,7.445289915,7.445289915,0.003726553,his-41,C50F4.5,WBGene00001915,WBGene00001915,History: N.A.
WBGene00018115,75.57178636,198.6687323,12.54365027,23.40822401,17.97593714,137.1202593,7.627989477,7.627989477,0.00376716,0,F36H9.7,WBGene00018115,WBGene00018115,History: N.A.
WBGene00043327,73.45789023,113.3646438,4.181216755,16.72016,10.45068838,93.41126703,8.93828843,8.93828843,0.003838756,0,F45D11.7,WBGene00043327,WBGene00043327,History: Killed on 2004-10-04; Resurrected on 2015-11-05
WBGene00010340,76.62873442,76.3247107,8.362433511,10.032096,9.197264757,76.47672256,8.315159407,8.315159407,0.003863625,slcf-1,F59F5.1,WBGene00010340,WBGene00010340,History: N.A.
WBGene00206362,30.65149377,67.34533297,158.8862367,504.9488321,331.9175344,48.99841337,0.14762225,0.14762225,0.003896404,0,B0041.11,WBGene00206362,WBGene00206362,History: N.A.
WBGene00020978,359.3623407,248.0553098,70.03538065,28.42427201,49.22982633,303.7088252,6.169203669,6.169203669,0.003903226,0,W03B1.9,WBGene00020978,WBGene00020978,History: N.A.
WBGene00017033,349.3213341,358.052687,60.62764295,71.89668802,66.26216549,353.6870105,5.337691697,5.337691697,0.003958606,nekl-4,D1044.8,WBGene00017033,WBGene00017033,History: N.A.
WBGene00219278,5.284740305,8.979377729,59.58233877,66.88064001,63.23148939,7.132059017,0.112792836,0.112792836,0.003971284,0,R09A8.9,WBGene00219278,WBGene00219278,History: N.A.
WBGene00004064,3508.539088,3404.306582,453.662018,894.5285602,674.0952891,3456.422835,5.127498873,5.127498873,0.003982302,pms-2,H12C20.2,WBGene00004064,WBGene00004064,"History: Split into H12C20.7(WBGene00305173). History of WBGene00004064: Split into ""WBGene00305173"" on 2019-11-21"
WBGene00019279,141.1025661,153.7718436,324.0442985,1636.903664,980.4739815,147.4372049,0.150373399,0.150373399,0.004068296,0,K01A2.4,WBGene00019279,WBGene00019279,History: N.A.
WBGene00017072,144.2734103,179.5875546,30.31382148,21.736208,26.02501474,161.9304825,6.222109154,6.222109154,0.004127626,0,D2096.5,WBGene00017072,WBGene00017072,History: N.A.
WBGene00021106,140.0456181,699.2690407,1786.424859,3955.989857,2871.207358,419.6573294,0.146160579,0.146160579,0.004158919,0,W09B7.1,WBGene00021106,WBGene00021106,History: N.A.
WBGene00009135,77.15720845,149.2821547,10.45304189,20.064192,15.25861695,113.2196816,7.42004875,7.42004875,0.004264046,0,F25H9.2,WBGene00009135,WBGene00009135,History: N.A.
WBGene00019273,41.74944841,78.56955513,5.226520944,6.688064001,5.957292473,60.15950177,10.0984637,10.0984637,0.004301137,0,H43E16.1,WBGene00019273,WBGene00019273,History: N.A.
WBGene00012122,48.09113677,59.48837746,5.226520944,5.016048001,5.121284473,53.78975711,10.50317697,10.50317697,0.004352156,0,T28C6.8,WBGene00012122,WBGene00012122,History: N.A.
WBGene00199443,141.1025661,92.03862173,6.271825133,23.40822401,14.84002457,116.5705939,7.855148311,7.855148311,0.00435832,0,K06C4.21,WBGene00199443,WBGene00199443,History: N.A.
WBGene00018708,42.27792244,81.93682178,7.317129322,5.016048001,6.166588662,62.10737211,10.07159315,10.07159315,0.00438386,oac-32,F52F10.4,WBGene00018708,WBGene00018708,History: N.A.
WBGene00006873,80.32805263,158.2615325,19.86077959,13.376128,16.6184538,119.2947926,7.178453184,7.178453184,0.004384383,vab-7,M142.4,WBGene00006873,WBGene00006873,History: N.A.
WBGene00045360,940.1553002,255.9122653,128.5724152,46.81644801,87.69443162,598.0337827,6.819518317,6.819518317,0.004442186,mir-800,R04A9.8,WBGene00045360,WBGene00045360,History: N.A.
WBGene00200059,123.6629231,20.20359989,3.135912567,8.360080002,5.747996284,71.93326151,12.51449339,12.51449339,0.004507405,0,K02B2.36,WBGene00200059,WBGene00200059,History: N.A.
WBGene00049093,123.6629231,20.20359989,3.135912567,8.360080002,5.747996284,71.93326151,12.51449339,12.51449339,0.004507405,21ur-4250,K02B2.14,WBGene00049093,WBGene00049093,History: N.A.
WBGene00022813,50.20503289,34.7950887,4.181216755,1.672016,2.926616378,42.5000608,14.52191039,14.52191039,0.004631627,0,ZK742.3,WBGene00022813,WBGene00022813,History: N.A.
WBGene00001895,77.68568248,303.0539984,10.45304189,36.78435201,23.61869695,190.3698404,8.060133073,8.060133073,0.004744299,his-21,K06C4.3,WBGene00001895,WBGene00001895,History: N.A.
WBGene00022271,470.8703611,1009.057572,78.39781416,182.249744,130.3237791,739.9639667,5.677889115,5.677889115,0.004966227,cpx-1,Y73E7A.4,WBGene00022271,WBGene00022271,History: N.A.
WBGene00196503,50.73350692,23.57086654,3.135912567,0,1.567956283,37.15218673,23.69465726,23.69465726,0.004981507,0,F14H12.11,WBGene00196503,WBGene00196503,History: N.A.
WBGene00003411,734.0504283,1424.353792,146.3425864,264.1785281,205.2605572,1079.20211,5.257717921,5.257717921,0.005027733,mrp-5,F14F4.3,WBGene00003411,WBGene00003411,History: N.A.
WBGene00021186,13.21185076,33.67266648,83.62433511,250.8024001,167.2133676,23.44225862,0.140193688,0.140193688,0.005041481,0,Y9D1A.1,WBGene00021186,WBGene00021186,History: N.A.
WBGene00010859,272.1641257,208.7705322,47.0386885,41.80040001,44.41954425,240.4673289,5.413547865,5.413547865,0.005088782,0,M04C9.4,WBGene00010859,WBGene00010859,History: N.A.
WBGene00022837,53.90435111,101.0179995,7.317129322,11.704112,9.510620662,77.46117528,8.144702437,8.144702437,0.005167915,ceh-45,ZK993.1,WBGene00022837,WBGene00022837,History: N.A.
WBGene00050658,6.341688366,4.489688865,88.85085605,25.08024001,56.96554803,5.415688615,0.095069543,0.095069543,0.005199018,21ur-5098,Y4C6A.19,WBGene00050658,WBGene00050658,History: N.A.
WBGene00009137,137.931722,232.3413987,33.44973404,30.09628801,31.77301103,185.1365603,5.826849719,5.826849719,0.005225604,bath-39,F25H9.4,WBGene00009137,WBGene00009137,History: N.A.
WBGene00022213,77.68568248,141.4251992,456.7979305,672.1504321,564.4741813,109.5554409,0.19408406,0.19408406,0.0052763,0,Y73B3A.11,WBGene00022213,WBGene00022213,History: N.A.
WBGene00011200,2211.663817,1080.892594,349.1315991,312.6669921,330.8992956,1646.278206,4.975163827,4.975163827,0.005283786,0,R10E4.3,WBGene00011200,WBGene00011200,History: N.A.
WBGene00016302,75.57178636,28.0605554,6.271825133,1.672016,3.971920567,51.81617088,13.04562113,13.04562113,0.00531315,fbxc-7,C32B5.9,WBGene00016302,WBGene00016302,History: N.A.
WBGene00167469,9.512532548,3.367266648,122.3005901,21.736208,72.01839905,6.439899598,0.089420199,0.089420199,0.005339386,21ur-5985,C27H2.69,WBGene00167469,WBGene00167469,History: N.A.
WBGene00006429,107.8087022,5.612111081,2.090608378,3.344032001,2.717320189,56.71040665,20.86997582,20.86997582,0.005408729,arrd-3,M176.1,WBGene00006429,WBGene00006429,History: Renamed on 2016-08-08
WBGene00020777,216.6743525,267.1364874,19.86077959,60.19257601,40.0266778,241.90542,6.043604747,6.043604747,0.0054387,0,T24E12.10,WBGene00020777,WBGene00020777,History: N.A.
WBGene00044920,21.13896122,54.99868859,1.045304189,3.344032001,2.194668095,38.06882491,17.34605109,17.34605109,0.005573455,0,F20G2.7,WBGene00044920,WBGene00044920,History: N.A.
WBGene00012449,58.66061738,98.77315502,10.45304189,10.032096,10.24256895,78.7168862,7.685267888,7.685267888,0.0055876,nhr-231,Y17D7B.1,WBGene00012449,WBGene00012449,History: N.A.
WBGene00194679,526.8886084,567.9456414,120.2099817,108.68104,114.4455109,547.4171249,4.78321186,4.78321186,0.005684904,0,T26C11.9,WBGene00194679,WBGene00194679,History: N.A.
WBGene00008602,33.29386392,127.9561326,9.4077377,8.360080002,8.883908851,80.62499828,9.075396837,9.075396837,0.005705441,oac-14,F09B9.1,WBGene00008602,WBGene00008602,History: N.A.
WBGene00021188,36.4647081,98.77315502,156.7956283,780.8314722,468.8135503,67.61893156,0.144234166,0.144234166,0.005832384,0,Y13C8A.1,WBGene00021188,WBGene00021188,History: N.A.
WBGene00201512,52.31892902,13.46906659,1.045304189,1.672016,1.358660095,32.8939978,24.21061599,24.21061599,0.005847376,0,K06C4.24,WBGene00201512,WBGene00201512,History: N.A.
