gene_id,gene_name,mean of normalized counts for all samples,log2 fold change (MLE): group him5gtsf1 vs him5,Benjamini-Hochberg adjusted p-values,him5_adultmale_smRNA_rep1,him5_adultmale_smRNA_rep2,him5_adultmale_smRNA_rep3,him5gtsf1_adultmale_smRNA_rep1,him5gtsf1_adultmale_smRNA_rep2,him5gtsf1_adultmale_smRNA_rep3,Input,Suggested Match,History
WBGene00011134,ssp-33,8.09345109473862,-5.33751072262518,0.0003528378177269,15.9145488126316,9.81777309475522,17.0363347633834,0.0,0.751652917961039,0.0,WBGene00011134,WBGene00011134,History: N.A.
WBGene00011120,R07E5.15,39.4455651843756,-1.31165324562499,0.0003590761963158,18.5582197375022,27.8584261852644,24.5018353289291,12.1886570131476,9.46636150144991,6.3634201321729,WBGene00011120,WBGene00011120,History: N.A.
WBGene00021959,Y57E12AL.6,61.6187079284736,-0.978705475105639,0.0003601427621113,54.2316150014532,60.2204092900718,53.8816446675542,29.3373196992379,27.0866896005924,29.2878425323806,WBGene00021959,WBGene00021959,History: N.A.
WBGene00007920,C34C12.1,646.608314850658,-0.34307125563354,0.000361011383263,185.720828191948,202.660792325234,192.378118019873,137.475792507323,161.70867004591,158.977876748176,WBGene00007920,WBGene00007920,History: N.A.
WBGene00013926,nep-1,381.25611753009,0.426104288279724,0.000361011383263,44.1728191110591,52.1233557739212,50.3410556294044,60.5513518903027,70.1923156698389,66.3290304880229,WBGene00013926,WBGene00013926,History: N.A.
WBGene00013771,Y113G7C.1,442.590834337799,-0.459334732850665,0.0003681943741383,36.8571525756965,45.1007920562429,43.8029952680782,35.3208628960281,26.1804698100686,30.3060970835549,WBGene00013771,WBGene00013771,History: N.A.
WBGene00003930,pat-3,169.617560206944,0.597323545805512,0.0003686521036371,16.7050024261713,18.5010479652276,18.5865415991626,24.5748069275234,27.2852646598516,30.0380223586486,WBGene00003930,WBGene00003930,History: N.A.
WBGene00022366,Y92H12BL.5,96.8725769325886,0.815872125728236,0.0003693116125491,16.2518513886219,17.0439567598737,24.1389107449384,33.7370904351838,32.4687991671841,35.943208483561,WBGene00022366,WBGene00022366,"History: Split into Y92H12BL.6(WBGene00303097). History of WBGene00022366: Split into ""WBGene00303097"" on 2018-03-02"
WBGene00007255,cnnm-4,57.0634801393372,-1.06319027243543,0.0003703441962311,17.1483538257707,15.064909496874,18.6475688946433,10.310551226793,6.45890521282097,7.70353356707231,WBGene00007255,WBGene00007255,History: N.A.
WBGene00022100,Y69A2AR.31,1275.18399245713,0.239317107222656,0.0003813691597885,134.55652195928,128.763644497979,135.01609279054,155.392887473165,156.302472764675,158.87079017434,WBGene00022100,WBGene00022100,History: N.A.
WBGene00010672,K08E7.4,9.45230858320623,-3.59083446263417,0.0003825739504289,15.1683946293804,21.0542995269028,20.8768957794062,0.0,1.84220137118775,3.34355427754056,WBGene00010672,WBGene00010672,History: N.A.
WBGene00007951,dmsr-8,302.548358633699,0.460085234396762,0.000390155436545,59.0656020311253,64.5744169370834,60.6157264632791,75.6699549988726,88.2805368652792,90.03592633644,WBGene00007951,WBGene00007951,History: N.A.
WBGene00018163,F38A5.6,34.6954161509716,-1.35847687761862,0.0003936256519151,25.4648534081851,19.314846845658,18.4338960041806,7.05026358571505,8.16271632066375,9.66205272852756,WBGene00018163,WBGene00018163,History: N.A.
WBGene00195250,C13C4.8,70.5788448427431,0.930936090532612,0.0003941886638759,21.9250894192372,23.0732679612214,18.6383754177382,33.125930267916,45.3198438242197,42.4539368817994,WBGene00195250,WBGene00195250,History: N.A.
WBGene00021880,Y54G2A.15,22.8785496456198,-1.83790997439238,0.0003958737254067,21.8624104900798,24.3956785990887,23.7476181550192,12.2170305102378,3.27994000564817,3.96867849066564,WBGene00021880,WBGene00021880,History: N.A.
WBGene00014029,ZK637.12,201.620653024896,-0.544865786622044,0.0004015383107507,73.9406472431035,71.5188643948024,76.2210042335788,46.5713687853063,55.100063577027,49.7679369655347,WBGene00014029,WBGene00014029,History: N.A.
WBGene00018168,irld-7,26.6371171238449,-1.62242294987715,0.000404011834379,10.7802942482596,16.7333226030584,14.7974843383871,6.24010458601148,2.9564085084924,4.8292337756314,WBGene00018168,WBGene00018168,History: N.A.
WBGene00004505,rpt-5,194.539773580363,-0.555854838801858,0.0004153491181207,58.2526731264772,63.4308367528526,54.8327309553325,40.5502308730632,37.7830195493235,42.2300087150585,WBGene00004505,WBGene00004505,History: N.A.
WBGene00010763,K10H10.7,11.0590713824832,-2.8090821988582,0.0004191878524655,12.8774211766332,15.2262918606954,14.3595060823683,1.51029024331396,3.04103852304848,1.1038833778903,WBGene00010763,WBGene00010763,History: N.A.
WBGene00000150,apm-1,78.8186159249459,-0.894151430132507,0.0004248066174904,28.3146071675424,21.2207713084305,23.1085864174981,13.5850701661387,11.1406035481067,14.8038891951281,WBGene00000150,WBGene00000150,History: Renamed on 2015-03-05
WBGene00022211,Y73B3A.9,1714.93322409978,0.232274980961278,0.0004248066174904,207.633361500829,200.077620987594,198.420718713282,227.691763894199,252.063389434062,230.594919116898,WBGene00022211,WBGene00022211,History: N.A.
WBGene00015032,B0207.9,37.2441712387641,-1.33999458797248,0.0004263746706101,31.90434371894,39.5875905445514,46.5725721449036,21.4303466633486,13.5617377538502,11.1882957449616,WBGene00015032,WBGene00015032,History: N.A.
WBGene00016150,hint-3,161.113078074255,0.593800915769353,0.0004288478295913,52.8888316446875,54.4225239947793,57.7492009849827,88.4286869776015,79.4953555582631,81.607631209723,WBGene00016150,WBGene00016150,History: N.A.
WBGene00017387,mpst-4,120.522050235917,-0.781736413651189,0.0004345765381139,42.0522497867812,56.5408345054296,67.524648045855,35.2825810820594,29.3339217379541,32.7206697131893,WBGene00017387,WBGene00017387,History: N.A.
WBGene00194733,Y41C4A.21,57.3363179209938,0.996445623073891,0.0004381061880678,60.9173562883511,53.4795917744861,66.4653671532553,117.060079608859,114.201133335547,132.557995628327,WBGene00194733,WBGene00194733,History: N.A.
WBGene00010460,clec-142,31.9135846733772,-1.40049396438186,0.0004409576440975,9.26456756274825,10.8731294551519,11.6108594569814,5.00881068035769,3.26577108659624,3.83531271257365,WBGene00010460,WBGene00010460,History: N.A.
WBGene00077728,T23G11.11,85.7701927145531,0.826778727045467,0.0004434367217334,76.6475172058178,95.4282678503841,90.6282343732401,142.685933991007,175.344698542346,146.221459185826,WBGene00077728,WBGene00077728,History: N.A.
WBGene00012194,toe-4,60.7681760254805,0.999831398564696,0.0004436405919321,10.6267634612694,10.2520131592599,7.26116399243521,18.6153747963595,20.7597650297177,16.0482538846006,WBGene00012194,WBGene00012194,History: N.A.
WBGene00006753,unc-14,1293.62460984799,0.28336770019221,0.0004481683192012,164.094090199109,166.077401720828,157.543453720924,177.700860672294,216.202912279513,198.744295543449,WBGene00006753,WBGene00006753,History: N.A.
WBGene00011777,T14G10.8,112.253035384133,-0.737346491090236,0.0004481683192012,61.4472795323803,66.1171504475256,76.1042874838646,45.7539262783881,40.4956591125134,35.2793833808092,WBGene00011777,WBGene00011777,History: N.A.
WBGene00012569,fbxc-46,519.682388992502,0.357432106855358,0.0004481683192012,184.324430987497,189.389880541055,201.983388678607,233.561452179204,263.289949681892,239.573254557508,WBGene00012569,WBGene00012569,History: N.A.
WBGene00269385,F41F3.9,188.162820425922,0.562594339892696,0.0004481683192012,226.048847304512,219.570021497435,206.286405580593,311.22160744245,353.31628395424,290.30065641178,WBGene00269385,WBGene00269385,History: N.A.
WBTransposon00000046,WBTransposon00000046,545.655770458806,0.336591915944118,0.0004481683192012,51.9985934703107,52.6161041300348,50.2332524702487,63.0302409692037,64.692586071369,68.1662768610285,,,
WBGene00015467,basl-1,48.2499544148287,-1.15423963316318,0.000450911732807,14.7757879206915,18.0835100105133,15.1157308019254,8.80442563966243,5.06517541664781,8.08999846174149,WBGene00015467,WBGene00015467,History: N.A.
WBGene00020018,R12B2.2,101.003608292058,0.752135423404709,0.000454017109556,30.3075911940267,25.3743920601053,26.6503587764701,45.7011792587015,42.943327440007,50.6617661129172,WBGene00020018,WBGene00020018,History: N.A.
WBGene00020262,ferl-1,490.8636330356,0.350101348910835,0.0004562869382853,60.0021853421915,60.362725327078,60.10665735412,73.5030095949406,77.4522592645551,79.4180061914204,WBGene00020262,WBGene00020262,History: N.A.
WBGene00022712,ZK355.2,229.538265466581,0.523774978253401,0.0004609578518203,41.9345046361114,47.9725237266773,41.807256258104,55.9373632834045,65.0329919825074,68.9713390674962,WBGene00022712,WBGene00022712,History: N.A.
WBGene00007609,C15C8.7,308.916397446907,0.432496001333933,0.0004610212191494,194.185788045328,196.342371530978,208.274871260616,277.778622711277,261.334686516694,270.707528526794,WBGene00007609,WBGene00007609,History: N.A.
WBGene00000864,cya-2,150.414031383261,0.623299309987262,0.000463799002482,58.0933728842553,67.5410774227266,53.4181233949442,89.0971224333824,94.1328300649697,91.9366712605854,WBGene00000864,WBGene00000864,History: N.A.
WBGene00012979,Y48B6A.5,98.9737831761936,-1.56858591165392,0.0004705551623041,42.1667532642377,45.0610611272099,35.1647422680092,20.6749747096332,8.09472373188811,12.5929221338429,WBGene00012979,WBGene00012979,History: N.A.
WBGene00013054,Y50E8A.11,42.5847968342736,1.16687637810346,0.0004709485830669,15.7605541794764,16.6676107794843,12.6536140084389,29.1127719874844,36.8467934918799,34.7408342351061,WBGene00013054,WBGene00013054,History: N.A.
WBGene00010040,F54C8.7,125.382076965355,-0.760432445463812,0.0004740215816361,35.7294862903863,54.8418923704506,45.7609869476356,30.8295707307644,26.7592987374571,22.3148104317249,WBGene00010040,WBGene00010040,History: N.A.
WBGene00010992,R03D7.8,65.9462714552711,-0.98291247549522,0.0004765931642081,17.7914367891074,18.0129549912706,19.6616995845413,11.7095981678714,6.76193847805039,10.011994187856,WBGene00010992,WBGene00010992,History: N.A.
WBGene00003523,nas-4,573.079940544943,-0.325354354052037,0.0004841529724814,147.867770819587,153.747134711035,146.957667136897,119.685840392991,119.020991676152,119.257563743734,WBGene00003523,WBGene00003523,History: N.A.
WBGene00014201,ZK1053.6,128.092664483204,-0.754991407904535,0.0004841529724814,41.23636425673,36.7708328308899,44.1430362980111,31.6556834998606,18.9095830081185,21.9805258205516,WBGene00014201,WBGene00014201,"History: Split into ZK1053.7(WBGene00044786). History of WBGene00014201: Split into ""WBGene00044786"" on 2006-03-16"
WBGene00020275,atp-4,70.0313446712796,-0.935304675181642,0.0004880803191908,64.264463776722,50.1393946956799,60.7008902493659,30.59162691163,25.7103196409127,36.9420602026078,WBGene00020275,WBGene00020275,History: N.A.
WBGene00006047,ssp-19,14.3491378798865,-2.32529441717797,0.0004912777563822,19.0029328372027,23.1795963850058,21.4982319633171,7.29393629029046,4.4060023578177,0.0,WBGene00006047,WBGene00006047,History: N.A.
WBGene00044777,T02B11.9,55.7610580864144,-1.08914252735778,0.0004912777563822,48.9528847783736,43.5108408976036,55.3339372526615,29.9151648194559,15.8802822667507,24.846859536706,WBGene00044777,WBGene00044777,History: N.A.
WBGene00015226,B0507.9,51.192861913735,1.16615490408103,0.00049857343787,17.488236255029,13.6932098426849,11.8806018744647,20.8261075656978,36.9784464233273,38.7468347378145,WBGene00015226,WBGene00015226,History: N.A.
WBGene00020403,T10B11.7,644.52930442924,0.316341800327685,0.0004990205105676,91.1145555016971,101.604784811241,96.1208995060353,122.705919168516,120.057571672704,116.605533628864,WBGene00020403,WBGene00020403,History: N.A.
WBGene00044094,fitm-2,205.283515221502,-0.556396021308653,0.000499976394851,89.2892881791187,79.0881220941727,90.6551950260359,53.5418187092174,67.0482762260556,54.1445077770771,WBGene00044094,WBGene00044094,History: N.A.
WBGene00010692,K08H2.5,1048.72988057315,0.269953969840751,0.000500327848032,396.833634148413,390.856804057724,367.00389602979,435.307788276837,479.578576129365,476.792976433691,WBGene00010692,WBGene00010692,History: N.A.
WBGene00021541,Y42H9B.3,208.291691546388,0.588890789871766,0.000501533220403,59.1738413208614,47.8371632665523,57.9501343816041,70.3535897384152,97.2963527318725,79.265145379266,WBGene00021541,WBGene00021541,History: N.A.
WBGene00000275,bub-1,278.658421565669,-0.502532592710802,0.0005158487733749,37.9528321346306,44.18318525334,39.2191782322303,32.3069924680158,24.3553219818492,29.4695763691263,WBGene00000275,WBGene00000275,History: N.A.
WBGene00220259,ZK418.13,17.1728433904327,-2.04705028353433,0.0005158487733749,8.66579883975489,9.5039629958361,9.27663434033546,2.03268515624105,3.54718397585723,0.495235351039826,WBGene00220259,WBGene00220259,History: N.A.
WBGene00022243,Y73B6BL.22,26.3185705966748,-1.57619840680289,0.0005169892815875,27.5882799041483,27.0307518972481,42.3450023519882,11.9907892044926,9.65760112774183,11.2682121431399,WBGene00022243,WBGene00022243,History: N.A.
WBGene00015689,spch-2,45.1747773403456,-1.13087911687243,0.0005224870019289,32.7451961512916,37.0926507585983,37.1686299606747,17.2819055251498,17.7589321942361,13.0670532382797,WBGene00015689,WBGene00015689,History: N.A.
WBGene00018664,bath-11,2648.9327131999,0.212095914865497,0.0005224870019289,1059.30880631958,1005.76922684344,966.4432459873,1131.4166099382,1235.13820137298,1138.08942645713,WBGene00018664,WBGene00018664,History: N.A.
WBGene00001548,gcy-23,47.4228079145554,-1.13211961807626,0.0005318058005034,8.51481737627419,6.01311705385088,7.64581471498725,3.90256110092424,2.95269753546918,3.28459740295153,WBGene00001548,WBGene00001548,History: N.A.
WBGene00008019,C38H2.2,81.2043327914445,-0.836404708225192,0.0005390934875333,23.2465029583394,20.1547729230133,22.6992505087538,13.0424952967303,11.0387999482457,13.2490673131817,WBGene00008019,WBGene00008019,History: N.A.
WBGene00001239,elo-1,83.7773501870107,-0.817074335820824,0.0005427019243729,37.0756521788781,36.5319456730971,37.4840967565529,21.0168228364459,18.9702879294929,23.8366026104883,WBGene00001239,WBGene00001239,History: N.A.
WBGene00000962,dhc-1,496.866859285905,-0.351109245214001,0.0005527198302985,14.8186166383777,15.2306137743731,15.3953189940334,11.525403096477,11.4777114773062,12.8227549332438,WBGene00000962,WBGene00000962,History: N.A.
WBGene00011733,T12D8.5,194.69854088716,-0.544671382952849,0.0005581736866238,117.756450196059,131.460076049753,129.237210015791,79.8234094016657,86.3339443753751,95.0166822214048,WBGene00011733,WBGene00011733,History: N.A.
WBGene00007269,C03C10.2,34.1010699918521,-1.30024873168679,0.0005591666807636,18.4423405981763,16.4093968471153,17.3694324471833,6.73843783109615,6.93483373316561,7.66138927171545,WBGene00007269,WBGene00007269,History: N.A.
WBGene00077696,marc-1,18.2399921675832,-1.89579195922999,0.0005698706044564,18.2033888290158,15.2654701534029,16.4417434135232,3.00224615893974,5.8033536367007,4.38873209419209,WBGene00077696,WBGene00077696,History: N.A.
WBGene00015994,C18H7.4,400.582048973309,-0.384980132596448,0.0005730862958653,123.560931472271,130.117828950077,131.746808556704,92.3585844095485,101.480430642066,101.7976391077,WBGene00015994,WBGene00015994,History: N.A.
WBGene00045382,T05E12.8,4.55302203430863,-5.49577196031423,0.0005749819848948,7.31465441361064,8.46084510604922,9.54311760322856,0.0,0.0,0.0,WBGene00045382,WBGene00045382,History: N.A.
WBGene00012596,nhr-234,252.593869239956,0.527424319971147,0.0005769334206918,72.6016909209398,70.0895148124021,77.3455943261241,88.792128997514,123.444644582532,103.945934611547,WBGene00012596,WBGene00012596,History: N.A.
WBGene00015630,C09B9.7,240.654707410312,0.606716231715912,0.0005782468625991,19.2424633322058,24.212052208015,24.4925084026523,43.3469844481659,28.0297136956338,32.4068373435363,WBGene00015630,WBGene00015630,History: N.A.
WBGene00001977,hmg-12,511.223850020154,-0.404923000314919,0.0005804727379873,191.42606231364,189.973758014826,230.534232117273,152.641304572639,139.744862941848,173.905031687991,WBGene00001977,WBGene00001977,History: N.A.
WBGene00004930,sod-1,58.9423973563698,-1.0478995511194,0.000593990451135,32.7760470992389,45.0204804481717,46.4620259097919,25.9472815572628,19.1568809255207,14.2238087708488,WBGene00004930,WBGene00004930,History: N.A.
WBGene00010364,H04D03.3,299.512459437951,0.478130834045262,0.0005975694644044,64.3368336683625,68.9101533164306,59.7883261898738,76.4655868324335,99.2710040245516,92.6277492793517,WBGene00010364,WBGene00010364,History: N.A.
WBGene00009708,F44G3.7,154.812238178289,-0.653644776366638,0.0006191565777177,27.4786967503754,37.6020854913,30.3515687158693,19.8639062388063,18.122482080667,23.3840848473216,WBGene00009708,WBGene00009708,History: N.A.
WBGene00008381,D1081.3,48.6525126007805,-1.08419667406532,0.0006274122325664,11.2844491507008,10.7492808562909,11.5913441927048,5.43009179114474,6.20754176072649,3.84086912360237,WBGene00008381,WBGene00008381,"History: Split into D1081.10(WBGene00045508), D1081.19(WBGene00304981). History of WBGene00008381: Split into ""WBGene00045508"" on 2007-07-26; Split into ""WBGene00304981"" on 2019-09-26"
WBGene00004468,rpn-12,200.252126828615,-0.552740907813621,0.0006312061293674,102.084887374134,105.44029454759,98.9647423938462,80.9276654445589,60.4991419798878,67.974269561028,WBGene00004468,WBGene00004468,History: N.A.
WBGene00016730,C46H11.6,101.702632477787,-0.725965046074233,0.0006367559334922,41.002066732544,41.856212030707,42.3246441777805,25.4179750324401,24.0685528105441,26.6120218496262,WBGene00016730,WBGene00016730,History: N.A.
WBGene00011399,T03F6.3,189.846844202648,0.538157164032451,0.0006401905694162,61.9565001194687,61.3234265060826,62.0210499527495,88.1624030526975,97.0104012863021,82.287808621312,WBGene00011399,WBGene00011399,History: N.A.
WBGene00012544,Y37D8A.2,99.5495763182978,0.748929179129803,0.0006464834699596,15.219326357379,14.2686367520285,15.4346280762277,23.6741222755368,22.9832334530394,29.6633276930521,WBGene00012544,WBGene00012544,History: N.A.
WBGene00008590,F08H9.2,93.0628073868773,-0.801510371474377,0.0006482295728972,93.5348858832775,96.0945885227319,74.5046781597079,43.53433880138,50.0905048668731,59.0935447559035,WBGene00008590,WBGene00008590,History: N.A.
WBGene00011434,T04D3.5,45.2812518665563,1.10175348448524,0.0006576299596491,9.64217402729461,9.19284339659595,6.80302585900759,18.5048812353043,17.3881984451158,18.9355147159857,WBGene00011434,WBGene00011434,History: N.A.
WBGene00194649,Y57G11C.1130,22.5164374931034,-1.70553169926203,0.0006576299596491,25.6165293109989,19.6573634630543,20.5666419115734,10.5518944999535,5.311680620258,3.85623260009678,WBGene00194649,WBGene00194649,History: N.A.
WBGene00022628,ZC513.3,270.788623637339,-0.491302875455721,0.000670190142516,56.0298595472675,68.6329198710057,69.4184845009046,42.547961693361,50.203949088245,45.0930425011317,WBGene00022628,WBGene00022628,History: N.A.
WBGene00019903,R05G9.1,233.956303150527,0.486603297865633,0.0006801536602188,128.114201777107,118.551538413548,126.166391623103,167.871048862897,167.398419547525,189.890241671432,WBGene00019903,WBGene00019903,History: N.A.
WBGene00016977,akap-1,142.403452519332,-0.624472533721748,0.000681420042754,13.6203376966577,15.0218426523751,13.0333598932657,9.77956001659191,8.81914019333078,8.30873944254059,WBGene00016977,WBGene00016977,History: N.A.
WBGene00013881,mans-4,61.2901817630846,-0.999266641007084,0.0006835005196409,17.0904834292241,14.6115189269482,14.7653862741117,10.196330165961,7.42266568341307,5.15947870181432,WBGene00013881,WBGene00013881,History: N.A.
WBGene00022114,Y71F9AL.9,272.806112577669,-0.488612424499075,0.0006885121775722,75.7589207123959,85.5754047868978,91.2363990638335,67.2821147558013,53.5239733581399,60.0604868377443,WBGene00022114,WBGene00022114,History: N.A.
WBGene00004469,rps-0,114.046842003118,-0.720221994625248,0.0007014703125195,50.9342443882534,66.7395140593469,57.5778734321884,37.8491867933116,31.1772558145579,38.3527481422669,WBGene00004469,WBGene00004469,History: N.A.
WBGene00007013,mdt-8,2934.88024685748,0.178686973354842,0.0007043676156362,965.85300053677,997.924922684196,944.487662640485,1082.93829211177,1091.97126523228,1118.27171507904,WBGene00007013,WBGene00007013,History: N.A.
WBGene00013476,Y69E1A.4,13.2590407173242,-2.33309763867663,0.0007092273583668,7.6630424917732,7.65834467080661,5.1680132438391,1.29418166393543,1.04235760332128,1.89185573185451,WBGene00013476,WBGene00013476,History: N.A.
WBGene00001538,gcy-12,146.399025314747,-0.609584398408725,0.0007256795432138,12.9267599550878,11.2801190247167,11.7765908878918,7.42327757612418,7.85790879680834,8.37113205130889,WBGene00001538,WBGene00001538,History: N.A.
WBGene00004461,rpn-5,134.230521326291,-0.630596729560285,0.0007306854942882,36.1722493480087,38.138125191478,34.4977476651123,24.7599278836629,22.7377205498764,22.6638231760074,WBGene00004461,WBGene00004461,History: N.A.
WBGene00009081,F23B12.4,62.9169850118241,0.922978636440477,0.0007327471337121,10.1187619699852,10.478180282363,11.0254428706472,20.8528763414891,17.4097501049588,22.304687275624,WBGene00009081,WBGene00009081,History: N.A.
WBGene00012486,Y18D10A.21,140.575435231966,-0.63352128408075,0.000740367682388,74.8061542835011,67.6581446868175,77.3645506504038,53.9788289667859,43.8348389405734,43.6923761341292,WBGene00012486,WBGene00012486,History: N.A.
WBGene00000878,cyn-2,36.916557469856,-1.31926666585736,0.0007472791965507,31.9951099884107,26.6462461803598,26.1159176339585,14.634562073193,6.34681610386447,13.9877569420296,WBGene00000878,WBGene00000878,History: N.A.
WBGene00018322,F41H10.12,6210.71180761886,0.170951804957383,0.0007483257025369,3186.70774876086,3092.53918916671,3008.49316420545,3314.57522838498,3503.48674885972,3643.2523895475,WBGene00018322,WBGene00018322,History: N.A.
WBGene00016273,C30G12.1,889.854306583393,0.261277740078702,0.0007587677992477,201.727016339486,196.225480701025,193.580492297492,237.265532958596,237.44335277489,233.449058750253,WBGene00016273,WBGene00016273,History: N.A.
WBGene00017664,npax-1,319.213878833089,-0.452996982131671,0.0007610831874103,204.676844485959,203.57904969037,205.629804122122,124.19656847573,165.631384012717,158.752933317853,WBGene00017664,WBGene00017664,History: N.A.
WBGene00002229,klp-19,411.699177858926,-0.434365522436106,0.0007804765314651,45.8563961709535,48.7021956966219,55.2248160525577,42.7928165187857,32.5168771915711,35.8607118357624,WBGene00002229,WBGene00002229,History: N.A.
WBGene00000911,daf-15,1378.19206667081,0.258866460528838,0.0007866963366409,82.8625944469604,83.4642695016168,79.6471308776539,92.9651422501054,107.6921140342,92.6170846719657,WBGene00000911,WBGene00000911,History: N.A.
WBGene00022178,Y71H2AM.13,353.347806609941,0.401577686437294,0.000789760568382,72.4093508621128,62.7790780722631,65.9910925463306,86.0707751772602,87.4393828323215,92.6032654547602,WBGene00022178,WBGene00022178,History: N.A.
WBGene00001638,gly-13,2553.4597243185,0.191670614432981,0.0008075999912832,528.145100529622,527.716263306361,527.276379987891,572.457176861195,626.636008409704,608.41782840199,WBGene00001638,WBGene00001638,History: N.A.
WBGene00045272,F59C12.4,4717.01818033075,0.189654577583947,0.0008259990276934,6420.95368846051,5983.6150321605,6008.48021538862,7453.00020862102,6851.48429896576,6676.36754005766,WBGene00045272,WBGene00045272,History: N.A.
WBGene00001431,fkb-6,186.297726072557,-0.547314719420211,0.0008300700191833,55.3822118890004,55.5760304930508,54.1478777487094,41.0505416363918,32.853599108884,39.8789648401341,WBGene00001431,WBGene00001431,History: N.A.
WBGene00009221,acs-2,489.013408044466,0.336355775309762,0.000836236280824,77.5044918560226,78.9080840926575,81.2270547433282,99.3530789363094,102.752221733569,97.5673308458221,WBGene00009221,WBGene00009221,History: N.A.
WBGene00014206,nit-1,1261.49728527322,0.239046389544384,0.0008428308234715,382.629769713771,407.414039611971,395.165342922843,483.944801706502,443.945680617607,473.359487332024,WBGene00014206,WBGene00014206,History: N.A.
WBGene00013148,Y53F4A.2,4.2688615298519,-5.40201865161495,0.0008511376386328,8.97906679515078,9.34746061117413,10.8134819456206,0.0,0.0,0.0,WBGene00013148,WBGene00013148,History: N.A.
WBGene00007633,C16D2.1,23.265206354885,-1.60172658599943,0.0008521602500103,9.42510721786204,9.84696895959499,13.181397700136,2.88829229013327,4.39409102405772,3.28389637477828,WBGene00007633,WBGene00007633,History: N.A.
WBGene00021006,dct-9,75.275281663742,-0.867730038398894,0.0008521602500103,45.1787478487716,52.2581609491275,60.8859539391506,31.2242215296329,25.1485596081082,31.5359050510067,WBGene00021006,WBGene00021006,History: N.A.
WBGene00010871,M05B5.3,77.4955310870295,-0.846245228971907,0.0008527868909336,23.0042904147523,25.4143230893664,22.2386219182216,13.6276032599588,10.7763589290144,15.5746401193639,WBGene00010871,WBGene00010871,History: N.A.
WBGene00013554,Y75B8A.19,2258.52302944034,0.18365321553248,0.0008604661951585,354.382815248746,358.766155125706,358.762495003836,407.127262789874,409.778454250838,399.762779543366,WBGene00013554,WBGene00013554,History: N.A.
WBGene00018240,cox-17,112.448947246945,0.679938892279074,0.0008654525339509,99.2662407766085,112.389543714,95.6369945284012,152.854546494654,172.753724845774,165.781962247151,WBGene00018240,WBGene00018240,History: N.A.
WBGene00206357,C09D4.9,28.6782132685561,-1.42284775777564,0.0008727263622262,34.6039420336195,50.6999872124026,37.0431073829464,17.2482890864625,14.7092694099452,13.3484974618735,WBGene00206357,WBGene00206357,History: N.A.
WBGene00010719,K09E4.1,21.9586194317701,-1.69489424632876,0.0008819069696107,10.1061779598327,9.05959067378985,12.9315396982379,1.66679041174498,4.02739052926049,4.38577422925918,WBGene00010719,WBGene00010719,History: N.A.
WBGene00011597,zim-1,209.565925158582,0.510719988437831,0.0008819069696107,30.9354393799614,32.3602389448177,37.6411893319791,47.4591872050703,49.6591770955951,46.8440351728824,WBGene00011597,WBGene00011597,History: N.A.
WBGene00008243,C50H2.7,1781.82140726114,0.208317381395409,0.0008941213277439,1139.73301142477,1195.70646533511,1115.15187850745,1296.52055360006,1325.58535039626,1367.6912875618,WBGene00008243,WBGene00008243,History: N.A.
WBGene00044220,Y102A5C.35,972.958964274182,0.272913468698679,0.0008952265150783,377.728356383287,377.436460866702,336.961418381557,417.201263517184,447.913241869148,453.945641946175,WBGene00044220,WBGene00044220,History: N.A.
WBGene00011466,T05C12.1,47.1113428372364,-1.08579495117933,0.0008982952150158,21.5859523242348,22.3051262056787,25.7070988736018,12.1518938579119,8.56393804417797,12.7677566893799,WBGene00011466,WBGene00011466,History: N.A.
WBGene00020973,W03B1.3,21.4948192056587,-1.65390592880617,0.0009088092440455,13.1224346563947,11.4865777929807,10.5355573859965,2.62050360098184,4.22120314192689,4.37793672669455,WBGene00020973,WBGene00020973,History: N.A.
WBGene00011230,nud-2,207.234946310725,0.500612031101089,0.0009340869714844,54.5844608647472,58.3479703087461,51.1280127529265,76.8213239745571,79.4751878579189,75.0271196253139,WBGene00011230,WBGene00011230,History: N.A.
WBGene00006498,ten-1,16.1733507471144,-1.96353365143159,0.0009391770165226,1.22624851742365,0.878492306041197,1.01627180748824,0.250519812439542,0.336288738224628,0.183106961068223,WBGene00006498,WBGene00006498,History: Renamed on 2005-07-26; Renamed on 2010-08-17
WBGene00011015,R04F11.2,87.8798723621929,-0.790733703770183,0.0009447849189588,58.9270027384101,77.7322458405257,75.4954634163309,44.3338376774803,38.9049517002175,39.658579415711,WBGene00011015,WBGene00011015,History: N.A.
WBGene00009187,F27D4.1,48.8305867915236,-1.04779285740662,0.0009499614714798,21.818182146418,21.4132499597542,22.5598730479253,8.72345775459121,10.3985281983887,13.2621756087984,WBGene00009187,WBGene00009187,History: N.A.
WBGene00013513,Y71A12C.2,47.1490952985839,-1.04671226268425,0.0009580832296429,30.7115610376402,32.0279845301811,31.310818984285,15.4367767392038,14.5052396652039,15.7960113007865,WBGene00013513,WBGene00013513,History: N.A.
WBGene00018017,golg-2,108.253867752633,-0.695710336697436,0.000972228978485,15.3395923924082,15.6140808488406,17.0524219539059,11.0849694345593,9.12866735492877,9.46761544877396,WBGene00018017,WBGene00018017,History: N.A.
