# CSR-1 22G-RNA targets,,,
# CSR-1 targets > 1 RPM,> 1 RPM in IP and log2FC (IP/Input) > 1,,
# CSR-1 targets > 50 RPM,> 50 RPM in IP and log2FC (IP/Input) > 1,,
# CSR-1 targets > 150 RPM,> 150 RPM in IP and log2FC (IP/Input) > 1,,
# Sorted embryos,1 cell,early vs 1-cell,late vs 1-cell
# Stable,> 1TPM,has to be -0.5< log2FC <0.5,has to be -0.5< log2FC <0.5
# Late degraded,> 1TPM,has to be -0.5< log2FC <0.5,has to be log2FC < -1
# Early degraded,> 1TPM,has to be log2FC < -1,has to be log2FC < -1
# Maternal cleared ,> 1TPM,has to be log2FC < -0.5,has to be log2FC < -1
# Newly zygotic,< 1TPM,> 1TPM and log2FC > 1,> 1TPM and log2FC > 1
# Maternal and zygotic,> 1TPM,log2FC > 0.5,
# Maternal and zygotic,> 1TPM,,log2FC > 0.5
# all in 1-Cell,> 1TPM,,
CSR-1 Embryo Targets 1–50 RPM (1432),Unnamed: 1,Unnamed: 2,Unnamed: 3,Input,Suggested Match,History
WBGene00011935,,,,WBGene00011935,WBGene00011935,History: Renamed on 2007-05-03
WBGene00011945,,,,WBGene00011945,WBGene00011945,History: N.A.
WBGene00011956,,,,WBGene00011956,WBGene00011956,History: N.A.
WBGene00011962,,,,WBGene00011962,WBGene00011962,History: N.A.
WBGene00011967,,,,WBGene00011967,WBGene00011967,History: N.A.
WBGene00011970,,,,WBGene00011970,WBGene00011970,History: N.A.
WBGene00011976,,,,WBGene00011976,WBGene00011976,History: N.A.
WBGene00012002,,,,WBGene00012002,WBGene00012002,History: N.A.
WBGene00012041,,,,WBGene00012041,WBGene00012041,History: N.A.
WBGene00012059,,,,WBGene00012059,WBGene00012059,History: N.A.
WBGene00012074,,,,WBGene00012074,WBGene00012074,History: N.A.
WBGene00012094,,,,WBGene00012094,WBGene00012094,History: N.A.
WBGene00012121,,,,WBGene00012121,WBGene00012121,"History: Split into ""WBGene00044793"" on 2006-03-22"
WBGene00012136,,,,WBGene00012136,WBGene00012136,History: N.A.
WBGene00012149,,,,WBGene00012149,WBGene00012149,History: N.A.
WBGene00012166,,,,WBGene00012166,WBGene00012166,History: N.A.
WBGene00012167,,,,WBGene00012167,WBGene00012167,History: N.A.
WBGene00012182,,,,WBGene00012182,WBGene00012182,History: N.A.
WBGene00012187,,,,WBGene00012187,WBGene00012187,History: N.A.
WBGene00012192,,,,WBGene00012192,WBGene00012192,History: N.A.
WBGene00012203,,,,WBGene00012203,WBGene00012203,History: N.A.
WBGene00012205,,,,WBGene00012205,WBGene00012205,History: N.A.
WBGene00012208,,,,WBGene00012208,WBGene00012208,History: N.A.
WBGene00012245,,,,WBGene00012245,WBGene00012245,History: N.A.
WBGene00012316,,,,WBGene00012316,WBGene00012316,History: N.A.
WBGene00012317,,,,WBGene00012317,WBGene00012317,History: Renamed on 2015-07-03
WBGene00012324,,,,WBGene00012324,WBGene00012324,History: Renamed on 2006-05-15
WBGene00012347,,,,WBGene00012347,WBGene00012347,History: N.A.
WBGene00012354,,,,WBGene00012354,WBGene00012354,History: N.A.
WBGene00012361,,,,WBGene00012361,WBGene00012361,History: N.A.
WBGene00012376,,,,WBGene00012376,WBGene00012376,History: N.A.
WBGene00012385,,,,WBGene00012385,WBGene00012385,History: N.A.
WBGene00012389,,,,WBGene00012389,WBGene00012389,History: N.A.
WBGene00012435,,,,WBGene00012435,WBGene00012435,History: N.A.
WBGene00012436,,,,WBGene00012436,WBGene00012436,History: N.A.
WBGene00012458,,,,WBGene00012458,WBGene00012458,History: N.A.
WBGene00012463,,,,WBGene00012463,WBGene00012463,History: N.A.
WBGene00012465,,,,WBGene00012465,WBGene00012465,History: N.A.
WBGene00012466,,,,WBGene00012466,WBGene00012466,History: N.A.
WBGene00012497,,,,WBGene00012497,WBGene00012497,History: N.A.
WBGene00012512,,,,WBGene00012512,WBGene00012512,History: N.A.
WBGene00012528,,,,WBGene00012528,WBGene00012528,History: N.A.
WBGene00012546,,,,WBGene00012546,WBGene00012546,History: N.A.
WBGene00012550,,,,WBGene00012550,WBGene00012550,History: Renamed on 2018-11-12
WBGene00012553,,,,WBGene00012553,WBGene00012553,History: Renamed on 2017-09-05
WBGene00012578,,,,WBGene00012578,WBGene00012578,History: N.A.
WBGene00012600,,,,WBGene00012600,WBGene00012600,History: N.A.
WBGene00012643,,,,WBGene00012643,WBGene00012643,History: N.A.
WBGene00012645,,,,WBGene00012645,WBGene00012645,History: N.A.
WBGene00012646,,,,WBGene00012646,WBGene00012646,History: N.A.
WBGene00012647,,,,WBGene00012647,WBGene00012647,History: N.A.
WBGene00012652,,,,WBGene00012652,WBGene00012652,History: N.A.
WBGene00012658,,,,WBGene00012658,WBGene00012658,History: N.A.
WBGene00012660,,,,WBGene00012660,WBGene00012660,History: N.A.
WBGene00012672,,,,WBGene00012672,WBGene00012672,History: N.A.
WBGene00012697,,,,WBGene00012697,WBGene00012697,History: N.A.
WBGene00012713,,,,WBGene00012713,WBGene00012713,History: N.A.
WBGene00012716,,,,WBGene00012716,WBGene00012716,History: N.A.
WBGene00012733,,,,WBGene00012733,WBGene00012734,"History: Merged into ""WBGene00012734"" on 2019-10-21"
WBGene00012735,,,,WBGene00012735,WBGene00012735,History: N.A.
WBGene00012738,,,,WBGene00012738,WBGene00012738,History: N.A.
WBGene00012765,,,,WBGene00012765,WBGene00012765,History: N.A.
WBGene00012766,,,,WBGene00012766,WBGene00012766,History: N.A.
WBGene00012780,,,,WBGene00012780,WBGene00012780,History: N.A.
WBGene00012830,,,,WBGene00012830,WBGene00012830,History: N.A.
WBGene00012861,,,,WBGene00012861,WBGene00012861,History: N.A.
WBGene00012885,,,,WBGene00012885,WBGene00012885,History: N.A.
WBGene00012888,,,,WBGene00012888,WBGene00012888,History: N.A.
WBGene00012916,,,,WBGene00012916,WBGene00012916,History: N.A.
WBGene00012932,,,,WBGene00012932,WBGene00012932,History: N.A.
WBGene00012935,,,,WBGene00012935,WBGene00012935,History: N.A.
WBGene00012961,,,,WBGene00012961,WBGene00012961,History: N.A.
WBGene00012964,,,,WBGene00012964,WBGene00012964,History: N.A.
WBGene00012977,,,,WBGene00012977,WBGene00012977,History: N.A.
WBGene00012987,,,,WBGene00012987,WBGene00012987,History: N.A.
WBGene00012988,,,,WBGene00012988,WBGene00012988,History: N.A.
WBGene00013000,,,,WBGene00013000,WBGene00013000,History: N.A.
WBGene00013001,,,,WBGene00013001,WBGene00013001,"History: Split into Y48E1B.17(WBGene00303002). History of WBGene00013001: Split into ""WBGene00303002"" on 2018-03-06"
WBGene00013004,,,,WBGene00013004,WBGene00013004,History: N.A.
WBGene00013006,,,,WBGene00013006,WBGene00013006,History: N.A.
WBGene00013016,,,,WBGene00013016,WBGene00008444,"History: Merged into ""WBGene00008444"" on 2016-04-19"
WBGene00013082,,,,WBGene00013082,WBGene00013082,History: N.A.
WBGene00013096,,,,WBGene00013096,WBGene00013096,History: N.A.
WBGene00013129,,,,WBGene00013129,WBGene00013129,History: N.A.
WBGene00013131,,,,WBGene00013131,WBGene00013131,"History: Merged into ""WBGene00009220"" on 2005-11-18"
WBGene00013140,,,,WBGene00013140,WBGene00013140,History: Renamed on 2007-03-09
WBGene00013176,,,,WBGene00013176,WBGene00013176,History: N.A.
WBGene00013177,,,,WBGene00013177,WBGene00013177,History: N.A.
WBGene00013210,,,,WBGene00013210,WBGene00013210,History: N.A.
WBGene00013217,,,,WBGene00013217,WBGene00013217,History: N.A.
WBGene00013237,,,,WBGene00013237,WBGene00013237,History: N.A.
WBGene00013253,,,,WBGene00013253,WBGene00013253,History: N.A.
WBGene00013256,,,,WBGene00013256,WBGene00013256,History: N.A.
WBGene00013265,,,,WBGene00013265,WBGene00013265,History: N.A.
WBGene00013306,,,,WBGene00013306,WBGene00013306,History: N.A.
WBGene00013308,,,,WBGene00013308,WBGene00013308,"History: Split into Y57G11C.1147(WBGene00303007). History of WBGene00013308: Split into ""WBGene00303007"" on 2018-03-06"
WBGene00013324,,,,WBGene00013324,WBGene00013324,History: N.A.
WBGene00013349,,,,WBGene00013349,WBGene00013349,History: N.A.
WBGene00013354,,,,WBGene00013354,WBGene00013354,History: N.A.
WBGene00013358,,,,WBGene00013358,WBGene00013358,History: N.A.
WBGene00013360,,,,WBGene00013360,WBGene00013360,History: N.A.
WBGene00013371,,,,WBGene00013371,WBGene00013371,History: N.A.
WBGene00013381,,,,WBGene00013381,WBGene00013381,History: N.A.
WBGene00013419,,,,WBGene00013419,WBGene00013419,History: N.A.
WBGene00013438,,,,WBGene00013438,WBGene00013438,History: N.A.
WBGene00013442,,,,WBGene00013442,WBGene00013442,History: N.A.
WBGene00013465,,,,WBGene00013465,WBGene00013465,History: N.A.
WBGene00013482,,,,WBGene00013482,WBGene00013482,History: N.A.
WBGene00013522,,,,WBGene00013522,WBGene00013522,History: N.A.
WBGene00013529,,,,WBGene00013529,WBGene00013529,History: Renamed on 2021-12-09
WBGene00013538,,,,WBGene00013538,WBGene00013538,History: Renamed on 2018-05-24
WBGene00013595,,,,WBGene00013595,WBGene00013595,History: N.A.
WBGene00013668,,,,WBGene00013668,WBGene00013668,History: N.A.
WBGene00013686,,,,WBGene00013686,WBGene00013682,"History: Merged into ""WBGene00013682"" on 2014-10-09"
WBGene00013687,,,,WBGene00013687,WBGene00013687,History: N.A.
WBGene00013691,,,,WBGene00013691,WBGene00013691,History: N.A.
WBGene00013718,,,,WBGene00013718,WBGene00013718,History: N.A.
WBGene00013724,,,,WBGene00013724,WBGene00013724,History: N.A.
WBGene00013732,,,,WBGene00013732,WBGene00013732,History: N.A.
WBGene00013733,,,,WBGene00013733,WBGene00013732,"History: Merged into ""WBGene00013732"" on 2016-10-20"
WBGene00013734,,,,WBGene00013734,WBGene00013734,History: N.A.
WBGene00013735,,,,WBGene00013735,WBGene00013735,History: N.A.
WBGene00013740,,,,WBGene00013740,WBGene00013740,History: N.A.
WBGene00013794,,,,WBGene00013794,WBGene00013794,History: N.A.
WBGene00013797,,,,WBGene00013797,WBGene00013797,History: N.A.
WBGene00013804,,,,WBGene00013804,WBGene00013804,History: N.A.
WBGene00013876,,,,WBGene00013876,WBGene00013876,History: N.A.
WBGene00013892,,,,WBGene00013892,WBGene00013892,History: N.A.
WBGene00013898,,,,WBGene00013898,WBGene00013898,History: N.A.
WBGene00013934,,,,WBGene00013934,WBGene00013934,History: N.A.
WBGene00013967,,,,WBGene00013967,WBGene00013967,History: N.A.
WBGene00014004,,,,WBGene00014004,WBGene00014004,History: N.A.
WBGene00014014,,,,WBGene00014014,WBGene00014014,History: N.A.
WBGene00014016,,,,WBGene00014016,WBGene00014016,History: N.A.
WBGene00014017,,,,WBGene00014017,WBGene00014017,History: N.A.
WBGene00014020,,,,WBGene00014020,WBGene00014020,History: N.A.
WBGene00014030,,,,WBGene00014030,WBGene00014030,History: N.A.
WBGene00014031,,,,WBGene00014031,WBGene00014031,History: N.A.
WBGene00014054,,,,WBGene00014054,WBGene00014054,History: N.A.
WBGene00014086,,,,WBGene00014086,WBGene00014086,History: N.A.
WBGene00014098,,,,WBGene00014098,WBGene00014098,History: N.A.
WBGene00014112,,,,WBGene00014112,WBGene00014112,"History: Split into ZK856.19(WBGene00303100). History of WBGene00014112: Split into ""WBGene00303100"" on 2018-03-02"
WBGene00014114,,,,WBGene00014114,WBGene00014114,History: Renamed on 2012-07-04
WBGene00014115,,,,WBGene00014115,WBGene00014115,History: N.A.
WBGene00014119,,,,WBGene00014119,WBGene00014119,History: N.A.
WBGene00014144,,,,WBGene00014144,WBGene00014144,History: N.A.
WBGene00014202,,,,WBGene00014202,WBGene00014202,History: N.A.
WBGene00014215,,,,WBGene00014215,WBGene00014215,History: N.A.
WBGene00014222,,,,WBGene00014222,WBGene00014222,History: N.A.
WBGene00014228,,,,WBGene00014228,WBGene00014228,History: N.A.
WBGene00014230,,,,WBGene00014230,WBGene00014230,History: N.A.
WBGene00014258,,,,WBGene00014258,WBGene00014258,History: N.A.
WBGene00015009,,,,WBGene00015009,WBGene00015009,"History: Split into B0041.12(WBGene00303032). History of WBGene00015009: Split into ""WBGene00303032"" on 2018-03-02"
WBGene00015011,,,,WBGene00015011,WBGene00015011,History: N.A.
WBGene00015035,,,,WBGene00015035,WBGene00015035,History: N.A.
WBGene00015057,,,,WBGene00015057,WBGene00015057,History: N.A.
WBGene00015063,,,,WBGene00015063,WBGene00015063,History: N.A.
WBGene00015095,,,,WBGene00015095,WBGene00015095,History: N.A.
WBGene00015126,,,,WBGene00015126,WBGene00015126,History: N.A.
WBGene00015133,,,,WBGene00015133,WBGene00015133,History: N.A.
WBGene00015138,,,,WBGene00015138,WBGene00015138,History: N.A.
WBGene00015150,,,,WBGene00015150,WBGene00015150,History: N.A.
WBGene00015171,,,,WBGene00015171,WBGene00015171,History: Renamed on 2016-08-02
WBGene00015181,,,,WBGene00015181,WBGene00015181,History: N.A.
WBGene00015187,,,,WBGene00015187,WBGene00015188,"History: Merged into ""WBGene00015188"" on 2015-04-30"
WBGene00015189,,,,WBGene00015189,WBGene00015189,History: N.A.
WBGene00015194,,,,WBGene00015194,WBGene00015194,History: N.A.
WBGene00015205,,,,WBGene00015205,WBGene00015205,History: N.A.
WBGene00015235,,,,WBGene00015235,WBGene00015235,History: Renamed on 2007-02-16; Renamed on 2007-03-06
WBGene00015245,,,,WBGene00015245,WBGene00015245,History: N.A.
WBGene00015285,,,,WBGene00015285,WBGene00015285,History: N.A.
WBGene00015296,,,,WBGene00015296,WBGene00015296,History: N.A.
WBGene00015327,,,,WBGene00015327,WBGene00015327,History: N.A.
WBGene00015329,,,,WBGene00015329,WBGene00015329,History: N.A.
WBGene00015346,,,,WBGene00015346,WBGene00015346,History: N.A.
WBGene00015360,,,,WBGene00015360,WBGene00015360,History: N.A.
WBGene00015391,,,,WBGene00015391,WBGene00015391,History: N.A.
WBGene00015413,,,,WBGene00015413,WBGene00015413,History: N.A.
WBGene00015450,,,,WBGene00015450,WBGene00015450,History: N.A.
WBGene00015460,,,,WBGene00015460,WBGene00015460,History: N.A.
WBGene00015461,,,,WBGene00015461,WBGene00015461,History: N.A.
WBGene00015477,,,,WBGene00015477,WBGene00015477,History: N.A.
WBGene00015507,,,,WBGene00015507,WBGene00015507,History: N.A.
WBGene00015509,,,,WBGene00015509,WBGene00015509,History: N.A.
WBGene00015512,,,,WBGene00015512,WBGene00015512,History: N.A.
WBGene00015513,,,,WBGene00015513,WBGene00015513,History: N.A.
WBGene00015538,,,,WBGene00015538,WBGene00015538,History: N.A.
WBGene00015540,,,,WBGene00015540,WBGene00015540,History: N.A.
WBGene00015541,,,,WBGene00015541,WBGene00015541,History: N.A.
WBGene00015624,,,,WBGene00015624,WBGene00015624,History: N.A.
WBGene00015658,,,,WBGene00015658,WBGene00015658,History: N.A.
WBGene00015678,,,,WBGene00015678,WBGene00015678,History: N.A.
WBGene00015687,,,,WBGene00015687,WBGene00015687,History: N.A.
WBGene00015691,,,,WBGene00015691,WBGene00015691,History: N.A.
WBGene00015697,,,,WBGene00015697,WBGene00015697,History: N.A.
WBGene00015703,,,,WBGene00015703,WBGene00015703,History: N.A.
WBGene00015744,,,,WBGene00015744,WBGene00015744,History: N.A.
WBGene00015745,,,,WBGene00015745,WBGene00015745,"History: Split into C13F10.8(WBGene00303039). History of WBGene00015745: Split into ""WBGene00303039"" on 2018-03-02"
WBGene00015746,,,,WBGene00015746,WBGene00015746,History: N.A.
WBGene00015755,,,,WBGene00015755,WBGene00015755,History: N.A.
WBGene00015778,,,,WBGene00015778,WBGene00015778,History: N.A.
WBGene00015800,,,,WBGene00015800,WBGene00015800,History: N.A.
WBGene00015801,,,,WBGene00015801,WBGene00015801,History: N.A.
WBGene00015866,,,,WBGene00015866,WBGene00015866,History: N.A.
WBGene00015899,,,,WBGene00015899,WBGene00015899,History: N.A.
WBGene00015938,,,,WBGene00015938,WBGene00015938,History: N.A.
WBGene00015941,,,,WBGene00015941,WBGene00015941,History: N.A.
WBGene00015966,,,,WBGene00015966,WBGene00015968,"History: Merged into ""WBGene00015968"" on 2017-09-21"
WBGene00015971,,,,WBGene00015971,WBGene00015971,History: N.A.
WBGene00015972,,,,WBGene00015972,WBGene00015972,History: N.A.
WBGene00015974,,,,WBGene00015974,WBGene00015974,History: N.A.
WBGene00015976,,,,WBGene00015976,WBGene00015976,History: N.A.
WBGene00015978,,,,WBGene00015978,WBGene00015978,History: N.A.
WBGene00016038,,,,WBGene00016038,WBGene00016038,History: Renamed on 2006-06-30
WBGene00016055,,,,WBGene00016055,WBGene00016055,History: N.A.
WBGene00016057,,,,WBGene00016057,WBGene00016057,History: N.A.
WBGene00016088,,,,WBGene00016088,WBGene00016088,History: N.A.
WBGene00016116,,,,WBGene00016116,WBGene00016116,History: N.A.
WBGene00016138,,,,WBGene00016138,WBGene00016138,History: N.A.
WBGene00016139,,,,WBGene00016139,WBGene00016139,History: N.A.
WBGene00016156,,,,WBGene00016156,WBGene00016156,History: N.A.
WBGene00016188,,,,WBGene00016188,WBGene00016188,History: N.A.
WBGene00016226,,,,WBGene00016226,WBGene00016226,History: N.A.
WBGene00016244,,,,WBGene00016244,WBGene00016244,History: N.A.
WBGene00016245,,,,WBGene00016245,WBGene00016245,History: N.A.
WBGene00016258,,,,WBGene00016258,WBGene00016258,History: N.A.
WBGene00016261,,,,WBGene00016261,WBGene00016261,History: N.A.
WBGene00016303,,,,WBGene00016303,WBGene00016303,History: N.A.
WBGene00016311,,,,WBGene00016311,WBGene00016311,History: N.A.
WBGene00016316,,,,WBGene00016316,WBGene00016316,History: N.A.
WBGene00016318,,,,WBGene00016318,WBGene00016318,History: N.A.
WBGene00016323,,,,WBGene00016323,WBGene00016323,History: N.A.
WBGene00016353,,,,WBGene00016353,WBGene00016353,History: N.A.
WBGene00016375,,,,WBGene00016375,WBGene00016375,History: N.A.
WBGene00016380,,,,WBGene00016380,WBGene00016380,History: Renamed on 2004-06-24
WBGene00016381,,,,WBGene00016381,WBGene00016381,History: N.A.
WBGene00016387,,,,WBGene00016387,WBGene00016387,History: N.A.
WBGene00016390,,,,WBGene00016390,WBGene00016390,History: N.A.
WBGene00016391,,,,WBGene00016391,WBGene00016391,History: N.A.
WBGene00016400,,,,WBGene00016400,WBGene00016400,History: N.A.
WBGene00016409,,,,WBGene00016409,WBGene00016409,History: N.A.
WBGene00016411,,,,WBGene00016411,WBGene00016411,"History: Split into C34E10.12(WBGene00303005). History of WBGene00016411: Split into ""WBGene00303005"" on 2018-03-06"
WBGene00016412,,,,WBGene00016412,WBGene00016412,History: N.A.
WBGene00016415,,,,WBGene00016415,WBGene00016415,History: N.A.
WBGene00016449,,,,WBGene00016449,WBGene00016449,History: N.A.
WBGene00016453,,,,WBGene00016453,WBGene00016453,History: N.A.
WBGene00016457,,,,WBGene00016457,WBGene00016457,History: N.A.
WBGene00016501,,,,WBGene00016501,WBGene00016501,History: N.A.
WBGene00016507,,,,WBGene00016507,WBGene00016507,History: Renamed on 2015-07-17
WBGene00016511,,,,WBGene00016511,WBGene00016511,History: N.A.
WBGene00016539,,,,WBGene00016539,WBGene00016539,History: Renamed on 2010-04-30; Renamed on 2011-03-03; Renamed on 2011-03-24; Renamed on 2014-04-28
WBGene00016573,,,,WBGene00016573,WBGene00016573,History: N.A.
WBGene00016592,,,,WBGene00016592,WBGene00016592,History: N.A.
WBGene00016602,,,,WBGene00016602,WBGene00016602,History: N.A.
WBGene00016607,,,,WBGene00016607,WBGene00016607,History: N.A.
WBGene00016608,,,,WBGene00016608,WBGene00016608,History: N.A.
WBGene00016610,,,,WBGene00016610,WBGene00016610,History: N.A.
WBGene00016642,,,,WBGene00016642,WBGene00016642,History: N.A.
WBGene00016643,,,,WBGene00016643,WBGene00016643,History: N.A.
WBGene00016671,,,,WBGene00016671,WBGene00016671,History: N.A.
WBGene00016676,,,,WBGene00016676,WBGene00016676,History: N.A.
WBGene00016704,,,,WBGene00016704,WBGene00016704,History: N.A.
WBGene00016725,,,,WBGene00016725,WBGene00016725,History: N.A.
WBGene00016728,,,,WBGene00016728,WBGene00016728,History: N.A.
WBGene00016735,,,,WBGene00016735,WBGene00016735,History: N.A.
WBGene00016739,,,,WBGene00016739,WBGene00016739,History: Renamed on 2016-08-03
WBGene00016746,,,,WBGene00016746,WBGene00016746,History: N.A.
WBGene00016750,,,,WBGene00016750,WBGene00016750,History: N.A.
WBGene00016764,,,,WBGene00016764,WBGene00016764,History: N.A.
WBGene00016793,,,,WBGene00016793,WBGene00016793,History: N.A.
WBGene00016811,,,,WBGene00016811,WBGene00016811,History: N.A.
WBGene00016812,,,,WBGene00016812,WBGene00016812,History: N.A.
WBGene00016824,,,,WBGene00016824,WBGene00016824,History: N.A.
WBGene00016867,,,,WBGene00016867,WBGene00016867,History: N.A.
WBGene00016868,,,,WBGene00016868,WBGene00016868,History: N.A.
WBGene00016873,,,,WBGene00016873,WBGene00016873,History: N.A.
WBGene00016888,,,,WBGene00016888,WBGene00016888,History: N.A.
WBGene00016902,,,,WBGene00016902,WBGene00016902,History: N.A.
WBGene00016905,,,,WBGene00016905,WBGene00016905,History: N.A.
WBGene00016939,,,,WBGene00016939,WBGene00016939,History: N.A.
WBGene00016955,,,,WBGene00016955,WBGene00016955,"History: Split into C55C3.73(WBGene00303049). History of WBGene00016955: Split into ""WBGene00303049"" on 2018-03-02"
WBGene00016960,,,,WBGene00016960,WBGene00016960,History: N.A.
WBGene00016968,,,,WBGene00016968,WBGene00016968,History: N.A.
WBGene00016970,,,,WBGene00016970,WBGene00016970,History: N.A.
WBGene00016978,,,,WBGene00016978,WBGene00016978,"History: Split into C56G2.22(WBGene00303050). History of WBGene00016978: Split into ""WBGene00303050"" on 2018-03-02"
WBGene00016980,,,,WBGene00016980,WBGene00016980,History: N.A.
WBGene00017011,,,,WBGene00017011,WBGene00017011,History: N.A.
WBGene00017037,,,,WBGene00017037,WBGene00017037,History: N.A.
WBGene00017046,,,,WBGene00017046,WBGene00017046,History: N.A.
WBGene00017062,,,,WBGene00017062,WBGene00017062,History: N.A.
WBGene00017085,,,,WBGene00017085,WBGene00017085,History: N.A.
WBGene00017132,,,,WBGene00017132,WBGene00017132,History: Renamed on 2006-10-16; Renamed on 2014-03-28; Renamed on 2014-09-02; Renamed on 2015-03-25; Renamed on 2015-03-25
WBGene00017135,,,,WBGene00017135,WBGene00017135,History: N.A.
WBGene00017147,,,,WBGene00017147,WBGene00017147,History: N.A.
WBGene00017157,,,,WBGene00017157,WBGene00017157,History: N.A.
WBGene00017158,,,,WBGene00017158,WBGene00017158,History: N.A.
WBGene00017159,,,,WBGene00017159,WBGene00017159,History: N.A.
WBGene00017178,,,,WBGene00017178,WBGene00017178,History: N.A.
WBGene00017195,,,,WBGene00017195,WBGene00017195,History: N.A.
WBGene00017217,,,,WBGene00017217,WBGene00017217,History: N.A.
WBGene00017244,,,,WBGene00017244,WBGene00017244,History: N.A.
WBGene00017263,,,,WBGene00017263,WBGene00017263,History: N.A.
WBGene00017269,,,,WBGene00017269,WBGene00017269,History: N.A.
WBGene00017275,,,,WBGene00017275,WBGene00017275,History: N.A.
WBGene00017283,,,,WBGene00017283,WBGene00017283,History: N.A.
WBGene00017289,,,,WBGene00017289,WBGene00017289,History: N.A.
WBGene00017293,,,,WBGene00017293,WBGene00017293,History: N.A.
WBGene00017304,,,,WBGene00017304,WBGene00017304,History: N.A.
WBGene00017321,,,,WBGene00017321,WBGene00017321,History: N.A.
WBGene00017328,,,,WBGene00017328,WBGene00017328,History: N.A.
WBGene00017332,,,,WBGene00017332,WBGene00017332,History: N.A.
WBGene00017342,,,,WBGene00017342,WBGene00017342,History: N.A.
WBGene00017356,,,,WBGene00017356,WBGene00017356,History: N.A.
WBGene00017360,,,,WBGene00017360,WBGene00017360,History: N.A.
WBGene00017449,,,,WBGene00017449,WBGene00017449,History: N.A.
WBGene00017480,,,,WBGene00017480,WBGene00017480,History: N.A.
WBGene00017548,,,,WBGene00017548,WBGene00017548,History: N.A.
WBGene00017584,,,,WBGene00017584,WBGene00017584,History: N.A.
WBGene00017589,,,,WBGene00017589,WBGene00017589,History: N.A.
WBGene00017640,,,,WBGene00017640,WBGene00017640,History: N.A.
WBGene00017675,,,,WBGene00017675,WBGene00017675,History: N.A.
WBGene00017676,,,,WBGene00017676,WBGene00017676,History: N.A.
WBGene00017701,,,,WBGene00017701,WBGene00017701,History: N.A.
WBGene00017708,,,,WBGene00017708,WBGene00017708,History: N.A.
WBGene00017712,,,,WBGene00017712,WBGene00017712,History: N.A.
WBGene00017734,,,,WBGene00017734,WBGene00017734,History: N.A.
WBGene00017742,,,,WBGene00017742,WBGene00017742,History: N.A.
WBGene00017746,,,,WBGene00017746,WBGene00017746,History: N.A.
WBGene00017749,,,,WBGene00017749,WBGene00017749,History: N.A.
WBGene00017766,,,,WBGene00017766,WBGene00017766,History: N.A.
WBGene00017799,,,,WBGene00017799,WBGene00017799,History: N.A.
WBGene00017811,,,,WBGene00017811,WBGene00017811,History: N.A.
WBGene00017825,,,,WBGene00017825,WBGene00017825,History: N.A.
WBGene00017864,,,,WBGene00017864,WBGene00017864,History: N.A.
WBGene00017874,,,,WBGene00017874,WBGene00017874,History: N.A.
WBGene00017886,,,,WBGene00017886,WBGene00017886,History: N.A.
WBGene00017891,,,,WBGene00017891,WBGene00017891,History: N.A.
WBGene00017929,,,,WBGene00017929,WBGene00017929,History: N.A.
WBGene00017934,,,,WBGene00017934,WBGene00017934,History: N.A.
WBGene00017939,,,,WBGene00017939,WBGene00017939,History: N.A.
WBGene00017982,,,,WBGene00017982,WBGene00017982,History: N.A.
WBGene00017984,,,,WBGene00017984,WBGene00017984,History: N.A.
WBGene00017985,,,,WBGene00017985,WBGene00017985,History: N.A.
WBGene00017986,,,,WBGene00017986,WBGene00017986,History: N.A.
WBGene00018018,,,,WBGene00018018,WBGene00018018,History: N.A.
WBGene00018024,,,,WBGene00018024,WBGene00018024,History: N.A.
WBGene00018037,,,,WBGene00018037,WBGene00018037,History: N.A.
WBGene00018045,,,,WBGene00018045,WBGene00018045,History: N.A.
WBGene00018046,,,,WBGene00018046,WBGene00018046,History: N.A.
WBGene00018064,,,,WBGene00018064,WBGene00018064,History: N.A.
WBGene00018076,,,,WBGene00018076,WBGene00018076,History: N.A.
WBGene00018131,,,,WBGene00018131,WBGene00018131,History: N.A.
WBGene00018145,,,,WBGene00018145,WBGene00018145,History: N.A.
WBGene00018154,,,,WBGene00018154,WBGene00018154,History: N.A.
WBGene00018159,,,,WBGene00018159,WBGene00018159,History: N.A.
WBGene00018164,,,,WBGene00018164,WBGene00018164,History: N.A.
WBGene00018218,,,,WBGene00018218,WBGene00018218,History: N.A.
WBGene00018226,,,,WBGene00018226,WBGene00018226,History: N.A.
WBGene00018230,,,,WBGene00018230,WBGene00018230,History: N.A.
WBGene00018239,,,,WBGene00018239,WBGene00018239,History: Split into F40G9.17(WBGene00185078). History of WBGene00018239: N.A.
WBGene00018305,,,,WBGene00018305,WBGene00018305,History: N.A.
WBGene00018321,,,,WBGene00018321,WBGene00018321,History: N.A.
WBGene00018327,,,,WBGene00018327,WBGene00018327,History: N.A.
WBGene00018330,,,,WBGene00018330,WBGene00018330,History: N.A.
WBGene00018349,,,,WBGene00018349,WBGene00018349,History: N.A.
WBGene00018362,,,,WBGene00018362,WBGene00018362,History: N.A.
WBGene00018364,,,,WBGene00018364,WBGene00018364,History: Renamed on 2016-01-06
WBGene00018399,,,,WBGene00018399,WBGene00018399,History: N.A.
WBGene00018408,,,,WBGene00018408,WBGene00018408,History: N.A.
WBGene00018421,,,,WBGene00018421,WBGene00018421,History: N.A.
WBGene00018431,,,,WBGene00018431,WBGene00018431,History: N.A.
