# The gene names are based on WS215 annotation,
# ALG-3/4 targets,
Public name,Cosmid name,Input,Suggested Match,History
F34D10.8,F34D10.8,F34D10.8,WBGene00009377,Public name for WBGene00009377. History: N.A.
F34D10.9,F34D10.9,F34D10.9,WBGene00045484,Public name for WBGene00045484. History: N.A.
F35C11.2,F35C11.2,F35C11.2,WBGene00009401,Public name for WBGene00009401. History: N.A.
F35C11.5,F35C11.5,F35C11.5,WBGene00009404,Public name for WBGene00009404. History: N.A.
F35C5.1,F35C5.1,F35C5.1,WBGene00009390,Public name for WBGene00009390. History: N.A.
F35E2.5,F35E2.5,F35E2.5,WBGene00009412,Public name for WBGene00009412. History: N.A.
F35E2.9,F35E2.9,F35E2.9,WBGene00009416,"Public name for WBGene00009416. History: Split into F35E2.10(WBGene00044270). History of WBGene00009416: Split into ""WBGene00044270"" on 2005-03-18"
F35G12.2,F35G12.2,F35G12.2,WBGene00009440,Sequence name for WBGene00009440(idhg-1). History: N.A.
F35H10.2,F35H10.2,F35H10.2,WBGene00018068,Public name for WBGene00018068. History: N.A.
F35H8.1,F35H8.1,F35H8.1,WBGene00009446,Public name for WBGene00009446. History: N.A.
F36A2.10,F36A2.10,F36A2.10,WBGene00009457,Public name for WBGene00009457. History: N.A.
F36A2.11,F36A2.11,F36A2.11,WBGene00009458,Public name for WBGene00009458. History: N.A.
F36A2.12,F36A2.12,F36A2.12,WBGene00009459,"Public name for WBGene00009459. History: Split into F36A2.14(WBGene00023490). History of WBGene00009459: Split into ""WBGene00023490"" on 2004-08-20"
F36A2.14,F36A2.14,F36A2.14,WBGene00023490,Public name for WBGene00023490. History: N.A.
F36A2.7,F36A2.7,F36A2.7,WBGene00009454,Public name for WBGene00009454. History: N.A.
F36A4.2,F36A4.2,F36A4.2,WBGene00018081,Public name for WBGene00018081. History: N.A.
F36A4.4,F36A4.4,F36A4.4,WBGene00018083,Public name for WBGene00018083. History: N.A.
F36D1.4,F36D1.4,F36D1.4,WBGene00009463,Public name for WBGene00009463. History: N.A.
F36D3.4,F36D3.4,F36D3.4,WBGene00009470,Public name for WBGene00009470. History: N.A.
F36D3.5,F36D3.5,F36D3.5,WBGene00009471,Public name for WBGene00009471. History: N.A.
F36D3.8,F36D3.8,F36D3.8,WBGene00009473,"Public name for WBGene00009473. History: Split into F36D3.16(WBGene00219326). History of WBGene00009473: Split into ""WBGene00219326"" on 2012-01-09"
F36D4.1,F36D4.1,F36D4.1,WBGene00018087,Public name for WBGene00018087. History: N.A.
F36F12.7,F36F12.7,F36F12.7,WBGene00018098,Public name for WBGene00018098. History: N.A.
F36G9.15,F36G9.15,F36G9.15,WBGene00009491,Public name for WBGene00009491. History: N.A.
F36H1.3,F36H1.3,F36H1.3,WBGene00009492,Public name for WBGene00009492. History: N.A.
F36H12.10,F36H12.10,F36H12.10,WBGene00018124,Public name for WBGene00018124. History: N.A.
F36H12.13,F36H12.13,F36H12.13,WBGene00018127,"Public name for Dead gene WBGene00018126. History of WBGene00018126: Merged into ""WBGene00018127"" on 2013-10-17"
F36H12.14,F36H12.14,F36H12.14,WBGene00018127,Public name for WBGene00018127. History: N.A.
F36H12.3,F36H12.3,F36H12.3,WBGene00018119,Public name for WBGene00018119. History: N.A.
F36H12.4,F36H12.4,F36H12.4,WBGene00018120,Public name for WBGene00018120. History: N.A.
F36H12.5,F36H12.5,F36H12.5,WBGene00018121,Public name for WBGene00018121. History: N.A.
F36H12.9,F36H12.9,F36H12.9,WBGene00018123,Public name for WBGene00018123. History: N.A.
F36H2.4,F36H2.4,F36H2.4,WBGene00044247,Public name for WBGene00044247. History: N.A.
F36H2.6,F36H2.6,F36H2.6,WBGene00194653,Public name for WBGene00194653. History: N.A.
F37A4.4,F37A4.4,F37A4.4,WBGene00018134,Public name for WBGene00018134. History: N.A.
F37A4.5,F37A4.5,F37A4.5,WBGene00018135,Public name for WBGene00018135. History: N.A.
F37A8.1,F37A8.1,F37A8.1,WBGene00009501,Public name for WBGene00009501. History: N.A.
F37A8.2,F37A8.2,F37A8.2,WBGene00009502,Public name for WBGene00009502. History: N.A.
F37C12.18,F37C12.18,F37C12.18,WBGene00044005,Public name for WBGene00044005. History: N.A.
F37E3.3,F37E3.3,F37E3.3,WBGene00018158,Sequence name for WBGene00018158(comp-1). History: N.A.
F38A5.11,F38A5.11,F38A5.11,WBGene00018168,Sequence name for WBGene00018168(irld-7). History: N.A.
F38A5.2,F38A5.2,F38A5.2,WBGene00018161,Public name for WBGene00018161. History: N.A.
F38A5.6,F38A5.6,F38A5.6,WBGene00018163,Public name for WBGene00018163. History: N.A.
F38E1.3,F38E1.3,F38E1.3,WBGene00018178,Public name for WBGene00018178. History: N.A.
F38E11.5,F38E11.5,F38E11.5,WBGene00009542,Sequence name for WBGene00009542(copb-2). History: N.A.
F38H4.4,F38H4.4,F38H4.4,WBGene00009548,Public name for WBGene00009548. History: N.A.
F38H4.6,F38H4.6,F38H4.6,WBGene00009550,Public name for WBGene00009550. History: N.A.
F39E9.4,F39E9.4,F39E9.4,WBGene00018196,Sequence name for WBGene00018196(nep-13). History: N.A.
F40E3.5,F40E3.5,F40E3.5,WBGene00018232,Public name for WBGene00018232. History: N.A.
F40F11.4,F40F11.4,F40F11.4,WBGene00009589,Public name for WBGene00009589. History: N.A.
F40F9.3,F40F9.3,F40F9.3,WBGene00009581,Public name for WBGene00009581. History: N.A.
F40G12.10,F40G12.10,F40G12.10,WBGene00009605,Public name for WBGene00009605. History: N.A.
F40H6.1,F40H6.1,F40H6.1,WBGene00018253,Public name for WBGene00018253. History: N.A.
F41C3.4,F41C3.4,F41C3.4,WBGene00018270,Sequence name for WBGene00018270(eas-1). History: N.A.
F41E6.1,F41E6.1,F41E6.1,WBGene00018284,"Public name for WBGene00018284. History: Split into F41E6.17(WBGene00194909). History of WBGene00018284: Split into ""WBGene00194909"" on 2009-12-22"
F41F3.1,F41F3.1,F41F3.1,WBGene00018296,"Public name for WBGene00018296. History: Split into F41F3.9(WBGene00269385). History of WBGene00018296: Split into ""WBGene00269385"" on 2016-02-18"
F41G3.5,F41G3.5,F41G3.5,WBGene00018301,Public name for WBGene00018301. History: N.A.
F41H10.5,F41H10.5,F41H10.5,WBGene00018318,Public name for WBGene00018318. History: N.A.
F42A10.5,F42A10.5,F42A10.5,WBGene00018341,Public name for WBGene00018341. History: N.A.
F42A9.3,F42A9.3,F42A9.3,WBGene00018332,Public name for WBGene00018332. History: N.A.
F42A9.7,F42A9.7,F42A9.7,WBGene00018336,Public name for WBGene00018336. History: N.A.
F42C5.5,F42C5.5,F42C5.5,WBGene00018347,Public name for WBGene00018347. History: N.A.
F42G4.2,F42G4.2,F42G4.2,WBGene00009641,Public name for WBGene00009641. History: N.A.
F42G4.6,F42G4.6,F42G4.6,WBGene00009643,Public name for WBGene00009643. History: N.A.
F42G8.8,F42G8.8,F42G8.8,WBGene00018359,"Public name for WBGene00018359. History: Split into F42G8.18(WBGene00249816). History of WBGene00018359: Split into ""WBGene00249816"" on 2014-01-28"
F42G8.9,F42G8.9,F42G8.9,WBGene00018360,Sequence name for WBGene00018360(irld-8). History: N.A.
F42G9.1,F42G9.1,F42G9.1,WBGene00018362,Sequence name for WBGene00018362(ppm-1.G). History: N.A.
F43E2.7,F43E2.7,F43E2.7,WBGene00018395,Sequence name for WBGene00018395(mtch-1). History: N.A.
F43G9.1,F43G9.1,F43G9.1,WBGene00009664,Sequence name for WBGene00009664(idha-1). History: N.A.
F43G9.2,F43G9.2,F43G9.2,WBGene00009665,Sequence name for WBGene00009665(lmd-1). History: N.A.
F44D12.6,F44D12.6,F44D12.6,WBGene00009683,Public name for WBGene00009683. History: N.A.
F44D12.8,F44D12.8,F44D12.8,WBGene00009685,Public name for WBGene00009685. History: N.A.
F44E2.10,F44E2.10,F44E2.10,WBGene00018423,Public name for WBGene00018423. History: N.A.
F44E5.1,F44E5.1,F44E5.1,WBGene00009688,Public name for WBGene00009688. History: N.A.
F44E7.3,F44E7.3,F44E7.3,WBGene00018425,Public name for WBGene00018425. History: N.A.
F44E7.4,F44E7.4,F44E7.4,WBGene00018426,Public name for WBGene00018426. History: N.A.
F44F4.10,F44F4.10,F44F4.10,WBGene00009705,Public name for WBGene00009705. History: N.A.
F44F4.3,F44F4.3,F44F4.3,WBGene00009702,Public name for WBGene00009702. History: N.A.
F44G3.7,F44G3.7,F44G3.7,WBGene00009708,Public name for WBGene00009708. History: N.A.
F44G4.5,F44G4.5,F44G4.5,WBGene00009714,Public name for WBGene00009714. History: N.A.
F45E4.6,F45E4.6,F45E4.6,WBGene00018471,Public name for WBGene00018471. History: N.A.
F45G2.4,F45G2.4,F45G2.4,WBGene00009732,Sequence name for WBGene00009732(cope-1). History: N.A.
F46A8.6,F46A8.6,F46A8.6,WBGene00009749,Public name for WBGene00009749. History: N.A.
F46A9.2,F46A9.2,F46A9.2,WBGene00009755,Public name for WBGene00009755. History: N.A.
F46B6.5,F46B6.5,F46B6.5,WBGene00009770,Public name for WBGene00009770. History: N.A.
F46C5.7,F46C5.7,F46C5.7,WBGene00009782,Public name for WBGene00009782. History: N.A.
F46E10.10,F46E10.10,F46E10.10,WBGene00018491,Sequence name for WBGene00018491(mdh-1). History: N.A.
F46E10.2,F46E10.2,F46E10.2,WBGene00018489,Public name for WBGene00018489. History: N.A.
F46F5.6,F46F5.6,F46F5.6,WBGene00018497,Sequence name for WBGene00018497(msrp-3). History: N.A.
F47B3.4,F47B3.4,F47B3.4,WBGene00018528,Public name for WBGene00018528. History: N.A.
F47B3.7,F47B3.7,F47B3.7,WBGene00018531,Public name for WBGene00018531. History: N.A.
F47D12.7,F47D12.7,F47D12.7,WBGene00018563,Public name for WBGene00018563. History: N.A.
F47G6.3,F47G6.3,F47G6.3,WBGene00018580,Public name for WBGene00018580. History: N.A.
F47G9.1,F47G9.1,F47G9.1,WBGene00009829,Sequence name for WBGene00009829(tmed-10). History: N.A.
F49C12.11,F49C12.11,F49C12.11,WBGene00009880,Public name for WBGene00009880. History: N.A.
F49C12.15,F49C12.15,F49C12.15,WBGene00009884,Public name for WBGene00009884. History: N.A.
F49F1.12,F49F1.12,F49F1.12,WBGene00018652,Public name for WBGene00018652. History: N.A.
F52A8.5,F52A8.5,F52A8.5,WBGene00009918,Sequence name for WBGene00009918(gcsh-2). History: N.A.
F52F12.5,F52F12.5,F52F12.5,WBGene00009938,Public name for WBGene00009938. History: N.A.
F52F12.8,F52F12.8,F52F12.8,WBGene00009941,Public name for WBGene00009941. History: N.A.
F53A2.7,F53A2.7,F53A2.7,WBGene00009952,Sequence name for WBGene00009952(acaa-2). History: N.A.
F53B2.5,F53B2.5,F53B2.5,WBGene00009956,Public name for WBGene00009956. History: N.A.
F53B6.4,F53B6.4,F53B6.4,WBGene00009959,Public name for WBGene00009959. History: N.A.
F53B6.7,F53B6.7,F53B6.7,WBGene00009962,Public name for WBGene00009962. History: N.A.
F53C3.1,F53C3.1,F53C3.1,WBGene00018745,Public name for WBGene00018745. History: N.A.
F53F4.10,F53F4.10,F53F4.10,WBGene00009992,Public name for WBGene00009992. History: N.A.
F53F4.18,F53F4.18,F53F4.18,WBGene00077569,Public name for WBGene00077569. History: N.A.
F53G12.8,F53G12.8,F53G12.8,WBGene00018773,Public name for WBGene00018773. History: N.A.
F54B3.2,F54B3.2,F54B3.2,WBGene00010014,"Public name for WBGene00010014. History: Split into F54B3.4(WBGene00175034). History of WBGene00010014: Split into ""WBGene00175034"" on 2008-12-09"
F54C1.8,F54C1.8,F54C1.8,WBGene00018792,Public name for WBGene00018792. History: N.A.
F54C8.1,F54C8.1,F54C8.1,WBGene00010035,Public name for WBGene00010035. History: N.A.
F54C8.7,F54C8.7,F54C8.7,WBGene00010040,Public name for WBGene00010040. History: N.A.
F54C9.14,F54C9.14,F54C9.14,WBGene00175035,Public name for WBGene00175035. History: N.A.
F54D1.1,F54D1.1,F54D1.1,WBGene00010046,Public name for WBGene00010046. History: N.A.
F54E12.2,F54E12.2,F54E12.2,WBGene00010061,Public name for WBGene00010061. History: N.A.
F54H12.6,F54H12.6,F54H12.6,WBGene00018846,Sequence name for WBGene00018846(eef-1B.1). History: N.A.
F54H12.7,F54H12.7,F54H12.7,WBGene00044633,Public name for WBGene00044633. History: N.A.
F54H12.8,F54H12.8,F54H12.8,WBGene00045247,Public name for WBGene00045247. History: N.A.
F54H5.2,F54H5.2,F54H5.2,WBGene00018839,Public name for WBGene00018839. History: N.A.
F54H5.5,F54H5.5,F54H5.5,WBGene00018841,"Public name for WBGene00018841. History: Split into F54H5.14(WBGene00255600). History of WBGene00018841: Split into ""WBGene00255600"" on 2014-11-13"
F55A11.11,F55A11.11,F55A11.11,WBGene00010082,Public name for WBGene00010082. History: N.A.
F55A11.6,F55A11.6,F55A11.6,WBGene00010079,Public name for WBGene00010079. History: N.A.
F55C5.1,F55C5.1,F55C5.1,WBGene00010091,Sequence name for WBGene00010091(ssp-35). History: N.A.
F55C5.8,F55C5.8,F55C5.8,WBGene00010097,Sequence name for WBGene00010097(srpa-68). History: N.A.
F55D12.6,F55D12.6,F55D12.6,WBGene00010114,Public name for WBGene00010114. History: N.A.
F55F8.7,F55F8.7,F55F8.7,WBGene00018895,Public name for WBGene00018895. History: N.A.
F55H12.5,F55H12.5,F55H12.5,WBGene00010136,Public name for WBGene00010136. History: N.A.
F56A11.6,F56A11.6,F56A11.6,WBGene00018926,Public name for WBGene00018926. History: N.A.
F56A8.3,F56A8.3,F56A8.3,WBGene00010139,Public name for WBGene00010139. History: N.A.
F56C9.11,F56C9.11,F56C9.11,WBGene00018954,Sequence name for WBGene00018954(lab-2). History: N.A.
F56C9.6,F56C9.6,F56C9.6,WBGene00018950,Public name for WBGene00018950. History: N.A.
F56D5.2,F56D5.2,F56D5.2,WBGene00010147,Public name for WBGene00010147. History: N.A.
F56D6.12,F56D6.12,F56D6.12,WBGene00044474,Public name for WBGene00044474. History: N.A.
F56D6.13,F56D6.13,F56D6.13,WBGene00044475,Public name for WBGene00044475. History: N.A.
F56D6.14,F56D6.14,F56D6.14,WBGene00044476,Public name for WBGene00044476. History: N.A.
F56F3.4,F56F3.4,F56F3.4,WBGene00010155,Public name for WBGene00010155. History: N.A.
F56F4.3,F56F4.3,F56F4.3,WBGene00018980,Public name for WBGene00018980. History: N.A.
F56H1.7,F56H1.7,F56H1.7,WBGene00045483,Sequence name for WBGene00045483(oxy-5). History: N.A.
F57A8.6,F57A8.6,F57A8.6,WBGene00010181,Public name for WBGene00010181. History: N.A.
F57B10.14,F57B10.14,F57B10.14,WBGene00019007,Sequence name for WBGene00019007(ucr-11). History: N.A.
F57B10.3,F57B10.3,F57B10.3,WBGene00019001,Sequence name for WBGene00019001(ipgm-1). History: N.A.
F57B9.8,F57B9.8,F57B9.8,WBGene00018999,Public name for WBGene00018999. History: N.A.
F57F4.1,F57F4.1,F57F4.1,WBGene00019015,Public name for WBGene00019015. History: N.A.
F57H12.5,F57H12.5,F57H12.5,WBGene00019020,Public name for WBGene00019020. History: N.A.
F58A6.5,F58A6.5,F58A6.5,WBGene00019024,Public name for WBGene00019024. History: N.A.
F58A6.9,F58A6.9,F58A6.9,WBGene00019026,Public name for WBGene00019026. History: N.A.
F58B4.7,F58B4.7,F58B4.7,WBGene00077682,Public name for WBGene00077682. History: N.A.
F58D2.2,F58D2.2,F58D2.2,WBGene00010241,Public name for WBGene00010241. History: N.A.
F58D5.7,F58D5.7,F58D5.7,WBGene00010246,Public name for WBGene00010246. History: N.A.
F58E6.12,F58E6.12,F58E6.12,WBGene00077696,Sequence name for WBGene00077696(marc-1). History: N.A.
F58E6.5,F58E6.5,F58E6.5,WBGene00010254,Public name for WBGene00010254. History: N.A.
F58F12.2,F58F12.2,F58F12.2,WBGene00019062,Public name for WBGene00019062. History: N.A.
F58G1.3,F58G1.3,F58G1.3,WBGene00010265,Public name for WBGene00010265. History: N.A.
F58H1.6,F58H1.6,F58H1.6,WBGene00010289,Public name for WBGene00010289. History: N.A.
F59A1.15,F59A1.15,F59A1.15,WBGene00010300,Public name for WBGene00010300. History: N.A.
F59A3.4,F59A3.4,F59A3.4,WBGene00019077,Sequence name for WBGene00019077(zipt-11). History: N.A.
F59A3.8,F59A3.8,F59A3.8,WBGene00019081,Public name for WBGene00019081. History: N.A.
F59A6.2,F59A6.2,F59A6.2,WBGene00019084,Public name for WBGene00019084. History: N.A.
F59A6.4,F59A6.4,F59A6.4,WBGene00019086,Public name for WBGene00019086. History: N.A.
F59A7.9,F59A7.9,F59A7.9,WBGene00019096,Sequence name for WBGene00019096(cysl-4). History: N.A.
F59B2.15,F59B2.15,F59B2.15,WBGene00185006,Public name for WBGene00185006. History: N.A.
F59B2.5,F59B2.5,F59B2.5,WBGene00010309,"Sequence name for WBGene00010309(rpn-6.2). History: Split into F59B2.15(WBGene00185006). History of WBGene00010309: Split into ""WBGene00185006"" on 2009-02-27"
F59C6.3,F59C6.3,F59C6.3,WBGene00010324,"Public name for WBGene00010324. History: Split into F59C6.14(WBGene00044792). History of WBGene00010324: Split into ""WBGene00044792"" on 2006-03-20"
F59C6.5,F59C6.5,F59C6.5,WBGene00010326,Public name for WBGene00010326. History: N.A.
F59E10.3,F59E10.3,F59E10.3,WBGene00010333,Sequence name for WBGene00010333(copz-1). History: N.A.
fars-3,F22B5.9,fars-3,WBGene00001498,Public name for WBGene00001498. History: Renamed on 2010-01-29
fbxa-202,T28C12.3,fbxa-202,WBGene00020890,Public name for WBGene00020890. History: N.A.
fce-1,C04F12.10,fce-1,WBGene00001405,Public name for WBGene00001405. History: N.A.
fer-1,F43G9.6,fer-1,WBGene00001414,Public name for WBGene00001414. History: N.A.
fkb-1,F36H1.1,fkb-1,WBGene00001426,Public name for WBGene00001426. History: N.A.
fkb-2,Y18D10A.19,fkb-2,WBGene00001427,Public name for WBGene00001427. History: N.A.
fkb-6,F31D4.3,fkb-6,WBGene00001431,Public name for WBGene00001431. History: N.A.
frk-1,T04B2.2,frk-1,WBGene00001487,Public name for WBGene00001487. History: N.A.
frm-4,C24A11.8,frm-4,WBGene00001491,Public name for WBGene00001491. History: N.A.
fut-1,K08F8.3,fut-1,WBGene00001505,Public name for WBGene00001505. History: N.A.
fut-5,T05A7.10,fut-5,WBGene00043986,Public name for WBGene00043986. History: N.A.
gcy-12,F08B1.2,gcy-12,WBGene00001538,Public name for WBGene00001538. History: N.A.
gdi-1,Y57G11C.10,gdi-1,WBGene00001558,Public name for WBGene00001558. History: N.A.
gei-8,C14B9.6,gei-8,WBGene00001565,Public name for WBGene00001565. History: N.A.
glct-6,W07G9.2,glct-6,WBGene00019546,Public name for WBGene00019546. History: N.A.
gld-2,ZC308.1,gld-2,WBGene00001596,Public name for WBGene00001596. History: N.A.
glh-4,T12F5.3,glh-4,WBGene00001601,Public name for WBGene00001601. History: N.A.
gln-2,K03H1.1,gln-2,WBGene00001603,Public name for WBGene00001603. History: N.A.
glo-4,F07C3.4,glo-4,WBGene00017195,Public name for WBGene00017195. History: N.A.
gly-10,Y45F10D.3,gly-10,WBGene00001635,Public name for WBGene00001635. History: N.A.
gly-3,ZK688.8,gly-3,WBGene00001628,Public name for WBGene00001628. History: N.A.
gly-9,Y47D3A.23,gly-9,WBGene00012934,Public name for WBGene00012934. History: Renamed on 2005-09-28
gpd-1,T09F3.3,gpd-1,WBGene00001683,Public name for WBGene00001683. History: N.A.
gpd-4,F33H1.2,gpd-4,WBGene00001686,Public name for WBGene00001686. History: N.A.
gsk-3,Y18D10A.5,gsk-3,WBGene00001746,Public name for WBGene00001746. History: N.A.
gska-3,C36B1.10,gska-3,WBGene00007977,Other name for WBGene00007977(gskl-2). History: Renamed on 2021-12-09
gsp-1,F29F11.6,gsp-1,WBGene00001747,Public name for WBGene00001747. History: N.A.
gsp-3,W09C3.6,gsp-3,WBGene00021113,Public name for WBGene00021113. History: N.A.
gsp-4,T03F1.5,gsp-4,WBGene00020187,Public name for WBGene00020187. History: N.A.
H04M03.1,H04M03.1,H04M03.1,WBGene00019151,Sequence name for WBGene00019151(pck-3). History: N.A.
H05L14.1,H05L14.1,H05L14.1,WBGene00010366,Public name for WBGene00010366. History: N.A.
H06H21.9,H06H21.9,H06H21.9,WBGene00019165,Sequence name for WBGene00019165(mpz-4). History: N.A.
H08M01.1,H08M01.1,H08M01.1,WBGene00010373,Public name for WBGene00010373. History: N.A.
H12D21.2,H12D21.2,H12D21.2,WBGene00010378,Public name for WBGene00010378. History: N.A.
H12D21.5,H12D21.5,H12D21.5,WBGene00010381,Public name for WBGene00010381. History: N.A.
H14E04.2,H14E04.2,H14E04.2,WBGene00019199,Public name for WBGene00019199. History: N.A.
H17B01.4,H17B01.4,H17B01.4,WBGene00019209,Sequence name for WBGene00019209(emc-1). History: N.A.
H19N07.1,H19N07.1,H19N07.1,WBGene00010405,Sequence name for WBGene00010405(erfa-3). History: N.A.
H20J04.1,H20J04.1,H20J04.1,WBGene00019216,Public name for WBGene00019216. History: N.A.
H23L24.2,H23L24.2,H23L24.2,WBGene00019229,Sequence name for WBGene00019229(ipla-5). History: N.A.
H27M09.5,H27M09.5,H27M09.5,WBGene00019248,Public name for WBGene00019248. History: N.A.
H28O16.1,H28O16.1,H28O16.1,WBGene00010419,Sequence name for WBGene00010419(atp-1). History: Renamed on 2005-03-17
H32C10.1,H32C10.1,H32C10.1,WBGene00019255,Public name for WBGene00019255. History: N.A.
H34I24.1,H34I24.1,H34I24.1,WBGene00019260,Public name for WBGene00019260. History: N.A.
H38K22.6,H38K22.6,H38K22.6,WBGene00044911,Public name for WBGene00044911. History: N.A.
H38K22.7,H38K22.7,H38K22.7,WBGene00044912,Public name for WBGene00044912. History: N.A.
hecd-1,C34D4.14,hecd-1,WBGene00016405,Public name for WBGene00016405. History: N.A.
hel-1,C26D10.2,hel-1,WBGene00001840,Public name for WBGene00001840. History: N.A.
hgrs-1,C07G1.5,hgrs-1,WBGene00004101,Public name for WBGene00004101. History: Renamed on 2008-01-18
hil-4,C18G1.5,hil-4,WBGene00001855,Public name for WBGene00001855. History: Renamed on 2010-11-12
him-10,R12B2.4,him-10,WBGene00001869,Public name for WBGene00001869. History: N.A.
his-45,B0035.10,his-45,WBGene00001919,Public name for WBGene00001919. History: N.A.
his-70,E03A3.4,his-70,WBGene00001944,Public name for WBGene00001944. History: N.A.
his-74,W05B10.1,his-74,WBGene00012276,Public name for WBGene00012276. History: N.A.
hke-4.1,T28F3.3,hke-4.1,WBGene00044067,Other name for WBGene00044067(zipt-7.1). History: Renamed on 2007-08-01; Renamed on 2016-11-29
hmg-1.1,Y48B6A.14,hmg-1.1,WBGene00001971,Public name for WBGene00001971. History: N.A.
hmg-12,Y17G7A.1,hmg-12,WBGene00001977,Public name for WBGene00001977. History: N.A.
hsp-1,F26D10.3,hsp-1,WBGene00002005,Public name for WBGene00002005. History: N.A.
htas-1,ZK1251.1,htas-1,WBGene00014240,Public name for WBGene00014240. History: N.A.
icd-1,C56C10.8,icd-1,WBGene00002045,Public name for WBGene00002045. History: N.A.
idh-1,F59B8.2,idh-1,WBGene00010317,Public name for WBGene00010317. History: N.A.
ife-1,F53A2.6,ife-1,WBGene00002059,Public name for WBGene00002059. History: N.A.
iff-1,T05G5.10,iff-1,WBGene00002064,Public name for WBGene00002064. History: N.A.
ifg-1,M110.4,ifg-1,WBGene00002066,Public name for WBGene00002066. History: N.A.
ile-1,K07A1.8,ile-1,WBGene00002070,Public name for WBGene00002070. History: N.A.
ima-3,F32E10.4,ima-3,WBGene00002074,Public name for WBGene00002074. History: N.A.
immt-2,W06H3.1,immt-2,WBGene00012315,Public name for WBGene00012315. History: N.A.
imp-2,T05E11.5,imp-2,WBGene00011481,Public name for WBGene00011481. History: N.A.
inf-1,F57B9.6,inf-1,WBGene00002083,Public name for WBGene00002083. History: N.A.
ire-1,C41C4.4,ire-1,WBGene00002147,Public name for WBGene00002147. History: N.A.
isp-1,F42G8.12,isp-1,WBGene00002162,Public name for WBGene00002162. History: N.A.
jun-1,T24H10.7,jun-1,WBGene00012005,Public name for WBGene00012005. History: N.A.
K01C8.7,K01C8.7,K01C8.7,WBGene00010459,Sequence name for WBGene00010459(slc-25A32). History: N.A.
K01D12.15,K01D12.15,K01D12.15,WBGene00010474,Public name for WBGene00010474. History: N.A.
K01D12.7,K01D12.7,K01D12.7,WBGene00010466,Public name for WBGene00010466. History: N.A.
K01H12.4,K01H12.4,K01H12.4,WBGene00010486,Public name for WBGene00010486. History: N.A.
K02B12.3,K02B12.3,K02B12.3,WBGene00010496,Sequence name for WBGene00010496(sec-12). History: Renamed on 2005-03-17
K02B7.3,K02B7.3,K02B7.3,WBGene00010491,Public name for WBGene00010491. History: N.A.
K02D7.1,K02D7.1,K02D7.1,WBGene00019298,Sequence name for WBGene00019298(pnp-1). History: N.A.
K02F6.3,K02F6.3,K02F6.3,WBGene00019337,Public name for WBGene00019337. History: N.A.
K02F6.7,K02F6.7,K02F6.7,WBGene00019341,Public name for WBGene00019341. History: N.A.
K03B4.6,K03B4.6,K03B4.6,WBGene00019356,"Public name for WBGene00019356. History: Split into K03B4.9(WBGene00219236). History of WBGene00019356: Split into ""WBGene00219236"" on 2011-09-19"
K03H1.12,K03H1.12,K03H1.12,WBGene00010547,Public name for WBGene00010547. History: N.A.
K03H1.9,K03H1.9,K03H1.9,WBGene00010544,Public name for WBGene00010544. History: N.A.
K04C2.3,K04C2.3,K04C2.3,WBGene00019381,Public name for WBGene00019381. History: N.A.
K04C2.8,K04C2.8,K04C2.8,WBGene00044312,Public name for WBGene00044312. History: N.A.
K04H4.5,K04H4.5,K04H4.5,WBGene00010574,Public name for WBGene00010574. History: N.A.
K05F1.1,K05F1.1,K05F1.1,WBGene00019405,Public name for WBGene00019405. History: N.A.
K05F1.8,K05F1.8,K05F1.8,WBGene00019409,Public name for WBGene00019409. History: N.A.
K05F1.9,K05F1.9,K05F1.9,WBGene00019410,Public name for WBGene00019410. History: N.A.
K06A1.2,K06A1.2,K06A1.2,WBGene00019425,Public name for WBGene00019425. History: N.A.
K06A5.3,K06A5.3,K06A5.3,WBGene00019431,Public name for WBGene00019431. History: N.A.
K06B4.15,K06B4.15,K06B4.15,WBGene00077450,Public name for WBGene00077450. History: N.A.
K06H7.8,K06H7.8,K06H7.8,WBGene00019459,Public name for WBGene00019459. History: N.A.
K07A1.15,K07A1.15,K07A1.15,WBGene00010619,Public name for WBGene00010619. History: N.A.
K07A1.4,K07A1.4,K07A1.4,WBGene00010611,"Public name for WBGene00010611. History: Split into K07A1.21(WBGene00305018). History of WBGene00010611: Split into ""WBGene00305018"" on 2019-09-26"
K07A1.5,K07A1.5,K07A1.5,WBGene00010612,Public name for WBGene00010612. History: N.A.
K07F5.6,K07F5.6,K07F5.6,WBGene00010634,Public name for WBGene00010634. History: N.A.
K07H8.3,K07H8.3,K07H8.3,WBGene00000923,Sequence name for WBGene00000923(daf-31). History: N.A.
K07H8.7,K07H8.7,K07H8.7,WBGene00019507,Public name for WBGene00019507. History: N.A.
K07H8.9,K07H8.9,K07H8.9,WBGene00019509,Public name for WBGene00019509. History: N.A.
K08A2.2,K08A2.2,K08A2.2,WBGene00019512,Public name for WBGene00019512. History: N.A.
K08C9.2,K08C9.2,K08C9.2,WBGene00010651,Public name for WBGene00010651. History: N.A.
K08D12.3,K08D12.3,K08D12.3,WBGene00019537,Public name for WBGene00019537. History: N.A.
K08E4.7,K08E4.7,K08E4.7,WBGene00045036,Public name for WBGene00045036. History: N.A.
K08E7.4,K08E7.4,K08E7.4,WBGene00010672,Public name for WBGene00010672. History: N.A.
K08F4.3,K08F4.3,K08F4.3,WBGene00010678,Public name for WBGene00010678. History: N.A.
K08F4.5,K08F4.5,K08F4.5,WBGene00010679,Public name for WBGene00010679. History: N.A.
