Gene,Location,PD1/CON1 ratio,PD2/CON2 ratio,fold change,"Composite 
Chi-square
P-value",CON1 rpm,CON2 rpm,PD1 rpm,PD2 rpm,...10,Dauer/L3 ratio,L3 rpm,Dauer rpm,Input,Suggested Match,History
K09B11.3,chrIV:13430207-13430552,,0.022104047,0.022104047,-0.514919363,0.0,0.126623343,0.143636659,0.002798888,,,,,,,
K09B11.5,chrIV:13431255-13433972,2.021470447,0.817684515,1.419577481,-0.056595375,8.616642388,9.961036225,17.41828794,8.144985078,,3.76,3.697156261,13.91523902,K09B11.5,WBGene00010712,Public name for WBGene00010712. History: N.A.
K09E4.2,chrII:14127589-14132736,1.355048983,0.42615088,0.890599931,-0.027523513,6.194872468,16.8223981,8.394355635,7.16887975,,0.52,2.843966355,1.480344577,K09E4.2,WBGene00010720,Sequence name for WBGene00010720(algn-3). History: N.A.
K09E9.3,chrX:15611766-15613713,0.236882637,0.318082293,0.277482465,1.79e-30,139.3846305,176.0404797,33.01779883,55.99535953,,1.86,31.85242317,59.21378307,K09E9.3,WBGene00010726,Public name for WBGene00010726. History: N.A.
K09F6.3,chrII:2256306-2261102,1.929192951,0.223021104,1.076107027,-0.010989813,4.804542436,7.995959196,9.268889399,1.783267649,,1.2,5.705847991,6.815818192,K09F6.3,WBGene00019586,Public name for WBGene00019586. History: N.A.
K09G1.2,chrV:9590698-9591178,0.307144436,0.182834538,0.244989487,0.00098872,1.822021314,16.33441124,0.559623709,2.986494529,,,,,,,
K09H9.2,chrI:3147996-3150342,1.043132047,0.722171838,0.882651943,-0.423684676,12.07089121,12.05610554,12.59153345,8.706579899,,0.65,6.825519251,4.441033731,K09H9.2,WBGene00019595,Sequence name for WBGene00019595(dscc-1). History: N.A.
K10C9.1,chrV:1075201-1079599,,0.59407865,0.59407865,-0.67213661,0.0,1.137910801,0.010422712,0.676008512,,0.0,0.00848924,0.0,K10C9.1,WBGene00019623,Public name for WBGene00019623. History: N.A.
K11G12.6,chrX:6725735-6729612,0.460716654,1.313292262,0.887004458,-0.454036194,1.822021314,1.085342867,0.839435564,1.425372389,,1.04,2.275173084,2.368551323,K11G12.6,WBGene00019657,Public name for WBGene00019657. History: N.A.
K11H12.9,chrIV:649664-651792,1.145885012,0.759004835,0.952444923,-0.415638867,11.84313854,9.876620747,13.57087494,7.496402903,,2.92,2.843966355,8.28992963,K11H12.9,WBGene00019665,Public name for WBGene00019665. History: N.A.
K12H4.7,chrIII:8048353-8051082,0.614288872,2.144150489,1.379219681,-0.30129397,0.911010657,1.772726801,0.559623709,3.800993037,,9.2,1.706379813,15.69165251,K12H4.7,WBGene00019682,Public name for WBGene00019682. History: N.A.
K12H6.7,chrII:2835049-2836617,0.0,3.813445642,1.906722821,-0.25451737,0.227752664,0.427171951,0.0,1.628997016,,,,,,,
kin-33,chrV:227443-234673,0.712040213,1.510621305,1.111330759,-0.26625526,4.068819339,6.671413438,2.897162988,10.07797927,,0.0,2.907165544,0.009550591,kin-33,WBGene00017083,Public name for WBGene00017083. History: N.A.
kin-9,chrX:8432602-8437270,0.409525915,9.648600011,5.029062963,-0.512952583,0.683257993,0.014069373,0.279811855,0.135749751,,,,,,,
klp-16,chrI:9512442-9514746,0.771536355,0.801657947,0.786597151,1.56e-06,302.9490023,545.7436617,233.736169,437.4997432,,1.25,47.77863476,59.65788645,klp-16,WBGene00002226,Public name for WBGene00002226. History: N.A.
klp-8,chrX:3159931-3164416,0.356760409,0.660108632,0.508434521,2.61e-08,80.57509666,62.85994065,28.74600443,41.49438946,,1.34,21.51934523,28.84698122,klp-8,WBGene00002220,Other name for WBGene00002220(gcc-1). History: Renamed on 2015-03-25
knl-3,chrV:1869213-1870550,0.745922202,1.413809279,1.07986574,-3.96e-05,89.27904439,167.22964,66.59522137,236.4308168,,2.54,13.6510385,34.6400631,knl-3,WBGene00020392,Public name for WBGene00020392. History: N.A.
kqt-1,chrX:6618978-6627932,0.614288872,1.514727887,1.06450838,-0.178482419,6.832579928,6.238271196,4.197177818,9.44928335,,0.13,4.550346168,0.592137831,kqt-1,WBGene00002233,Public name for WBGene00002233. History: N.A.
lact-4,chrII:8477940-8480409,,0.241216954,0.241216954,-0.428454352,0.0,0.281385178,0.279811855,0.067874876,,,,,,,
lec-6,chrIII:599509-600365,,7.504526711,7.504526711,-0.2616761,0.0,0.253246686,0.0,1.900496518,,1.56,0.568793271,0.888206746,lec-6,WBGene00002269,Public name for WBGene00002269. History: N.A.
lec-8,chrX:9850142-9851309,0.614288872,1.500905342,1.057597107,-0.604391826,0.455505329,1.266233429,0.279811855,1.900496518,,1.63,43.22828859,70.46440186,lec-8,WBGene00002271,Public name for WBGene00002271. History: N.A.
let-19,chrII:8770901-8781948,0.854662779,1.455079294,1.154871037,-0.324102835,5.238311278,8.340257435,4.476989672,12.1357359,,0.35,3.412759626,1.184275661,let-19,WBGene00002295,Public name for WBGene00002295. History: N.A.
let-418,chrV:5826815-5832844,1.110706817,0.886463653,0.998585235,-0.192470647,92.58145802,97.10642135,102.8308565,86.08131302,,1.22,27.30207701,33.15971852,let-418,WBGene00002637,Public name for WBGene00002637. History: N.A.
lgc-8,chrIV:14715760-14720401,5.524155054,2.587822437,4.055988746,2.15e-11,9.244067726,18.6286497,51.06566345,48.20763766,,1.66,14.83865894,24.57371998,lgc-8,WBGene00013338,Public name for WBGene00013338. History: N.A.
lig-1,chrV:10814087-10816690,1.006263676,0.992259155,0.999261416,-0.961271915,23.91402975,24.94479855,24.06381949,24.75170475,,1.56,11.94465869,18.65234167,lig-1,WBGene00002985,Public name for WBGene00002985. History: N.A.
lin-13,chrIII:7700265-7709400,1.09863908,0.786257052,0.942448066,-0.003737194,227.3756452,245.1974136,249.8037696,192.7881956,,1.03,57.21727505,58.65416486,lin-13,WBGene00003002,Public name for WBGene00003002. History: N.A.
lin-15B,chrX:15726050-15731778,0.644995306,0.626629217,0.635812262,2.75e-05,97.03107025,95.17492838,62.58458489,59.63939083,,1.6,25.02690392,39.96930357,lin-15B,WBGene00023497,Public name for WBGene00023497. History: N.A.
lin-53,chrI:9618197-9619752,1.011769907,0.677380871,0.844575389,-0.296909466,15.48718117,16.96752795,15.66946385,11.49347885,,0.14,6.25672598,0.888206746,lin-53,WBGene00003036,Public name for WBGene00003036. History: N.A.
lin-61,chrI:7248827-7251280,0.852482516,1.506784872,1.179633694,-0.022671593,55.79940274,36.17206821,47.56801527,54.50352515,,1.55,18.77017794,29.01475371,lin-61,WBGene00003041,Public name for WBGene00003041. History: N.A.
lips-6,chrIV:12014252-12015629,,0.0,0.0,-0.36692669,0.0,0.253246686,0.279811855,0.0,,,,,,,
lite-1,chrX:6226089-6230660,,2.149446726,2.149446726,-0.9351353,0.0,0.015788918,0.0,0.033937438,,,,,,,
LLC1.2,chrIV:14456872-14464064,3.220690689,0.33031773,1.77550421,0.0,31.53936181,328.7644456,101.5785289,108.5967255,,0.59,33.01033384,19.32907053,LLC1.2,WBGene00010793,Sequence name for WBGene00010793(nspg-9). History: N.A.
lpd-6,chrI:3144428-3147794,1.387591702,1.612510386,1.500051044,0.025126136,16.79340169,20.97337694,23.30238484,33.81978813,,2.15,9.182348866,19.74187528,lpd-6,WBGene00003062,Public name for WBGene00003062. History: N.A.
lsd-1,chrX:11948774-11951816,0.614288872,4.020282167,2.317285519,-0.059475678,2.733031971,1.519480115,1.678871127,6.108738809,,0.59,3.981552897,2.368551323,lsd-1,WBGene00011615,Public name for WBGene00011615. History: N.A.
lys-2,chrV:10280283-10281441,0.491431098,4.288300978,2.389866038,-0.070670484,1.138763321,1.266233429,0.559623709,5.429990052,,1.28,9.953882242,12.73096336,lys-2,WBGene00003091,Public name for WBGene00003091. History: N.A.
M01A10.3,chrI:5549144-5550508,1.606601666,0.503585615,1.055093641,-0.016223854,8.882353906,21.29574401,14.27040458,10.72423035,,0.74,6.825519251,5.033171561,M01A10.3,WBGene00019693,Sequence name for WBGene00019693(ostd-1). History: N.A.
M01E11.2,chrI:5579666-5581860,1.391401301,0.361767908,0.876584604,-0.004454188,18.90347113,19.24444586,26.30231432,6.962022921,,0.35,10.23827888,3.552826984,M01E11.2,WBGene00019711,Sequence name for WBGene00019711(ctnb-1). History: N.A.
M01G12.14,chrI:12106901-12108448,,0.0,0.0,-0.568599213,0.0,0.003517343,0.279811855,0.0,,,,,,,
M01G12.9,chrI:12111183-12112429,0.933719086,1.750326864,1.342022975,-0.497389116,5.693816606,1.772726801,5.316425236,3.102851342,,1.56,2.843966355,4.441033731,M01G12.9,WBGene00010822,Public name for WBGene00010822. History: N.A.
M01H9.3,chrIV:4468526-4477054,0.982375328,1.09757194,1.039973634,-0.720318037,20.91159963,21.49607075,20.54303954,23.59348407,,3.11,7.719123626,24.00264686,M01H9.3,WBGene00019719,Public name for WBGene00019719. History: N.A.
M02B7.4,chrIV:3801596-3803367,1.395873443,0.471811911,0.933842677,-0.062309057,17.84062529,7.850647261,24.90325505,3.70402889,,0.1,5.687932709,0.592137831,M02B7.4,WBGene00019725,Sequence name for WBGene00019725(algn-14). History: Renamed on 2015-04-29
M03E7.1,chrV:5623625-5624621,0.982862195,4.288300978,2.635581587,-0.46688855,1.138763321,0.253246686,1.119247418,1.08599801,,,,,,,
M04B2.2,chrIV:11528026-11530541,1.05531678,0.71471683,0.885016805,-0.480405372,8.882353906,8.357140632,9.373697126,5.972989057,,1.08,6.825519251,7.401722884,M04B2.2,WBGene00010846,Public name for WBGene00010846. History: N.A.
M05D6.5,chrII:8480416-8482149,0.982862195,1.762717438,1.372789817,-0.5578901,1.138763321,1.582791786,1.119247418,2.790014683,,0.09,3.412759626,0.296068915,M05D6.5,WBGene00010878,Public name for WBGene00010878. History: N.A.
M116.5,chrIV:8414274-8420990,1.355593426,0.631168513,0.99338097,-0.074114613,16.37541656,18.62207288,22.19840703,11.75366606,,1.14,11.18626785,12.73096336,M116.5,WBGene00019792,Public name for WBGene00019792. History: N.A.
M70.3,chrIV:2237661-2242416,0.045502879,0.288661472,0.167082176,0.010548537,3.074660967,6.740582705,0.139905927,1.945746526,,,,,,,
math-22,chrII:1905430-1906061,,0.0,0.0,-0.430882951,0.0,0.126623343,0.279811855,0.0,,,,,,,
math-30,chrII:1908162-1909737,1.228577744,0.0,0.614288872,-0.673412549,0.303670143,0.126623343,0.373082379,0.0,,7.0,1.706379813,11.94144615,math-30,WBGene00018662,Public name for WBGene00018662. History: N.A.
math-48,chrII:1944058-1947912,0.727662054,0.676780247,0.70222115,2.01e-05,137.1830214,165.517813,99.8228791,112.0191863,,3.96,42.46989775,168.3645233,math-48,WBGene00022689,"Public name for WBGene00022689. History: Split into ZK250.14(WBGene00235354), ZK250.15(WBGene00235355). History of WBGene00022689: Split into ""WBGene00235354"" on 2013-09-27; Split into ""WBGene00235355"" on 2013-09-27"
mbk-1,chrX:14819832-14824461,0.335066658,0.361400404,0.348233531,0.03779022,5.010558614,5.704080235,1.678871127,2.061456899,,5.9,1.706379813,10.06634312,mbk-1,WBGene00003149,Public name for WBGene00003149. History: N.A.
mcm-2,chrII:12001424-12006540,0.694381672,0.815257565,0.754819619,4.22e-05,173.1830712,282.9140131,120.2551506,230.6477894,,1.99,24.56152751,48.85137104,mcm-2,WBGene00003154,Public name for WBGene00003154. History: N.A.
mcm-5,chrIII:4288235-4291255,1.021787431,0.537673086,0.779730259,-0.043259444,23.00301909,28.65606846,23.50419578,15.40759677,,1.51,10.80707215,16.28379035,mcm-5,WBGene00003157,Public name for WBGene00003157. History: N.A.
mcm-7,chrV:4347149-4349754,0.822107992,1.423661583,1.122884787,-0.00521174,61.03771402,76.65645846,50.17959248,109.132855,,2.71,22.75173084,61.5823344,mcm-7,WBGene00003159,Public name for WBGene00003159. History: N.A.
mdt-17,chrV:20246268-20262624,0.804073012,0.830590423,0.817331718,0.008861014,140.4156951,167.0230561,112.9044708,138.7277509,,0.66,131.2201258,86.72216094,mdt-17,WBGene00007017,Public name for WBGene00007017. History: N.A.
mdt-8,chrII:11527156-11533730,0.774774999,1.054858587,0.914816793,-0.207903279,44.55459755,42.78286224,34.51978829,45.12986962,,4.45,15.46350907,68.77887442,mdt-8,WBGene00007013,Public name for WBGene00007013. History: N.A.
mec-2,chrX:5575893-5590776,1.228577744,0.05137025,0.639973997,-0.500423316,0.227752664,0.45769932,0.279811855,0.023512128,,,,,,,
mef-2,chrI:9095948-9100050,1.389883815,0.836586651,1.113235233,-0.000564076,126.6304813,162.5006018,176.0016565,135.9458342,,3.82,42.65949532,163.1339724,mef-2,WBGene00003182,Public name for WBGene00003182. History: N.A.
mek-2,chrI:3005427-3013449,1.149478006,0.630519684,0.889998845,-0.021020359,59.59930517,46.39073659,68.50809048,29.25027259,,0.91,22.51157381,20.43572137,mek-2,WBGene00003186,Public name for WBGene00003186. History: N.A.
mes-2,chrII:14383877-14388353,0.91119516,1.123244721,1.017219941,-0.535103862,27.33031971,17.16141133,24.90325505,19.27646469,,1.26,11.94465869,15.09951468,mes-2,WBGene00003220,Public name for WBGene00003220. History: N.A.
mix-1,chrII:10824216-10841344,1.094706279,0.957648633,1.026177456,-0.505064534,60.93114513,51.12660941,66.70170713,48.96132761,,2.07,27.94038876,57.92173922,mix-1,WBGene00003367,Public name for WBGene00003367. History: N.A.
mlc-2,chrX:17455708-17456509,,3.21622895,3.21622895,-0.7538317,0.0,0.084415478,0.0,0.271499503,,,,,,,
mlc-4,chrIII:3392498-3393780,0.675717759,1.113658782,0.894688271,-0.49598232,4.555053285,6.96428386,3.0779304,7.755835882,,4.16,0.568793271,2.368551323,mlc-4,WBGene00003372,Public name for WBGene00003372. History: N.A.
mlp-1,chrIII:5971476-5973610,1.495659863,0.779093876,1.137376869,-0.396227967,5.238311278,1.519480115,7.834731926,1.183817652,,0.0,1.137586542,0.0,mlp-1,WBGene00003375,Public name for WBGene00003375. History: N.A.
mom-4,chrI:9895682-9900807,1.864805505,0.918374733,1.391590119,-0.05738069,12.7541492,11.25084895,23.78400763,10.3324954,,0.55,9.13986399,5.033171561,mom-4,WBGene00003396,Public name for WBGene00003396. History: N.A.
mop-25.1,chrX:4012208-4022187,1.160323425,5.118344926,3.139334176,0.013385869,2.049773978,2.122427552,2.378400763,10.86331629,,0.03,36.59236691,1.184275661,mop-25.1,WBGene00019827,Public name for WBGene00019827. History: N.A.
mrp-7,chrV:19674836-19688416,1.01111808,0.823653215,0.917385648,-0.499686317,23.14566036,24.83584195,23.40299567,20.45612106,,1.39,14.04950947,19.48076085,mrp-7,WBGene00003413,Public name for WBGene00003413. History: N.A.
msh-5,chrIV:13155196-13164021,1.095709655,0.906917664,1.00131366,-0.369899649,61.82270161,56.2260447,67.73973104,50.99239313,,0.45,29.57725009,13.3465084,msh-5,WBGene00003421,Public name for WBGene00003421. History: N.A.
msi-1,chrIII:3964633-3976374,0.614288872,3.321153667,1.967721269,-0.200320769,1.366515986,0.947048144,0.839435564,3.145292416,,28.89,1.137586542,32.86364961,msi-1,WBGene00003423,"Public name for WBGene00003423. History: Split into R10E9.4(WBGene00303072). History of WBGene00003423: Split into ""WBGene00303072"" on 2018-03-02"
msp-113,chrIV:5297915-5298371,0.261586094,1.549906118,0.905746106,-0.244000633,1.232018472,3.422103979,0.3222789,5.303939892,,2.06,0.179874615,0.370086144,msp-113,WBGene00003468,Public name for WBGene00003468. History: N.A.
msp-142,chrII:5797860-5798307,0.016049868,1.293705468,0.654877668,-0.152428117,1.722888095,2.443549414,0.027652127,3.161233238,,,,,,,
msp-19,chrIV:5260542-5260998,0.439692949,1.00233371,0.72101333,-0.575137928,1.428436013,4.611131104,0.628073244,4.621892145,,3.38,0.021876927,0.074017229,msp-19,WBGene00003426,Public name for WBGene00003426. History: N.A.
msp-31,chrII:4916122-4916583,0.100889817,1.324013866,0.712451841,-0.236728761,1.400423574,2.025167402,0.141288478,2.681349722,,8.46,0.021876927,0.185043072,msp-31,WBGene00003429,Public name for WBGene00003429. History: N.A.
msp-38,chrIV:10143284-10143746,0.293956558,1.000612482,0.64728452,-0.41893992,1.693112851,6.226748219,0.497701625,6.230561993,,1.11,0.638069447,0.710565397,msp-38,WBGene00003434,Public name for WBGene00003434. History: N.A.
msp-40,chrII:4825367-4825833,0.748188411,0.27680598,0.512497195,0.032993489,1.645537596,10.20644138,1.23117216,2.825204005,,2.34,0.04739925,0.111025843,msp-40,WBGene00003435,Public name for WBGene00003435. History: N.A.
msp-49,chrII:5194312-5194773,0.304483194,1.603275339,0.953879266,-0.271274017,1.514773632,1.987701581,0.461223114,3.186832926,,,,,,,
msp-50,chrII:5199743-5200203,0.307344861,1.945765417,1.126555139,-0.164185811,1.440421953,2.859522291,0.442706284,5.563959581,,11.71,0.189597567,2.220516865,msp-50,WBGene00003443,Public name for WBGene00003443. History: N.A.
msp-51,chrIV:5249381-5308850,0.826785139,1.08186868,0.95432691,-0.23556936,43.23756584,90.27551441,35.74817689,97.66625163,,1.09,19.07856969,20.74776498,msp-51,WBGene00003444,Public name for WBGene00003444. History: N.A.
msp-55,chrIV:5055583-5056039,0.421273426,1.257773697,0.839523562,-0.421350664,1.38180115,3.697554321,0.582116105,4.650686568,,1.65,0.179874615,0.296068915,msp-55,WBGene00003448,Public name for WBGene00003448. History: N.A.
msp-57,chrIV:5062532-5062987,0.517193374,1.075326865,0.79626012,-0.487881283,2.527261994,4.166066008,1.307083157,4.479882701,,3.38,0.021876927,0.074017229,msp-57,WBGene00003450,Public name for WBGene00003450. History: N.A.
msp-59,chrIV:5312679-5313135,0.278513546,1.577750148,0.928131847,-0.196549583,1.704458577,3.756470896,0.474714802,5.926772512,,0.0,0.021876927,0.0,msp-59,WBGene00003452,Public name for WBGene00003452. History: N.A.
msp-63,chrII:5797032-5797447,0.0,1.525107481,0.762553741,-0.395082323,0.360608309,1.170281552,0.0,1.78480515,,,,,,,
msp-65,chrIV:5316476-5316932,0.198513509,1.913455945,1.055984727,-0.151859786,1.262040372,2.810220479,0.250532062,5.377233083,,2.34,0.157998257,0.370086144,msp-65,WBGene00003458,Public name for WBGene00003458. History: N.A.
msp-74,chrII:5115084-5115318,0.313369189,1.002046595,0.657707892,-0.72240841,0.349048267,1.292731643,0.109380972,1.295377341,,,,,,,
msp-76,chrIV:9688958-9689411,0.524634132,1.815646912,1.170140522,-0.118953425,2.107653674,6.755713435,1.105747056,12.26599023,,2.26,0.021876927,0.049344918,msp-76,WBGene00003463,Public name for WBGene00003463. History: N.A.
mtm-9,chrV:3743562-3749386,2.148639644,0.760615236,1.45462744,-0.023784057,8.749118597,19.2751505,18.79870307,14.66097314,,0.05,5.70748896,0.296068915,mtm-9,WBGene00003479,Public name for WBGene00003479. History: N.A.
mut-14,chrV:5658759-5660688,1.009908169,0.714689513,0.862298841,-0.034590872,97.25038764,92.0270318,98.21396093,65.77075451,,1.63,37.25595925,60.69412765,mut-14,WBGene00003507,Public name for WBGene00003507. History: N.A.
mut-16,chrI:10080146-10085692,0.918976153,1.63080856,1.274892357,-0.008149457,56.93816606,41.37065995,52.32481679,67.4676264,,1.52,29.00845682,44.11426839,mut-16,WBGene00003508,Public name for WBGene00003508. History: Renamed on 2013-10-16
mut-2,chrI:6356624-6358397,1.118883303,0.834949567,0.976916435,-0.56117634,12.7541492,8.129218615,14.27040458,6.787487565,,0.99,6.25672598,6.217447223,mut-2,WBGene00003499,Public name for WBGene00003499. History: Renamed on 2006-07-10
nas-1,chrIII:13405879-13409166,1.184699968,0.571773464,0.878236716,-0.424508014,6.377074599,2.849025216,7.554920072,1.628997016,,0.35,3.412759626,1.184275661,nas-1,WBGene00003520,Public name for WBGene00003520. History: N.A.
nas-28,chrIII:6181022-6183163,0.893511087,1.849707288,1.371609187,-0.293085951,5.010558614,3.596102939,4.476989672,6.651737814,,1.69,2.275173084,3.8488959,nas-28,WBGene00003546,Public name for WBGene00003546. History: N.A.
ncbp-2,chrI:7642584-7643263,0.982862195,1.474103461,1.228482828,-0.534265857,3.416289964,4.051946973,3.357742254,5.972989057,,0.0,3.412759626,0.0,ncbp-2,WBGene00009141,Public name for WBGene00009141. History: N.A.
nck-1,chrX:4148632-4153419,0.358335175,0.457229437,0.407782306,0.047529933,5.466063942,6.828616065,1.958682982,3.12224428,,2.6,0.568793271,1.480344577,nck-1,WBGene00006410,Public name for WBGene00006410. History: Renamed on 2005-08-24
ncr-2,chrIII:8258264-8265716,0.123935483,0.343463532,0.233699508,0.007942317,4.555053285,8.329513698,0.564532728,2.860884198,,0.0,11.94465869,0.0,ncr-2,WBGene00003562,Public name for WBGene00003562. History: N.A.
nex-3,chrIII:4442051-4444090,2.808177701,0.536037622,1.672107662,-0.155978706,1.59426865,1.519480115,4.476989672,0.814498508,,0.0,0.568793271,0.0,nex-3,WBGene00003590,Public name for WBGene00003590. History: N.A.
nft-1,chrIII:11923764-11929260,1.349145668,1.715609065,1.532377367,0.039514184,20.50096112,12.11313745,27.65878287,20.78140842,,0.29,11.5084608,3.29839276,nft-1,WBGene00003594,Public name for WBGene00003594. History: N.A.
nhr-101,chrV:11570413-11572300,2.457155489,0.0,1.228577744,-0.431097235,0.227752664,0.262291138,0.559623709,0.0,,0.0,0.568793271,0.0,nhr-101,WBGene00003691,Public name for WBGene00003691. History: N.A.
nhr-105,chrIV:7050094-7053434,3.071444361,0.012762749,1.542103555,-0.093531043,0.455505329,1.772726801,1.399059273,0.022624868,,0.0,0.568793271,0.0,nhr-105,WBGene00003695,Public name for WBGene00003695. History: N.A.
nhr-128,chrV:2221946-2225296,2.553454218,0.568283167,1.560868692,-0.578992846,0.232979132,0.351078413,0.594901548,0.199511952,,0.05,1.737805641,0.090289176,nhr-128,WBGene00003718,Public name for WBGene00003718. History: N.A.
nhr-137,chrX:6661753-6668961,2.457155489,0.302601896,1.379878692,-0.398636997,0.227752664,0.897216794,0.559623709,0.271499503,,14.57,0.568793271,8.28992963,nhr-137,WBGene00003727,Public name for WBGene00003727. History: N.A.
nhr-2,chrI:5818488-5821111,0.258647946,1.033786769,0.646217358,-0.165773298,4.327300621,1.181817952,1.119247418,1.221747762,,7.29,0.568793271,4.144964815,nhr-2,WBGene00003601,Public name for WBGene00003601. History: N.A.
nhr-256,chrV:1743814-1747881,1.113820486,0.0,0.556910243,-0.281352582,2.512180896,1.021428215,2.798118545,0.0,,52.26,0.029936727,1.564615264,nhr-256,WBGene00022805,Public name for WBGene00022805. History: N.A.
nhr-274,chrIV:1637692-1645249,1.192671371,1.770642593,1.481656982,0.021967449,20.98863195,19.70508132,25.03254044,34.89065629,,0.96,12.05254398,11.53663438,nhr-274,WBGene00021522,Public name for WBGene00021522. History: N.A.
nhr-47,chrV:5505279-5509940,1.216828283,0.427143575,0.821985929,-0.012314574,23.70146067,21.62726697,28.8406077,9.237948137,,0.13,9.152400763,1.207050171,nhr-47,WBGene00003637,Public name for WBGene00003637. History: Renamed on 2005-12-15
nhr-53,chrV:15700579-15702339,,0.306307174,0.306307174,-0.323053934,0.0,1.012986743,0.279811855,0.310285107,,0.0,0.568793271,0.0,nhr-53,WBGene00003643,Public name for WBGene00003643. History: N.A.
npp-1,chrIV:9858458-9862080,1.585123034,1.259285687,1.42220436,0.0006818,65.13726198,53.79170637,103.2505743,67.7391259,,1.18,18.77017794,22.20516865,npp-1,WBGene00003787,Public name for WBGene00003787. History: N.A.
npp-14,chrI:9660168-9664903,1.268640062,0.96322588,1.115932971,-0.21323008,41.90649022,45.87563714,53.16425236,44.18860093,,0.96,24.45811065,23.38944431,npp-14,WBGene00003800,Public name for WBGene00003800. History: N.A.
npp-22,chrV:11731098-11733450,1.66806897,1.254556131,1.461312551,0.009878111,28.0135777,33.72401708,46.7285797,42.3086724,,1.08,21.04535103,22.79730648,npp-22,WBGene00007118,Public name for WBGene00007118. History: Renamed on 2008-01-28
npp-3,chrII:11865439-11874609,1.116279208,0.928530154,1.022404681,-0.260535277,82.12160922,131.0994781,91.67064494,121.7298186,,2.96,37.96718859,112.5061878,npp-3,WBGene00003789,Public name for WBGene00003789. History: N.A.
npp-6,chrI:5176468-5182632,0.967862118,0.646679327,0.807270723,0.007285448,78.3469165,90.8508415,75.82901257,58.75136103,,2.21,33.27440635,73.42509101,npp-6,WBGene00003792,Public name for WBGene00003792. History: Renamed on 2015-03-05
nrd-1,chrI:4597940-4602667,1.12426454,0.546230365,0.835247453,-0.002588884,72.42534723,57.80099166,81.42524966,31.5726568,,0.85,28.43966355,24.1296166,nrd-1,WBGene00017004,Public name for WBGene00017004. History: N.A.
nrde-3,chrX:372235-376898,0.781822201,1.211911148,0.996866674,-0.507496134,5.010558614,6.795452652,3.917365963,8.235484822,,2.34,1.137586542,2.664620238,nrde-3,WBGene00019862,Public name for WBGene00019862. History: Renamed on 2011-10-14
nrs-2,chrV:8546264-8548849,,5.903331326,5.903331326,-0.7182251,0.0,0.037384023,0.0,0.220690271,,,,,,,
nspa-3,chrV:14880412-14880517,2.049430399,0.688648279,1.369039339,-0.703329425,0.104674213,0.788499764,0.214522515,0.542999005,,6.46,0.189597567,1.225396377,nspa-3,WBGene00013888,Public name for WBGene00013888. History: N.A.
nspa-3,chrV:14880412-14880517,2.049430399,0.688648279,1.369039339,-0.703329425,0.104674213,0.788499764,0.214522515,0.542999005,,6.46,0.189597567,1.225396377,nspa-3,WBGene00013888,Public name for WBGene00013888. History: N.A.
nspa-3,chrV:14886780-14886885,2.049430399,0.688648279,1.369039339,-0.703329425,0.104674213,0.788499764,0.214522515,0.542999005,,6.46,0.189597567,1.225396377,nspa-3,WBGene00013888,Public name for WBGene00013888. History: N.A.
nspa-3,chrV:14886780-14886885,2.049430399,0.688648279,1.369039339,-0.703329425,0.104674213,0.788499764,0.214522515,0.542999005,,6.46,0.189597567,1.225396377,nspa-3,WBGene00013888,Public name for WBGene00013888. History: N.A.
nspd-3,chrIV:5162732-5163064,0.283434068,0.536645508,0.410039788,0.049815345,4.277954134,9.039097743,1.212517943,4.850791204,,,,,,,
nspd-4,chrII:4842568-4842900,0.039546495,0.486431651,0.262989073,0.007479188,3.537757975,15.44201803,0.139905927,7.511486329,,,,,,,
nspd-5,chrII:4860050-4860395,0.235465836,0.23559051,0.235528173,0.013291968,3.366943477,7.241046273,0.792800161,1.705921784,,,,,,,
nspd-7,chrIV:10268852-10269199,0.290978955,5.258010599,2.774494777,-0.00420649,1.442433464,2.33650204,0.419717782,12.28535249,,,,,,,
nth-1,chrIII:4291655-4293268,1.075005526,0.441442748,0.758224137,-0.307915008,3.644042628,4.305193659,3.917365963,1.900496518,,0.0,2.869820853,0.0,nth-1,WBGene00011201,Public name for WBGene00011201. History: Renamed on 2006-07-28
ntl-2,chrII:4372734-4376736,1.10571997,2.70074754,1.903233755,7.64e-05,15.9426865,19.38797975,17.62814683,52.36203861,,2.0,15.26261925,30.49509828,ntl-2,WBGene00003825,Public name for WBGene00003825. History: N.A.
oac-30,chrII:1263074-1266896,0.020476705,3.216225733,1.618351219,-0.377775476,0.227752664,0.253246686,0.004663624,0.814498508,,,,,,,
oac-46,chrII:8848767-8852192,,11.31634921,11.31634921,-0.5082506,0.0,0.050649337,0.0,0.573165586,,0.0,0.284396635,0.0,oac-46,WBGene00011768,Public name for WBGene00011768. History: N.A.
odc-1,chrV:6898522-6900205,0.204762957,2.144150489,1.174456723,-0.227825386,1.366515986,0.759740057,0.279811855,1.628997016,,9.37,0.758390838,7.105653969,odc-1,WBGene00003844,Public name for WBGene00003844. History: N.A.
oig-3,chrV:14729634-14731056,2.446831491,0.536037622,1.491434557,-0.409638492,0.686140886,0.506493372,1.678871127,0.271499503,,3.12,0.568793271,1.776413492,oig-3,WBGene00003861,Public name for WBGene00003861. History: N.A.
