# Table S3. Genes with antisense small RNAs enriched by FLAG::CSR-1 IP. Related to Figure 5.
# 5574 genes with at least 10 small RNA reads per million and enriched at least two-fold in the FLAG::CSR-1 IP over the Input sample.
# FLAG::CSR-1 IP RPM = FLAG::CSR-1 IP RPM normalized to the total number of genome-matching reads
# Input RPM = Input RPM normalized to the total number of genome-matching reads
# IP Enrichment = Enrichment of small RNA reads in the FLAG::CSR-1 IP relative to the Input (FLAG::CSR-1 IP RPM)/(FLAG::CSR-1 RPM +Input RPM)
Cosmid ID,FLAG::CSR-1 IP RPM,Input RPM,Enrichment IP,ALG-3/4 Targets,Input,Suggested Match,History
D2013.1,17.6529225159285,4.11396548748642,0.81099891326491,No,D2013.1,WBGene00004286,Sequence name for WBGene00004286(rab-39). History: N.A.
D2013.10,16.3977056067335,1.57203347870314,0.912517734885913,No,D2013.10,WBGene00006520,"Sequence name for WBGene00006520(egli-1). History: Renamed on 2021-01-02. Public name for Dead gene WBGene00008406. History of WBGene00008406: Merged into ""WBGene00006520"" on 2005-10-05"
D2013.2,50.2628517867053,8.14024948832035,0.86061956795775,No,D2013.2,WBGene00008402,Sequence name for WBGene00008402(wdfy-2). History: N.A.
D2013.6,86.161871744195,21.0111437351806,0.80395117519835,No,D2013.6,WBGene00008404,Sequence name for WBGene00008404(wbp-2). History: N.A.
D2013.7,150.38453528693,12.5384525913058,0.923040617198374,No,D2013.7,WBGene00001229,Sequence name for WBGene00001229(eif-3.F). History: N.A.
D2013.8,41.1338345875708,6.25613640546546,0.867986068056789,No,D2013.8,WBGene00004744,Sequence name for WBGene00004744(scp-1). History: N.A.
D2013.9,93.5783947694827,11.5037279383926,0.890526307977499,No,D2013.9,WBGene00008405,Sequence name for WBGene00008405(ttll-12). History: Renamed on 2007-05-29
D2023.2,78.6484757240866,8.34553221062523,0.904067735137707,No,D2023.2,WBGene00004258,Sequence name for WBGene00004258(pyc-1). History: N.A.
D2023.4,16.0001131256205,2.16087076110398,0.881015765743641,No,D2023.4,WBGene00008408,Public name for WBGene00008408. History: N.A.
D2023.5,39.2312673338385,11.5523475305174,0.772518211604787,No,D2023.5,WBGene00008409,Sequence name for WBGene00008409(mpst-1). History: N.A.
D2023.6,31.1343377762074,7.0573207953517,0.815213031868503,No,D2023.6,WBGene00008410,Public name for WBGene00008410. History: N.A.
D2024.3,11.753311219968,1.57909786388368,0.881559450062458,No,D2024.3,WBGene00001241,Sequence name for WBGene00001241(elo-3). History: N.A.
D2024.5,13.7045445279705,2.07776034721536,0.8683487384354,No,D2024.5,WBGene00017053,Public name for WBGene00017053. History: N.A.
D2024.6,37.5325465715775,5.96317219650809,0.862902088633066,No,D2024.6,WBGene00000292,Sequence name for WBGene00000292(cap-1). History: N.A.
D2030.2,73.8286998964607,8.6019278374716,0.895646459648024,No,D2030.2,WBGene00008412,Public name for WBGene00008412. History: N.A.
D2030.3,26.7869899659778,3.11664052082304,0.895777185910631,No,D2030.3,WBGene00008413,Public name for WBGene00008413. History: N.A.
D2030.4,25.7516885284377,4.41150076920766,0.853745546411697,No,D2030.4,WBGene00008414,Public name for WBGene00008414. History: N.A.
D2030.7,57.1917960418521,23.125472664507,0.712073467674131,No,D2030.7,WBGene00008417,Public name for WBGene00008417. History: N.A.
D2030.8,52.0074839209193,8.37337419927791,0.86132402784655,No,D2030.8,WBGene00008418,Public name for WBGene00008418. History: N.A.
D2030.9,15.3417440518145,2.57642283054705,0.856211695791088,No,D2030.9,WBGene00008419,Sequence name for WBGene00008419(wdr-23). History: Renamed on 2010-10-01
D2045.1,67.3827432742595,8.69418039688796,0.885718559881973,No,D2045.1,WBGene00000231,Sequence name for WBGene00000231(atx-2). History: N.A.
D2045.5,30.485150976792,9.70314082149574,0.758558018086522,No,D2045.5,WBGene00008423,Public name for WBGene00008423. History: N.A.
D2045.7,55.3002475173885,4.0308550735978,0.932061686070702,No,D2045.7,WBGene00008424,Public name for WBGene00008424. History: N.A.
D2085.1,20.9332900419703,3.42830457290535,0.859274213075857,No,D2085.1,WBGene00004259,Sequence name for WBGene00004259(pyr-1). History: N.A.
D2085.3,59.6517273510938,8.74861771798501,0.872096877447773,No,D2085.3,WBGene00008428,Sequence name for WBGene00008428(eif-2Bepsilon). History: N.A.
D2085.4,50.1489915842619,7.63369151566924,0.867889632219617,No,D2085.4,WBGene00008429,Sequence name for WBGene00008429(etc-1). History: N.A.
D2085.5,51.650293447125,6.42027947289547,0.889440052851932,No,D2085.5,WBGene00008430,Sequence name for WBGene00008430(hgap-2). History: N.A.
D2085.6,23.1048979353472,2.41020200276982,0.905538210368943,No,D2085.6,WBGene00008431,Sequence name for WBGene00008431(piga-1). History: N.A.
D2089.1,53.7966500859277,6.193803595049,0.89675351301747,No,D2089.1,WBGene00004704,Sequence name for WBGene00004704(rsp-7). History: N.A.
D2089.2,18.4793272110825,4.46718474651303,0.805321839120113,No,D2089.2,WBGene00008433,Sequence name for WBGene00008433(marc-2). History: N.A.
D2092.1,45.084967257846,12.6789091907776,0.780504530334724,No,D2092.1,WBGene00017063,Sequence name for WBGene00017063(mctp-1). History: N.A.
D2092.2,55.3447815481829,5.83850657567517,0.90457350765693,No,D2092.2,WBGene00017064,Sequence name for WBGene00017064(ppfr-2). History: N.A.
D2092.5,12.6866894117725,2.41020200276982,0.840351106953836,No,D2092.5,WBGene00017066,Sequence name for WBGene00017066(maco-1). History: N.A.
D2092.7,16.06898018355,2.16087076110398,0.881465253464529,No,D2092.7,WBGene00006645,Sequence name for WBGene00006645(tsp-19). History: N.A.
D2096.12,90.1506517394717,12.8638298616798,0.875126004987478,No,D2096.12,WBGene00017079,Public name for WBGene00017079. History: N.A.
D2096.2,15.7246448939025,4.61262797081811,0.773193387259916,No,D2096.2,WBGene00017070,Sequence name for WBGene00017070(praf-3). History: N.A.
D2096.7,21.7771410584665,4.86195921248395,0.81748785946101,No,D2096.7,WBGene00017074,Public name for WBGene00017074. History: N.A.
D2096.8,99.6933303999027,10.4162281726601,0.905401235753791,No,D2096.8,WBGene00017075,Sequence name for WBGene00017075(nap-1). History: Renamed on 2013-01-09
DC2.8,54.5890803658365,9.33620834417751,0.853951252585974,No,DC2.8,WBGene00077643,Sequence name for WBGene00077643(trpp-1). History: N.A.
DY3.1,32.3408886311322,3.71420439668218,0.896985305409782,No,DY3.1,WBGene00006574,Sequence name for WBGene00006574(tin-13). History: N.A.
DY3.2,233.103513248369,26.1174475644971,0.899246390096704,No,DY3.2,WBGene00003052,Sequence name for WBGene00003052(lmn-1). History: N.A.
DY3.4,5.9914340398665,1.37132182916214,0.813748838946217,No,DY3.4,WBGene00006618,Sequence name for WBGene00006618(trt-1). History: N.A.
DY3.7,43.2140788507612,8.64348304441591,0.833322610463494,No,DY3.7,WBGene00006324,Sequence name for WBGene00006324(sup-17). History: N.A.
DY3.8,16.023068811597,5.19440086803841,0.755182830635832,No,DY3.8,WBGene00008440,Public name for WBGene00008440. History: N.A.
E01A2.1,22.0145028514635,3.03353010693443,0.878891483735557,No,E01A2.1,WBGene00017084,Public name for WBGene00017084. History: N.A.
E01A2.2,49.8822465132149,6.15017062775747,0.890239062643251,No,E01A2.2,WBGene00017085,Public name for WBGene00017085. History: N.A.
E01A2.4,24.3142034725893,3.83679225716789,0.863706694640567,No,E01A2.4,WBGene00002696,"Sequence name for WBGene00002696(let-504). History: N.A.. Public name for Dead gene WBGene00017086. History of WBGene00017086: Merged into ""WBGene00002696"" on 2012-02-07"
E01A2.5,8.539515183258,0.851881742358299,0.909291264217076,No,E01A2.5,WBGene00017087,Sequence name for WBGene00017087(dph-6). History: N.A.
E01B7.1,37.9916602911075,5.22972279394107,0.879001493690049,No,E01B7.1,WBGene00008441,Sequence name for WBGene00008441(usp-50). History: N.A.
E01B7.2,35.4509249672285,8.00602616989024,0.81577110311699,No,E01B7.2,WBGene00008442,Public name for WBGene00008442. History: N.A.
E01G4.4,60.7627825523564,9.75466927810669,0.861670139449186,No,E01G4.4,WBGene00004116,Sequence name for WBGene00004116(pqn-27). History: N.A.
E02A10.1,44.6350358127066,5.31906648887133,0.893520927335265,No,E02A10.1,WBGene00008452,Sequence name for WBGene00008452(mrps-5). History: N.A.
E02D9.1,14.0309743825563,2.52447882186667,0.847513759321779,No,E02D9.1,WBGene00017098,"Sequence name for WBGene00017098(mek-5). History: Split into E02D9.3(WBGene00304811). History of WBGene00017098: Split into ""WBGene00304811"" on 2019-05-20"
E02H1.1,15.8164676378085,4.08612349883373,0.794693893333775,No,E02H1.1,WBGene00008455,Public name for WBGene00008455. History: N.A.
E02H1.2,16.6084388039977,2.53486762360274,0.867584649851918,No,E02H1.2,WBGene00008456,Sequence name for WBGene00008456(eral-1). History: N.A.
E02H1.3,28.6454823026353,4.39986531126325,0.866853713791387,No,E02H1.3,WBGene00006473,Sequence name for WBGene00006473(tag-124). History: N.A.
E02H1.4,33.8596368153375,14.5110782649521,0.70000281697582,No,E02H1.4,WBGene00004050,Sequence name for WBGene00004050(parp-2). History: Renamed on 2014-11-18
E02H1.5,12.6770480236624,1.35012867362054,0.903749079179842,No,E02H1.5,WBGene00008457,Public name for WBGene00008457. History: N.A.
E02H1.6,34.242996771145,3.3381297738362,0.911175366979998,No,E02H1.6,WBGene00008458,Public name for WBGene00008458. History: N.A.
E02H1.8,41.7384873561918,3.84385664234842,0.915672247077256,No,E02H1.8,WBGene00008459,Sequence name for WBGene00008459(mrpl-53). History: N.A.
E02H9.3,31.9749749966668,14.3485974057999,0.690252787908132,No,E02H9.3,WBGene00017101,Public name for WBGene00017101. History: N.A.
E03A3.2,48.1830666372344,9.75508483017613,0.831629339509335,No,E03A3.2,WBGene00004322,Sequence name for WBGene00004322(rcq-5). History: N.A.
E04A4.4,45.8425048950705,5.21517847151056,0.89785712692707,No,E04A4.4,WBGene00001983,Sequence name for WBGene00001983(hoe-1). History: N.A.
E04A4.5,60.5506720139335,15.9156442596697,0.791860716779894,No,E04A4.5,WBGene00017119,Sequence name for WBGene00017119(timm-17B.1). History: Renamed on 2017-01-05
E04A4.7,14.4313215459865,0.879723731010985,0.942543195771706,No,E04A4.7,WBGene00017121,Sequence name for WBGene00017121(cyc-2.1). History: N.A.
E04A4.8,8.89119629241798,1.95309472638244,0.819896503792049,No,E04A4.8,WBGene00004432,Sequence name for WBGene00004432(rpl-20). History: N.A.
E04F6.11,16.757650762845,3.31070333725296,0.835028656523616,No,E04F6.11,WBGene00000530,Sequence name for WBGene00000530(clh-3). History: N.A.
EEED8.1,13.9685349167002,2.80497646874074,0.832773448308778,No,EEED8.1,WBGene00017132,Sequence name for WBGene00017132(tofu-6). History: Renamed on 2006-10-16; Renamed on 2014-03-28; Renamed on 2014-09-02; Renamed on 2015-03-25; Renamed on 2015-03-25
EEED8.10,67.803291441349,28.6523151880999,0.702948162482947,No,EEED8.10,WBGene00017138,Public name for WBGene00017138. History: N.A.
EEED8.14,13.130652378558,3.7191910215155,0.779274445868187,No,EEED8.14,WBGene00017142,Public name for WBGene00017142. History: N.A.
EEED8.3,5.2568520886185,2.05698274374321,0.718754553405879,No,EEED8.3,WBGene00017134,Public name for WBGene00017134. History: N.A.
EEED8.5,76.5416028651634,11.6562355478782,0.867839895425888,No,EEED8.5,WBGene00003393,Sequence name for WBGene00003393(mog-5). History: N.A.
EEED8.7,38.1564821164188,9.34992156246913,0.803186079382719,No,EEED8.7,WBGene00004701,Sequence name for WBGene00004701(rsp-4). History: N.A.
EEED8.8,51.5396470407182,14.9183192930063,0.775522482615663,No,EEED8.8,WBGene00003583,Sequence name for WBGene00003583(ndx-6). History: N.A.
EEED8.9,23.8431527963515,4.23863110831934,0.849061187754018,No,EEED8.9,WBGene00017137,Sequence name for WBGene00017137(pink-1). History: N.A.
F01D4.3,6.6801046191615,1.20842541794045,0.84681234497975,No,F01D4.3,WBGene00008487,Public name for WBGene00008487. History: N.A.
F01D4.5,22.0897975014664,4.37493218709667,0.834688196759201,No,F01D4.5,WBGene00008488,Public name for WBGene00008488. History: N.A.
F01D5.7,48.7670592884766,7.64615807775253,0.864461584807078,No,F01D5.7,WBGene00008497,Public name for WBGene00008497. History: N.A.
F01F1.1,8.7002049850935,1.5928110821753,0.845253221041756,No,F01F1.1,WBGene00017158,Sequence name for WBGene00017158(hpo-10). History: N.A.
F01F1.10,8.1033571497045,1.41287703610645,0.851529816467411,No,F01F1.10,WBGene00017164,Sequence name for WBGene00017164(eng-1). History: N.A.
F01F1.11,13.5553325691232,3.92696705623704,0.775374685230742,No,F01F1.11,WBGene00017165,Public name for WBGene00017165. History: N.A.
F01F1.12,44.809499026128,6.66961071456131,0.87044044179945,No,F01F1.12,WBGene00017166,Sequence name for WBGene00017166(aldo-2). History: N.A.
F01F1.15,23.3459326381005,4.21785350484719,0.846978441823155,No,F01F1.15,WBGene00017169,Public name for WBGene00017169. History: N.A.
F01F1.2,23.552533811889,3.19975093471166,0.880393358360981,No,F01F1.2,WBGene00017159,Public name for WBGene00017159. History: N.A.
F01F1.4,30.3520079981283,3.65685821109904,0.892473386539806,No,F01F1.4,WBGene00017161,Sequence name for WBGene00017161(rabn-5). History: N.A.
F01F1.5,22.2656380560464,9.57847520066282,0.699207350399536,No,F01F1.5,WBGene00001057,Sequence name for WBGene00001057(dpf-4). History: N.A.
F01F1.6,112.899736542183,13.6645986994966,0.89203436597361,No,F01F1.6,WBGene00000115,Sequence name for WBGene00000115(alh-9). History: N.A.
F01F1.7,46.401705405458,6.73194352497778,0.873301689974437,No,F01F1.7,WBGene00017162,Sequence name for WBGene00017162(ddx-23). History: N.A.
F01F1.8,73.7680968854827,9.78625123538436,0.882875619815406,No,F01F1.8,WBGene00000381,Sequence name for WBGene00000381(cct-6). History: N.A.
F01F1.9,46.9443778219425,6.73194352497778,0.874582621236878,No,F01F1.9,WBGene00017163,Sequence name for WBGene00017163(dnpp-1). History: N.A.
F01G10.1,78.50844603963,9.95247206316159,0.887493005085061,No,F01G10.1,WBGene00008506,Sequence name for WBGene00008506(tkt-1). History: N.A.
F01G4.1,91.0073579401147,10.3609597474241,0.897788974072144,No,F01G4.1,WBGene00004204,Sequence name for WBGene00004204(swsn-4). History: Renamed on 2011-02-11
F01G4.2,13.2798643374052,1.09082418228807,0.924093812151504,No,F01G4.2,WBGene00000181,Sequence name for WBGene00000181(ard-1). History: N.A.
F01G4.3,39.399762068906,4.79962640206749,0.891409664972639,No,F01G4.3,WBGene00008502,Sequence name for WBGene00008502(skih-2). History: N.A.
F01G4.4,185.742260169093,61.8540944324625,0.75018172407263,No,F01G4.4,WBGene00008503,Public name for WBGene00008503. History: N.A.
F01G4.5,7.621287744198,2.4862480314779,0.754020358012372,No,F01G4.5,WBGene00008504,Sequence name for WBGene00008504(pigq-1). History: N.A.
F01G4.6,33.9275856458279,5.27668017778814,0.865405458642474,No,F01G4.6,WBGene00008505,Public name for WBGene00008505. History: N.A.
F02A9.6,58.399265124216,15.8046918571284,0.787010120483173,No,F02A9.6,WBGene00001609,Sequence name for WBGene00001609(glp-1). History: N.A.
F02E11.1,68.086564606299,11.4484595131566,0.856057634483622,No,F02E11.1,WBGene00017179,Sequence name for WBGene00017179(wht-4). History: N.A.
F02E9.10,59.371208868461,9.1421455277476,0.866564035459728,No,F02E9.10,WBGene00008533,Public name for WBGene00008533. History: N.A.
F02E9.2,17.4183154052487,3.09586291735089,0.849086672219266,No,F02E9.2,WBGene00003014,Sequence name for WBGene00003014(lin-28). History: N.A.
F02E9.3,27.409089055941,4.5710727638738,0.85706536478369,No,F02E9.3,WBGene00008529,Public name for WBGene00008529. History: N.A.
F02E9.4,39.3960891591498,10.8749976573252,0.783672915267843,No,F02E9.4,WBGene00004117,Sequence name for WBGene00004117(sin-3). History: Renamed on 2007-06-21
F02E9.5,27.447195494662,4.69573838470672,0.853910710132135,No,F02E9.5,WBGene00008530,Public name for WBGene00008530. History: N.A.
F02E9.7,18.8925295586595,2.03620514027106,0.902707680633215,No,F02E9.7,WBGene00008531,Public name for WBGene00008531. History: N.A.
F07A11.2,20.5453389489675,3.32441655554458,0.860726828353304,No,F07A11.2,WBGene00008546,Sequence name for WBGene00008546(gfat-1). History: N.A.
F07A11.3,131.992439682558,14.7117899144931,0.89971802479791,No,F07A11.3,WBGene00003791,Sequence name for WBGene00003791(npp-5). History: Renamed on 2007-03-15
F07A5.1,27.3158889708764,3.81601465369574,0.877424307240763,No,F07A5.1,WBGene00002136,Sequence name for WBGene00002136(inx-14). History: N.A.
F07C6.4,88.2981278811681,12.8334945606104,0.873101071151126,No,F07C6.4,WBGene00008555,Public name for WBGene00008555. History: N.A.
F07E5.5,15.6970980707307,2.32709158888121,0.87089064014369,No,F07E5.5,WBGene00017210,Public name for WBGene00017210. History: N.A.
F07F6.2,5.233896402642,1.58948666561975,0.767052992669709,No,F07F6.2,WBGene00017216,Public name for WBGene00017216. History: N.A.
F07F6.4,30.7950527374747,4.20414028655556,0.879878936532365,No,F07F6.4,WBGene00017217,Public name for WBGene00017217. History: N.A.
F07F6.8,10.2896566821064,2.15380637592345,0.826912623449017,No,F07F6.8,WBGene00017220,Public name for WBGene00017220. History: N.A.
F08A8.7,48.6770729994487,5.30867768713525,0.901665205732621,No,F08A8.7,WBGene00008569,Sequence name for WBGene00008569(fbxa-101). History: N.A.
F08B4.1,66.5691937632523,12.2571238402929,0.844504675431628,No,F08B4.1,WBGene00000994,Sequence name for WBGene00000994(ints-6). History: Renamed on 2019-05-20
F08B4.5,24.279310829905,3.80230143540411,0.864598179068895,No,F08B4.5,WBGene00017237,Sequence name for WBGene00017237(pole-2). History: N.A.
F08B4.7,50.7472167608095,4.79256201688696,0.913709378712694,No,F08B4.7,WBGene00017238,Sequence name for WBGene00017238(snrp-3). History: N.A.
F08B6.2,16.107086622271,3.26208374512812,0.831583713537951,No,F08B6.2,WBGene00001682,Sequence name for WBGene00001682(gpc-2). History: N.A.
F08D12.1,144.80676270836,11.2722654357128,0.92777847498315,No,F08D12.1,WBGene00017245,Sequence name for WBGene00017245(srpa-72). History: N.A.
F08F3.2,48.1380734927205,6.7872119502137,0.876428280791268,No,F08F3.2,WBGene00017261,Sequence name for WBGene00017261(acl-6). History: N.A.
F08F3.9,216.687443092854,22.4605893533981,0.906080810602337,No,F08F3.9,WBGene00017265,Sequence name for WBGene00017265(snpc-1.3). History: N.A.
F08F8.10,24.5855396808315,2.90886448610151,0.894201581222118,No,F08F8.10,WBGene00017275,Public name for WBGene00017275. History: N.A.
F08F8.2,65.0761559473408,7.68771328469684,0.894347107076159,No,F08F8.2,WBGene00017268,Sequence name for WBGene00017268(hmgr-1). History: N.A.
F08F8.4,39.254223019815,3.74578635395986,0.912888708432599,No,F08F8.4,WBGene00017269,Public name for WBGene00017269. History: N.A.
F08F8.8,53.4059443106077,8.53253064187461,0.862241835169165,No,F08F8.8,WBGene00017273,Sequence name for WBGene00017273(gos-28). History: Renamed on 2010-03-26
F08F8.9,65.523332710163,8.97592469997037,0.879516588325759,No,F08F8.9,WBGene00017274,Public name for WBGene00017274. History: N.A.
F08G2.4,5.6241430642425,1.08043538055199,0.838851109066991,No,F08G2.4,WBGene00008576,Public name for WBGene00008576. History: N.A.
F08G5.1,52.744361440765,6.29561385206255,0.893366929426419,No,F08G5.1,WBGene00008580,Sequence name for WBGene00008580(dsb-1). History: N.A.
F08H9.1,68.5080310008275,12.2006087588486,0.848831441154528,No,F08H9.1,WBGene00000592,Sequence name for WBGene00000592(coh-3). History: N.A.
F09D1.1,46.5532129329029,3.76531730122368,0.925170364004988,No,F09D1.1,WBGene00017280,Sequence name for WBGene00017280(usp-39). History: N.A.
F09E5.1,41.1517400226325,5.65150814442579,0.879249659676323,No,F09E5.1,WBGene00004034,Sequence name for WBGene00004034(pkc-3). History: N.A.
F09E5.11,9.76351235952497,1.28821141527352,0.883437964834856,No,F09E5.11,WBGene00017289,Public name for WBGene00017289. History: N.A.
F09E5.15,17.254870921096,2.41020200276982,0.877437423593544,No,F09E5.15,WBGene00006434,Sequence name for WBGene00006434(prdx-2). History: N.A.
F09E5.17,24.011647531419,1.91153951943813,0.926261400047456,No,F09E5.17,WBGene00017293,Sequence name for WBGene00017293(bmy-1). History: N.A.
F09E5.2,18.8957433546962,3.09586291735089,0.85922524807631,No,F09E5.2,WBGene00017282,Sequence name for WBGene00017282(algn-2). History: N.A.
F09E5.3,34.8214800577528,5.56507331398163,0.862204797157153,No,F09E5.3,WBGene00017283,Public name for WBGene00017283. History: N.A.
F09E5.5,43.2443803562502,6.52416749025624,0.868909828143314,No,F09E5.5,WBGene00017284,Sequence name for WBGene00017284(sec-6). History: N.A.
F09E8.3,158.015923532957,23.0976306758543,0.87246879021973,No,F09E8.3,WBGene00003421,Sequence name for WBGene00003421(msh-5). History: N.A.
F09F7.3,98.0588855583759,17.2038556749432,0.850742265099192,No,F09F7.3,WBGene00017300,Sequence name for WBGene00017300(rpc-2). History: N.A.
F09F7.7,7.896755975916,1.08043538055199,0.879646613550958,No,F09F7.7,WBGene00017304,Sequence name for WBGene00017304(nmad-1). History: N.A.
F09G2.2,71.1258974295876,27.3308596072709,0.722407476847534,No,F09G2.2,WBGene00017311,Public name for WBGene00017311. History: N.A.
F09G2.4,55.9806540497319,7.49032605171138,0.881988177278185,No,F09G2.4,WBGene00017313,Sequence name for WBGene00017313(cpsf-2). History: N.A.
F09G2.8,41.366146129653,6.24699425993771,0.868796844551269,No,F09G2.8,WBGene00017316,Public name for WBGene00017316. History: N.A.
F09G2.9,62.8627687054866,9.77586243364828,0.865417859886109,No,F09G2.9,WBGene00017317,Sequence name for WBGene00017317(attf-2). History: N.A.
F09G8.3,46.133123879533,4.08279908227819,0.918695130120716,No,F09G8.3,WBGene00017319,Sequence name for WBGene00017319(mrps-9). History: N.A.
F09G8.7,7.667199116151,1.24665620832922,0.860143993485567,No,F09G8.7,WBGene00017321,Public name for WBGene00017321. History: N.A.
F10B5.1,30.163771373121,2.61797803749136,0.920139160216878,No,F10B5.1,WBGene00004421,Sequence name for WBGene00004421(rpl-10). History: N.A.
F10B5.2,23.001597348453,2.86938703950442,0.889088602255116,No,F10B5.2,WBGene00008639,Public name for WBGene00008639. History: N.A.
F10B5.5,14.324348049336,2.47253481318628,0.852797996305429,No,F10B5.5,WBGene00008641,Sequence name for WBGene00008641(pch-2). History: N.A.
F10B5.7,90.3990322617374,9.43469418463552,0.905495922866272,No,F10B5.7,WBGene00004510,Sequence name for WBGene00004510(rrf-3). History: Renamed on 2016-06-06
F10B5.8,56.9645347506847,21.1516003346524,0.729228791061596,No,F10B5.8,WBGene00008642,Sequence name for WBGene00008642(ints-11). History: N.A.
F10C2.2,43.79164390993,4.86195921248395,0.900069904375815,No,F10C2.2,WBGene00002241,Sequence name for WBGene00002241(kup-1). History: N.A.
F10C2.4,60.136092325198,8.16559816455637,0.880448081064974,No,F10C2.4,WBGene00008645,Public name for WBGene00008645. History: N.A.
F10C2.5,15.931246067691,4.57938380526266,0.776731195793199,No,F10C2.5,WBGene00008646,Public name for WBGene00008646. History: N.A.
F10C2.6,36.5899861053824,3.61530300415473,0.910078920355353,No,F10C2.6,WBGene00001095,Sequence name for WBGene00001095(dars-2). History: Renamed on 2010-01-29
F10C5.1,76.3822904044865,9.39812560252453,0.890439729252929,No,F10C5.1,WBGene00003134,Sequence name for WBGene00003134(mat-3). History: Renamed on 2006-03-01; Renamed on 2016-01-22
F10D11.4,22.8904918283267,3.18936213297558,0.877707822378607,No,F10D11.4,WBGene00008650,Public name for WBGene00008650. History: N.A.
F10E7.11,18.134991921435,7.59047410044716,0.704943183770094,No,F10E7.11,WBGene00017352,Public name for WBGene00017352. History: N.A.
F10E7.5,64.359938544874,30.3074590806916,0.67985325633894,No,F10E7.5,WBGene00017347,Public name for WBGene00017347. History: N.A.
F10E7.6,22.7031734307585,2.32709158888121,0.907028887346767,No,F10E7.6,WBGene00017348,Public name for WBGene00017348. History: N.A.
F10E7.7,16.4133154731975,1.26743381180137,0.928315605217211,No,F10E7.7,WBGene00004447,Sequence name for WBGene00004447(rpl-33). History: N.A.
F10E7.8,95.8289702226187,13.726931509913,0.874703860834209,No,F10E7.8,WBGene00017349,Sequence name for WBGene00017349(farl-11). History: N.A.
F10E9.11,10.8158010046877,2.20242596804828,0.83081982111229,No,F10E9.11,WBGene00017360,Public name for WBGene00017360. History: N.A.
F10E9.3,20.66011737885,4.84949265040066,0.809895461167773,No,F10E9.3,WBGene00017355,Public name for WBGene00017355. History: N.A.
F10E9.4,55.1923557932989,6.63345768451977,0.892707312506294,No,F10E9.4,WBGene00017356,Public name for WBGene00017356. History: N.A.
F10E9.5,7.2769524545505,2.65953324443566,0.732346694293836,No,F10E9.5,WBGene00017357,Public name for WBGene00017357. History: N.A.
F10E9.7,7.070351280762,2.11931555415967,0.769380588847241,No,F10E9.7,WBGene00017358,Public name for WBGene00017358. History: N.A.
F10E9.8,75.1252370404134,13.4015542395391,0.848615836564564,No,F10E9.8,WBGene00004726,Sequence name for WBGene00004726(sas-4). History: N.A.
F10F2.1,68.821146557547,12.431655709459,0.847000283527365,No,F10F2.1,WBGene00004760,"Sequence name for WBGene00004760(sel-2). History: N.A.. Public name for Dead gene WBGene00008653. History of WBGene00008653: Merged into ""WBGene00004760"" on 2007-02-05"
F10G7.1,109.333800282594,14.2326583784252,0.884817785241626,No,F10G7.1,WBGene00006497,Sequence name for WBGene00006497(tag-151). History: N.A.
F10G7.10,120.279989583628,8.56702146363838,0.933510126513562,No,F10G7.10,WBGene00017373,Public name for WBGene00017373. History: N.A.
F10G7.3,111.57473434762,15.5761382189347,0.877498770519395,No,F10G7.3,WBGene00006817,"Sequence name for WBGene00006817(unc-85). History: Renamed on 2008-06-05. Public name for Dead gene WBGene00017368. History of WBGene00017368: Merged into ""WBGene00006817"" on 2008-06-05"
F10G7.6,7.1484006130821,3.23424175647543,0.688495313489906,No,F10G7.6,WBGene00017370,Public name for WBGene00017370. History: N.A.
F10G7.9,40.3423225351011,8.00976613851522,0.834344981608089,No,F10G7.9,WBGene00017372,Public name for WBGene00017372. History: N.A.
F10G8.2,5.83441714778724,1.53837376107825,0.791344447429206,No,F10G8.2,WBGene00008662,Public name for WBGene00008662. History: N.A.
F10G8.3,61.7659460295295,5.95278339477201,0.912095465384857,No,F10G8.3,WBGene00003803,Sequence name for WBGene00003803(rae-1). History: N.A.
F10G8.6,24.0460810603837,2.03620514027106,0.92193149309818,No,F10G8.6,WBGene00008664,Sequence name for WBGene00008664(nubp-1). History: N.A.
F10G8.9,5.4864089483835,1.53754265693937,0.781100049753447,No,F10G8.9,WBGene00008667,Public name for WBGene00008667. History: N.A.
F11A10.1,125.587803295114,14.3781016027303,0.89727425680401,No,F11A10.1,WBGene00008682,Sequence name for WBGene00008682(lex-1). History: N.A.
F11A10.2,59.2674491678472,9.00335113655361,0.868122958916402,No,F11A10.2,WBGene00008683,Sequence name for WBGene00008683(repo-1). History: N.A.
F11A10.3,23.1448408289463,6.95343277799093,0.768975693795665,No,F11A10.3,WBGene00008684,Sequence name for WBGene00008684(mig-32). History: N.A.
F11A10.4,107.160815048058,17.3837897210121,0.860421173978231,No,F11A10.4,WBGene00008685,Sequence name for WBGene00008685(mon-2). History: N.A.
F11A10.5,26.1006149552805,4.77884879859533,0.845241846274111,No,F11A10.5,WBGene00008686,Public name for WBGene00008686. History: N.A.
F11A10.7,40.9488117586002,4.38407433262442,0.903291523866312,No,F11A10.7,WBGene00008688,Sequence name for WBGene00008688(rbm-34). History: N.A.
F11A3.2,77.890019859423,9.28218657514991,0.893518967170842,No,F11A3.2,WBGene00008670,Sequence name for WBGene00008670(eif-2Bdelta). History: N.A.
