# Curated list of genes misregulated in the rde-4 [ne299 and ne337] strains relative to the N2 strain. The uncurated output from the microarray analysis software package GeneSifter is presented in worksheet ""rde-4 raw data""
gene,affy_id,fold change,direction,Input,Suggested Match,History
M01D1.3,179924_at,1.55,Down,M01D1.3,WBGene00019700,Sequence name for WBGene00019700(btb-11). History: N.A.
W09G12.1,176759_s_at,1.55,Down,W09G12.1,WBGene00001104,Sequence name for WBGene00001104(dsl-2). History: N.A.
C25B8.4,191626_s_at,1.54,Down,C25B8.4,WBGene00016088,Sequence name for WBGene00016088(clec-266). History: N.A.
M01D1.8,179967_s_at,1.54,Down,M01D1.8,WBGene00019703,Sequence name for WBGene00019703(fbxb-41). History: N.A.
C29F4.2,190884_at,1.53,Down,C29F4.2,WBGene00007808,Sequence name for WBGene00007808(best-7). History: N.A.
C52D10.9,172781_x_at,1.53,Down,C52D10.9,WBGene00004814,Sequence name for WBGene00004814(skr-8). History: N.A.
F07D3.2,192719_s_at,1.53,Down,F07D3.2,WBGene00001449,Sequence name for WBGene00001449(flp-6). History: N.A.
F12E12.3,175914_at,1.53,Down,F12E12.3,WBGene00017404,Public name for WBGene00017404. History: N.A.
F47G9.3,178929_at,1.53,Down,F47G9.3,WBGene00009830,Sequence name for WBGene00009830(cutl-18). History: N.A.
F55G1.10,172649_x_at,1.53,Down,F55G1.10,WBGene00001935,Sequence name for WBGene00001935(his-61). History: N.A.
K04G2.11,175101_s_at,1.53,Down,K04G2.11,WBGene00010569,Sequence name for WBGene00010569(scbp-2). History: N.A.
Y56A3A.14,184419_at,1.53,Down,Y56A3A.14,WBGene00013233,Sequence name for WBGene00013233(sdz-33). History: Renamed on 2005-12-13
C46H11.8,184255_at,1.52,Down,C46H11.8,WBGene00016732,Sequence name for WBGene00016732(phat-1). History: N.A.
F31F4.15,186215_at,1.52,Down,F31F4.15,WBGene00017962,Sequence name for WBGene00017962(fbxa-72). History: N.A.
R10D12.8,173619_s_at,1.52,Down,R10D12.8,WBGene00011189,Public name for WBGene00011189. History: N.A.
F55G1.3,172702_x_at,1.51,Down,F55G1.3,WBGene00001936,Sequence name for WBGene00001936(his-62). History: N.A.
Y46C8AL.4,177100_at,1.51,Down,Y46C8AL.4,WBGene00021582,Sequence name for WBGene00021582(clec-71). History: N.A.
ZK669.1,188867_s_at,1.51,Down,ZK669.1,WBGene00014051,Sequence name for WBGene00014051(spv-1). History: Renamed on 2013-04-12; Renamed on 2014-06-27
C09B8.5,183295_at,1.5,Down,C09B8.5,WBGene00015624,Public name for WBGene00015624. History: N.A.
DY3.5,177113_at,1.5,Down,DY3.5,WBGene00004115,Sequence name for WBGene00004115(pqn-26). History: N.A.
M01E5.6,178284_s_at,1.5,Down,M01E5.6,WBGene00010808,Sequence name for WBGene00010808(sepa-1). History: N.A.
ZK673.5,186741_at,1.5,Down,ZK673.5,WBGene00014061,Public name for WBGene00014061. History: N.A.
