gene,1: eri-6,2: eri-6,3: wt,4: wt,average wt,average eri6,eri6/wt,fold change,pvalue,gene name,seq name,Input,Suggested Match,History
WBGene00003003,44.50143494,65.85506444,590.4693253,64.71112132,327.5902233,55.17824969,0.168436802,0.1684368,0.024582331,lin-14,T25C12.1,WBGene00003003,WBGene00003003,History: N.A.
WBGene00046210,163.7316946,60.0783044,20.24466258,20.30152826,20.27309542,111.9049995,5.519877315,5.51987732,0.024597465,21ur-5266,C27H2.11,WBGene00046210,WBGene00046210,History: N.A.
WBGene00012306,157.0144969,110.9137927,26.14935583,29.18344687,27.66640135,133.9641448,4.842123958,4.84212396,0.025002178,0,W06F12.2,WBGene00012306,WBGene00012306,History: N.A.
WBGene00050106,4510.598274,374.3340505,420.0767485,430.13863,425.1076893,2442.466162,5.745523367,5.74552337,0.025005693,21ur-1909,Y51H4A.347,WBGene00050106,WBGene00050106,History: N.A.
WBGene00010449,198.9969827,1040.972159,82.66570554,158.6056895,120.6356975,619.9845708,5.139312687,5.13931269,0.02501154,0,K01A11.1,WBGene00010449,WBGene00010449,History: N.A.
WBGene00171891,552.489513,31.19450421,61.57751535,16.49499171,39.03625353,291.8420086,7.476178738,7.47617874,0.025158795,21ur-6108,Y51H4A.772,WBGene00171891,WBGene00171891,History: N.A.
WBGene00166309,2005.923171,100.5156247,227.752454,78.668422,153.210438,1053.219398,6.874331877,6.87433188,0.025248267,21ur-5472,R05A10.67,WBGene00166309,WBGene00166309,History: N.A.
WBGene00174640,1316.570755,15.0195761,112.1891718,12.68845516,62.43881348,665.7951653,10.66316171,10.6631617,0.025282207,21ur-12862,Y105C5A.1241,WBGene00174640,WBGene00174640,History: N.A.
WBGene00169890,1316.570755,15.0195761,112.1891718,12.68845516,62.43881348,665.7951653,10.66316171,10.6631617,0.025282207,21ur-8670,Y105C5A.885,WBGene00169890,WBGene00169890,History: N.A.
WBGene00046990,771.6380889,82.02999255,72.54337425,76.13073097,74.33705261,426.8340407,5.741874688,5.74187469,0.02542704,21ur-5236,Y105C5B.177,WBGene00046990,WBGene00046990,History: N.A.
WBGene00169970,771.6380889,82.02999255,72.54337425,76.13073097,74.33705261,426.8340407,5.741874688,5.74187469,0.02542704,21ur-12839,Y105C5B.1004,WBGene00169970,WBGene00169970,History: N.A.
WBGene00172350,771.6380889,82.02999255,72.54337425,76.13073097,74.33705261,426.8340407,5.741874688,5.74187469,0.02542704,21ur-5747,Y105C5B.1189,WBGene00172350,WBGene00172350,History: N.A.
WBGene00001548,1057.958642,2791.330451,350.9074847,550.678954,450.7932194,1924.644546,4.269462059,4.26946206,0.025580879,gcy-23,T26C12.4,WBGene00001548,WBGene00001548,History: N.A.
WBGene00045780,2365.29325,152.506465,166.1749387,246.1560301,206.1654844,1258.899857,6.106259062,6.10625906,0.025999475,21ur-1878,F13G11.6,WBGene00045780,WBGene00045780,History: N.A.
WBGene00046190,319.066892,19.64098413,23.61877301,24.10806481,23.86341891,169.3539381,7.096801122,7.09680112,0.02629015,21ur-3976,Y105C5A.97,WBGene00046190,WBGene00046190,History: N.A.
WBGene00050213,247.6966662,46.21408031,18.55760737,31.7211379,25.13937263,146.9553732,5.845626117,5.84562612,0.02640379,21ur-2015,Y57G11C.431,WBGene00050213,WBGene00050213,History: N.A.
WBGene00170682,92.36146875,1.155352008,2.530582823,2.537691032,2.534136927,46.75841038,18.45141431,18.4514143,0.026504009,21ur-8097,Y73F8A.858,WBGene00170682,WBGene00170682,History: N.A.
WBGene00172515,457.6090952,62.38900842,38.80226995,53.29151168,46.04689081,259.9990518,5.646397557,5.64639756,0.02655232,21ur-10560,T23G4.106,WBGene00172515,WBGene00172515,History: N.A.
WBGene00050070,260.2914119,9.242816062,22.7752454,7.613073097,15.19415925,134.767114,8.869665756,8.86966576,0.026729682,21ur-2191,C06E7.40,WBGene00050070,WBGene00050070,History: N.A.
WBGene00165446,456.7694454,61.23365641,38.80226995,53.29151168,46.04689081,259.0015509,5.624734838,5.62473484,0.027202937,21ur-6576,T23G4.56,WBGene00165446,WBGene00165446,History: N.A.
WBGene00010755,181.3643386,354.6930664,32.89757669,82.47495855,57.68626762,268.0287025,4.646317288,4.64631729,0.027617335,vglu-2,K10G9.1,WBGene00010755,WBGene00010755,History: N.A.
WBGene00048134,5655.880486,281.9058899,68.32573621,699.1338794,383.7298078,2968.893188,7.736936583,7.73693658,0.027916366,21ur-911,Y73F8A.256,WBGene00048134,WBGene00048134,History: N.A.
WBGene00219691,5.877548011,9.242816062,89.4139264,22.83921929,56.12657284,7.560182037,0.1346988,0.1346988,0.028033595,linc-106,F39F10.6,WBGene00219691,WBGene00219691,History: N.A.
WBGene00050848,1722.121567,60.0783044,120.6244479,143.3795433,132.0019956,891.0999358,6.750655032,6.75065503,0.028064057,21ur-5381,Y51H4A.401,WBGene00050848,WBGene00050848,History: N.A.
WBGene00171988,1722.121567,60.0783044,120.6244479,143.3795433,132.0019956,891.0999358,6.750655032,6.75065503,0.028064057,21ur-5667,Y51H4A.778,WBGene00171988,WBGene00171988,History: N.A.
WBGene00013843,5.877548011,4.621408031,41.33285277,40.60305652,40.96795464,5.249478021,0.1281362,0.1281362,0.028646463,fbxa-49,ZC47.12,WBGene00013843,WBGene00013843,History: N.A.
WBGene00255420,53.73758182,210.2740654,14.33996933,32.98998342,23.66497637,132.0058236,5.57810925,5.57810925,0.029604613,0,Y51F10.15,WBGene00255420,WBGene00255420,History: N.A.
WBGene00219669,0,0,5.904693253,34.25882894,20.08176109,0,0,0,0.02961078,anr-28,E02H9.10,WBGene00219669,WBGene00219669,History: N.A.
WBGene00006789,24.34984176,40.43732027,282.5817485,60.90458477,171.7431666,32.39358102,0.188616419,0.18861642,0.029652099,unc-54,F11C3.3,WBGene00006789,WBGene00006789,History: N.A.
WBGene00165101,4641.583629,325.8092662,253.0582823,593.8197015,423.4389919,2483.696448,5.865535521,5.86553552,0.029663874,21ur-5834,Y73F8A.506,WBGene00165101,WBGene00165101,History: N.A.
WBGene00044439,47.02038409,122.4673128,129.0597239,761.3073097,445.1835168,84.74384846,0.190357112,0.19035711,0.029710928,0,Y51H7C.15,WBGene00044439,WBGene00044439,History: N.A.
WBGene00046948,720.4194562,69.32112046,94.47509204,40.60305652,67.53907428,394.8702883,5.84654576,5.84654576,0.029839252,21ur-2252,Y105C5A.164,WBGene00046948,WBGene00046948,History: N.A.
WBGene00171199,720.4194562,69.32112046,94.47509204,40.60305652,67.53907428,394.8702883,5.84654576,5.84654576,0.029839252,21ur-12919,Y105C5A.988,WBGene00171199,WBGene00171199,History: N.A.
WBGene00165727,235.9415702,49.68013633,28.67993866,24.10806481,26.39400173,142.8108532,5.410731374,5.41073137,0.030260684,21ur-7572,H16O14.26,WBGene00165727,WBGene00165727,History: N.A.
WBGene00168905,496.2329821,27.72844819,51.45518406,27.91460135,39.68489271,261.9807151,6.601522576,6.60152258,0.030269826,21ur-5573,B0350.43,WBGene00168905,WBGene00168905,History: N.A.
WBGene00167695,395.4750162,16.17492811,43.01990798,6.344227581,24.68206778,205.8249721,8.339048979,8.33904898,0.030363267,21ur-6506,C39H7.32,WBGene00167695,WBGene00167695,History: N.A.
WBGene00167837,395.4750162,16.17492811,43.01990798,6.344227581,24.68206778,205.8249721,8.339048979,8.33904898,0.030363267,21ur-9133,C39H7.34,WBGene00167837,WBGene00167837,History: N.A.
WBGene00004106,360.2097281,182.5456172,38.80226995,83.74380406,61.27303701,271.3776727,4.428990073,4.42899007,0.03036703,pqn-15,C24A8.3,WBGene00004106,WBGene00004106,History: N.A.
WBGene00173589,1166.273455,166.3706891,150.9914417,116.7337875,133.8626146,666.3220722,4.97765619,4.97765619,0.031001212,21ur-5494,F38C2.86,WBGene00173589,WBGene00173589,History: N.A.
WBGene00174714,611.2649932,26.57309618,46.39401841,50.75382065,48.57391953,318.9190447,6.565643616,6.56564362,0.031441673,21ur-6373,Y105C5A.1246,WBGene00174714,WBGene00174714,History: N.A.
WBGene00007639,33.58598864,16.17492811,207.5077914,57.09804823,132.3029198,24.88045837,0.188056759,0.18805676,0.031966633,0,C17D12.5,WBGene00007639,WBGene00007639,History: N.A.
WBGene00167013,106.6355139,6.932112046,5.904693253,6.344227581,6.124460417,56.78381298,9.271643397,9.2716434,0.032132501,21ur-5785,Y40H7A.181,WBGene00167013,WBGene00167013,History: N.A.
WBGene00170764,106.6355139,6.932112046,5.904693253,6.344227581,6.124460417,56.78381298,9.271643397,9.2716434,0.032132501,21ur-7486,Y40H7A.250,WBGene00170764,WBGene00170764,History: N.A.
WBGene00046970,261.9707114,84.34069657,32.89757669,40.60305652,36.7503166,173.155704,4.711679244,4.71167924,0.032614042,21ur-1899,Y73F8A.167,WBGene00046970,WBGene00046970,History: N.A.
WBGene00047160,2296.441973,122.4673128,192.3242945,222.0479653,207.1861299,1209.454643,5.837527075,5.83752708,0.032668503,21ur-5314,Y105C5A.182,WBGene00047160,WBGene00047160,History: N.A.
WBGene00021114,9.236146875,2.310704015,124.8420859,3.806536548,64.32431123,5.773425445,0.089754952,0.08975495,0.032707965,0,W09C3.7,WBGene00021114,WBGene00021114,History: N.A.
WBGene00046310,68.8512767,26.57309618,4.217638038,8.881918613,6.549778325,47.71218644,7.284549808,7.28454981,0.032758313,21ur-4644,Y37A1B.41,WBGene00046310,WBGene00046310,History: N.A.
WBGene00173162,68.8512767,26.57309618,4.217638038,8.881918613,6.549778325,47.71218644,7.284549808,7.28454981,0.032758313,21ur-15041,Y37A1B.306,WBGene00173162,WBGene00173162,History: N.A.
WBGene00047634,5786.026192,352.3823624,494.307178,602.7016202,548.5043991,3069.204277,5.595587351,5.59558735,0.033020406,21ur-4408,R05A10.28,WBGene00047634,WBGene00047634,History: N.A.
WBGene00165436,2296.441973,121.3119608,193.1678221,222.0479653,207.6078937,1208.876967,5.822885369,5.82288537,0.033079062,21ur-9617,Y105C5A.543,WBGene00165436,WBGene00165436,History: N.A.
WBGene00045586,2296.441973,121.3119608,193.1678221,222.0479653,207.6078937,1208.876967,5.822885369,5.82288537,0.033079062,21ur-5133,Y105C5A.43,WBGene00045586,WBGene00045586,History: N.A.
WBGene00020053,16.79299432,11.55352008,185.5760737,13.95730068,99.76668717,14.1732572,0.142064026,0.14206403,0.033364394,0,R13A5.11,WBGene00020053,WBGene00020053,History: N.A.
WBGene00167074,3471.951575,152.506465,317.1663804,290.5656232,303.8660018,1812.22902,5.963908464,5.96390846,0.033423832,21ur-11621,Y57G11A.116,WBGene00167074,WBGene00167074,History: N.A.
WBGene00046644,342.5770841,73.9425285,42.17638038,43.14074755,42.65856396,208.2598063,4.88201634,4.88201634,0.033460419,21ur-2216,F13G11.17,WBGene00046644,WBGene00046644,History: N.A.
WBGene00049504,3472.791225,151.351113,317.1663804,290.5656232,303.8660018,1812.071169,5.963388988,5.96338899,0.033575215,21ur-5329,Y57G11A.68,WBGene00049504,WBGene00049504,History: N.A.
WBGene00174748,3472.791225,151.351113,317.1663804,290.5656232,303.8660018,1812.071169,5.963388988,5.96338899,0.033575215,21ur-15459,Y57G11A.224,WBGene00174748,WBGene00174748,History: N.A.
WBGene00172073,246.0173668,19.64098413,24.46230062,16.49499171,20.47864616,132.8291754,6.486228356,6.48622836,0.033668137,21ur-6751,C39H7.55,WBGene00172073,WBGene00172073,History: N.A.
WBGene00050207,188.9211861,76.25323251,29.52346626,26.64575584,28.08461105,132.5872093,4.720991473,4.72099147,0.033804024,21ur-4582,Y116A8C.172,WBGene00050207,WBGene00050207,History: N.A.
WBGene00047420,188.9211861,76.25323251,29.52346626,26.64575584,28.08461105,132.5872093,4.720991473,4.72099147,0.033804024,21ur-3251,Y116A8C.97,WBGene00047420,WBGene00047420,History: N.A.
WBGene00012504,5.037898295,3.466056023,70.85631903,10.15076413,40.50354158,4.251977159,0.10497791,0.10497791,0.03386876,clec-108,Y26D4A.6,WBGene00012504,WBGene00012504,History: N.A.
WBGene00015219,48.69968352,70.47647247,7.591748468,12.68845516,10.14010181,59.588078,5.876477287,5.87647729,0.034028207,0,B0507.2,WBGene00015219,WBGene00015219,History: N.A.
WBGene00007007,146.9387003,262.2649058,30.36699387,63.44227581,46.90463484,204.601803,4.362080714,4.36208071,0.034262472,mak-2,C44C8.6,WBGene00007007,WBGene00007007,History: N.A.
WBGene00194661,11.75509602,18.48563212,34.58463191,139.5730068,87.07881934,15.12036407,0.173639976,0.17363998,0.034432202,0,Y57G11C.1131,WBGene00194661,WBGene00194661,History: N.A.
WBGene00021188,33.58598864,109.7584407,126.5291411,592.550856,359.5399986,71.67221469,0.199344204,0.1993442,0.034485232,0,Y13C8A.1,WBGene00021188,WBGene00021188,History: N.A.
WBGene00194646,615.4632417,27.72844819,48.92460124,53.29151168,51.10805646,321.595845,6.292468688,6.29246869,0.034506405,0,Y105C5A.1270,WBGene00194646,WBGene00194646,History: N.A.
WBGene00170547,214.9503273,236.8471616,46.39401841,65.97996684,56.18699263,225.8987444,4.020481145,4.02048115,0.034690813,21ur-7020,C47A4.108,WBGene00170547,WBGene00170547,History: N.A.
WBGene00021353,377.8423721,3081.323805,228.5959816,468.2039955,348.3999885,1729.583088,4.964360348,4.96436035,0.034762316,iglr-3,Y37E3.13,WBGene00021353,WBGene00021353,History: N.A.
WBGene00014615,11.75509602,10.39816807,34.58463191,96.43225923,65.50844557,11.07663205,0.169087084,0.16908708,0.035176022,0,Y116F11A.4,WBGene00014615,WBGene00014615,History: N.A.
WBGene00008564,49.53933324,155.972521,11.80938651,26.64575584,19.22757117,102.7559271,5.344196946,5.34419695,0.035581709,acox-1.1,F08A8.1,WBGene00008564,WBGene00008564,History: Renamed on 2017-01-05
WBGene00013634,636.4544846,35.81591224,59.89046013,53.29151168,56.59098591,336.1351984,5.939730384,5.93973038,0.035638541,0,Y105C5A.9,WBGene00013634,WBGene00013634,"History: Split into Y105C5A.1274(WBGene00194951). History of WBGene00013634: Split into ""WBGene00194951"" on 2010-01-29"
WBGene00001559,419.8248579,270.3523698,51.45518406,118.002633,84.72890853,345.0886139,4.072855651,4.07285565,0.035870241,gei-1,F45H7.2,WBGene00001559,WBGene00001559,History: N.A.
WBGene00050292,5649.163288,406.6839067,678.1961964,473.2793775,575.737787,3027.923598,5.259205955,5.25920596,0.036630581,21ur-556,Y37A1B.141,WBGene00050292,WBGene00050292,History: N.A.
WBGene00021609,41.14283608,26.57309618,458.8790185,12.68845516,235.7837368,33.85796613,0.143597547,0.14359755,0.037095783,irld-17,Y46H3D.4,WBGene00021609,WBGene00021609,History: N.A.
WBGene00194650,670.880123,1761.911812,4214.263927,4970.067887,4592.165907,1216.395967,0.264885022,0.26488502,0.037270831,0,C36A4.14,WBGene00194650,WBGene00194650,History: N.A.
WBGene00008498,47.86003381,34.66056023,173.7666871,164.9499171,169.3583021,41.26029702,0.243627248,0.24362725,0.037292009,0,F01D5.8,WBGene00008498,WBGene00008498,History: N.A.
WBGene00015616,8.396497159,20.79633614,68.32573621,85.01264958,76.66919289,14.59641665,0.19038177,0.19038177,0.037483309,0,C08G5.3,WBGene00015616,WBGene00015616,History: N.A.
WBGene00022352,11.75509602,12.70887209,46.39401841,86.2814951,66.33775676,12.23198405,0.184389474,0.18438947,0.037509338,0,Y82E9BR.20,WBGene00022352,WBGene00022352,History: N.A.
WBGene00172335,213.2710278,19.64098413,6.74822086,27.91460135,17.33141111,116.456006,6.719360891,6.71936089,0.038127804,21ur-15346,F38C2.76,WBGene00172335,WBGene00172335,History: N.A.
WBGene00171971,213.2710278,19.64098413,6.74822086,27.91460135,17.33141111,116.456006,6.719360891,6.71936089,0.038127804,21ur-10326,F38C2.74,WBGene00171971,WBGene00171971,History: N.A.
WBGene00195254,13.43439545,65.85506444,172.9231595,203.0152826,187.9692211,39.64472995,0.210910753,0.21091075,0.038201675,0,H16D19.6,WBGene00195254,WBGene00195254,History: N.A.
WBGene00165380,1032.769151,191.7884333,155.2090798,120.540324,137.8747019,612.2787919,4.440834928,4.44083493,0.038430081,21ur-10022,Y7A9A.29,WBGene00165380,WBGene00165380,History: N.A.
WBGene00219279,6.717197727,4.621408031,38.80226995,40.60305652,39.70266323,5.669302879,0.14279402,0.14279402,0.038476464,0,T24D5.11,WBGene00219279,WBGene00219279,History: N.A.
WBGene00174545,88.16322017,17.33028012,7.591748468,7.613073097,7.602410782,52.74675014,6.938161019,6.93816102,0.039075377,21ur-9171,Y105C5A.1235,WBGene00174545,WBGene00174545,History: N.A.
WBGene00175021,1309.853557,117.8459048,109.658589,171.2941447,140.4763668,713.8497308,5.081635772,5.08163577,0.039221935,21ur-12014,B0273.110,WBGene00175021,WBGene00175021,History: N.A.
WBGene00047502,1309.853557,117.8459048,109.658589,171.2941447,140.4763668,713.8497308,5.081635772,5.08163577,0.039221935,21ur-2650,B0273.20,WBGene00047502,WBGene00047502,History: N.A.
WBGene00045708,1309.853557,117.8459048,109.658589,171.2941447,140.4763668,713.8497308,5.081635772,5.08163577,0.039221935,21ur-3591,B0273.8,WBGene00045708,WBGene00045708,History: N.A.
WBGene00015344,489.5157844,517.5976995,125.6856135,154.799153,140.2423832,503.5567419,3.590617403,3.5906174,0.039596959,nra-4,C02E11.1,WBGene00015344,WBGene00015344,History: N.A.
WBGene00169385,20.15159318,5.776760039,214.2560123,5.075382065,109.6656972,12.96417661,0.118215421,0.11821542,0.039800591,21ur-12858,Y51H4A.632,WBGene00169385,WBGene00169385,History: N.A.
WBGene00046682,20.15159318,5.776760039,214.2560123,5.075382065,109.6656972,12.96417661,0.118215421,0.11821542,0.039800591,21ur-2109,Y51H4A.102,WBGene00046682,WBGene00046682,History: N.A.
WBGene00048547,513.8656261,300.391522,80.97865032,133.2287792,107.1037148,407.1285741,3.8012554,3.8012554,0.039813169,21ur-4198,Y116A8B.18,WBGene00048547,WBGene00048547,History: N.A.
WBGene00168509,513.8656261,300.391522,80.97865032,133.2287792,107.1037148,407.1285741,3.8012554,3.8012554,0.039813169,21ur-7920,Y116A8B.49,WBGene00168509,WBGene00168509,History: N.A.
WBGene00050633,514.7052758,300.391522,81.82217793,133.2287792,107.5254786,407.5483989,3.79024957,3.79024957,0.040119661,21ur-3450,Y116A8B.33,WBGene00050633,WBGene00050633,History: N.A.
WBGene00046184,78.08742358,5.776760039,1.687055215,6.344227581,4.015641398,41.93209181,10.44219034,10.4421903,0.04044626,21ur-491,Y67A10A.32,WBGene00046184,WBGene00046184,History: N.A.
WBGene00168894,928.6525858,38.12661626,97.84920247,65.97996684,81.91458466,483.389601,5.901142062,5.90114206,0.04066407,21ur-11414,Y37A1A.103,WBGene00168894,WBGene00168894,History: N.A.
WBGene00050571,928.6525858,38.12661626,97.84920247,65.97996684,81.91458466,483.389601,5.901142062,5.90114206,0.04066407,21ur-3588,Y37A1A.69,WBGene00050571,WBGene00050571,History: N.A.
WBGene00047260,177.1660901,9.242816062,16.02702454,10.15076413,13.08889434,93.20445306,7.120880547,7.12088055,0.040968491,21ur-346,Y57G11A.31,WBGene00047260,WBGene00047260,History: N.A.
WBGene00009453,54.57723153,256.4881457,150.9914417,1547.99153,849.4914857,155.5326886,0.183089167,0.18308917,0.04098757,0,F36A2.3,WBGene00009453,WBGene00009453,History: N.A.
WBGene00171168,654.9267784,34.66056023,83.50923314,32.98998342,58.24960828,344.7936693,5.919244429,5.91924443,0.041447447,21ur-13526,Y57G11C.888,WBGene00171168,WBGene00171168,History: N.A.
WBGene00008001,34.42563835,3.466056023,343.3157363,5.075382065,174.1955592,18.94584719,0.108761941,0.10876194,0.041781221,0,C38C10.3,WBGene00008001,WBGene00008001,History: N.A.
WBGene00045696,87.32357045,5.776760039,7.591748468,1.268845516,4.430296992,46.55016525,10.50723356,10.5072336,0.042097629,21ur-2704,Y105C5A.54,WBGene00045696,WBGene00045696,History: N.A.
WBGene00165673,83.96497159,4.621408031,6.74822086,1.268845516,4.008533188,44.29318981,11.04972511,11.0497251,0.042738906,21ur-13900,Y59E9AL.16,WBGene00165673,WBGene00165673,History: N.A.
WBGene00048548,680.1162699,39.28196826,43.01990798,85.01264958,64.01627878,359.6991191,5.618869542,5.61886954,0.04274071,21ur-3302,Y41E3.135,WBGene00048548,WBGene00048548,History: N.A.
WBGene00011024,6335.996756,484.0924912,718.6855216,675.0258146,696.8556681,3410.044624,4.893473326,4.89347333,0.042911701,0,R05A10.7,WBGene00011024,WBGene00011024,History: N.A.
WBGene00166400,476.9210386,45.0587283,64.10809817,35.52767445,49.81788631,260.9898835,5.238879101,5.2388791,0.043078549,21ur-7168,Y40H7A.175,WBGene00166400,WBGene00166400,History: N.A.
WBGene00049579,1218.331738,64.69971243,144.2432209,91.35687716,117.800049,641.5157251,5.445801852,5.44580185,0.043287037,21ur-2407,Y73F8A.387,WBGene00049579,WBGene00049579,History: N.A.
WBGene00167584,1218.331738,64.69971243,144.2432209,91.35687716,117.800049,641.5157251,5.445801852,5.44580185,0.043287037,21ur-9713,Y73F8A.664,WBGene00167584,WBGene00167584,History: N.A.
WBGene00047124,1444.197511,27.72844819,172.9231595,36.79651997,104.8598398,735.9629798,7.01854,7.01854,0.043602062,21ur-5008,Y41E3.76,WBGene00047124,WBGene00047124,History: N.A.
WBGene00049045,367.7665756,30.0391522,37.95874234,35.52767445,36.74320839,198.9028639,5.413323239,5.41332324,0.043657268,21ur-3848,T12E12.15,WBGene00049045,WBGene00049045,History: N.A.
WBGene00077689,3.358598864,8.087464054,5.904693253,95.16341371,50.53405348,5.723031459,0.113250987,0.11325099,0.043895918,0,Y105E8A.34,WBGene00077689,WBGene00077689,History: N.A.
WBGene00167920,476.9210386,45.0587283,64.10809817,36.79651997,50.45230907,260.9898835,5.173001757,5.17300176,0.04434036,21ur-7200,Y40H7A.202,WBGene00167920,WBGene00167920,History: N.A.
WBGene00166196,49.53933324,159.4385771,15.18349694,27.91460135,21.54904915,104.4889552,4.848889362,4.84888936,0.044394133,21ur-10206,Y37A1B.171,WBGene00166196,WBGene00166196,History: N.A.
WBGene00022608,2538.261091,5966.237768,612.4010431,1619.046879,1115.723961,4252.24943,3.811202035,3.81120204,0.044529343,madf-9,ZC416.1,WBGene00022608,WBGene00022608,History: N.A.
WBGene00044125,1587.777613,130.5547769,227.752454,116.7337875,172.2431208,859.1661948,4.98810165,4.98810165,0.044578936,srsx-16,C39H7.9,WBGene00044125,WBGene00044125,History: N.A.
WBGene00018439,1546.634777,2217.120503,305.3569939,737.1992449,521.2781194,1881.87764,3.610122063,3.61012206,0.044776197,fbxa-184,F45C12.8,WBGene00018439,WBGene00018439,History: N.A.
WBGene00049913,952.1627778,143.263649,107.9715338,139.5730068,123.7722703,547.7132134,4.425168999,4.425169,0.044791188,21ur-3864,AC7.17,WBGene00049913,WBGene00049913,History: N.A.
WBGene00047765,476.0813889,43.90337629,64.10809817,36.79651997,50.45230907,259.9923826,5.153230593,5.15323059,0.045409306,21ur-2775,Y40H7A.70,WBGene00047765,WBGene00047765,History: N.A.
WBGene00168320,378.6820219,140.9529449,90.257454,31.7211379,60.98929595,259.8174834,4.260050544,4.26005054,0.045688919,21ur-8364,Y105C5B.868,WBGene00168320,WBGene00168320,History: N.A.
WBGene00174192,378.6820219,140.9529449,90.257454,31.7211379,60.98929595,259.8174834,4.260050544,4.26005054,0.045688919,21ur-14087,Y105C5B.1344,WBGene00174192,WBGene00174192,History: N.A.
WBGene00017174,19.31194347,4.621408031,199.0725154,3.806536548,101.439526,11.96667575,0.117968569,0.11796857,0.046014331,tat-6,F02C9.3,WBGene00017174,WBGene00017174,History: N.A.
WBGene00170717,76.40812415,5.776760039,2.530582823,6.344227581,4.437405202,41.09244209,9.260466472,9.26046647,0.04666686,21ur-6138,Y57G11C.868,WBGene00170717,WBGene00170717,History: N.A.
WBGene00165137,76.40812415,5.776760039,2.530582823,6.344227581,4.437405202,41.09244209,9.260466472,9.26046647,0.04666686,21ur-15419,Y57G11C.506,WBGene00165137,WBGene00165137,History: N.A.
WBGene00009027,165.410994,114.3798488,33.7411043,36.79651997,35.26881213,139.8954214,3.966547579,3.96654758,0.047050869,0,F21G4.6,WBGene00009027,WBGene00009027,History: N.A.
WBGene00003333,299.7549486,123.6226648,2869.680921,31.7211379,1450.701029,211.6888067,0.145921732,0.14592173,0.047133292,mir-239.2,C34E11.6,WBGene00003333,WBGene00003333,History: N.A.
WBGene00046759,968.1161224,41.59267228,123.1550307,55.82920271,89.4921167,504.8543973,5.641328152,5.64132815,0.047202911,21ur-531,Y73F8A.146,WBGene00046759,WBGene00046759,History: N.A.
WBGene00050429,999.1831619,24.26239216,94.47509204,74.86188545,84.66848875,511.722777,6.04383974,6.04383974,0.047301773,21ur-1793,Y57G11A.80,WBGene00050429,WBGene00050429,History: N.A.
WBGene00171053,178.0057398,4.621408031,16.02702454,7.613073097,11.82004882,91.3135739,7.725312754,7.72531275,0.047340478,21ur-7223,B0273.85,WBGene00171053,WBGene00171053,History: N.A.
WBGene00168355,178.0057398,4.621408031,16.02702454,7.613073097,11.82004882,91.3135739,7.725312754,7.72531275,0.047340478,21ur-13386,B0273.61,WBGene00168355,WBGene00168355,History: N.A.
WBGene00016486,977.3522693,629.6668442,309.574632,134.4976247,222.0361283,803.5095568,3.61882349,3.61882349,0.047385211,fbxa-170,C36C9.3,WBGene00016486,WBGene00016486,History: N.A.
WBGene00048674,15.9533446,3.466056023,242.935951,0,121.4679755,9.709700312,0.079936298,0.0799363,0.047415779,21ur-2381,Y41E3.139,WBGene00048674,WBGene00048674,History: N.A.
WBGene00050246,911.0199417,36.97126425,99.53625769,71.0553489,85.2958033,473.995603,5.557080005,5.55708001,0.047702551,21ur-1491,Y105C5A.459,WBGene00050246,WBGene00050246,History: N.A.
WBGene00001551,8.396497159,33.50520822,144.2432209,62.17343029,103.2083256,20.95085269,0.202995762,0.20299576,0.047944784,gcy-31,T07D1.1,WBGene00001551,WBGene00001551,History: N.A.
WBGene00048663,49.53933324,159.4385771,16.87055215,27.91460135,22.39257675,104.4889552,4.666231864,4.66623186,0.048448787,21ur-1110,Y37A1B.103,WBGene00048663,WBGene00048663,History: N.A.
WBGene00045857,78.92707329,23.10704015,2.530582823,12.68845516,7.609518992,51.01705672,6.704373401,6.7043734,0.048657008,21ur-2386,F38C2.10,WBGene00045857,WBGene00045857,History: N.A.
WBGene00012852,24.34984176,63.54436043,5.061165645,8.881918613,6.971542129,43.94710109,6.30378477,6.30378477,0.049041835,0,Y44A6D.1,WBGene00012852,WBGene00012852,History: N.A.
WBGene00050376,78.08742358,26.57309618,609.8704602,21.57037377,315.720417,52.33025988,0.165748735,0.16574874,0.049152544,21ur-3766,Y105C5B.545,WBGene00050376,WBGene00050376,History: N.A.
WBGene00172700,78.08742358,26.57309618,609.8704602,21.57037377,315.720417,52.33025988,0.165748735,0.16574874,0.049152544,21ur-13242,Y105C5B.1220,WBGene00172700,WBGene00172700,History: N.A.
WBGene00049311,1059.637941,236.8471616,122.3115031,200.4775915,161.3945473,648.2425515,4.016508378,4.01650838,0.049248943,21ur-5341,Y105C5B.430,WBGene00049311,WBGene00049311,History: N.A.
WBGene00171863,287.1602028,26.57309618,21.08819019,38.06536548,29.57677784,156.8666495,5.303709903,5.3037099,0.049317439,21ur-6860,Y73F8A.941,WBGene00171863,WBGene00171863,History: N.A.
WBGene00170239,1424.045918,130.5547769,176.29727,159.874535,168.0859025,777.3003475,4.624423202,4.6244232,0.049367896,21ur-9200,Y57G11C.829,WBGene00170239,WBGene00170239,History: N.A.
WBGene00006576,42.82213551,10.39816807,352.5945399,10.15076413,181.372652,26.61015179,0.146715348,0.14671535,0.049422673,tkr-1,C38C10.1,WBGene00006576,WBGene00006576,History: N.A.
