# Table S14. mRNAs expressed in whole animals but not in distal gonads.
# * Fold changes were calculated using DESeq2, which applies statistical methods to calulate a finite estimate for genes in which 0  reads were captured in the dataset.
gene_id,public_name,whole_1,whole_2,whole_3,gonad_1,gonad_2,gonad_3,fold_change*,pvalue_adj,Input,Suggested Match,History
C09C7.1,zig-4,12.83848127,12.79515271,18.77260837,0,0,0,-80.76,4.19e-05,C09C7.1,WBGene00006981,Sequence name for WBGene00006981(zig-4). History: N.A.
F07C6.6,F07C6.6,11.85269456,19.19338282,12.90095595,0,0,0,-80.12,4.72e-05,F07C6.6,WBGene00045067,Public name for WBGene00045067. History: N.A.
Y38E10A.15,nspe-7,5.927041538,11.72959945,25.79382673,0,0,0,-79.59,0.00012,Y38E10A.15,WBGene00012593,Sequence name for WBGene00012593(nspe-7). History: N.A.
C44B11.4,C44B11.4,17.77932419,9.596725798,16.41870077,0,0,0,-79.14,5.24e-05,C44B11.4,WBGene00016634,Public name for WBGene00016634. History: N.A.
T20G5.7,dod-6,22.72334366,12.79630987,8.20421185,0,0,0,-78.62,7.38e-05,T20G5.7,WBGene00011869,Sequence name for WBGene00011869(dod-6). History: N.A.
T20G5.8,T20G5.8,15.80754341,19.19446481,8.20421185,0,0,0,-78.39,6.76e-05,T20G5.8,WBGene00011870,Public name for WBGene00011870. History: N.A.
F23G4.1,F23G4.1,3.950429807,13.86151672,24.63691358,0,0,0,-78.04,0.000185,F23G4.1,WBGene00044574,Public name for WBGene00044574. History: N.A.
T11F9.5,nas-21,12.83813727,19.19261296,10.56034967,0,0,0,-77.59,6.26e-05,T11F9.5,WBGene00003540,Sequence name for WBGene00003540(nas-21). History: N.A.
F14F11.2,nlp-55,4.93910565,17.06116106,19.93262578,0,0,0,-76.99,0.000139,F14F11.2,WBGene00008820,Sequence name for WBGene00008820(nlp-55). History: N.A.
T11A5.5,sdz-31,13.8259191,10.66260329,17.5997894,0,0,0,-76.38,6.38e-05,T11A5.5,WBGene00011704,Sequence name for WBGene00011704(sdz-31). History: N.A.
K08D8.7,K08D8.7,7.549262691,11.67037316,25.4071448,0,0,0,-76.31,0.000118,K08D8.7,WBGene00185092,Public name for WBGene00185092. History: N.A.
T18D3.5,T18D3.5,7.901279699,14.92796637,18.76831078,0,0,0,-76.06,8.92e-05,T18D3.5,WBGene00011822,Public name for WBGene00011822. History: N.A.
Y39G8B.9,Y39G8B.9,6.913957705,20.25960642,14.07439177,0,0,0,-75.62,0.000111,Y39G8B.9,WBGene00012728,Public name for WBGene00012728. History: N.A.
C05B5.5,C05B5.5,12.8382225,19.19264173,9.386810652,0,0,0,-75.44,8.21e-05,C05B5.5,WBGene00007322,"Public name for WBGene00007322. History: Split into C05B5.9(WBGene00023482). History of WBGene00007322: Split into ""WBGene00023482"" on 2004-08-11"
F58E1.8,fbxb-18,10.86318651,25.59022894,4.693318395,0,0,0,-75.23,0.00021,F58E1.8,WBGene00019039,Sequence name for WBGene00019039(fbxb-18). History: N.A.
F53A9.2,kreg-1,10.86567565,15.99472003,14.0713248,0,0,0,-74.58,7.43e-05,F53A9.2,WBGene00018725,Sequence name for WBGene00018725(kreg-1). History: N.A.
Y97E10B.7,ncx-10,4.571290541,16.78139069,19.9119163,0,0,0,-74.27,0.000179,Y97E10B.7,WBGene00003575,Sequence name for WBGene00003575(ncx-10). History: N.A.
C38D9.9,fbxa-176,5.925327338,19.19263725,15.25360952,0,0,0,-74.11,0.000142,C38D9.9,WBGene00008017,"Sequence name for WBGene00008017(fbxa-176). History: Split into fbxa-175(WBGene00045293). History of WBGene00008017: Split into ""WBGene00045293"" on 2007-02-26"
C04F5.3,unc-46,4.937867945,24.52403207,10.5596464,0,0,0,-73.68,0.000228,C04F5.3,WBGene00006782,"Sequence name for WBGene00006782(unc-46). History: N.A.. Public name for Dead gene WBGene00015445. History of WBGene00015445: Merged into ""WBGene00006782"" on 2005-03-23"
C06C3.12,C06C3.12,6.913286131,11.7289887,21.11707677,0,0,0,-72.72,0.00015,C06C3.12,WBGene00175031,Public name for WBGene00175031. History: N.A.
R52.9,math-37,14.81317123,9.596297108,15.25401508,0,0,0,-71.83,9.79e-05,R52.9,WBGene00020080,Sequence name for WBGene00020080(math-37). History: N.A.
F59F3.2,col-177,7.900345143,14.9275678,16.42747236,0,0,0,-71.77,0.000123,F59F3.2,WBGene00000750,Sequence name for WBGene00000750(col-177). History: N.A.
B0213.16,cyp-34A10,17.77566713,15.99380041,5.867051119,0,0,0,-71.68,0.000156,B0213.16,WBGene00015045,Sequence name for WBGene00015045(cyp-34A10). History: N.A.
H12D21.3,H12D21.3,7.902309565,17.0610347,14.0713248,0,0,0,-71.37,0.000129,H12D21.3,WBGene00010379,Public name for WBGene00010379. History: N.A.
ZC412.8,ZC412.8,7.902309565,17.0610347,14.0713248,0,0,0,-71.37,0.000129,ZC412.8,WBGene00013889,Public name for WBGene00013889. History: N.A.
R12G8.1,R12G8.1,16.78958424,7.463919463,15.25079648,0,0,0,-71.32,0.000126,R12G8.1,WBGene00011254,Public name for WBGene00011254. History: N.A.
F09F9.2,F09F9.2,9.876217426,14.92783599,14.07769108,0,0,0,-70.9,0.000109,F09F9.2,WBGene00017307,Public name for WBGene00017307. History: N.A.
Y43F8B.24,Y43F8B.24,9.876556412,15.99423389,12.90336475,0,0,0,-70.73,0.000113,Y43F8B.24,WBGene00195176,Public name for WBGene00195176. History: N.A.
T20G5.6,unc-47,17.77568525,9.596282454,11.73407021,0,0,0,-70.58,0.000117,T20G5.6,WBGene00006783,Sequence name for WBGene00006783(unc-47). History: N.A.
C04G6.5,C04G6.5,11.85581799,15.99543613,10.5478907,0,0,0,-69.82,0.000119,C04G6.5,WBGene00015455,Sequence name for WBGene00015455(txt-9). History: N.A.
T23E7.6,T23E7.6,10.86665557,11.72969993,15.24025814,0,0,0,-68.78,0.000128,T23E7.6,WBGene00044772,Public name for WBGene00044772. History: N.A.
ZC239.22,ZC239.22,17.77761343,8.530237706,11.7306638,0,0,0,-68.57,0.000152,ZC239.22,WBGene00194717,Public name for WBGene00194717. History: N.A.
Y51B9A.6,Y51B9A.6,16.40259957,11.45945271,11.46468758,0,0,0,-68.52,0.000117,Y51B9A.6,WBGene00013088,Public name for WBGene00013088. History: N.A.
B0222.11,B0222.11,6.912867296,12.7950854,17.60041817,0,0,0,-68.23,0.000194,B0222.11,WBGene00044582,Public name for WBGene00044582. History: N.A.
F35F10.13,F35F10.13,12.83881576,10.66268996,14.07847442,0,0,0,-68.18,0.000131,F35F10.13,WBGene00018062,Public name for WBGene00018062. History: N.A.
B0416.2,B0416.2,8.888580538,21.32547179,7.038877645,0,0,0,-68.15,0.000249,B0416.2,WBGene00015178,Public name for WBGene00015178. History: N.A.
H14A12.4,mls-1,7.900606461,15.99394207,12.90615688,0,0,0,-67.28,0.000183,H14A12.4,WBGene00003376,Sequence name for WBGene00003376(mls-1). History: N.A.
T05A7.11,T05A7.11,14.81273596,11.72872976,10.56130277,0,0,0,-67.2,0.000146,T05A7.11,WBGene00044383,"Public name for WBGene00044383. History: Split into T05A7.12(WBGene00271414), T05A7.13(WBGene00271415). History of WBGene00044383: Split into ""WBGene00271414"" on 2016-10-20; Split into ""WBGene00271415"" on 2016-10-20"
C53D6.3,acc-2,9.875416516,11.72879927,15.25414314,0,0,0,-67.13,0.000158,C53D6.3,WBGene00008280,Sequence name for WBGene00008280(acc-2). History: N.A.
C08H9.11,chil-5,5.925242115,9.596287463,21.12119566,0,0,0,-67.06,0.0003,C08H9.11,WBGene00007470,Sequence name for WBGene00007470(chil-5). History: N.A.
W06G6.1,oac-53,11.8503153,8.530005847,16.42822356,0,0,0,-66.81,0.000178,W06G6.1,WBGene00012308,Sequence name for WBGene00012308(oac-53). History: N.A.
K11H12.3,K11H12.3,2.962776405,7.46386749,25.81117145,0,0,0,-66.62,0.000719,K11H12.3,WBGene00019659,Public name for WBGene00019659. History: N.A.
F01D5.2,F01D5.2,6.913599386,9.596543437,19.9414873,0,0,0,-66.58,0.000263,F01D5.2,WBGene00008493,Public name for WBGene00008493. History: N.A.
R13H7.2,R13H7.2,9.573582444,10.68273292,15.52528968,0,0,0,-66.46,0.00018,R13H7.2,WBGene00020069,Public name for WBGene00020069. History: N.A.
C54E10.2,ncs-5,8.181500817,7.448216143,19.16675107,0,0,0,-66.04,0.000284,C54E10.2,WBGene00008307,Sequence name for WBGene00008307(ncs-5). History: N.A.
ZK822.6,ZK822.6,8.889039467,10.66286014,16.42177846,0,0,0,-65.54,0.000206,ZK822.6,WBGene00044009,Public name for WBGene00044009. History: N.A.
ZC334.10,ins-29,12.84175439,15.99486088,7.034927587,0,0,0,-65.13,0.000235,ZC334.10,WBGene00002112,Sequence name for WBGene00002112(ins-29). History: N.A.
R13A1.4,unc-8,10.86276237,11.72875154,12.90797475,0,0,0,-64.56,0.00019,R13A1.4,WBGene00006748,Sequence name for WBGene00006748(unc-8). History: N.A.
B0478.3,B0478.3,10.86398506,11.72904955,12.90408635,0,0,0,-64.54,0.00019,B0478.3,WBGene00015202,Public name for WBGene00015202. History: N.A.
T07D10.6,flp-33,9.87774826,19.19360324,5.86327226,0,0,0,-63.74,0.000366,T07D10.6,WBGene00011586,Sequence name for WBGene00011586(flp-33). History: N.A.
F57H12.3,ora-1,6.913144945,13.86146819,14.07882079,0,0,0,-63.74,0.000274,F57H12.3,WBGene00003879,Sequence name for WBGene00003879(ora-1). History: N.A.
F08G5.7,clec-184,7.900363406,12.79506479,14.08060345,0,0,0,-63.49,0.000251,F08G5.7,WBGene00023502,Sequence name for WBGene00023502(clec-184). History: N.A.
T08H4.3,ast-1,14.8132414,9.596307371,10.56033806,0,0,0,-63.23,0.00023,T08H4.3,WBGene00020368,Sequence name for WBGene00020368(ast-1). History: N.A.
K11G9.6,mtl-1,15.80533811,7.464279269,11.72467703,0,0,0,-63.09,0.000266,K11G9.6,WBGene00003473,Sequence name for WBGene00003473(mtl-1). History: N.A.
Y39F10A.1,Y39F10A.1,10.86365351,4.265079546,18.77111339,0,0,0,-61.46,0.000543,Y39F10A.1,WBGene00021452,Public name for WBGene00021452. History: N.A.
Y43F8C.20,grsp-1,7.900814424,12.79522969,12.90524755,0,0,0,-61.33,0.000308,Y43F8C.20,WBGene00012840,Sequence name for WBGene00012840(grsp-1). History: N.A.
C26F1.1,C26F1.1,13.94573031,6.268854657,11.76848497,0,0,0,-61.1,0.000346,C26F1.1,WBGene00016146,Public name for WBGene00016146. History: N.A.
C45B2.4,ggr-2,15.64121034,8.437712318,10.4464999,0,0,0,-60.96,0.000308,C45B2.4,WBGene00001587,Sequence name for WBGene00001587(lgc-58). History: Renamed on 2021-03-09
C39E6.4,mls-2,12.8382136,15.9938656,4.693414039,0,0,0,-60.87,0.000482,C39E6.4,WBGene00003377,Sequence name for WBGene00003377(mls-2). History: N.A.
Y46C8AL.9,clec-75,4.020505698,14.8765283,14.33194014,0,0,0,-60.82,0.000578,Y46C8AL.9,WBGene00021586,"Sequence name for WBGene00021586(clec-75). History: Split into Y46C8AM.1(WBGene00271795). History of WBGene00021586: Split into ""WBGene00271795"" on 2017-09-21"
K08D8.12,K08D8.12,10.86552309,9.596801621,12.89919897,0,0,0,-60.54,0.000298,K08D8.12,WBGene00194926,Public name for WBGene00194926. History: N.A.
W04G3.8,lpr-3,17.77558441,5.331261202,10.56082359,0,0,0,-60.48,0.00047,W04G3.8,WBGene00012261,Sequence name for WBGene00012261(lpr-3). History: N.A.
B0213.5,nlp-30,7.903022235,8.530690855,16.41258569,0,0,0,-59.8,0.000418,B0213.5,WBGene00003768,Sequence name for WBGene00003768(nlp-30). History: N.A.
H02F09.3,H02F09.3,6.912604049,12.79497539,12.90828928,0,0,0,-59.61,0.000399,H02F09.3,WBGene00019146,Public name for WBGene00019146. History: N.A.
F57G8.7,F57G8.7,5.925959775,5.331416562,21.11434963,0,0,0,-59.11,0.000822,F57G8.7,WBGene00010216,Public name for WBGene00010216. History: N.A.
C36C5.14,C36C5.14,8.888375372,12.79521641,10.55896882,0,0,0,-58.75,0.000377,C36C5.14,WBGene00016483,Public name for WBGene00016483. History: N.A.
K10G4.3,K10G4.3,9.875967248,12.79521483,9.385763764,0,0,0,-58.34,0.000389,K10G4.3,WBGene00010752,Public name for WBGene00010752. History: N.A.
C08E3.3,bath-33,14.81352671,13.86139314,3.519931191,0,0,0,-58.19,0.000753,C08E3.3,WBGene00015595,Sequence name for WBGene00015595(bath-33). History: N.A.
F47B8.6,pepm-1,4.937963115,13.86146974,12.90556865,0,0,0,-58.13,0.000601,F47B8.6,WBGene00009807,Sequence name for WBGene00009807(pepm-1). History: N.A.
Y46C8AL.8,clec-74,5.925237882,11.7287939,14.08082403,0,0,0,-58.05,0.000526,Y46C8AL.8,WBGene00021585,Sequence name for WBGene00021585(clec-74). History: N.A.
F14D12.4,mec-2,6.296419637,13.10738526,11.66583792,0,0,0,-57.97,0.000479,F14D12.4,WBGene00003166,Sequence name for WBGene00003166(mec-2). History: N.A.
F19H8.5,mltn-10,16.78813523,10.66253435,4.693637029,0,0,0,-57.88,0.000643,F19H8.5,WBGene00008965,Sequence name for WBGene00008965(mltn-10). History: N.A.
C08H9.7,chil-3,12.83803899,8.530035462,10.5605661,0,0,0,-57.78,0.000412,C08H9.7,WBGene00007467,Sequence name for WBGene00007467(chil-3). History: N.A.
F28G4.2,F28G4.2,5.925299034,15.99384713,9.386956663,0,0,0,-57.37,0.000615,F28G4.2,WBGene00009227,Public name for WBGene00009227. History: N.A.
Y69H2.11,egas-1,5.925118042,17.05998594,8.214258794,0,0,0,-57.2,0.000679,Y69H2.11,WBGene00013486,Sequence name for WBGene00013486(egas-1). History: N.A.
F39D8.1,pqn-36,9.918548736,10.70929442,10.60752983,0,0,0,-57.19,0.00043,F39D8.1,WBGene00004123,Sequence name for WBGene00004123(pqn-36). History: N.A.
C44H9.7,C44H9.7,21.92979242,9.589540465,2.110582442,0,0,0,-55.89,0.00146,C44H9.7,WBGene00008102,Public name for WBGene00008102. History: N.A.
F27E5.9,F27E5.9,8.889070597,7.464007998,14.07567819,0,0,0,-55.29,0.000617,F27E5.9,WBGene00206354,Public name for WBGene00206354. History: N.A.
T24F1.5,nlp-51,13.83094501,8.530782104,8.205251704,0,0,0,-55.14,0.000589,T24F1.5,WBGene00011997,Sequence name for WBGene00011997(nlp-51). History: N.A.
C12D8.14,fipr-4,11.85416581,5.331644505,12.8966726,0,0,0,-54.34,0.000768,C12D8.14,WBGene00007541,Sequence name for WBGene00007541(fipr-4). History: N.A.
F08F3.10,F08F3.10,4.937968075,10.66267145,14.07876431,0,0,0,-54.33,0.000868,F08F3.10,WBGene00017266,Public name for WBGene00017266. History: N.A.
F29G6.1,F29G6.1,3.95006347,13.86122652,11.73477652,0,0,0,-54.27,0.00103,F29G6.1,WBGene00009257,Public name for WBGene00009257. History: N.A.
ZK1025.2,ZK1025.2,5.925375784,11.72885552,11.73328897,0,0,0,-53.74,0.000787,ZK1025.2,WBGene00014182,Public name for WBGene00014182. History: N.A.
ZK1025.8,ZK1025.8,5.925375784,11.72885552,11.73328897,0,0,0,-53.74,0.000787,ZK1025.8,WBGene00014188,Public name for WBGene00014188. History: N.A.
F14D7.5,F14D7.5,3.530919575,9.899506367,13.9219696,0,0,0,-53.64,0.00116,F14D7.5,WBGene00008792,Public name for WBGene00008792. History: N.A.
Y40B10A.6,comt-4,10.86343477,14.92771056,3.519773463,0,0,0,-53.26,0.00121,Y40B10A.6,WBGene00021491,Sequence name for WBGene00021491(comt-4). History: N.A.
Y9C9A.6,str-168,13.82577087,8.530061986,7.040117822,0,0,0,-53.05,0.000788,Y9C9A.6,WBGene00006212,Sequence name for WBGene00006212(str-168). History: N.A.
Y25C1A.14,Y25C1A.14,7.900987791,12.79529306,8.211947934,0,0,0,-52.71,0.000799,Y25C1A.14,WBGene00194985,Public name for WBGene00194985. History: N.A.
C08F1.8,C08F1.8,3.950123154,13.86127381,10.56087164,0,0,0,-52.1,0.00127,C08F1.8,WBGene00015611,"Public name for WBGene00015611. History: Split into C08F1.13(WBGene00269390), C08F1.12(WBGene00269389). History of WBGene00015611: Split into ""WBGene00269390"" on 2016-02-18; Split into ""WBGene00269389"" on 2016-02-18"
ZC513.8,col-43,9.87562191,11.72885435,7.039981771,0,0,0,-52.06,0.000836,ZC513.8,WBGene00000620,Sequence name for WBGene00000620(col-43). History: N.A.
R03A10.2,flp-32,10.86578626,9.596854053,8.208049265,0,0,0,-51.94,0.000787,R03A10.2,WBGene00010982,Sequence name for WBGene00010982(flp-32). History: N.A.
R09A1.5,flp-34,12.84024032,5.331478478,10.55572091,0,0,0,-51.8,0.000992,R09A1.5,WBGene00019975,Sequence name for WBGene00019975(flp-34). History: N.A.
C08B6.2,C08B6.2,7.82845721,7.395630541,13.51213937,0,0,0,-51.77,0.00093,C08B6.2,WBGene00007423,Public name for WBGene00007423. History: N.A.
F08G12.8,nlp-57,12.84275934,6.398057258,9.377940285,0,0,0,-51.6,0.000923,F08G12.8,WBGene00008589,Sequence name for WBGene00008589(nlp-57). History: N.A.
F55A4.7,F55A4.7,6.913619737,9.596549812,11.73019424,0,0,0,-51.48,0.000913,F55A4.7,WBGene00018859,Public name for WBGene00018859. History: N.A.
R10E8.3,R10E8.3,11.85042492,10.66252958,5.867077402,0,0,0,-51.39,0.000974,R10E8.3,WBGene00011209,Public name for WBGene00011209. History: N.A.
ZK896.1,ZK896.1,12.83800226,8.530029952,7.040431327,0,0,0,-51.32,0.00093,ZK896.1,WBGene00014132,Public name for WBGene00014132. History: N.A.
T28B8.2,ins-18,6.914181631,10.66302866,10.55487907,0,0,0,-51.3,0.00092,T28B8.2,WBGene00002101,Sequence name for WBGene00002101(ins-18). History: N.A.
T19H5.6,T19H5.6,12.83835984,9.596344039,5.866588657,0,0,0,-51.14,0.00102,T19H5.6,WBGene00044807,Public name for WBGene00044807. History: N.A.
C32H11.5,C32H11.5,3.950404849,7.463882975,16.42488682,0,0,0,-50.99,0.00161,C32H11.5,WBGene00007868,Public name for WBGene00007868. History: N.A.
F46C5.3,nas-25,4.937733013,5.331278431,17.60069816,0,0,0,-50.92,0.00169,F46C5.3,WBGene00003544,Sequence name for WBGene00003544(nas-25). History: N.A.
F33H1.6,nlp-63,2.963608874,10.66334372,14.06824122,0,0,0,-50.84,0.00174,F33H1.6,WBGene00044028,Sequence name for WBGene00044028(nlp-63). History: N.A.
T26C5.5,T26C5.5,9.877082436,6.397770447,11.72865981,0,0,0,-50.73,0.001,T26C5.5,WBGene00012035,Public name for WBGene00012035. History: N.A.
T25G12.1,T25G12.1,2.962759981,15.99398175,8.212767324,0,0,0,-50.03,0.00206,T25G12.1,WBGene00020809,Public name for WBGene00020809. History: N.A.
Y19D10A.7,irld-53,5.925278174,8.530045021,12.90718706,0,0,0,-49.95,0.00122,Y19D10A.7,WBGene00021222,Sequence name for WBGene00021222(irld-53). History: N.A.
T10G3.8,T10G3.8,8.888342535,14.92774003,3.519691078,0,0,0,-49.8,0.00175,T10G3.8,WBGene00045340,Public name for WBGene00045340. History: N.A.
C17C3.10,hlh-27,7.900567387,18.12644744,1.173302522,0,0,0,-49.68,0.00375,C17C3.10,WBGene00001966,"Sequence name for WBGene00001966(hlh-27). History: Split into C17C3.24(WBGene00219272). History of WBGene00001966: Split into ""WBGene00219272"" on 2011-10-03"
C18D11.7,C18D11.7,5.925346446,10.66258401,10.56010004,0,0,0,-49.6,0.0012,C18D11.7,WBGene00044232,Public name for WBGene00044232. History: N.A.
F58E1.9,fbxb-19,6.912947918,10.66259924,9.386596632,0,0,0,-49.18,0.00117,F58E1.9,WBGene00019040,Sequence name for WBGene00019040(fbxb-19). History: N.A.
ZC334.9,ins-28,7.903161779,8.530724821,10.55044966,0,0,0,-49.04,0.00113,ZC334.9,WBGene00002111,Sequence name for WBGene00002111(ins-28). History: N.A.
Y46H3A.4,Y46H3A.4,7.901820138,9.596697924,9.382437923,0,0,0,-48.9,0.00114,Y46H3A.4,WBGene00021600,Public name for WBGene00021600. History: N.A.
B0213.17,nlp-34,8.891863492,7.464536862,10.5478907,0,0,0,-48.78,0.00117,B0213.17,WBGene00015046,Sequence name for WBGene00015046(nlp-34). History: N.A.
E01G6.1,E01G6.1,3.950052223,10.66247508,11.73486597,0,0,0,-48.31,0.00178,E01G6.1,WBGene00008449,Public name for WBGene00008449. History: N.A.
F15G9.6,F15G9.6,10.8654293,6.397855289,9.381452267,0,0,0,-48.15,0.00131,F15G9.6,WBGene00008869,Public name for WBGene00008869. History: N.A.
F32E10.7,cla-1,6.912949543,5.331299903,14.07988609,0,0,0,-47.89,0.00173,F32E10.7,WBGene00018468,"Other name for WBGene00018468(cla-1). History: Renamed on 2014-01-06; Renamed on 2017-04-28. Public name for Dead gene WBGene00017994. History of WBGene00017994: Merged into ""WBGene00018468"" on 2014-01-06"
Y105C5B.25,Y105C5B.25,7.900320679,4.26501639,14.08080732,0,0,0,-47.65,0.00192,Y105C5B.25,WBGene00013662,Public name for WBGene00013662. History: N.A.
F46C8.7,glb-16,6.912908164,10.6625854,8.213398494,0,0,0,-47.03,0.00151,F46C8.7,WBGene00018486,Sequence name for WBGene00018486(glb-16). History: N.A.
B0507.3,B0507.3,7.044956018,9.234880927,10.46345865,0,0,0,-46.99,0.00141,B0507.3,WBGene00015220,Public name for WBGene00015220. History: N.A.
R09B5.3,cnc-2,6.914980316,11.72963714,7.034411914,0,0,0,-46.81,0.00164,R09B5.3,WBGene00000556,Sequence name for WBGene00000556(cnc-2). History: N.A.
ZC373.7,col-176,3.950254116,7.463818685,14.07991247,0,0,0,-46.67,0.00229,ZC373.7,WBGene00000749,Sequence name for WBGene00000749(col-176). History: N.A.
K06A4.10,K06A4.10,8.890445349,7.464268411,9.379903449,0,0,0,-46.66,0.00149,K06A4.10,WBGene00077497,Public name for WBGene00077497. History: N.A.
C14A11.2,C14A11.2,7.900571989,10.66261755,7.039804156,0,0,0,-46.61,0.00158,C14A11.2,WBGene00015748,Public name for WBGene00015748. History: N.A.
Y32B12C.1,Y32B12C.1,7.900596188,10.66262492,7.039746436,0,0,0,-46.61,0.00158,Y32B12C.1,WBGene00012525,Public name for WBGene00012525. History: N.A.
K04A8.9,spp-19,4.93789612,5.331318188,15.25258961,0,0,0,-46.59,0.00239,K04A8.9,WBGene00005004,"Sequence name for WBGene00005004(spp-19). History: Split into spp-26(WBGene00235118). History of WBGene00005004: Split into ""WBGene00235118"" on 2013-02-19"
W07E11.3,flp-2,6.499340455,4.67717974,10.28549279,0,0,0,-46.27,0.00273,W07E11.3,WBGene00001445,Sequence name for WBGene00001445(flp-2). History: N.A.
K11G12.2,acr-2,4.937660637,7.463765103,12.90768516,0,0,0,-46.24,0.00205,K11G12.2,WBGene00000042,Sequence name for WBGene00000042(acr-2). History: N.A.
C30B5.7,C30B5.7,5.925320476,5.331286731,14.08029859,0,0,0,-46.16,0.00221,C30B5.7,WBGene00016248,Public name for WBGene00016248. History: N.A.
Y113G7A.6,ttx-1,9.174079694,9.90522091,6.534618314,0,0,0,-45.73,0.00168,Y113G7A.6,WBGene00006652,Sequence name for WBGene00006652(ttx-1). History: N.A.
C47C12.3,ref-2,7.940849303,14.33400364,2.358644231,0,0,0,-45.42,0.00343,C47C12.3,WBGene00004335,Sequence name for WBGene00004335(ref-2). History: N.A.
T08E11.1,T08E11.1,7.9002278,7.46375887,9.387500337,0,0,0,-44.97,0.00185,T08E11.1,WBGene00020357,Public name for WBGene00020357. History: N.A.
R10H10.4,R10H10.4,3.951216186,5.331592033,15.24330142,0,0,0,-44.82,0.00318,R10H10.4,WBGene00011223,Public name for WBGene00011223. History: N.A.
F35H12.6,F35H12.6,8.889756742,7.464137993,8.209116529,0,0,0,-44.52,0.00193,F35H12.6,WBGene00018078,Public name for WBGene00018078. History: N.A.
WBTransposon00000182,Transposon,11.85053698,0.0,12.90724353,0,0,0,-44.49,0.0135,,,
M03B6.5,M03B6.5,9.877082436,5.331475373,9.382927848,0,0,0,-44.45,0.00216,M03B6.5,WBGene00010837,Public name for WBGene00010837. History: N.A.
T09B9.3,T09B9.3,3.950220247,8.530061986,11.7335297,0,0,0,-44.33,0.00271,T09B9.3,WBGene00011644,Public name for WBGene00011644. History: N.A.
C45G7.3,ilys-3,4.938244697,19.19305128,0.0,0,0,0,-44.31,0.0162,C45G7.3,WBGene00016670,Sequence name for WBGene00016670(ilys-3). History: N.A.
F55C9.1,fbxb-117,5.925327338,4.2650305,14.08025494,0,0,0,-44.18,0.00301,F55C9.1,WBGene00010099,Sequence name for WBGene00010099(fbxb-117). History: N.A.
F33A8.2,nlp-18,7.901820138,12.79559723,3.518414221,0,0,0,-44.09,0.00302,F33A8.2,WBGene00003756,Sequence name for WBGene00003756(nlp-18). History: N.A.
C30H6.10,trh-1,4.93868461,7.46411442,11.7277486,0,0,0,-44.05,0.00253,C30H6.10,WBGene00007827,Sequence name for WBGene00007827(trh-1). History: Renamed on 2017-05-31
C07A4.2,C07A4.2,5.925267164,5.331275901,12.90725127,0,0,0,-44.0,0.00268,C07A4.2,WBGene00007397,Public name for WBGene00007397. History: N.A.
C33H5.1,C33H5.1,9.875609093,9.596332562,4.693337488,0,0,0,-43.79,0.00249,C33H5.1,WBGene00016370,Public name for WBGene00016370. History: N.A.
F46F3.1,ceh-27,8.856826288,7.733776936,5.738246969,0,0,0,-43.78,0.00218,F46F3.1,WBGene00000449,Sequence name for WBGene00000449(ceh-27). History: N.A.
C10F3.2,dhs-16,4.93773986,11.72881622,7.040253131,0,0,0,-43.39,0.00277,C10F3.2,WBGene00000979,Sequence name for WBGene00000979(dhs-16). History: N.A.
R09D1.8,chil-21,5.925236334,9.59628535,8.213819765,0,0,0,-43.31,0.00242,R09D1.8,WBGene00011164,Sequence name for WBGene00011164(chil-21). History: N.A.
B0213.12,cyp-34A7,5.925222376,9.596280246,8.213871567,0,0,0,-43.31,0.00242,B0213.12,WBGene00015042,Sequence name for WBGene00015042(cyp-34A7). History: N.A.
Y73B6BL.35,nlp-71,6.914364101,7.464164504,9.381452267,0,0,0,-43.2,0.00235,Y73B6BL.35,WBGene00022254,Sequence name for WBGene00022254(nlp-71). History: N.A.
C25B8.5,aexr-1,4.937755601,13.86133824,4.693462031,0,0,0,-43.05,0.00352,C25B8.5,WBGene00016089,Sequence name for WBGene00016089(aexr-1). History: N.A.
Y11D7A.4,rab-28,7.900617101,6.397578774,9.386262071,0,0,0,-42.98,0.00242,Y11D7A.4,WBGene00004281,Sequence name for WBGene00004281(rab-28). History: N.A.
F01D4.7,srb-17,1.975102828,10.66256859,10.56028115,0,0,0,-42.71,0.00467,F01D4.7,WBGene00008489,Sequence name for WBGene00008489(srb-17). History: N.A.
T02B11.8,T02B11.8,8.889692746,5.331518479,9.382028177,0,0,0,-42.71,0.00264,T02B11.8,WBGene00044776,Public name for WBGene00044776. History: N.A.
Y40H7A.11,Y40H7A.11,12.83972367,8.530288114,2.345968352,0,0,0,-42.66,0.00424,Y40H7A.11,WBGene00012748,Public name for WBGene00012748. History: N.A.
C54D1.7,C54D1.7,7.902035706,8.530450657,7.036314804,0,0,0,-42.62,0.00247,C54D1.7,WBGene00016914,Public name for WBGene00016914. History: N.A.
C30F2.3,C30F2.3,8.88791512,6.397533418,8.213669789,0,0,0,-42.57,0.00252,C30F2.3,WBGene00007817,Sequence name for WBGene00007817(idpp-14). History: N.A.
T27B2.1,dmsr-16,6.912912222,11.72884549,4.693363193,0,0,0,-42.55,0.0031,T27B2.1,WBGene00194821,Sequence name for WBGene00194821(dmsr-16). History: N.A.
Y54F10BM.5,fbxa-9,1.975117389,11.72884497,9.386731335,0,0,0,-42.53,0.0048,Y54F10BM.5,WBGene00021860,Sequence name for WBGene00021860(fbxa-9). History: N.A.
