# Supplemental Table S1 - Genes targeted by 26G-RNAs in wild type
# Reads = number of reads antisense to and overlaping exon-exon juntions of the indicated gene, normalized to the number of times each sequence perfectly matches the genome.
# Reads - norm = reads per million, excluding reads considered to be degradation products
Gene ID,Cosmid Name,Antisense reads,Reads - norm,Input,Suggested Match,History
lin-13,C03B8.4,4.0,1.607547758,lin-13,WBGene00003002,Public name for WBGene00003002. History: N.A.
C34D4.3,C34D4.3,4.0,1.607547758,C34D4.3,WBGene00016399,Public name for WBGene00016399. History: N.A.
rps-21,F37C12.11,4.0,1.607547758,rps-21,WBGene00004490,Public name for WBGene00004490. History: N.A.
fce-1,C04F12.10,4.0,1.607547758,fce-1,WBGene00001405,Public name for WBGene00001405. History: N.A.
F56H1.5,F56H1.5,4.0,1.607547758,F56H1.5,WBGene00018995,Sequence name for WBGene00018995(ccpp-1). History: N.A.
upp-1,ZK783.2,4.0,1.607547758,upp-1,WBGene00022817,Public name for WBGene00022817. History: N.A.
C01G5.3,C01G5.3,4.0,1.607547758,C01G5.3,WBGene00015305,Public name for WBGene00015305. History: N.A.
stc-1,F54C9.2,4.0,1.607547758,stc-1,WBGene00006059,Public name for WBGene00006059. History: N.A.
rpl-18,Y45F10D.12,4.0,1.607547758,rpl-18,WBGene00004430,Public name for WBGene00004430. History: N.A.
rps-13,C16A3.9,4.0,1.607547758,rps-13,WBGene00004482,Public name for WBGene00004482. History: N.A.
ftn-2,D1037.3,4.0,1.607547758,ftn-2,WBGene00001501,Public name for WBGene00001501. History: N.A.
rps-7,ZC434.2,4.0,1.607547758,rps-7,WBGene00004476,Public name for WBGene00004476. History: N.A.
inx-14,F07A5.1,4.0,1.607547758,inx-14,WBGene00002136,Public name for WBGene00002136. History: N.A.
ZK512.10,ZK512.10,4.0,1.607547758,ZK512.10,WBGene00013988,Public name for WBGene00013988. History: N.A.
F30A10.9,F30A10.9,4.0,1.607547758,F30A10.9,WBGene00009266,Public name for WBGene00009266. History: N.A.
T08B2.7,T08B2.7,4.0,1.607547758,T08B2.7,WBGene00020347,Sequence name for WBGene00020347(ech-1.2). History: N.A.
csc-1,Y48E1B.12,4.0,1.607547758,csc-1,WBGene00000804,Public name for WBGene00000804. History: N.A.
Y37E3.4,Y37E3.4,4.0,1.607547758,Y37E3.4,WBGene00021348,Sequence name for WBGene00021348(moag-4). History: N.A.
F52E1.13,F52E1.13,4.0,1.607547758,F52E1.13,WBGene00018700,Sequence name for WBGene00018700(lmd-3). History: Renamed on 2014-08-08
hgrs-1,C07G1.5,4.0,1.607547758,hgrs-1,WBGene00004101,Public name for WBGene00004101. History: Renamed on 2008-01-18
F53F4.16,F53F4.16,4.0,1.607547758,F53F4.16,WBGene00023419,Public name for WBGene00023419. History: N.A.
D2089.2,D2089.2,4.0,1.607547758,D2089.2,WBGene00008433,Sequence name for WBGene00008433(marc-2). History: N.A.
Y105E8A.19,Y105E8A.19,4.0,1.607547758,Y105E8A.19,WBGene00013677,Sequence name for WBGene00013677(yars-1). History: N.A.
Y57A10B.7,Y57A10B.7,4.0,1.607547758,Y57A10B.7,WBGene00013279,Public name for WBGene00013279. History: N.A.
Y51A2B.9,Y51A2B.9,4.0,1.607547758,Y51A2B.9,WBGene00050907,Public name for WBGene00050907. History: N.A.
rps-15,F36A2.6,4.0,1.607547758,rps-15,WBGene00004484,Public name for WBGene00004484. History: N.A.
T01C3.9,T01C3.9,4.0,1.607547758,T01C3.9,WBGene00011324,Sequence name for WBGene00011324(hrde-2). History: Renamed on 2019-05-20
scrm-8,K08D10.7,4.0,1.607547758,scrm-8,WBGene00019530,Public name for WBGene00019530. History: N.A.
ndx-9,F13H10.2,4.0,1.607547758,ndx-9,WBGene00003586,Public name for WBGene00003586. History: N.A.
C42C1.11,C42C1.11,4.0,1.607547758,C42C1.11,WBGene00016589,Sequence name for WBGene00016589(ltah-1.1). History: N.A.
T22B3.3,T22B3.3,4.0,1.607547758,T22B3.3,WBGene00011911,Public name for WBGene00011911. History: N.A.
C54G4.7,C54G4.7,4.0,1.607547758,C54G4.7,WBGene00008317,Public name for WBGene00008317. History: N.A.
F15D3.4,F15D3.4,4.0,1.607547758,F15D3.4,WBGene00008854,Public name for WBGene00008854. History: N.A.
F32D1.9,F32D1.9,4.0,1.607547758,F32D1.9,WBGene00017988,Sequence name for WBGene00017988(fipp-1). History: N.A.
set-2,C26E6.9,4.0,1.607547758,set-2,WBGene00004782,Public name for WBGene00004782. History: N.A.
H27M09.3,H27M09.3,4.0,1.607547758,H27M09.3,WBGene00019247,Sequence name for WBGene00019247(syp-4). History: N.A.
F36H12.14,F36H12.14,4.0,1.607547758,F36H12.14,WBGene00018127,Public name for WBGene00018127. History: N.A.
Y6E2A.8,Y6E2A.8,4.0,1.607547758,Y6E2A.8,WBGene00012401,Sequence name for WBGene00012401(irld-57). History: N.A.
sun-1,F57B1.2,4.0,1.607547758,sun-1,WBGene00006311,Public name for WBGene00006311. History: N.A.
K05C4.7,K05C4.7,4.0,1.607547758,K05C4.7,WBGene00010583,Public name for WBGene00010583. History: N.A.
ZK616.1,ZK616.1,4.0,1.607547758,ZK616.1,WBGene00022771,"Public name for WBGene00022771. History: Split into ZK616.61(WBGene00194816). History of WBGene00022771: Split into ""WBGene00194816"" on 2009-10-12"
C03C10.2,C03C10.2,4.0,1.607547758,C03C10.2,WBGene00007269,Public name for WBGene00007269. History: N.A.
fem-1,F35D6.1,4.0,1.607547758,fem-1,WBGene00001411,Public name for WBGene00001411. History: N.A.
vha-17,F49C12.13,4.0,1.607547758,vha-17,WBGene00009882,Public name for WBGene00009882. History: N.A.
R105.1,R105.1,4.0,1.607547758,R105.1,WBGene00020084,"Public name for WBGene00020084. History: Split into R105.4(WBGene00235119), R105.5(WBGene00235120). History of WBGene00020084: Split into ""WBGene00235119"" on 2013-02-28; Split into ""WBGene00235120"" on 2013-02-28"
ent-3,K02E11.1,4.0,1.607547758,ent-3,WBGene00010510,Public name for WBGene00010510. History: N.A.
vha-9,ZK970.4,4.0,1.607547758,vha-9,WBGene00006918,Public name for WBGene00006918. History: N.A.
F09G2.2,F09G2.2,4.0,1.607547758,F09G2.2,WBGene00017311,Public name for WBGene00017311. History: N.A.
D1022.9,D1022.9,4.0,1.607547758,D1022.9,WBGene00044300,Public name for WBGene00044300. History: N.A.
T23F11.1,T23F11.1,4.0,1.607547758,T23F11.1,WBGene00011953,Sequence name for WBGene00011953(ppm-2). History: N.A.
C18E9.8,C18E9.8,4.0,1.607547758,C18E9.8,WBGene00007688,Public name for WBGene00007688. History: N.A.
C48E7.8,C48E7.8,4.0,1.607547758,C48E7.8,WBGene00016753,Sequence name for WBGene00016753(oac-9). History: N.A.
C05D2.3,C05D2.3,4.0,1.607547758,C05D2.3,WBGene00015467,Sequence name for WBGene00015467(basl-1). History: N.A.
F57B10.5,F57B10.5,4.0,1.607547758,F57B10.5,WBGene00019003,Sequence name for WBGene00019003(tmed-3). History: N.A.
pabp-2,C17E4.5,4.0,1.607547758,pabp-2,WBGene00003904,Public name for WBGene00003904. History: Renamed on 2007-02-23
C31H1.2,C31H1.2,4.0,1.607547758,C31H1.2,WBGene00016287,Public name for WBGene00016287. History: N.A.
haf-2,F43E2.4,4.0,1.607547758,haf-2,WBGene00001812,Public name for WBGene00001812. History: N.A.
agef-1,Y6B3A.1,4.0,1.607547758,agef-1,WBGene00012386,Public name for WBGene00012386. History: N.A.
C01G10.8,C01G10.8,4.0,1.607547758,C01G10.8,WBGene00007235,Sequence name for WBGene00007235(ahsa-1). History: N.A.
zen-4,M03D4.1,4.0,1.607547758,zen-4,WBGene00006974,Public name for WBGene00006974. History: N.A.
C17H12.2,C17H12.2,4.0,1.607547758,C17H12.2,WBGene00015928,Public name for WBGene00015928. History: N.A.
frm-4,C24A11.8,4.0,1.607547758,frm-4,WBGene00001491,Public name for WBGene00001491. History: N.A.
C03B8.1,C03B8.1,4.0,1.607547758,C03B8.1,WBGene00015386,"Public name for Dead gene WBGene00015384. History of WBGene00015384: Merged into ""WBGene00015386"" on 2010-06-24"
F14E5.4,F14E5.4,4.0,1.607547758,F14E5.4,WBGene00008802,Sequence name for WBGene00008802(acp-2). History: N.A.
ZK1128.3,ZK1128.3,4.0,1.607547758,ZK1128.3,WBGene00014229,Public name for WBGene00014229. History: N.A.
C14A6.8,C14A6.8,4.0,1.607547758,C14A6.8,WBGene00007572,Public name for WBGene00007572. History: N.A.
acdh-3,K06A5.6,4.0,1.607547758,acdh-3,WBGene00019433,Public name for WBGene00019433. History: N.A.
K02F6.7,K02F6.7,4.0,1.607547758,K02F6.7,WBGene00019341,Public name for WBGene00019341. History: N.A.
F44E7.4,F44E7.4,4.0,1.607547758,F44E7.4,WBGene00018426,Public name for WBGene00018426. History: N.A.
C14A6.6,C14A6.6,4.0,1.607547758,C14A6.6,WBGene00007570,Public name for WBGene00007570. History: N.A.
bli-4,K04F10.4,4.0,1.607547758,bli-4,WBGene00000254,Public name for WBGene00000254. History: N.A.
dhs-22,C15H11.4,4.0,1.607547758,dhs-22,WBGene00000985,Public name for WBGene00000985. History: N.A.
Y39B6A.25,Y39B6A.25,4.0,1.607547758,Y39B6A.25,WBGene00012684,Public name for WBGene00012684. History: N.A.
F32B6.8,F32B6.8,4.0,1.607547758,F32B6.8,WBGene00009322,Sequence name for WBGene00009322(tbc-3). History: N.A.
gpr-2,C38C10.4,4.0,1.607547758,gpr-2,WBGene00001689,Public name for WBGene00001689. History: N.A.
pme-1,Y71F9AL.18,4.0,1.607547758,pme-1,WBGene00004049,Other name for WBGene00004049(parp-1). History: Renamed on 2014-11-18
W02B12.11,W02B12.11,4.0,1.607547758,W02B12.11,WBGene00012206,Public name for WBGene00012206. History: N.A.
nmy-2,F20G4.3,4.0,1.607547758,nmy-2,WBGene00003777,Public name for WBGene00003777. History: N.A.
F26F4.8,F26F4.8,4.0,1.607547758,F26F4.8,WBGene00005011,Public name for WBGene00005011. History: N.A.
rpl-15,K11H12.2,4.0,1.607547758,rpl-15,WBGene00004427,Public name for WBGene00004427. History: N.A.
F23H12.2,F23H12.2,4.0,1.607547758,F23H12.2,WBGene00009092,Sequence name for WBGene00009092(tomm-20). History: N.A.
tfg-1,Y63D3A.5,4.0,1.607547758,tfg-1,WBGene00006565,Public name for WBGene00006565. History: N.A.
F43G9.2,F43G9.2,4.0,1.607547758,F43G9.2,WBGene00009665,Sequence name for WBGene00009665(lmd-1). History: N.A.
F33H2.2,F33H2.2,4.0,1.607547758,F33H2.2,WBGene00009366,Public name for WBGene00009366. History: N.A.
Y73B6BL.22,Y73B6BL.22,4.0,1.607547758,Y73B6BL.22,WBGene00022243,Public name for WBGene00022243. History: N.A.
C07A9.2,C07A9.2,4.0,1.607547758,C07A9.2,WBGene00007400,Sequence name for WBGene00007400(bud-31). History: N.A.
hcp-6,Y110A7A.1,4.0,1.607547758,hcp-6,WBGene00001833,Public name for WBGene00001833. History: Renamed on 2015-03-05; Renamed on 2015-03-05
F46F5.11,F46F5.11,4.0,1.607547758,F46F5.11,WBGene00018502,Public name for WBGene00018502. History: N.A.
Y106G6A.4,Y106G6A.4,4.0,1.607547758,Y106G6A.4,WBGene00013696,Public name for WBGene00013696. History: N.A.
T27A3.2,T27A3.2,4.0,1.607547758,T27A3.2,WBGene00020839,Sequence name for WBGene00020839(usp-5). History: N.A.
W06D4.3,W06D4.3,4.0,1.607547758,W06D4.3,WBGene00012297,Public name for WBGene00012297. History: N.A.
rps-18,Y57G11C.16,4.0,1.607547758,rps-18,WBGene00004487,Public name for WBGene00004487. History: N.A.
arf-3,F57H12.1,4.0,1.607547758,arf-3,WBGene00000183,Other name for WBGene00000183(arf-5). History: Renamed on 2020-09-10
cks-1,C09G4.3,4.0,1.607547758,cks-1,WBGene00001051,Public name for WBGene00001051. History: Renamed on 2007-08-17
R102.3,R102.3,4.0,1.607547758,R102.3,WBGene00011290,Public name for WBGene00011290. History: N.A.
sqv-7,C52E12.3,4.0,1.607547758,sqv-7,WBGene00005025,Public name for WBGene00005025. History: N.A.
Y39A3CL.4,Y39A3CL.4,4.0,1.607547758,Y39A3CL.4,WBGene00021442,Public name for WBGene00021442. History: N.A.
ZC262.1,ZC262.1,3.8333,1.540553205,ZC262.1,WBGene00022578,Public name for WBGene00022578. History: N.A.
R05D3.5,R05D3.5,3.8333,1.540553205,R05D3.5,WBGene00019879,Public name for WBGene00019879. History: N.A.
Y116A8C.38,Y116A8C.38,3.6666,1.473558653,Y116A8C.38,WBGene00013811,Public name for WBGene00013811. History: N.A.
ZK354.6,ZK354.6,3.5,1.406604288,ZK354.6,WBGene00022707,Public name for WBGene00022707. History: N.A.
T23B7.2,T23B7.2,3.5,1.406604288,T23B7.2,WBGene00044298,Public name for WBGene00044298. History: N.A.
F54H5.2,F54H5.2,3.5,1.406604288,F54H5.2,WBGene00018839,Public name for WBGene00018839. History: N.A.
scrm-6,F46A8.10,3.5,1.406604288,scrm-6,WBGene00009753,Public name for WBGene00009753. History: N.A.
rmd-6,R13H9.1,3.5,1.406604288,rmd-6,WBGene00020070,Public name for WBGene00020070. History: N.A.
F39E9.7,F39E9.7,3.5,1.406604288,F39E9.7,WBGene00018199,Public name for WBGene00018199. History: N.A.
Y97E10AL.2,Y97E10AL.2,3.5,1.406604288,Y97E10AL.2,WBGene00022393,Sequence name for WBGene00022393(abhd-12). History: N.A.
38503,T24H10.7,3.5,1.406604288,,,
Y59E9AR.7,Y59E9AR.7,3.1192,1.253565742,Y59E9AR.7,WBGene00022002,Public name for WBGene00022002. History: N.A.
D1007.16,D1007.16,3.0,1.205660819,D1007.16,WBGene00017011,Sequence name for WBGene00017011(eaf-1). History: N.A.
C36B1.8,C36B1.8,3.0,1.205660819,C36B1.8,WBGene00007975,Sequence name for WBGene00007975(gls-1). History: N.A.
C06G3.5,C06G3.5,3.0,1.205660819,C06G3.5,WBGene00015551,Sequence name for WBGene00015551(adah-1). History: N.A.
F52F12.7,F52F12.7,3.0,1.205660819,F52F12.7,WBGene00009940,Sequence name for WBGene00009940(strl-1). History: N.A.
dnj-18,T04A8.9,3.0,1.205660819,dnj-18,WBGene00001036,Public name for WBGene00001036. History: N.A.
F19F10.9,F19F10.9,3.0,1.205660819,F19F10.9,WBGene00017605,Sequence name for WBGene00017605(snu-66). History: Renamed on 2021-04-19
K07C5.6,K07C5.6,3.0,1.205660819,K07C5.6,WBGene00010629,Sequence name for WBGene00010629(sluh-7). History: N.A.
F38A5.2,F38A5.2,3.0,1.205660819,F38A5.2,WBGene00018161,Public name for WBGene00018161. History: N.A.
fkb-6,F31D4.3,3.0,1.205660819,fkb-6,WBGene00001431,Public name for WBGene00001431. History: N.A.
kbp-2,F26F4.13,3.0,1.205660819,kbp-2,WBGene00017832,Public name for WBGene00017832. History: N.A.
M05B5.1,M05B5.1,3.0,1.205660819,M05B5.1,WBGene00010869,Public name for WBGene00010869. History: N.A.
K06A1.2,K06A1.2,3.0,1.205660819,K06A1.2,WBGene00019425,Public name for WBGene00019425. History: N.A.
C01F6.2,C01F6.2,3.0,1.205660819,C01F6.2,WBGene00007222,Public name for WBGene00007222. History: N.A.
T05H4.5,T05H4.5,3.0,1.205660819,T05H4.5,WBGene00020268,Sequence name for WBGene00020268(hpo-19). History: N.A.
Y11D7A.10,Y11D7A.10,3.0,1.205660819,Y11D7A.10,WBGene00012434,Public name for WBGene00012434. History: N.A.
F33D4.4,F33D4.4,3.0,1.205660819,F33D4.4,WBGene00017996,Public name for WBGene00017996. History: N.A.
R151.2,R151.2,3.0,1.205660819,R151.2,WBGene00020107,Public name for WBGene00020107. History: N.A.
B0361.3,B0361.3,3.0,1.205660819,B0361.3,WBGene00015157,Public name for WBGene00015157. History: N.A.
dnj-28,Y54E10BL.4,3.0,1.205660819,dnj-28,WBGene00001046,Public name for WBGene00001046. History: N.A.
C45G9.15,C45G9.15,3.0,1.205660819,C45G9.15,WBGene00050919,Public name for WBGene00050919. History: N.A.
tin-9.1,C06G3.11,3.0,1.205660819,tin-9.1,WBGene00006572,Public name for WBGene00006572. History: N.A.
acl-3,ZK809.2,3.0,1.205660819,acl-3,WBGene00006491,Public name for WBGene00006491. History: N.A.
T20H4.2,T20H4.2,3.0,1.205660819,T20H4.2,WBGene00020635,Sequence name for WBGene00020635(ztf-31). History: N.A.
F42H10.7,F42H10.7,3.0,1.205660819,F42H10.7,WBGene00018371,Sequence name for WBGene00018371(ess-2). History: N.A.
scpl-2,F45E12.1,3.0,1.205660819,scpl-2,WBGene00018474,Other name for WBGene00018474(cnep-1). History: Renamed on 2013-01-22
W03D8.3,W03D8.3,3.0,1.205660819,W03D8.3,WBGene00020986,Public name for WBGene00020986. History: N.A.
prp-8,C50C3.6,3.0,1.205660819,prp-8,WBGene00004187,Public name for WBGene00004187. History: N.A.
Y65B4BL.7,Y65B4BL.7,3.0,1.205660819,Y65B4BL.7,WBGene00022039,Public name for WBGene00022039. History: N.A.
mdf-1,C50F4.11,3.0,1.205660819,mdf-1,WBGene00003160,Public name for WBGene00003160. History: Renamed on 2013-11-19
C10F3.4,C10F3.4,3.0,1.205660819,C10F3.4,WBGene00015678,Sequence name for WBGene00015678(mcp-1). History: N.A.
ztf-6,W06H12.1,3.0,1.205660819,ztf-6,WBGene00012317,Public name for WBGene00012317. History: Renamed on 2015-07-03
pmr-1,ZK256.1,3.0,1.205660819,pmr-1,WBGene00004063,Public name for WBGene00004063. History: N.A.
tag-153,F44A2.1,3.0,1.205660819,tag-153,WBGene00006499,Public name for WBGene00006499. History: N.A.
C02F5.10,C02F5.10,3.0,1.205660819,C02F5.10,WBGene00015351,Public name for WBGene00015351. History: N.A.
Y51H1A.3,Y51H1A.3,3.0,1.205660819,Y51H1A.3,WBGene00013094,Public name for WBGene00013094. History: N.A.
cux-7,C07H6.8,3.0,1.205660819,cux-7,WBGene00000854,Public name for WBGene00000854. History: N.A.
F44B9.5,F44B9.5,3.0,1.205660819,F44B9.5,WBGene00018408,Public name for WBGene00018408. History: N.A.
top-1,M01E5.5,3.0,1.205660819,top-1,WBGene00006595,Public name for WBGene00006595. History: N.A.
R04F11.3,R04F11.3,3.0,1.205660819,R04F11.3,WBGene00011016,Public name for WBGene00011016. History: N.A.
Y17D7C.1,Y17D7C.1,3.0,1.205660819,Y17D7C.1,WBGene00012455,"Public name for WBGene00012455. History: Split into Y17D7C.6(WBGene00194680). History of WBGene00012455: Split into ""WBGene00194680"" on 2009-06-15"
T03F1.12,T03F1.12,3.0,1.205660819,T03F1.12,WBGene00020193,Public name for WBGene00020193. History: N.A.
spo-11,T05E11.4,3.0,1.205660819,spo-11,WBGene00004985,Public name for WBGene00004985. History: N.A.
npp-6,F56A3.3,3.0,1.205660819,npp-6,WBGene00003792,Public name for WBGene00003792. History: Renamed on 2015-03-05
C14B1.8,C14B1.8,3.0,1.205660819,C14B1.8,WBGene00007579,Public name for WBGene00007579. History: N.A.
ers-1,Y41E3.4,3.0,1.205660819,ers-1,WBGene00001336,Other name for WBGene00001336(qars-1). History: Renamed on 2010-01-29
Y48B6A.12,Y48B6A.12,3.0,1.205660819,Y48B6A.12,WBGene00012983,Sequence name for WBGene00012983(men-1). History: N.A.
F46E10.2,F46E10.2,3.0,1.205660819,F46E10.2,WBGene00018489,Public name for WBGene00018489. History: N.A.
Y40B1B.8,Y40B1B.8,3.0,1.205660819,Y40B1B.8,WBGene00012740,Sequence name for WBGene00012740(slc-25A46). History: N.A.
Y53F4B.39,Y53F4B.39,3.0,1.205660819,Y53F4B.39,WBGene00013176,Public name for WBGene00013176. History: N.A.
nfyc-1,F23F1.1,3.0,1.205660819,nfyc-1,WBGene00017742,Public name for WBGene00017742. History: N.A.
C16A3.10,C16A3.10,3.0,1.205660819,C16A3.10,WBGene00015814,Sequence name for WBGene00015814(oatr-1). History: N.A.
Y110A2AR.1,Y110A2AR.1,3.0,1.205660819,Y110A2AR.1,WBGene00022452,Public name for WBGene00022452. History: N.A.
eif-3.D,R08D7.3,3.0,1.205660819,eif-3.D,WBGene00001227,Public name for WBGene00001227. History: N.A.
bpl-1,F13H8.10,3.0,1.205660819,bpl-1,WBGene00000259,Public name for WBGene00000259. History: N.A.
rpl-38,C06B8.8,3.0,1.205660819,rpl-38,WBGene00004452,Public name for WBGene00004452. History: N.A.
C28H8.3,C28H8.3,3.0,1.205660819,C28H8.3,WBGene00016194,Public name for WBGene00016194. History: N.A.
Y82E9BR.14,Y82E9BR.14,3.0,1.205660819,Y82E9BR.14,WBGene00022347,Public name for WBGene00022347. History: N.A.
F25H2.5,F25H2.5,3.0,1.205660819,F25H2.5,WBGene00009119,Sequence name for WBGene00009119(ndk-1). History: N.A.
spdl-1,C06A8.5,3.0,1.205660819,spdl-1,WBGene00015515,Public name for WBGene00015515. History: N.A.
T05H10.7,T05H10.7,3.0,1.205660819,T05H10.7,WBGene00011511,Sequence name for WBGene00011511(gpcp-2). History: N.A.
ZK973.1,ZK973.1,3.0,1.205660819,ZK973.1,WBGene00022830,Public name for WBGene00022830. History: N.A.
Y37D8A.8,Y37D8A.8,3.0,1.205660819,Y37D8A.8,WBGene00012549,Public name for WBGene00012549. History: N.A.
Y53C12A.8,Y53C12A.8,3.0,1.205660819,Y53C12A.8,WBGene00044158,Public name for WBGene00044158. History: N.A.
dpf-5,R11E3.8,3.0,1.205660819,dpf-5,WBGene00001058,Public name for WBGene00001058. History: N.A.
rsd-6,F16D3.2,3.0,1.205660819,rsd-6,WBGene00004684,Public name for WBGene00004684. History: N.A.
pas-2,D1054.2,3.0,1.205660819,pas-2,WBGene00003923,Public name for WBGene00003923. History: N.A.
hum-2,F36D4.3,3.0,1.205660819,hum-2,WBGene00002036,Public name for WBGene00002036. History: N.A.
Y51B9A.5,Y51B9A.5,3.0,1.205660819,Y51B9A.5,WBGene00013087,Public name for WBGene00013087. History: N.A.
R05D11.5,R05D11.5,3.0,1.205660819,R05D11.5,WBGene00011033,Sequence name for WBGene00011033(tmem-208). History: N.A.
C15H11.1,C15H11.1,3.0,1.205660819,C15H11.1,WBGene00007613,"Public name for WBGene00007613. History: Split into C15H11.13(WBGene00077576). History of WBGene00007613: Split into ""WBGene00077576"" on 2008-02-06"
fasn-1,F32H2.5,3.0,1.205660819,fasn-1,WBGene00009342,Public name for WBGene00009342. History: Renamed on 2015-03-06
F36D3.5,F36D3.5,3.0,1.205660819,F36D3.5,WBGene00009471,Public name for WBGene00009471. History: N.A.
F12F6.1,F12F6.1,3.0,1.205660819,F12F6.1,WBGene00008720,Public name for WBGene00008720. History: N.A.
daf-18,T07A9.6,3.0,1.205660819,daf-18,WBGene00000913,Public name for WBGene00000913. History: N.A.
F09E8.1,F09E8.1,3.0,1.205660819,F09E8.1,WBGene00008623,Sequence name for WBGene00008623(spe-43). History: N.A.
F47G6.3,F47G6.3,3.0,1.205660819,F47G6.3,WBGene00018580,Public name for WBGene00018580. History: N.A.
38442,K04G2.8,3.0,1.205660819,,,
F53B2.5,F53B2.5,3.0,1.205660819,F53B2.5,WBGene00009956,Public name for WBGene00009956. History: N.A.
C18F10.7,C18F10.7,3.0,1.205660819,C18F10.7,WBGene00015978,Public name for WBGene00015978. History: N.A.
cts-1,T20G5.2,3.0,1.205660819,cts-1,WBGene00000833,Public name for WBGene00000833. History: N.A.
C14B1.3,C14B1.3,3.0,1.205660819,C14B1.3,WBGene00007574,Public name for WBGene00007574. History: N.A.
nhx-8,Y18D10A.6,3.0,1.205660819,nhx-8,WBGene00003735,Public name for WBGene00003735. History: N.A.
F13B12.1,F13B12.1,3.0,1.205660819,F13B12.1,WBGene00008729,Public name for WBGene00008729. History: N.A.
C27F2.5,C27F2.5,3.0,1.205660819,C27F2.5,WBGene00016167,Sequence name for WBGene00016167(vps-22). History: N.A.
M110.7,M110.7,3.0,1.205660819,M110.7,WBGene00010915,Public name for WBGene00010915. History: N.A.
K04G2.4,K04G2.4,3.0,1.205660819,K04G2.4,WBGene00010563,Public name for WBGene00010563. History: N.A.
Y53C10A.5,Y53C10A.5,3.0,1.205660819,Y53C10A.5,WBGene00013136,Sequence name for WBGene00013136(tmem-189). History: N.A.
R05D7.1,R05D7.1,3.0,1.205660819,R05D7.1,WBGene00011026,Public name for WBGene00011026. History: N.A.
C47E12.3,C47E12.3,3.0,1.205660819,C47E12.3,WBGene00008148,Public name for WBGene00008148. History: N.A.
F33D11.12,F33D11.12,3.0,1.205660819,F33D11.12,WBGene00018009,"Sequence name for WBGene00018009(dhhc-3). History: Split into F33D11.17(WBGene00303057). History of WBGene00018009: Split into ""WBGene00303057"" on 2018-03-02"
eif-3.F,D2013.7,3.0,1.205660819,eif-3.F,WBGene00001229,Public name for WBGene00001229. History: N.A.
C05B5.2,C05B5.2,3.0,1.205660819,C05B5.2,WBGene00007320,"Public name for WBGene00007320. History: Split into C05B5.17(WBGene00219314). History of WBGene00007320: Split into ""WBGene00219314"" on 2011-11-21"
mdt-22,ZK970.3,3.0,1.205660819,mdt-22,WBGene00007022,Public name for WBGene00007022. History: N.A.
math-32,F59H6.4,3.0,1.205660819,math-32,WBGene00019135,"Public name for WBGene00019135. History: Split into F59H6.15(WBGene00269394). History of WBGene00019135: Split into ""WBGene00269394"" on 2016-02-18"
K06B4.15,K06B4.15,3.0,1.205660819,K06B4.15,WBGene00077450,Public name for WBGene00077450. History: N.A.
crml-1,K07G5.1,3.0,1.205660819,crml-1,WBGene00010641,Public name for WBGene00010641. History: N.A.
R13G10.4,R13G10.4,3.0,1.205660819,R13G10.4,WBGene00011260,Sequence name for WBGene00011260(cnnm-5). History: N.A.
cyc-1,C54G4.8,3.0,1.205660819,cyc-1,WBGene00000869,Public name for WBGene00000869. History: N.A.
K07C5.3,K07C5.3,3.0,1.205660819,K07C5.3,WBGene00010626,Public name for WBGene00010626. History: N.A.
C53D6.4,C53D6.4,3.0,1.205660819,C53D6.4,WBGene00008281,Public name for WBGene00008281. History: N.A.
isw-1,F37A4.8,3.0,1.205660819,isw-1,WBGene00002169,Public name for WBGene00002169. History: N.A.
B0035.3,B0035.3,3.0,1.205660819,B0035.3,WBGene00007106,Public name for WBGene00007106. History: N.A.
Y45G5AM.9,Y45G5AM.9,3.0,1.205660819,Y45G5AM.9,WBGene00021561,Public name for WBGene00021561. History: N.A.
tag-191,C53A5.4,3.0,1.205660819,tag-191,WBGene00007049,Public name for WBGene00007049. History: N.A.
F31D4.9,F31D4.9,3.0,1.205660819,F31D4.9,WBGene00009294,Public name for WBGene00009294. History: N.A.
mix-1,M106.1,3.0,1.205660819,mix-1,WBGene00003367,Public name for WBGene00003367. History: N.A.
Y42H9AR.1,Y42H9AR.1,3.0,1.205660819,Y42H9AR.1,WBGene00021536,Public name for WBGene00021536. History: N.A.
ath-1,K04G2.5,3.0,1.205660819,ath-1,WBGene00010564,Public name for WBGene00010564. History: N.A.
F37B12.3,F37B12.3,3.0,1.205660819,F37B12.3,WBGene00009505,Public name for WBGene00009505. History: N.A.
Y53F4B.11,Y53F4B.11,3.0,1.205660819,Y53F4B.11,WBGene00013158,Public name for WBGene00013158. History: N.A.
npp-20,Y77E11A.13,3.0,1.205660819,npp-20,WBGene00003806,Public name for WBGene00003806. History: N.A.
gla-3,T02E1.3,3.0,1.205660819,gla-3,WBGene00011376,Public name for WBGene00011376. History: N.A.
K08A2.1,K08A2.1,3.0,1.205660819,K08A2.1,WBGene00019511,Sequence name for WBGene00019511(lido-8). History: N.A.
phb-2,T24H7.1,3.0,1.205660819,phb-2,WBGene00004015,Public name for WBGene00004015. History: N.A.
Y38F1A.7,Y38F1A.7,3.0,1.205660819,Y38F1A.7,WBGene00012609,Public name for WBGene00012609. History: N.A.
gcy-12,F08B1.2,3.0,1.205660819,gcy-12,WBGene00001538,Public name for WBGene00001538. History: N.A.
