# EV1.1. Genes with significantly deregulated 26G-RNA mapped reads in the directly cloned libraries.,,,,,,,
Gene stable ID (Ensembl),Gene name (Ensembl),Gene type (Ensembl),Sequence Name (WormBase),logFC (mutant vs. wildype),logCPM,PValue,FDR,Input,Suggested Match,History
WBGene00009502,F37A8.2,protein_coding,F37A8.2,-6.202830496,2.053783282,1.08853e-07,6.48868e-07,WBGene00009502,WBGene00009502,History: N.A.
WBGene00012905,Y46G5A.14,protein_coding,Y46G5A.14,-6.20021466,2.051778749,1.08329e-07,6.46746e-07,WBGene00012905,WBGene00012905,History: N.A.
WBGene00018575,clec-119,protein_coding,F47F6.5,-6.200095526,2.051770368,1.08327e-07,6.46746e-07,WBGene00018575,WBGene00018575,History: N.A.
WBGene00010092,F55C5.2,pseudogene,F55C5.2,-6.195035901,2.047776186,1.87208e-07,1.06464e-06,WBGene00010092,WBGene00010092,History: N.A.
WBGene00015796,C15F1.5,protein_coding,C15F1.5,-6.1949064,2.047765193,1.87203e-07,1.06464e-06,WBGene00015796,WBGene00015796,History: N.A.
WBGene00020084,R105.1,protein_coding,R105.1,-6.194560307,2.050120037,1.07894e-07,6.46517e-07,WBGene00020084,WBGene00020084,"History: Split into R105.4(WBGene00235119), R105.5(WBGene00235120). History of WBGene00020084: Split into ""WBGene00235119"" on 2013-02-28; Split into ""WBGene00235120"" on 2013-02-28"
WBGene00016238,C30A5.3,protein_coding,C30A5.3,-6.191797352,2.048080805,1.07359e-07,6.44152e-07,WBGene00016238,WBGene00016238,History: N.A.
WBGene00219707,linc-8,lincRNA,F59H5.6,-6.190091348,6.851817574,1.87522e-35,2.04399e-33,WBGene00219707,WBGene00219707,History: N.A.
WBGene00044347,Y71G12B.30,protein_coding,Y71G12B.30,-6.186252132,2.044002155,1.06284e-07,6.38544e-07,WBGene00044347,WBGene00044347,History: N.A.
WBGene00002855,let-721,protein_coding,C05D11.12,-6.184507759,2.039764655,1.84923e-07,1.05427e-06,WBGene00002855,WBGene00002855,History: N.A.
WBGene00007060,wht-6,protein_coding,T26A5.1,-6.184507759,2.039764655,1.84923e-07,1.05427e-06,WBGene00007060,WBGene00007060,History: Renamed on 2007-06-04
WBGene00009782,F46C5.7,protein_coding,F46C5.7,-6.180751508,2.039921492,1.0589e-07,6.3701e-07,WBGene00009782,WBGene00009782,History: N.A.
WBGene00018773,F53G12.8,protein_coding,F53G12.8,-6.178015463,2.037882473,1.0576e-07,6.3701e-07,WBGene00018773,WBGene00018773,History: N.A.
WBGene00006940,wee-1.3,protein_coding,Y53C12A.1,-6.175363619,2.035853876,1.0563e-07,6.3701e-07,WBGene00006940,WBGene00006940,History: N.A.
WBGene00008346,C56A3.8,protein_coding,C56A3.8,-6.172638157,2.03381729,1.05499e-07,6.3701e-07,WBGene00008346,WBGene00008346,History: N.A.
WBGene00016980,C56G2.5,protein_coding,C56G2.5,-6.169999813,2.03179246,1.05368e-07,6.3701e-07,WBGene00016980,WBGene00016980,History: N.A.
WBGene00009126,pyk-1,protein_coding,F25H5.3,-6.169999813,2.03179246,1.05368e-07,6.3701e-07,WBGene00009126,WBGene00009126,History: N.A.
WBGene00010300,F59A1.15,protein_coding,F59A1.15,-6.169999813,2.03179246,1.05368e-07,6.3701e-07,WBGene00010300,WBGene00010300,History: N.A.
WBGene00009054,F22D6.9,protein_coding,F22D6.9,-6.164660224,2.027737248,1.83654e-07,1.04965e-06,WBGene00009054,WBGene00009054,History: N.A.
WBGene00021097,cdc-37,protein_coding,W08F4.8,-6.164660224,2.027737248,1.83654e-07,1.04965e-06,WBGene00021097,WBGene00021097,History: N.A.
WBGene00008433,marc-2,protein_coding,D2089.2,-6.164574862,2.027725051,1.83652e-07,1.04965e-06,WBGene00008433,WBGene00008433,History: N.A.
WBGene00004468,rpn-12,protein_coding,ZK20.5,-6.162042908,2.025718394,1.83437e-07,1.04965e-06,WBGene00004468,WBGene00004468,History: N.A.
WBGene00016181,C28C12.11,protein_coding,C28C12.11,-6.159344986,2.023688243,1.83219e-07,1.04965e-06,WBGene00016181,WBGene00016181,History: N.A.
WBGene00008074,nkb-2,protein_coding,C43F9.6,-6.156651775,2.021658986,1.82999e-07,1.04965e-06,WBGene00008074,WBGene00008074,History: N.A.
WBGene00008333,C55A6.4,protein_coding,C55A6.4,-6.156562184,2.021644813,1.82998e-07,1.04965e-06,WBGene00008333,WBGene00008333,History: N.A.
WBGene00009250,F29D10.1,protein_coding,F29D10.1,-6.156562184,2.021644813,1.82998e-07,1.04965e-06,WBGene00009250,WBGene00009250,History: N.A.
WBGene00194894,T05B4.14,protein_coding,T05B4.14,-6.153781205,2.019600954,1.82776e-07,1.04965e-06,WBGene00194894,WBGene00194894,History: N.A.
WBGene00019165,mpz-4,protein_coding,H06H21.9,-6.151464214,2.017634114,1.82561e-07,1.04965e-06,WBGene00019165,WBGene00019165,History: N.A.
WBGene00019430,K06A5.2,protein_coding,K06A5.2,-6.151279601,2.017603167,1.82557e-07,1.04965e-06,WBGene00019430,WBGene00019430,History: N.A.
WBGene00013475,Y69E1A.3,protein_coding,Y69E1A.3,-6.151279601,2.017603167,1.82557e-07,1.04965e-06,WBGene00013475,WBGene00013475,History: N.A.
WBGene00010547,K03H1.12,protein_coding,K03H1.12,-6.149576212,4.287552393,1.09995e-26,5.08644e-25,WBGene00010547,WBGene00010547,History: N.A.
WBGene00010486,K01H12.4,protein_coding,K01H12.4,-6.145926617,2.013550959,1.82112e-07,1.04965e-06,WBGene00010486,WBGene00010486,History: N.A.
WBGene00012138,T28F4.3,protein_coding,T28F4.3,-6.145926617,2.013550959,1.82112e-07,1.04965e-06,WBGene00012138,WBGene00012138,History: N.A.
WBGene00019431,K06A5.3,protein_coding,K06A5.3,-6.144947184,3.555684806,7.16351e-19,1.59197e-17,WBGene00019431,WBGene00019431,History: N.A.
WBGene00021632,Y47D9A.5,protein_coding,Y47D9A.5,-6.135480405,2.005496234,3.18261e-07,1.75542e-06,WBGene00021632,WBGene00021632,History: N.A.
WBGene00012912,Y46G5A.22,protein_coding,Y46G5A.22,-6.132634735,2.007066269,1.8139e-07,1.04965e-06,WBGene00012912,WBGene00012912,History: N.A.
WBGene00015331,C02B10.6,protein_coding,C02B10.6,-6.129881028,2.005006707,1.81159e-07,1.04965e-06,WBGene00015331,WBGene00015331,History: N.A.
WBGene00014102,best-25,protein_coding,ZK849.4,-6.121760355,1.998855482,1.80461e-07,1.04965e-06,WBGene00014102,WBGene00014102,History: N.A.
WBGene00009401,F35C11.2,protein_coding,F35C11.2,-6.120919746,3.528411215,1.0202e-18,2.18246e-17,WBGene00009401,WBGene00009401,History: N.A.
WBGene00012345,W08E3.4,protein_coding,W08E3.4,-6.120630213,4.258114758,2.98169e-26,1.3125200000000001e-24,WBGene00012345,WBGene00012345,History: N.A.
WBGene00219307,F56D6.17,pseudogene,F56D6.17,-6.119841561,4.734452183,2.04123e-31,1.43765e-29,WBGene00219307,WBGene00219307,History: N.A.
WBGene00019972,R09A1.2,protein_coding,R09A1.2,-6.119028327,1.9968003,1.80225e-07,1.04965e-06,WBGene00019972,WBGene00019972,History: N.A.
WBGene00018082,F36A4.3,protein_coding,F36A4.3,-6.116414414,1.994769275,1.79991e-07,1.04965e-06,WBGene00018082,WBGene00018082,History: N.A.
WBGene00014103,best-26,protein_coding,ZK849.5,-6.111094675,1.99068945,3.15483e-07,1.7422e-06,WBGene00014103,WBGene00014103,History: N.A.
WBGene00016993,CD4.8,protein_coding,CD4.8,-6.110322329,4.246462694,3.84409e-26,1.62947e-24,WBGene00016993,WBGene00016993,History: N.A.
WBGene00044979,Y41E3.19,protein_coding,Y41E3.19,-6.1058013,1.986616011,3.14701e-07,1.73998e-06,WBGene00044979,WBGene00044979,History: N.A.
WBGene00000878,cyn-2,protein_coding,ZK520.5,-6.1058013,1.986616011,3.14701e-07,1.73998e-06,WBGene00000878,WBGene00000878,History: N.A.
WBGene00007740,C26C6.6,protein_coding,C26C6.6,-6.105682923,1.986590179,3.14696e-07,1.73998e-06,WBGene00007740,WBGene00007740,History: N.A.
WBGene00007700,C24H11.2,protein_coding,C24H11.2,-6.103104711,1.984568449,3.14305e-07,1.73998e-06,WBGene00007700,WBGene00007700,History: N.A.
WBGene00010992,R03D7.8,protein_coding,R03D7.8,-6.103104711,1.984568449,3.14305e-07,1.73998e-06,WBGene00010992,WBGene00010992,History: N.A.
WBGene00021691,Y48G8AL.13,protein_coding,Y48G8AL.13,-6.103104711,1.984568449,3.14305e-07,1.73998e-06,WBGene00021691,WBGene00021691,History: N.A.
WBGene00015165,B0361.11,protein_coding,B0361.11,-6.100534455,1.98254896,3.13913e-07,1.73998e-06,WBGene00015165,WBGene00015165,History: N.A.
WBGene00003019,lin-33,protein_coding,H32C10.2,-6.097727494,1.98047617,3.13508e-07,1.73998e-06,WBGene00003019,WBGene00003019,History: N.A.
WBGene00022358,Y92H12A.2,protein_coding,Y92H12A.2,-6.095170673,1.978459888,3.13113e-07,1.73998e-06,WBGene00022358,WBGene00022358,History: N.A.
WBGene00009938,F52F12.5,protein_coding,F52F12.5,-6.091076341,3.506244126,2.0235200000000003e-18,4.22999e-17,WBGene00009938,WBGene00009938,History: N.A.
WBGene00045209,F13E9.16,protein_coding,F13E9.16,-6.085071552,1.975347834,3.12498e-07,1.73998e-06,WBGene00045209,WBGene00045209,History: N.A.
WBGene00003425,msp-10,protein_coding,K07F5.2,-6.077031922,1.96916783,3.11264e-07,1.73998e-06,WBGene00003425,WBGene00003425,History: N.A.
WBGene00011529,T06D8.9,protein_coding,T06D8.9,-6.074275126,1.967089786,3.10844e-07,1.73998e-06,WBGene00011529,WBGene00011529,History: N.A.
WBGene00012094,T27E9.2,protein_coding,T27E9.2,-6.074275126,1.967089786,3.10844e-07,1.73998e-06,WBGene00012094,WBGene00012094,History: N.A.
WBGene00012207,W02B12.12,protein_coding,W02B12.12,-6.074275126,1.967089786,3.10844e-07,1.73998e-06,WBGene00012207,WBGene00012207,History: N.A.
WBGene00022541,ZC190.7,protein_coding,ZC190.7,-6.074275126,1.967089786,3.10844e-07,1.73998e-06,WBGene00022541,WBGene00022541,History: N.A.
WBGene00020985,W03D8.2,protein_coding,W03D8.2,-6.071384868,1.964979401,3.10416e-07,1.73998e-06,WBGene00020985,WBGene00020985,History: N.A.
WBGene00011438,T04F3.3,protein_coding,T04F3.3,-6.069362924,3.485924339,4.03287e-18,8.09757e-17,WBGene00011438,WBGene00011438,History: N.A.
WBGene00019305,snap-29,protein_coding,K02D10.5,-6.068778469,1.962936626,3.1e-07,1.73998e-06,WBGene00019305,WBGene00019305,History: Renamed on 2009-07-21
WBGene00021870,samt-1,protein_coding,Y54G2A.4,-6.066180423,1.960896139,3.09582e-07,1.73998e-06,WBGene00021870,WBGene00021870,History: N.A.
WBGene00001686,gpd-4,protein_coding,F33H1.2,-6.066038682,1.960861517,3.09575e-07,1.73998e-06,WBGene00001686,WBGene00001686,History: N.A.
WBGene00018395,mtch-1,protein_coding,F43E2.7,-6.063733606,1.958893174,3.09169e-07,1.73998e-06,WBGene00018395,WBGene00018395,History: N.A.
WBGene00011040,R05H5.5,protein_coding,R05H5.5,-6.063590738,1.958857936,3.09162e-07,1.73998e-06,WBGene00011040,WBGene00011040,History: N.A.
WBGene00000389,cdc-25.4,protein_coding,R05H5.2,-6.063447749,1.958822676,3.09155e-07,1.73998e-06,WBGene00000389,WBGene00000389,History: N.A.
WBGene00000182,arf-1.2,protein_coding,B0336.2,-6.06330464,1.958787392,3.09147e-07,1.73998e-06,WBGene00000182,WBGene00000182,History: Renamed on 2020-09-10
WBGene00195186,F19G12.10,protein_coding,F19G12.10,-6.055284525,1.952608211,5.44251e-07,2.92096e-06,WBGene00195186,WBGene00195186,History: N.A.
WBGene00015097,B0273.1,protein_coding,B0273.1,-6.052723554,1.950576597,5.43549e-07,2.92062e-06,WBGene00015097,WBGene00015097,History: N.A.
WBGene00011241,mpz-5,protein_coding,R11A8.8,-6.050171037,1.948547263,5.42844e-07,2.92026e-06,WBGene00011241,WBGene00011241,History: N.A.
WBGene00011533,T06E4.5,protein_coding,T06E4.5,-6.05002146,1.948508744,5.42831e-07,2.92026e-06,WBGene00011533,WBGene00011533,History: N.A.
WBGene00021006,dct-9,protein_coding,W03F11.3,-6.047626987,1.946520204,5.42136e-07,2.92026e-06,WBGene00021006,WBGene00021006,History: N.A.
WBGene00015467,basl-1,protein_coding,C05D2.3,-6.047476219,1.946481059,5.42122e-07,2.92026e-06,WBGene00015467,WBGene00015467,History: N.A.
WBGene00044911,H38K22.6,protein_coding,H38K22.6,-6.047476219,1.946481059,5.42122e-07,2.92026e-06,WBGene00044911,WBGene00044911,History: N.A.
WBGene00194912,ZK856.18,protein_coding,ZK856.18,-6.044787391,1.944415855,5.41397e-07,2.92026e-06,WBGene00194912,WBGene00194912,History: N.A.
WBGene00044447,ZK688.10,protein_coding,ZK688.10,-6.042551403,3.464650685,8.0959e-18,1.60436e-16,WBGene00044447,WBGene00044447,History: N.A.
WBGene00006519,tag-174,protein_coding,F54D8.2,-6.042257966,1.942392097,5.40682e-07,2.92026e-06,WBGene00006519,WBGene00006519,History: Renamed on 2017-09-05
WBGene00020372,T09A12.1,protein_coding,T09A12.1,-6.039737063,1.94037061,5.39965e-07,2.92026e-06,WBGene00020372,WBGene00020372,History: N.A.
WBGene00008063,C41G7.6,protein_coding,C41G7.6,-6.037069007,1.938309711,5.39229e-07,2.92026e-06,WBGene00008063,WBGene00008063,History: N.A.
WBGene00013476,Y69E1A.4,protein_coding,Y69E1A.4,-6.034092784,1.936165093,5.3846e-07,2.92026e-06,WBGene00013476,WBGene00013476,History: N.A.
WBGene00016040,C24A11.1,protein_coding,C24A11.1,-6.033084288,3.452485462,8.17654e-18,1.60653e-16,WBGene00016040,WBGene00016040,History: N.A.
WBGene00016168,C27F2.6,protein_coding,C27F2.6,-6.029261288,1.932176673,9.54333e-07,4.97601e-06,WBGene00016168,WBGene00016168,History: N.A.
WBGene00011290,R102.3,protein_coding,R102.3,-6.026458547,1.930076218,9.53072e-07,4.9751e-06,WBGene00011290,WBGene00011290,History: N.A.
WBGene00010091,ssp-35,protein_coding,F55C5.1,-6.026203037,4.169924579,3.86961e-25,1.46406e-23,WBGene00010091,WBGene00010091,History: N.A.
WBGene00043952,ZC404.2,protein_coding,ZC404.2,-6.021769473,1.932299884,5.37061e-07,2.92026e-06,WBGene00043952,WBGene00043952,History: Killed on 2004-10-04; Resurrected on 2010-07-09
WBGene00016946,C55B7.10,protein_coding,C55B7.10,-6.0135017,1.926007191,5.34754e-07,2.91441e-06,WBGene00016946,WBGene00016946,History: N.A.
WBGene00008912,F17C8.7,protein_coding,F17C8.7,-6.0135017,1.926007191,5.34754e-07,2.91441e-06,WBGene00008912,WBGene00008912,History: N.A.
WBGene00014223,ZK1098.6,protein_coding,ZK1098.6,-6.01193578,3.438656757,1.64218e-17,3.08111e-16,WBGene00014223,WBGene00014223,History: N.A.
WBGene00185006,F59B2.15,protein_coding,F59B2.15,-6.008370494,1.921912672,5.33231e-07,2.91305e-06,WBGene00185006,WBGene00185006,History: N.A.
WBGene00006047,ssp-19,protein_coding,C55C2.2,-6.008196283,1.921864964,5.33214e-07,2.91305e-06,WBGene00006047,WBGene00006047,History: N.A.
WBGene00019643,K11C4.2,protein_coding,K11C4.2,-6.005642956,1.919820559,5.32447e-07,2.91305e-06,WBGene00019643,WBGene00019643,History: N.A.
WBGene00013644,Y105C5A.25,pseudogene,Y105C5A.25,-6.001119695,5.272226758,4.21619e-36,5.0794e-34,WBGene00013644,WBGene00013644,History: N.A.
WBGene00006911,vha-2,protein_coding,R10E11.2,-6.00038549,1.915689092,5.30885e-07,2.91065e-06,WBGene00006911,WBGene00006911,History: N.A.
WBGene00022003,Y59E9AR.8,protein_coding,Y59E9AR.8,-6.00020757,1.915639452,5.30866e-07,2.91065e-06,WBGene00022003,WBGene00022003,History: N.A.
WBGene00022761,ZK546.4,protein_coding,ZK546.4,-6.000029506,1.915589781,5.30847e-07,2.91065e-06,WBGene00022761,WBGene00022761,History: N.A.
WBGene00008508,F01G10.5,protein_coding,F01G10.5,-5.997679001,1.913600755,9.42925e-07,4.92775e-06,WBGene00008508,WBGene00008508,History: N.A.
WBGene00020860,nspd-10,protein_coding,T27C10.7,-5.997679001,1.913600755,9.42925e-07,4.92775e-06,WBGene00020860,WBGene00020860,History: N.A.
WBGene00013190,Y54E2A.5,protein_coding,Y54E2A.5,-5.997679001,1.913600755,9.42925e-07,4.92775e-06,WBGene00013190,WBGene00013190,History: N.A.
WBGene00004042,plk-1,protein_coding,C14B9.4,-5.994798751,1.911462525,9.41573e-07,4.92775e-06,WBGene00004042,WBGene00004042,History: N.A.
WBGene00018489,F46E10.2,protein_coding,F46E10.2,-5.986920317,1.905257894,9.37606e-07,4.92243e-06,WBGene00018489,WBGene00018489,History: N.A.
WBGene00194982,Y17D7B.10,protein_coding,Y17D7B.10,-5.981768441,1.90114692,9.34939e-07,4.91406e-06,WBGene00194982,WBGene00194982,History: N.A.
WBGene00004505,rpt-5,protein_coding,F56H1.4,-5.979298394,1.89912133,9.33613e-07,4.91273e-06,WBGene00004505,WBGene00004505,History: N.A.
WBGene00018087,F36D4.1,protein_coding,F36D4.1,-5.977309825,1.904816817,5.26687e-07,2.89805e-06,WBGene00018087,WBGene00018087,History: N.A.
WBGene00018081,F36A4.2,protein_coding,F36A4.2,-5.974196501,1.895021125,1.6646e-06,8.41117e-06,WBGene00018081,WBGene00018081,History: N.A.
WBGene00019720,M01H9.4,protein_coding,M01H9.4,-5.974196501,1.895021125,1.6646e-06,8.41117e-06,WBGene00019720,WBGene00019720,"History: Split into M01H9.10(WBGene00271788). History of WBGene00019720: Split into ""WBGene00271788"" on 2017-09-21"
WBGene00007561,ccm-3,protein_coding,C14A4.11,-5.969127536,1.890927682,1.66008e-06,8.40693e-06,WBGene00007561,WBGene00007561,History: N.A.
WBGene00000019,abt-1,protein_coding,C24F3.5,-5.966122906,1.888738918,1.65765e-06,8.40389e-06,WBGene00000019,WBGene00000019,History: N.A.
WBGene00012721,Y39E4B.13,protein_coding,Y39E4B.13,-5.951732255,4.104559681,3.2054000000000003e-24,1.12018e-22,WBGene00012721,WBGene00012721,History: N.A.
WBGene00004109,stam-1,protein_coding,C34G6.7,-5.950647941,1.883898579,9.23396e-07,4.86457e-06,WBGene00004109,WBGene00004109,History: N.A.
WBGene00022298,Y76B12C.4,protein_coding,Y76B12C.4,-5.950234799,1.883777406,9.23313e-07,4.86457e-06,WBGene00022298,WBGene00022298,History: N.A.
WBGene00020185,pgk-1,protein_coding,T03F1.3,-5.947924505,1.881785691,9.21942e-07,4.86457e-06,WBGene00020185,WBGene00020185,History: N.A.
WBGene00219547,T06A10.106,protein_coding,T06A10.106,-5.947716808,1.881724473,9.219e-07,4.86457e-06,WBGene00219547,WBGene00219547,History: N.A.
WBGene00018001,F33D11.2,protein_coding,F33D11.2,-5.944999639,1.87961203,9.20436e-07,4.86457e-06,WBGene00018001,WBGene00018001,History: N.A.
WBGene00019259,H34C03.2,protein_coding,H34C03.2,-5.942500083,1.877563199,9.19008e-07,4.86457e-06,WBGene00019259,WBGene00019259,History: N.A.
WBGene00077563,peel-1,protein_coding,Y39G10AR.25,-5.942500083,1.877563199,9.19008e-07,4.86457e-06,WBGene00077563,WBGene00077563,History: N.A.
WBGene00018098,F36F12.7,protein_coding,F36F12.7,-5.940010307,1.875516722,9.17573e-07,4.86457e-06,WBGene00018098,WBGene00018098,History: N.A.
WBGene00015685,C10G11.1,protein_coding,C10G11.1,-5.939587958,1.875390441,9.17484e-07,4.86457e-06,WBGene00015685,WBGene00015685,History: N.A.
WBGene00008230,pfk-1.2,protein_coding,C50F4.2,-5.937318242,1.873408871,1.64014e-06,8.32433e-06,WBGene00008230,WBGene00008230,History: Renamed on 2014-03-03
WBGene00019941,pgam-5,protein_coding,R07G3.5,-5.937105985,1.873345106,1.64006e-06,8.32433e-06,WBGene00019941,WBGene00019941,History: N.A.
WBGene00020353,T08B6.4,protein_coding,T08B6.4,-5.937105985,1.873345106,1.64006e-06,8.32433e-06,WBGene00020353,WBGene00020353,History: N.A.
WBGene00009178,uggt-2,protein_coding,F26H9.8,-5.934633867,1.871302122,1.63767e-06,8.32433e-06,WBGene00009178,WBGene00009178,History: N.A.
WBGene00014127,ZK892.3,protein_coding,ZK892.3,-5.93217163,1.869261486,1.63526e-06,8.32433e-06,WBGene00014127,WBGene00014127,History: N.A.
WBGene00007457,C08F11.10,protein_coding,C08F11.10,-5.931790805,3.367095831,7.0021e-17,1.25217e-15,WBGene00007457,WBGene00007457,History: N.A.
WBGene00017902,F28E10.4,protein_coding,F28E10.4,-5.926844128,1.865054806,1.63024e-06,8.32024e-06,WBGene00017902,WBGene00017902,History: N.A.
WBGene00003920,par-5,protein_coding,M117.2,-5.924192236,1.862953133,1.62771e-06,8.3166e-06,WBGene00003920,WBGene00003920,History: N.A.
WBGene00011587,T07F10.1,protein_coding,T07F10.1,-5.921548336,1.860852576,1.62517e-06,8.31288e-06,WBGene00011587,WBGene00011587,History: N.A.
WBGene00007169,B0393.4,protein_coding,B0393.4,-5.916505608,1.856723586,1.62012e-06,8.2963e-06,WBGene00007169,WBGene00007169,History: N.A.
WBGene00001565,gei-8,protein_coding,C14B9.6,-5.914330446,1.854765679,2.91186e-06,1.42878e-05,WBGene00001565,WBGene00001565,History: N.A.
WBGene00023068,F54D7.7,pseudogene,F54D7.7,-5.913794865,1.863670947,9.09088e-07,4.85059e-06,WBGene00023068,WBGene00023068,History: N.A.
WBGene00000475,cey-4,protein_coding,Y39A1C.3,-5.903380708,1.85529916,9.02903e-07,4.82487e-06,WBGene00000475,WBGene00000475,History: N.A.
WBGene00008871,tag-314,protein_coding,F15H10.4,-5.892408585,1.846741283,1.60762e-06,8.24155e-06,WBGene00008871,WBGene00008871,History: N.A.
WBGene00019425,K06A1.2,protein_coding,K06A1.2,-5.892408585,1.846741283,1.60762e-06,8.24155e-06,WBGene00019425,WBGene00019425,History: N.A.
WBGene00022760,ZK546.3,pseudogene,ZK546.3,-5.889926494,1.844678581,1.60499e-06,8.24155e-06,WBGene00022760,WBGene00022760,History: N.A.
WBGene00019879,R05D3.5,protein_coding,R05D3.5,-5.886973235,1.842469229,1.60215e-06,8.24119e-06,WBGene00019879,WBGene00019879,History: N.A.
WBGene00000777,cpn-1,protein_coding,F43G9.9,-5.877186719,1.834247154,1.59141e-06,8.19511e-06,WBGene00000777,WBGene00000777,History: N.A.
WBGene00004908,snf-9,protein_coding,C49C3.1,-5.876942035,1.834170187,1.5913e-06,8.19511e-06,WBGene00004908,WBGene00004908,History: N.A.
WBGene00011884,enol-1,protein_coding,T21B10.2,-5.876697173,1.834093174,1.5912e-06,8.19511e-06,WBGene00011884,WBGene00011884,History: N.A.
WBGene00019951,R08C7.8,protein_coding,R08C7.8,-5.874334772,3.315613883,2.11146e-16,3.62032e-15,WBGene00019951,WBGene00019951,History: N.A.
WBGene00022596,ZC395.4,protein_coding,ZC395.4,-5.874275744,1.832042447,2.86353e-06,1.40657e-05,WBGene00022596,WBGene00022596,History: N.A.
WBGene00007699,C24H11.1,protein_coding,C24H11.1,-5.874029851,1.831964798,1.58837e-06,8.19511e-06,WBGene00007699,WBGene00007699,History: N.A.
WBGene00017088,akir-1,protein_coding,E01A2.6,-5.874029851,1.831964798,1.58837e-06,8.19511e-06,WBGene00017088,WBGene00017088,History: N.A.
WBGene00013192,Y54E2A.7,protein_coding,Y54E2A.7,-5.871618453,1.829915871,2.85881e-06,1.40576e-05,WBGene00013192,WBGene00013192,History: N.A.
WBGene00013107,Y51H4A.13,protein_coding,Y51H4A.13,-5.869465544,1.827948145,2.85442e-06,1.40511e-05,WBGene00013107,WBGene00013107,History: N.A.
WBGene00007082,acs-10,protein_coding,AH10.1,-5.869217982,1.827869327,2.85424e-06,1.40511e-05,WBGene00007082,WBGene00007082,History: N.A.
WBGene00013052,scrm-7,protein_coding,Y50E8A.9,-5.869217982,1.827869327,2.85424e-06,1.40511e-05,WBGene00013052,WBGene00013052,History: N.A.
WBGene00022030,Y65B4A.7,protein_coding,Y65B4A.7,-5.868970243,1.827790461,2.85406e-06,1.40511e-05,WBGene00022030,WBGene00022030,History: N.A.
WBGene00007688,C18E9.8,protein_coding,C18E9.8,-5.866579927,1.825745716,2.84946e-06,1.40511e-05,WBGene00007688,WBGene00007688,History: N.A.
WBGene00009688,F44E5.1,protein_coding,F44E5.1,-5.866331197,1.82566622,2.84928e-06,1.40511e-05,WBGene00009688,WBGene00009688,History: N.A.
WBGene00003579,ndx-2,protein_coding,W02G9.1,-5.866331197,1.82566622,2.84928e-06,1.40511e-05,WBGene00003579,WBGene00003579,History: N.A.
WBGene00021115,W09C3.8,protein_coding,W09C3.8,-5.866331197,1.82566622,2.84928e-06,1.40511e-05,WBGene00021115,WBGene00021115,History: N.A.
WBGene00167637,21ur-13977,piRNA,C15H11.14,-5.866082289,1.825586674,2.8491e-06,1.40511e-05,WBGene00167637,WBGene00167637,History: N.A.
WBGene00012720,Y39E4B.11,protein_coding,Y39E4B.11,-5.864200641,1.82370335,2.84483e-06,1.40511e-05,WBGene00012720,WBGene00012720,History: N.A.
WBGene00014032,ZK637.15,protein_coding,ZK637.15,-5.864200641,1.82370335,2.84483e-06,1.40511e-05,WBGene00014032,WBGene00014032,History: N.A.
WBGene00022709,ZK354.8,protein_coding,ZK354.8,-5.85897297,1.819463238,2.83512e-06,1.40511e-05,WBGene00022709,WBGene00022709,History: N.A.
WBGene00014241,ZK1251.3,protein_coding,ZK1251.3,-5.853783238,1.815227831,2.82527e-06,1.40511e-05,WBGene00014241,WBGene00014241,History: N.A.
WBGene00018198,F39E9.6,protein_coding,F39E9.6,-5.853529926,1.815145263,2.82507e-06,1.40511e-05,WBGene00018198,WBGene00018198,History: N.A.
WBGene00009277,F30F8.10,protein_coding,F30F8.10,-5.83939892,1.814949862,1.56498e-06,8.1046e-06,WBGene00009277,WBGene00009277,History: N.A.
WBGene00018712,F52G3.4,protein_coding,F52G3.4,-5.837876952,3.279526786,4.45211e-16,7.30529e-15,WBGene00018712,WBGene00018712,History: N.A.
WBGene00019531,scrm-5,protein_coding,K08D10.8,-5.836658734,1.81278595,1.5619e-06,8.09783e-06,WBGene00019531,WBGene00019531,History: N.A.
WBGene00020802,btb-2,protein_coding,T25D10.5,-5.834199273,1.810709013,1.55893e-06,8.09158e-06,WBGene00020802,WBGene00020802,History: N.A.
WBGene00077787,T05E12.10,ncRNA,T05E12.10,-5.831235856,9.580011148,1.96001e-17,3.61812e-16,WBGene00077787,WBGene00077787,History: N.A.
WBGene00019409,K05F1.8,protein_coding,K05F1.8,-5.828326117,3.28375236,6.36869e-16,1.0339e-14,WBGene00019409,WBGene00019409,History: N.A.
WBGene00004976,spe-41,protein_coding,K01A11.4,-5.823929257,1.802249346,2.79412e-06,1.39645e-05,WBGene00004976,WBGene00004976,History: N.A.
WBGene00021844,Y54E10BR.5,protein_coding,Y54E10BR.5,-5.820700421,1.799916823,2.78837e-06,1.3951e-05,WBGene00021844,WBGene00021844,History: N.A.
WBGene00013524,Y73F8A.15,protein_coding,Y73F8A.15,-5.818307606,1.797851583,2.78323e-06,1.39405e-05,WBGene00013524,WBGene00013524,History: N.A.
WBGene00013809,Y116A8C.33,protein_coding,Y116A8C.33,-5.815649534,1.795698643,2.77783e-06,1.39287e-05,WBGene00013809,WBGene00013809,History: N.A.
WBGene00008651,F10D11.5,protein_coding,F10D11.5,-5.813280063,1.793637686,2.77262e-06,1.39178e-05,WBGene00008651,WBGene00008651,History: N.A.
