# Note: The workbook which this sheet was a part of contained links which did not update.
gene,OP50_N2_1,OP50_N2_1(rpm),OP50_N2_2,OP50_N2_2(rpm),OP50_hj41_1,OP50_hj41_1(rpm),OP50_hj41_2,OP50_hj41_2(rpm),average of OP50_N2,average of OP50_hj41,average rpm of OP50_N2,average rpm of OP50_hj41,Input,Suggested Match,History
F56A11.6,171,6.181036263,185,6.645281791,195,5.749512832,144,5.521116103,178.0,169.5,6.413159027,5.635314467,F56A11.6,WBGene00018926,Public name for WBGene00018926. History: N.A.
Y38E10A.17,131,4.735179827,151,5.423986759,167,4.923941759,165,6.326278868,141.0,166.0,5.079583293,5.625110313,Y38E10A.17,WBGene00012595,Public name for WBGene00012595. History: N.A.
F23B12.1,167,6.036450619,168,6.034634275,185,5.45466602,148,5.674480439,167.5,166.5,6.035542447,5.56457323,F23B12.1,WBGene00009079,Public name for WBGene00009079. History: N.A.
B0432.11,188,6.795525248,213,7.65105417,178,5.248273252,152,5.827844775,200.5,165.0,7.223289709,5.538059013,B0432.11,WBGene00015192,Public name for WBGene00015192. History: N.A.
W03C9.8,153,5.530400867,173,6.214236485,160,4.71754899,164,6.287937784,163.0,162.0,5.872318676,5.502743387,W03C9.8,WBGene00012223,Public name for WBGene00012223. History: N.A.
K01C8.8,171,6.181036263,173,6.214236485,142,4.186824729,177,6.786371876,172.0,159.5,6.197636374,5.486598303,K01C8.8,WBGene00010460,Sequence name for WBGene00010460(clec-142). History: N.A.
F10D11.1,126,4.554447772,135,4.849259685,198,5.837966876,133,5.099364178,130.5,165.5,4.701853729,5.468665527,F10D11.1,WBGene00004931,Sequence name for WBGene00004931(sod-2). History: N.A.
H32C10.2,195,7.048550124,180,6.46567958,181,5.336727295,146,5.597798271,187.5,163.5,6.757114852,5.467262783,H32C10.2,WBGene00003019,"Sequence name for WBGene00003019(lin-33). History: N.A.. Public name for Dead gene WBGene00019256. History of WBGene00019256: Merged into ""WBGene00003019"" on 2007-02-05"
ZK652.3,157,5.67498651,159,5.711350296,177,5.218788571,149,5.712821523,158.0,163.0,5.693168403,5.465805047,ZK652.3,WBGene00044324,"Sequence name for WBGene00044324(ufm-1). History: Renamed on 2013-03-15. Public name for Dead gene WBGene00022784. History of WBGene00022784: Merged into ""WBGene00044324"" on 2006-07-24"
ZC155.2,195,7.048550124,173,6.214236485,161,4.747033672,160,6.134573448,184.0,160.5,6.631393305,5.44080356,ZC155.2,WBGene00022530,Public name for WBGene00022530. History: N.A.
C27D8.1,180,6.506353961,199,7.14816798,166,4.894457077,156,5.981209111,189.5,161.0,6.82726097,5.437833094,C27D8.1,WBGene00007777,Public name for WBGene00007777. History: N.A.
Y49E10.10,203,7.337721411,171,6.142395601,165,4.864972396,151,5.789503691,187.0,158.0,6.740058506,5.327238044,Y49E10.10,WBGene00013033,Public name for WBGene00013033. History: N.A.
M05D6.1,148,5.349668812,150,5.388066317,172,5.071365165,145,5.559457187,149.0,158.5,5.368867564,5.315411176,M05D6.1,WBGene00010874,Public name for WBGene00010874. History: N.A.
W02B12.7,137,4.952058292,151,5.423986759,173,5.100849846,141,5.406092851,144.0,157.0,5.188022526,5.253471348,W02B12.7,WBGene00002227,"Sequence name for WBGene00002227(klp-17). History: Split into cisd-1(WBGene00044026). History of WBGene00002227: Split into ""WBGene00044026"" on 2004-12-14"
F34D10.9,116,4.192983664,141,5.064782338,139,4.098370685,167,6.402961036,128.5,153.0,4.628883001,5.250665861,F34D10.9,WBGene00045484,Public name for WBGene00045484. History: N.A.
C17G10.3,149,5.385815223,159,5.711350296,148,4.363732816,156,5.981209111,154.0,152.0,5.548582759,5.172470964,C17G10.3,WBGene00015917,Public name for WBGene00015917. History: N.A.
H05L14.1,141,5.096643936,158,5.675429854,151,4.45218686,153,5.866185859,149.5,152.0,5.386036895,5.159186359,H05L14.1,WBGene00010366,Public name for WBGene00010366. History: N.A.
ZK1248.5,153,5.530400867,146,5.244384548,166,4.894457077,141,5.406092851,149.5,153.5,5.387392707,5.150274964,ZK1248.5,WBGene00022876,Public name for WBGene00022876. History: N.A.
E03H12.7,152,5.494254456,161,5.78319118,150,4.422702178,149,5.712821523,156.5,149.5,5.638722818,5.067761851,E03H12.7,WBGene00017114,Public name for WBGene00017114. History: N.A.
F44D12.6,173,6.253329084,140,5.028861896,167,4.923941759,133,5.099364178,156.5,150.0,5.64109549,5.011652968,F44D12.6,WBGene00009683,Public name for WBGene00009683. History: N.A.
T10E9.4,154,5.566547277,190,6.824884001,161,4.747033672,131,5.02268201,172.0,146.0,6.195715639,4.884857841,T10E9.4,WBGene00020414,Public name for WBGene00020414. History: N.A.
K06A5.3,151,5.458108045,149,5.352145875,146,4.304763454,142,5.444433935,150.0,144.0,5.40512696,4.874598694,K06A5.3,WBGene00019431,Public name for WBGene00019431. History: N.A.
Y59E9AR.2,188,6.795525248,181,6.501600022,172,5.071365165,118,4.524247918,184.5,145.0,6.648562635,4.797806541,Y59E9AR.2,WBGene00021998,Public name for WBGene00021998. History: N.A.
Y59E9AR.8,188,6.795525248,181,6.501600022,172,5.071365165,118,4.524247918,184.5,145.0,6.648562635,4.797806541,Y59E9AR.8,WBGene00022003,Public name for WBGene00022003. History: N.A.
C33A12.15,126,4.554447772,145,5.208464106,155,4.570125584,127,4.869317674,135.5,141.0,4.881455939,4.719721629,C33A12.15,WBGene00007888,Sequence name for WBGene00007888(ttr-9). History: N.A.
T27E4.6,112,4.04839802,139,4.992941454,136,4.009916642,140,5.367751767,125.5,138.0,4.520669737,4.688834204,T27E4.6,WBGene00020864,Sequence name for WBGene00020864(oac-50). History: N.A.
C31H1.1,138,4.988204703,128,4.59781659,150,4.422702178,129,4.945999842,133.0,139.5,4.793010647,4.68435101,C31H1.1,WBGene00016286,Public name for WBGene00016286. History: N.A.
C15H7.3,139,5.024351114,141,5.064782338,144,4.245794091,132,5.061023094,140.0,138.0,5.044566726,4.653408593,C15H7.3,WBGene00007610,Public name for WBGene00007610. History: N.A.
ZK849.5,163,5.891864976,112,4.023089517,151,4.45218686,126,4.83097659,137.5,138.5,4.957477246,4.641581725,ZK849.5,WBGene00014103,Sequence name for WBGene00014103(best-26). History: N.A.
W03F11.3,130,4.699033416,151,5.423986759,142,4.186824729,132,5.061023094,140.5,137.0,5.061510087,4.623923912,W03F11.3,WBGene00021006,Sequence name for WBGene00021006(dct-9). History: N.A.
M01H9.4,126,4.554447772,153,5.495827643,133,3.921462598,137,5.252728514,139.5,135.0,5.025137708,4.587095556,M01H9.4,WBGene00019720,"Public name for WBGene00019720. History: Split into M01H9.10(WBGene00271788). History of WBGene00019720: Split into ""WBGene00271788"" on 2017-09-21"
F54H12.8,145,5.241229579,118,4.238612169,158,4.658579628,114,4.370883581,131.5,136.0,4.739920874,4.514731605,F54H12.8,WBGene00045247,Public name for WBGene00045247. History: N.A.
W03A5.1,141,5.096643936,134,4.813339243,139,4.098370685,128,4.907658758,137.5,133.5,4.954991589,4.503014722,W03A5.1,WBGene00020966,Public name for WBGene00020966. History: N.A.
C24F3.5,130,4.699033416,121,4.346373496,143,4.21630941,124,4.754294422,125.5,133.5,4.522703456,4.485301916,C24F3.5,WBGene00000019,Sequence name for WBGene00000019(abt-1). History: N.A.
Y57E12AL.6,106,3.831519555,156,5.603588969,144,4.245794091,120,4.600930086,131.0,132.0,4.717554262,4.423362088,Y57E12AL.6,WBGene00021959,Public name for WBGene00021959. History: N.A.
F36A2.12,107,3.867665966,133,4.777418801,131,3.862493236,128,4.907658758,120.0,129.5,4.322542383,4.385075997,F36A2.12,WBGene00009459,"Public name for WBGene00009459. History: Split into F36A2.14(WBGene00023490). History of WBGene00009459: Split into ""WBGene00023490"" on 2004-08-20"
F49E12.4,132,4.771326238,148,5.316225433,124,3.656100468,132,5.061023094,140.0,128.0,5.043775835,4.358561781,F49E12.4,WBGene00006719,Sequence name for WBGene00006719(ubc-24). History: N.A.
C09B9.4,121,4.373715718,149,5.352145875,132,3.891977917,124,4.754294422,135.0,128.0,4.862930796,4.323136169,C09B9.4,WBGene00015629,Public name for WBGene00015629. History: N.A.
ZK688.12,160,5.783425743,150,5.388066317,127,3.744554511,122,4.677612254,155.0,124.5,5.58574603,4.211083382,ZK688.12,WBGene00044763,Public name for WBGene00044763. History: N.A.
T06D8.9,106,3.831519555,121,4.346373496,131,3.862493236,117,4.485906834,113.5,124.0,4.088946525,4.174200035,T06D8.9,WBGene00011529,Public name for WBGene00011529. History: N.A.
K05F1.9,137,4.952058292,136,4.885180127,135,3.980431961,112,4.294201413,136.5,123.5,4.91861921,4.137316687,K05F1.9,WBGene00019410,Public name for WBGene00019410. History: N.A.
C55A6.11,123,4.44600854,119,4.274532611,135,3.980431961,110,4.217519245,121.0,122.5,4.360270576,4.098975603,C55A6.11,WBGene00008340,Public name for WBGene00008340. History: N.A.
Y53G8B.4,136,4.915911881,149,5.352145875,131,3.862493236,113,4.332542497,142.5,122.0,5.134028878,4.097517867,Y53G8B.4,WBGene00021820,Sequence name for WBGene00021820(nipa-1). History: N.A.
ZK484.8,140,5.060497525,136,4.885180127,131,3.862493236,113,4.332542497,138.0,122.0,4.972838826,4.097517867,ZK484.8,WBGene00022754,Sequence name for WBGene00022754(nspd-1). History: N.A.
C06G4.4,111,4.012251609,132,4.741498359,126,3.71506983,116,4.447565749,121.5,121.0,4.376874984,4.08131779,C06G4.4,WBGene00015558,Public name for WBGene00015558. History: N.A.
F42G8.8,116,4.192983664,144,5.172543664,136,4.009916642,108,4.140837077,130.0,122.0,4.682763664,4.075376859,F42G8.8,WBGene00018359,"Public name for WBGene00018359. History: Split into F42G8.18(WBGene00249816). History of WBGene00018359: Split into ""WBGene00249816"" on 2014-01-28"
ZK354.8,98,3.542348267,85,3.053237579,134,3.950947279,108,4.140837077,91.5,121.0,3.297792923,4.045892178,ZK354.8,WBGene00022709,Public name for WBGene00022709. History: N.A.
F58E6.5,108,3.903812376,127,4.561896148,117,3.449707699,121,4.63927117,117.5,119.0,4.232854262,4.044489434,F58E6.5,WBGene00010254,Public name for WBGene00010254. History: N.A.
Y54F10BM.3,132,4.771326238,149,5.352145875,129,3.803523873,109,4.179178161,140.5,119.0,5.061736056,3.991351017,Y54F10BM.3,WBGene00021858,"Public name for WBGene00021858. History: Split into Y54F10BM.22(WBGene00306013), Y54F10BM.21(WBGene00306012). History of WBGene00021858: Split into ""WBGene00306013"" on 2020-01-20; Split into ""WBGene00306012"" on 2020-01-21"
ZK596.2,122,4.409862129,118,4.238612169,116,3.420223018,116,4.447565749,120.0,116.0,4.324237149,3.933894384,ZK596.2,WBGene00014007,Public name for WBGene00014007. History: N.A.
C34G6.3,130,4.699033416,133,4.777418801,121,3.567646424,112,4.294201413,131.5,116.5,4.738226108,3.930923919,C34G6.3,WBGene00016420,Public name for WBGene00016420. History: N.A.
F36H12.5,104,3.759226733,94,3.376521558,139,4.098370685,98,3.757426237,99.0,118.5,3.567874146,3.927898461,F36H12.5,WBGene00018121,Public name for WBGene00018121. History: N.A.
F32D8.6,80,2.891712871,98,3.520203327,107,3.154860887,121,4.63927117,89.0,114.0,3.205958099,3.897066029,F32D8.6,WBGene00001303,Sequence name for WBGene00001303(sec-61.G). History: Renamed on 2019-05-20
K08F4.5,118,4.265276485,156,5.603588969,120,3.538161743,111,4.255860329,137.0,115.5,4.934432727,3.897011036,K08F4.5,WBGene00010679,Public name for WBGene00010679. History: N.A.
ZK673.6,133,4.807472649,140,5.028861896,144,4.245794091,91,3.489038648,136.5,117.5,4.918167272,3.86741637,ZK673.6,WBGene00014062,Public name for WBGene00014062. History: N.A.
AC3.10,111,4.012251609,120,4.310453053,107,3.154860887,119,4.562589002,115.5,113.0,4.161352331,3.858724944,AC3.10,WBGene00004964,"Sequence name for WBGene00004964(spe-10). History: N.A.. Public name for Dead gene WBGene00044023. History of WBGene00044023: Merged into ""WBGene00004964"" on 2005-12-22"
T06E4.5,120,4.337569307,105,3.771646422,120,3.538161743,109,4.179178161,112.5,114.5,4.054607864,3.858669952,T06E4.5,WBGene00011533,Public name for WBGene00011533. History: N.A.
C55C2.2,102,3.686933911,100,3.592044211,119,3.508677062,108,4.140837077,101.0,113.5,3.639489061,3.824757069,C55C2.2,WBGene00006047,Sequence name for WBGene00006047(ssp-19). History: N.A.
C18E3.1,108,3.903812376,106,3.807566864,106,3.125376206,114,4.370883581,107.0,110.0,3.85568962,3.748129894,C18E3.1,WBGene00015970,Public name for WBGene00015970. History: N.A.
C55A6.4,122,4.409862129,120,4.310453053,109,3.21383025,108,4.140837077,121.0,108.5,4.360157591,3.677333663,C55A6.4,WBGene00008333,Public name for WBGene00008333. History: N.A.
D1037.5,127,4.590594183,136,4.885180127,116,3.420223018,101,3.872449489,131.5,108.5,4.737887155,3.646336253,D1037.5,WBGene00017026,Sequence name for WBGene00017026(ipla-4). History: N.A.
F58A6.9,102,3.686933911,101,3.627964653,131,3.862493236,83,3.182309976,101.5,107.0,3.657449282,3.522401606,F58A6.9,WBGene00019026,Public name for WBGene00019026. History: N.A.
T05H4.12,88,3.180884159,95,3.412442001,113,3.331768974,96,3.680744069,91.5,104.5,3.29666308,3.506256521,T05H4.12,WBGene00020275,Sequence name for WBGene00020275(atp-4). History: N.A.
F25H5.7,99,3.578494678,106,3.807566864,123,3.626615786,88,3.374015396,102.5,105.5,3.693030771,3.500315591,F25H5.7,WBGene00009129,Public name for WBGene00009129. History: N.A.
T22C1.8,125,4.518301362,128,4.59781659,103,3.036922163,102,3.910790573,126.5,102.5,4.558058976,3.473856368,T22C1.8,WBGene00011918,Public name for WBGene00011918. History: N.A.
F36A2.14,125,4.518301362,103,3.699805538,109,3.21383025,95,3.642402985,114.0,102.0,4.10905345,3.428116617,F36A2.14,WBGene00023490,Public name for WBGene00023490. History: N.A.
F31C3.1,73,2.638687995,86,3.089158022,111,3.272799612,91,3.489038648,79.5,101.0,2.863923008,3.38091913,F31C3.1,WBGene00000881,Sequence name for WBGene00000881(cyn-5). History: N.A.
R148.7,104,3.759226733,111,3.987169074,115,3.390738337,85,3.258992144,107.5,100.0,3.873197904,3.32486524,R148.7,WBGene00020105,Public name for WBGene00020105. History: N.A.
F35H10.2,102,3.686933911,97,3.484282885,93,2.742075351,99,3.795767321,99.5,96.0,3.585608398,3.268921336,F35H10.2,WBGene00018068,Public name for WBGene00018068. History: N.A.
Y71H2AM.5,72,2.602541584,89,3.196919348,97,2.860014075,94,3.6040619,80.5,95.5,2.899730466,3.232037988,Y71H2AM.5,WBGene00022170,Sequence name for WBGene00022170(cox-6B). History: N.A.
F55D12.6,105,3.795373144,123,4.41821438,102,3.007437481,88,3.374015396,114.0,95.0,4.106793762,3.190726439,F55D12.6,WBGene00010114,Public name for WBGene00010114. History: N.A.
F25D7.1,73,2.638687995,73,2.622192274,108,3.184345568,83,3.182309976,73.0,95.5,2.630440135,3.183327772,F25D7.1,WBGene00000843,"Sequence name for WBGene00000843(cup-2). History: Renamed on 2005-08-18; Renamed on 2013-11-18. Public name for Dead gene WBGene00009111. History of WBGene00009111: Merged into ""WBGene00000843"" on 2005-08-18"
F59A6.4,101,3.6507875,116,4.166771285,102,3.007437481,87,3.335674312,108.5,94.5,3.908779393,3.171555897,F59A6.4,WBGene00019086,Public name for WBGene00019086. History: N.A.
T21H3.3,73,2.638687995,56,2.011544758,92,2.712590669,91,3.489038648,64.5,91.5,2.325116377,3.100814659,T21H3.3,WBGene00000552,Sequence name for WBGene00000552(cmd-1). History: N.A.
W02D7.4,89,3.217030569,75,2.694033158,90,2.653621307,91,3.489038648,82.0,90.5,2.955531864,3.071329978,W02D7.4,WBGene00020940,Public name for WBGene00020940. History: N.A.
F54D8.2,66,2.385663119,91,3.268760232,104,3.066406844,76,2.913922388,78.5,90.0,2.827211676,2.990164616,F54D8.2,WBGene00006519,"Sequence name for WBGene00006519(cox-6A). History: Renamed on 2017-09-05. Public name for Dead gene WBGene00018800. History of WBGene00018800: Merged into ""WBGene00006519"" on 2005-10-05"
F56F3.4,79,2.855566461,92,3.304680674,111,3.272799612,70,2.683875883,85.5,90.5,3.080123567,2.978337748,F56F3.4,WBGene00010155,Public name for WBGene00010155. History: N.A.
C24D10.7,80,2.891712871,90,3.23283979,89,2.624136626,83,3.182309976,85.0,86.0,3.062276331,2.903223301,C24D10.7,WBGene00016058,Sequence name for WBGene00016058(nspd-3). History: N.A.
ZK849.4,96,3.470055446,84,3.017317137,91,2.683105988,81,3.105627808,90.0,86.0,3.243686292,2.894366898,ZK849.4,WBGene00014102,Sequence name for WBGene00014102(best-25). History: N.A.
C14B9.2,59,2.132638243,82,2.945476253,97,2.860014075,76,2.913922388,70.5,86.5,2.539057248,2.886968231,C14B9.2,WBGene00015752,Public name for WBGene00015752. History: N.A.
C06C6.8,92,3.325469802,98,3.520203327,83,2.447228539,84,3.22065106,95.0,83.5,3.422836565,2.833939799,C06C6.8,WBGene00007382,Public name for WBGene00007382. History: N.A.
K07F5.5,83,3.000152104,94,3.376521558,101,2.9779528,70,2.683875883,88.5,85.5,3.188336831,2.830914342,K07F5.5,WBGene00010633,Sequence name for WBGene00010633(nspd-2). History: N.A.
W03D8.2,93,3.361616213,109,3.91532819,75,2.211351089,89,3.41235648,101.0,82.0,3.638472202,2.811853785,W03D8.2,WBGene00020985,Public name for WBGene00020985. History: N.A.
B0034.4,104,3.759226733,106,3.807566864,89,2.624136626,78,2.990604556,105.0,83.5,3.783396798,2.807370591,B0034.4,WBGene00015004,Public name for WBGene00015004. History: N.A.
F13D12.9,90,3.25317698,113,4.059009959,79,2.329289814,82,3.143968892,101.5,80.5,3.656093469,2.736629353,F13D12.9,WBGene00008743,Sequence name for WBGene00008743(fcmt-1). History: N.A.
K07F5.6,89,3.217030569,122,4.382293938,93,2.742075351,70,2.683875883,105.5,81.5,3.799662254,2.712975617,K07F5.6,WBGene00010634,Public name for WBGene00010634. History: N.A.
T01H3.5,70,2.530248762,91,3.268760232,91,2.683105988,69,2.645534799,80.5,80.0,2.899504497,2.664320394,T01H3.5,WBGene00011351,Public name for WBGene00011351. History: N.A.
C26C6.6,112,4.04839802,97,3.484282885,78,2.299805133,78,2.990604556,104.5,78.0,3.766340452,2.645204844,C26C6.6,WBGene00007740,Public name for WBGene00007740. History: N.A.
Y71H2AM.1,84,3.036298515,83,2.981396695,91,2.683105988,67,2.568852631,83.5,79.0,3.008847605,2.62597931,Y71H2AM.1,WBGene00022166,Public name for WBGene00022166. History: N.A.
R03D7.5,68,2.457955941,89,3.196919348,86,2.535682582,69,2.645534799,78.5,77.5,2.827437644,2.590608691,R03D7.5,WBGene00010991,Sequence name for WBGene00010991(gskl-1). History: N.A.
Y53C10A.15,105,3.795373144,94,3.376521558,62,1.828050234,86,3.297333228,99.5,74.0,3.585947351,2.562691731,Y53C10A.15,WBGene00044805,Public name for WBGene00044805. History: N.A.
B0261.5,66,2.385663119,68,2.442590064,81,2.388259176,71,2.722216967,67.0,76.0,2.414126591,2.555238072,B0261.5,WBGene00015093,Public name for WBGene00015093. History: N.A.
Y113G7A.10,86,3.108591337,69,2.478510506,75,2.211351089,74,2.83724022,77.5,74.5,2.793550921,2.524295654,Y113G7A.10,WBGene00013747,Sequence name for WBGene00013747(spe-19). History: N.A.
F58D5.7,88,3.180884159,73,2.622192274,72,2.122897046,76,2.913922388,80.5,74.0,2.901538216,2.518409717,F58D5.7,WBGene00010246,Public name for WBGene00010246. History: N.A.
Y39A1C.3,47,1.698881312,53,1.903783432,82,2.417743858,67,2.568852631,50.0,74.5,1.801332372,2.493298244,Y39A1C.3,WBGene00000475,Sequence name for WBGene00000475(cey-4). History: N.A.
Y50E8A.9,71,2.566395173,85,3.053237579,81,2.388259176,67,2.568852631,78.0,74.0,2.809816376,2.478555904,Y50E8A.9,WBGene00013052,Sequence name for WBGene00013052(scrm-7). History: N.A.
Y116F11B.8,82,2.964005693,67,2.406669621,76,2.24083577,70,2.683875883,74.5,73.0,2.685337657,2.462355827,Y116F11B.8,WBGene00013824,Public name for WBGene00013824. History: N.A.
Y73F8A.15,85,3.072444926,79,2.837714927,74,2.181866408,71,2.722216967,82.0,72.5,2.955079926,2.452041688,Y73F8A.15,WBGene00013524,Public name for WBGene00013524. History: N.A.
F11G11.8,87,3.144737748,109,3.91532819,78,2.299805133,67,2.568852631,98.0,72.5,3.530032969,2.434328882,F11G11.8,WBGene00017386,Sequence name for WBGene00017386(nspd-5). History: N.A.
F56D6.13,41,1.482002847,59,2.119306085,79,2.329289814,61,2.338806127,50.0,70.0,1.800654466,2.33404797,F56D6.13,WBGene00044475,Public name for WBGene00044475. History: N.A.
K08A2.2,49,1.771174134,59,2.119306085,67,1.97547364,65,2.492170463,54.0,66.0,1.945240109,2.233822051,K08A2.2,WBGene00019512,Public name for WBGene00019512. History: N.A.
F28H7.6,76,2.747127228,81,2.909555811,54,1.592172784,74,2.83724022,78.5,64.0,2.828341519,2.214706502,F28H7.6,WBGene00009239,Sequence name for WBGene00009239(irld-6). History: N.A.
Y43C5A.4,85,3.072444926,61,2.191146969,73,2.152381727,56,2.147100707,73.0,64.5,2.631795947,2.149741217,Y43C5A.4,WBGene00012784,Public name for WBGene00012784. History: N.A.
R102.10,68,2.457955941,71,2.55035139,71,2.093412364,57,2.185441791,69.5,64.0,2.504153665,2.139427078,R102.10,WBGene00011297,Public name for WBGene00011297. History: N.A.
Y38F2AR.9,50,1.807320545,63,2.262987853,62,1.828050234,62,2.377147211,56.5,62.0,2.035154199,2.102598722,Y38F2AR.9,WBGene00021427,Sequence name for WBGene00021427(sec-61.B). History: N.A.
H38K22.6,68,2.457955941,71,2.55035139,68,2.004958321,57,2.185441791,69.5,62.5,2.504153665,2.095200056,H38K22.6,WBGene00044911,Public name for WBGene00044911. History: N.A.
R10E9.3,81,2.927859282,62,2.227067411,61,1.798565553,60,2.300465043,71.5,60.5,2.577463347,2.049515298,R10E9.3,WBGene00011215,Public name for WBGene00011215. History: N.A.
F13E9.5,87,3.144737748,96,3.448362443,67,1.97547364,55,2.108759623,91.5,61.0,3.296550095,2.042116631,F13E9.5,WBGene00008754,Public name for WBGene00008754. History: N.A.
C32D5.8,68,2.457955941,80,2.873635369,64,1.887019596,57,2.185441791,74.0,60.5,2.665795655,2.036230693,C32D5.8,WBGene00016316,Public name for WBGene00016316. History: N.A.
Y48G8AL.13,66,2.385663119,59,2.119306085,67,1.97547364,53,2.032077455,62.5,60.0,2.252484602,2.003775547,Y48G8AL.13,WBGene00021691,Public name for WBGene00021691. History: N.A.
F43G9.9,55,1.988052599,62,2.227067411,64,1.887019596,54,2.070418539,58.5,59.0,2.107560005,1.978719067,F43G9.9,WBGene00000777,Sequence name for WBGene00000777(cpn-1). History: N.A.
C34F11.1,73,2.638687995,78,2.801794485,65,1.916504277,53,2.032077455,75.5,59.0,2.72024124,1.974290866,C34F11.1,WBGene00016413,Public name for WBGene00016413. History: N.A.
C25H3.16,81,2.927859282,72,2.586271832,69,2.034443002,49,1.878713118,76.5,59.0,2.757065557,1.95657806,C25H3.16,WBGene00044392,Public name for WBGene00044392. History: N.A.
F57A8.6,64,2.313370297,57,2.0474652,58,1.710111509,56,2.147100707,60.5,57.0,2.180417749,1.928606108,F57A8.6,WBGene00010181,Public name for WBGene00010181. History: N.A.
W02B12.15,50,1.807320545,65,2.334828737,72,2.122897046,43,1.648666614,57.5,57.5,2.071074641,1.88578183,W02B12.15,WBGene00044026,Sequence name for WBGene00044026(cisd-1). History: N.A.
ZC376.8,63,2.277223886,51,1.831942548,55,1.621657465,52,1.99373637,57.0,53.5,2.054583217,1.807696918,ZC376.8,WBGene00013879,Public name for WBGene00013879. History: N.A.
C34C12.4,53,1.915759777,56,2.011544758,58,1.710111509,45,1.725348782,54.5,51.5,1.963652268,1.717730146,C34C12.4,WBGene00007923,Public name for WBGene00007923. History: N.A.
R10E11.2,25,0.903660272,42,1.508658569,48,1.415264697,44,1.687007698,33.5,46.0,1.206159421,1.551136198,R10E11.2,WBGene00006911,Sequence name for WBGene00006911(vha-2). History: N.A.
F29D10.1,34,1.22897797,44,1.580499453,43,1.267841291,47,1.80203095,39.0,45.0,1.404738712,1.534936121,F29D10.1,WBGene00009250,Public name for WBGene00009250. History: N.A.
F23H11.5,28,1.012099505,22,0.790249726,52,1.533203422,35,1.341937942,25.0,43.5,0.901174616,1.437570682,F23H11.5,WBGene00000263,Public name for WBGene00000263. History: N.A.
Y50E8A.10,103,3.723080322,113,4.059009959,39,1.149902566,44,1.687007698,108.0,41.5,3.89104514,1.418455132,Y50E8A.10,WBGene00013053,Public name for WBGene00013053. History: N.A.
Y52B11A.1,47,1.698881312,37,1.329056358,34,1.00247916,42,1.61032553,42.0,38.0,1.513968835,1.306402345,Y52B11A.1,WBGene00013121,Sequence name for WBGene00013121(spe-38). History: N.A.
Y43C5A.1,39,1.409710025,32,1.149454148,52,1.533203422,22,0.843503849,35.5,37.0,1.279582086,1.188353635,Y43C5A.1,WBGene00012781,Sequence name for WBGene00012781(nspd-7). History: N.A.
K08E7.4,40,1.445856436,54,1.939703874,36,1.061448523,30,1.150232521,47.0,33.0,1.692780155,1.105840522,K08E7.4,WBGene00010672,Public name for WBGene00010672. History: N.A.
C32E8.4,28,1.012099505,24,0.862090611,19,0.560208943,25,0.958527101,26.0,22.0,0.937095058,0.759368022,C32E8.4,WBGene00016322,Public name for WBGene00016322. History: N.A.
F21F3.3,31,1.120538738,24,0.862090611,25,0.73711703,18,0.690139513,27.5,21.5,0.991314674,0.713628271,F21F3.3,WBGene00017673,Sequence name for WBGene00017673(icmt-1). History: Renamed on 2015-04-29
W03B1.3,15,0.542196163,22,0.790249726,20,0.589693624,18,0.690139513,18.5,19.0,0.666222945,0.639916568,W03B1.3,WBGene00020973,Public name for WBGene00020973. History: N.A.
F36G9.15,76,2.747127228,75,2.694033158,15,0.442270218,8,0.306728672,75.5,11.5,2.720580193,0.374499445,F36G9.15,WBGene00009491,Public name for WBGene00009491. History: N.A.
