WB.ID,gene.name,Input,Suggested Match,History
WBGene00017352,F10E7.11,WBGene00017352,WBGene00017352,History: N.A.
WBGene00017372,F10G7.9,WBGene00017372,WBGene00017372,History: N.A.
WBGene00017452,bath-29,WBGene00017452,WBGene00017452,History: N.A.
WBGene00017456,F14D2.8,WBGene00017456,WBGene00017456,History: N.A.
WBGene00017459,F14D2.11,WBGene00017459,WBGene00017459,History: N.A.
WBGene00017460,bath-30,WBGene00017460,WBGene00017460,History: N.A.
WBGene00017461,bath-28,WBGene00017461,WBGene00017461,History: N.A.
WBGene00017462,F14D2.14,WBGene00017462,WBGene00017462,History: N.A.
WBGene00017482,set-9,WBGene00017482,WBGene00017482,History: N.A.
WBGene00017546,rpa-1,WBGene00017546,WBGene00017546,History: N.A.
WBGene00017547,alfa-1,WBGene00017547,WBGene00017547,History: N.A.
WBGene00017548,F18A1.7,WBGene00017548,WBGene00017548,History: N.A.
WBGene00017549,pid-1,WBGene00017549,WBGene00017549,History: N.A.
WBGene00017676,F21F3.7,WBGene00017676,WBGene00017676,History: N.A.
WBGene00017685,F21H12.3,WBGene00017685,WBGene00017685,History: N.A.
WBGene00017724,F22F7.7,WBGene00017724,WBGene00017724,History: N.A.
WBGene00017735,did-2,WBGene00017735,WBGene00017735,History: N.A.
WBGene00017774,nop-1,WBGene00017774,WBGene00017774,History: N.A.
WBGene00017778,nono-1,WBGene00017778,WBGene00017778,History: Renamed on 2013-07-10
WBGene00017818,F26D11.1,WBGene00017818,WBGene00017818,"History: Split into F26D11.20(WBGene00302988). History of WBGene00017818: Split into ""WBGene00302988"" on 2018-03-06"
WBGene00017931,picc-1,WBGene00017931,WBGene00017931,History: N.A.
WBGene00017985,neg-1,WBGene00017985,WBGene00017985,History: N.A.
WBGene00018064,cdc-73,WBGene00018064,WBGene00018064,History: N.A.
WBGene00018118,F36H12.2,WBGene00018118,WBGene00018118,History: N.A.
WBGene00018367,F42H10.3,WBGene00018367,WBGene00018367,History: N.A.
WBGene00018391,rpb-4,WBGene00018391,WBGene00018391,History: N.A.
WBGene00018394,F43E2.6,WBGene00018394,WBGene00018394,History: N.A.
WBGene00018397,F43E2.11,WBGene00018397,WBGene00018397,History: N.A.
WBGene00018419,F44E2.6,WBGene00018419,WBGene00018419,History: N.A.
WBGene00018480,otpl-7,WBGene00018480,WBGene00018480,History: N.A.
WBGene00018482,F45F2.10,WBGene00018482,WBGene00018482,History: N.A.
WBGene00018483,F45F2.11,WBGene00018483,WBGene00018483,History: N.A.
WBGene00018508,F46F11.1,WBGene00018508,WBGene00018508,History: N.A.
WBGene00018509,xrep-4,WBGene00018509,WBGene00018509,History: N.A.
WBGene00018510,F46F11.7,WBGene00018510,WBGene00018510,History: N.A.
WBGene00018513,F46F11.10,WBGene00018513,WBGene00018513,History: N.A.
WBGene00018595,fbxa-145,WBGene00018595,WBGene00018595,History: N.A.
WBGene00018598,F48C1.5,WBGene00018598,WBGene00018598,History: N.A.
WBGene00018599,F48C1.6,WBGene00018599,WBGene00018599,History: N.A.
WBGene00018612,disl-2,WBGene00018612,WBGene00018612,History: Renamed on 2017-03-13
WBGene00018659,F52C6.2,WBGene00018659,WBGene00018659,History: N.A.
WBGene00018660,F52C6.3,WBGene00018660,WBGene00018660,History: Renamed on 2005-03-17
WBGene00018661,F52C6.4,WBGene00018661,WBGene00018661,History: N.A.
WBGene00018663,math-31,WBGene00018663,WBGene00018663,History: N.A.
WBGene00018665,bath-4,WBGene00018665,WBGene00018665,History: N.A.
WBGene00018667,bath-7,WBGene00018667,WBGene00018667,History: N.A.
WBGene00018668,bath-2,WBGene00018668,WBGene00018668,History: N.A.
WBGene00018698,vha-18,WBGene00018698,WBGene00018698,History: N.A.
WBGene00018720,F53A3.1,WBGene00018720,WBGene00018720,History: N.A.
WBGene00018762,F53E10.6,WBGene00018762,WBGene00018762,History: N.A.
WBGene00018767,F53G2.2,WBGene00018767,WBGene00018767,"History: Split into F53G2.13(WBGene00304220). History of WBGene00018767: Split into ""WBGene00304220"" on 2018-11-14"
WBGene00018768,F53G2.3,WBGene00018768,WBGene00018768,History: N.A.
WBGene00018769,mnat-1,WBGene00018769,WBGene00018769,"History: Split into F53G2.12(WBGene00302998). History of WBGene00018769: Split into ""WBGene00302998"" on 2018-03-06"
WBGene00018774,F53G12.9,WBGene00018774,WBGene00018774,"History: Split into ""WBGene00045049"" on 2006-09-21"
WBGene00018781,F54A3.2,WBGene00018781,WBGene00018781,History: N.A.
WBGene00018784,F54A3.5,WBGene00018784,WBGene00018784,History: N.A.
WBGene00018795,F54C4.4,WBGene00018795,WBGene00018795,History: N.A.
WBGene00018805,F54D10.4,WBGene00018805,WBGene00018805,History: N.A.
WBGene00018806,F54D10.5,WBGene00018806,WBGene00018806,History: N.A.
WBGene00018847,marc-6,WBGene00018847,WBGene00018847,History: N.A.
WBGene00018867,zhp-1,WBGene00018867,WBGene00018867,History: N.A.
WBGene00018953,F56C9.10,WBGene00018953,WBGene00018953,History: N.A.
WBGene00018995,ccpp-1,WBGene00018995,WBGene00018995,History: N.A.
WBGene00018996,F57B9.1,WBGene00018996,WBGene00018996,History: N.A.
WBGene00018999,F57B9.8,WBGene00018999,WBGene00018999,History: N.A.
WBGene00019075,F59A3.2,WBGene00019075,WBGene00019075,"History: Split into F59A3.12(WBGene00185086). History of WBGene00019075: Split into ""WBGene00185086"" on 2009-03-13"
WBGene00019079,rpa-4,WBGene00019079,WBGene00019079,History: N.A.
WBGene00019129,F59G1.8,WBGene00019129,WBGene00019129,History: N.A.
WBGene00019130,gbas-1,WBGene00019130,WBGene00019130,History: N.A.
WBGene00019138,bath-21,WBGene00019138,WBGene00019138,History: N.A.
WBGene00019139,bath-1,WBGene00019139,WBGene00019139,History: N.A.
WBGene00019140,bath-3,WBGene00019140,WBGene00019140,History: N.A.
WBGene00019141,bath-5,WBGene00019141,WBGene00019141,History: N.A.
WBGene00019142,btb-4,WBGene00019142,WBGene00019142,History: N.A.
WBGene00019157,H05C05.1,WBGene00019157,WBGene00019157,History: N.A.
WBGene00019167,H06I04.1,WBGene00019167,WBGene00019167,History: N.A.
WBGene00019168,H06I04.3,WBGene00019168,WBGene00019168,History: N.A.
WBGene00019196,H14A12.3,WBGene00019196,WBGene00019196,History: N.A.
WBGene00019209,emc-1,WBGene00019209,WBGene00019209,History: N.A.
WBGene00019241,trm-2A,WBGene00019241,WBGene00019241,History: N.A.
WBGene00019244,H25P19.1,WBGene00019244,WBGene00019244,History: N.A.
WBGene00019254,H31G24.3,WBGene00019254,WBGene00019254,History: N.A.
WBGene00019295,pfkb-1.2,WBGene00019295,WBGene00019295,History: N.A.
WBGene00019296,mcu-1,WBGene00019296,WBGene00019296,History: N.A.
WBGene00019343,nep-18,WBGene00019343,WBGene00019343,History: N.A.
WBGene00019381,K04C2.3,WBGene00019381,WBGene00019381,History: N.A.
WBGene00019429,K06A5.1,WBGene00019429,WBGene00019429,History: N.A.
WBGene00019481,cogc-6,WBGene00019481,WBGene00019481,History: N.A.
WBGene00019586,K09F6.3,WBGene00019586,WBGene00019586,History: N.A.
WBGene00019594,K09H9.1,WBGene00019594,WBGene00019594,History: N.A.
WBGene00019598,K09H9.7,WBGene00019598,WBGene00019598,History: N.A.
WBGene00019605,ctsa-4.1,WBGene00019605,WBGene00019605,History: Renamed on 2015-04-29; Renamed on 2018-12-11
WBGene00019606,clec-88,WBGene00019606,WBGene00019606,History: Renamed on 2006-06-15
WBGene00019627,hira-1,WBGene00019627,WBGene00019627,"History: Split into K10D2.8(WBGene00189952). History of WBGene00019627: Split into ""WBGene00189952"" on 2009-04-20"
WBGene00019629,cid-1,WBGene00019629,WBGene00019629,History: Renamed on 2007-05-15; Renamed on 2010-02-04
WBGene00019630,emb-1,WBGene00019630,WBGene00019630,History: Renamed on 2010-11-24
WBGene00019631,K10D2.5,WBGene00019631,WBGene00019631,History: N.A.
WBGene00019673,K12C11.1,WBGene00019673,WBGene00019673,History: N.A.
WBGene00019690,set-13,WBGene00019690,WBGene00019690,History: N.A.
WBGene00019712,rmh-1,WBGene00019712,WBGene00019712,History: N.A.
WBGene00019715,M01G5.1,WBGene00019715,WBGene00019715,History: N.A.
WBGene00019716,M01G5.3,WBGene00019716,WBGene00019716,History: N.A.
WBGene00019753,M03E7.1,WBGene00019753,WBGene00019753,History: N.A.
WBGene00019757,memb-2,WBGene00019757,WBGene00019757,History: Renamed on 2010-03-26
WBGene00019766,M4.1,WBGene00019766,WBGene00019766,History: N.A.
WBGene00019769,M04F3.3,WBGene00019769,WBGene00019769,History: N.A.
WBGene00019783,M70.1,WBGene00019783,WBGene00019783,History: N.A.
WBGene00019786,M70.4,WBGene00019786,WBGene00019786,History: N.A.
WBGene00019787,M70.5,WBGene00019787,WBGene00019787,History: N.A.
WBGene00019792,M116.5,WBGene00019792,WBGene00019792,History: N.A.
WBGene00019801,aak-1,WBGene00019801,WBGene00019801,History: N.A.
WBGene00019809,R01H2.1,WBGene00019809,WBGene00019809,History: N.A.
WBGene00019811,egg-2,WBGene00019811,WBGene00019811,History: N.A.
WBGene00019822,ints-13,WBGene00019822,WBGene00019822,History: N.A.
WBGene00019823,fnta-1,WBGene00019823,WBGene00019823,History: N.A.
WBGene00019890,R05F9.6,WBGene00019890,WBGene00019890,History: N.A.
WBGene00019899,R05G6.5,WBGene00019899,WBGene00019899,History: N.A.
WBGene00019900,vdac-1,WBGene00019900,WBGene00019900,History: N.A.
WBGene00020035,egg-5,WBGene00020035,WBGene00020035,History: N.A.
WBGene00020068,cra-1,WBGene00020068,WBGene00020068,History: N.A.
WBGene00020098,R144.10,WBGene00020098,WBGene00020098,History: N.A.
WBGene00020102,R148.3,WBGene00020102,WBGene00020102,History: N.A.
WBGene00020103,R148.4,WBGene00020103,WBGene00020103,History: N.A.
WBGene00020107,R151.2,WBGene00020107,WBGene00020107,History: N.A.
WBGene00020168,mct-5,WBGene00020168,WBGene00020168,History: N.A.
WBGene00020185,pgk-1,WBGene00020185,WBGene00020185,History: N.A.
WBGene00020203,T04B8.1,WBGene00020203,WBGene00020203,History: N.A.
WBGene00020274,T05H4.11,WBGene00020274,WBGene00020274,History: N.A.
WBGene00020320,T07F8.4,WBGene00020320,WBGene00020320,History: N.A.
WBGene00020403,hrde-4,WBGene00020403,WBGene00020403,History: N.A.
WBGene00020413,T10E9.3,WBGene00020413,WBGene00020413,History: N.A.
WBGene00020417,nuo-2,WBGene00020417,WBGene00020417,"History: Split into T10E9.14(WBGene00271694). History of WBGene00020417: Renamed on 2008-02-26; Renamed on 2015-03-02; Split into ""WBGene00271694"" on 2017-04-28"
WBGene00020447,mob-3,WBGene00020447,WBGene00020447,History: N.A.
WBGene00020481,T13C2.6,WBGene00020481,WBGene00020481,History: N.A.
WBGene00020564,T19C3.6,WBGene00020564,WBGene00020564,History: N.A.
WBGene00020588,T19H12.2,WBGene00020588,WBGene00020588,History: N.A.
WBGene00020592,ugt-12,WBGene00020592,WBGene00020592,History: N.A.
WBGene00020601,T20B12.3,WBGene00020601,WBGene00020601,History: N.A.
WBGene00020604,T20B12.7,WBGene00020604,WBGene00020604,History: N.A.
WBGene00020629,T20F5.7,WBGene00020629,WBGene00020629,History: N.A.
WBGene00020652,egg-4,WBGene00020652,WBGene00020652,History: N.A.
WBGene00020694,dhhc-11,WBGene00020694,WBGene00020694,History: N.A.
WBGene00020696,pygl-1,WBGene00020696,WBGene00020696,History: N.A.
WBGene00020706,atg-9,WBGene00020706,WBGene00020706,History: Renamed on 2008-02-29
WBGene00020709,T23B3.1,WBGene00020709,WBGene00020709,History: N.A.
WBGene00020779,T24G10.2,WBGene00020779,WBGene00020779,History: N.A.
WBGene00020819,T26A5.2,WBGene00020819,WBGene00020819,History: N.A.
WBGene00020823,T26A5.8,WBGene00020823,WBGene00020823,History: N.A.
WBGene00020824,T26A8.1,WBGene00020824,WBGene00020824,History: N.A.
WBGene00020827,T26A8.4,WBGene00020827,WBGene00020827,History: N.A.
WBGene00020894,T28D9.1,WBGene00020894,WBGene00020894,History: N.A.
WBGene00020912,W01A11.7,WBGene00020912,WBGene00020912,History: N.A.
WBGene00020948,era-1,WBGene00020948,WBGene00020948,History: N.A.
WBGene00020970,W03A5.6,WBGene00020970,WBGene00020970,History: N.A.
WBGene00021014,pid-4,WBGene00021014,WBGene00021014,History: N.A.
WBGene00021022,W04B5.5,WBGene00021022,WBGene00021022,History: N.A.
WBGene00021024,W04C9.2,WBGene00021024,WBGene00021024,History: N.A.
WBGene00021035,W05F2.3,WBGene00021035,WBGene00021035,History: N.A.
WBGene00021038,W05F2.6,WBGene00021038,WBGene00021038,History: N.A.
WBGene00021068,W06H8.6,WBGene00021068,WBGene00021068,History: N.A.
WBGene00021131,W10D9.3,WBGene00021131,WBGene00021131,"History: Split into W10D9.6(WBGene00185079). History of WBGene00021131: Split into ""WBGene00185079"" on 2009-03-13"
WBGene00021155,Y4C6B.1,WBGene00021155,WBGene00021155,History: N.A.
WBGene00021161,Y4C6B.7,WBGene00021161,WBGene00021161,History: N.A.
WBGene00021200,cyp-31A3,WBGene00021200,WBGene00021200,History: N.A.
WBGene00021201,Y17G9B.4,WBGene00021201,WBGene00021201,History: N.A.
WBGene00021202,Y17G9B.5,WBGene00021202,WBGene00021202,History: N.A.
WBGene00021205,Y17G9B.8,WBGene00021205,WBGene00021205,History: N.A.
WBGene00021209,hgap-1,WBGene00021209,WBGene00021209,History: N.A.
WBGene00021247,Y22D7AL.9,WBGene00021247,WBGene00021247,History: N.A.
WBGene00021269,Y23H5A.2,WBGene00021269,WBGene00021269,History: N.A.
WBGene00021270,pid-3,WBGene00021270,WBGene00021270,History: Renamed on 2019-11-21
WBGene00021287,Y24D9B.1,WBGene00021287,WBGene00021287,History: N.A.
WBGene00021293,Y25C1A.6,WBGene00021293,WBGene00021293,History: N.A.
WBGene00021332,Y34D9A.7,WBGene00021332,WBGene00021332,History: N.A.
WBGene00021334,vps-4,WBGene00021334,WBGene00021334,History: Renamed on 2005-03-17
WBGene00021441,Y39A3CL.3,WBGene00021441,WBGene00021441,History: N.A.
WBGene00021442,Y39A3CL.4,WBGene00021442,WBGene00021442,History: N.A.
WBGene00021446,hlh-33,WBGene00021446,WBGene00021446,History: N.A.
WBGene00021456,rfip-2,WBGene00021456,WBGene00021456,History: N.A.
WBGene00021466,eif-2gamma,WBGene00021466,WBGene00021466,History: N.A.
WBGene00021475,tbca-1,WBGene00021475,WBGene00021475,History: N.A.
WBGene00021555,pid-5,WBGene00021555,WBGene00021555,History: N.A.
WBGene00021560,coh-4,WBGene00021560,WBGene00021560,History: N.A.
WBGene00021563,Y45G12B.2,WBGene00021563,WBGene00021563,History: N.A.
WBGene00021649,Y47G6A.25,WBGene00021649,WBGene00021649,History: N.A.
WBGene00021653,Y47G6A.30,WBGene00021653,WBGene00021653,History: N.A.
WBGene00021681,Y48G1C.8,WBGene00021681,WBGene00021681,History: N.A.
WBGene00021697,gcn-1,WBGene00021697,WBGene00021697,History: N.A.
WBGene00021733,otub-2,WBGene00021733,WBGene00021733,History: N.A.
WBGene00021757,taco-1,WBGene00021757,WBGene00021757,History: N.A.
WBGene00021813,Y53G8AR.6,WBGene00021813,WBGene00021813,History: N.A.
WBGene00021821,Y54B9A.1,WBGene00021821,WBGene00021821,History: N.A.
WBGene00021832,syp-5,WBGene00021832,WBGene00021832,History: N.A.
WBGene00021856,ppm-1.D,WBGene00021856,WBGene00021856,History: N.A.
WBGene00021866,Y54F10BM.12,WBGene00021866,WBGene00021866,History: N.A.
WBGene00021870,samt-1,WBGene00021870,WBGene00021870,History: N.A.
WBGene00021883,Y54G2A.18,WBGene00021883,WBGene00021883,History: N.A.
WBGene00021888,manf-1,WBGene00021888,WBGene00021888,History: N.A.
WBGene00021906,Y55B1AR.2,WBGene00021906,WBGene00021906,History: N.A.
WBGene00021913,cec-8,WBGene00021913,WBGene00021913,History: N.A.
WBGene00021921,rbm-39,WBGene00021921,WBGene00021921,History: N.A.
WBGene00021922,atg-3,WBGene00021922,WBGene00021922,History: N.A.
WBGene00021925,immp-2,WBGene00021925,WBGene00021925,History: N.A.
WBGene00021926,Y55F3AM.9,WBGene00021926,WBGene00021926,History: N.A.
WBGene00021930,Y55F3AM.13,WBGene00021930,WBGene00021930,History: N.A.
WBGene00021972,glb-31,WBGene00021972,WBGene00021972,History: N.A.
WBGene00021973,emc-2,WBGene00021973,WBGene00021973,History: Renamed on 2014-11-12
WBGene00022034,deps-1,WBGene00022034,WBGene00022034,History: N.A.
WBGene00022036,Y65B4BL.4,WBGene00022036,WBGene00022036,History: N.A.
WBGene00022037,acs-13,WBGene00022037,WBGene00022037,History: N.A.
WBGene00022055,Y67D2.5,WBGene00022055,WBGene00022055,History: N.A.
WBGene00022067,ivph-3,WBGene00022067,WBGene00022067,History: N.A.
WBGene00022069,eel-1,WBGene00022069,WBGene00022069,History: N.A.
WBGene00022074,Y69A2AR.1,WBGene00022074,WBGene00022074,History: N.A.
WBGene00022077,vamp-7,WBGene00022077,WBGene00022077,History: N.A.
WBGene00022113,Y71F9AL.8,WBGene00022113,WBGene00022113,History: N.A.
WBGene00022114,Y71F9AL.9,WBGene00022114,WBGene00022114,History: N.A.
WBGene00022116,Y71F9AL.11,WBGene00022116,,History: Killed on 2020-09-25. Remark: [2020-09-25T22:34:54.117Z WBPerson1983] Gene Killed: No evidence
WBGene00022117,Y71F9AL.12,WBGene00022117,WBGene00022117,History: N.A.
WBGene00022171,Y71H2AM.6,WBGene00022171,WBGene00022171,History: N.A.
WBGene00022175,Y71H2AM.10,WBGene00022175,WBGene00022175,History: N.A.
WBGene00022203,Y73B3A.1,WBGene00022203,WBGene00022203,History: N.A.
WBGene00022235,sqd-1,WBGene00022235,WBGene00022235,History: N.A.
WBGene00022336,Y82E9BR.3,WBGene00022336,WBGene00022336,History: N.A.
WBGene00022348,Y82E9BR.16,WBGene00022348,WBGene00022348,History: N.A.
WBGene00022351,Y82E9BR.19,WBGene00022351,WBGene00022351,History: N.A.
WBGene00022363,Y92H12BL.1,WBGene00022363,WBGene00022363,History: N.A.
WBGene00022390,him-19,WBGene00022390,WBGene00022390,History: N.A.
WBGene00022426,Y104H12D.2,WBGene00022426,WBGene00022426,History: N.A.
WBGene00022427,spl-3,WBGene00022427,WBGene00022427,History: N.A.
WBGene00022428,Y104H12D.4,WBGene00022428,WBGene00022428,History: N.A.
WBGene00022457,Y110A7A.7,WBGene00022457,WBGene00022457,History: N.A.
WBGene00022458,prp-31,WBGene00022458,WBGene00022458,History: Renamed on 2005-03-17
WBGene00022462,Y110A7A.15,WBGene00022462,WBGene00022462,History: N.A.
WBGene00022492,dss-1,WBGene00022492,WBGene00022492,History: N.A.
WBGene00022531,morc-1,WBGene00022531,WBGene00022531,History: N.A.
WBGene00022589,ZC317.6,WBGene00022589,WBGene00022589,History: N.A.
WBGene00022750,tres-1,WBGene00022750,WBGene00022750,History: N.A.
WBGene00022774,swsn-6,WBGene00022774,WBGene00022774,History: Renamed on 2011-02-11
WBGene00022793,ZK686.3,WBGene00022793,WBGene00022793,History: N.A.
WBGene00022799,ZK688.4,WBGene00022799,WBGene00022799,History: N.A.
WBGene00022800,ZK688.5,WBGene00022800,WBGene00022800,History: N.A.
WBGene00022830,ZK973.1,WBGene00022830,WBGene00022830,History: N.A.
WBGene00022836,ZK973.11,WBGene00022836,WBGene00022836,History: N.A.
WBGene00023405,sor-1,WBGene00023405,WBGene00023405,History: Renamed on 2005-03-17
WBGene00023409,mbd-2,WBGene00023409,WBGene00023409,History: N.A.
WBGene00023427,F14D2.15,WBGene00023427,WBGene00023427,History: N.A.
WBGene00023490,F36A2.14,WBGene00023490,WBGene00023490,History: N.A.
WBGene00044072,ham-3,WBGene00044072,WBGene00044072,History: Renamed on 2011-02-11; Renamed on 2012-07-20
WBGene00044287,F21H12.7,WBGene00044287,WBGene00044287,History: N.A.
WBGene00044329,cpsf-4,WBGene00044329,WBGene00044329,History: Renamed on 2008-01-07
WBGene00044341,ave-1,WBGene00044341,WBGene00044341,History: N.A.
WBGene00044433,W10C8.6,WBGene00044433,WBGene00044433,History: N.A.
WBGene00044449,fipr-20,WBGene00044449,WBGene00044449,History: N.A.
WBGene00044482,F29B9.12,WBGene00044482,WBGene00044482,History: N.A.
WBGene00044542,CD4.11,WBGene00044542,WBGene00044542,History: N.A.
WBGene00044614,C36B1.14,WBGene00044614,WBGene00044614,History: N.A.
WBGene00044720,metl-2,WBGene00044720,WBGene00044720,History: N.A.
WBGene00044737,ttr-45,WBGene00044737,WBGene00044737,History: N.A.
WBGene00044758,Y37H2A.12,WBGene00044758,WBGene00044758,History: N.A.
WBGene00044987,K07A1.17,WBGene00044987,WBGene00044987,History: N.A.
WBGene00045239,Y49E10.29,WBGene00045239,WBGene00045239,History: N.A.
WBGene00045336,R11D1.12,WBGene00045336,WBGene00045336,History: N.A.
WBGene00045418,F15B9.10,WBGene00045418,WBGene00045418,History: N.A.
WBGene00045468,F08A8.8,WBGene00045468,WBGene00045468,History: N.A.
WBGene00045483,oxy-5,WBGene00045483,WBGene00045483,History: N.A.
WBGene00045517,R11D1.13,WBGene00045517,WBGene00045517,History: N.A.
WBGene00077453,Y62F5A.12,WBGene00077453,WBGene00077453,History: N.A.
WBGene00077489,C04G6.13,WBGene00077489,WBGene00077489,History: N.A.
WBGene00077500,C27H6.9,WBGene00077500,WBGene00077500,History: N.A.
WBGene00077762,Y57G11C.499,WBGene00077762,WBGene00077762,History: N.A.
WBGene00077771,C41G7.9,WBGene00077771,WBGene00077771,History: N.A.
WBGene00086566,C08H9.16,WBGene00086566,WBGene00086566,History: N.A.
WBGene00184990,C14B1.12,WBGene00184990,WBGene00184990,History: N.A.
WBGene00185006,F59B2.15,WBGene00185006,WBGene00185006,History: N.A.
WBGene00185079,W10D9.6,WBGene00185079,WBGene00185079,History: N.A.
WBGene00185089,C16A11.10,WBGene00185089,WBGene00185089,History: N.A.
WBGene00189950,C39B5.14,WBGene00189950,WBGene00189950,History: N.A.
WBGene00194747,H05C05.4,WBGene00194747,WBGene00194747,History: N.A.
WBGene00194892,dsb-2,WBGene00194892,WBGene00194892,History: N.A.
WBGene00195070,C16C8.20,WBGene00195070,WBGene00195070,History: N.A.
WBGene00195072,C16C8.22,WBGene00195072,WBGene00195072,History: N.A.
WBGene00195166,W05B10.6,WBGene00195166,WBGene00195166,History: N.A.
WBGene00206415,F59H6.14,WBGene00206415,WBGene00206415,History: N.A.
WBGene00206525,R74.10,WBGene00206525,WBGene00206525,History: N.A.
WBGene00219210,Y37H2A.18,WBGene00219210,WBGene00219210,History: N.A.
WBGene00219425,Y54G2A.73,WBGene00219425,WBGene00219425,History: N.A.
WBGene00219454,C26H9A.3,WBGene00219454,WBGene00219454,History: N.A.
WBGene00219489,C10C6.13,WBGene00219489,WBGene00219489,History: N.A.
WBGene00235315,Y50D4A.10,WBGene00235315,WBGene00235315,History: N.A.
WBGene00235329,F37B4.15,WBGene00235329,WBGene00235329,History: N.A.
WBGene00255714,B0511.19,WBGene00255714,WBGene00255714,History: N.A.
WBGene00270290,ZK938.11,WBGene00270290,WBGene00270290,History: N.A.
WBGene00271694,T10E9.14,WBGene00271694,WBGene00271694,History: N.A.
WBGene00302998,F53G2.12,WBGene00302998,WBGene00302998,History: N.A.
WBGene00303019,Y70G10A.4,WBGene00303019,WBGene00303019,History: N.A.
WBGene00303021,F02A9.10,WBGene00303021,WBGene00303021,History: Renamed on 2021-03-09; Renamed on 2021-06-23
WBGene00303050,C56G2.22,WBGene00303050,WBGene00303050,History: N.A.
WBGene00303100,ZK856.19,WBGene00303100,WBGene00303100,History: N.A.
WBGene00304220,F53G2.13,WBGene00304220,WBGene00304220,History: N.A.
WBGene00305092,C16C8.25,WBGene00305092,WBGene00305092,History: N.A.
