# CSR-1 22G-RNA targets,,,
# CSR-1 targets > 1 RPM,> 1 RPM in IP and log2FC (IP/Input) > 1,,
# CSR-1 targets > 50 RPM,> 50 RPM in IP and log2FC (IP/Input) > 1,,
# CSR-1 targets > 150 RPM,> 150 RPM in IP and log2FC (IP/Input) > 1,,
# Sorted embryos,1 cell,early vs 1-cell,late vs 1-cell
# Stable,> 1TPM,has to be -0.5< log2FC <0.5,has to be -0.5< log2FC <0.5
# Late degraded,> 1TPM,has to be -0.5< log2FC <0.5,has to be log2FC < -1
# Early degraded,> 1TPM,has to be log2FC < -1,has to be log2FC < -1
# Maternal cleared ,> 1TPM,has to be log2FC < -0.5,has to be log2FC < -1
# Newly zygotic,< 1TPM,> 1TPM and log2FC > 1,> 1TPM and log2FC > 1
# Maternal and zygotic,> 1TPM,log2FC > 0.5,
# Maternal and zygotic,> 1TPM,,log2FC > 0.5
# all in 1-Cell,> 1TPM,,
CSR-1 Embryo Targets > 1 RPM (2351),Unnamed: 1,Unnamed: 2,Unnamed: 3,Input,Suggested Match,History
WBGene00006868,,,,WBGene00006868,WBGene00006868,History: N.A.
WBGene00006882,,,,WBGene00006882,WBGene00006882,History: N.A.
WBGene00006910,,,,WBGene00006910,WBGene00006910,History: Renamed on 2005-11-29; Renamed on 2006-01-12
WBGene00006911,,,,WBGene00006911,WBGene00006911,History: N.A.
WBGene00006916,,,,WBGene00006916,WBGene00006916,History: N.A.
WBGene00006917,,,,WBGene00006917,WBGene00006917,History: N.A.
WBGene00006918,,,,WBGene00006918,WBGene00006918,History: N.A.
WBGene00006919,,,,WBGene00006919,WBGene00006919,History: N.A.
WBGene00006920,,,,WBGene00006920,WBGene00006920,History: N.A.
WBGene00006921,,,,WBGene00006921,WBGene00006921,History: N.A.
WBGene00006924,,,,WBGene00006924,WBGene00006924,History: N.A.
WBGene00006933,,,,WBGene00006933,WBGene00006933,History: N.A.
WBGene00006934,,,,WBGene00006934,WBGene00006934,History: N.A.
WBGene00006935,,,,WBGene00006935,WBGene00006935,History: Renamed on 2010-01-29
WBGene00006936,,,,WBGene00006936,WBGene00006936,History: Renamed on 2010-01-29; Renamed on 2015-10-07
WBGene00006937,,,,WBGene00006937,WBGene00006937,History: N.A.
WBGene00006944,,,,WBGene00006944,WBGene00006944,History: N.A.
WBGene00006957,,,,WBGene00006957,WBGene00006957,History: N.A.
WBGene00006959,,,,WBGene00006959,WBGene00006959,History: N.A.
WBGene00006974,,,,WBGene00006974,WBGene00006974,History: N.A.
WBGene00006977,,,,WBGene00006977,WBGene00006977,History: N.A.
WBGene00006993,,,,WBGene00006993,WBGene00006993,History: N.A.
WBGene00006994,,,,WBGene00006994,WBGene00006994,History: N.A.
WBGene00006996,,,,WBGene00006996,WBGene00006996,History: N.A.
WBGene00007000,,,,WBGene00007000,WBGene00007000,History: N.A.
WBGene00007007,,,,WBGene00007007,WBGene00007007,History: N.A.
WBGene00007008,,,,WBGene00007008,WBGene00007008,History: N.A.
WBGene00007010,,,,WBGene00007010,WBGene00007010,History: N.A.
WBGene00007011,,,,WBGene00007011,WBGene00007011,History: N.A.
WBGene00007024,,,,WBGene00007024,WBGene00007024,History: N.A.
WBGene00007028,,,,WBGene00007028,WBGene00007028,History: N.A.
WBGene00007029,,,,WBGene00007029,WBGene00007029,History: N.A.
WBGene00007042,,,,WBGene00007042,WBGene00007042,History: Renamed on 2007-08-01
WBGene00007043,,,,WBGene00007043,WBGene00007043,History: Renamed on 2018-11-12
WBGene00007045,,,,WBGene00007045,WBGene00007045,History: Renamed on 2018-12-11
WBGene00007048,,,,WBGene00007048,WBGene00007048,History: Renamed on 2011-09-23
WBGene00007050,,,,WBGene00007050,WBGene00007050,History: Renamed on 2016-02-19
WBGene00007053,,,,WBGene00007053,WBGene00007053,History: N.A.
WBGene00007059,,,,WBGene00007059,WBGene00007059,History: N.A.
WBGene00007062,,,,WBGene00007062,WBGene00007062,History: Renamed on 2008-01-18
WBGene00007087,,,,WBGene00007087,WBGene00007087,History: N.A.
WBGene00007100,,,,WBGene00007100,WBGene00007100,History: N.A.
WBGene00007101,,,,WBGene00007101,WBGene00007101,History: N.A.
WBGene00007102,,,,WBGene00007102,WBGene00007102,History: N.A.
WBGene00007105,,,,WBGene00007105,WBGene00007105,History: N.A.
WBGene00007111,,,,WBGene00007111,WBGene00007111,History: N.A.
WBGene00007118,,,,WBGene00007118,WBGene00007118,History: Renamed on 2008-01-28
WBGene00007122,,,,WBGene00007122,WBGene00007122,History: N.A.
WBGene00007135,,,,WBGene00007135,WBGene00007135,History: N.A.
WBGene00007143,,,,WBGene00007143,WBGene00007143,History: N.A.
WBGene00007144,,,,WBGene00007144,WBGene00007144,History: N.A.
WBGene00007145,,,,WBGene00007145,WBGene00007145,History: N.A.
WBGene00007150,,,,WBGene00007150,WBGene00007150,History: N.A.
WBGene00007167,,,,WBGene00007167,WBGene00007167,History: Renamed on 2008-06-23
WBGene00007168,,,,WBGene00007168,WBGene00007168,History: N.A.
WBGene00007184,,,,WBGene00007184,WBGene00007184,History: Renamed on 2014-11-12
WBGene00007185,,,,WBGene00007185,WBGene00007185,History: N.A.
WBGene00007186,,,,WBGene00007186,WBGene00007186,History: N.A.
WBGene00007188,,,,WBGene00007188,WBGene00007188,History: N.A.
WBGene00007192,,,,WBGene00007192,WBGene00007192,History: N.A.
WBGene00007201,,,,WBGene00007201,WBGene00007201,History: N.A.
WBGene00007221,,,,WBGene00007221,WBGene00007221,History: N.A.
WBGene00007223,,,,WBGene00007223,WBGene00007223,History: N.A.
WBGene00007225,,,,WBGene00007225,WBGene00007225,History: N.A.
WBGene00007226,,,,WBGene00007226,WBGene00007226,History: N.A.
WBGene00007227,,,,WBGene00007227,WBGene00007227,History: N.A.
WBGene00007235,,,,WBGene00007235,WBGene00007235,History: N.A.
WBGene00007256,,,,WBGene00007256,WBGene00007256,History: Renamed on 2012-08-29
WBGene00007258,,,,WBGene00007258,WBGene00007258,History: N.A.
WBGene00007260,,,,WBGene00007260,WBGene00007260,"History: Split into C02C6.14(WBGene00303034). History of WBGene00007260: Renamed on 2007-07-25; Split into ""WBGene00303034"" on 2018-03-02"
WBGene00007267,,,,WBGene00007267,WBGene00007267,History: N.A.
WBGene00007277,,,,WBGene00007277,WBGene00007277,History: N.A.
WBGene00007278,,,,WBGene00007278,WBGene00007278,History: N.A.
WBGene00007287,,,,WBGene00007287,WBGene00007287,History: Renamed on 2006-04-27
WBGene00007297,,,,WBGene00007297,WBGene00007297,History: N.A.
WBGene00007330,,,,WBGene00007330,WBGene00007330,History: N.A.
WBGene00007332,,,,WBGene00007332,WBGene00007332,History: N.A.
WBGene00007333,,,,WBGene00007333,WBGene00007333,History: N.A.
WBGene00007352,,,,WBGene00007352,WBGene00007352,History: Renamed on 2005-03-17
WBGene00007355,,,,WBGene00007355,WBGene00007355,History: N.A.
WBGene00007385,,,,WBGene00007385,WBGene00007385,History: N.A.
WBGene00007390,,,,WBGene00007390,WBGene00007390,History: N.A.
WBGene00007400,,,,WBGene00007400,WBGene00007400,History: N.A.
WBGene00007412,,,,WBGene00007412,WBGene00007412,History: N.A.
WBGene00007413,,,,WBGene00007413,WBGene00007413,History: N.A.
WBGene00007433,,,,WBGene00007433,WBGene00007433,History: N.A.
WBGene00007435,,,,WBGene00007435,WBGene00007435,History: N.A.
WBGene00007443,,,,WBGene00007443,WBGene00007443,History: N.A.
WBGene00007449,,,,WBGene00007449,WBGene00007449,History: N.A.
WBGene00007463,,,,WBGene00007463,WBGene00007463,History: N.A.
WBGene00007476,,,,WBGene00007476,WBGene00007476,History: N.A.
WBGene00007488,,,,WBGene00007488,WBGene00007488,History: N.A.
WBGene00007500,,,,WBGene00007500,WBGene00007500,History: N.A.
WBGene00007513,,,,WBGene00007513,WBGene00007513,History: N.A.
WBGene00007523,,,,WBGene00007523,WBGene00007523,History: N.A.
WBGene00007534,,,,WBGene00007534,WBGene00007534,History: Renamed on 2017-12-07
WBGene00007561,,,,WBGene00007561,WBGene00007561,History: N.A.
WBGene00007564,,,,WBGene00007564,WBGene00007564,History: N.A.
WBGene00007573,,,,WBGene00007573,WBGene00007573,History: N.A.
WBGene00007574,,,,WBGene00007574,WBGene00007574,History: N.A.
WBGene00007579,,,,WBGene00007579,WBGene00007579,History: N.A.
WBGene00007580,,,,WBGene00007580,WBGene00007580,History: N.A.
WBGene00007587,,,,WBGene00007587,WBGene00007587,History: N.A.
WBGene00007588,,,,WBGene00007588,WBGene00007588,History: N.A.
WBGene00007592,,,,WBGene00007592,WBGene00007592,History: N.A.
WBGene00007616,,,,WBGene00007616,WBGene00007616,History: N.A.
WBGene00007617,,,,WBGene00007617,WBGene00007617,History: N.A.
WBGene00007621,,,,WBGene00007621,WBGene00007621,History: N.A.
WBGene00007622,,,,WBGene00007622,WBGene00007622,History: N.A.
WBGene00007630,,,,WBGene00007630,WBGene00007630,History: N.A.
WBGene00007637,,,,WBGene00007637,WBGene00007637,History: N.A.
WBGene00007643,,,,WBGene00007643,WBGene00007643,History: N.A.
WBGene00007645,,,,WBGene00007645,WBGene00007645,History: N.A.
WBGene00007646,,,,WBGene00007646,WBGene00007646,History: N.A.
WBGene00007651,,,,WBGene00007651,WBGene00007651,History: N.A.
WBGene00007666,,,,WBGene00007666,WBGene00007666,History: N.A.
WBGene00007686,,,,WBGene00007686,WBGene00007686,History: N.A.
WBGene00007696,,,,WBGene00007696,WBGene00007696,History: N.A.
WBGene00007703,,,,WBGene00007703,WBGene00007703,History: Renamed on 2005-03-17
WBGene00007709,,,,WBGene00007709,WBGene00007709,History: Renamed on 2006-06-15
WBGene00007710,,,,WBGene00007710,WBGene00007710,History: N.A.
WBGene00007711,,,,WBGene00007711,WBGene00007711,History: N.A.
WBGene00007712,,,,WBGene00007712,WBGene00007712,History: N.A.
WBGene00007732,,,,WBGene00007732,WBGene00007732,History: Renamed on 2011-09-22; Renamed on 2013-04-16
WBGene00007736,,,,WBGene00007736,WBGene00007736,History: N.A.
WBGene00007756,,,,WBGene00007756,WBGene00007756,History: N.A.
WBGene00007772,,,,WBGene00007772,WBGene00007772,History: N.A.
WBGene00007773,,,,WBGene00007773,WBGene00007773,History: N.A.
WBGene00007780,,,,WBGene00007780,WBGene00007780,History: N.A.
WBGene00007786,,,,WBGene00007786,WBGene00007786,History: N.A.
WBGene00007797,,,,WBGene00007797,WBGene00007797,History: N.A.
WBGene00007824,,,,WBGene00007824,WBGene00007824,History: N.A.
WBGene00007836,,,,WBGene00007836,WBGene00007836,History: N.A.
WBGene00007847,,,,WBGene00007847,WBGene00007847,History: N.A.
WBGene00007860,,,,WBGene00007860,WBGene00007860,History: N.A.
WBGene00007880,,,,WBGene00007880,WBGene00007880,History: N.A.
WBGene00007912,,,,WBGene00007912,WBGene00007912,History: N.A.
WBGene00007922,,,,WBGene00007922,WBGene00007922,History: N.A.
WBGene00007927,,,,WBGene00007927,WBGene00007927,History: N.A.
WBGene00007956,,,,WBGene00007956,WBGene00007956,History: N.A.
WBGene00007965,,,,WBGene00007965,WBGene00007965,History: N.A.
WBGene00007969,,,,WBGene00007969,WBGene00007969,History: N.A.
WBGene00007971,,,,WBGene00007971,WBGene00007971,"History: Split into C36B1.14(WBGene00044614), B0252.8(WBGene00044615). History of WBGene00007971: Split into ""WBGene00044615"" on 2005-08-22"
WBGene00007978,,,,WBGene00007978,WBGene00007978,History: N.A.
WBGene00007991,,,,WBGene00007991,WBGene00007991,History: N.A.
WBGene00008052,,,,WBGene00008052,WBGene00008052,History: Renamed on 2017-02-17
WBGene00008053,,,,WBGene00008053,WBGene00008053,History: N.A.
WBGene00008080,,,,WBGene00008080,WBGene00008080,History: N.A.
WBGene00008081,,,,WBGene00008081,WBGene00008081,History: N.A.
WBGene00008082,,,,WBGene00008082,WBGene00008082,"History: Split into fbxb-87(WBGene00043996). History of WBGene00008082: Split into ""WBGene00043996"" on 2004-11-08"
WBGene00008085,,,,WBGene00008085,WBGene00008085,History: N.A.
WBGene00008131,,,,WBGene00008131,WBGene00008131,History: N.A.
WBGene00008140,,,,WBGene00008140,WBGene00008140,History: Renamed on 2013-10-11; Renamed on 2015-07-01
WBGene00008147,,,,WBGene00008147,WBGene00008147,History: N.A.
WBGene00008149,,,,WBGene00008149,WBGene00008149,History: N.A.
WBGene00008166,,,,WBGene00008166,WBGene00008166,History: N.A.
WBGene00008169,,,,WBGene00008169,WBGene00008169,History: N.A.
WBGene00008170,,,,WBGene00008170,WBGene00008170,History: N.A.
WBGene00008183,,,,WBGene00008183,WBGene00008183,History: Renamed on 2012-09-25
WBGene00008206,,,,WBGene00008206,WBGene00008206,History: N.A.
WBGene00008207,,,,WBGene00008207,WBGene00008207,History: N.A.
WBGene00008210,,,,WBGene00008210,WBGene00008210,History: N.A.
WBGene00008218,,,,WBGene00008218,WBGene00008218,History: N.A.
WBGene00008219,,,,WBGene00008219,WBGene00008219,History: N.A.
WBGene00008262,,,,WBGene00008262,WBGene00008262,History: N.A.
WBGene00008274,,,,WBGene00008274,WBGene00008274,History: Renamed on 2020-01-28
WBGene00008281,,,,WBGene00008281,WBGene00008281,History: N.A.
WBGene00008330,,,,WBGene00008330,WBGene00008330,"History: Split into C55A6.12(WBGene00044019). History of WBGene00008330: Split into ""WBGene00044018"" on 2004-12-03; Split into ""WBGene00044019"" on 2004-12-03"
WBGene00008338,,,,WBGene00008338,WBGene00008338,History: N.A.
WBGene00008344,,,,WBGene00008344,WBGene00008344,History: N.A.
WBGene00008345,,,,WBGene00008345,WBGene00008345,History: N.A.
WBGene00008363,,,,WBGene00008363,WBGene00008363,History: N.A.
WBGene00008385,,,,WBGene00008385,WBGene00008385,History: N.A.
WBGene00008400,,,,WBGene00008400,WBGene00008400,History: Renamed on 2005-11-22
WBGene00008410,,,,WBGene00008410,WBGene00008410,History: N.A.
WBGene00008412,,,,WBGene00008412,WBGene00008412,History: N.A.
WBGene00008413,,,,WBGene00008413,WBGene00008413,History: N.A.
WBGene00008414,,,,WBGene00008414,WBGene00008414,History: N.A.
WBGene00008431,,,,WBGene00008431,WBGene00008431,History: N.A.
WBGene00008440,,,,WBGene00008440,WBGene00008440,History: N.A.
WBGene00008456,,,,WBGene00008456,WBGene00008456,History: N.A.
WBGene00008457,,,,WBGene00008457,WBGene00008457,History: N.A.
WBGene00008458,,,,WBGene00008458,WBGene00008458,History: N.A.
WBGene00008459,,,,WBGene00008459,WBGene00008459,History: N.A.
WBGene00008464,,,,WBGene00008464,WBGene00008464,History: N.A.
WBGene00008480,,,,WBGene00008480,WBGene00008480,History: N.A.
WBGene00008502,,,,WBGene00008502,WBGene00008502,History: N.A.
WBGene00008505,,,,WBGene00008505,WBGene00008505,History: N.A.
WBGene00008506,,,,WBGene00008506,WBGene00008506,History: N.A.
WBGene00008514,,,,WBGene00008514,WBGene00008514,"History: Split into mccc-2(WBGene00303021). History of WBGene00008514: Split into ""WBGene00303021"" on 2018-03-06"
WBGene00008528,,,,WBGene00008528,WBGene00008528,History: N.A.
WBGene00008530,,,,WBGene00008530,WBGene00008530,History: N.A.
WBGene00008532,,,,WBGene00008532,WBGene00008532,History: N.A.
WBGene00008533,,,,WBGene00008533,WBGene00008533,History: N.A.
WBGene00008546,,,,WBGene00008546,WBGene00008546,History: N.A.
WBGene00008549,,,,WBGene00008549,WBGene00008549,History: N.A.
WBGene00008561,,,,WBGene00008561,WBGene00008561,History: N.A.
WBGene00008576,,,,WBGene00008576,WBGene00008576,History: N.A.
WBGene00008580,,,,WBGene00008580,WBGene00008580,History: N.A.
WBGene00008606,,,,WBGene00008606,WBGene00008606,History: N.A.
WBGene00008641,,,,WBGene00008641,WBGene00008641,History: N.A.
WBGene00008666,,,,WBGene00008666,WBGene00008666,History: N.A.
WBGene00008670,,,,WBGene00008670,WBGene00008670,History: N.A.
WBGene00008682,,,,WBGene00008682,WBGene00008682,History: N.A.
WBGene00008684,,,,WBGene00008684,WBGene00008684,History: N.A.
WBGene00008686,,,,WBGene00008686,WBGene00008686,History: N.A.
WBGene00008688,,,,WBGene00008688,WBGene00008688,History: N.A.
WBGene00008720,,,,WBGene00008720,WBGene00008720,History: N.A.
WBGene00008722,,,,WBGene00008722,WBGene00008722,History: N.A.
WBGene00008747,,,,WBGene00008747,WBGene00008747,History: N.A.
WBGene00008774,,,,WBGene00008774,WBGene00008774,History: N.A.
WBGene00008775,,,,WBGene00008775,WBGene00008775,History: N.A.
WBGene00008780,,,,WBGene00008780,WBGene00008780,History: N.A.
WBGene00008789,,,,WBGene00008789,WBGene00008789,History: N.A.
WBGene00008805,,,,WBGene00008805,WBGene00008805,History: N.A.
WBGene00008806,,,,WBGene00008806,WBGene00008806,History: Renamed on 2008-09-09
WBGene00008822,,,,WBGene00008822,WBGene00008822,History: N.A.
WBGene00008825,,,,WBGene00008825,WBGene00008825,History: N.A.
WBGene00008860,,,,WBGene00008860,WBGene00008860,History: Renamed on 2017-02-02
WBGene00008877,,,,WBGene00008877,WBGene00008877,History: N.A.
WBGene00008882,,,,WBGene00008882,WBGene00008882,History: N.A.
WBGene00008918,,,,WBGene00008918,WBGene00008918,History: N.A.
WBGene00008920,,,,WBGene00008920,WBGene00008920,History: N.A.
WBGene00008925,,,,WBGene00008925,WBGene00008925,History: N.A.
WBGene00008940,,,,WBGene00008940,WBGene00008940,History: N.A.
WBGene00008974,,,,WBGene00008974,WBGene00008974,History: N.A.
WBGene00008976,,,,WBGene00008976,WBGene00008976,History: N.A.
WBGene00009002,,,,WBGene00009002,WBGene00009002,History: N.A.
WBGene00009006,,,,WBGene00009006,WBGene00009006,History: N.A.
WBGene00009011,,,,WBGene00009011,WBGene00009011,History: N.A.
WBGene00009012,,,,WBGene00009012,WBGene00009012,History: N.A.
WBGene00009013,,,,WBGene00009013,WBGene00009013,History: N.A.
WBGene00009027,,,,WBGene00009027,WBGene00009027,History: N.A.
WBGene00009050,,,,WBGene00009050,WBGene00009050,History: N.A.
WBGene00009051,,,,WBGene00009051,WBGene00009051,History: N.A.
WBGene00009064,,,,WBGene00009064,WBGene00009064,History: N.A.
WBGene00009082,,,,WBGene00009082,WBGene00009082,History: N.A.
WBGene00009084,,,,WBGene00009084,WBGene00009084,History: N.A.
WBGene00009098,,,,WBGene00009098,WBGene00009098,History: N.A.
WBGene00009119,,,,WBGene00009119,WBGene00009119,History: N.A.
WBGene00009124,,,,WBGene00009124,WBGene00009124,History: Renamed on 2008-08-08
WBGene00009128,,,,WBGene00009128,WBGene00009128,History: N.A.
WBGene00009132,,,,WBGene00009132,WBGene00009132,History: N.A.
WBGene00009138,,,,WBGene00009138,WBGene00009138,History: N.A.
WBGene00009159,,,,WBGene00009159,WBGene00009159,History: N.A.
WBGene00009163,,,,WBGene00009163,WBGene00009163,History: N.A.
WBGene00009164,,,,WBGene00009164,WBGene00009164,History: N.A.
WBGene00009174,,,,WBGene00009174,WBGene00009174,History: N.A.
WBGene00009176,,,,WBGene00009176,WBGene00009176,History: N.A.
WBGene00009177,,,,WBGene00009177,WBGene00009177,History: N.A.
WBGene00009179,,,,WBGene00009179,WBGene00009179,History: N.A.
WBGene00009186,,,,WBGene00009186,WBGene00009186,History: N.A.
WBGene00009187,,,,WBGene00009187,WBGene00009187,History: N.A.
WBGene00009188,,,,WBGene00009188,WBGene00009188,"History: Split into F27D4.12(WBGene00303056). History of WBGene00009188: Split into ""WBGene00303056"" on 2018-03-02"
WBGene00009201,,,,WBGene00009201,WBGene00009201,History: N.A.
WBGene00009202,,,,WBGene00009202,WBGene00009202,History: N.A.
WBGene00009219,,,,WBGene00009219,WBGene00009219,History: N.A.
WBGene00009245,,,,WBGene00009245,WBGene00009245,History: Renamed on 2009-04-22
WBGene00009254,,,,WBGene00009254,WBGene00009254,History: N.A.
WBGene00009262,,,,WBGene00009262,WBGene00009262,History: N.A.
WBGene00009264,,,,WBGene00009264,WBGene00009264,History: N.A.
WBGene00009267,,,,WBGene00009267,WBGene00009267,History: N.A.
WBGene00009272,,,,WBGene00009272,WBGene00009272,History: N.A.
WBGene00009284,,,,WBGene00009284,WBGene00009284,History: N.A.
WBGene00009286,,,,WBGene00009286,WBGene00009286,History: N.A.
WBGene00009294,,,,WBGene00009294,WBGene00009294,History: N.A.
WBGene00009305,,,,WBGene00009305,WBGene00009305,History: N.A.
WBGene00009319,,,,WBGene00009319,WBGene00009319,History: N.A.
WBGene00009322,,,,WBGene00009322,WBGene00009322,History: N.A.
WBGene00009341,,,,WBGene00009341,WBGene00009341,History: N.A.
WBGene00009353,,,,WBGene00009353,WBGene00009353,History: N.A.
WBGene00009364,,,,WBGene00009364,WBGene00009364,History: N.A.
WBGene00009366,,,,WBGene00009366,WBGene00009366,History: N.A.
WBGene00009367,,,,WBGene00009367,WBGene00009367,History: N.A.
WBGene00009372,,,,WBGene00009372,WBGene00009372,"History: Split into F34D10.9(WBGene00045484). History of WBGene00009372: Split into ""WBGene00045484"" on 2007-07-16; Renamed on 2012-08-30"
WBGene00009385,,,,WBGene00009385,WBGene00009385,History: N.A.
WBGene00009404,,,,WBGene00009404,WBGene00009404,History: N.A.
WBGene00009435,,,,WBGene00009435,WBGene00009435,History: N.A.
WBGene00009439,,,,WBGene00009439,WBGene00009439,History: N.A.
WBGene00009441,,,,WBGene00009441,WBGene00009441,History: N.A.
WBGene00009445,,,,WBGene00009445,WBGene00009445,History: N.A.
WBGene00009448,,,,WBGene00009448,WBGene00009448,History: N.A.
WBGene00009455,,,,WBGene00009455,WBGene00009455,History: N.A.
WBGene00009456,,,,WBGene00009456,WBGene00009456,History: N.A.
WBGene00009469,,,,WBGene00009469,WBGene00009469,History: N.A.
WBGene00009477,,,,WBGene00009477,WBGene00009477,History: Renamed on 2013-04-05
WBGene00009478,,,,WBGene00009478,WBGene00009478,History: Renamed on 2010-04-16
WBGene00009508,,,,WBGene00009508,WBGene00009508,History: N.A.
WBGene00009537,,,,WBGene00009537,WBGene00009537,History: N.A.
WBGene00009542,,,,WBGene00009542,WBGene00009542,History: N.A.
WBGene00009553,,,,WBGene00009553,WBGene00009553,History: N.A.
WBGene00009554,,,,WBGene00009554,WBGene00009554,History: N.A.
WBGene00009559,,,,WBGene00009559,WBGene00009559,History: N.A.
WBGene00009563,,,,WBGene00009563,WBGene00009563,History: N.A.
WBGene00009580,,,,WBGene00009580,WBGene00009580,History: N.A.
WBGene00009584,,,,WBGene00009584,WBGene00009584,History: N.A.
WBGene00009587,,,,WBGene00009587,WBGene00009587,History: N.A.
WBGene00009594,,,,WBGene00009594,WBGene00009594,History: N.A.
WBGene00009606,,,,WBGene00009606,WBGene00009606,History: N.A.
WBGene00009627,,,,WBGene00009627,WBGene00009627,History: N.A.
WBGene00009648,,,,WBGene00009648,WBGene00009648,"History: Split into mrpl-21(WBGene00023422). History of WBGene00009648: Split into ""WBGene00023423"" on 2004-07-09"
WBGene00009661,,,,WBGene00009661,WBGene00009661,History: N.A.
WBGene00009662,,,,WBGene00009662,WBGene00009662,History: N.A.
WBGene00009664,,,,WBGene00009664,WBGene00009664,History: N.A.
WBGene00009665,,,,WBGene00009665,WBGene00009665,History: N.A.
WBGene00009667,,,,WBGene00009667,WBGene00009667,History: N.A.
WBGene00009671,,,,WBGene00009671,WBGene00009671,History: N.A.
WBGene00009678,,,,WBGene00009678,WBGene00009678,History: N.A.
WBGene00009701,,,,WBGene00009701,WBGene00009701,History: N.A.
WBGene00009726,,,,WBGene00009726,WBGene00009726,History: N.A.
WBGene00009732,,,,WBGene00009732,WBGene00009732,History: N.A.
WBGene00009734,,,,WBGene00009734,WBGene00009734,History: N.A.
WBGene00009739,,,,WBGene00009739,WBGene00009739,History: N.A.
WBGene00009772,,,,WBGene00009772,WBGene00009772,History: N.A.
WBGene00009776,,,,WBGene00009776,WBGene00009776,History: N.A.
WBGene00009784,,,,WBGene00009784,WBGene00009784,History: N.A.
WBGene00009793,,,,WBGene00009793,WBGene00009793,History: N.A.
WBGene00009820,,,,WBGene00009820,WBGene00009820,History: N.A.
WBGene00009825,,,,WBGene00009825,WBGene00009825,History: N.A.
WBGene00009829,,,,WBGene00009829,WBGene00009829,History: N.A.
WBGene00009878,,,,WBGene00009878,WBGene00009878,History: N.A.
WBGene00009882,,,,WBGene00009882,WBGene00009882,History: N.A.
WBGene00009899,,,,WBGene00009899,WBGene00009899,History: N.A.
WBGene00009918,,,,WBGene00009918,WBGene00009918,History: N.A.
WBGene00009921,,,,WBGene00009921,WBGene00009921,History: N.A.
WBGene00009925,,,,WBGene00009925,WBGene00009925,History: N.A.
WBGene00009930,,,,WBGene00009930,WBGene00009930,History: N.A.
WBGene00009937,,,,WBGene00009937,WBGene00009937,History: N.A.
WBGene00009939,,,,WBGene00009939,WBGene00009939,History: Renamed on 2008-02-20
WBGene00009940,,,,WBGene00009940,WBGene00009940,History: N.A.
WBGene00009944,,,,WBGene00009944,WBGene00009944,History: N.A.
WBGene00009946,,,,WBGene00009946,WBGene00009946,History: N.A.
WBGene00009974,,,,WBGene00009974,WBGene00009974,History: N.A.
WBGene00009977,,,,WBGene00009977,WBGene00009977,History: N.A.
WBGene00009978,,,,WBGene00009978,WBGene00009978,History: N.A.
WBGene00009987,,,,WBGene00009987,WBGene00009987,History: N.A.
WBGene00009994,,,,WBGene00009994,WBGene00009994,History: N.A.
WBGene00010006,,,,WBGene00010006,WBGene00010006,History: N.A.
WBGene00010015,,,,WBGene00010015,WBGene00010015,History: N.A.
WBGene00010038,,,,WBGene00010038,WBGene00010038,History: N.A.
WBGene00010042,,,,WBGene00010042,WBGene00010042,History: N.A.
WBGene00010044,,,,WBGene00010044,WBGene00010044,History: N.A.
WBGene00010052,,,,WBGene00010052,WBGene00010052,History: N.A.
WBGene00010053,,,,WBGene00010053,WBGene00010053,History: N.A.
WBGene00010055,,,,WBGene00010055,WBGene00010055,History: N.A.
WBGene00010056,,,,WBGene00010056,WBGene00010056,History: N.A.
WBGene00010061,,,,WBGene00010061,WBGene00010061,History: N.A.
WBGene00010075,,,,WBGene00010075,WBGene00010075,History: N.A.
WBGene00010080,,,,WBGene00010080,WBGene00010080,History: N.A.
WBGene00010081,,,,WBGene00010081,WBGene00010081,History: N.A.
WBGene00010093,,,,WBGene00010093,WBGene00010093,History: N.A.
WBGene00010094,,,,WBGene00010094,WBGene00010094,History: N.A.
WBGene00010096,,,,WBGene00010096,WBGene00010096,History: N.A.
WBGene00010113,,,,WBGene00010113,WBGene00010113,History: N.A.
WBGene00010130,,,,WBGene00010130,WBGene00010130,History: N.A.
WBGene00010139,,,,WBGene00010139,WBGene00010139,History: N.A.
WBGene00010159,,,,WBGene00010159,WBGene00010159,History: N.A.
WBGene00010160,,,,WBGene00010160,WBGene00010160,History: N.A.
WBGene00010178,,,,WBGene00010178,WBGene00010178,History: N.A.
WBGene00010192,,,,WBGene00010192,WBGene00010192,History: N.A.
WBGene00010194,,,,WBGene00010194,WBGene00010194,History: N.A.
WBGene00010198,,,,WBGene00010198,WBGene00010198,History: N.A.
WBGene00010199,,,,WBGene00010199,WBGene00010199,History: N.A.
WBGene00010227,,,,WBGene00010227,WBGene00010227,History: N.A.
WBGene00010230,,,,WBGene00010230,WBGene00010230,History: N.A.
WBGene00010231,,,,WBGene00010231,WBGene00010231,History: N.A.
WBGene00010232,,,,WBGene00010232,WBGene00010232,History: N.A.
WBGene00010255,,,,WBGene00010255,WBGene00010255,History: N.A.
WBGene00010263,,,,WBGene00010263,WBGene00010263,History: N.A.
WBGene00010264,,,,WBGene00010264,WBGene00010264,History: N.A.
WBGene00010272,,,,WBGene00010272,WBGene00010272,History: N.A.
WBGene00010280,,,,WBGene00010280,WBGene00010280,History: N.A.
WBGene00010283,,,,WBGene00010283,WBGene00010283,History: N.A.
WBGene00010288,,,,WBGene00010288,WBGene00010288,History: N.A.
