# The gene names are based on WS215 annotation,
# CSR-1 not ALG-3/4 targets,
Public name,Cosmid name,Input,Suggested Match,History
K08F4.2,K08F4.2,K08F4.2,WBGene00010677,Sequence name for WBGene00010677(gtbp-1). History: N.A.
K08F8.1,K08F8.1,K08F8.1,WBGene00010681,Sequence name for WBGene00010681(mak-1). History: N.A.
K08F9.4,K08F9.4,K08F9.4,WBGene00010687,Public name for WBGene00010687. History: N.A.
K08H10.2,K08H10.2,K08H10.2,WBGene00002263,"Public name for Dead gene WBGene00010695. History of WBGene00010695: Merged into ""WBGene00002263"" on 2011-01-21"
K09E4.2,K09E4.2,K09E4.2,WBGene00010720,Sequence name for WBGene00010720(algn-3). History: N.A.
K09E4.3,K09E4.3,K09E4.3,WBGene00010721,Public name for WBGene00010721. History: N.A.
K09H9.2,K09H9.2,K09H9.2,WBGene00019595,Sequence name for WBGene00019595(dscc-1). History: N.A.
K10C3.2,K10C3.2,K10C3.2,WBGene00010730,Sequence name for WBGene00010730(ensa-1). History: N.A.
K10C3.4,K10C3.4,K10C3.4,WBGene00010731,Public name for WBGene00010731. History: N.A.
K10C3.5,K10C3.5,K10C3.5,WBGene00010732,Public name for WBGene00010732. History: N.A.
K10C8.3,K10C8.3,K10C8.3,WBGene00010736,Sequence name for WBGene00010736(istr-1). History: N.A.
K10D2.1,K10D2.1,K10D2.1,WBGene00019627,"Sequence name for WBGene00019627(hira-1). History: Split into K10D2.8(WBGene00189952). History of WBGene00019627: Split into ""WBGene00189952"" on 2009-04-20"
K10D2.5,K10D2.5,K10D2.5,WBGene00019631,Public name for WBGene00019631. History: N.A.
K10E9.1,K10E9.1,K10E9.1,WBGene00000227,"Public name for Dead gene WBGene00019634. History of WBGene00019634: Merged into ""WBGene00000227"" on 2012-06-25"
K11B4.1,K11B4.1,K11B4.1,WBGene00010766,Sequence name for WBGene00010766(mrps-27). History: N.A.
K11D12.12,K11D12.12,K11D12.12,WBGene00019651,Public name for WBGene00019651. History: N.A.
K11G12.6,K11G12.6,K11G12.6,WBGene00019657,Public name for WBGene00019657. History: N.A.
K11H3.4,K11H3.4,K11H3.4,WBGene00010781,"Public name for WBGene00010781. History: Split into K11H3.8(WBGene00185002). History of WBGene00010781: Split into ""WBGene00185002"" on 2009-02-11"
K12D12.5,K12D12.5,K12D12.5,WBGene00010787,Public name for WBGene00010787. History: N.A.
K12H4.2,K12H4.2,K12H4.2,WBGene00019677,Public name for WBGene00019677. History: N.A.
K12H4.3,K12H4.3,K12H4.3,WBGene00019678,Public name for WBGene00019678. History: N.A.
K12H4.5,K12H4.5,K12H4.5,WBGene00019680,Public name for WBGene00019680. History: N.A.
K12H6.2,K12H6.2,K12H6.2,WBGene00019683,Public name for WBGene00019683. History: N.A.
K12H6.6,K12H6.6,K12H6.6,WBGene00019686,Public name for WBGene00019686. History: N.A.
kbp-3,F26H11.1,kbp-3,WBGene00009179,Public name for WBGene00009179. History: N.A.
kbp-4,Y92C3B.1,kbp-4,WBGene00022357,Public name for WBGene00022357. History: N.A.
kbp-5,C34B2.2,kbp-5,WBGene00016387,Public name for WBGene00016387. History: N.A.
kca-1,C10H11.10,kca-1,WBGene00015698,Public name for WBGene00015698. History: N.A.
kin-10,T01G9.6,kin-10,WBGene00002196,Public name for WBGene00002196. History: N.A.
kin-18,T17E9.1,kin-18,WBGene00002201,Public name for WBGene00002201. History: N.A.
kin-3,B0205.7,kin-3,WBGene00002191,Public name for WBGene00002191. History: N.A.
kin-4,C10C6.1,kin-4,WBGene00002192,Public name for WBGene00002192. History: N.A.
klc-1,M7.2,klc-1,WBGene00002214,Public name for WBGene00002214. History: N.A.
klc-2,C18C4.10,klc-2,WBGene00002215,Public name for WBGene00002215. History: N.A.
kle-2,C29E4.2,kle-2,WBGene00016202,Public name for WBGene00016202. History: Renamed on 2006-03-22; Renamed on 2007-07-06
klp-10,C33H5.4,klp-10,WBGene00002221,Public name for WBGene00002221. History: N.A.
klp-15,M01E11.6,klp-15,WBGene00002225,Public name for WBGene00002225. History: N.A.
klp-16,C41G7.2,klp-16,WBGene00002226,Public name for WBGene00002226. History: N.A.
klp-18,C06G3.2,klp-18,WBGene00002228,Public name for WBGene00002228. History: N.A.
knl-3,T10B5.6,knl-3,WBGene00020392,Public name for WBGene00020392. History: N.A.
ksr-2,F58D5.4,ksr-2,WBGene00002240,Public name for WBGene00002240. History: N.A.
kup-1,F10C2.2,kup-1,WBGene00002241,Public name for WBGene00002241. History: N.A.
laf-1,Y71H2AM.19,laf-1,WBGene00002244,Public name for WBGene00002244. History: N.A.
lag-1,K08B4.1,lag-1,WBGene00002245,Public name for WBGene00002245. History: N.A.
lam-1,W03F8.5,lam-1,WBGene00002247,Public name for WBGene00002247. History: N.A.
larp-1,R144.7,larp-1,WBGene00020097,Public name for WBGene00020097. History: N.A.
lars-1,R74.1,lars-1,WBGene00003073,Public name for WBGene00003073. History: Renamed on 2010-01-29
lat-1,B0457.1,lat-1,WBGene00002251,Public name for WBGene00002251. History: N.A.
ldb-1,F58A3.1,ldb-1,WBGene00002261,Public name for WBGene00002261. History: N.A.
lem-2,W01G7.5,lem-2,WBGene00002275,Public name for WBGene00002275. History: N.A.
lem-3,F42H11.2,lem-3,WBGene00002276,Public name for WBGene00002276. History: N.A.
let-19,K08F8.6,let-19,WBGene00002295,Public name for WBGene00002295. History: N.A.
let-363,B0261.2,let-363,WBGene00002583,Public name for WBGene00002583. History: Renamed on 2014-09-04; Renamed on 2014-10-09; Renamed on 2015-01-08; Renamed on 2015-03-05; Renamed on 2015-03-10
let-418,F26F12.7,let-418,WBGene00002637,Public name for WBGene00002637. History: N.A.
let-49,Y54E5B.3,let-49,WBGene00002324,Public name for WBGene00002324. History: N.A.
let-526,C01G8.9,let-526,WBGene00002717,Public name for WBGene00002717. History: Renamed on 2008-02-07; Renamed on 2008-02-07; Renamed on 2011-02-11; Renamed on 2014-09-04; Renamed on 2014-09-04. Other name for WBGene00002583(let-363). History: Renamed on 2014-09-04; Renamed on 2014-10-09; Renamed on 2015-01-08; Renamed on 2015-03-05; Renamed on 2015-03-10
let-60,ZK792.6,let-60,WBGene00002335,Public name for WBGene00002335. History: N.A.
let-716,C16A3.3,let-716,WBGene00002850,Public name for WBGene00002850. History: N.A.
let-765,F20H11.2,let-765,WBGene00002889,Public name for WBGene00002889. History: Renamed on 2010-04-09
let-858,F33A8.1,let-858,WBGene00002957,Public name for WBGene00002957. History: N.A.
let-99,K08E7.3,let-99,WBGene00002368,Public name for WBGene00002368. History: N.A.
letm-1,F58G11.1,letm-1,WBGene00010279,Public name for WBGene00010279. History: N.A.
lex-1,F11A10.1,lex-1,WBGene00008682,Public name for WBGene00008682. History: N.A.
lgg-2,ZK593.6,lgg-2,WBGene00002981,Public name for WBGene00002981. History: Renamed on 2008-02-29
lgg-3,B0336.8,lgg-3,WBGene00002982,Public name for WBGene00002982. History: Renamed on 2007-03-15
lgl-1,F56F10.4,lgl-1,WBGene00018987,Public name for WBGene00018987. History: N.A.
lig-1,C29A12.3,lig-1,WBGene00002985,Public name for WBGene00002985. History: N.A.
lig-4,C07H6.1,lig-4,WBGene00002986,Public name for WBGene00002986. History: N.A.
lin-10,C09H6.2,lin-10,WBGene00002999,Public name for WBGene00002999. History: N.A.
lin-23,K10B2.1,lin-23,WBGene00003009,Public name for WBGene00003009. History: N.A.
lin-28,F02E9.2,lin-28,WBGene00003014,Public name for WBGene00003014. History: N.A.
lin-3,F36H1.4,lin-3,WBGene00002992,Public name for WBGene00002992. History: Renamed on 2006-10-05
lin-35,C32F10.2,lin-35,WBGene00003020,Public name for WBGene00003020. History: N.A.
lin-37,ZK418.4,lin-37,WBGene00003022,Public name for WBGene00003022. History: N.A.
lin-41,C12C8.3,lin-41,WBGene00003026,Public name for WBGene00003026. History: Renamed on 2005-08-24
lin-49,F42A9.2,lin-49,WBGene00003034,Public name for WBGene00003034. History: N.A.
lin-5,T09A5.10,lin-5,WBGene00002994,Public name for WBGene00002994. History: N.A.
lin-53,K07A1.12,lin-53,WBGene00003036,Public name for WBGene00003036. History: N.A.
lin-54,JC8.6,lin-54,WBGene00003037,Public name for WBGene00003037. History: N.A.
lin-59,T12F5.4,lin-59,WBGene00003040,Public name for WBGene00003040. History: N.A.
lin-65,Y71G12B.9,lin-65,WBGene00022149,Public name for WBGene00022149. History: N.A.
lin-66,B0513.1,lin-66,WBGene00001562,Public name for WBGene00001562. History: N.A.
lin-7,Y54G11A.10,lin-7,WBGene00002996,"Public name for WBGene00002996. History: Split into Y54G11A.17(WBGene00185067). History of WBGene00002996: Split into ""WBGene00185067"" on 2009-03-06"
lin-8,B0454.1,lin-8,WBGene00002997,Public name for WBGene00002997. History: N.A.
lin-9,ZK637.7,lin-9,WBGene00002998,Public name for WBGene00002998. History: N.A.
lit-1,W06F12.1,lit-1,WBGene00003048,Public name for WBGene00003048. History: N.A.
lpd-2,C48E7.3,lpd-2,WBGene00003059,Public name for WBGene00003059. History: N.A.
lpd-3,Y47G6A.23,lpd-3,WBGene00003060,Public name for WBGene00003060. History: N.A.
lpd-6,K09H9.6,lpd-6,WBGene00003062,Public name for WBGene00003062. History: N.A.
lpd-7,R13A5.12,lpd-7,WBGene00003063,Public name for WBGene00003063. History: N.A.
lpd-8,R10H10.1,,,
lpin-1,H37A05.1,lpin-1,WBGene00010425,Public name for WBGene00010425. History: N.A.
lrp-2,T21E3.3,lrp-2,WBGene00003072,Public name for WBGene00003072. History: Renamed on 2008-05-09
lsl-1,F52F12.4,lsl-1,WBGene00009937,Public name for WBGene00009937. History: N.A.
lsm-1,F40F8.9,lsm-1,WBGene00003076,Public name for WBGene00003076. History: N.A.
lsm-3,Y62E10A.12,lsm-3,WBGene00003077,Public name for WBGene00003077. History: N.A.
lsm-7,ZK593.7,lsm-7,WBGene00003081,Public name for WBGene00003081. History: N.A.
lsm-8,Y73B6BL.32,lsm-8,WBGene00003082,Public name for WBGene00003082. History: N.A.
lst-2,R160.7,lst-2,WBGene00003084,Public name for WBGene00003084. History: N.A.
lst-3,Y37A1B.1,lst-3,WBGene00003085,Other name for WBGene00003085(ccar-1). History: Renamed on 2015-11-23
lst-4,Y37A1B.2,lst-4,WBGene00003086,Public name for WBGene00003086. History: N.A.
lsy-12,R07B5.9,lsy-12,WBGene00045419,Public name for WBGene00045419. History: Renamed on 2010-05-21
lsy-22,F27D4.2,lsy-22,WBGene00009188,"Public name for WBGene00009188. History: Split into F27D4.12(WBGene00303056). History of WBGene00009188: Split into ""WBGene00303056"" on 2018-03-02"
M01A10.1,M01A10.1,M01A10.1,WBGene00019692,Sequence name for WBGene00019692(fubl-4). History: Renamed on 2017-12-07
M01B12.4,M01B12.4,M01B12.4,WBGene00019697,Public name for WBGene00019697. History: N.A.
M01E11.2,M01E11.2,M01E11.2,WBGene00019711,Sequence name for WBGene00019711(ctnb-1). History: N.A.
M01E11.3,M01E11.3,M01E11.3,WBGene00019712,Sequence name for WBGene00019712(rmh-1). History: N.A.
M01E5.3,M01E5.3,M01E5.3,WBGene00010806,Public name for WBGene00010806. History: N.A.
M01F1.8,M01F1.8,M01F1.8,WBGene00010814,Public name for WBGene00010814. History: N.A.
M01F1.9,M01F1.9,M01F1.9,WBGene00010815,Public name for WBGene00010815. History: N.A.
M01H9.3,M01H9.3,M01H9.3,WBGene00019719,Public name for WBGene00019719. History: N.A.
M02B1.3,M02B1.3,M02B1.3,WBGene00010828,Public name for WBGene00010828. History: N.A.
M02B7.2,M02B7.2,M02B7.2,WBGene00019724,Public name for WBGene00019724. History: N.A.
M02B7.5,M02B7.5,M02B7.5,WBGene00019726,Sequence name for WBGene00019726(bris-1). History: N.A.
M02B7.7,M02B7.7,M02B7.7,WBGene00044690,Public name for WBGene00044690. History: N.A.
M03C11.2,M03C11.2,M03C11.2,WBGene00010839,Sequence name for WBGene00010839(chl-1). History: N.A.
M03C11.3,M03C11.3,M03C11.3,WBGene00010840,Public name for WBGene00010840. History: N.A.
M03C11.7,M03C11.7,M03C11.7,WBGene00010844,Sequence name for WBGene00010844(prp-3). History: N.A.
M03C11.8,M03C11.8,M03C11.8,WBGene00010845,Public name for WBGene00010845. History: N.A.
M03F4.6,M03F4.6,M03F4.6,WBGene00019759,Public name for WBGene00019759. History: Renamed on 2005-03-17
M03F8.3,M03F8.3,M03F8.3,WBGene00019762,Sequence name for WBGene00019762(syf-3). History: Renamed on 2005-03-17; Renamed on 2021-03-11
M04B2.2,M04B2.2,M04B2.2,WBGene00010846,Public name for WBGene00010846. History: N.A.
M04B2.4,M04B2.4,M04B2.4,WBGene00010847,Public name for WBGene00010847. History: N.A.
M04F3.5,M04F3.5,M04F3.5,WBGene00019771,Public name for WBGene00019771. History: N.A.
M05D6.2,M05D6.2,M05D6.2,WBGene00010875,Public name for WBGene00010875. History: N.A.
M05D6.6,M05D6.6,M05D6.6,WBGene00010879,Sequence name for WBGene00010879(taap-1). History: N.A.
M106.3,M106.3,M106.3,WBGene00010911,"Public name for WBGene00010911. History: Split into M106.7(WBGene00044924). History of WBGene00010911: Split into ""WBGene00044924"" on 2006-08-04"
M106.8,M106.8,M106.8,WBGene00077658,Public name for WBGene00077658. History: N.A.
M110.3,M110.3,M110.3,WBGene00010913,Public name for WBGene00010913. History: N.A.
M116.5,M116.5,M116.5,WBGene00019792,Public name for WBGene00019792. History: N.A.
M142.5,M142.5,M142.5,WBGene00010922,"Public name for WBGene00010922. History: Split into M142.8(WBGene00043057). History of WBGene00010922: Split into ""WBGene00043057"" on 2004-09-14"
M142.8,M142.8,M142.8,WBGene00043057,Public name for WBGene00043057. History: N.A.
M151.7,M151.7,M151.7,WBGene00019799,Public name for WBGene00019799. History: N.A.
M28.5,M28.5,M28.5,WBGene00010896,Sequence name for WBGene00010896(snu-13). History: Renamed on 2005-03-17
M4.1,M4.1,M4.1,WBGene00019766,Sequence name for WBGene00019766(slmp-1). History: N.A.
M57.2,M57.2,M57.2,WBGene00019778,Public name for WBGene00019778. History: N.A.
M70.5,M70.5,M70.5,WBGene00019787,Public name for WBGene00019787. History: N.A.
M88.2,M88.2,M88.2,WBGene00010905,Sequence name for WBGene00010905(mrps-34). History: N.A.
M88.5,M88.5,M88.5,WBGene00010908,Sequence name for WBGene00010908(imph-1). History: Renamed on 2018-03-19
M88.7,M88.7,M88.7,WBGene00010909,Sequence name for WBGene00010909(cisd-3.1). History: N.A.
mac-1,Y48C3A.7,mac-1,WBGene00003119,Public name for WBGene00003119. History: N.A.
mag-1,R09B3.5,mag-1,WBGene00003123,Public name for WBGene00003123. History: N.A.
magi-1,K01A6.2,magi-1,WBGene00010444,Public name for WBGene00010444. History: N.A.
mai-2,B0546.1,mai-2,WBGene00015248,Public name for WBGene00015248. History: N.A.
mak-2,C44C8.6,mak-2,WBGene00007007,Public name for WBGene00007007. History: N.A.
map-1,Y37E11AL.7,map-1,WBGene00003129,Public name for WBGene00003129. History: N.A.
map-2,Y116A8A.9,map-2,WBGene00003130,Public name for WBGene00003130. History: N.A.
mars-1,F58B3.5,mars-1,WBGene00003415,Public name for WBGene00003415. History: Renamed on 2010-01-29; Renamed on 2015-03-25
mat-1,Y110A7A.17,mat-1,WBGene00003132,Public name for WBGene00003132. History: Renamed on 2015-03-03
mat-2,W10C6.1,mat-2,WBGene00003133,Other name for WBGene00003133(apc-1). History: Renamed on 2022-01-03
mat-3,F10C5.1,mat-3,WBGene00003134,Public name for WBGene00003134. History: Renamed on 2006-03-01; Renamed on 2016-01-22
math-33,H19N07.2,math-33,WBGene00010406,Public name for WBGene00010406. History: N.A.
mau-2,C09H6.3,mau-2,WBGene00003136,Public name for WBGene00003136. History: N.A.
max-2,Y38F1A.10,max-2,WBGene00003144,Public name for WBGene00003144. History: Renamed on 2006-12-04
mbd-2,C27A12.10,mbd-2,WBGene00023409,Public name for WBGene00023409. History: N.A.
mbk-2,F49E11.1,mbk-2,WBGene00003150,Public name for WBGene00003150. History: N.A.
mboa-2,H19N07.4,mboa-2,WBGene00010408,Public name for WBGene00010408. History: N.A.
mboa-6,R155.1,mboa-6,WBGene00020115,Public name for WBGene00020115. History: N.A.
mca-1,W09C2.3,mca-1,WBGene00003151,Public name for WBGene00003151. History: N.A.
mcd-1,Y51H1A.6,mcd-1,WBGene00013096,Public name for WBGene00013096. History: N.A.
mcm-3,C25D7.6,mcm-3,WBGene00003155,Public name for WBGene00003155. History: N.A.
mcm-4,Y39G10AR.14,mcm-4,WBGene00003156,Public name for WBGene00003156. History: Renamed on 2015-03-03; Renamed on 2015-03-03
mcm-5,R10E4.4,mcm-5,WBGene00003157,Public name for WBGene00003157. History: N.A.
mcm-6,ZK632.1,mcm-6,WBGene00003158,Public name for WBGene00003158. History: N.A.
mcm-7,F32D1.10,mcm-7,WBGene00003159,Public name for WBGene00003159. History: N.A.
mdf-1,C50F4.11,mdf-1,WBGene00003160,Public name for WBGene00003160. History: Renamed on 2013-11-19
mdf-2,Y69A2AR.30,mdf-2,WBGene00003161,Public name for WBGene00003161. History: Renamed on 2013-11-19
mdt-1.2,T23C6.1,mdt-1.2,WBGene00007011,Public name for WBGene00007011. History: N.A.
mdt-10,T09A5.6,mdt-10,WBGene00007014,Public name for WBGene00007014. History: N.A.
mdt-15,R12B2.5,mdt-15,WBGene00007016,"Public name for WBGene00007016. History: Split into R12B2.13(WBGene00303073). History of WBGene00007016: Split into ""WBGene00303073"" on 2018-03-02"
mdt-17,Y113G7B.18,mdt-17,WBGene00007017,Public name for WBGene00007017. History: N.A.
mdt-18,C55B7.9,mdt-18,WBGene00007018,Public name for WBGene00007018. History: Renamed on 2015-03-05
mdt-19,Y71H2B.6,mdt-19,WBGene00007019,Public name for WBGene00007019. History: N.A.
mdt-20,Y104H12D.1,mdt-20,WBGene00007020,Public name for WBGene00007020. History: N.A.
mdt-27,T18H9.6,mdt-27,WBGene00007023,Public name for WBGene00007023. History: N.A.
mdt-28,W01A8.1,mdt-28,WBGene00009223,Public name for WBGene00009223. History: N.A.. Other name for WBGene00007024(plin-1). History: N.A.
mdt-30,F44B9.7,mdt-30,WBGene00004125,Public name for WBGene00004125. History: Renamed on 2010-04-23
mdt-4,ZK546.13,mdt-4,WBGene00007012,Public name for WBGene00007012. History: N.A.
mdt-6,Y57E12AL.5,mdt-6,WBGene00003164,Public name for WBGene00003164. History: N.A.
mec-8,F46A9.6,mec-8,WBGene00003172,Public name for WBGene00003172. History: N.A.
meg-1,K02B9.1,meg-1,WBGene00010492,Public name for WBGene00010492. History: N.A.
meg-2,K02B9.2,meg-2,WBGene00010493,Public name for WBGene00010493. History: N.A.
mei-1,T01G9.5,mei-1,WBGene00003183,Public name for WBGene00003183. History: N.A.
mei-2,F57B10.12,mei-2,WBGene00003184,Public name for WBGene00003184. History: N.A.
mek-2,Y54E10BL.6,mek-2,WBGene00003186,Public name for WBGene00003186. History: N.A.
mel-11,C06C3.1,mel-11,WBGene00003196,Public name for WBGene00003196. History: N.A.
mel-28,C38D4.3,mel-28,WBGene00003210,Public name for WBGene00003210. History: N.A.
mel-46,T06A10.1,mel-46,WBGene00020284,Public name for WBGene00020284. History: N.A.
mel-47,EEED8.1,mel-47,WBGene00017132,Other name for WBGene00017132(tofu-6). History: Renamed on 2006-10-16; Renamed on 2014-03-28; Renamed on 2014-09-02; Renamed on 2015-03-25; Renamed on 2015-03-25
men-1,Y48B6A.12,men-1,WBGene00012983,Public name for WBGene00012983. History: N.A.
mep-1,M04B2.1,mep-1,WBGene00003218,Public name for WBGene00003218. History: N.A.
mes-2,R06A4.7,mes-2,WBGene00003220,Public name for WBGene00003220. History: N.A.
mes-3,F54C1.3,mes-3,WBGene00003221,Public name for WBGene00003221. History: N.A.
mes-4,Y2H9A.1,mes-4,WBGene00003222,Public name for WBGene00003222. History: N.A.
mes-6,C09G4.5,mes-6,WBGene00003224,Public name for WBGene00003224. History: N.A.
mesp-1,C28C12.2,mesp-1,WBGene00016178,Public name for WBGene00016178. History: N.A.
met-1,C43E11.3,met-1,WBGene00016603,Public name for WBGene00016603. History: N.A.
met-2,R05D3.11,met-2,WBGene00019883,Public name for WBGene00019883. History: N.A.
mett-10,ZK1128.2,mett-10,WBGene00014228,Public name for WBGene00014228. History: N.A.
mex-1,W03C9.7,mex-1,WBGene00003228,Public name for WBGene00003228. History: N.A.
mex-3,F53G12.5,mex-3,WBGene00003229,Public name for WBGene00003229. History: N.A.
mex-6,AH6.5,mex-6,WBGene00003231,Public name for WBGene00003231. History: N.A.
mfap-1,F43G9.10,mfap-1,WBGene00009671,Public name for WBGene00009671. History: N.A.
mif-3,F13G3.9,mif-3,WBGene00003236,Public name for WBGene00003236. History: N.A.
mig-15,ZC504.4,mig-15,WBGene00003247,Public name for WBGene00003247. History: Renamed on 2014-11-04; Renamed on 2014-11-04
mig-2,C35C5.4,mig-2,WBGene00003239,Public name for WBGene00003239. History: N.A.
mig-22,PAR2.4,mig-22,WBGene00003253,Public name for WBGene00003253. History: N.A.
mig-23,R07E4.4,mig-23,WBGene00003254,Public name for WBGene00003254. History: N.A.
mig-32,F11A10.3,mig-32,WBGene00008684,Public name for WBGene00008684. History: N.A.
mig-5,T05C12.6,mig-5,WBGene00003241,Public name for WBGene00003241. History: N.A.
mis-12,Y47G6A.24,mis-12,WBGene00021648,Public name for WBGene00021648. History: N.A.
misc-1,B0432.4,misc-1,WBGene00015186,Public name for WBGene00015186. History: Renamed on 2016-04-27
mix-1,M106.1,mix-1,WBGene00003367,Public name for WBGene00003367. History: N.A.
miz-1,R13.4,miz-1,WBGene00011259,Public name for WBGene00011259. History: N.A.
mlcd-1,F35G12.1,mlcd-1,WBGene00009439,Public name for WBGene00009439. History: N.A.
mlt-10,C09E8.3,mlt-10,WBGene00015646,Public name for WBGene00015646. History: N.A.
mml-1,T20B12.6,mml-1,WBGene00003378,Public name for WBGene00003378. History: N.A.
mms-19,C24G6.3,mms-19,WBGene00016060,Public name for WBGene00016060. History: N.A.
mnat-1,F53G2.7,mnat-1,WBGene00018769,"Public name for WBGene00018769. History: Split into F53G2.12(WBGene00302998). History of WBGene00018769: Split into ""WBGene00302998"" on 2018-03-06"
moc-3,F42G8.6,moc-3,WBGene00018357,Public name for WBGene00018357. History: N.A.
mog-1,K03H1.2,mog-1,WBGene00003389,Public name for WBGene00003389. History: N.A.
mog-4,C04H5.6,mog-4,WBGene00003392,Public name for WBGene00003392. History: N.A.
mog-5,EEED8.5,mog-5,WBGene00003393,Public name for WBGene00003393. History: N.A.
mom-2,F38E1.7,mom-2,WBGene00003395,Public name for WBGene00003395. History: N.A.
mom-5,T23D8.1,mom-5,WBGene00003397,Public name for WBGene00003397. History: N.A.
mon-2,F11A10.4,mon-2,WBGene00008685,Public name for WBGene00008685. History: N.A.
mop-25.3,T27C10.3,mop-25.3,WBGene00020858,Public name for WBGene00020858. History: N.A.
morc-1,ZC155.3,morc-1,WBGene00022531,Public name for WBGene00022531. History: N.A.
mpk-1,F43C1.2,mpk-1,WBGene00003401,Public name for WBGene00003401. History: N.A.
mppa-1,Y71G12B.24,mppa-1,WBGene00022159,Public name for WBGene00022159. History: N.A.
mrck-1,K08B12.5,mrck-1,WBGene00006437,Public name for WBGene00006437. History: Renamed on 2008-07-18
mre-11,ZC302.1,mre-11,WBGene00003405,Public name for WBGene00003405. History: N.A.
mrp-4,F21G4.2,mrp-4,WBGene00003410,Public name for WBGene00003410. History: N.A.
mrp-7,Y43F8C.12,mrp-7,WBGene00003413,Public name for WBGene00003413. History: N.A.
mrpl-41,B0432.3,mrpl-41,WBGene00015185,Public name for WBGene00015185. History: N.A.
mrps-5,E02A10.1,mrps-5,WBGene00008452,Public name for WBGene00008452. History: N.A.
mrt-2,Y41C4A.14,mrt-2,WBGene00003417,Public name for WBGene00003417. History: N.A.
msh-2,H26D21.2,msh-2,WBGene00003418,Public name for WBGene00003418. History: N.A.
msh-5,F09E8.3,msh-5,WBGene00003421,Public name for WBGene00003421. History: N.A.
msh-6,Y47G6A.11,msh-6,WBGene00003422,Public name for WBGene00003422. History: N.A.
msi-1,R10E9.1,msi-1,WBGene00003423,"Public name for WBGene00003423. History: Split into R10E9.4(WBGene00303072). History of WBGene00003423: Split into ""WBGene00303072"" on 2018-03-02"
mtm-1,Y110A7A.5,mtm-1,WBGene00003475,Public name for WBGene00003475. History: N.A.
mtm-5,H28G03.6,mtm-5,WBGene00003477,Public name for WBGene00003477. History: N.A.
mtm-6,F53A2.8,mtm-6,WBGene00003478,Public name for WBGene00003478. History: N.A.
mtm-9,Y39H10A.3,mtm-9,WBGene00003479,Public name for WBGene00003479. History: N.A.
mtr-4,W08D2.7,mtr-4,WBGene00012342,Public name for WBGene00012342. History: N.A.
mtx-1,F39B2.11,mtx-1,WBGene00009559,Public name for WBGene00009559. History: N.A.
mus-101,F37D6.1,mus-101,WBGene00009507,Public name for WBGene00009507. History: Renamed on 2015-03-25; Renamed on 2015-03-25
mus-81,C43E11.2,mus-81,WBGene00016602,Public name for WBGene00016602. History: N.A.
mut-14,C14C11.6,mut-14,WBGene00003507,Public name for WBGene00003507. History: N.A.
mut-16,B0379.3,mut-16,WBGene00003508,Public name for WBGene00003508. History: Renamed on 2013-10-16
mut-7,ZK1098.8,mut-7,WBGene00003504,Public name for WBGene00003504. History: N.A.
mvk-1,Y42G9A.4,mvk-1,WBGene00021534,Public name for WBGene00021534. History: N.A.
mys-1,VC5.4,mys-1,WBGene00007029,Public name for WBGene00007029. History: N.A.
mys-2,K03D10.3,mys-2,WBGene00010537,Public name for WBGene00010537. History: N.A.
mys-3,R07B5.8,mys-3,WBGene00045419,Other name for WBGene00045419(lsy-12). History: Renamed on 2010-05-21
mys-4,C34B7.4,mys-4,WBGene00007914,Public name for WBGene00007914. History: N.A.
nars-1,F22D6.3,nars-1,WBGene00003815,Public name for WBGene00003815. History: Renamed on 2010-01-29; Renamed on 2015-03-05
nasp-1,C09H10.6,nasp-1,WBGene00007500,Public name for WBGene00007500. History: N.A.
nasp-2,C50B6.2,nasp-2,WBGene00008218,Public name for WBGene00008218. History: N.A.
nbet-1,Y59E9AL.7,nbet-1,WBGene00043064,Public name for WBGene00043064. History: N.A.
nck-1,ZK470.5,nck-1,WBGene00006410,Public name for WBGene00006410. History: Renamed on 2005-08-24
ncl-1,ZK112.2,ncl-1,WBGene00003559,Public name for WBGene00003559. History: N.A.
nduf-7,W10D5.2,nduf-7,WBGene00012376,Public name for WBGene00012376. History: N.A.
ndx-4,Y37H9A.6,ndx-4,WBGene00003581,Public name for WBGene00003581. History: N.A.
ndx-9,F13H10.2,ndx-9,WBGene00003586,Public name for WBGene00003586. History: N.A.
nfi-1,ZK1290.4,nfi-1,WBGene00003592,Public name for WBGene00003592. History: N.A.
nfyc-1,F23F1.1,nfyc-1,WBGene00017742,Public name for WBGene00017742. History: N.A.
ngp-1,T19A6.2,ngp-1,WBGene00003596,Public name for WBGene00003596. History: N.A.
nhl-2,F26F4.7,nhl-2,WBGene00003598,Public name for WBGene00003598. History: N.A.
nhl-3,W04H10.3,nhl-3,WBGene00003599,Public name for WBGene00003599. History: N.A.
nhr-100,C28D4.1,nhr-100,WBGene00003690,Public name for WBGene00003690. History: N.A.
nhr-13,Y5H2B.2,nhr-13,WBGene00003612,Public name for WBGene00003612. History: N.A.
nhr-154,C13C4.2,nhr-154,WBGene00007547,Public name for WBGene00007547. History: N.A.
nhr-2,C32F10.6,nhr-2,WBGene00003601,Public name for WBGene00003601. History: N.A.
nhr-20,F43C1.4,nhr-20,WBGene00003619,Public name for WBGene00003619. History: N.A.
nhr-256,ZK697.2,nhr-256,WBGene00022805,Public name for WBGene00022805. History: N.A.
nhr-274,Y41D4B.21,nhr-274,WBGene00021522,Public name for WBGene00021522. History: N.A.
