# Table S1,,,,,,,
# Differentially expressed STGs following L1 starvation. First condition: Fed P0, second condition: Starved P0. log2foldChange=log2(starved/fed),,,,,,
# *All of the comparisons were made using triplicates,,,,,,,
gene,baseMean,log2FoldChange,pvalue,padj,Input,Suggested Match,History
F29G6.3,37.31819174,-0.967477983,0.000666299,0.013250573,F29G6.3,WBGene00009259,Sequence name for WBGene00009259(hpo-34). History: N.A.
C34D4.4,10.61119105,-0.966805207,0.009491258,0.093317689,C34D4.4,WBGene00016400,Public name for WBGene00016400. History: N.A.
C14E2.4,51.56838715,-0.966236157,0.000535415,0.010965378,C14E2.4,WBGene00015773,Public name for WBGene00015773. History: N.A.
F01G4.5,47.26688407,-0.964648207,0.000351259,0.007865806,F01G4.5,WBGene00008504,Sequence name for WBGene00008504(pigq-1). History: N.A.
C50F2.6,105.7992365,0.964512415,1.25E-05,0.00046848,C50F2.6,WBGene00001430,Sequence name for WBGene00001430(fkb-5). History: N.A.
ZK380.5,2301.328807,-0.963819233,1.57E-11,1.91E-09,ZK380.5,WBGene00044559,Public name for WBGene00044559. History: N.A.
Y71A12B.3,613.196918,-0.961327905,7.05E-07,3.74E-05,Y71A12B.3,WBGene00013501,Public name for WBGene00013501. History: N.A.
C50F7.1,84.56829263,0.960736412,1.33E-06,6.55E-05,C50F7.1,WBGene00016842,Sequence name for WBGene00016842(npr-35). History: N.A.
R173.9,18.13489736,-0.960481114,0.002257474,0.03382858,R173.9,WBGene00199230,Public name for WBGene00199230. History: N.A.
F11G11.13,53.79476459,-0.959655749,0.000283381,0.006521792,F11G11.13,WBGene00017388,Public name for WBGene00017388. History: N.A.
C36F7.5,151.9350368,-0.956555864,4.87E-08,3.22E-06,C36F7.5,WBGene00007986,Public name for WBGene00007986. History: N.A.
K12H4.7,25.90541239,-0.956121404,0.009284073,0.091757052,K12H4.7,WBGene00019682,Public name for WBGene00019682. History: N.A.
Y54E2A.4,1799.18268,0.954976803,2.92E-09,2.43E-07,Y54E2A.4,WBGene00013189,Public name for WBGene00013189. History: N.A.
K09F6.9,35.84512608,0.954268233,0.000193375,0.004688093,K09F6.9,WBGene00019592,Public name for WBGene00019592. History: N.A.
F10D7.4,25.52862191,0.953910444,0.001556422,0.025555948,F10D7.4,WBGene00017341,"Public name for WBGene00017341. History: Split into F10D7.10(WBGene00271701). History of WBGene00017341: Split into ""WBGene00271701"" on 2017-04-28"
M03F4.7,22.20365447,-0.95215905,0.001672557,0.027304801,M03F4.7,WBGene00019760,Sequence name for WBGene00019760(calu-1). History: N.A.
M117.4,16.89286839,0.952026592,0.003098162,0.041599703,M117.4,WBGene00010920,Public name for WBGene00010920. History: N.A.
Y43F8B.22,324.2134539,-0.95187375,0.000465737,0.009785647,Y43F8B.22,WBGene00194699,Public name for WBGene00194699. History: N.A.
F19H8.1,19.57822516,-0.951181972,0.005556188,0.064065559,F19H8.1,WBGene00006603,Sequence name for WBGene00006603(tps-2). History: N.A.
F13H6.4,41.56745321,-0.950930329,6.26E-05,0.001834325,F13H6.4,WBGene00017432,Public name for WBGene00017432. History: N.A.
C05E4.9,14.55352973,-0.94985147,0.005362466,0.062530878,C05E4.9,WBGene00001564,Sequence name for WBGene00001564(icl-1). History: Renamed on 2010-11-16
C05G6.5,83.99821393,0.947793378,1.20E-05,0.000449126,C05G6.5,WBGene00200054,Public name for WBGene00200054. History: N.A.
Y77E11A.9,56.7242938,0.946157281,0.000281006,0.006480281,Y77E11A.9,WBGene00022312,Sequence name for WBGene00022312(clec-171). History: N.A.
ZC190.8,116.5555135,-0.945874099,8.70E-10,8.09E-08,ZC190.8,WBGene00022542,Public name for WBGene00022542. History: N.A.
F27B10.3,53.17774294,0.942157513,0.005583035,0.064244537,F27B10.3,WBGene00197483,Public name for WBGene00197483. History: N.A.
T22F7.3,34.52061936,0.941851136,0.000754598,0.014400909,T22F7.3,WBGene00020702,Public name for WBGene00020702. History: N.A.
C36C5.7,14.61869053,-0.94090195,0.006825596,0.073336371,C36C5.7,WBGene00016476,Sequence name for WBGene00016476(srab-10). History: N.A.
K07C10.6,30.17478022,0.940805424,0.000640397,0.012802881,K07C10.6,WBGene00197803,Public name for WBGene00197803. History: N.A.
Y9D1A.1,803.4826943,-0.939126506,9.41E-05,0.002603022,Y9D1A.1,WBGene00021186,Public name for WBGene00021186. History: N.A.
K12H6.6,49.4839458,0.937441588,4.71E-05,0.001426247,K12H6.6,WBGene00019686,Public name for WBGene00019686. History: N.A.
Y69A2AR.41,52.83214817,0.936089077,0.005678202,0.064683618,Y69A2AR.41,WBGene00199492,Public name for WBGene00199492. History: N.A.
F16A11.5,19.95848157,0.935295472,0.002424497,0.035403277,F16A11.5,WBGene00023472,Public name for WBGene00023472. History: N.A.
Y102A5C.13,66.04236587,0.932849737,9.33E-06,0.000361417,Y102A5C.13,WBGene00013619,Sequence name for WBGene00013619(fbxa-112). History: N.A.
ZK484.1,39.75102902,0.932336946,0.001253022,0.021606069,ZK484.1,WBGene00022748,Sequence name for WBGene00022748(oaz-1). History: N.A.
F08G2.17,86.40376931,0.931420153,3.90E-05,0.001223477,F08G2.17,WBGene00199695,Public name for WBGene00199695. History: N.A.
Y49E10.26,461.7265986,-0.928237735,4.55E-05,0.001391015,Y49E10.26,WBGene00014904,Public name for WBGene00014904. History: N.A.
ZC132.4,2129.275967,-0.926804596,5.38E-07,2.90E-05,ZC132.4,,Sequence name for Suppressed gene WBGene00022523. Molecular name for Suppressed gene WBGene00022523. Public name for Suppressed gene WBGene00022523. History of WBGene00022523: N.A.. Remark: This gene was determined to be of Transposon in origin so has been supressed from the protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
Y4C6A.3,28.01194248,-0.924403742,0.002206571,0.033292227,Y4C6A.3,WBGene00021153,Public name for WBGene00021153. History: N.A.
R05D7.8,83.53070759,0.924299311,3.28E-05,0.001062871,R05D7.8,WBGene00196502,Public name for WBGene00196502. History: N.A.
Y70G10A.2,28.65338704,-0.923268626,0.007298621,0.076961113,Y70G10A.2,WBGene00013498,Public name for WBGene00013498. History: N.A.
ZC123.4,1025.361538,-0.923243926,2.84E-10,2.88E-08,ZC123.4,WBGene00022519,Sequence name for WBGene00022519(cdk-14). History: N.A.
Y53C12B.7,12.55118903,-0.920682556,0.00951121,0.093351371,Y53C12B.7,WBGene00013146,Public name for WBGene00013146. History: N.A.
W07G1.17,89.37033926,0.919267021,4.91E-06,0.000208514,W07G1.17,WBGene00200197,Public name for WBGene00200197. History: N.A.
C36C9.3,147.6012737,0.919161823,1.06E-08,7.96E-07,C36C9.3,WBGene00016486,Sequence name for WBGene00016486(fbxa-170). History: N.A.
F08G12.2,69.15256108,0.917328273,3.04E-06,0.000137097,F08G12.2,WBGene00008586,Sequence name for WBGene00008586(snrp-40.1). History: N.A.
F28A10.6,14.58878424,-0.915930124,0.006650418,0.071862514,F28A10.6,WBGene00017874,Sequence name for WBGene00017874(acdh-9). History: N.A.
Y17D7C.6,130.706378,-0.915171265,7.15E-07,3.77E-05,Y17D7C.6,WBGene00194680,Public name for WBGene00194680. History: N.A.
F56A6.5,76.75402534,0.915043923,0.001487058,0.024702332,F56A6.5,WBGene00044427,Public name for WBGene00044427. History: N.A.
T03F6.1,638.0000682,0.91459244,1.85E-10,1.93E-08,T03F6.1,WBGene00011398,Sequence name for WBGene00011398(qdpr-1). History: N.A.
Y77E11A.8,71.55086169,0.913559938,1.14E-05,0.000429437,Y77E11A.8,WBGene00022311,Public name for WBGene00022311. History: N.A.
F02E11.3,43.0141933,0.912863236,0.000141419,0.003581564,F02E11.3,WBGene00017181,Public name for WBGene00017181. History: N.A.
C33F10.1,25.98186247,0.912624051,0.001961006,0.030604636,C33F10.1,WBGene00016351,Public name for WBGene00016351. History: N.A.
T20H4.2,18.20773855,-0.912093265,0.003562238,0.046243882,T20H4.2,WBGene00020635,Sequence name for WBGene00020635(ztf-31). History: N.A.
F15H9.9,88.17348147,0.910440493,0.000345109,0.007753678,F15H9.9,WBGene00200276,Public name for WBGene00200276. History: N.A.
C47F8.10,88.29283404,0.910298498,7.02E-05,0.002026458,C47F8.10,WBGene00199719,Public name for WBGene00199719. History: N.A.
ZK632.9,21.7932436,-0.910100335,0.002667886,0.03770482,ZK632.9,WBGene00014016,Public name for WBGene00014016. History: N.A.
K08E4.7,163.1701966,-0.909882448,2.99E-05,0.000982745,K08E4.7,WBGene00045036,Public name for WBGene00045036. History: N.A.
T21C12.8,32.8999009,0.909520502,0.000311065,0.007087042,T21C12.8,WBGene00043998,Public name for WBGene00043998. History: N.A.
F18A1.3,129.2100301,0.909366037,9.68E-08,6.07E-06,F18A1.3,WBGene00003044,Sequence name for WBGene00003044(lir-1). History: Renamed on 2017-04-20; Renamed on 2017-05-11
C05D9.1,24.49867774,0.905951713,0.001712773,0.027607503,C05D9.1,WBGene00004927,Sequence name for WBGene00004927(snx-1). History: Renamed on 2014-09-25
W01A11.7,169.5753879,-0.905755703,2.99E-05,0.000982745,W01A11.7,WBGene00020912,Public name for WBGene00020912. History: N.A.
Y73B6BL.1,27.54430705,0.905690181,0.004367968,0.054162808,Y73B6BL.1,WBGene00022231,Sequence name for WBGene00022231(tyr-6). History: N.A.
Y105C5A.1271,1250.296196,-0.90440816,0.000116502,0.003081189,Y105C5A.1271,WBGene00194667,Public name for WBGene00194667. History: N.A.
C30G12.1,205.5211923,-0.903029615,5.49E-06,0.000230018,C30G12.1,WBGene00016273,Public name for WBGene00016273. History: N.A.
F48G7.4,729.8182862,0.902967329,1.21E-08,9.00E-07,F48G7.4,WBGene00018615,Public name for WBGene00018615. History: N.A.
B0513.9,48.95991977,0.901738029,0.000127601,0.003335864,B0513.9,WBGene00007200,Sequence name for WBGene00007200(vamp-8). History: N.A.
T08E11.7,44.47058947,0.900276055,0.000120733,0.003185675,T08E11.7,WBGene00020363,Sequence name for WBGene00020363(fbxa-3). History: N.A.
F31B12.6,54.05868396,0.898519958,0.007576085,0.079031235,F31B12.6,WBGene00200252,Public name for WBGene00200252. History: N.A.
E03H12.7,85.09006342,0.898041198,0.002297725,0.03412302,E03H12.7,WBGene00017114,Public name for WBGene00017114. History: N.A.
Y46G5A.7,800.5175375,0.897284244,0.0001061,0.002876354,Y46G5A.7,WBGene00012899,Public name for WBGene00012899. History: N.A.
B0198.1,107.2327697,0.896587371,3.79E-07,2.10E-05,B0198.1,WBGene00006646,Sequence name for WBGene00006646(tsp-20). History: N.A.
Y48A6B.9,13.6013796,0.89426405,0.007654986,0.079390737,Y48A6B.9,WBGene00012970,Public name for WBGene00012970. History: N.A.
F47G3.3,50.65170999,-0.893183484,3.68E-05,0.001165813,F47G3.3,WBGene00018578,Public name for WBGene00018578. History: N.A.
C36C9.7,53.71308919,0.892186301,0.007715745,0.079874853,C36C9.7,WBGene00198318,Public name for WBGene00198318. History: N.A.
F11A1.11,53.73228782,0.890418723,0.008019051,0.082041621,F11A1.11,WBGene00197130,Public name for WBGene00197130. History: N.A.
R186.8,80.452105,0.889949086,0.000132915,0.003427402,R186.8,WBGene00011309,Public name for WBGene00011309. History: N.A.
Y41C4A.19,188.1985085,-0.888406547,0.00625377,0.068856803,Y41C4A.19,WBGene00000671,Sequence name for WBGene00000671(col-96). History: N.A.
T23G11.1,56.14165363,0.888189658,0.000130145,0.003386742,T23G11.1,WBGene00011968,Public name for WBGene00011968. History: N.A.
K06G5.1,21.96854579,-0.887769058,0.002153745,0.032777968,K06G5.1,WBGene00010605,Public name for WBGene00010605. History: N.A.
W03F9.2,637.8440662,0.887411338,1.14E-07,6.96E-06,W03F9.2,WBGene00021000,Public name for WBGene00021000. History: N.A.
ZK1236.9,27.04903141,-0.88404265,0.010308729,0.099542837,ZK1236.9,WBGene00044588,Public name for WBGene00044588. History: N.A.
Y27F2A.6,25.42954001,-0.88106582,0.002312609,0.034209723,Y27F2A.6,WBGene00021298,Public name for WBGene00021298. History: N.A.
F23B2.11,21.59375748,-0.878867538,0.008766954,0.088026425,F23B2.11,WBGene00003958,Sequence name for WBGene00003958(pcp-3). History: N.A.
F42A10.8,46.7914395,0.878452809,0.000519584,0.010750405,F42A10.8,WBGene00003546,Sequence name for WBGene00003546(nas-28). History: N.A.
K02E2.6,2054.53256,-0.878032848,4.10E-05,0.001271344,K02E2.6,WBGene00010507,Public name for WBGene00010507. History: N.A.
R02E12.6,33.94221921,-0.877193428,0.008686,0.087533153,R02E12.6,WBGene00019830,Sequence name for WBGene00019830(hrg-1). History: N.A.
W09G10.1,21.63539044,0.87650106,0.00945244,0.093096692,W09G10.1,WBGene00000648,Sequence name for WBGene00000648(col-72). History: N.A.
Y102A5C.9,29.88428712,0.876203069,0.001435698,0.023990322,Y102A5C.9,WBGene00013616,Sequence name for WBGene00013616(fbxa-148). History: N.A.
Y43F8B.17,92.57017522,-0.875659221,0.001767409,0.028283536,Y43F8B.17,WBGene00050910,"Public name for WBGene00050910. History: Split into Y43F8B.28(WBGene00219302). History of WBGene00050910: Split into ""WBGene00219302"" on 2011-10-17"
K03E6.7,362.8128693,-0.872560093,7.58E-09,5.85E-07,K03E6.7,WBGene00019365,Sequence name for WBGene00019365(rei-2). History: N.A.
C24B9.3,37.19201725,-0.871742341,0.000365486,0.008051092,C24B9.3,WBGene00016048,Public name for WBGene00016048. History: N.A.
Y53F4B.26,23.00274264,-0.87094691,0.003878873,0.049282975,Y53F4B.26,WBGene00013172,Public name for WBGene00013172. History: N.A.
F58A4.7,276.0750374,-0.8705493,2.33E-05,0.000806163,F58A4.7,WBGene00001955,Sequence name for WBGene00001955(hlh-11). History: N.A.
Y82E9BR.20,49.79490534,-0.87022514,0.000538502,0.010988935,Y82E9BR.20,WBGene00022352,Public name for WBGene00022352. History: N.A.
Y65B4BL.7,1014.446979,0.86895336,2.67E-05,0.000905192,Y65B4BL.7,WBGene00022039,Public name for WBGene00022039. History: N.A.
T02G5.4,1178.434858,-0.868277233,1.28E-07,7.77E-06,T02G5.4,WBGene00020164,Public name for WBGene00020164. History: N.A.
F18E9.1,27.03490439,0.868235913,0.002951178,0.040100682,F18E9.1,WBGene00017568,Public name for WBGene00017568. History: N.A.
ZK973.6,8389.482367,-0.867978701,7.82E-08,4.98E-06,ZK973.6,WBGene00000140,Sequence name for WBGene00000140(anc-1). History: N.A.
T16H12.13,77.8825405,-0.867678199,0.00037421,0.008180716,T16H12.13,WBGene00194725,Public name for WBGene00194725. History: N.A.
Y38F1A.8,158.4718049,0.866231686,4.30E-07,2.37E-05,Y38F1A.8,WBGene00012610,Public name for WBGene00012610. History: N.A.
T21D12.9,26.69472446,-0.864605669,0.002466053,0.035871581,T21D12.9,WBGene00020649,"Sequence name for WBGene00020649(sma-10). History: Split into best-19(WBGene00206487). History of WBGene00020649: Split into ""WBGene00206487"" on 2011-06-13"
ZC204.2,40.56397862,-0.861005903,0.000448276,0.009489076,ZC204.2,WBGene00022554,Sequence name for WBGene00022554(duxl-1). History: Renamed on 2011-09-30; Renamed on 2011-10-14
Y49E10.32,23.38035951,0.860600142,0.006166138,0.06838808,Y49E10.32,WBGene00200709,Public name for WBGene00200709. History: N.A.
M163.3,4024.953485,-0.860124982,0.000522156,0.010750405,M163.3,WBGene00001898,Sequence name for WBGene00001898(his-24). History: Renamed on 2010-11-12
C46F11.6,197.7502245,-0.860007755,2.93E-06,0.000132271,C46F11.6,WBGene00008121,Public name for WBGene00008121. History: N.A.
C27A12.10,61.16941493,0.858287313,0.000401945,0.008703194,C27A12.10,WBGene00023409,Sequence name for WBGene00023409(mbd-2). History: N.A.
T02G6.10,1531.376338,-0.854678035,4.73E-06,0.000202501,T02G6.10,WBGene00077772,Public name for WBGene00077772. History: N.A.
F23A7.5,378.7766858,-0.852881463,9.31E-06,0.000361417,F23A7.5,WBGene00009070,Public name for WBGene00009070. History: N.A.
C40A11.10,556.3150946,-0.851801287,7.03E-06,0.000284807,C40A11.10,WBGene00016553,Sequence name for WBGene00016553(mir-8199). History: N.A.
K11C4.4,15.72251184,-0.850466393,0.007365145,0.077303361,K11C4.4,WBGene00003844,Sequence name for WBGene00003844(odc-1). History: N.A.
ZK250.10,49.20931422,0.850333815,0.000429939,0.00916934,ZK250.10,WBGene00022693,Public name for WBGene00022693. History: N.A.
B0511.5,35.64720313,-0.849950471,0.00134133,0.02274847,B0511.5,WBGene00015231,Sequence name for WBGene00015231(cutl-14). History: N.A.
F21G4.5,102.179024,0.848757022,0.000295251,0.006753864,F21G4.5,WBGene00009026,Public name for WBGene00009026. History: N.A.
F22E12.4,103.7376359,-0.848421744,6.12E-05,0.001799022,F22E12.4,WBGene00001178,Sequence name for WBGene00001178(egl-9). History: N.A.
F41E6.6,40.14120508,0.848118899,0.006176363,0.068434586,F41E6.6,WBGene00007055,"Sequence name for WBGene00007055(tag-196). History: N.A.. Public name for Dead gene WBGene00018287. History of WBGene00018287: Merged into ""WBGene00007055"" on 2005-10-05"
F56A8.1,28.33105302,0.847555077,0.002685539,0.037898171,F56A8.1,WBGene00010138,Sequence name for WBGene00010138(anoh-1). History: Split into F56A8.9(WBGene00185001). History of WBGene00010138: N.A.
B0496.3,29.38104325,0.847303581,0.006737624,0.072666431,B0496.3,WBGene00006814,"Sequence name for WBGene00006814(unc-82). History: N.A.. Public name for Dead gene WBGene00015212. History of WBGene00015212: Merged into ""WBGene00006814"" on 2007-06-12"
C03A7.7,16.31901078,0.846723192,0.007662316,0.07939419,C03A7.7,WBGene00000029,Sequence name for WBGene00000029(abu-6). History: N.A.
Y57G11C.1140,86.50216685,0.846535525,0.000163736,0.0040651,Y57G11C.1140,WBGene00201151,Public name for WBGene00201151. History: N.A.
F48B9.8,287.7951025,-0.846421041,3.90E-11,4.47E-09,F48B9.8,WBGene00018593,Public name for WBGene00018593. History: N.A.
Y49A3A.5,66.42062054,0.844028525,0.000343789,0.007748533,Y49A3A.5,WBGene00000877,Sequence name for WBGene00000877(cyn-1). History: N.A.
F13D12.4,32.10809248,-0.84399393,0.002362578,0.034812746,F13D12.4,WBGene00000114,Sequence name for WBGene00000114(alh-8). History: N.A.
Y57A10A.15,3739.615743,-0.842182009,0.00017519,0.004265464,Y57A10A.15,WBGene00013258,Sequence name for WBGene00013258(polg-1). History: N.A.
T21E8.2,55.06586601,0.841495044,8.01E-05,0.002266049,T21E8.2,WBGene00004001,Sequence name for WBGene00004001(pgp-7). History: N.A.
D1054.5,24.45232362,0.839590788,0.00588412,0.066251964,D1054.5,WBGene00008372,Public name for WBGene00008372. History: N.A.
T05A7.9,68.60210243,-0.839293966,0.005655146,0.064485718,T05A7.9,,Public name for Dead gene WBGene00020226. History of WBGene00020226: Killed on 2012-12-20. Remark: lack of evidence
ZK355.2,76.17604586,-0.832218744,1.75E-05,0.000626094,ZK355.2,WBGene00022712,Public name for WBGene00022712. History: N.A.
C37A5.1,164.6531113,0.830699029,3.25E-06,0.000144242,C37A5.1,WBGene00007988,Sequence name for WBGene00007988(best-8). History: N.A.
T08H10.3,51.92569087,0.82452259,0.000793115,0.01497285,T08H10.3,WBGene00020370,Public name for WBGene00020370. History: N.A.
M03A1.8,116.0322755,0.823865782,0.000106222,0.002876354,M03A1.8,WBGene00077490,Public name for WBGene00077490. History: N.A.
R31.1,181.9020971,-0.823307337,2.37E-09,2.03E-07,R31.1,WBGene00004855,Sequence name for WBGene00004855(sma-1). History: N.A.
C14A6.1,19.02008188,-0.822570568,0.005910561,0.066321985,C14A6.1,WBGene00007565,Sequence name for WBGene00007565(clec-48). History: N.A.
Y57G7A.7,131.0857519,-0.822240449,0.000675564,0.013353571,Y57G7A.7,WBGene00021970,Sequence name for WBGene00021970(srz-64). History: N.A.
C30E1.4,94.01556099,-0.821696538,0.001851973,0.029306111,C30E1.4,WBGene00016253,Public name for WBGene00016253. History: N.A.
F55C10.1,467.0560616,0.821660488,0.000360476,0.007972639,F55C10.1,WBGene00000554,Sequence name for WBGene00000554(cnb-1). History: N.A.
T03G11.6,23.89081845,0.821056176,0.009152914,0.090936041,T03G11.6,WBGene00020199,Sequence name for WBGene00020199(metl-9). History: N.A.
ZC204.11,45.1076749,-0.82044437,0.000984471,0.01790034,ZC204.11,WBGene00022561,Sequence name for WBGene00022561(btb-13). History: N.A.
C01G10.10,53.34897439,0.82040497,0.000201699,0.004848997,C01G10.10,WBGene00007237,Public name for WBGene00007237. History: N.A.
C41D11.8,1031.517253,0.819121132,2.76E-07,1.56E-05,C41D11.8,WBGene00000787,Sequence name for WBGene00000787(cps-6). History: N.A.
F22E12.1,74.81760018,0.818703364,1.71E-05,0.000616874,F22E12.1,WBGene00009058,Public name for WBGene00009058. History: N.A.
F32A7.6,39.63333703,0.817815352,0.000933275,0.01716198,F32A7.6,WBGene00000088,Sequence name for WBGene00000088(aex-5). History: N.A.
LLC1.1,150.5731244,0.815329625,2.63E-08,1.81E-06,LLC1.1,WBGene00006606,Sequence name for WBGene00006606(tra-3). History: N.A.
D1005.3,96.22493618,0.811898342,3.89E-05,0.001223477,D1005.3,WBGene00016997,Sequence name for WBGene00016997(cebp-1). History: Renamed on 2017-04-04
Y38E10A.14,94.2469675,0.811690189,2.83E-05,0.000940317,Y38E10A.14,WBGene00012592,Public name for WBGene00012592. History: N.A.
Y46H3C.7,15293.4995,-0.80997018,1.91E-13,3.02E-11,Y46H3C.7,WBGene00021607,Public name for WBGene00021607. History: N.A.
Y49E10.30,6864.87771,-0.809963499,1.85E-05,0.000651985,Y49E10.30,WBGene00194981,Public name for WBGene00194981. History: N.A.
T05F1.13,152.7306836,-0.809628829,2.62E-06,0.000119502,T05F1.13,WBGene00011497,Public name for WBGene00011497. History: N.A.
C02B8.2,161.8133378,-0.808889224,0.001206327,0.021056902,C02B8.2,WBGene00015321,Sequence name for WBGene00015321(fbxc-38). History: N.A.
K09H9.5,25.81032758,0.80847297,0.003398148,0.044624287,K09H9.5,WBGene00019597,"Public name for WBGene00019597. History: Split into K09H9.8(WBGene00045387). History of WBGene00019597: Split into ""WBGene00045387"" on 2007-04-27"
K02F2.6,447.4523168,0.807983602,0.00022017,0.005247998,K02F2.6,WBGene00004778,Sequence name for WBGene00004778(ser-3). History: N.A.
R13A5.7,20.4764324,-0.807938933,0.008383551,0.084928365,R13A5.7,WBGene00020050,Public name for WBGene00020050. History: N.A.
Y40B10A.6,324.6676952,0.807934772,0.00216063,0.032817285,Y40B10A.6,WBGene00021491,Sequence name for WBGene00021491(comt-4). History: N.A.
Y57G11C.1,147.9005769,0.807534634,0.000147482,0.003718515,Y57G11C.1,WBGene00001818,Sequence name for WBGene00001818(haf-8). History: N.A.
C04F12.5,39.25365984,0.807449789,0.001146454,0.020324482,C04F12.5,WBGene00007299,Public name for WBGene00007299. History: N.A.
C27C7.4,108.5590644,-0.805983231,0.000770368,0.014640706,C27C7.4,WBGene00003663,Sequence name for WBGene00003663(nhr-73). History: N.A.
F52E1.9,54.84886878,-0.805007179,0.000537772,0.010988935,F52E1.9,WBGene00018697,Public name for WBGene00018697. History: N.A.
Y13C8A.1,6963.422534,-0.803442515,2.58E-05,0.000878356,Y13C8A.1,WBGene00021188,Public name for WBGene00021188. History: N.A.
F08G2.5,92.77340451,0.802125359,7.24E-05,0.002074294,F08G2.5,WBGene00008577,Public name for WBGene00008577. History: N.A.
F15D4.4,139.5625344,0.801869139,5.07E-06,0.000213653,F15D4.4,WBGene00008861,Public name for WBGene00008861. History: N.A.
Y51A2A.2,201.3717812,-0.801787228,0.000134363,0.003456879,Y51A2A.2,WBGene00014905,Public name for WBGene00014905. History: N.A.
D2063.2,46.46593849,0.80151268,0.000859833,0.015992899,D2063.2,WBGene00017061,Sequence name for WBGene00017061(oac-12). History: N.A.
F46C3.7,6863.368005,-0.801267546,3.13E-05,0.001019264,F46C3.7,WBGene00164974,Public name for WBGene00164974. History: N.A.
F23C8.7,110.499963,0.795860623,1.54E-05,0.000561714,F23C8.7,WBGene00017736,Public name for WBGene00017736. History: N.A.
Y57G11C.16,38.41050997,-0.795752057,0.001211565,0.021083456,Y57G11C.16,WBGene00004487,Sequence name for WBGene00004487(rps-18). History: N.A.
F08G5.3,386.1382455,0.793456771,1.34E-08,9.90E-07,F08G5.3,WBGene00008582,Public name for WBGene00008582. History: N.A.
F19B6.3,25.92629259,0.793142519,0.00395695,0.050050782,F19B6.3,WBGene00008949,Public name for WBGene00008949. History: N.A.
F47F6.1,94.79215878,-0.792512062,0.000152226,0.003825302,F47F6.1,WBGene00018572,Sequence name for WBGene00018572(lin-42). History: N.A.
F59F4.1,100.0054216,0.791510848,1.39E-05,0.000510342,F59F4.1,WBGene00010336,Sequence name for WBGene00010336(acox-1.6). History: Renamed on 2017-01-05
Y105C5A.14,5507.815883,-0.790169185,1.28E-05,0.000475192,Y105C5A.14,WBGene00013638,"Public name for WBGene00013638. History: Split into Y105C5A.1268(WBGene00185102). History of WBGene00013638: Split into ""WBGene00185102"" on 2009-03-13"
B0454.9,322.2793994,0.789937947,2.48E-05,0.000849401,B0454.9,WBGene00015200,Sequence name for WBGene00015200(lido-13). History: N.A.
C45G9.7,78.70049795,-0.789573038,0.002192316,0.033121194,C45G9.7,WBGene00016678,Sequence name for WBGene00016678(txbp-3). History: N.A.
W03H9.1,782.1924383,0.78887239,3.03E-09,2.49E-07,W03H9.1,WBGene00012227,Public name for WBGene00012227. History: N.A.
Y113G7B.1,65.87581204,0.788668725,9.25E-05,0.002571155,Y113G7B.1,WBGene00013754,Sequence name for WBGene00013754(fbxa-116). History: N.A.
C17C3.14,65.65494926,0.78761667,0.000574891,0.011647705,C17C3.14,WBGene00023237,Public name for WBGene00023237. History: N.A.
F22E5.13,239.9454851,0.786842833,8.78E-09,6.64E-07,F22E5.13,WBGene00017711,Public name for WBGene00017711. History: N.A.
Y46B2A.2,54.66365483,0.784958907,0.000340412,0.00770921,Y46B2A.2,,Sequence name for Suppressed gene WBGene00021577. Molecular name for Suppressed gene WBGene00021577. Public name for Suppressed gene WBGene00021577. History of WBGene00021577: N.A.. Remark: This gene was determined to be of Transposon in origin so has been suppressed from the protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
Y37E3.5,461.1015318,0.784545749,1.99E-09,1.73E-07,Y37E3.5,WBGene00021349,Sequence name for WBGene00021349(arl-13). History: N.A.
F47F6.5,267.9460509,0.783669987,8.64E-09,6.58E-07,F47F6.5,WBGene00018575,Sequence name for WBGene00018575(clec-119). History: N.A.
K02E2.11,81.19173933,-0.783473362,0.000265867,0.00616876,K02E2.11,WBGene00185118,Public name for WBGene00185118. History: N.A.
F28C6.7,41.88110456,-0.783215802,0.001489194,0.024702332,F28C6.7,WBGene00004440,Sequence name for WBGene00004440(rpl-26). History: N.A.
C50H11.15,25.72377211,0.782261519,0.005891788,0.066251964,C50H11.15,WBGene00016860,Sequence name for WBGene00016860(cyp-33C9). History: N.A.
Y55F3BR.9,120.4497564,-0.781659056,9.11E-06,0.000355181,Y55F3BR.9,WBGene00023183,Public name for WBGene00023183. History: N.A.
B0348.4,189.1038176,-0.780446486,2.43E-08,1.69E-06,B0348.4,WBGene00001177,Sequence name for WBGene00001177(egl-8). History: N.A.
ZC204.3,72.90660665,-0.779224173,0.000441659,0.009401611,ZC204.3,WBGene00022555,Sequence name for WBGene00022555(btb-12). History: N.A.
Y105C5A.1268,236.8237708,-0.778206064,1.82E-05,0.000644718,Y105C5A.1268,WBGene00185102,Public name for WBGene00185102. History: N.A.
T21E8.1,59.7979892,0.770583731,0.000165619,0.004085037,T21E8.1,WBGene00004000,Sequence name for WBGene00004000(pgp-6). History: N.A.
Y57G11C.26,26.25565406,0.769934173,0.00815716,0.083229168,Y57G11C.26,WBGene00014923,Public name for WBGene00014923. History: N.A.
