# Supplemental Table S6.  Tiling microarray expression data for Wild Type and csr-1(tm892) adult animals,,,,,,,,,,,,,,,
# probe number - number of probes included in the gene,,,,,,,,,,,,,,,
# Intensity - Intensity value obtained by geometric average for all the probes included in each gene. NA represents the absence of detected signal for a given gene,,,,,,,,,,,,,,,
# Normalized Intensity - Intensity value divided by the total intensity for the actin genes,,,,,,,,,,,,,,,
# Ratio is calculated as: wild type/(wild type+csr-1(tm892)) using the normalized intensity value,,,,,,,,,,,,,,,
# IP enriched - genes with a two fold increase for siRNAs in the CSR-1 IP are indicated,,,,,,,,,,,,,,,
# over cut off - genes with >25 reads per million in the input sample or IP sample are indicated,,,,,,,,,,,,,,,
# >10 probes - genes with signal for at least 10 probes in wild type or csr-1(tm892) are indicated,,,,,,,,,,,,,,,
# germ line siRNAs - genes that are depleted over two fold for siRNAs in the absence of a germline are indicated,,,,,,,,,,,,,,,
Gene name,Cosmid ID,Wild Type - probe number,Wild type - intensity,Wild type - normalized intensity,csr-1(tm892) - probe number,csr-1(tm892) - intensity,csr-1(tm872) - normalized intensity,RATIO (norm),RATIO,IP enriched?,>10 probes,germ line siRNA,Input,Suggested Match,History
tlf-1,F39H11.2,54,314.804093,0.009603553,47,481.5536521,0.011734494,0.549932904,0.604695132,yes,yes,yes,tlf-1,WBGene00006577,Public name for WBGene00006577. History: N.A.
sand-1,F41H10.11,54,929.3312809,0.028350592,51,955.4354972,0.023282042,0.450917192,0.506925052,yes,yes,yes,sand-1,WBGene00018321,Public name for WBGene00018321. History: N.A.
pqn-41,F53A3.4,54,1123.373239,0.034270122,54,1207.108982,0.029414819,0.461880295,0.517965325,yes,yes,yes,pqn-41,WBGene00004128,Public name for WBGene00004128. History: N.A.
syn-3,F55A11.2,54,931.0991409,0.028404523,56,1011.730451,0.024653837,0.464655093,0.520750999,yes,yes,yes,syn-3,WBGene00006373,Other name for WBGene00006373(syx-5). History: Renamed on 2010-04-16
cyp-31A2,H02I12.8,54,1412.501406,0.043090394,52,778.1967686,0.018963091,0.305592684,0.355227743,yes,yes,yes,cyp-31A2,WBGene00010354,Public name for WBGene00010354. History: N.A.
K02B2.1,K02B2.1,54,1265.872061,0.038617254,50,879.065832,0.021421067,0.35678991,0.409832767,yes,yes,yes,K02B2.1,WBGene00019295,Sequence name for WBGene00019295(pfkb-1.2). History: N.A.
grp-1,K06H7.4,54,925.0724362,0.02822067,46,732.8201313,0.017857353,0.387545999,0.44201907,yes,yes,yes,grp-1,WBGene00001743,Public name for WBGene00001743. History: N.A.
mei-1,T01G9.5,54,1840.017854,0.0561324,52,915.069412,0.022298402,0.284306695,0.332138086,yes,yes,yes,mei-1,WBGene00003183,Public name for WBGene00003183. History: N.A.
pgk-1,T03F1.3,54,2003.376581,0.061115893,52,2081.963335,0.050733261,0.453586452,0.509618141,yes,yes,yes,pgk-1,WBGene00020185,Public name for WBGene00020185. History: N.A.
bath-43,T16H12.5,54,462.3958087,0.014106051,52,415.4285561,0.010123159,0.417808039,0.473247921,yes,yes,yes,,,
mom-5,T23D8.1,54,1186.948434,0.036209575,56,860.7130602,0.020973847,0.366781952,0.420339525,yes,yes,yes,mom-5,WBGene00003397,Public name for WBGene00003397. History: N.A.
T24B1.1,T24B1.1,54,503.1396213,0.015349,57,764.591823,0.018631566,0.548300631,0.603118134,yes,yes,yes,T24B1.1,WBGene00011975,Sequence name for WBGene00011975(golg-5). History: N.A.
nduf-2.2,T26A5.3,54,1085.051084,0.033101049,52,1070.967634,0.026097328,0.440845332,0.496733922,yes,yes,yes,nduf-2.2,WBGene00006463,Public name for WBGene00006463. History: Renamed on 2008-02-26
exoc-8,Y105E8B.2,54,325.8028018,0.009939085,60,353.608069,0.008616718,0.464367836,0.520462778,yes,yes,yes,exoc-8,WBGene00013687,Public name for WBGene00013687. History: N.A.
mtm-1,Y110A7A.5,54,354.9585099,0.010828522,59,497.0846347,0.012112953,0.527993661,0.583403127,yes,yes,yes,mtm-1,WBGene00003475,Public name for WBGene00003475. History: N.A.
gly-4,Y116F11B.12,54,254.7980565,0.007772982,50,266.6042081,0.006496609,0.455276442,0.511321538,yes,yes,yes,gly-4,WBGene00001629,Public name for WBGene00001629. History: N.A.
hpr-9,Y39A1A.23,54,396.5246452,0.012096556,54,495.9680538,0.012085744,0.499776448,0.555711049,yes,yes,yes,hpr-9,WBGene00001997,Public name for WBGene00001997. History: N.A.
inx-22,Y47G6A.2,54,1418.524535,0.043274138,55,768.7969228,0.018734036,0.302122035,0.351478709,yes,yes,yes,inx-22,WBGene00002144,Public name for WBGene00002144. History: N.A.
Y48C3A.20,Y48C3A.20,54,877.208766,0.026760519,54,685.4610435,0.016703308,0.384303659,0.438647396,yes,yes,yes,Y48C3A.20,WBGene00012998,Public name for WBGene00012998. History: N.A.
Y4C6B.1,Y4C6B.1,54,904.0422005,0.027579112,52,739.5721982,0.018021888,0.395208173,0.449966975,yes,yes,yes,Y4C6B.1,WBGene00021155,Public name for WBGene00021155. History: N.A.
Y67D2.2,Y67D2.2,54,591.0535795,0.018030942,55,534.0959352,0.013014844,0.419214512,0.474688855,yes,yes,yes,Y67D2.2,WBGene00022052,Public name for WBGene00022052. History: N.A.
Y73B3A.1,Y73B3A.1,54,1078.3488,0.032896586,52,1670.514279,0.040707075,0.553057746,0.607710981,yes,yes,yes,Y73B3A.1,WBGene00022203,Public name for WBGene00022203. History: N.A.
trm-1,ZC376.5,54,399.0982421,0.012175068,56,457.7434545,0.011154288,0.478122414,0.534221731,yes,yes,yes,trm-1,WBGene00006613,Public name for WBGene00006613. History: N.A.
spn-4,ZC404.8,54,2328.572771,0.071036472,49,1282.072099,0.03124152,0.305456913,0.355081196,yes,yes,yes,spn-4,WBGene00004984,Public name for WBGene00004984. History: N.A.
ZK1127.6,ZK1127.6,54,1617.988966,0.049359088,55,1590.256176,0.038751346,0.439804281,0.495677888,yes,yes,yes,ZK1127.6,WBGene00022853,Public name for WBGene00022853. History: N.A.
tag-246,ZK1128.5,54,557.5762405,0.017009668,53,608.4640246,0.014827045,0.465721608,0.521820766,yes,yes,yes,tag-246,WBGene00044072,Other name for WBGene00044072(ham-3). History: Renamed on 2011-02-11; Renamed on 2012-07-20
taf-8,ZK1320.12,54,1030.053578,0.031423271,55,705.8277474,0.017199603,0.353734814,0.4066106,yes,yes,yes,taf-8,WBGene00006390,Public name for WBGene00006390. History: N.A.
B0524.1,B0524.1,53,701.4556032,0.021398915,53,1181.2938,0.028785755,0.573596576,0.627430182,yes,yes,yes,B0524.1,WBGene00004128,"Public name for Dead gene WBGene00015240. History of WBGene00015240: Merged into ""WBGene00004128"" on 2009-08-28"
kin-19,C03C10.1,53,1297.17758,0.039572274,56,1614.845185,0.039350531,0.498595191,0.554544149,yes,yes,yes,kin-19,WBGene00002202,Public name for WBGene00002202. History: N.A.
dli-1,C39E9.14,53,658.7258658,0.020095383,52,741.2682258,0.018063217,0.473372103,0.529479539,yes,yes,yes,dli-1,WBGene00001007,Public name for WBGene00001007. History: N.A.
com-1,C44B9.5,53,809.5522901,0.024696561,52,588.0512701,0.014329627,0.367179784,0.420756849,yes,yes,yes,com-1,WBGene00008082,"Public name for WBGene00008082. History: Split into fbxb-87(WBGene00043996). History of WBGene00008082: Split into ""WBGene00043996"" on 2004-11-08"
wdfy-2,D2013.2,53,759.8715571,0.023180978,51,476.3193617,0.011606945,0.333648695,0.385312135,yes,yes,yes,wdfy-2,WBGene00008402,Public name for WBGene00008402. History: N.A.
D2030.1,D2030.1,53,381.3473692,0.011633552,59,275.3548383,0.006709844,0.365790719,0.419299395,yes,yes,yes,D2030.1,WBGene00008411,Sequence name for WBGene00008411(mans-1). History: N.A.
lir-2,F18A1.4,53,274.7452474,0.0083815,52,276.5179122,0.006738186,0.445656458,0.501607821,yes,yes,yes,lir-2,WBGene00003045,Public name for WBGene00003045. History: N.A.
dnj-10,F22B7.5,53,613.2571798,0.018708295,53,828.5671975,0.020190517,0.519052276,0.574665827,yes,yes,yes,dnj-10,WBGene00001028,Public name for WBGene00001028. History: N.A.
prom-1,F26H9.1,53,573.552291,0.01749704,50,413.0543498,0.010065304,0.365183165,0.418661635,yes,yes,yes,prom-1,WBGene00009173,Public name for WBGene00009173. History: N.A.
eft-3,F31E3.5,53,11893.32283,0.362822975,54,13003.03749,0.316857884,0.46618627,0.522286685,yes,yes,yes,eft-3,WBGene00001168,Other name for WBGene00001168(eef-1A.1). History: Renamed on 2005-09-08; Renamed on 2010-08-03
F36A2.9,F36A2.9,53,888.3400561,0.027100095,52,807.5146026,0.019677508,0.42066088,0.476169699,yes,yes,yes,F36A2.9,WBGene00009456,Public name for WBGene00009456. History: N.A.
hmg-1.2,F47D12.4,53,1135.613057,0.034643515,53,1152.00994,0.028072166,0.447610004,0.503583825,yes,yes,yes,hmg-1.2,WBGene00001972,Public name for WBGene00001972. History: N.A.
cep-1,F52B5.5,53,648.042925,0.019769485,54,774.134935,0.018864112,0.488282577,0.544330605,yes,yes,yes,cep-1,WBGene00000467,Public name for WBGene00000467. History: N.A.. Other name for WBGene00000366(cbp-1). History: N.A.. Other name for WBGene00004048(plx-2). History: N.A.
dnj-13,F54D5.8,53,2674.303882,0.081583499,52,2407.241242,0.05865963,0.418270973,0.4737223,yes,yes,yes,dnj-13,WBGene00001031,Public name for WBGene00001031. History: N.A.
rpt-5,F56H1.4,53,1251.506239,0.038179004,53,1332.368448,0.032467141,0.459574135,0.515647471,yes,yes,yes,rpt-5,WBGene00004505,Public name for WBGene00004505. History: N.A.
F59B8.2,F59B8.2,53,1138.906609,0.03474399,54,1505.77022,0.036692593,0.513638697,0.569358873,yes,yes,yes,F59B8.2,WBGene00010317,Sequence name for WBGene00010317(idh-1). History: N.A.
dcn-1,H38K22.2,53,1180.012489,0.035997984,53,1011.754383,0.02465442,0.406487109,0.461615875,yes,yes,yes,dcn-1,WBGene00010428,Public name for WBGene00010428. History: N.A.
K01G5.5,K01G5.5,53,3874.806325,0.118206558,55,3778.690073,0.092079081,0.437876221,0.493720762,yes,yes,yes,K01G5.5,WBGene00010478,Public name for WBGene00010478. History: N.A.
K04G2.2,K04G2.2,53,1176.63687,0.035895006,50,1252.279871,0.030515543,0.459498434,0.515571345,yes,yes,yes,K04G2.2,WBGene00045192,"Sequence name for WBGene00045192(aho-3). History: N.A.. Public name for Dead gene WBGene00010561. History of WBGene00010561: Merged into ""WBGene00045192"" on 2012-04-27"
K07C5.3,K07C5.3,53,637.1691158,0.019437763,52,583.3490051,0.014215043,0.422402894,0.477951941,yes,yes,yes,K07C5.3,WBGene00010626,Public name for WBGene00010626. History: N.A.
M176.2,M176.2,53,418.9256779,0.012779932,51,729.5869527,0.017778567,0.581787966,0.635245041,yes,yes,yes,M176.2,WBGene00010941,Sequence name for WBGene00010941(gss-1). History: N.A.
R10E11.3,R10E11.3,53,689.2536214,0.021026676,50,516.7615593,0.01259244,0.374561905,0.428486778,yes,yes,yes,R10E11.3,WBGene00011216,Sequence name for WBGene00011216(usp-46). History: Renamed on 2009-03-31
R155.1,R155.1,53,571.7833561,0.017443076,49,703.3955101,0.017140335,0.49562302,0.55160537,yes,yes,yes,R155.1,WBGene00020115,Sequence name for WBGene00020115(mboa-6). History: N.A.
dnj-18,T04A8.9,53,1164.051686,0.035511076,55,806.5499576,0.019654001,0.356276144,0.409291223,yes,yes,yes,dnj-18,WBGene00001036,Public name for WBGene00001036. History: N.A.
act-3,T04C12.4,53,5502.90098,0.167873935,54,6563.456218,0.159938234,0.487895963,0.543946786,yes,yes,yes,act-3,WBGene00000065,Public name for WBGene00000065. History: N.A.
cyb-3,T06E6.2,53,5664.691022,0.172809574,51,2074.196991,0.050544011,0.226295947,0.268022614,yes,yes,yes,cyb-3,WBGene00000868,Public name for WBGene00000868. History: N.A.
fat-4,T13F2.1,53,1628.938609,0.049693123,55,2003.03755,0.048809998,0.495517278,0.551500743,yes,yes,yes,fat-4,WBGene00001396,Public name for WBGene00001396. History: N.A.
adr-2,T20H4.4,53,548.9693697,0.016747103,51,347.3444726,0.008464087,0.33572738,0.387525503,yes,yes,yes,adr-2,WBGene00000080,Public name for WBGene00000080. History: N.A.
Y102E9.2,Y102E9.2,53,1536.840751,0.046883545,52,919.4881865,0.022406079,0.323368458,0.374334305,yes,yes,yes,Y102E9.2,WBGene00022420,Sequence name for WBGene00022420(wdr-4). History: N.A.
Y110A7A.15,Y110A7A.15,53,420.6317738,0.012831979,53,405.7450288,0.009887191,0.435191547,0.490992762,yes,yes,yes,Y110A7A.15,WBGene00022462,Public name for WBGene00022462. History: N.A.
Y37E11B.5,Y37E11B.5,53,243.3649965,0.0074242,57,326.6724097,0.00796035,0.517424934,0.573071883,yes,yes,yes,Y37E11B.5,WBGene00021377,Public name for WBGene00021377. History: N.A.
Y37H2A.1,Y37H2A.1,53,774.6068278,0.023630499,49,994.869513,0.02424297,0.506396769,0.562239511,yes,yes,yes,Y37H2A.1,WBGene00012562,Public name for WBGene00012562. History: N.A.
pph-5,Y39B6A.2,53,957.0464549,0.029196083,52,725.8227507,0.017686841,0.377255505,0.43130075,yes,yes,yes,pph-5,WBGene00012665,Public name for WBGene00012665. History: N.A.
Y39B6A.33,Y39B6A.33,53,738.3692212,0.022525019,54,1204.071348,0.029340798,0.565705894,0.619875515,yes,yes,yes,Y39B6A.33,WBGene00012692,Public name for WBGene00012692. History: N.A.
Y41C4A.9,Y41C4A.9,53,274.9198117,0.008386826,41,292.7326872,0.007133307,0.459616375,0.515689947,yes,yes,yes,Y41C4A.9,WBGene00012756,Public name for WBGene00012756. History: N.A.
sas-6,Y45F10D.9,53,425.8923226,0.01299246,56,368.6850569,0.008984114,0.408804115,0.464001451,yes,yes,yes,sas-6,WBGene00012888,Public name for WBGene00012888. History: N.A.
Y54E10A.12,Y54E10A.12,53,319.2615397,0.009739534,57,514.4778322,0.012536791,0.562785416,0.617072732,yes,yes,yes,Y54E10A.12,WBGene00021832,Sequence name for WBGene00021832(syp-5). History: N.A.
Y54H5A.1,Y54H5A.1,53,1475.353318,0.045007782,57,1143.202018,0.027857535,0.382315431,0.436577376,yes,yes,yes,Y54H5A.1,WBGene00021899,Public name for WBGene00021899. History: N.A.
Y67H2A.2,Y67H2A.2,53,309.9236492,0.009454668,48,285.5852896,0.006959139,0.42398081,0.479565076,yes,yes,yes,Y67H2A.2,WBGene00013461,Public name for WBGene00013461. History: N.A.
Y71G12A.2,Y71G12A.2,53,545.4125091,0.016638596,58,483.6260161,0.011784994,0.414620182,0.469978533,yes,yes,yes,Y71G12A.2,WBGene00022138,Sequence name for WBGene00022138(trpp-10). History: N.A.
tag-349,Y73F8A.34,53,765.6927382,0.023358562,56,322.0694001,0.007848184,0.25148998,0.2960844,yes,yes,yes,tag-349,WBGene00013538,Other name for WBGene00013538(ari-1.4). History: Renamed on 2018-05-24
ZC317.7,ZC317.7,53,274.2851304,0.008367464,52,308.6356959,0.007520831,0.473356732,0.529464178,yes,yes,yes,ZC317.7,WBGene00022590,Public name for WBGene00022590. History: N.A.
cyp-44A1,ZK177.5,53,536.2290986,0.016358442,46,361.8126073,0.008816646,0.350213107,0.402890651,yes,yes,yes,cyp-44A1,WBGene00000375,Public name for WBGene00000375. History: N.A.
ZK328.4,ZK328.4,53,362.2019255,0.011049492,53,378.2813286,0.009217956,0.4548158,0.510857371,yes,yes,yes,ZK328.4,WBGene00022694,Sequence name for WBGene00022694(gcna-1). History: N.A.
pdhk-2,ZK370.5,53,417.6463394,0.012740904,48,495.696716,0.012079132,0.486668599,0.542727854,yes,yes,yes,pdhk-2,WBGene00022719,Public name for WBGene00022719. History: N.A.
ent-1,ZK809.4,53,872.9493714,0.02663058,51,982.0813211,0.023931348,0.473307657,0.529415133,yes,yes,yes,ent-1,WBGene00001320,Public name for WBGene00001320. History: N.A.
elpc-3,ZK863.3,53,274.8612928,0.00838504,50,248.71066,0.006060579,0.419544413,0.475026706,yes,yes,yes,elpc-3,WBGene00014123,Public name for WBGene00014123. History: N.A.
ntl-2,B0286.4,52,353.047761,0.010770231,52,406.0865953,0.009895514,0.478836539,0.53493376,yes,yes,yes,ntl-2,WBGene00003825,Public name for WBGene00003825. History: N.A.
mau-2,C09H6.3,52,633.0915814,0.019313372,55,446.5835557,0.010882344,0.360393627,0.413627711,yes,yes,yes,mau-2,WBGene00003136,Public name for WBGene00003136. History: N.A.
pdi-1,C14B1.1,52,2356.273881,0.071881535,54,2590.383554,0.06312244,0.467559863,0.523663421,yes,yes,yes,pdi-1,WBGene00003962,Public name for WBGene00003962. History: N.A.
C17D12.7,C17D12.7,52,347.2269788,0.01059266,48,337.9035141,0.008234029,0.437359389,0.493195848,yes,yes,yes,C17D12.7,WBGene00007640,Sequence name for WBGene00007640(pcmd-1). History: N.A.
cas-2,C18E3.6,52,1001.426849,0.030549971,52,1106.033959,0.026951824,0.468712743,0.524818281,yes,yes,yes,cas-2,WBGene00015975,Public name for WBGene00015975. History: N.A.
sptl-1,C23H3.4,52,2038.623919,0.062191164,51,2351.933825,0.057311899,0.479585189,0.535679966,yes,yes,yes,sptl-1,WBGene00016020,Public name for WBGene00016020. History: N.A.
goa-1,C26C6.2,52,964.6522225,0.029428108,49,1201.852083,0.029286719,0.49879597,0.554742531,yes,yes,yes,goa-1,WBGene00001648,Public name for WBGene00001648. History: Renamed on 2017-04-06
ruvb-1,C27H6.2,52,829.5454628,0.025306481,57,1016.67573,0.024774344,0.494687212,0.550679265,yes,yes,yes,ruvb-1,WBGene00007784,Public name for WBGene00007784. History: N.A.
gop-3,C34E10.1,52,1040.7148,0.031748507,51,1213.548827,0.029571745,0.482250878,0.538334919,yes,yes,yes,gop-3,WBGene00001662,Public name for WBGene00001662. History: N.A.
ulp-4,C41C4.6,52,1232.196037,0.037589918,52,1178.300228,0.028712808,0.43305622,0.488820599,yes,yes,yes,ulp-4,WBGene00006739,Public name for WBGene00006739. History: N.A.
C50A2.2,C50A2.2,52,783.2381738,0.023893811,52,761.5028595,0.018556294,0.437131877,0.492964738,yes,yes,yes,C50A2.2,WBGene00016796,Sequence name for WBGene00016796(cec-2). History: N.A.
cyl-1,C52E4.6,52,566.8536684,0.017292689,51,816.6218207,0.019899432,0.535044291,0.590268369,yes,yes,yes,cyl-1,WBGene00000876,Public name for WBGene00000876. History: N.A.
spr-1,D1014.8,52,185.1921186,0.005649553,45,312.5348449,0.007615846,0.574113607,0.627924279,yes,yes,yes,spr-1,WBGene00005006,Public name for WBGene00005006. History: Renamed on 2007-02-07
rsp-7,D2089.1,52,1417.630593,0.043246867,51,1651.321246,0.040239379,0.481988125,0.538073366,yes,yes,yes,rsp-7,WBGene00004704,Public name for WBGene00004704. History: N.A.
rpt-3,F23F12.6,52,2808.211462,0.085668543,50,2680.813489,0.065326036,0.432638286,0.488395209,yes,yes,yes,rpt-3,WBGene00004503,Public name for WBGene00004503. History: N.A.
syp-1,F26D2.2,52,724.8537409,0.022112709,50,781.6166461,0.019046426,0.462750883,0.518839702,yes,yes,yes,syp-1,WBGene00006375,Public name for WBGene00006375. History: N.A.
rsr-1,F28D9.1,52,555.0065096,0.016931274,53,382.970133,0.009332212,0.355330287,0.408293891,yes,yes,yes,rsr-1,WBGene00004706,Public name for WBGene00004706. History: N.A.
F35G12.12,F35G12.12,52,802.5681544,0.0244835,49,727.7254294,0.017733206,0.420051864,0.475546285,yes,yes,yes,F35G12.12,WBGene00009445,Public name for WBGene00009445. History: N.A.
cids-2,F36A2.1,52,536.9561812,0.016380623,54,602.6410397,0.014685151,0.472711569,0.528819331,yes,yes,yes,cids-2,WBGene00009451,Public name for WBGene00009451. History: N.A.
F39H2.5,F39H2.5,52,475.1904373,0.01449637,51,418.6264518,0.010201085,0.413041954,0.46835818,yes,yes,yes,F39H2.5,WBGene00045237,"Sequence name for WBGene00045237(mrt-1). History: N.A.. Public name for Dead gene WBGene00009564. History of WBGene00009564: Merged into ""WBGene00045237"" on 2009-11-10"
rpn-7,F49C12.8,52,3606.160068,0.110011116,52,3475.443177,0.084689564,0.434973127,0.490770671,yes,yes,yes,rpn-7,WBGene00004463,Public name for WBGene00004463. History: N.A.
cir-1,F55F8.4,52,451.8873587,0.013785476,53,682.5308156,0.016631904,0.5467895,0.601657159,yes,yes,yes,cir-1,WBGene00018892,Public name for WBGene00018892. History: N.A.
F58B3.4,F58B3.4,52,343.3873014,0.010475525,52,502.1224225,0.012235714,0.538751494,0.593869483,yes,yes,yes,F58B3.4,WBGene00010231,Public name for WBGene00010231. History: N.A.
F58B3.6,F58B3.6,52,1462.223145,0.044607227,50,1867.648744,0.045510845,0.505013525,0.560877057,yes,yes,yes,F58B3.6,WBGene00010232,Public name for WBGene00010232. History: N.A.
K07A12.1,K07A12.1,52,787.4135512,0.024021187,51,1025.880245,0.024998639,0.509969973,0.565755118,yes,yes,yes,K07A12.1,WBGene00010620,Public name for WBGene00010620. History: N.A.
unc-101,K11D2.3,52,617.3214195,0.018832281,47,556.4148643,0.013558712,0.418595131,0.474054412,yes,yes,yes,unc-101,WBGene00006829,Public name for WBGene00006829. History: N.A.
pst-1,M03F8.2,52,394.7352961,0.01204197,50,391.4290015,0.009538338,0.441992674,0.497897199,yes,yes,yes,pst-1,WBGene00004206,Public name for WBGene00004206. History: Renamed on 2009-12-03
M18.8,M18.8,52,842.3957243,0.025698497,50,937.4026998,0.022842619,0.4705829,0.526690375,yes,yes,yes,M18.8,WBGene00010892,Sequence name for WBGene00010892(dhhc-6). History: N.A.
R08D7.4,R08D7.4,52,478.5762627,0.014599659,49,471.7778545,0.011496278,0.440538991,0.496423224,yes,yes,yes,R08D7.4,WBGene00011144,Public name for WBGene00011144. History: N.A.
T03F1.1,T03F1.1,52,1350.018175,0.041184252,53,1753.546789,0.04273041,0.509212679,0.565010499,yes,yes,yes,T03F1.1,WBGene00020184,Sequence name for WBGene00020184(uba-5). History: N.A.
T12D8.8,T12D8.8,52,950.9542318,0.029010231,53,942.1486582,0.022958269,0.441772783,0.497674301,yes,yes,yes,T12D8.8,WBGene00011735,Sequence name for WBGene00011735(hip-1). History: N.A.
cmd-1,T21H3.3,52,3393.542318,0.103524905,48,4240.555078,0.103333803,0.499538084,0.555475632,yes,yes,yes,cmd-1,WBGene00000552,Public name for WBGene00000552. History: N.A.
T28A8.4,T28A8.4,52,687.1989702,0.020963996,54,584.3675764,0.014239863,0.404497217,0.459565076,yes,yes,yes,T28A8.4,WBGene00012110,Public name for WBGene00012110. History: N.A.
mys-1,VC5.4,52,323.9714434,0.009883216,56,354.1385578,0.008629645,0.466143223,0.522243526,yes,yes,yes,mys-1,WBGene00007029,Public name for WBGene00007029. History: N.A.
rsp-1,W02B12.3,52,1409.002393,0.042983651,51,1190.739243,0.029015922,0.403001303,0.458022146,yes,yes,yes,rsp-1,WBGene00004698,Public name for WBGene00004698. History: N.A.
map-2,Y116A8A.9,52,757.4729273,0.023107805,52,1060.771226,0.025848862,0.527994734,0.583404173,yes,yes,yes,map-2,WBGene00003130,Public name for WBGene00003130. History: N.A.
Y24F12A.1,Y24F12A.1,52,720.3061377,0.021973978,50,627.8862896,0.015300327,0.410479196,0.465724534,yes,yes,yes,Y24F12A.1,WBGene00012496,Public name for WBGene00012496. History: N.A.
spd-1,Y34D9A.4,52,577.8452378,0.017628003,62,980.5057871,0.023892955,0.575443252,0.629194431,yes,yes,yes,spd-1,WBGene00004952,Public name for WBGene00004952. History: N.A.
Y39A3CL.7,Y39A3CL.7,52,650.9045505,0.019856783,45,601.2681818,0.014651697,0.424582512,0.480179904,yes,yes,yes,Y39A3CL.7,WBGene00021443,Public name for WBGene00021443. History: N.A.
Y48G1C.1,Y48G1C.1,52,923.3189112,0.028167176,54,2191.593481,0.053404727,0.654695127,0.703581098,yes,yes,yes,Y48G1C.1,WBGene00021676,Sequence name for WBGene00021676(pid-2). History: Renamed on 2021-03-11
mek-2,Y54E10BL.6,52,320.3286395,0.009772087,48,440.9441058,0.010744921,0.52370799,0.579219614,yes,yes,yes,mek-2,WBGene00003186,Public name for WBGene00003186. History: N.A.
csn-4,Y55F3AM.15,52,357.6082258,0.010909355,45,415.0886792,0.010114877,0.481105653,0.537194696,yes,yes,yes,csn-4,WBGene00000816,Public name for WBGene00000816. History: N.A.
ZK616.4,ZK616.4,52,886.9368361,0.027057288,53,789.2636026,0.019232767,0.415483784,0.470864692,yes,yes,yes,ZK616.4,WBGene00022774,Sequence name for WBGene00022774(swsn-6). History: Renamed on 2011-02-11
B0001.3,B0001.3,51,325.5451102,0.009931223,61,350.2871955,0.008535795,0.462218358,0.5183049,yes,yes,yes,B0001.3,WBGene00007088,Public name for WBGene00007088. History: N.A.
B0491.6,B0491.6,51,236.2878402,0.007208302,51,297.7352093,0.007255209,0.501621564,0.557532507,yes,yes,yes,B0491.6,WBGene00007193,Public name for WBGene00007193. History: N.A.
tag-264,B0511.8,51,355.5887719,0.010847749,52,421.6470231,0.01027469,0.486434846,0.542495631,yes,yes,yes,tag-264,WBGene00044321,Other name for WBGene00044321(mrps-30). History: Renamed on 2011-06-10
pgl-2,B0523.3,51,220.6782889,0.00673211,48,209.8427448,0.005113446,0.431676324,0.487415779,yes,yes,yes,pgl-2,WBGene00003993,Public name for WBGene00003993. History: N.A.
C05D2.6,C05D2.6,51,318.392726,0.00971303,61,419.0380331,0.010211114,0.512499532,0.568240513,yes,yes,yes,C05D2.6,WBGene00015468,Sequence name for WBGene00015468(madf-11). History: N.A.
C06E7.3,C06E7.3,51,825.2692936,0.025176031,55,1119.699423,0.027284824,0.520098733,0.575690197,yes,yes,yes,C06E7.3,WBGene00015540,Sequence name for WBGene00015540(sams-4). History: N.A.
C08F8.3,C08F8.3,51,979.8115374,0.029890565,50,684.5717921,0.016681638,0.358188732,0.411306566,yes,yes,yes,C08F8.3,WBGene00007445,Public name for WBGene00007445. History: N.A.
tag-146,C27A12.3,51,661.3727156,0.020176129,55,420.6475499,0.010250335,0.336888805,0.388761249,yes,yes,yes,tag-146,WBGene00006492,Other name for WBGene00006492(let-391). History: Renamed on 2015-03-03
C27F2.5,C27F2.5,51,245.3335046,0.007484253,41,211.9891622,0.00516575,0.408359588,0.463543965,yes,yes,yes,C27F2.5,WBGene00016167,Sequence name for WBGene00016167(vps-22). History: N.A.
pph-6,C34C12.3,51,616.9294327,0.018820323,40,715.7082115,0.01744037,0.48097179,0.537061379,yes,yes,yes,pph-6,WBGene00007922,Public name for WBGene00007922. History: N.A.
rpt-1,C52E4.4,51,1662.787177,0.050725722,52,1468.439173,0.035782911,0.413633987,0.468966152,yes,yes,yes,rpt-1,WBGene00004501,Public name for WBGene00004501. History: N.A.
F22F7.1,F22F7.1,51,2380.415366,0.072618006,51,2607.536475,0.063540422,0.466665363,0.522766971,yes,yes,yes,F22F7.1,WBGene00017719,Sequence name for WBGene00017719(ldp-1). History: N.A.
rpt-4,F23F1.8,51,1206.814691,0.036815624,52,1325.307142,0.032295071,0.46729484,0.523397858,yes,yes,yes,rpt-4,WBGene00004504,Public name for WBGene00004504. History: N.A.
F25B5.5,F25B5.5,51,198.3900121,0.006052174,48,258.0147792,0.006287301,0.509527468,0.56532005,yes,yes,yes,F25B5.5,WBGene00017776,Public name for WBGene00017776. History: N.A.
ubc-25,F25H2.8,51,2027.231442,0.06184362,52,1768.073001,0.043084385,0.410609014,0.465858017,yes,yes,yes,ubc-25,WBGene00006720,Public name for WBGene00006720. History: N.A.
tba-1,F26E4.8,51,2219.135012,0.067697916,50,2443.161635,0.059534938,0.467921108,0.524025351,yes,yes,yes,tba-1,WBGene00006528,Public name for WBGene00006528. History: N.A.
figl-1,F32D1.1,51,254.7401798,0.007771217,58,345.9478928,0.008430055,0.520332908,0.575919364,yes,yes,yes,figl-1,WBGene00017981,Public name for WBGene00017981. History: N.A.
