# CSR-1 22G-RNA targets,,,
# CSR-1 targets > 1 RPM,> 1 RPM in IP and log2FC (IP/Input) > 1,,
# CSR-1 targets > 50 RPM,> 50 RPM in IP and log2FC (IP/Input) > 1,,
# CSR-1 targets > 150 RPM,> 150 RPM in IP and log2FC (IP/Input) > 1,,
# Sorted embryos,1 cell,early vs 1-cell,late vs 1-cell
# Stable,> 1TPM,has to be -0.5< log2FC <0.5,has to be -0.5< log2FC <0.5
# Late degraded,> 1TPM,has to be -0.5< log2FC <0.5,has to be log2FC < -1
# Early degraded,> 1TPM,has to be log2FC < -1,has to be log2FC < -1
# Maternal cleared ,> 1TPM,has to be log2FC < -0.5,has to be log2FC < -1
# Newly zygotic,< 1TPM,> 1TPM and log2FC > 1,> 1TPM and log2FC > 1
# Maternal and zygotic,> 1TPM,log2FC > 0.5,
# Maternal and zygotic,> 1TPM,,log2FC > 0.5
# all in 1-Cell,> 1TPM,,
CSR-1 Targets Adults > 50 RPM (1367),Unnamed: 1,Unnamed: 2,Unnamed: 3,Input,Suggested Match,History
WBGene00010676,,,,WBGene00010676,WBGene00010676,History: N.A.
WBGene00010677,,,,WBGene00010677,WBGene00010677,History: N.A.
WBGene00010685,,,,WBGene00010685,WBGene00010685,History: Renamed on 2009-02-16
WBGene00010713,,,,WBGene00010713,WBGene00010713,History: N.A.
WBGene00010732,,,,WBGene00010732,WBGene00010732,History: N.A.
WBGene00010781,,,,WBGene00010781,WBGene00010781,"History: Split into K11H3.8(WBGene00185002). History of WBGene00010781: Split into ""WBGene00185002"" on 2009-02-11"
WBGene00010785,,,,WBGene00010785,WBGene00010785,History: Renamed on 2015-07-16
WBGene00010787,,,,WBGene00010787,WBGene00010787,History: N.A.
WBGene00010807,,,,WBGene00010807,WBGene00010807,History: N.A.
WBGene00010844,,,,WBGene00010844,WBGene00010844,History: N.A.
WBGene00010845,,,,WBGene00010845,WBGene00010845,History: N.A.
WBGene00010847,,,,WBGene00010847,WBGene00010847,History: N.A.
WBGene00010890,,,,WBGene00010890,WBGene00010890,History: N.A.
WBGene00010892,,,,WBGene00010892,WBGene00010892,History: N.A.
WBGene00010908,,,,WBGene00010908,WBGene00010908,History: Renamed on 2018-03-19
WBGene00010912,,,,WBGene00010912,WBGene00010912,History: N.A.
WBGene00010941,,,,WBGene00010941,WBGene00010941,History: N.A.
WBGene00010990,,,,WBGene00010990,WBGene00010990,History: N.A.
WBGene00011032,,,,WBGene00011032,WBGene00011032,History: N.A.
WBGene00011037,,,,WBGene00011037,WBGene00011037,History: N.A.
WBGene00011043,,,,WBGene00011043,WBGene00011043,History: N.A.
WBGene00011047,,,,WBGene00011047,WBGene00011047,History: Renamed on 2021-04-19
WBGene00011051,,,,WBGene00011051,WBGene00011051,History: N.A.
WBGene00011061,,,,WBGene00011061,WBGene00011061,History: N.A.
WBGene00011071,,,,WBGene00011071,WBGene00011071,"History: Split into R06F6.12(WBGene00023418). History of WBGene00011071: Split into ""WBGene00023418"" on 2004-07-05"
WBGene00011087,,,,WBGene00011087,WBGene00011087,History: N.A.
WBGene00011111,,,,WBGene00011111,WBGene00011111,History: Renamed on 2011-02-11
WBGene00011122,,,,WBGene00011122,WBGene00011122,History: N.A.
WBGene00011142,,,,WBGene00011142,WBGene00011142,History: N.A.
WBGene00011146,,,,WBGene00011146,WBGene00011146,History: N.A.
WBGene00011230,,,,WBGene00011230,WBGene00011230,History: N.A.
WBGene00011240,,,,WBGene00011240,WBGene00011240,History: N.A.
WBGene00011270,,,,WBGene00011270,WBGene00011270,History: N.A.
WBGene00011282,,,,WBGene00011282,WBGene00011282,History: N.A.
WBGene00011292,,,,WBGene00011292,WBGene00011292,History: N.A.
WBGene00011300,,,,WBGene00011300,WBGene00011300,History: N.A.
WBGene00011320,,,,WBGene00011320,WBGene00011320,History: N.A.
WBGene00011323,,,,WBGene00011323,WBGene00011323,History: Renamed on 2013-10-16
WBGene00011324,,,,WBGene00011324,WBGene00011324,History: Renamed on 2019-05-20
WBGene00011333,,,,WBGene00011333,WBGene00011333,History: N.A.
WBGene00011334,,,,WBGene00011334,WBGene00011334,History: N.A.
WBGene00011338,,,,WBGene00011338,WBGene00011338,History: N.A.
WBGene00011350,,,,WBGene00011350,WBGene00011350,History: N.A.
WBGene00011376,,,,WBGene00011376,WBGene00011376,History: N.A.
WBGene00011411,,,,WBGene00011411,WBGene00011411,History: N.A.
WBGene00011464,,,,WBGene00011464,WBGene00011464,History: N.A.
WBGene00011501,,,,WBGene00011501,WBGene00011501,History: N.A.
WBGene00011502,,,,WBGene00011502,WBGene00011502,History: N.A.
WBGene00011507,,,,WBGene00011507,WBGene00011507,History: N.A.
WBGene00011538,,,,WBGene00011538,WBGene00011538,History: N.A.
WBGene00011559,,,,WBGene00011559,WBGene00011559,History: Renamed on 2014-11-12
WBGene00011560,,,,WBGene00011560,WBGene00011560,History: N.A.
WBGene00011562,,,,WBGene00011562,WBGene00011562,"History: Split into ""WBGene00044098"" on 2005-02-03"
WBGene00011580,,,,WBGene00011580,WBGene00011580,History: N.A.
WBGene00011601,,,,WBGene00011601,WBGene00011601,History: N.A.
WBGene00011604,,,,WBGene00011604,WBGene00011604,History: N.A.
WBGene00011605,,,,WBGene00011605,WBGene00011605,History: Renamed on 2005-03-17
WBGene00011629,,,,WBGene00011629,WBGene00011629,History: N.A.
WBGene00011638,,,,WBGene00011638,WBGene00011638,History: N.A.
WBGene00011648,,,,WBGene00011648,WBGene00011648,History: Renamed on 2013-05-21
WBGene00011720,,,,WBGene00011720,WBGene00011720,History: N.A.
WBGene00011722,,,,WBGene00011722,WBGene00011722,History: N.A.
WBGene00011729,,,,WBGene00011729,WBGene00011729,History: Renamed on 2007-05-03
WBGene00011734,,,,WBGene00011734,WBGene00011734,History: N.A.
WBGene00011758,,,,WBGene00011758,WBGene00011758,History: Renamed on 2005-03-17; Renamed on 2021-03-11
WBGene00011775,,,,WBGene00011775,WBGene00011775,History: N.A.
WBGene00011788,,,,WBGene00011788,WBGene00011788,History: N.A.
WBGene00011806,,,,WBGene00011806,WBGene00011806,"History: Split into T16G12.12(WBGene00269433). History of WBGene00011806: Split into ""WBGene00269433"" on 2016-04-19"
WBGene00011819,,,,WBGene00011819,WBGene00011819,History: N.A.
WBGene00011835,,,,WBGene00011835,WBGene00011835,History: N.A.
WBGene00011867,,,,WBGene00011867,WBGene00011867,History: Renamed on 2008-04-30
WBGene00011884,,,,WBGene00011884,WBGene00011884,History: N.A.
WBGene00011885,,,,WBGene00011885,WBGene00011885,History: N.A.
WBGene00011912,,,,WBGene00011912,WBGene00011912,History: N.A.
WBGene00011940,,,,WBGene00011940,WBGene00011940,History: N.A.
WBGene00011944,,,,WBGene00011944,WBGene00011944,History: N.A.
WBGene00011945,,,,WBGene00011945,WBGene00011945,History: N.A.
WBGene00011959,,,,WBGene00011959,WBGene00011959,History: N.A.
WBGene00011980,,,,WBGene00011980,WBGene00011980,History: N.A.
WBGene00011986,,,,WBGene00011986,WBGene00011986,History: N.A.
WBGene00011988,,,,WBGene00011988,WBGene00011988,History: N.A.
WBGene00011994,,,,WBGene00011994,WBGene00011994,History: N.A.
WBGene00012030,,,,WBGene00012030,WBGene00012030,History: N.A.
WBGene00012059,,,,WBGene00012059,WBGene00012059,History: N.A.
WBGene00012097,,,,WBGene00012097,WBGene00012097,History: N.A.
WBGene00012105,,,,WBGene00012105,WBGene00012105,History: N.A.
WBGene00012109,,,,WBGene00012109,WBGene00012109,History: N.A.
WBGene00012111,,,,WBGene00012111,WBGene00012111,"History: Split into T28A8.8(WBGene00194852). History of WBGene00012111: Split into ""WBGene00194852"" on 2009-11-04"
WBGene00012148,,,,WBGene00012148,WBGene00012148,History: N.A.
WBGene00012156,,,,WBGene00012156,WBGene00012156,History: N.A.
WBGene00012188,,,,WBGene00012188,WBGene00012188,History: N.A.
WBGene00012192,,,,WBGene00012192,WBGene00012192,History: N.A.
WBGene00012205,,,,WBGene00012205,WBGene00012205,History: N.A.
WBGene00012209,,,,WBGene00012209,WBGene00012209,History: N.A.
WBGene00012243,,,,WBGene00012243,WBGene00012243,History: N.A.
WBGene00012245,,,,WBGene00012245,WBGene00012245,History: N.A.
WBGene00012276,,,,WBGene00012276,WBGene00012276,History: N.A.
WBGene00012341,,,,WBGene00012341,WBGene00012341,History: N.A.
WBGene00012342,,,,WBGene00012342,WBGene00012342,History: N.A.
WBGene00012359,,,,WBGene00012359,WBGene00012359,History: N.A.
WBGene00012360,,,,WBGene00012360,WBGene00012360,History: N.A.
WBGene00012386,,,,WBGene00012386,WBGene00012386,History: N.A.
WBGene00012393,,,,WBGene00012393,WBGene00012393,History: N.A.
WBGene00012395,,,,WBGene00012395,WBGene00012395,History: N.A.
WBGene00012471,,,,WBGene00012471,WBGene00012471,History: N.A.
WBGene00012472,,,,WBGene00012472,WBGene00012472,History: N.A.
WBGene00012474,,,,WBGene00012474,WBGene00012474,History: N.A.
WBGene00012481,,,,WBGene00012481,WBGene00012481,History: N.A.
WBGene00012484,,,,WBGene00012484,WBGene00012484,History: Renamed on 2005-12-05
WBGene00012496,,,,WBGene00012496,WBGene00012496,History: N.A.
WBGene00012522,,,,WBGene00012522,WBGene00012522,History: N.A.
WBGene00012524,,,,WBGene00012524,WBGene00012524,History: N.A.
WBGene00012527,,,,WBGene00012527,WBGene00012527,History: N.A.
WBGene00012543,,,,WBGene00012543,WBGene00012543,History: N.A.
WBGene00012551,,,,WBGene00012551,WBGene00012551,History: N.A.
WBGene00012562,,,,WBGene00012562,WBGene00012562,History: N.A.
WBGene00012576,,,,WBGene00012576,WBGene00012576,History: N.A.
WBGene00012578,,,,WBGene00012578,WBGene00012578,History: N.A.
WBGene00012650,,,,WBGene00012650,WBGene00012650,History: N.A.
WBGene00012651,,,,WBGene00012651,WBGene00012651,History: N.A.
WBGene00012676,,,,WBGene00012676,WBGene00012676,History: N.A.
WBGene00012692,,,,WBGene00012692,WBGene00012692,History: N.A.
WBGene00012714,,,,WBGene00012714,WBGene00012714,History: N.A.
WBGene00012715,,,,WBGene00012715,WBGene00012715,History: N.A.
WBGene00012730,,,,WBGene00012730,WBGene00012730,History: N.A.
WBGene00012756,,,,WBGene00012756,WBGene00012756,History: N.A.
WBGene00012762,,,,WBGene00012762,WBGene00012762,History: N.A.
WBGene00012767,,,,WBGene00012767,WBGene00012767,History: N.A.
WBGene00012768,,,,WBGene00012768,WBGene00012768,History: N.A.
WBGene00012769,,,,WBGene00012769,WBGene00012769,History: N.A.
WBGene00012802,,,,WBGene00012802,WBGene00012802,History: N.A.
WBGene00012828,,,,WBGene00012828,WBGene00012828,History: N.A.
WBGene00012845,,,,WBGene00012845,WBGene00012845,History: N.A.
WBGene00012868,,,,WBGene00012868,WBGene00012868,History: N.A.
WBGene00012887,,,,WBGene00012887,WBGene00012887,History: N.A.
WBGene00012894,,,,WBGene00012894,WBGene00012894,History: N.A.
WBGene00012896,,,,WBGene00012896,WBGene00012896,History: Renamed on 2005-03-17
WBGene00012897,,,,WBGene00012897,WBGene00012897,History: N.A.
WBGene00012928,,,,WBGene00012928,WBGene00012928,History: N.A.
WBGene00012936,,,,WBGene00012936,WBGene00012936,History: N.A.
WBGene00012964,,,,WBGene00012964,WBGene00012964,History: N.A.
WBGene00012972,,,,WBGene00012972,WBGene00012972,History: N.A.
WBGene00012973,,,,WBGene00012973,WBGene00012973,History: N.A.
WBGene00012978,,,,WBGene00012978,WBGene00012978,History: N.A.
WBGene00012982,,,,WBGene00012982,WBGene00012982,History: N.A.
WBGene00012999,,,,WBGene00012999,WBGene00012999,History: N.A.
WBGene00013019,,,,WBGene00013019,WBGene00013019,History: N.A.
WBGene00013021,,,,WBGene00013021,WBGene00013021,History: N.A.
WBGene00013038,,,,WBGene00013038,WBGene00013038,History: N.A.
WBGene00013075,,,,WBGene00013075,WBGene00013075,History: N.A.
WBGene00013094,,,,WBGene00013094,WBGene00013094,History: N.A.
WBGene00013095,,,,WBGene00013095,WBGene00013095,History: N.A.
WBGene00013096,,,,WBGene00013096,WBGene00013096,History: N.A.
WBGene00013106,,,,WBGene00013106,WBGene00013106,History: N.A.
WBGene00013143,,,,WBGene00013143,WBGene00013143,History: N.A.
WBGene00013150,,,,WBGene00013150,WBGene00013150,History: N.A.
WBGene00013156,,,,WBGene00013156,WBGene00013156,History: N.A.
WBGene00013167,,,,WBGene00013167,WBGene00013167,History: N.A.
WBGene00013168,,,,WBGene00013168,WBGene00013168,History: N.A.
WBGene00013177,,,,WBGene00013177,WBGene00013177,History: N.A.
WBGene00013188,,,,WBGene00013188,WBGene00013188,History: N.A.
WBGene00013189,,,,WBGene00013189,WBGene00013189,History: N.A.
WBGene00013201,,,,WBGene00013201,WBGene00013201,History: N.A.
WBGene00013209,,,,WBGene00013209,WBGene00013209,History: N.A.
WBGene00013219,,,,WBGene00013219,WBGene00013219,History: N.A.
WBGene00013223,,,,WBGene00013223,WBGene00013223,History: N.A.
WBGene00013260,,,,WBGene00013260,WBGene00013260,History: N.A.
WBGene00013267,,,,WBGene00013267,WBGene00013267,History: N.A.
WBGene00013270,,,,WBGene00013270,WBGene00013270,History: N.A.
WBGene00013311,,,,WBGene00013311,WBGene00013311,History: Renamed on 2019-05-20
WBGene00013343,,,,WBGene00013343,WBGene00013343,History: N.A.
WBGene00013350,,,,WBGene00013350,WBGene00013350,History: Renamed on 2008-05-23
WBGene00013355,,,,WBGene00013355,WBGene00013355,History: N.A.
WBGene00013380,,,,WBGene00013380,WBGene00013380,History: N.A.
WBGene00013434,,,,WBGene00013434,WBGene00013434,History: N.A.
WBGene00013436,,,,WBGene00013436,WBGene00013436,History: N.A.
WBGene00013441,,,,WBGene00013441,WBGene00013441,History: N.A.
WBGene00013443,,,,WBGene00013443,WBGene00013443,History: Renamed on 2013-09-25
WBGene00013445,,,,WBGene00013445,WBGene00013445,History: N.A.
WBGene00013460,,,,WBGene00013460,WBGene00013460,History: N.A.
WBGene00013532,,,,WBGene00013532,WBGene00013532,History: N.A.
WBGene00013549,,,,WBGene00013549,WBGene00013549,History: N.A.
WBGene00013557,,,,WBGene00013557,WBGene00013557,History: N.A.
WBGene00013558,,,,WBGene00013558,WBGene00013558,History: N.A.
WBGene00013580,,,,WBGene00013580,WBGene00013580,History: N.A.
WBGene00013591,,,,WBGene00013591,WBGene00013591,History: N.A.
WBGene00013606,,,,WBGene00013606,WBGene00013606,History: N.A.
WBGene00013610,,,,WBGene00013610,WBGene00013610,History: N.A.
WBGene00013670,,,,WBGene00013670,WBGene00013670,History: N.A.
WBGene00013674,,,,WBGene00013674,WBGene00013674,History: N.A.
WBGene00013677,,,,WBGene00013677,WBGene00013677,History: N.A.
WBGene00013679,,,,WBGene00013679,WBGene00013679,History: N.A.
WBGene00013688,,,,WBGene00013688,WBGene00013688,History: N.A.
WBGene00013689,,,,WBGene00013689,WBGene00013689,History: N.A.
WBGene00013703,,,,WBGene00013703,WBGene00013703,History: N.A.
WBGene00013725,,,,WBGene00013725,WBGene00013725,History: N.A.
WBGene00013727,,,,WBGene00013727,WBGene00013727,History: N.A.
WBGene00013729,,,,WBGene00013729,WBGene00013729,History: N.A.
WBGene00013792,,,,WBGene00013792,WBGene00013792,History: N.A.
WBGene00013808,,,,WBGene00013808,WBGene00013808,History: Renamed on 2006-09-01
WBGene00013877,,,,WBGene00013877,WBGene00013877,History: N.A.
WBGene00013924,,,,WBGene00013924,WBGene00013924,History: N.A.
WBGene00013983,,,,WBGene00013983,WBGene00013983,History: N.A.
WBGene00013994,,,,WBGene00013994,WBGene00013994,History: N.A.
WBGene00014012,,,,WBGene00014012,WBGene00014012,History: N.A.
WBGene00014015,,,,WBGene00014015,WBGene00014015,History: N.A.
WBGene00014018,,,,WBGene00014018,WBGene00014018,History: N.A.
WBGene00014023,,,,WBGene00014023,WBGene00014023,History: Renamed on 2014-08-08
WBGene00014036,,,,WBGene00014036,WBGene00014036,History: N.A.
WBGene00014066,,,,WBGene00014066,WBGene00014066,History: N.A.
WBGene00014075,,,,WBGene00014075,WBGene00014075,History: N.A.
WBGene00014095,,,,WBGene00014095,WBGene00014095,History: N.A.
WBGene00014113,,,,WBGene00014113,WBGene00014113,History: N.A.
WBGene00014114,,,,WBGene00014114,WBGene00014114,History: Renamed on 2012-07-04
WBGene00014123,,,,WBGene00014123,WBGene00014123,History: N.A.
WBGene00014124,,,,WBGene00014124,WBGene00014124,History: N.A.
WBGene00014151,,,,WBGene00014151,WBGene00014151,History: N.A.
WBGene00014165,,,,WBGene00014165,WBGene00014165,History: N.A.
WBGene00014176,,,,WBGene00014176,WBGene00014176,History: N.A.
WBGene00014205,,,,WBGene00014205,WBGene00014205,History: N.A.
WBGene00014208,,,,WBGene00014208,WBGene00014208,History: N.A.
WBGene00014209,,,,WBGene00014209,WBGene00014209,History: N.A.
WBGene00014218,,,,WBGene00014218,WBGene00014218,History: N.A.
WBGene00014243,,,,WBGene00014243,WBGene00014243,History: N.A.
WBGene00015007,,,,WBGene00015007,WBGene00015007,History: N.A.
WBGene00015017,,,,WBGene00015017,WBGene00015017,History: N.A.
WBGene00015021,,,,WBGene00015021,WBGene00015021,History: N.A.
WBGene00015083,,,,WBGene00015083,WBGene00015083,History: N.A.
WBGene00015091,,,,WBGene00015091,WBGene00015091,History: N.A.
WBGene00015095,,,,WBGene00015095,WBGene00015095,History: N.A.
WBGene00015098,,,,WBGene00015098,WBGene00015098,History: N.A.
WBGene00015102,,,,WBGene00015102,WBGene00015102,History: N.A.
WBGene00015104,,,,WBGene00015104,WBGene00015104,History: N.A.
WBGene00015143,,,,WBGene00015143,WBGene00015143,History: N.A.
WBGene00015147,,,,WBGene00015147,WBGene00015147,History: N.A.
WBGene00015173,,,,WBGene00015173,WBGene00015173,History: N.A.
WBGene00015176,,,,WBGene00015176,WBGene00015176,History: N.A.
WBGene00015207,,,,WBGene00015207,WBGene00015207,History: N.A.
WBGene00015249,,,,WBGene00015249,WBGene00015249,History: N.A.
WBGene00015283,,,,WBGene00015283,WBGene00015283,History: N.A.
WBGene00015296,,,,WBGene00015296,WBGene00015296,History: N.A.
WBGene00015297,,,,WBGene00015297,WBGene00015297,History: N.A.
WBGene00015312,,,,WBGene00015312,WBGene00015312,History: N.A.
WBGene00015329,,,,WBGene00015329,WBGene00015329,History: N.A.
WBGene00015330,,,,WBGene00015330,WBGene00015330,History: N.A.
WBGene00015347,,,,WBGene00015347,WBGene00015347,History: N.A.
WBGene00015418,,,,WBGene00015418,WBGene00015418,History: N.A.
WBGene00015461,,,,WBGene00015461,WBGene00015461,History: N.A.
WBGene00015468,,,,WBGene00015468,WBGene00015468,History: N.A.
WBGene00015486,,,,WBGene00015486,WBGene00015486,History: N.A.
WBGene00015499,,,,WBGene00015499,WBGene00015499,History: Renamed on 2015-02-09; Renamed on 2019-02-06; Renamed on 2019-05-20
WBGene00015501,,,,WBGene00015501,WBGene00015501,History: N.A.
WBGene00015504,,,,WBGene00015504,WBGene00015504,History: N.A.
WBGene00015515,,,,WBGene00015515,WBGene00015515,History: N.A.
WBGene00015525,,,,WBGene00015525,WBGene00015525,History: N.A.
WBGene00015538,,,,WBGene00015538,WBGene00015538,History: N.A.
WBGene00015557,,,,WBGene00015557,WBGene00015557,History: N.A.
WBGene00015591,,,,WBGene00015591,WBGene00015591,History: N.A.
WBGene00015677,,,,WBGene00015677,WBGene00015677,History: N.A.
WBGene00015687,,,,WBGene00015687,WBGene00015687,History: N.A.
WBGene00015743,,,,WBGene00015743,WBGene00015743,History: N.A.
WBGene00015754,,,,WBGene00015754,WBGene00015754,History: N.A.
WBGene00015806,,,,WBGene00015806,WBGene00015806,History: N.A.
WBGene00015809,,,,WBGene00015809,WBGene00015809,History: N.A.
WBGene00015811,,,,WBGene00015811,WBGene00015811,History: N.A.
WBGene00015813,,,,WBGene00015813,WBGene00015813,History: Renamed on 2007-07-20
WBGene00015816,,,,WBGene00015816,WBGene00015816,"History: Split into C16A11.10(WBGene00185089). History of WBGene00015816: Split into ""WBGene00185089"" on 2009-03-13"
WBGene00015817,,,,WBGene00015817,WBGene00015817,History: N.A.
WBGene00015920,,,,WBGene00015920,WBGene00015920,History: N.A.
WBGene00015927,,,,WBGene00015927,WBGene00015927,History: N.A.
WBGene00015941,,,,WBGene00015941,WBGene00015941,History: N.A.
WBGene00015943,,,,WBGene00015943,WBGene00015943,History: N.A.
WBGene00016002,,,,WBGene00016002,WBGene00016002,History: N.A.
WBGene00016014,,,,WBGene00016014,WBGene00016014,History: N.A.
WBGene00016015,,,,WBGene00016015,WBGene00016015,History: N.A.
WBGene00016073,,,,WBGene00016073,WBGene00016073,History: N.A.
WBGene00016113,,,,WBGene00016113,WBGene00016113,History: N.A.
WBGene00016115,,,,WBGene00016115,WBGene00016115,History: N.A.
WBGene00016117,,,,WBGene00016117,WBGene00016120,"History: Merged into ""WBGene00016120"" on 2018-01-11"
WBGene00016139,,,,WBGene00016139,WBGene00016139,History: N.A.
WBGene00016140,,,,WBGene00016140,WBGene00016140,History: Renamed on 2005-03-17
WBGene00016142,,,,WBGene00016142,WBGene00016142,History: N.A.
WBGene00016148,,,,WBGene00016148,WBGene00016148,History: N.A.
WBGene00016151,,,,WBGene00016151,WBGene00016151,History: N.A.
WBGene00016158,,,,WBGene00016158,WBGene00016158,History: N.A.
WBGene00016163,,,,WBGene00016163,WBGene00016163,History: N.A.
WBGene00016178,,,,WBGene00016178,WBGene00016178,History: N.A.
WBGene00016194,,,,WBGene00016194,WBGene00016194,History: N.A.
WBGene00016195,,,,WBGene00016195,WBGene00016195,History: N.A.
WBGene00016202,,,,WBGene00016202,WBGene00016202,History: Renamed on 2006-03-22; Renamed on 2007-07-06
WBGene00016236,,,,WBGene00016236,WBGene00016236,History: Renamed on 2018-06-11
WBGene00016249,,,,WBGene00016249,WBGene00016249,History: N.A.
WBGene00016250,,,,WBGene00016250,WBGene00016250,History: N.A.
WBGene00016258,,,,WBGene00016258,WBGene00016258,History: N.A.
WBGene00016271,,,,WBGene00016271,WBGene00016271,History: N.A.
WBGene00016277,,,,WBGene00016277,WBGene00016277,History: N.A.
WBGene00016313,,,,WBGene00016313,WBGene00016313,History: Renamed on 2007-05-03
WBGene00016317,,,,WBGene00016317,WBGene00016317,History: N.A.
WBGene00016318,,,,WBGene00016318,WBGene00016318,History: N.A.
WBGene00016326,,,,WBGene00016326,WBGene00016326,History: N.A.
WBGene00016405,,,,WBGene00016405,WBGene00016405,History: N.A.
WBGene00016440,,,,WBGene00016440,WBGene00016440,History: N.A.
WBGene00016444,,,,WBGene00016444,WBGene00016444,History: N.A.
WBGene00016460,,,,WBGene00016460,WBGene00016460,History: N.A.
WBGene00016508,,,,WBGene00016508,WBGene00016508,History: N.A.
WBGene00016524,,,,WBGene00016524,WBGene00016524,History: N.A.
WBGene00016562,,,,WBGene00016562,WBGene00016562,History: N.A.
WBGene00016582,,,,WBGene00016582,WBGene00016582,History: N.A.
WBGene00016583,,,,WBGene00016583,WBGene00016583,History: N.A.
WBGene00016601,,,,WBGene00016601,WBGene00016601,History: N.A.
WBGene00016603,,,,WBGene00016603,WBGene00016603,History: N.A.
WBGene00016607,,,,WBGene00016607,WBGene00016607,History: N.A.
WBGene00016650,,,,WBGene00016650,WBGene00016650,History: N.A.
WBGene00016701,,,,WBGene00016701,WBGene00016701,History: N.A.
WBGene00016702,,,,WBGene00016702,WBGene00016702,History: N.A.
WBGene00016741,,,,WBGene00016741,WBGene00016741,History: N.A.
WBGene00016836,,,,WBGene00016836,WBGene00016836,History: N.A.
WBGene00016837,,,,WBGene00016837,WBGene00016837,History: N.A.
WBGene00016888,,,,WBGene00016888,WBGene00016888,History: N.A.
WBGene00016889,,,,WBGene00016889,WBGene00016889,History: N.A.
WBGene00016947,,,,WBGene00016947,WBGene00016947,History: N.A.
WBGene00016960,,,,WBGene00016960,WBGene00016960,History: N.A.
WBGene00016961,,,,WBGene00016961,WBGene00016961,History: Renamed on 2007-06-04
WBGene00016971,,,,WBGene00016971,WBGene00016971,History: N.A.
WBGene00016977,,,,WBGene00016977,WBGene00016977,History: N.A.
WBGene00016981,,,,WBGene00016981,WBGene00016981,History: N.A.
WBGene00017031,,,,WBGene00017031,WBGene00017031,History: N.A.
WBGene00017064,,,,WBGene00017064,WBGene00017064,History: N.A.
WBGene00017075,,,,WBGene00017075,WBGene00017075,History: Renamed on 2013-01-09
WBGene00017079,,,,WBGene00017079,WBGene00017079,History: N.A.
WBGene00017085,,,,WBGene00017085,WBGene00017085,History: N.A.
WBGene00017088,,,,WBGene00017088,WBGene00017088,History: N.A.
WBGene00017125,,,,WBGene00017125,WBGene00017125,History: N.A.
WBGene00017161,,,,WBGene00017161,WBGene00017161,History: N.A.
WBGene00017162,,,,WBGene00017162,WBGene00017162,History: N.A.
WBGene00017163,,,,WBGene00017163,WBGene00017163,History: N.A.
WBGene00017237,,,,WBGene00017237,WBGene00017237,History: N.A.
WBGene00017261,,,,WBGene00017261,WBGene00017261,History: N.A.
WBGene00017268,,,,WBGene00017268,WBGene00017268,History: N.A.
WBGene00017273,,,,WBGene00017273,WBGene00017273,History: Renamed on 2010-03-26
WBGene00017300,,,,WBGene00017300,WBGene00017300,History: N.A.
WBGene00017301,,,,WBGene00017301,WBGene00017301,History: N.A.
WBGene00017313,,,,WBGene00017313,WBGene00017313,History: N.A.
WBGene00017317,,,,WBGene00017317,WBGene00017317,History: N.A.
WBGene00017349,,,,WBGene00017349,WBGene00017349,History: N.A.
WBGene00017356,,,,WBGene00017356,WBGene00017356,History: N.A.
WBGene00017435,,,,WBGene00017435,WBGene00017435,History: N.A.
WBGene00017482,,,,WBGene00017482,WBGene00017482,History: N.A.
WBGene00017605,,,,WBGene00017605,WBGene00017605,History: Renamed on 2021-04-19
WBGene00017607,,,,WBGene00017607,WBGene00017607,History: N.A.
WBGene00017641,,,,WBGene00017641,WBGene00017641,History: N.A.
WBGene00017642,,,,WBGene00017642,WBGene00017642,History: N.A.
WBGene00017643,,,,WBGene00017643,WBGene00017643,History: N.A.
WBGene00017646,,,,WBGene00017646,WBGene00017646,History: N.A.
WBGene00017686,,,,WBGene00017686,WBGene00017686,History: N.A.
WBGene00017699,,,,WBGene00017699,WBGene00017699,History: N.A.
WBGene00017749,,,,WBGene00017749,WBGene00017749,History: N.A.
WBGene00017757,,,,WBGene00017757,WBGene00017757,History: Renamed on 2005-05-06
WBGene00017760,,,,WBGene00017760,WBGene00017760,History: N.A.
WBGene00017769,,,,WBGene00017769,WBGene00017769,History: Renamed on 2005-03-17
WBGene00017774,,,,WBGene00017774,WBGene00017774,History: N.A.
WBGene00017797,,,,WBGene00017797,WBGene00017797,History: N.A.
WBGene00017800,,,,WBGene00017800,WBGene00017800,History: N.A.
WBGene00017816,,,,WBGene00017816,WBGene00017816,History: N.A.
WBGene00017827,,,,WBGene00017827,WBGene00017827,History: N.A.
WBGene00017855,,,,WBGene00017855,WBGene00017855,History: N.A.
WBGene00017888,,,,WBGene00017888,WBGene00017888,History: N.A.
WBGene00017895,,,,WBGene00017895,WBGene00017895,History: Renamed on 2005-08-19
WBGene00017916,,,,WBGene00017916,WBGene00017916,History: N.A.
WBGene00017920,,,,WBGene00017920,WBGene00017920,History: N.A.
WBGene00017928,,,,WBGene00017928,WBGene00017928,History: N.A.
WBGene00017931,,,,WBGene00017931,WBGene00017931,History: N.A.
WBGene00017951,,,,WBGene00017951,WBGene00017951,History: N.A.
WBGene00017967,,,,WBGene00017967,WBGene00017967,History: N.A.
WBGene00017981,,,,WBGene00017981,WBGene00017981,History: N.A.
WBGene00017988,,,,WBGene00017988,WBGene00017988,History: N.A.
WBGene00017989,,,,WBGene00017989,WBGene00017989,History: N.A.
WBGene00018017,,,,WBGene00018017,WBGene00018017,History: N.A.
