# Supplemental Table S6.  Tiling microarray expression data for Wild Type and csr-1(tm892) adult animals,,,,,,,,,,,,,,,
# probe number - number of probes included in the gene,,,,,,,,,,,,,,,
# Intensity - Intensity value obtained by geometric average for all the probes included in each gene. NA represents the absence of detected signal for a given gene,,,,,,,,,,,,,,,
# Normalized Intensity - Intensity value divided by the total intensity for the actin genes,,,,,,,,,,,,,,,
# Ratio is calculated as: wild type/(wild type+csr-1(tm892)) using the normalized intensity value,,,,,,,,,,,,,,,
# IP enriched - genes with a two fold increase for siRNAs in the CSR-1 IP are indicated,,,,,,,,,,,,,,,
# over cut off - genes with >25 reads per million in the input sample or IP sample are indicated,,,,,,,,,,,,,,,
# >10 probes - genes with signal for at least 10 probes in wild type or csr-1(tm892) are indicated,,,,,,,,,,,,,,,
# germ line siRNAs - genes that are depleted over two fold for siRNAs in the absence of a germline are indicated,,,,,,,,,,,,,,,
Gene name,Cosmid ID,Wild Type - probe number,Wild type - intensity,Wild type - normalized intensity,csr-1(tm892) - probe number,csr-1(tm892) - intensity,csr-1(tm872) - normalized intensity,RATIO (norm),RATIO,IP enriched?,>10 probes,germ line siRNA,Input,Suggested Match,History
rps-24,T07A9.11,19,5902.912094,0.180076851,18,8746.189623,0.213127059,0.542026805,0.597046139,yes,yes,,rps-24,WBGene00004493,Public name for WBGene00004493. History: N.A.
VF39H2L.1,VF39H2L.1,19,332.9406646,0.010156835,19,355.3159775,0.008658336,0.460178431,0.516255065,yes,yes,,VF39H2L.1,WBGene00012150,Sequence name for WBGene00012150(syx-17). History: N.A.
exc-4,Y105E8A.22,19,353.9724597,0.010798441,21,261.8860594,0.006381637,0.371455648,0.425237374,yes,yes,,exc-4,WBGene00001365,Public name for WBGene00001365. History: N.A.
Y106G6H.14,Y106G6H.14,19,159.9833317,0.004880522,12,177.3028977,0.004320515,0.469568259,0.525674879,yes,yes,,Y106G6H.14,WBGene00013724,Public name for WBGene00013724. History: N.A.
Y46G5A.12,Y46G5A.12,19,669.5177653,0.020424606,21,375.6182342,0.009153061,0.30945853,0.359396513,yes,yes,,Y46G5A.12,WBGene00012903,Sequence name for WBGene00012903(vps-2). History: N.A.
mis-12,Y47G6A.24,19,289.0788483,0.008818767,18,233.5709832,0.005691655,0.392246004,0.446897653,yes,yes,,mis-12,WBGene00021648,Public name for WBGene00021648. History: N.A.
Y50D7A.11,Y50D7A.11,19,857.3255948,0.026153954,19,692.1857139,0.016867174,0.392067221,0.44671227,yes,yes,,Y50D7A.11,WBGene00021752,"Public name for Dead gene WBGene00021759. History of WBGene00021759: Merged into ""WBGene00021752"" on 2017-11-24"
C33A12.1,C33A12.1,18,446.705306,0.01362739,17,672.3197703,0.016383081,0.545912164,0.600808494,yes,yes,,C33A12.1,WBGene00007880,Public name for WBGene00007880. History: N.A.
C48B4.7,C48B4.7,18,288.8598772,0.008812087,17,268.7138182,0.006548016,0.42630024,0.481934174,yes,yes,,C48B4.7,WBGene00008170,Public name for WBGene00008170. History: N.A.
C50D2.5,C50D2.5,18,1407.600604,0.042940888,16,1211.745038,0.029527791,0.407455902,0.462613646,yes,yes,,C50D2.5,WBGene00016808,Sequence name for WBGene00016808(sftb-6). History: N.A.
rpl-27,C53H9.1,18,6484.734835,0.197826193,17,6369.654591,0.155215678,0.43965232,0.495523699,yes,yes,,rpl-27,WBGene00004441,Public name for WBGene00004441. History: N.A.
apc-10,F15H10.3,18,132.7669566,0.004050248,14,102.0518106,0.002486797,0.380416144,0.434598187,yes,yes,,apc-10,WBGene00000144,Public name for WBGene00000144. History: N.A.
F28B3.10,F28B3.10,18,280.2144684,0.008548347,15,511.6378516,0.012467586,0.593244475,0.646127868,yes,yes,,F28B3.10,WBGene00017889,Public name for WBGene00017889. History: N.A.
rps-23,F28D1.7,18,3966.563803,0.121005752,19,3588.162518,0.087436307,0.419475357,0.47495599,yes,yes,,rps-23,WBGene00004492,Public name for WBGene00004492. History: N.A.
vha-17,F49C12.13,18,2689.101669,0.082034927,19,2273.587008,0.055402745,0.403111783,0.458136135,yes,yes,,vha-17,WBGene00009882,Public name for WBGene00009882. History: N.A.
F55A12.10,F55A12.10,18,177.0552826,0.005401327,14,147.7819622,0.003601149,0.400017645,0.454941558,yes,yes,,F55A12.10,WBGene00018867,Sequence name for WBGene00018867(zhp-1). History: N.A.
F56B3.11,F56B3.11,18,499.9360384,0.01525127,19,609.7215977,0.01485769,0.493464062,0.549468212,yes,yes,,F56B3.11,WBGene00018934,Public name for WBGene00018934. History: N.A.
F59A3.5,F59A3.5,18,177.8541031,0.005425696,25,206.257429,0.005026079,0.48088281,0.536972759,yes,yes,,,,
R02D5.8,R02D5.8,18,137.2719069,0.004187678,14,105.8966308,0.002580488,0.38126845,0.435486563,yes,yes,,R02D5.8,WBGene00050937,Public name for WBGene00050937. History: N.A.
T03D8.2,T03D8.2,18,1217.669546,0.037146767,19,1219.66638,0.029720818,0.444472731,0.500409635,yes,yes,,T03D8.2,WBGene00011391,Sequence name for WBGene00011391(mrps-12). History: N.A.
T06D8.7,T06D8.7,18,277.8479662,0.008476153,17,178.5906934,0.004351896,0.339248476,0.391269866,yes,yes,,T06D8.7,WBGene00011528,Sequence name for WBGene00011528(fndc-1). History: N.A.
T10B11.6,T10B11.6,18,108.9968354,0.003325106,15,296.3129735,0.007220552,0.684694309,0.731077726,yes,yes,,T10B11.6,WBGene00020402,Public name for WBGene00020402. History: N.A.
T13F2.2,T13F2.2,18,258.0358212,0.007871755,16,286.7143138,0.006986651,0.470215393,0.526322612,yes,yes,,T13F2.2,WBGene00011743,Public name for WBGene00011743. History: N.A.
T19A6.3,T19A6.3,18,494.9624152,0.015099543,16,465.3797693,0.011340369,0.428911011,0.484597862,yes,yes,,T19A6.3,WBGene00011828,Sequence name for WBGene00011828(nepr-1). History: Renamed on 2013-01-22
nduf-7,W10D5.2,18,804.4074999,0.024539612,20,861.0631429,0.020982378,0.460928403,0.517008899,yes,yes,,nduf-7,WBGene00012376,Public name for WBGene00012376. History: N.A.
arx-5,Y37D8A.1,18,279.2440248,0.008518742,16,239.7407585,0.005842,0.406803509,0.461941788,yes,yes,,arx-5,WBGene00000203,Public name for WBGene00000203. History: N.A.
Y51H7C.15,Y51H7C.15,18,353.2238338,0.010775603,8,118.1194048,0.002878332,0.210806072,0.250601674,yes,yes,,Y51H7C.15,WBGene00044439,Public name for WBGene00044439. History: N.A.
Y57A10A.32,Y57A10A.32,18,1916.615517,0.058469122,15,2065.811386,0.050339671,0.462643408,0.518731777,yes,yes,,Y57A10A.32,WBGene00013270,"Public name for Dead gene WBGene00013271. History of WBGene00013271: Merged into ""WBGene00013270"" on 2008-12-09"
rps-18,Y57G11C.16,18,12574.57552,0.383605571,18,13402.93773,0.326602649,0.459868867,0.515943832,yes,yes,,rps-18,WBGene00004487,Public name for WBGene00004487. History: N.A.
Y65B4BL.3,Y65B4BL.3,18,159.2465381,0.004858045,15,129.978843,0.003167323,0.394663883,0.449403308,yes,yes,,Y65B4BL.3,WBGene00022035,Public name for WBGene00022035. History: N.A.
ZK1248.11,ZK1248.11,18,208.5976658,0.006363573,11,322.6008108,0.007861133,0.552639417,0.607307485,yes,yes,,ZK1248.11,WBGene00022881,Public name for WBGene00022881. History: N.A.
ZK402.5,ZK402.5,18,159.1135708,0.004853989,23,378.2032159,0.009216052,0.655012447,0.703873814,yes,yes,,ZK402.5,WBGene00022731,Public name for WBGene00022731. History: N.A.
ZK632.10,ZK632.10,18,466.9830433,0.014245992,20,393.1076542,0.009579243,0.402062911,0.457053722,yes,yes,,ZK632.10,WBGene00014017,Public name for WBGene00014017. History: N.A.
ZK856.11,ZK856.11,18,353.2477826,0.010776333,16,261.151861,0.006363746,0.371278674,0.425052104,yes,yes,,ZK856.11,WBGene00014112,"Public name for WBGene00014112. History: Split into ZK856.19(WBGene00303100). History of WBGene00014112: Split into ""WBGene00303100"" on 2018-03-02"
B0546.4,B0546.4,17,131.4802703,0.004010995,15,191.8465528,0.004674915,0.538218186,0.593351801,yes,yes,,B0546.4,WBGene00015251,Public name for WBGene00015251. History: N.A.
C14B1.8,C14B1.8,17,302.9952934,0.009243309,18,228.6464403,0.005571654,0.376082897,0.430076169,yes,yes,,C14B1.8,WBGene00007579,Public name for WBGene00007579. History: N.A.
D2024.5,D2024.5,17,342.0614384,0.010435078,11,420.3982593,0.01024426,0.495386282,0.551371122,yes,yes,,D2024.5,WBGene00017053,Public name for WBGene00017053. History: N.A.
F32D1.6,F32D1.6,17,662.0936334,0.020198122,18,261.5602036,0.006373696,0.239866777,0.283179903,yes,yes,,F32D1.6,WBGene00017985,Sequence name for WBGene00017985(neg-1). History: N.A.
F57B10.9,F57B10.9,17,117.4619101,0.003583345,33,123.229632,0.003002858,0.455931619,0.511981563,yes,yes,,F57B10.9,WBGene00019006,Sequence name for WBGene00019006(spg-20). History: N.A.
smo-1,K12C11.2,17,4348.935245,0.132670545,16,4067.838946,0.099125058,0.42763994,0.483301423,yes,yes,,smo-1,WBGene00004888,Public name for WBGene00004888. History: N.A.
M01F1.6,M01F1.6,17,841.5854826,0.02567378,17,810.2320376,0.019743726,0.434716213,0.49050941,yes,yes,,M01F1.6,WBGene00010812,Sequence name for WBGene00010812(mrpl-35). History: N.A.
rps-16,T01C3.6,17,2653.325851,0.080943534,17,3513.91439,0.08562703,0.514058595,0.56977096,yes,yes,,rps-16,WBGene00004485,Public name for WBGene00004485. History: N.A.
T05F1.4,T05F1.4,17,881.7914476,0.026900321,16,675.6394504,0.016463975,0.379666611,0.433816647,yes,yes,,T05F1.4,WBGene00011490,Public name for WBGene00011490. History: N.A.
atp-4,T05H4.12,17,1467.190379,0.04475876,18,2066.498051,0.050356403,0.529425612,0.584799167,yes,yes,,atp-4,WBGene00020275,Public name for WBGene00020275. History: N.A.
T09A5.5,T09A5.5,17,360.474631,0.010996799,20,331.5591366,0.00807943,0.423533912,0.479108321,yes,yes,,T09A5.5,WBGene00011634,Public name for WBGene00011634. History: N.A.
tag-266,W06E11.5,17,423.1801558,0.012909721,13,315.279247,0.007682721,0.373084512,0.426941882,yes,yes,,tag-266,WBGene00044319,Public name for WBGene00044319. History: N.A.
Y111B2A.2,Y111B2A.2,17,1595.012598,0.048658161,15,2106.832456,0.051339272,0.513405898,0.569130373,yes,yes,,Y111B2A.2,WBGene00013728,Public name for WBGene00013728. History: N.A.
Y51H7C.7,Y51H7C.7,17,850.9766567,0.025960271,15,493.1003756,0.012015865,0.316405676,0.366869133,yes,yes,,Y51H7C.7,WBGene00021785,Public name for WBGene00021785. History: N.A.
Y59E9AL.7,Y59E9AL.7,17,1202.340973,0.036679146,15,1617.662806,0.039419191,0.518003313,0.573638524,yes,yes,,Y59E9AL.7,WBGene00043064,Sequence name for WBGene00043064(nbet-1). History: N.A.
Y61A9LA.11,Y61A9LA.11,17,160.0580963,0.004882803,17,151.6306717,0.003694935,0.430758636,0.486481026,yes,yes,,Y61A9LA.11,WBGene00022022,Sequence name for WBGene00022022(txt-6). History: N.A.
Y74C10AL.2,Y74C10AL.2,17,181.4232494,0.005534578,15,224.09629,0.005460776,0.49664395,0.552615271,yes,yes,,Y74C10AL.2,WBGene00022280,Public name for WBGene00022280. History: N.A.
rps-7,ZC434.2,17,2790.793142,0.085137172,16,15366.05913,0.374439971,0.814748899,0.846295321,yes,yes,,rps-7,WBGene00004476,Public name for WBGene00004476. History: N.A.
tag-277,ZK652.3,17,1509.532101,0.046050455,17,1341.657815,0.032693504,0.415187455,0.470560662,yes,yes,,tag-277,WBGene00044324,Other name for WBGene00044324(ufm-1). History: Renamed on 2013-03-15
mai-2,B0546.1,16,3399.250147,0.103699031,15,4009.104101,0.097693808,0.485090773,0.541159881,yes,yes,,mai-2,WBGene00015248,Public name for WBGene00015248. History: N.A.
pfd-1,C08F8.1,16,1172.22067,0.035760283,14,882.3902776,0.021502077,0.375501065,0.429468303,yes,yes,,pfd-1,WBGene00007443,Public name for WBGene00007443. History: N.A.
C13F10.5,C13F10.5,16,304.4988277,0.009289176,11,343.4522483,0.008369241,0.473951933,0.530058921,yes,yes,,C13F10.5,WBGene00015744,Public name for WBGene00015744. History: N.A.
C26B2.7,C26B2.7,16,362.3519685,0.01105407,16,276.1197681,0.006728484,0.378375566,0.432469837,yes,yes,,C26B2.7,WBGene00016129,Public name for WBGene00016129. History: N.A.
CD4.7,CD4.7,16,268.1116127,0.008179132,14,148.5390747,0.003619599,0.306778659,0.356507451,yes,yes,,CD4.7,WBGene00016992,Sequence name for WBGene00016992(zhit-1). History: N.A.
F08B4.7,F08B4.7,16,415.4015618,0.012672424,18,362.1276336,0.008824322,0.410495721,0.465741526,yes,yes,,F08B4.7,WBGene00017238,Sequence name for WBGene00017238(snrp-3). History: N.A.
tag-281,F15A4.11,16,668.3554596,0.020389148,16,464.3922891,0.011316307,0.356919868,0.40996973,yes,yes,,tag-281,WBGene00044323,Public name for WBGene00044323. History: N.A.
F35D11.4,F35D11.4,16,384.1171961,0.011718049,18,364.8006097,0.008889458,0.431369868,0.487103667,yes,yes,,F35D11.4,WBGene00018045,Public name for WBGene00018045. History: N.A.
F35D11.5,F35D11.5,16,168.203489,0.00513129,15,266.8201762,0.006501871,0.558908371,0.613346348,yes,yes,,F35D11.5,WBGene00018046,Sequence name for WBGene00018046(coa-3). History: N.A.
F35G12.11,F35G12.11,16,765.1967645,0.023343431,13,561.915186,0.013692743,0.36971268,0.423412046,yes,yes,,F35G12.11,WBGene00009444,Sequence name for WBGene00009444(erh-2). History: N.A.
F43C1.3,F43C1.3,16,142.7399778,0.004354489,10,142.9427062,0.003483226,0.444418587,0.500354814,yes,yes,,F43C1.3,WBGene00009648,"Sequence name for WBGene00009648(zhit-2). History: Split into mrpl-21(WBGene00023422). History of WBGene00009648: Split into ""WBGene00023423"" on 2004-07-09"
taf-11.3,F43D9.5,16,186.7819908,0.005698054,16,175.5501682,0.004277805,0.42881568,0.484500655,yes,yes,,taf-11.3,WBGene00006395,Public name for WBGene00006395. History: N.A.
rpb-4,F43E2.2,16,1678.51654,0.051205569,17,1114.667385,0.027162203,0.346599151,0.399066948,yes,yes,,rpb-4,WBGene00018391,Public name for WBGene00018391. History: N.A.
arx-7,M01B12.3,16,251.6018036,0.007675476,12,245.0581591,0.005971575,0.437572543,0.493412349,yes,yes,,arx-7,WBGene00000205,Public name for WBGene00000205. History: N.A.
R02F2.9,R02F2.9,16,1648.727,0.050296796,20,958.373949,0.023353647,0.31708766,0.367601396,yes,yes,,R02F2.9,WBGene00019838,Public name for WBGene00019838. History: N.A.
T02H6.11,T02H6.11,16,1144.842188,0.034925063,16,951.9231201,0.023196453,0.399102682,0.453996027,yes,yes,,T02H6.11,WBGene00020181,Public name for WBGene00020181. History: Renamed on 2005-03-17
T24D5.6,T24D5.6,16,883.2730914,0.02694552,9,642.2143419,0.015649473,0.367401695,0.420989598,yes,yes,,T24D5.6,WBGene00044149,"Public name for WBGene00044149. History: Split into T24D5.11(WBGene00219279). History of WBGene00044149: Split into ""WBGene00219279"" on 2011-10-03"
Y39B6A.34,Y39B6A.34,16,507.9386379,0.015495401,16,564.7053146,0.013760733,0.470353777,0.526461099,yes,yes,,Y39B6A.34,WBGene00012693,Public name for WBGene00012693. History: N.A.
Y39G10AR.15,Y39G10AR.15,16,30.31831075,0.000924904,61,262.6215304,0.006399559,0.873724003,0.896503287,yes,yes,,Y39G10AR.15,WBGene00021471,"Public name for WBGene00021471. History: Split into Y39G10AR.32(WBGene00219275). History of WBGene00021471: Split into ""WBGene00219275"" on 2011-10-03"
ZK688.11,ZK688.11,16,193.4266232,0.005900758,16,143.5030891,0.003496882,0.372102122,0.425914023,yes,yes,,ZK688.11,WBGene00044762,Public name for WBGene00044762. History: N.A.
C11D2.7,C11D2.7,15,115.5177355,0.003524035,13,163.0089832,0.003972201,0.529892735,0.585254384,yes,yes,,C11D2.7,WBGene00015703,Public name for WBGene00015703. History: N.A.
lsm-5,F28F8.3,15,683.3596527,0.020846872,14,659.4157041,0.016068635,0.435281437,0.491084157,yes,yes,,lsm-5,WBGene00003079,Public name for WBGene00003079. History: N.A.
uev-1,F39B2.2,15,2955.248462,0.090154119,14,2941.643235,0.071681932,0.442929321,0.498846407,yes,yes,,uev-1,WBGene00006730,Public name for WBGene00006730. History: N.A.
F53E10.6,F53E10.6,15,555.1393339,0.016935326,21,440.6413388,0.010737544,0.388016986,0.442508427,yes,yes,,F53E10.6,WBGene00018762,Public name for WBGene00018762. History: N.A.
spt-4,F54C4.2,15,253.034652,0.007719187,15,358.0673043,0.00872538,0.530593484,0.585937094,yes,yes,,spt-4,WBGene00005014,Public name for WBGene00005014. History: N.A.
F56H1.7,F56H1.7,15,235.6763481,0.007189647,18,245.6797969,0.005986723,0.45435297,0.510390902,yes,yes,,F56H1.7,WBGene00045483,Sequence name for WBGene00045483(oxy-5). History: N.A.
F58A4.9,F58A4.9,15,135.1547562,0.004123091,13,70.52924434,0.001718656,0.294202397,0.342900975,yes,yes,,F58A4.9,WBGene00010230,Sequence name for WBGene00010230(rpac-19). History: N.A.
K07A1.10,K07A1.10,15,151.5595591,0.004623543,13,180.1440822,0.004389749,0.487030605,0.543087442,yes,yes,,K07A1.10,WBGene00010616,Public name for WBGene00010616. History: N.A.
asg-1,K07A12.3,15,2943.766328,0.08980384,15,2870.265031,0.069942589,0.437835071,0.493678973,yes,yes,,asg-1,WBGene00000209,Public name for WBGene00000209. History: N.A.
R04F11.5,R04F11.5,15,261.0930631,0.007965021,15,316.8322148,0.007720564,0.492207607,0.548223493,yes,yes,,R04F11.5,WBGene00011017,Public name for WBGene00011017. History: N.A.
R148.2,R148.2,15,648.4532432,0.019782002,16,385.7647139,0.009400311,0.322123567,0.373001369,yes,yes,,R148.2,WBGene00020101,Sequence name for WBGene00020101(lmtr-5). History: N.A.
T07D4.5,T07D4.5,15,237.787306,0.007254045,17,185.0120435,0.004508372,0.383286172,0.437588288,yes,yes,,T07D4.5,WBGene00045407,Public name for WBGene00045407. History: N.A.
T12G3.6,T12G3.6,15,697.6003128,0.021281304,16,293.6736628,0.007156237,0.251647525,0.296258825,yes,yes,,T12G3.6,WBGene00011741,Public name for WBGene00011741. History: N.A.
rpl-32,T24B8.1,15,3133.107768,0.095579973,17,3293.633673,0.080259232,0.456435364,0.512488903,yes,yes,,rpl-32,WBGene00004446,Public name for WBGene00004446. History: N.A.
rpb-11,W01G7.3,15,1188.909142,0.036269389,14,928.977082,0.022637304,0.384290865,0.438634083,yes,yes,,rpb-11,WBGene00012187,Public name for WBGene00012187. History: N.A.
ubc-14,Y87G2A.9,15,817.4916649,0.024938763,14,484.849713,0.011814813,0.321460228,0.3722908,yes,yes,,ubc-14,WBGene00006709,Public name for WBGene00006709. History: N.A.
Y95D11A.3,Y95D11A.3,15,853.9884559,0.02605215,13,426.8092727,0.010400484,0.285315019,0.333237062,yes,yes,,Y95D11A.3,WBGene00045434,Public name for WBGene00045434. History: N.A.
pfd-4,B0035.4,14,977.24365,0.029812228,16,659.7888926,0.016077729,0.35035398,0.40303957,yes,yes,,pfd-4,WBGene00007107,"Public name for WBGene00007107. History: Split into B0035.22(WBGene00303031). History of WBGene00007107: Renamed on 2006-08-02; Split into ""WBGene00303031"" on 2018-03-01"
B0285.3,B0285.3,14,281.6260715,0.00859141,14,224.8089367,0.005478142,0.389361512,0.443904811,yes,yes,,B0285.3,WBGene00007136,Public name for WBGene00007136. History: N.A.
C16C8.5,C16C8.5,14,125.788642,0.003837364,9,93.63610357,0.002281724,0.372886245,0.426734475,yes,yes,,C16C8.5,WBGene00015843,Public name for WBGene00015843. History: N.A.
D2023.4,D2023.4,14,231.0684836,0.007049078,12,292.5201809,0.007128129,0.50278797,0.558683182,yes,yes,,D2023.4,WBGene00008408,Public name for WBGene00008408. History: N.A.
F01F1.15,F01F1.15,14,164.8490424,0.005028958,18,170.4071361,0.004152479,0.452268989,0.508289323,yes,yes,,F01F1.15,WBGene00017169,Public name for WBGene00017169. History: N.A.
apc-11,F35G12.9,14,228.2631017,0.006963495,8,148.9944187,0.003630694,0.342706195,0.394940884,yes,yes,,apc-11,WBGene00000145,Public name for WBGene00000145. History: N.A.
K12H4.5,K12H4.5,14,2662.322817,0.081217999,14,2778.881324,0.067715752,0.45467029,0.510710727,yes,yes,,K12H4.5,WBGene00019680,Public name for WBGene00019680. History: N.A.
W01A8.4,W01A8.4,14,247.0557693,0.007536793,11,371.4038177,0.009050364,0.545624807,0.600530456,yes,yes,,W01A8.4,WBGene00012166,Sequence name for WBGene00012166(nuo-6). History: N.A.
Y37E3.4,Y37E3.4,14,975.6713928,0.029764264,13,1367.205655,0.033316053,0.528152916,0.583558431,yes,yes,,Y37E3.4,WBGene00021348,Sequence name for WBGene00021348(moag-4). History: N.A.
rla-1,Y37E3.7,14,3950.617653,0.120519292,16,3253.245779,0.07927506,0.396783288,0.45159737,yes,yes,,rla-1,WBGene00004409,Public name for WBGene00004409. History: N.A.
Y39A1A.3,Y39A1A.3,14,212.5627416,0.006484533,16,273.3049515,0.006659892,0.506670474,0.562509003,yes,yes,,Y39A1A.3,WBGene00012643,Public name for WBGene00012643. History: N.A.
Y43F4B.10,Y43F4B.10,14,676.7560437,0.02064542,14,454.2896653,0.011070126,0.349044158,0.401654559,yes,yes,,Y43F4B.10,WBGene00012807,Public name for WBGene00012807. History: N.A.
lsm-3,Y62E10A.12,14,1084.954258,0.033098095,14,788.0949987,0.019204291,0.367178102,0.420755085,yes,yes,,lsm-3,WBGene00003077,Public name for WBGene00003077. History: N.A.
agt-1,Y62E10A.5,14,261.9035762,0.007989747,14,189.5081348,0.004617932,0.366279341,0.419812181,yes,yes,,agt-1,WBGene00000093,Public name for WBGene00000093. History: N.A.
Y97E10AL.3,Y97E10AL.3,14,363.0380475,0.011074999,13,200.1052401,0.004876162,0.305693244,0.355336279,yes,yes,,Y97E10AL.3,WBGene00022394,Sequence name for WBGene00022394(natb-1). History: N.A.
lbp-4,ZK742.5,14,653.8754019,0.019947413,9,662.0284705,0.016132303,0.447129438,0.503097897,yes,yes,,lbp-4,WBGene00002256,Public name for WBGene00002256. History: N.A.
rpl-41,C09H10.2,13,1141.298459,0.034816956,10,2497.773191,0.060865712,0.636120552,0.68637648,yes,yes,,rpl-41,WBGene00004454,Other name for WBGene00004454(rpl-36.A). History: Renamed on 2015-10-02
kbp-5,C34B2.2,13,1022.562825,0.031194755,13,452.144958,0.011017864,0.261008773,0.306599696,yes,yes,,kbp-5,WBGene00016387,Public name for WBGene00016387. History: N.A.
E02H1.8,E02H1.8,13,974.0264921,0.029714084,13,740.2710561,0.018038918,0.377754635,0.431821802,yes,yes,,E02H1.8,WBGene00008459,Sequence name for WBGene00008459(mrpl-53). History: N.A.
F18A1.8,F18A1.8,13,143.2134629,0.004368933,11,191.335856,0.00466247,0.516250898,0.571921224,yes,yes,,F18A1.8,WBGene00017549,Sequence name for WBGene00017549(pid-1). History: N.A.
F21D5.8,F21D5.8,13,196.4978,0.005994449,12,262.2723454,0.00639105,0.516010695,0.57168573,yes,yes,,F21D5.8,WBGene00009013,Sequence name for WBGene00009013(mrps-33). History: N.A.
kbp-3,F26H11.1,13,378.4546504,0.011545305,12,447.8232801,0.010912553,0.485912457,0.541976572,yes,yes,,kbp-3,WBGene00009179,Public name for WBGene00009179. History: N.A.
dpm-3,F28D1.11,13,558.2743728,0.017030965,10,626.7812555,0.015273399,0.47279677,0.528904501,yes,yes,,dpm-3,WBGene00009219,Public name for WBGene00009219. History: N.A.
emo-1,F32D8.6,13,1932.146266,0.05894291,10,1199.444065,0.029228041,0.331492861,0.38301436,yes,yes,,emo-1,WBGene00001303,Other name for WBGene00001303(sec-61.G). History: Renamed on 2019-05-20
F57B10.8,F57B10.8,13,126.7108622,0.003865498,22,106.4048353,0.002592872,0.401474689,0.456446462,yes,yes,,F57B10.8,WBGene00019005,Public name for WBGene00019005. History: N.A.
T26A5.8,T26A5.8,13,383.1449246,0.011688389,15,245.2430263,0.00597608,0.338310751,0.390273279,yes,yes,,T26A5.8,WBGene00020823,Public name for WBGene00020823. History: N.A.
Y18D10A.16,Y18D10A.16,13,118.1029564,0.003602901,12,176.3762075,0.004297934,0.543984752,0.59894291,yes,yes,,Y18D10A.16,WBGene00012483,Sequence name for WBGene00012483(coa-5). History: N.A.
Y73E7A.6,Y73E7A.6,13,286.2048066,0.008731091,9,182.9101382,0.004457152,0.337964077,0.389904735,yes,yes,,Y73E7A.6,WBGene00022273,Public name for WBGene00022273. History: N.A.
dnj-4,C01G8.4,12,65.69464952,0.00200411,9,122.2359322,0.002978644,0.597790686,0.650431298,yes,yes,,dnj-4,WBGene00001022,Public name for WBGene00001022. History: N.A.
C18E9.4,C18E9.4,12,459.6184989,0.014021326,13,707.4957676,0.01724025,0.551483716,0.606192374,yes,yes,,C18E9.4,WBGene00007684,Public name for WBGene00007684. History: N.A.
C34B2.5,C34B2.5,12,241.3968878,0.00736416,12,186.8852389,0.004554018,0.382106862,0.436360117,yes,yes,,C34B2.5,WBGene00016390,Sequence name for WBGene00016390(ttc-1). History: N.A.
C34D4.13,C34D4.13,12,263.0808078,0.00802566,10,191.1247807,0.004657327,0.367210574,0.420789144,yes,yes,,C34D4.13,WBGene00016404,Sequence name for WBGene00016404(mutd-1). History: N.A.
mif-3,F13G3.9,12,142.8118242,0.004356681,8,177.6591173,0.004329196,0.498417821,0.554368881,yes,yes,,mif-3,WBGene00003236,Public name for WBGene00003236. History: N.A.
F26A1.14,F26A1.14,12,156.581939,0.004776758,16,262.6130176,0.006399351,0.572592048,0.626469888,yes,yes,,F26A1.14,WBGene00017811,"Public name for Dead gene WBGene00017812. History of WBGene00017812: Merged into ""WBGene00017811"" on 2018-11-14"
F26H9.4,F26H9.4,12,217.2142601,0.006626434,14,223.4601058,0.005445274,0.451077309,0.50708669,yes,yes,,F26H9.4,WBGene00009176,Sequence name for WBGene00009176(nmat-2). History: N.A.
F42H10.2,F42H10.2,12,1018.4624,0.031069665,12,625.0899262,0.015232185,0.32897573,0.380328582,yes,yes,,F42H10.2,WBGene00018366,Public name for WBGene00018366. History: N.A.
F52A8.5,F52A8.5,12,297.6145549,0.009079161,15,127.9516822,0.003117925,0.255628688,0.300662203,yes,yes,,F52A8.5,WBGene00009918,Sequence name for WBGene00009918(gcsh-2). History: N.A.
rps-25,K02B2.5,12,3629.143715,0.110712266,11,5473.515643,0.133378573,0.546430066,0.601309511,yes,yes,,rps-25,WBGene00004494,Public name for WBGene00004494. History: N.A.
K07A1.1,K07A1.1,12,160.274095,0.004889393,17,216.9345991,0.00528626,0.51950084,0.575104982,yes,yes,,K07A1.1,WBGene00010608,"Public name for WBGene00010608. History: Split into K07A1.17(WBGene00044987). History of WBGene00010608: Split into ""WBGene00044987"" on 2006-09-04"
snx-3,W06D4.5,12,439.9685839,0.013421877,10,377.6982738,0.009203748,0.406784255,0.461921955,yes,yes,,snx-3,WBGene00006503,Public name for WBGene00006503. History: Renamed on 2007-07-20
Y59A8B.12,Y59A8B.12,12,326.7044124,0.00996659,9,245.6914254,0.005987006,0.375276287,0.429233424,yes,yes,,Y59A8B.12,WBGene00013349,Public name for WBGene00013349. History: N.A.
Y62F5A.12,Y62F5A.12,12,252.0349873,0.007688691,11,232.3733739,0.005662472,0.424118259,0.479705539,yes,yes,,Y62F5A.12,WBGene00077453,Public name for WBGene00077453. History: N.A.
C17E4.11,C17E4.11,11,114.4707545,0.003492096,11,68.19274643,0.00166172,0.322425218,0.373324425,yes,yes,,C17E4.11,WBGene00044236,Public name for WBGene00044236. History: N.A.
F48C1.5,F48C1.5,11,400.7064781,0.012224129,8,455.3588169,0.011096179,0.475816136,0.53192066,yes,yes,,F48C1.5,WBGene00018598,Public name for WBGene00018598. History: N.A.
