# Curated list of genes misregulated in the dcr-1(-/-);unc-32(-/-) relative to unc-32(-/-). The uncurated output from the microarray analysis software package GeneSifter is presented in worksheet ""dcr-1 raw data""
gene,affy_id,fold change,direction,Input,Suggested Match,History
F14D12.6,191537_at,2.45,Up,F14D12.6,WBGene00006411,Sequence name for WBGene00006411(octr-1). History: Renamed on 2009-12-11
F17C11.11,175504_at,2.45,Up,F17C11.11,WBGene00008922,Public name for WBGene00008922. History: N.A.
F41C3.8,180419_at,2.45,Up,F41C3.8,WBGene00018274,Public name for WBGene00018274. History: N.A.
F43G6.4,174361_at,2.45,Up,F43G6.4,WBGene00009657,Public name for WBGene00009657. History: N.A.
K11C4.2,183323_at,2.45,Up,K11C4.2,WBGene00019643,Public name for WBGene00019643. History: N.A.
T07C5.1,175566_s_at,2.45,Up,T07C5.1,WBGene00011564,Sequence name for WBGene00011564(ugt-50). History: N.A.
Y71F9AR.1,174470_at,2.45,Up,Y71F9AR.1,WBGene00000237,Sequence name for WBGene00000237(bam-2). History: N.A.
F40F12.7,183561_s_at,2.44,Up,F40F12.7,WBGene00009595,Sequence name for WBGene00009595(cbp-3). History: N.A.
F45E10.1,183518_s_at,2.44,Up,F45E10.1,WBGene00006788,Sequence name for WBGene00006788(unc-53). History: N.A.
Y37E11B.7,186531_at,2.44,Up,Y37E11B.7,WBGene00021379,Public name for WBGene00021379. History: N.A.
F11A6.1,172920_x_at,2.43,Up,F11A6.1,WBGene00002232,Sequence name for WBGene00002232(kpc-1). History: N.A.
F21A3.2,189261_at,2.43,Up,F21A3.2,WBGene00008992,"Public name for WBGene00008992. History: Split into F21A3.11(WBGene00219316). History of WBGene00008992: Split into ""WBGene00219316"" on 2011-11-21"
F36D1.7,177958_at,2.43,Up,F36D1.7,WBGene00009466,Public name for WBGene00009466. History: N.A.
Y73F8A.6,171827_x_at,2.43,Up,Y73F8A.6,WBGene00000370,Sequence name for WBGene00000370(ccg-1). History: N.A.
F11A5.10,192628_at,2.42,Up,F11A5.10,WBGene00001591,Sequence name for WBGene00001591(glc-1). History: N.A.
T11G6.3,192962_at,2.42,Up,T11G6.3,WBGene00011718,Public name for WBGene00011718. History: N.A.
Y17D7B.4,182439_at,2.42,Up,Y17D7B.4,WBGene00012452,Public name for WBGene00012452. History: N.A.
H06H21.10,187523_s_at,2.4,Up,H06H21.10,WBGene00019166,Sequence name for WBGene00019166(tat-2). History: N.A.
R03G8.3,177693_at,2.4,Up,R03G8.3,WBGene00010998,Public name for WBGene00010998. History: N.A.
F14F3.1,175692_s_at,2.39,Up,F14F3.1,WBGene00006870,Sequence name for WBGene00006870(vab-3). History: Renamed on 2013-10-08
K03H1.4,191676_at,2.39,Up,K03H1.4,WBGene00010539,Sequence name for WBGene00010539(ttr-2). History: N.A.
Y4C6B.3,182675_at,2.39,Up,Y4C6B.3,WBGene00021157,Public name for WBGene00021157. History: N.A.
C04F12.1,182922_s_at,2.38,Up,C04F12.1,WBGene00007297,Public name for WBGene00007297. History: N.A.
D1086.2,177478_at,2.38,Up,D1086.2,WBGene00008389,Public name for WBGene00008389. History: N.A.
F09F7.7,173490_s_at,2.38,Up,F09F7.7,WBGene00017304,Sequence name for WBGene00017304(nmad-1). History: N.A.
F25D7.3,175302_at,2.38,Up,F25D7.3,WBGene00003847,Sequence name for WBGene00003847(blmp-1). History: Renamed on 2005-05-18; Renamed on 2014-08-14
F56D5.6,175450_at,2.38,Up,F56D5.6,WBGene00010150,Public name for WBGene00010150. History: N.A.
R07B7.6,193171_at,2.38,Up,R07B7.6,WBGene00011090,Public name for WBGene00011090. History: N.A.
C38H2.2,174132_at,2.37,Up,C38H2.2,WBGene00008019,Public name for WBGene00008019. History: N.A.
F09E10.11,174073_at,2.37,Up,F09E10.11,WBGene00006650,Sequence name for WBGene00006650(tts-1). History: N.A.
F20B6.3,175209_at,2.37,Up,F20B6.3,WBGene00003412,Sequence name for WBGene00003412(mrp-6). History: N.A.
M60.5,173782_at,2.37,Up,M60.5,WBGene00002234,Sequence name for WBGene00002234(kqt-2). History: N.A.
W05H9.1,179806_at,2.37,Up,W05H9.1,WBGene00021048,Public name for WBGene00021048. History: N.A.
Y39B6A.24,188010_at,2.37,Up,Y39B6A.24,WBGene00012683,Sequence name for WBGene00012683(asp-17). History: N.A.
C05A9.1,188998_s_at,2.36,Up,C05A9.1,WBGene00003999,Sequence name for WBGene00003999(pgp-5). History: N.A.
F48F7.1,174189_at,2.36,Up,F48F7.1,WBGene00000105,Sequence name for WBGene00000105(alg-1). History: N.A.
ZK637.1,189976_at,2.36,Up,ZK637.1,WBGene00014021,Sequence name for WBGene00014021(svop-1). History: N.A.
C54F6.13,186036_at,2.35,Up,C54F6.13,WBGene00003731,Sequence name for WBGene00003731(nhx-3). History: N.A.
F20D1.3,179692_at,2.35,Up,F20D1.3,WBGene00008975,Public name for WBGene00008975. History: N.A.
T21B6.1,174786_at,2.35,Up,T21B6.1,WBGene00000961,Sequence name for WBGene00000961(dgn-1). History: N.A.
C34D10.2,174951_at,2.34,Up,C34D10.2,WBGene00016407,"Sequence name for WBGene00016407(unk-1). History: Split into C34D10.5(WBGene00303044). History of WBGene00016407: Split into ""WBGene00303044"" on 2018-03-02"
F37C4.4,182704_at,2.34,Up,F37C4.4,WBGene00018144,Public name for WBGene00018144. History: N.A.
F57G4.5,178443_s_at,2.34,Up,F57G4.5,,Sequence name for Suppressed gene WBGene00010210. Molecular name for Suppressed gene WBGene00010210. Public name for Suppressed gene WBGene00010210. History of WBGene00010210: Killed on 2008-07-18; Suppressed on 2012-11-18. Remark: This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
R09B5.11,189772_at,2.34,Up,R09B5.11,WBGene00019979,Public name for WBGene00019979. History: N.A.
Y54G2A.10,174184_at,2.34,Up,Y54G2A.10,WBGene00021875,Public name for WBGene00021875. History: N.A.
C44F1.3,192831_s_at,2.33,Up,C44F1.3,WBGene00002267,Sequence name for WBGene00002267(lec-4). History: N.A.
F22F4.4,172395_at,2.33,Up,F22F4.4,WBGene00017717,"Public name for WBGene00017717. History: Split into F22F4.9(WBGene00271606). History of WBGene00017717: Split into ""WBGene00271606"" on 2017-03-02"
F47B7.2,174388_at,2.33,Up,F47B7.2,WBGene00018533,Public name for WBGene00018533. History: N.A.
F59F5.2,175196_s_at,2.33,Up,F59F5.2,WBGene00010341,Sequence name for WBGene00010341(glo-3). History: N.A.
F27C8.1,192458_at,2.32,Up,F27C8.1,WBGene00000002,Sequence name for WBGene00000002(aat-1). History: N.A.
F55B11.2,183362_s_at,2.32,Up,F55B11.2,WBGene00010084,Public name for WBGene00010084. History: N.A.
T08B1.4,182980_at,2.32,Up,T08B1.4,WBGene00020341,Public name for WBGene00020341. History: N.A.
T04C9.4,185322_s_at,2.31,Up,T04C9.4,WBGene00003375,Sequence name for WBGene00003375(mlp-1). History: N.A.
T24B8.3,175022_s_at,2.31,Up,T24B8.3,WBGene00011977,Public name for WBGene00011977. History: N.A.
Y73B6BR.1,173974_s_at,2.31,Up,Y73B6BR.1,WBGene00004169,Sequence name for WBGene00004169(pqn-89). History: N.A.
ZC64.2,177670_at,2.31,Up,ZC64.2,WBGene00022515,Sequence name for WBGene00022515(ttr-48). History: N.A.
C06G8.1,179164_at,2.3,Up,C06G8.1,WBGene00007384,Sequence name for WBGene00007384(swt-3). History: N.A.
F26E4.2,178600_at,2.3,Up,F26E4.2,WBGene00009157,Public name for WBGene00009157. History: N.A.
F41E6.5,189584_s_at,2.3,Up,F41E6.5,WBGene00018286,Public name for WBGene00018286. History: N.A.
T09B4.5,174789_at,2.3,Up,T09B4.5,WBGene00020379,Public name for WBGene00020379. History: N.A.
C03A7.11,173620_s_at,2.29,Up,C03A7.11,WBGene00015369,Sequence name for WBGene00015369(ugt-51). History: N.A.
C33H5.13,184393_at,2.29,Up,C33H5.13,WBGene00016379,Public name for WBGene00016379. History: N.A.
F35C5.8,173090_s_at,2.29,Up,F35C5.8,WBGene00009396,Sequence name for WBGene00009396(clec-65). History: N.A.
F44F4.4,187935_s_at,2.29,Up,F44F4.4,WBGene00004222,Sequence name for WBGene00004222(ptr-8). History: N.A.
F49E12.2,183848_at,2.29,Up,F49E12.2,WBGene00009898,Sequence name for WBGene00009898(dod-23). History: N.A.
F57C12.4,193187_s_at,2.29,Up,F57C12.4,WBGene00003408,Sequence name for WBGene00003408(mrp-2). History: N.A.
ZK154.6,173706_at,2.29,Up,ZK154.6,WBGene00022668,Public name for WBGene00022668. History: N.A.
C01B12.3,186473_at,2.28,Up,C01B12.3,WBGene00015286,Sequence name for WBGene00015286(best-3). History: N.A.
K07C11.4,188627_at,2.28,Up,K07C11.4,WBGene00019477,Sequence name for WBGene00019477(cest-17). History: N.A.
ZK154.4,182221_at,2.28,Up,ZK154.4,WBGene00022666,Public name for WBGene00022666. History: N.A.
C18H9.6,187412_at,2.27,Up,C18H9.6,WBGene00016004,Public name for WBGene00016004. History: N.A.
C32D5.8,188744_s_at,2.27,Up,C32D5.8,WBGene00016316,Public name for WBGene00016316. History: N.A.
F38B7.2,178138_at,2.27,Up,F38B7.2,WBGene00009533,Public name for WBGene00009533. History: N.A.
F38G1.2,184635_at,2.27,Up,F38G1.2,WBGene00001185,Sequence name for WBGene00001185(egl-17). History: N.A.
ZC443.3,173558_at,2.27,Up,ZC443.3,WBGene00013898,Public name for WBGene00013898. History: N.A.
C47A10.1,193903_at,2.26,Up,C47A10.1,WBGene00004003,Sequence name for WBGene00004003(pgp-9). History: N.A.
F22B7.9,187282_at,2.26,Up,F22B7.9,WBGene00017698,Public name for WBGene00017698. History: N.A.
W03D2.5,188096_s_at,2.26,Up,W03D2.5,WBGene00006951,Sequence name for WBGene00006951(wrt-5). History: N.A.
Y37E11AR.6,176469_s_at,2.26,Up,Y37E11AR.6,WBGene00006869,Sequence name for WBGene00006869(vab-2). History: N.A.
Y95B8A.6,186216_at,2.26,Up,Y95B8A.6,WBGene00022386,Public name for WBGene00022386. History: N.A.
K09A9.1,175475_s_at,2.25,Up,K09A9.1,WBGene00010700,Sequence name for WBGene00010700(nipi-3). History: N.A.
T19A6.4,177772_at,2.25,Up,T19A6.4,WBGene00011829,Public name for WBGene00011829. History: N.A.
F38A5.3,175705_s_at,2.24,Up,F38A5.3,WBGene00002274,Sequence name for WBGene00002274(lec-11). History: N.A.
F53A9.6,172363_x_at,2.24,Up,F53A9.6,WBGene00018729,Public name for WBGene00018729. History: N.A.
R03G5.6,181675_at,2.24,Up,R03G5.6,WBGene00019847,Public name for WBGene00019847. History: N.A.
F35C11.4,181939_at,2.23,Up,F35C11.4,WBGene00009403,Public name for WBGene00009403. History: N.A.
F36A4.8,183694_at,2.23,Up,F36A4.8,WBGene00018085,Sequence name for WBGene00018085(ttr-20). History: N.A.
F59A1.10,183744_at,2.23,Up,F59A1.10,WBGene00010296,Sequence name for WBGene00010296(dgat-2). History: N.A.
R07B1.10,175710_s_at,2.23,Up,R07B1.10,WBGene00002271,Sequence name for WBGene00002271(lec-8). History: N.A.
Y53H1B.2,181216_s_at,2.23,Up,Y53H1B.2,WBGene00013181,Public name for WBGene00013181. History: N.A.
AC3.7,190879_at,2.22,Up,AC3.7,WBGene00007072,Sequence name for WBGene00007072(ugt-1). History: Renamed on 2004-08-25
C01F1.3,184019_at,2.22,Up,C01F1.3,WBGene00015298,Sequence name for WBGene00015298(rml-4). History: Renamed on 2005-03-17
W05B10.3,182606_at,2.22,Up,W05B10.3,WBGene00012278,Public name for WBGene00012278. History: N.A.
F10D2.11,190849_at,2.21,Up,F10D2.11,WBGene00017336,Sequence name for WBGene00017336(ugt-41). History: N.A.
F44G3.6,187985_at,2.21,Up,F44G3.6,WBGene00004809,Sequence name for WBGene00004809(skr-3). History: N.A.
F53B2.6,174587_at,2.21,Up,F53B2.6,WBGene00001820,Sequence name for WBGene00001820(ham-1). History: N.A.
Y105C5B.15,186799_at,2.21,Up,Y105C5B.15,WBGene00013654,Public name for WBGene00013654. History: N.A.
C37H5.9,173035_s_at,2.2,Up,C37H5.9,WBGene00003528,Sequence name for WBGene00003528(nas-9). History: N.A.
F35F10.5,184713_at,2.2,Up,F35F10.5,WBGene00018055,Public name for WBGene00018055. History: N.A.
T27D12.1,191788_at,2.2,Up,T27D12.1,WBGene00012085,Public name for WBGene00012085. History: N.A.
C29E6.5,193483_at,2.19,Up,C29E6.5,WBGene00003633,Sequence name for WBGene00003633(nhr-43). History: N.A.
F19B2.6,178024_at,2.19,Up,F19B2.6,WBGene00008945,Public name for WBGene00008945. History: N.A.
F55C12.7,174069_at,2.19,Up,F55C12.7,WBGene00018874,Sequence name for WBGene00018874(tag-234). History: N.A.
B0213.5,172386_x_at,2.18,Up,B0213.5,WBGene00003768,Sequence name for WBGene00003768(nlp-30). History: N.A.
F54G8.3,173833_at,2.18,Up,F54G8.3,WBGene00002081,Sequence name for WBGene00002081(ina-1). History: N.A.
F55A4.8,182206_s_at,2.18,Up,F55A4.8,WBGene00018860,Sequence name for WBGene00018860(vpat-1). History: N.A.
F55C5.2,193529_at,2.18,Up,F55C5.2,WBGene00010092,Public name for WBGene00010092. History: N.A.
K11E8.1,175821_s_at,2.18,Up,K11E8.1,WBGene00006779,Sequence name for WBGene00006779(unc-43). History: N.A.
ZK945.1,188734_at,2.18,Up,ZK945.1,WBGene00014164,Sequence name for WBGene00014164(lact-2). History: N.A.
B0024.14,188605_s_at,2.17,Up,B0024.14,WBGene00007103,Sequence name for WBGene00007103(crm-1). History: N.A.
F47B7.1,172655_x_at,2.17,Up,F47B7.1,WBGene00018532,Public name for WBGene00018532. History: N.A.
T24H10.7,180818_at,2.17,Up,T24H10.7,WBGene00012005,Sequence name for WBGene00012005(jun-1). History: N.A.
C10C5.5,189081_at,2.16,Up,C10C5.5,WBGene00007509,Public name for WBGene00007509. History: N.A.
D2005.2,178934_at,2.16,Up,D2005.2,WBGene00003746,Sequence name for WBGene00003746(nlp-8). History: N.A.
F40G9.5,181995_at,2.16,Up,F40G9.5,WBGene00018241,"Public name for WBGene00018241. History: Split into F40G9.15(WBGene00077531). History of WBGene00018241: Split into ""WBGene00077531"" on 2008-01-15"
T27E4.4,171986_x_at,2.16,Up,T27E4.4,WBGene00020862,Sequence name for WBGene00020862(fip-2). History: N.A.
Y62H9A.4,180173_at,2.16,Up,Y62H9A.4,WBGene00013392,Public name for WBGene00013392. History: N.A.
C39E6.4,173754_at,2.15,Up,C39E6.4,WBGene00003377,Sequence name for WBGene00003377(mls-2). History: N.A.
F57C2.4,175010_s_at,2.15,Up,F57C2.4,WBGene00010196,Public name for WBGene00010196. History: N.A.
H38K22.5,175629_s_at,2.15,Up,H38K22.5,WBGene00001631,Sequence name for WBGene00001631(gly-6). History: N.A.
R09F10.4,192484_at,2.15,Up,R09F10.4,WBGene00002127,Sequence name for WBGene00002127(inx-5). History: N.A.
ZK550.6,186811_s_at,2.15,Up,ZK550.6,WBGene00014000,Public name for WBGene00014000. History: N.A.
E01G4.3,177815_s_at,2.14,Up,E01G4.3,WBGene00008446,Public name for WBGene00008446. History: N.A.
F10G2.3,182790_at,2.14,Up,F10G2.3,WBGene00017364,Sequence name for WBGene00017364(clec-7). History: N.A.
F32A5.4,190628_at,2.14,Up,F32A5.4,WBGene00017970,Public name for WBGene00017970. History: N.A.
F57C7.2,189966_s_at,2.14,Up,F57C7.2,WBGene00003733,Sequence name for WBGene00003733(nhx-5). History: N.A.
W01C8.5,174277_s_at,2.14,Up,W01C8.5,WBGene00020921,Public name for WBGene00020921. History: N.A.
Y41D4B.16,176044_at,2.14,Up,Y41D4B.16,WBGene00021518,Sequence name for WBGene00021518(hpo-6). History: N.A.
C06G8.3,178054_at,2.13,Up,C06G8.3,WBGene00014669,Sequence name for WBGene00014669(zipt-2.1). History: N.A.
C10H11.3,184602_at,2.13,Up,C10H11.3,WBGene00015692,Sequence name for WBGene00015692(ugt-25). History: N.A.
C13A10.2,185247_at,2.13,Up,C13A10.2,WBGene00015729,Public name for WBGene00015729. History: N.A.
DY3.6,177224_at,2.13,Up,DY3.6,WBGene00008439,Sequence name for WBGene00008439(mfb-1). History: N.A.
K02A11.3,190149_at,2.13,Up,K02A11.3,WBGene00010488,Sequence name for WBGene00010488(endu-1). History: N.A.
M60.6,173685_s_at,2.13,Up,M60.6,WBGene00019781,Public name for WBGene00019781. History: N.A.
W09C2.1,192655_s_at,2.13,Up,W09C2.1,WBGene00001249,Sequence name for WBGene00001249(elt-1). History: N.A.
C43C3.3,175189_at,2.12,Up,C43C3.3,WBGene00001123,"Sequence name for WBGene00001123(dyf-7). History: Renamed on 2016-08-08. Public name for Dead gene WBGene00001124. History of WBGene00001124: Merged into ""WBGene00001123"" on 2010-04-26"
F08G12.5,192896_at,2.12,Up,F08G12.5,WBGene00008588,Public name for WBGene00008588. History: N.A.
F18H3.3,173881_at,2.12,Up,F18H3.3,WBGene00003903,Sequence name for WBGene00003903(pab-2). History: N.A.
F41B5.2,189309_at,2.12,Up,F41B5.2,WBGene00018260,Sequence name for WBGene00018260(cyp-33C7). History: N.A.
F52C12.5,175050_at,2.12,Up,F52C12.5,WBGene00001253,Sequence name for WBGene00001253(elt-6). History: N.A.
ZK970.1,190720_at,2.12,Up,ZK970.1,WBGene00014171,Sequence name for WBGene00014171(nep-26). History: N.A.
F02E8.6,187969_s_at,2.11,Up,F02E8.6,WBGene00003561,Sequence name for WBGene00003561(ncr-1). History: N.A.
F09B9.2,175840_s_at,2.11,Up,F09B9.2,WBGene00006839,Sequence name for WBGene00006839(unc-115). History: N.A.
F15A4.6,192485_at,2.11,Up,F15A4.6,WBGene00008841,Sequence name for WBGene00008841(phat-8). History: N.A.
F35C8.6,182024_at,2.11,Up,F35C8.6,WBGene00003990,Sequence name for WBGene00003990(pfn-2). History: N.A.
T07F12.4,192308_s_at,2.11,Up,T07F12.4,WBGene00020324,Public name for WBGene00020324. History: N.A.
C44F1.5,179161_at,2.1,Up,C44F1.5,WBGene00000070,Sequence name for WBGene00000070(acy-3). History: N.A.
F15E6.4,180398_s_at,2.1,Up,F15E6.4,WBGene00017485,Public name for WBGene00017485. History: N.A.
F27E11.3,173988_at,2.1,Up,F27E11.3,WBGene00000478,Sequence name for WBGene00000478(cfz-2). History: N.A.
M03F4.3,191388_at,2.1,Up,M03F4.3,WBGene00006475,Sequence name for WBGene00006475(tyra-3). History: Renamed on 2006-11-03
C06H5.1,179651_s_at,2.09,Up,C06H5.1,WBGene00007392,Sequence name for WBGene00007392(fbxa-156). History: N.A.
F21C10.4,185837_at,2.09,Up,F21C10.4,WBGene00017654,Public name for WBGene00017654. History: N.A.
F53C11.1,175151_at,2.09,Up,F53C11.1,WBGene00009971,Public name for WBGene00009971. History: N.A.
K08D10.10,186706_at,2.09,Up,K08D10.10,WBGene00019533,"Public name for WBGene00019533. History: Split into K08D10.14(WBGene00219216). History of WBGene00019533: Split into ""WBGene00219216"" on 2011-08-24"
T19D12.2,192012_s_at,2.09,Up,T19D12.2,WBGene00020577,Public name for WBGene00020577. History: N.A.
T28B4.3,180703_at,2.09,Up,T28B4.3,WBGene00020886,Sequence name for WBGene00020886(ttr-6). History: N.A.
Y105C5A.8,186052_at,2.09,Up,Y105C5A.8,WBGene00013633,Public name for WBGene00013633. History: N.A.
Y77E11A.2,187013_at,2.09,Up,Y77E11A.2,WBGene00022307,Sequence name for WBGene00022307(nadk-1). History: N.A.
ZK525.1,171849_x_at,2.09,Up,ZK525.1,WBGene00001458,Sequence name for WBGene00001458(flp-15). History: N.A.
C08F1.10,175162_s_at,2.08,Up,C08F1.10,WBGene00015613,Public name for WBGene00015613. History: N.A.
F45E1.6,188999_s_at,2.08,Up,F45E1.6,WBGene00001945,Sequence name for WBGene00001945(his-71). History: N.A.
H03A11.1,182731_s_at,2.08,Up,H03A11.1,WBGene00010356,"Sequence name for WBGene00010356(famk-1). History: Split into H03A11.13(WBGene00303065). History of WBGene00010356: Split into ""WBGene00303065"" on 2018-03-02"
K02F3.1,187535_s_at,2.08,Up,K02F3.1,WBGene00006430,"Sequence name for WBGene00006430(tag-51). History: N.A.. Public name for Dead gene WBGene00019325. History of WBGene00019325: Merged into ""WBGene00006430"" on 2007-11-02"
T04B2.5,175508_at,2.08,Up,T04B2.5,WBGene00011423,Sequence name for WBGene00011423(ipla-7). History: N.A.
T14G11.1,184879_at,2.08,Up,T14G11.1,WBGene00020510,Public name for WBGene00020510. History: N.A.
T22A3.8,182257_at,2.08,Up,T22A3.8,WBGene00002248,Sequence name for WBGene00002248(lam-3). History: N.A.
W09D12.1,190170_s_at,2.08,Up,W09D12.1,WBGene00012364,Sequence name for WBGene00012364(zmp-4). History: N.A.
C15C7.5,183089_at,2.07,Up,C15C7.5,WBGene00015791,Sequence name for WBGene00015791(bbln-1). History: Renamed on 2021-01-02
F19C6.2,174927_at,2.07,Up,F19C6.2,WBGene00008951,Public name for WBGene00008951. History: N.A.
F20B10.1,174611_s_at,2.07,Up,F20B10.1,WBGene00003772,Sequence name for WBGene00003772(nlr-1). History: N.A.
F58F9.7,173911_s_at,2.07,Up,F58F9.7,WBGene00019060,Sequence name for WBGene00019060(acox-3). History: Renamed on 2017-01-05
M02F4.3,174377_at,2.07,Up,M02F4.3,WBGene00016343,"Public name for Dead gene WBGene00019737. History of WBGene00019737: Merged into ""WBGene00016343"" on 2016-02-18"
ZC155.1,173222_s_at,2.07,Up,ZC155.1,WBGene00003588,Sequence name for WBGene00003588(nex-1). History: N.A.
B0496.7,181555_at,2.06,Up,B0496.7,WBGene00015216,Sequence name for WBGene00015216(valv-1). History: N.A.
F10C1.2,192149_s_at,2.06,Up,F10C1.2,WBGene00002053,Sequence name for WBGene00002053(ifb-1). History: N.A.
F35D11.3,174220_at,2.06,Up,F35D11.3,WBGene00018044,Public name for WBGene00018044. History: N.A.
K11H12.4,184313_s_at,2.06,Up,K11H12.4,WBGene00019660,Public name for WBGene00019660. History: N.A.
T10B10.8,189358_at,2.06,Up,T10B10.8,WBGene00011684,Public name for WBGene00011684. History: N.A.
T14D7.2,173940_at,2.06,Up,T14D7.2,WBGene00011768,Sequence name for WBGene00011768(oac-46). History: N.A.
T18D3.3,191020_at,2.06,Up,T18D3.3,WBGene00011821,Sequence name for WBGene00011821(cdf-2). History: N.A.
C33D9.8,191491_at,2.05,Up,C33D9.8,WBGene00007901,"Public name for WBGene00007901. History: Split into C33D9.13(WBGene00194651). History of WBGene00007901: Split into ""WBGene00194651"" on 2009-06-04"
F15C11.1,175707_s_at,2.05,Up,F15C11.1,WBGene00004773,Sequence name for WBGene00004773(sem-4). History: N.A.
Y54G2A.14,177004_s_at,2.05,Up,Y54G2A.14,WBGene00021879,Sequence name for WBGene00021879(clec-83). History: N.A.
K02F3.6,175412_at,2.04,Up,K02F3.6,WBGene00019329,Sequence name for WBGene00019329(ceeh-1). History: N.A.
C10C5.3,189069_at,2.03,Up,C10C5.3,WBGene00007507,Public name for WBGene00007507. History: N.A.
C24G7.1,183515_at,2.03,Up,C24G7.1,WBGene00016063,Sequence name for WBGene00016063(delm-2). History: N.A.
F32H2.5,174796_at,2.03,Up,F32H2.5,WBGene00009342,Sequence name for WBGene00009342(fasn-1). History: Renamed on 2015-03-06
F54B8.4,179214_at,2.03,Up,F54B8.4,WBGene00010019,Public name for WBGene00010019. History: N.A.
C05E11.8,188353_s_at,2.02,Up,C05E11.8,WBGene00001455,Sequence name for WBGene00001455(flp-12). History: N.A.
F11E6.6,179656_at,2.02,Up,F11E6.6,WBGene00008709,Public name for WBGene00008709. History: N.A.
F26E4.3,189495_at,2.02,Up,F26E4.3,WBGene00009158,Public name for WBGene00009158. History: N.A.
F28B12.2,175340_at,2.02,Up,F28B12.2,WBGene00001208,Sequence name for WBGene00001208(egl-44). History: N.A.
Y54G11A.5,188687_s_at,2.02,Up,Y54G11A.5,WBGene00000831,Sequence name for WBGene00000831(ctl-2). History: N.A.
Y57A10A.26,187069_at,2.02,Up,Y57A10A.26,WBGene00013266,Public name for WBGene00013266. History: N.A.
C46F4.2,174966_at,2.01,Up,C46F4.2,WBGene00016716,Sequence name for WBGene00016716(acs-17). History: Renamed on 2004-08-25
H01A20.1,175726_s_at,2.01,Up,H01A20.1,WBGene00003602,Sequence name for WBGene00003602(nhr-3). History: N.A.
K10B3.10,173871_at,2.01,Up,K10B3.10,WBGene00004951,Sequence name for WBGene00004951(spc-1). History: N.A.
T22H2.5,172318_x_at,2.01,Up,T22H2.5,WBGene00011935,Sequence name for WBGene00011935(scrm-1). History: Renamed on 2007-05-03
T28C12.4,188697_at,2.01,Up,T28C12.4,WBGene00020891,Sequence name for WBGene00020891(cest-24). History: N.A.
C28G1.5,192344_at,2.0,Up,C28G1.5,WBGene00016190,Sequence name for WBGene00016190(rcs-1). History: N.A.
C52A11.4,174958_at,2.0,Up,C52A11.4,WBGene00003404,Sequence name for WBGene00003404(mpz-1). History: N.A.
F22B8.7,179302_at,2.0,Up,F22B8.7,WBGene00009049,Public name for WBGene00009049. History: N.A.
R06F6.6,189665_at,2.0,Up,R06F6.6,WBGene00011069,"Sequence name for WBGene00011069(ceh-62). History: Split into R06F6.14(WBGene00269421). History of WBGene00011069: Split into ""WBGene00269421"" on 2016-02-18"
R07E3.1,189760_s_at,2.0,Up,R07E3.1,WBGene00011102,Public name for WBGene00011102. History: N.A.
R12C12.9,173561_s_at,2.0,Up,R12C12.9,WBGene00020029,Public name for WBGene00020029. History: N.A.
C51E3.6,190948_at,1.99,Up,C51E3.6,WBGene00008252,Public name for WBGene00008252. History: N.A.
E04F6.4,189927_at,1.99,Up,E04F6.4,WBGene00017124,Public name for WBGene00017124. History: N.A.
F13D12.8,180267_s_at,1.99,Up,F13D12.8,WBGene00008742,Public name for WBGene00008742. History: N.A.
F43G6.11,193138_at,1.99,Up,F43G6.11,WBGene00009663,"Sequence name for WBGene00009663(hda-5). History: Split into F43G6.17(WBGene00219378). History of WBGene00009663: Split into ""WBGene00219378"" on 2012-03-19"
R05C11.3,188249_at,1.99,Up,R05C11.3,WBGene00019875,Sequence name for WBGene00019875(mca-2). History: N.A.
R05H5.8,174075_at,1.99,Up,R05H5.8,WBGene00006651,Sequence name for WBGene00006651(tts-2). History: N.A.
R10E4.2,193337_s_at,1.99,Up,R10E4.2,WBGene00006331,"Sequence name for WBGene00006331(sup-26). History: Renamed on 2010-10-07. Public name for Dead gene WBGene00011199. History of WBGene00011199: Merged into ""WBGene00006331"" on 2010-10-07"
T28B4.4,181524_at,1.99,Up,T28B4.4,WBGene00020887,Sequence name for WBGene00020887(hic-1). History: N.A.
W05H9.3,172303_x_at,1.99,Up,W05H9.3,WBGene00021050,Public name for WBGene00021050. History: N.A.
Y49C4A.8,176819_s_at,1.99,Up,Y49C4A.8,WBGene00021709,Sequence name for WBGene00021709(ugt-29). History: N.A.
C15H11.3,193296_at,1.98,Up,C15H11.3,WBGene00003834,Sequence name for WBGene00003834(nxf-1). History: N.A.
C15H9.11,175267_at,1.98,Up,C15H9.11,WBGene00015805,Public name for WBGene00015805. History: N.A.
C29F7.2,178316_at,1.98,Up,C29F7.2,WBGene00007811,Public name for WBGene00007811. History: N.A.
F45H11.4,173928_at,1.98,Up,F45H11.4,WBGene00003233,"Sequence name for WBGene00003233(mgl-2). History: Split into maf-1(WBGene00077521). History of WBGene00003233: Split into ""WBGene00077521"" on 2008-01-09"
C25D7.4,179118_at,1.97,Up,C25D7.4,WBGene00007716,Sequence name for WBGene00007716(fbxa-82). History: N.A.
F37C4.5,171919_x_at,1.97,Up,F37C4.5,WBGene00018145,Public name for WBGene00018145. History: N.A.
