ProbeName,Fold change([1] vs Zero),Regulation([1] vs Zero),[1](normalized),Common name,GeneSymbol,Description,GenbankAccession,ControlType,Input,Suggested Match,History,Input,Suggested Match,History
A_12_P107260,5.663533,down,-2.5017023,F01D5.1,F01D5.1,,,False,,,,,,
A_12_P104424,4.5843434,down,-2.196715,F01D5.2,F01D5.2,,,False,,,,,,
A_12_P103904,5.462267,down,-2.4494998,F01D5.3,F01D5.3,,,False,,,,,,
A_12_P100353,2.56105,down,-1.3567353,F01F1.11,F01F1.11,,,False,,,,,,
A_12_P103681,3.6233487,down,-1.8573236,F02A9.6,F02A9.6,GLP-1 protein [F02A9.6],,False,,,,,,
A_12_P109195,2.5749695,down,-1.3645554,F02C12.3,F02C12.3,,,False,,,,,,
A_12_P117740,8.344941,down,-3.0609019,F02D10.6,F02D10.6,,,False,,,,,,
A_12_P111107,7.931169,down,-2.9875336,F02E8.4,F02E8.4,,,False,,,,,,
A_12_P109934,2.355458,down,-1.2360076,F02E9.10.1,F02E9.10.1,,,False,,,,,,
A_12_P120380,6.6759214,down,-2.738967,F02H6.2,F02H6.2,,,False,,,,,,
A_12_P102635,8.434343,down,-3.0762758,F02H6.3a,F02H6.3a,,,False,,,,,,
A_12_P110406,6.1242714,down,-2.6145382,F02H6.3a,F02H6.3a,,,False,,,,,,
A_12_P106422,4.234237,down,-2.082102,F02H6.6,F02H6.6,,,False,,,,,,
A_12_P100241,2.7722576,down,-1.4710613,F07A5.1a,F07A5.1a,UNC-7 like [F07A5.1a],,False,,,,,,
A_12_P100289,2.8623414,down,-1.5171957,F07A5.1b,F07A5.1b,Ogre family [F07A5.1b],,False,,,,,,
A_12_P120256,3.2314892,down,-1.6921991,F07E5.1,F07E5.1,,,False,,,,,,
A_12_P110480,2.162112,down,-1.1124412,F07H5.10,F07H5.10,,,False,,,,,,
A_12_P110144,2.335394,down,-1.2236658,F08B4.1,F08B4.1,,,False,,,,,,
A_12_P106424,2.7243106,down,-1.4458913,F08B4.3,F08B4.3,,,False,,,,,,
A_12_P103879,2.0350156,down,-1.0250398,F08B4.6,F08B4.6,N-heparan sulfate sulfotransferase [F08B4.6],,False,,,,,,
A_12_P115457,2.6187363,down,-1.3888708,F08B6.1,F08B6.1,,,False,,,,,,
A_12_P110598,2.5980296,down,-1.3774179,F08D12.10,F08D12.10,,,False,,,,,,
A_12_P112965,3.5178328,down,-1.8146869,F08F1.5,F08F1.5,,,False,,,,,,
A_12_P107474,7.129887,down,-2.8338792,F08F3.6,F08F3.6,,,False,,,,,,
A_12_P105688,2.3710268,down,-1.2455119,F08F8.10,F08F8.10,,,False,,,,,,
A_12_P120369,2.5763535,down,-1.3653306,F08F8.4,F08F8.4,,,False,,,,,,
A_12_P111110,3.9243612,down,-1.9724579,F08G12.10,F08G12.10,innexin [F08G12.10],,False,,,,,,
A_12_P112167,2.4753654,down,-1.3076415,F08G12.3,F08G12.3,,,False,,,,,,
A_12_P105050,2.1500905,down,-1.1043974,F08G5.1,F08G5.1,,,False,,,,,,
A_12_P103931,6.8162346,down,-2.768975,F08G5.6,F08G5.6,,,False,,,,,,
A_12_P119053,2.1710646,down,-1.1184026,F08H9.1,F08H9.1,,,False,,,,,,
A_12_P111481,3.367016,down,-1.7514706,F08H9.5,F08H9.5,C-type lectin domain [F08H9.5],,False,,,,,,
A_12_P113669,2.6270592,down,-1.3934487,F08H9.8,F08H9.8,C-type lectin domain [F08H9.8],,False,,,,,,
A_12_P117831,2.7639832,down,-1.4667488,F09A5.1,F09A5.1,tetracycline resistance like protein [F09A5.1],,False,,,,,,
A_12_P116464,2.6909556,down,-1.4281186,F09C8.1,F09C8.1,phospholipase precursor [F09C8.1],,False,,,,,,
A_12_P103498,3.0635116,down,-1.6151863,F09E10.1,F09E10.1,,,False,,,,,,
A_12_P109218,3.60328,down,-1.8493108,F09E5.13,F09E5.13,,,False,,,,,,
A_12_P107651,2.2940297,down,-1.1978841,F09E8.3,F09E8.3,Yeast DNA mismatch repair protein MSH5 like [F09E8.3],,False,,,,,,
A_12_P101804,2.0931432,down,-1.065671,F09G2.8.2,F09G2.8.2,,,False,,,,,,
A_12_P115091,2.3532908,down,-1.2346796,F10A3.2,F10A3.2,,,False,,,,,,
A_12_P100681,3.5223434,down,-1.8165356,F10A3.3,F10A3.3,,,False,,,,,,
A_12_P110746,2.7360237,down,-1.4520807,F10B5.5.1,F10B5.5.1,ATP binding protein [F10B5.5.1],,False,,,,,,
A_12_P100499,2.3686957,down,-1.2440928,F10B5.6.1,F10B5.6.1,cell division control protein [F10B5.6.1],,False,,,,,,
A_12_P117290,2.1097493,down,-1.0770717,F10B5.8,F10B5.8,,,False,,,,,,
A_12_P105489,2.2848473,down,-1.1920978,F10C2.2,F10C2.2,KUP-1 protein [F10C2.2],,False,,,,,,
A_12_P102593,2.2969506,down,-1.1997198,F10C5.1.3,F10C5.1.3,,,False,,,,,,
A_12_P101559,2.2968233,down,-1.1996399,F10C5.2.1,F10C5.2.1,,,False,,,,,,
A_12_P114521,2.8404279,down,-1.5061083,F10D11.2,F10D11.2,,,False,,,,,,
A_12_P101833,4.633083,down,-2.2119725,F10D2.8,F10D2.8,,,False,,,,,,
A_12_P114182,6.7633862,down,-2.7577457,F10D2.9,F10D2.9,stearoyl-CoA desaturase [F10D2.9],,False,,,,,,
A_12_P108211,2.6036959,down,-1.380561,F10E7.11,F10E7.11,,,False,,,,,,
A_12_P101698,2.2148545,down,-1.1472119,F10E7.8,F10E7.8,,,False,,,,,,
A_12_P104311,2.25036,down,-1.1701558,F10E9.11,F10E9.11,,,False,,,,,,
A_12_P115050,2.591657,down,-1.3738748,F10E9.4,F10E9.4,,,False,,,,,,
A_12_P106696,2.541322,down,-1.3455791,F10E9.7,F10E9.7,,,False,,,,,,
A_12_P113982,2.5146842,down,-1.3303772,F10E9.8,F10E9.8,,,False,,,,,,
A_12_P104843,4.953884,down,-2.3085601,F10G2.3,F10G2.3,,,False,,,,,,
A_12_P106177,3.882844,down,-1.9571137,F10G2.4,F10G2.4,,,False,,,,,,
A_12_P106935,2.8026483,down,-1.4867907,F10G8.3.1,F10G8.3.1,polyA RNA export protein [F10G8.3.1],,False,,,,,,
A_12_P105818,2.3552587,down,-1.2358855,F11A10.3.3,F11A10.3.3,"Zinc finger, C3HC4 type (RING finger) [F11A10.3.3]",,False,,,,,,
A_12_P119903,5.464023,down,-2.4499636,F11A5.12,F11A5.12,Estradiol 17-beta-dehydrogenase [F11A5.12],,False,,,,,,
A_12_P106263,2.574999,down,-1.3645719,F11A5.15,F11A5.15,,,False,,,,,,
A_12_P102397,2.233528,down,-1.1593243,F11A5.9,F11A5.9,sodium/phosphate transporter [F11A5.9],,False,,,,,,
A_12_P100327,3.2675688,down,-1.7082176,F11C3.1,F11C3.1,,,False,,,,,,
A_12_P115344,3.0900617,down,-1.6276356,F11E6.7,F11E6.7,,,False,,,,,,
A_12_P103569,2.5152633,down,-1.3307095,F11G11.1,F11G11.1,glutathione S-transferase [F11G11.1],,False,,,,,,
A_12_P112411,2.080246,down,-1.0567541,F11G11.2,F11G11.2,glutathione S-transferase [F11G11.2],,False,,,,,,
A_12_P101390,2.5794017,down,-1.3670365,F11G11.7.1,F11G11.7.1,,,False,,,,,,
A_12_P118461,5.676206,down,-2.504927,F11H8.3,F11H8.3,,,False,,,,,,
A_12_P117646,2.6295962,down,-1.3948413,F12A10.8,F12A10.8,,,False,,,,,,
A_12_P116763,8.166906,down,-3.0297897,F12E12.1,F12E12.1,,,False,,,,,,
A_12_P102674,2.861087,down,-1.5165634,F12E12.3,F12E12.3,,,False,,,,,,
A_12_P114642,3.1858444,down,-1.6716758,F12E12.4,F12E12.4,,,False,,,,,,
A_12_P111546,3.5813513,down,-1.840504,F12E12.6,F12E12.6,,,False,,,,,,
A_12_P113134,2.2325284,down,-1.1586785,F12F6.1,F12F6.1,,,False,,,,,,
A_12_P119243,2.4184177,down,-1.2740635,F12F6.7.1,F12F6.7.1,Yeast HUS2 protein like [F12F6.7.1],,False,,,,,,
A_12_P112001,2.662864,down,-1.4129788,F13A2.4,F13A2.4,,,False,,,,,,
A_12_P108389,2.7700558,down,-1.469915,F13A7.10,F13A7.10,glutathione S-transferase [F13A7.10],,False,,,,,,
A_12_P102514,5.976534,down,-2.579309,F13A7.9,F13A7.9,,,False,,,,,,
A_12_P112144,4.951212,down,-2.3077817,F13E6.3,F13E6.3,,,False,,,,,,
A_12_P114724,2.440956,down,-1.2874464,F13E9.1.2,F13E9.1.2,SD22 like protein [F13E9.1.2],,False,,,,,,
A_12_P105339,2.565711,down,-1.3593587,F13H10.3b,F13H10.3b,Yeast YEH4 like protein [F13H10.3b],,False,,,,,,
A_12_P106304,2.6138194,down,-1.3861594,F13H8.2,F13H8.2,beta transducin Trp-Asp domains [F13H8.2],,False,,,,,,
A_12_P101590,3.8745637,down,-1.9540339,F13H8.3,F13H8.3,,,False,,,,,,
A_12_P119974,2.1479893,down,-1.1029868,F14B4.3,F14B4.3,DNA-directed RNA polymerase I [F14B4.3],,False,,,,,,
A_12_P102861,12.206477,down,-3.609575,F14B6.3,F14B6.3,,,False,,,,,,
A_12_P116072,2.758139,down,-1.463695,F14D2.1,F14D2.1,,,False,,,,,,
A_12_P105496,2.9487739,down,-1.5601152,F14D2.11,F14D2.11,,,False,,,,,,
A_12_P111587,2.8917904,down,-1.531963,F14D2.12,F14D2.12,,,False,,,,,,
A_12_P119075,2.558366,down,-1.3552227,F14D2.15,F14D2.15,,,False,,,,,,
A_12_P109640,2.284812,down,-1.1920755,F14D2.2,F14D2.2,,,False,,,,,,
A_12_P116752,2.8100562,down,-1.490599,F14D2.4b,F14D2.4b,,,False,,,,,,
A_12_P101196,7.399532,down,-2.887434,F14D7.2,F14D7.2,,,False,,,,,,
A_12_P113491,2.4448075,down,-1.2897209,F14E5.1,F14E5.1,glucose transporter [F14E5.1],,False,,,,,,
A_12_P114862,2.5069883,down,-1.3259553,F14F7.1.1,F14F7.1.1,collagen [F14F7.1.1],,False,,,,,,
A_12_P116858,3.1634138,down,-1.6614822,F14F9.6,F14F9.6,,,False,,,,,,
A_12_P108333,3.8376477,down,-1.9402223,F14H3.10,F14H3.10,cytochrome P450 [F14H3.10],,False,,,,,,
A_12_P108921,2.7868423,down,-1.4786314,F14H3.12,F14H3.12,,,False,,,,,,
A_12_P101027,10.351516,down,-3.3717701,F14H3.3,F14H3.3,,,False,,,,,,
A_12_P114059,8.844496,down,-3.14478,F14H3.4,F14H3.4,,,False,,,,,,
A_12_P104508,5.965804,down,-2.5767167,F14H3.5,F14H3.5,,,False,,,,,,
A_12_P107989,5.511815,down,-2.4625275,F14H3.6,F14H3.6,,,False,,,,,,
A_12_P111389,7.4979553,down,-2.9064972,F15A4.10,F15A4.10,,,False,,,,,,
A_12_P119263,2.3816466,down,-1.2519594,F15A4.11,F15A4.11,,,False,,,,,,
A_12_P107052,3.45847,down,-1.790134,F15A4.2,F15A4.2,,,False,,,,,,
A_12_P119030,8.614644,down,-3.1067913,F15E11.1,F15E11.1,,,False,,,,,,
A_12_P111158,16.275608,down,-4.0246396,F15E11.12,F15E11.12,,,False,,,,,,
A_12_P106518,6.914452,down,-2.789615,F15E11.13,F15E11.13,,,False,,,,,,
A_12_P115185,3.326056,down,-1.7338125,F15E11.15.1,F15E11.15.1,,,False,,,,,,
A_12_P105405,2.1909492,down,-1.131556,F15H10.3,F15H10.3,Yeast hypothetical protein like [F15H10.3],,False,,,,,,
A_12_P104214,2.2501132,down,-1.1699976,F16A11.2,F16A11.2,Methanococcus hypothetical protein 0682 like [F16A11.2],,False,,,,,,
A_12_P101822,2.9970832,down,-1.5835592,F16B4.8,F16B4.8,protein-tyrosine phosphatase [F16B4.8],,False,,,,,,
A_12_P115476,2.5472486,down,-1.3489398,F16D3.4,F16D3.4,,,False,,,,,,
A_12_P102422,8.79029,down,-3.1359107,F16H11.3,F16H11.3,,,False,,,,,,
A_12_P120115,8.469414,down,-3.082262,F17A2.13,F17A2.13,,,False,,,,,,
A_12_P113724,7.2475395,down,-2.8574913,F17A2.5,F17A2.5,Homeobox domain [F17A2.5],,False,,,,,,
A_12_P114818,2.2466443,down,-1.1677717,F17A9.2,F17A9.2,,,False,,,,,,
A_12_P115613,11.568189,down,-3.5320911,F17A9.6,F17A9.6,homeobox protein [F17A9.6],,False,,,,,,
A_12_P114107,3.32227,down,-1.7321693,F17C11.10,F17C11.10,sepB domain [F17C11.10],,False,,,,,,
A_12_P113391,11.318945,down,-3.5006676,F17E9.2,F17E9.2,,,False,,,,,,
A_12_P116028,2.689948,down,-1.4275783,F17E9.4,F17E9.4,,,False,,,,,,
A_12_P107616,3.2221186,down,-1.6880096,F18A1.7.1,F18A1.7.1,,,False,,,,,,
A_12_P112643,3.2364008,down,-1.6943903,F18A11.6,F18A11.6,,,False,,,,,,
A_12_P116891,3.2210443,down,-1.6875285,F18H3.5a,F18H3.5a,serine/threonine kinase (CDC2/CDKX subfamily) [F18H3.5a],,False,,,,,,
A_12_P119052,5.431284,down,-2.4412932,F19B10.2,F19B10.2,,,False,,,,,,
A_12_P117186,8.369879,down,-3.0652068,F19B10.9,F19B10.9,,,False,,,,,,
A_12_P101733,3.4250998,down,-1.776146,F19C7.3,F19C7.3,,,False,,,,,,
A_12_P117079,2.241978,down,-1.164772,F19F10.10,F19F10.10,,,False,,,,,,
A_12_P106612,2.451464,down,-1.2936435,F19F10.11a,F19F10.11a,,,False,,,,,,
A_12_P103267,3.039947,down,-1.6040462,F19F10.11b,F19F10.11b,,,False,,,,,,
A_12_P115870,7.2734814,down,-2.862646,F19H6.4,F19H6.4,3-oxo-5-alpha-steroid 4-dehydrogenase [F19H6.4],,False,,,,,,
A_12_P112240,2.4728436,down,-1.3061711,F20B6.7,F20B6.7,,,False,,,,,,
A_12_P119148,6.0924892,down,-2.6070318,F20C5.3,F20C5.3,,,False,,,,,,
A_12_P107315,2.2693114,down,-1.1822547,F20D12.1,F20D12.1,,,False,,,,,,
A_12_P119569,2.2342815,down,-1.159811,F20H11.1,F20H11.1,,,False,,,,,,
A_12_P117408,2.45081,down,-1.2932585,F20H11.5,F20H11.5,D-amino acid oxidase [F20H11.5],,False,,,,,,
A_12_P117691,39.42725,down,-5.301121,F21C10.9,F21C10.9,,,False,,,,,,
A_12_P109927,2.2402837,down,-1.1636814,F21C3.4,F21C3.4,,,False,,,,,,
A_12_P104078,3.7013927,down,-1.8880682,F21D5.1.2,F21D5.1.2,phosphoacetylglucosamine mutase [F21D5.1.2],,False,,,,,,
A_12_P110604,2.7524827,down,-1.4607334,F21D5.2,F21D5.2,Yeast YHB3-like protein [F21D5.2],,False,,,,,,
A_12_P102923,2.0945814,down,-1.066662,F21D5.5,F21D5.5,polynucleotide kinase 3' phosphatase [F21D5.5],,False,,,,,,
A_12_P118224,2.2257915,down,-1.1543185,F21F3.4,F21F3.4,,,False,,,,,,
A_12_P107963,3.8870816,down,-1.9586874,F21F8.2,F21F8.2,protease [F21F8.2],,False,,,,,,
A_12_P100147,6.7046866,down,-2.7451699,F21G4.2,F21G4.2,multidrug resistance-associated protein [F21G4.2],,False,,,,,,
A_12_P108054,2.3028421,down,-1.2034155,F21H12.1,F21H12.1,,,False,,,,,,
A_12_P104412,21.780165,down,-4.444943,F22A3.6a,F22A3.6a,,,False,,,,,,
A_12_P112648,3.1747668,down,-1.6666507,F22B3.4,F22B3.4,glucosamine-fructose-6-phosphate aminotransferase [F22B3.4],,False,,,,,,
A_12_P115922,3.647387,down,-1.8668633,F22B7.6,F22B7.6,mucb [F22B7.6],,False,,,,,,
A_12_P117376,3.258869,down,-1.7043713,F22D3.5,F22D3.5,,,False,,,,,,
A_12_P116584,9.302969,down,-3.2176912,F22E5.17,F22E5.17,,,False,,,,,,
A_12_P119776,9.723308,down,-3.2814472,F22E5.20,F22E5.20,,,False,,,,,,
A_12_P111401,2.464801,down,-1.3014712,F22F4.2.1,F22F4.2.1,unc-7-like protein [F22F4.2.1],,False,,,,,,
A_12_P101209,2.2321284,down,-1.15842,F22G12.5,F22G12.5,,,False,,,,,,
A_12_P101874,3.8417802,down,-1.941775,F22H10.4,F22H10.4,,,False,,,,,,
A_12_P106528,2.2789237,down,-1.1883527,F23B2.6,F23B2.6,vimentin like [F23B2.6],,False,,,,,,
A_12_P114077,2.1372797,down,-1.0957757,F23C8.9,F23C8.9,,,False,,,,,,
A_12_P102530,4.672006,down,-2.2240422,F23D12.4,F23D12.4,,,False,,,,,,
A_12_P101761,5.147942,down,-2.3639958,F23D12.5,F23D12.5,,,False,,,,,,
A_12_P116080,2.4118052,down,-1.2701133,F23F1.1,F23F1.1,,,False,,,,,,
A_12_P101179,2.42451,down,-1.2776933,F23F1.5,F23F1.5,,,False,,,,,,
A_12_P107313,2.6065166,down,-1.3821231,F23F12.4,F23F12.4,,,False,,,,,,
A_12_P113349,2.2475126,down,-1.1683291,F23H11.1,F23H11.1,,,False,,,,,,
A_12_P107018,2.6798346,down,-1.4221439,F23H11.2,F23H11.2,,,False,,,,,,
A_12_P110905,2.0860276,down,-1.0607582,F25B3.6.1,F25B3.6.1,,,False,,,,,,
A_12_P118667,2.374975,down,-1.2479123,F25B4.4,F25B4.4,,,False,,,,,,
A_12_P117052,2.499424,down,-1.3215957,F25E2.2,F25E2.2,,,False,,,,,,
A_12_P111209,2.7257197,down,-1.4466372,F25H2.13,F25H2.13,DEAH-type helicase [F25H2.13],,False,,,,,,
A_12_P119618,4.134302,down,-2.047644,F25H8.1,F25H8.1,Yeast protein 00926 like [F25H8.1],,False,,,,,,
A_12_P103886,2.440557,down,-1.2872105,F25H9.2,F25H9.2,,,False,,,,,,
A_12_P101148,2.4097059,down,-1.2688571,F25H9.6,F25H9.6,Yeast hypothetical 65.2 KD protein like [F25H9.6],,False,,,,,,
A_12_P101684,2.2348068,down,-1.16015,F26A1.1,F26A1.1,,,False,,,,,,
A_12_P110894,2.9921982,down,-1.5812057,F26B1.3.1,F26B1.3.1,"importin alpha, nuclear transport factor [F26B1.3.1]",,False,,,,,,
A_12_P105751,3.8463135,down,-1.9434763,F26D10.10.1,F26D10.10.1,"Carbamoyl-phosphate synthase (CPSase) (2 domains), Biotin-requiring enzymes [F26D10.10.1]",,False,,,,,,
A_12_P116324,2.5129545,down,-1.3293846,F26D11.1,F26D11.1,gluconokinase [F26D11.1],,False,,,,,,
A_12_P115274,2.8624523,down,-1.5172516,F26E4.10,F26E4.10,,,False,,,,,,
A_12_P102376,2.4387953,down,-1.2861687,F26E4.4,F26E4.4,,,False,,,,,,
A_12_P105696,2.7832332,down,-1.4767618,F26F2.7,F26F2.7,,,False,,,,,,
A_12_P100675,2.4574513,down,-1.2971629,F26F4.13,F26F4.13,,,False,,,,,,
A_12_P114612,2.344312,down,-1.2291646,F26F4.4.1,F26F4.4.1,,,False,,,,,,
A_12_P120049,2.1603372,down,-1.1112566,F26F4.5.2,F26F4.5.2,,,False,,,,,,
A_12_P110302,2.3190703,down,-1.2135466,F26G1.1.1,F26G1.1.1,,,False,,,,,,
A_12_P117992,6.207473,down,-2.634006,F26G5.1,F26G5.1,,,False,,,,,,
A_12_P120224,2.6053305,down,-1.3814664,F26H11.4,F26H11.4,,,False,,,,,,
A_12_P117887,3.3842278,down,-1.7588266,F26H9.1,F26H9.1,,,False,,,,,,
A_12_P112391,2.3075123,down,-1.2063383,F26H9.4,F26H9.4,Yeast hypothetical protein YG15 like [F26H9.4],,False,,,,,,
A_12_P119444,2.2453477,down,-1.1669389,F26H9.7,F26H9.7,ubiquitin-conjugating enzyme [F26H9.7],,False,,,,,,
A_12_P115171,2.7587843,down,-1.4640326,F27C1.4,F27C1.4,,,False,,,,,,
A_12_P118128,2.3413386,down,-1.2273337,F27C8.4,F27C8.4,,,False,,,,,,
A_12_P120083,3.7135596,down,-1.8928027,F27C8.6.2,F27C8.6.2,esterase [F27C8.6.2],,False,,,,,,
A_12_P114776,3.060223,down,-1.6136369,F27E5.1,F27E5.1,,,False,,,,,,
A_12_P114194,3.7294579,down,-1.898966,F28A12.4.2,F28A12.4.2,peptidase [F28A12.4.2],,False,,,,,,
A_12_P112500,2.581228,down,-1.3680576,F28B12.3.1,F28B12.3.1,Protein kinase [F28B12.3.1],,False,,,,,,
A_12_P103414,3.613858,down,-1.8535398,F28B3.5a,F28B3.5a,,,False,,,,,,
A_12_P102318,3.5538278,down,-1.8293737,F28B3.5b,F28B3.5b,,,False,,,,,,
A_12_P115882,2.366074,down,-1.2424952,F28B3.7.3,F28B3.7.3,,,False,,,,,,
A_12_P117377,2.3862104,down,-1.2547213,F28C6.1,F28C6.1,transcription factor AP-2 like [F28C6.1],,False,,,,,,
A_12_P106083,2.255625,down,-1.1735272,F28C6.2,F28C6.2,transcription factor AP-2 like [F28C6.2],,False,,,,,,
A_12_P112070,2.1777587,down,-1.1228441,F28C6.3,F28C6.3,cleavage stimulation factor like [F28C6.3],,False,,,,,,
A_12_P110116,2.995242,down,-1.5826726,F28D1.2,F28D1.2,,,False,,,,,,
A_12_P114968,7.313695,down,-2.8706005,F28D1.3,F28D1.3,Arabidopsis pathogenesis-related protein 5 like [F28D1.3],,False,,,,,,
A_12_P113162,6.897716,down,-2.7861187,F28D1.5,F28D1.5,Arabidopsis pathogenesis-related protein 5 like [F28D1.5],,False,,,,,,
A_12_P113357,3.2682981,down,-1.7085396,F28H6.4,F28H6.4,,,False,,,,,,
A_12_P119844,2.493087,down,-1.3179332,F28H7.3,F28H7.3,lipase [F28H7.3],,False,,,,,,
A_12_P110475,5.2097054,down,-2.3812017,F29A7.2,F29A7.2,,,False,,,,,,
A_12_P109630,2.0567286,down,-1.0403514,F29A7.6,F29A7.6,,,False,,,,,,
A_12_P110912,3.2811596,down,-1.7142057,F29C12.2,F29C12.2,,,False,,,,,,
A_12_P112748,2.389697,down,-1.2568277,F29C12.3,F29C12.3,,,False,,,,,,
A_12_P103628,2.524211,down,-1.3358325,F29C4.7a.2,F29C4.7a.2,RNA-binding protein [F29C4.7a.2],,False,,,,,,
A_12_P103309,2.82784,down,-1.4997005,F29G9.6,F29G9.6,,,False,,,,,,
A_12_P104881,4.0983047,down,-2.0350273,F29G9.7,F29G9.7,,,False,,,,,,
A_12_P101657,2.3885078,down,-1.2561096,F30A10.3.2,F30A10.3.2,,,False,,,,,,
A_12_P109100,3.4016244,down,-1.7662239,F30F8.1,F30F8.1,,,False,,,,,,
A_12_P112496,2.3032773,down,-1.2036881,F30F8.3,F30F8.3,PDZ domain (Also known as DHR or GLGF). [F30F8.3],,False,,,,,,
A_12_P100351,9.865018,down,-3.3023217,F31B9.3,F31B9.3,,,False,,,,,,
A_12_P101568,2.7271388,down,-1.447388,F31C3.3,F31C3.3,,,False,,,,,,
A_12_P111601,2.1241372,down,-1.086877,F31C3.4,F31C3.4,,,False,,,,,,
A_12_P111465,3.0864263,down,-1.6259373,F31C3.5,F31C3.5,,,False,,,,,,
A_12_P119847,2.2510076,down,-1.170571,F31E3.3,F31E3.3,Replication factor C [F31E3.3],,False,,,,,,
A_12_P117142,2.3215668,down,-1.2150987,F31E3.4,F31E3.4,,,False,,,,,,
A_12_P106668,2.3873959,down,-1.2554377,F31E9.4,F31E9.4,,,False,,,,,,
A_12_P102460,3.1072252,down,-1.6356268,F31E9.6,F31E9.6,,,False,,,,,,
A_12_P105404,3.9609985,down,-1.9858642,F31F6.2,F31F6.2,member of worm-specific protein family [F31F6.2],,False,,,,,,
A_12_P107398,3.2395556,down,-1.6957959,F32A11.2,F32A11.2,,,False,,,,,,
A_12_P101701,2.09818,down,-1.0691385,F32A7.4,F32A7.4,,,False,,,,,,
A_12_P106918,3.5013697,down,-1.8079194,F32A7.7,F32A7.7,,,False,,,,,,
A_12_P102048,2.489067,down,-1.3156052,F32B6.3,F32B6.3,Human HPRP18 protein like [F32B6.3],,False,,,,,,
A_12_P116531,2.8567147,down,-1.514357,F32D1.10.1,F32D1.10.1,cell division control protein [F32D1.10.1],,False,,,,,,
A_12_P102614,2.9691818,down,-1.5700654,F32D1.6,F32D1.6,,,False,,,,,,
A_12_P104976,2.9249718,down,-1.5484227,F32D1.7,F32D1.7,,,False,,,,,,
A_12_P116251,2.2825155,down,-1.1906247,F32D8.5a,F32D8.5a,,,False,,,,,,
A_12_P111356,2.233606,down,-1.1593748,F32D8.5b.1,F32D8.5b.1,,,False,,,,,,
A_12_P101086,2.1400461,down,-1.0976418,F32E10.1a,F32E10.1a,,,False,,,,,,
A_12_P105898,2.340281,down,-1.2266817,F32E10.5,F32E10.5,,,False,,,,,,
A_12_P101668,3.140879,down,-1.6511683,F32H2.10,F32H2.10,,,False,,,,,,
A_12_P111654,2.1143181,down,-1.0801924,F32H2.3.2,F32H2.3.2,,,False,,,,,,
A_12_P101242,3.3666239,down,-1.7513026,F33D11.9a.2,F33D11.9a.2,,,False,,,,,,
A_12_P108897,2.787604,down,-1.4790257,F33E11.2,F33E11.2,,,False,,,,,,
A_12_P110697,3.8773923,down,-1.9550867,F33E11.3,F33E11.3,,,False,,,,,,
A_12_P106349,6.292839,down,-2.653711,F33E11.6,F33E11.6,,,False,,,,,,
A_12_P105815,2.4691665,down,-1.3040241,F33G12.3,F33G12.3,,,False,,,,,,
A_12_P108778,2.472287,down,-1.3058462,F33G12.4.2,F33G12.4.2,,,False,,,,,,
A_12_P100363,3.7981727,down,-1.9253055,F33H1.2,F33H1.2,glyceraldehyde 3-phosphate dehydrogenase 4 [F33H1.2],,False,,,,,,
A_12_P104347,2.2092383,down,-1.1435491,F33H1.3,F33H1.3,,,False,,,,,,
A_12_P106844,2.997523,down,-1.5837709,F33H1.4,F33H1.4,,,False,,,,,,
A_12_P109795,2.265888,down,-1.1800766,F33H2.2.1,F33H2.2.1,,,False,,,,,,
A_12_P102553,2.2779844,down,-1.1877578,F33H2.7,F33H2.7,,,False,,,,,,
A_12_P106797,2.6693656,down,-1.4164969,F34D10.4,F34D10.4,,,False,,,,,,
A_12_P115121,3.315704,down,-1.7293153,F35C11.5,F35C11.5,phospholipase A2 [F35C11.5],,False,,,,,,
A_12_P109349,3.3544667,down,-1.7460834,F35C5.2,F35C5.2,"7TM chemoreceptor, sra family [F35C5.2]",,False,,,,,,
A_12_P103248,2.163683,down,-1.113489,F35C5.9,F35C5.9,"Lectin C-type domain short and long forms, von Willebrand factor type A domain [F35C5.9]",,False,,,,,,
A_12_P118372,2.52887,down,-1.3384929,F35C5.9,F35C5.9,"Lectin C-type domain short and long forms, von Willebrand factor type A domain [F35C5.9]",,False,,,,,,
A_12_P101942,3.0994594,down,-1.6320167,F35C8.8,F35C8.8,,,False,,,,,,
A_12_P109625,3.325372,down,-1.7335157,F35E12.1,F35E12.1,testis-specific protein TPX-1 like [F35E12.1],,False,,,,,,
A_12_P100570,3.190426,down,-1.6737491,F35E12.3,F35E12.3,Ser/Thr protein phosphatases [F35E12.3],,False,,,,,,
A_12_P112909,2.3175411,down,-1.2125949,F35G12.11.1,F35G12.11.1,Enhancer of rudimentary [F35G12.11.1],,False,,,,,,
A_12_P119522,2.4091916,down,-1.2685491,F35G12.4a,F35G12.4a,beta-transducin [F35G12.4a],,False,,,,,,
A_12_P118243,2.4007766,down,-1.2635012,F35H8.3,F35H8.3,"Zinc finger, C2H2 type (7 domains) [F35H8.3]",,False,,,,,,
A_12_P111836,2.5093403,down,-1.3273082,F36A2.1b,F36A2.1b,,,False,,,,,,
A_12_P111916,2.196625,down,-1.1352886,F36A4.5,F36A4.5,,,False,,,,,,
A_12_P105217,2.443924,down,-1.2891994,F36D3.1.2,F36D3.1.2,,,False,,,,,,
A_12_P114063,14.237678,down,-3.831642,F36F12.4,F36F12.4,,,False,,,,,,
