# Dataset S2. List of spermatogenesis genes with expression changes in rsd-2 and rsd-6 mutants at different temperatures. Genes upregulated in spr-5 mutants are also marked(2).
...1,rsd-2_pk3307_25C,rsd-2_yp10_25C,rsd-2_yp10_20C,rsd-2_pk3307_20C,rsd-6_pk3300_25C,rsd-6_pk3300_20C,spr-5_upregulated,Input,Suggested Match,History
C56G2.5,0.609509,-0.125545,0.296383,0.5232,0.110253,0.552115,0,C56G2.5,WBGene00016980,Public name for WBGene00016980. History: N.A.
D2045.5,0.97751,1.33498,-0.173374,-0.720756,1.13062,-0.733074,0,D2045.5,WBGene00008423,Public name for WBGene00008423. History: N.A.
F10E9.2,0.966158,1.32281,-0.1547,-0.54881,0.846389,-0.905953,0,F10E9.2,WBGene00017354,Public name for WBGene00017354. History: N.A.
F14F7.4,1.02643,1.66147,0.0858703,-0.472766,0.652498,-0.937385,0,F14F7.4,WBGene00008811,Public name for WBGene00008811. History: N.A.
F20H11.4,0.507359,2.20596,0.0545023,-0.678043,1.30766,-1.18746,0,F20H11.4,WBGene00017647,Public name for WBGene00017647. History: N.A.
F25F2.1,0.295515,1.2182,-0.252817,-0.807552,0.595154,-1.23446,0,F25F2.1,WBGene00009115,Public name for WBGene00009115. History: N.A.
F26A1.3,0.613121,1.22303,-0.270672,-0.711125,0.70881,-1.3095,0,F26A1.3,WBGene00017802,Public name for WBGene00017802. History: N.A.
F26F4.2,0.690945,1.90889,0.635036,0.267674,0.373554,-0.713019,1,F26F4.2,WBGene00005012,Public name for WBGene00005012. History: N.A.
F26F4.8,-0.11706,0.993207,-0.198784,0.452421,0.0300039,-0.602457,0,F26F4.8,WBGene00005011,Public name for WBGene00005011. History: N.A.
F34D10.9,0.296079,1.4153,0.109074,-0.163736,0.401455,-0.756047,0,F34D10.9,WBGene00045484,Public name for WBGene00045484. History: N.A.
F37A4.5,0.194009,1.9114,0.0024421,-0.531305,0.271581,-1.53128,0,F37A4.5,WBGene00018135,Public name for WBGene00018135. History: N.A.
F37A8.1,0.944763,1.8483,0.43628,0.224072,0.682271,-0.430726,0,F37A8.1,WBGene00009501,Public name for WBGene00009501. History: N.A.
F37A8.2,0.418409,1.68357,-0.649989,-1.06718,1.12217,-1.31088,0,F37A8.2,WBGene00009502,Public name for WBGene00009502. History: N.A.
F40F12.3,0.69843,1.93555,-0.313319,-0.477658,1.14252,-1.2185,0,F40F12.3,WBGene00009592,Public name for WBGene00009592. History: N.A.
F40H6.1,0.785706,2.08528,0.4422,-0.169279,-0.0217056,-1.11372,1,F40H6.1,WBGene00018253,Public name for WBGene00018253. History: N.A.
F42G9.1,0.01384,0.0588839,0.443534,0.332079,-0.116968,-0.809209,0,F42G9.1,WBGene00018362,Sequence name for WBGene00018362(ppm-1.G). History: N.A.
F47D12.7,0.318034,1.60782,0.213503,-0.718354,0.748741,-1.25957,0,F47D12.7,WBGene00018563,Public name for WBGene00018563. History: N.A.
F54C8.1,0.86158,1.55208,0.386647,-0.316639,0.558334,-1.01632,0,F54C8.1,WBGene00010035,Public name for WBGene00010035. History: N.A.
F54F12.1,-0.0254452,-0.236196,-0.451977,-0.486452,0.502294,-0.465479,0,F54F12.1,WBGene00010072,Public name for WBGene00010072. History: N.A.
F54H12.8,0.558374,1.51966,-0.645244,-0.959261,0.923331,-1.26104,0,F54H12.8,WBGene00045247,Public name for WBGene00045247. History: N.A.
F56F3.4,0.126623,1.5278,0.0163066,-0.395192,0.53065,-0.942083,0,F56F3.4,WBGene00010155,Public name for WBGene00010155. History: N.A.
F57B9.8,0.022586,0.158526,0.406624,-0.377576,0.227878,-0.486057,0,F57B9.8,WBGene00018999,Public name for WBGene00018999. History: N.A.
K03H1.12,0.879774,2.14033,0.282666,-0.338566,0.593161,-0.795609,0,K03H1.12,WBGene00010547,Public name for WBGene00010547. History: N.A.
K03H1.8,1.07072,1.06595,-1.5725,-1.57155,0.931819,-1.12999,0,K03H1.8,WBGene00010543,Public name for WBGene00010543. History: N.A.
K06H7.8,1.08714,1.56662,-0.62625,-1.06737,0.927292,-1.36076,0,K06H7.8,WBGene00019459,Public name for WBGene00019459. History: N.A.
K11H3.2,1.57451,1.48119,-0.861305,-0.750057,1.79189,-1.11834,0,K11H3.2,WBGene00010779,Public name for WBGene00010779. History: N.A.
R01H2.2,0.115015,1.60776,-0.159112,-0.629702,0.453659,-1.24984,0,R01H2.2,WBGene00019810,Public name for WBGene00019810. History: N.A.
R01H2.4,0.397063,0.567515,-0.661074,-0.707257,0.300117,-0.589109,0,R01H2.4,WBGene00019812,Public name for WBGene00019812. History: N.A.
R02F2.5,1.61112,0.741279,-0.959888,-1.37168,0.902274,-1.155,0,R02F2.5,WBGene00019834,Public name for WBGene00019834. History: N.A.
R02F2.6,1.44198,-0.338028,-0.290756,-0.254049,1.67756,-0.536338,0,R02F2.6,WBGene00019835,Public name for WBGene00019835. History: N.A.
R05D3.5,2.28055,2.65291,-1.11577,-1.06656,2.30372,-0.163915,0,R05D3.5,WBGene00019879,Public name for WBGene00019879. History: N.A.
R06B10.2,0.430123,1.01255,-1.12828,-0.937882,0.800274,-1.04984,0,R06B10.2,WBGene00019913,Public name for WBGene00019913. History: N.A.
R07E5.15,0.433958,2.15266,0.748327,-0.0800575,0.828315,-1.0535,1,R07E5.15,WBGene00011120,Public name for WBGene00011120. History: N.A.
R10E4.7,0.074558,1.85706,0.681672,0.0126531,-0.103479,-0.987159,1,R10E4.7,WBGene00011203,Public name for WBGene00011203. History: N.A.
R10E9.2,0.436772,2.03143,1.13041,0.446725,0.893392,-0.985609,1,R10E9.2,WBGene00011214,Public name for WBGene00011214. History: N.A.
R13G10.4,0.578357,0.63023,-1.21206,-0.982713,1.36137,-1.00687,0,R13G10.4,WBGene00011260,Sequence name for WBGene00011260(cnnm-5). History: N.A.
R148.7,1.01645,1.8003,-0.00527877,-0.577126,0.583758,-1.38373,1,R148.7,WBGene00020105,Public name for WBGene00020105. History: N.A.
R155.2,0.382292,1.27872,-0.947127,-0.944081,0.64833,-1.35258,0,R155.2,WBGene00020116,"Sequence name for WBGene00020116(moa-1). History: Split into R155.5(WBGene00189953). History of WBGene00020116: Split into ""WBGene00189953"" on 2009-04-20"
R155.3,0.870608,0.556865,-1.31616,-1.37646,1.23932,-1.46285,0,R155.3,WBGene00020117,Public name for WBGene00020117. History: N.A.
T04A6.3,0.352629,1.1862,-0.234051,-0.513479,-0.0119558,-0.718278,0,T04A6.3,WBGene00020202,"Public name for WBGene00020202. History: Split into nsph-4.3(WBGene00194734). History of WBGene00020202: Split into ""WBGene00194734"" on 2009-08-18"
T04A8.13,0.241968,0.491161,-0.0530285,-0.779725,0.18554,0.237269,0,T04A8.13,WBGene00011414,"Public name for WBGene00011414. History: Split into T04A8.18(WBGene00119203). History of WBGene00011414: Split into ""WBGene00119203"" on 2008-08-26"
T05D4.5,1.11235,1.99591,0.0904566,-0.444763,1.70858,-1.60799,0,T05D4.5,WBGene00011478,Public name for WBGene00011478. History: N.A.
T15B12.2,0.425847,1.7485,-0.322034,-0.809423,0.292434,-1.16739,0,T15B12.2,WBGene00020531,Public name for WBGene00020531. History: N.A.
T16G12.7,0.215217,2.04524,-0.114817,-0.713581,0.661142,-1.25514,0,T16G12.7,WBGene00011808,Public name for WBGene00011808. History: N.A.
T20H4.2,0.713116,1.9248,-0.447439,-0.869518,0.626808,-1.27381,0,T20H4.2,WBGene00020635,Sequence name for WBGene00020635(ztf-31). History: N.A.
T23F11.2,0.706648,2.13381,0.413142,-0.462831,1.14241,-1.24157,1,T23F11.2,WBGene00011954,Public name for WBGene00011954. History: N.A.
W03A5.1,0.763351,1.35266,-0.825298,-0.695907,1.28339,-1.02736,0,W03A5.1,WBGene00020966,Public name for WBGene00020966. History: N.A.
W09D6.4,0.723355,2.4253,0.940125,0.337297,0.234789,-0.820609,1,W09D6.4,WBGene00012357,Public name for WBGene00012357. History: N.A.
Y1A5A.1,1.43692,2.11099,-0.977813,-1.04795,1.14289,-1.19218,0,Y1A5A.1,WBGene00012379,Public name for WBGene00012379. History: N.A.
Y22D7AR.12,0.814138,0.815953,-0.946018,-0.962253,1.13092,-1.31485,0,Y22D7AR.12,WBGene00021265,Public name for WBGene00021265. History: N.A.
Y37D8A.5,-0.395418,2.01903,0.571195,-0.530983,0.86621,-1.35436,1,Y37D8A.5,WBGene00012547,Public name for WBGene00012547. History: N.A.
Y37D8A.8,1.25248,2.97884,1.12519,-0.448139,1.27472,-1.11433,0,Y37D8A.8,WBGene00012549,Public name for WBGene00012549. History: N.A.
Y41C4A.7,1.0332,2.19182,-0.826289,-1.17174,1.32383,-1.20985,0,Y41C4A.7,WBGene00012754,Public name for WBGene00012754. History: N.A.
Y49E10.10,0.343087,1.44034,0.378129,-0.599003,1.52476,-1.34245,0,Y49E10.10,WBGene00013033,Public name for WBGene00013033. History: N.A.
Y53G8AR.7,-0.521162,-0.266288,0.156299,0.313099,-0.796974,0.0960829,0,Y53G8AR.7,WBGene00021814,Sequence name for WBGene00021814(mfsd-8). History: N.A.
Y53G8AR.8,-0.589538,-0.506629,0.283121,0.230965,-0.413846,0.171418,0,Y53G8AR.8,WBGene00021815,Public name for WBGene00021815. History: N.A.
Y66A7A.4,-0.172084,1.17381,-0.396621,-0.388975,1.18283,-0.895744,0,Y66A7A.4,WBGene00013424,Public name for WBGene00013424. History: N.A.
ZC262.1,2.87272,2.82417,-1.27389,-1.24561,1.95734,-0.545239,0,ZC262.1,WBGene00022578,Public name for WBGene00022578. History: N.A.
ZK1098.6,0.675957,1.85705,0.546787,-0.23388,0.882947,-0.797214,0,ZK1098.6,WBGene00014223,Public name for WBGene00014223. History: N.A.
ZK353.3,1.25758,1.37377,-0.925966,-0.941035,0.483329,-0.881185,0,ZK353.3,WBGene00022699,Public name for WBGene00022699. History: N.A.
ZK353.4,0.305776,1.05496,-0.708406,-0.863976,0.806068,-1.35672,0,ZK353.4,WBGene00022700,Public name for WBGene00022700. History: N.A.
ZK418.2,0.039638,0.85166,0.187902,-0.225398,0.24502,-1.13782,0,ZK418.2,WBGene00022732,Public name for WBGene00022732. History: N.A.
ZK507.1,1.13232,1.97251,-0.226182,-0.674864,1.18797,-1.15041,0,ZK507.1,WBGene00013978,Public name for WBGene00013978. History: N.A.
ZK512.8,0.777408,2.19783,0.314208,-0.0276288,0.64385,-1.11085,0,ZK512.8,WBGene00013987,Public name for WBGene00013987. History: N.A.
ZK637.12,0.918907,2.53362,0.570232,-0.479854,1.0096,-1.09678,0,ZK637.12,WBGene00014029,Public name for WBGene00014029. History: N.A.
ZK637.15,0.932276,2.27515,0.545573,-0.364113,1.22613,-0.925915,0,ZK637.15,WBGene00014032,Public name for WBGene00014032. History: N.A.
ZK783.3,0.888212,1.37833,-1.03765,-1.04834,1.36056,-0.669979,1,ZK783.3,WBGene00022818,Public name for WBGene00022818. History: N.A.
ani-1,-0.852806,-0.672168,0.205917,0.382559,0.117885,-0.46896,0,ani-1,WBGene00013038,Public name for WBGene00013038. History: N.A.
cyn-2,0.864669,1.52158,0.27734,0.0019705,0.389368,-0.750652,1,cyn-2,WBGene00000878,Public name for WBGene00000878. History: N.A.
gln-2,0.228037,1.6673,0.504539,-0.0819466,0.959221,-0.980681,1,gln-2,WBGene00001603,Public name for WBGene00001603. History: N.A.
his-70,1.05274,2.31469,0.757095,0.255443,0.689887,-0.757236,0,his-70,WBGene00001944,Public name for WBGene00001944. History: N.A.
kin-31,0.298841,0.769038,-0.717918,-1.06072,0.679424,-0.909745,0,kin-31,WBGene00002212,Public name for WBGene00002212. History: N.A.
ral-1,-0.264835,-0.450911,0.664466,0.453769,-0.589279,0.389287,0,ral-1,WBGene00021811,Public name for WBGene00021811. History: N.A.
spe-41,0.127975,1.27729,-0.329472,-0.89274,1.03106,-1.34135,0,spe-41,WBGene00004976,Public name for WBGene00004976. History: N.A.
tkr-1,0.813075,0.8696,-0.0618653,0.000138,0.0598924,0.351637,0,tkr-1,WBGene00006576,Public name for WBGene00006576. History: N.A.. Other name for WBGene00003862(old-1). History: N.A.
wht-6,0.250008,1.15982,-0.292108,-0.631944,0.595983,-1.22086,0,wht-6,WBGene00007060,Public name for WBGene00007060. History: Renamed on 2007-06-04
B0218.7,0.907123,1.66309,-0.440917,-0.325327,0.870741,-1.00311,0,B0218.7,WBGene00015051,Public name for WBGene00015051. History: N.A.
B0273.1,0.649842,0.127386,0.545637,-0.531118,-0.30373,0.600589,0,B0273.1,WBGene00015097,Public name for WBGene00015097. History: N.A.
B0496.6,0.0439938,0.0803908,-1.16766,-0.613737,-0.153187,-0.41473,0,B0496.6,WBGene00015215,Public name for WBGene00015215. History: N.A.
B0513.6,0.328443,-0.854984,0.359341,0.12855,-0.777321,0.739041,0,B0513.6,WBGene00007198,Public name for WBGene00007198. History: N.A.
C01F6.2,-0.374727,0.322252,0.0557218,0.298953,0.180952,-0.878586,0,C01F6.2,WBGene00007222,Public name for WBGene00007222. History: N.A.
C01G5.3,0.842509,1.92744,-0.224391,-0.679767,1.26995,-1.27274,0,C01G5.3,WBGene00015305,Public name for WBGene00015305. History: N.A.
C04G2.2,-0.392698,0.303237,-0.279885,-0.512874,-1.17757,-0.444801,0,C04G2.2,WBGene00007305,Sequence name for WBGene00007305(ttbk-5). History: N.A.
C04G2.5,0.82414,1.60816,0.200673,-0.274779,0.784356,-1.22086,0,C04G2.5,WBGene00007306,Public name for WBGene00007306. History: N.A.
C04G2.9,0.666155,2.48484,0.924795,-0.242265,0.239975,-1.13716,1,C04G2.9,WBGene00007308,Sequence name for WBGene00007308(nsph-3.2). History: N.A.
C05C12.1,0.460023,1.24604,0.171324,0.854262,-0.203059,-0.150977,0,C05C12.1,WBGene00007335,Public name for WBGene00007335. History: N.A.
C05C12.5,-0.197456,0.250612,0.675757,0.294946,-0.590681,0.127597,0,C05C12.5,WBGene00007337,Public name for WBGene00007337. History: N.A.
C07G1.2,0.775793,0.00695974,-0.97068,-0.862276,1.20785,-0.294908,0,C07G1.2,WBGene00006620,"Public name for Dead gene WBGene00015571. History of WBGene00015571: Merged into ""WBGene00006620"" on 2012-04-12"
C08F11.10,0.469956,0.753629,-0.548886,-0.613206,-0.0732279,-0.552648,0,C08F11.10,WBGene00007457,Public name for WBGene00007457. History: N.A.
C08F8.6,0.285985,1.54215,-0.0696941,-0.714738,0.636295,-1.17534,0,C08F8.6,WBGene00007448,Public name for WBGene00007448. History: N.A.
C09B9.2,0.308172,0.410202,0.103068,-0.405305,0.159701,0.828115,0,C09B9.2,WBGene00015627,Public name for WBGene00015627. History: N.A.
C09B9.3,0.261662,1.92226,0.721937,-0.30908,0.499637,-1.15055,0,C09B9.3,WBGene00015628,"Sequence name for WBGene00015628(best-6). History: Split into C09B9.85(WBGene00220250). History of WBGene00015628: Split into ""WBGene00220250"" on 2012-08-17"
C09B9.4,0.621021,1.05722,-1.18625,-1.03947,0.542786,-1.09541,0,C09B9.4,WBGene00015629,Public name for WBGene00015629. History: N.A.
C09B9.7,1.5476,1.69684,0.051676,-0.416657,1.67723,-1.13194,0,C09B9.7,WBGene00015630,Public name for WBGene00015630. History: N.A.
C10C6.3,0.755571,1.19492,0.0390711,-0.417395,0.0532485,-0.109313,0,C10C6.3,WBGene00007512,Public name for WBGene00007512. History: N.A.
C17H12.12,1.06609,1.1865,0.221352,-0.230618,0.150779,0.334056,0,C17H12.12,WBGene00015937,Public name for WBGene00015937. History: N.A.
C17H12.3,0.116055,0.855307,-0.297152,-0.254873,-0.65045,-0.955862,0,C17H12.3,WBGene00015929,Public name for WBGene00015929. History: N.A.
C17H12.5,-0.0781572,-0.32999,0.347108,0.369813,-0.72961,0.123753,0,C17H12.5,WBGene00015931,Public name for WBGene00015931. History: N.A.
C18H7.4,0.521093,-0.384829,-0.144671,0.641261,0.351772,0.549232,1,C18H7.4,WBGene00015994,Public name for WBGene00015994. History: N.A.
C18H7.7,0.613874,0.775055,-1.13818,-0.751781,1.05385,-0.57332,0,C18H7.7,WBGene00015997,Public name for WBGene00015997. History: N.A.
C24D10.1,-0.159295,0.464457,-0.11347,-0.140591,0.134023,0.403675,0,C24D10.1,WBGene00016053,Sequence name for WBGene00016053(ptp-5.1). History: N.A.
C24D10.2,0.648098,1.27412,-0.448382,-0.885504,1.10163,-1.30374,1,C24D10.2,WBGene00016054,Public name for WBGene00016054. History: N.A.
C25A8.1,0.673607,0.960296,-0.313548,-0.576776,0.315829,-0.526172,1,C25A8.1,WBGene00016082,Public name for WBGene00016082. History: N.A.
C25A8.2,1.30223,1.53994,-1.44057,-1.46934,1.95516,-0.956426,1,C25A8.2,WBGene00016083,Public name for WBGene00016083. History: N.A.
C25A8.5,-0.61838,-0.964887,0.355388,0.268951,-0.447858,0.687084,0,C25A8.5,WBGene00016085,Public name for WBGene00016085. History: N.A.
C25G4.6,0.200272,0.740686,0.262508,0.61925,-0.10695,-0.0711075,1,C25G4.6,WBGene00007733,Sequence name for WBGene00007733(smz-1). History: N.A.
C26B2.2,-0.738737,0.486262,0.289001,0.62615,0.049475,-0.47496,0,C26B2.2,WBGene00016125,Public name for WBGene00016125. History: N.A.
C27D8.1,-0.646425,-0.232853,0.228645,0.282948,-0.0580851,-0.151556,0,C27D8.1,WBGene00007777,Public name for WBGene00007777. History: N.A.
C27D8.2,0.606351,1.83481,0.249381,-0.444849,-0.388423,-1.29723,1,C27D8.2,WBGene00007778,Public name for WBGene00007778. History: N.A.
C28D4.7,0.526587,2.19278,0.648292,-0.275047,1.26205,-1.0182,0,C28D4.7,WBGene00007794,Public name for WBGene00007794. History: N.A.
C28D4.8,0.910456,1.72499,0.482702,-0.104272,0.566278,-0.911213,1,C28D4.8,WBGene00007795,Public name for WBGene00007795. History: N.A.
C31H1.1,0.747958,0.189367,-0.858629,-0.684775,1.36833,-0.567125,0,C31H1.1,WBGene00016286,Public name for WBGene00016286. History: N.A.
C31H1.2,0.0373611,1.46069,-0.268594,-0.800395,0.714689,-1.22676,0,C31H1.2,WBGene00016287,Public name for WBGene00016287. History: N.A.
C31H1.5,0.306083,0.997872,-0.353058,-0.658883,-0.26354,-0.875727,0,C31H1.5,WBGene00016288,Public name for WBGene00016288. History: N.A.
C33H5.16,1.39089,0.713082,0.332516,-0.191155,0.164489,0.101536,0,C33H5.16,WBGene00016382,Public name for WBGene00016382. History: N.A.
C34D4.2,-0.732452,-0.687152,0.348729,0.103778,-0.122756,0.0617314,0,C34D4.2,WBGene00016398,Public name for WBGene00016398. History: N.A.
C34D4.3,0.155072,1.56726,-0.0199686,-0.752253,0.495849,-1.33536,1,C34D4.3,WBGene00016399,Public name for WBGene00016399. History: N.A.
C36H8.1,0.68014,1.65239,0.23672,-0.107575,0.703701,-1.20605,0,C36H8.1,WBGene00007987,Public name for WBGene00007987. History: N.A.
C39H7.1,0.124558,-0.163962,-0.0386436,-0.078537,0.611441,0.508177,1,C39H7.1,WBGene00016541,Public name for WBGene00016541. History: N.A.
C43G2.3,0.303054,0.417618,0.480668,-0.450122,-0.731653,-0.69055,0,C43G2.3,WBGene00016612,Public name for WBGene00016612. History: N.A.
C46A5.1,1.24836,0.5427,-1.18145,-1.07743,0.329045,-0.370539,0,C46A5.1,WBGene00016698,Public name for WBGene00016698. History: N.A.
C47A4.3,0.43801,0.406347,0.0263902,0.274536,-0.690218,-0.785226,0,C47A4.3,WBGene00008124,Public name for WBGene00008124. History: N.A.
C47A4.5,1.35618,1.6934,-0.234703,-0.412226,1.24598,-0.935058,1,C47A4.5,WBGene00008125,Public name for WBGene00008125. History: N.A.
C47E12.10,-0.0993671,-0.266762,0.754979,0.78532,0.31261,1.70691,0,C47E12.10,WBGene00008153,Public name for WBGene00008153. History: N.A.
C49C8.1,0.359472,-0.366788,0.111662,0.679985,-0.445721,0.186957,0,C49C8.1,WBGene00016765,Public name for WBGene00016765. History: N.A.
C50F7.3,-0.593426,0.0285731,0.403585,0.250838,-0.120112,-0.0480027,0,C50F7.3,WBGene00016843,Public name for WBGene00016843. History: N.A.
C53B4.2,0.220658,0.32867,-0.871753,-0.994782,-0.190973,-0.306852,0,C53B4.2,WBGene00008272,Public name for WBGene00008272. History: N.A.
C55C3.3,0.135081,0.521227,-0.810287,-0.785401,-0.552918,-0.616768,0,C55C3.3,WBGene00016953,Public name for WBGene00016953. History: N.A.
C55C3.4,1.19849,0.976358,-0.180507,-0.774507,0.754534,-1.07515,1,C55C3.4,WBGene00016954,Public name for WBGene00016954. History: N.A.
D2024.1,0.281777,1.47011,-0.381918,-0.715668,0.791711,-1.24168,0,D2024.1,WBGene00017050,Public name for WBGene00017050. History: N.A.
E03H12.5,0.465764,2.06862,0.186276,-0.444207,0.827626,-1.20128,1,E03H12.5,WBGene00017112,Public name for WBGene00017112. History: N.A.
E03H12.7,0.778525,1.19606,-1.49193,-1.25044,-0.143801,-0.759132,1,E03H12.7,WBGene00017114,Public name for WBGene00017114. History: N.A.
F01G10.5,0.214178,0.809273,-0.611558,-0.914772,0.52318,-1.43815,0,F01G10.5,WBGene00008508,Public name for WBGene00008508. History: N.A.
F07C6.4,-0.574853,-0.611177,0.258173,0.44613,-0.00667317,0.417936,0,F07C6.4,WBGene00008555,Public name for WBGene00008555. History: N.A.
F13G11.2,1.41761,1.53873,-0.902289,-1.12472,0.607231,-1.35992,0,F13G11.2,WBGene00008772,Sequence name for WBGene00008772(irld-4). History: N.A.
F17E9.5,1.11578,2.43623,0.766373,0.631702,1.14406,-1.14322,1,F17E9.5,WBGene00017542,Public name for WBGene00017542. History: N.A.
F19B6.3,1.48888,1.61508,-1.8483,-1.1807,0.692906,-1.44532,0,F19B6.3,WBGene00008949,Public name for WBGene00008949. History: N.A.
F19C7.5,-0.25968,0.486291,-0.483947,-0.415568,0.439313,-0.485825,0,F19C7.5,WBGene00044302,"Public name for Dead gene WBGene00017595. History of WBGene00017595: Merged into ""WBGene00044302"" on 2018-11-14"
F23B2.7,0.636141,1.95473,-0.145497,-0.53633,2.07966,-1.01513,0,F23B2.7,WBGene00009075,Public name for WBGene00009075. History: N.A.
F27C8.5,-0.350082,1.64105,0.161366,-0.296565,0.81581,-1.16166,0,F27C8.5,WBGene00009185,Sequence name for WBGene00009185(pei-1). History: N.A.
F28E10.4,1.05611,2.12852,-0.61958,-0.494594,0.530662,-0.816012,0,F28E10.4,WBGene00017902,Public name for WBGene00017902. History: N.A.
F29B9.7,1.03572,1.62605,0.0594898,-0.933346,0.248479,-0.764171,0,F29B9.7,WBGene00017922,Public name for WBGene00017922. History: N.A.
F32B6.10,0.298003,1.39083,0.294555,-0.38568,0.201201,-0.886175,0,F32B6.10,WBGene00009324,Sequence name for WBGene00009324(ttbk-3). History: N.A.
F36A4.2,0.939618,2.66386,-0.435685,-0.723521,0.810499,-1.18578,0,F36A4.2,WBGene00018081,Public name for WBGene00018081. History: N.A.
F36A4.3,2.48986,2.05587,-1.04823,-1.17224,0.87658,-1.50825,0,F36A4.3,WBGene00018082,Public name for WBGene00018082. History: N.A.
F36A4.4,0.8742,2.05394,0.0641045,-0.404699,0.656946,-1.06918,1,F36A4.4,WBGene00018083,Public name for WBGene00018083. History: N.A.
F36H1.3,0.814233,1.17631,-0.451416,-0.86544,0.638698,-1.28793,0,F36H1.3,WBGene00009492,Public name for WBGene00009492. History: N.A.
F36H12.10,0.977657,2.50528,0.18346,-0.976714,1.71893,-1.2654,0,F36H12.10,WBGene00018124,Public name for WBGene00018124. History: N.A.
F36H12.13,-0.497348,1.12369,0.268059,-0.4359,0.135028,-0.149032,0,F36H12.13,WBGene00018127,"Public name for Dead gene WBGene00018126. History of WBGene00018126: Merged into ""WBGene00018127"" on 2013-10-17"
F36H12.14,-0.0190477,1.72981,-0.28949,-0.800483,0.552381,-1.05449,0,F36H12.14,WBGene00018127,Public name for WBGene00018127. History: N.A.
F36H12.3,1.39516,2.36091,0.202831,-0.212007,1.8889,-1.26288,0,F36H12.3,WBGene00018119,Public name for WBGene00018119. History: N.A.
F36H12.4,0.729648,1.07423,-0.686629,-1.16442,0.650624,-1.02575,1,F36H12.4,WBGene00018120,Public name for WBGene00018120. History: N.A.
F36H12.5,1.43003,2.01382,0.238539,-0.574562,1.71001,-1.2602,1,F36H12.5,WBGene00018121,Public name for WBGene00018121. History: N.A.
F36H12.9,1.11931,2.56008,0.209792,-0.711686,1.6858,-1.34754,0,F36H12.9,WBGene00018123,Public name for WBGene00018123. History: N.A.
F38A5.11,0.208062,1.50458,-0.519966,-0.851075,-0.201903,-1.03826,0,F38A5.11,WBGene00018168,Sequence name for WBGene00018168(irld-7). History: N.A.
F38A5.6,0.290539,1.55049,-0.0580183,-0.427505,-0.0632881,-0.812341,0,F38A5.6,WBGene00018163,Public name for WBGene00018163. History: N.A.
F38H4.4,0.906211,2.12608,-0.192319,-0.641369,1.55304,-1.142,0,F38H4.4,WBGene00009548,Public name for WBGene00009548. History: N.A.
F38H4.5,0.374193,0.35825,-0.0429562,-0.524425,0.291206,-0.431244,0,F38H4.5,WBGene00009549,Public name for WBGene00009549. History: N.A.
F38H4.6,0.628566,0.994832,-0.636199,-0.426261,-0.232119,-0.741117,0,F38H4.6,WBGene00009550,Public name for WBGene00009550. History: N.A.
F42A9.3,0.846442,1.87275,-0.453065,-0.880205,0.345543,-0.597042,0,F42A9.3,WBGene00018332,Public name for WBGene00018332. History: N.A.
F42C5.5,0.272947,1.81743,0.283553,-0.309409,0.73372,-0.965586,0,F42C5.5,WBGene00018347,Public name for WBGene00018347. History: N.A.
F42G8.8,0.611862,0.962823,0.12548,-0.40014,0.306365,-0.667224,0,F42G8.8,WBGene00018359,"Public name for WBGene00018359. History: Split into F42G8.18(WBGene00249816). History of WBGene00018359: Split into ""WBGene00249816"" on 2014-01-28"
F42G8.9,0.187488,0.916775,0.110469,-0.547915,-0.098001,-0.835155,0,F42G8.9,WBGene00018360,Sequence name for WBGene00018360(irld-8). History: N.A.
F44D12.4,0.380338,2.4753,1.36008,0.461299,0.64005,-0.950987,1,F44D12.4,WBGene00009681,Sequence name for WBGene00009681(gipc-2). History: N.A.
F44D12.6,0.022638,1.17482,0.107458,-0.366934,0.309094,-0.813855,0,F44D12.6,WBGene00009683,Public name for WBGene00009683. History: N.A.
F44D12.8,0.607317,1.66374,-0.0626594,-0.867408,0.707364,-1.35888,0,F44D12.8,WBGene00009685,Public name for WBGene00009685. History: N.A.
F45E4.6,0.509584,1.46854,-0.269752,-0.689275,0.21296,-0.994565,0,F45E4.6,WBGene00018471,Public name for WBGene00018471. History: N.A.
F49C12.15,-0.203927,1.33194,0.689218,-0.322088,0.632144,-1.53258,1,F49C12.15,WBGene00009884,Public name for WBGene00009884. History: N.A.
F49E11.7,0.0214985,0.866744,-1.29833,-1.22917,0.978472,-1.37765,0,F49E11.7,WBGene00009893,Public name for WBGene00009893. History: N.A.
F49F1.12,1.33328,1.90046,-1.10033,-1.28152,1.79077,-1.02536,0,F49F1.12,WBGene00018652,Public name for WBGene00018652. History: N.A.
F53B2.5,-0.149928,1.89319,0.418015,-0.355926,0.8391,-1.10002,0,F53B2.5,WBGene00009956,Public name for WBGene00009956. History: N.A.
F54D1.1,0.469292,2.21293,0.585221,0.0490562,0.0487991,-0.955438,0,F54D1.1,WBGene00010046,Public name for WBGene00010046. History: N.A.
F56A11.6,-0.0212679,1.93663,0.615523,-0.356059,0.777068,-1.02679,0,F56A11.6,WBGene00018926,Public name for WBGene00018926. History: N.A.
F56D5.2,0.346559,0.972583,-0.625826,-0.477413,0.234935,-0.876465,0,F56D5.2,WBGene00010147,Public name for WBGene00010147. History: N.A.
F58D2.2,0.274572,1.67228,0.15035,-0.478324,0.874921,-1.39632,1,F58D2.2,WBGene00010241,Public name for WBGene00010241. History: N.A.
