WormBase Gene,GeneName,ratio,LogRatio,Pvalue,Qvalue,>1.2&SigQ,csr-1 reg (Campbell 2015),Pgran reg (Campbell 2015),CSR-1 Targ (Claycomb 2009),Germline enriched (Reinke 2004),Soma enriched (Reinke 2004),RNAi,Input,Suggested Match,History
WBGene00021697; Dscr: none available; Molecule: Y48G9A.3; Class: GCN (yeast General Control Nondrepressible) homolog ...,gcn-1,1.30318926232649,0.381353163286532,8.1280472202253e-05,0.0102907195693057,Yes,No,No,Yes,No,No,No,gcn-1,WBGene00021697,Public name for WBGene00021697. History: N.A.
"WBGene00001527; Dscr: gcs-1 encodes the C. elegans ortholog of gamma-glutamine cysteine synthetase heavy chain (GCS(h)); GCS-1 is predicted to function, in a conserved oxidative stress response pathway, as a phase II detoxification enzyme that catalyzes the rate-limiting first step in glutathione biosynthesis; a GCS-1::GFP reporter fusion is expressed in larvae and adults in the pharynx, ASI chemosensory neurons, and anterior and posterior intestine and upon exposure to oxidative stress, suc ...",gcs-1,1.09931993182664,0.137080328645995,0.0010025564827739,0.0409171622406309,No,No,No,Yes,No,No,No,gcs-1,WBGene00001527,Public name for WBGene00001527. History: N.A.
"WBGene00011913; Dscr: glb-26 encodes a globin whose expression is probably induced by anoxia  in a HIF-1-dependent manner; glb-26 transcription is lower in L3 larvae  than in adults, while in adults it is higher than that of most other  globins; glb-26 has no obvious function in mass RNAi assays.; Molecule: T22C1.2; Class: GLoBin related ...",glb-26,0.75262022347364,-0.408188738877143,0.0001930406305863,0.0165607060461837,Yes,No,No,No,No,No,No,glb-26,WBGene00011913,Public name for WBGene00011913. History: N.A.
WBGene00021980; Dscr: glb-32 encodes a globin with no obvious function in mass RNAi assays.; Molecule: Y58A7A.6; Class: GLoBin related wb Protein GLB-32  [Source:RefSeq peptide;Acc:NP_504363] [Y58A7A.6] ...,glb-32,0.764770387627382,-0.386057451016424,0.0005830569763616,0.0300118223745136,Yes,No,No,No,No,No,No,glb-32,WBGene00021980,Public name for WBGene00021980. History: N.A.
"WBGene00001601; Dscr: glh-4 encodes a putative germline RNA helicase that affects germline proliferation, oogenesis, spermatogenesis, and hence fertility in combination with glh-1, and is partially redundant with glh-1; glh-4 is a constituent of P granules and expression is most abundant in newly fertilized embryos.; Molecule: T12F5.3; Class: Germ Line Helicase ...",glh-4,1.9241235495377,0.948895029092867,7.63250167808368e-05,0.0099029081001208,Yes,No,Yes,Yes,Yes,No,No,glh-4,WBGene00001601,Public name for WBGene00001601. History: N.A.
WBGene00001621; Dscr: glt-3 encodes an ortholog of glutamate/aspartate and neutral amino acid transporters.; Molecule: K08F4.4; Class: GLutamate Transporter family ...,glt-3,0.549448246100734,-0.850435516513306,0.0005243413640354,0.0283204467469494,Yes,No,No,No,No,No,No,glt-3,WBGene00001621,Public name for WBGene00001621. History: N.A.
WBGene00016652; Dscr: none available; Molecule: C44E4.3; Class: Glutamate Oxaloacetate Transaminase ...,got-2.1,1.27498391095974,0.351933244076537,0.0001092769111517,0.0120815116465405,Yes,No,No,Yes,Yes,No,No,got-2.1,WBGene00016652,Public name for WBGene00016652. History: N.A.
"WBGene00001663; Dscr: gpa-1 encodes a member of the G protein alpha subunit family of heterotrimeric GTPases that is involved in chemotaxis to water-soluble odorants; it is expressed in sensory neurons and in the spicule and phasmid neurons of the male tail.; Molecule: T19C4.6a; Class: G Protein, Alpha subunit ...",gpa-1,0.415262927159973,-1.27162583158716,3.78756768062089e-06,0.0024436556523545,Yes,Yes,No,No,No,No,No,gpa-1,WBGene00001663,Public name for WBGene00001663. History: N.A.
"WBGene00001703; Dscr: grd-14 encodes a hedgehog-like protein, with an N-terminal signal sequence and a C-terminal Ground domain; the Ground domain is predicted to form a cysteine-crosslinked protein involved in intercellular signalling, and it has subtle similarity to the N-terminal Hedge domain of HEDGEHOG proteins; GRD-14 is required for normal growth to full size, locomotion, and vulval morphogenesis; all of these requirements may reflect common defects in cholesterol-dependent hedgehog-l ...",grd-14,0.646965237451277,-0.625057111647498,0.0010377094233867,0.0417726824125377,Yes,No,No,No,No,No,No,grd-14,WBGene00001703,Public name for WBGene00001703. History: N.A.
"WBGene00012118; Dscr: grsp-2 encodes a glycine-rich protein, predicted to be secreted; grsp-2 transcript levels are up-regulated in response to infection with the fungus Drechmeria coniospora.; Molecule: T28C6.1a; Class: Glycine Rich Secreted Protein ...",grsp-2,0.728482327387613,-0.458372157906037,0.0001241908093769,0.0130561132590129,Yes,No,No,No,No,No,No,grsp-2,WBGene00012118,Public name for WBGene00012118. History: N.A.
WBGene00001758; Dscr: gst-10 encodes a glutathione S-transferase with similarity to the pi class of human glutathione S-transferases; GST-10 catalyzes the conjugation of glutathione to 4-hydroxynonenal in vitro.; Molecule: Y45G12C.2; Class: Glutathione S-Transferase ...,gst-10,0.638463961069472,-0.648813579784507,3.20697592768736e-05,0.0065104375966473,Yes,No,No,No,No,No,No,gst-10,WBGene00001758,Public name for WBGene00001758. History: N.A.
WBGene00001768; Dscr: none available; Molecule: Y48E1B.10; Class: Glutathione S-Transferase ...,gst-20,0.755465075465076,-0.403738106101148,0.0002412317434224,0.0186867313350481,Yes,No,No,No,No,No,No,gst-20,WBGene00001768,Public name for WBGene00001768. History: N.A.
WBGene00010364; Dscr: none available; Molecule: H04D03.3; Class: not known wb Protein H04D03.3  [Source:RefSeq peptide;Acc:NP_499305] [H04D03.3] ...,H04D03.3,1.53273436786119,0.612433892149376,0.0004544091451073,0.0263244304013085,Yes,No,No,Yes,Yes,No,No,H04D03.3,WBGene00010364,Sequence name for WBGene00010364(ecps-2). History: N.A.
WBGene00019158; Dscr: none available; Molecule: H05C05.2a; Class: not known ...,H05C05.2,0.788407054671596,-0.343816282323631,5.7958686550495e-05,0.0086384120859342,Yes,No,No,Yes,Yes,No,No,H05C05.2,WBGene00019158,Public name for WBGene00019158. History: N.A.
WBGene00010368; Dscr: none available; Molecule: H06A10.1; Class: not known ...,H06A10.1,0.653965308291845,-0.612122216654466,0.0002966316144147,0.0208207984734818,Yes,No,No,No,No,No,No,H06A10.1,WBGene00010368,Public name for WBGene00010368. History: N.A.
WBGene00019164; Dscr: none available; Molecule: H06H21.8a; Class: not known ...,H06H21.8,1.13012478997203,0.176918444180588,0.000945383596657,0.0397550684244227,No,No,No,No,No,Yes,No,H06H21.8,WBGene00019164,Public name for WBGene00019164. History: N.A.
WBGene00019167; Dscr: none available; Molecule: H06I04.1a; Class: not known ...,H06I04.1,1.683567407387,0.753262950053244,3.90575757866766e-06,0.0023890048109102,Yes,No,No,No,No,No,No,H06I04.1,WBGene00019167,Public name for WBGene00019167. History: N.A.
WBGene00019168; Dscr: none available; Molecule: H06I04.3a; Class: not known ...,H06I04.3,1.41417182551193,0.49999009026917,0.0009116058121391,0.038890226938523,Yes,No,No,Yes,No,No,No,H06I04.3,WBGene00019168,Public name for WBGene00019168. History: N.A.
WBGene00019187; Dscr: none available; Molecule: H11E01.2; Class: not known ...,H11E01.2,1.36823390435589,0.451919559698888,0.0004179845094605,0.0252064461287756,Yes,No,No,No,No,No,No,H11E01.2,WBGene00019187,Public name for WBGene00019187. History: N.A.
WBGene00019189; Dscr: none available; Molecule: H11L12.1; Class: not known ...,H11L12.1,7.45579365870453,2.9636350349794,8.4796633253433e-05,0.0105935061882498,Yes,Yes,No,No,Yes,No,No,H11L12.1,WBGene00019189,Public name for WBGene00019189. History: N.A.
WBGene00010379; Dscr: none available; Molecule: H12D21.3; Class: not known ...,H12D21.3,1.97229723553997,0.983523014296969,0.0001930849717783,0.0165343927287576,Yes,No,No,No,No,Yes,No,H12D21.3,WBGene00010379,Public name for WBGene00010379. History: N.A.
WBGene00019197; Dscr: none available; Molecule: H14A12.5; Class: not known ...,H14A12.5,0.475838078708735,-1.06997890453211,2.63553260274749e-05,0.0059108721202,Yes,No,No,No,No,No,No,H14A12.5,WBGene00019197,Public name for WBGene00019197. History: N.A.
WBGene00019200; Dscr: none available; Molecule: H14E04.3; Class: not known ...,H14E04.3,2.53177719482599,1.35029114424999,4.07847255783902e-05,0.0073315992568359,Yes,No,No,No,No,No,No,H14E04.3,WBGene00019200,Public name for WBGene00019200. History: N.A.
WBGene00019244; Dscr: none available; Molecule: H25P19.1; Class: not known ...,H25P19.1,3.85612461421947,1.94549247001402,2.22730491508919e-08,0.0003496720229695,Yes,No,No,Yes,No,No,No,H25P19.1,WBGene00019244,Public name for WBGene00019244. History: N.A.
WBGene00010418; Dscr: none available; Molecule: H27A22.1a; Class: not known ...,H27A22.1,0.870571871439277,-0.199639059862461,8.83080789748564e-05,0.0108877850878476,No,No,No,Yes,No,No,No,H27A22.1,WBGene00010418,Public name for WBGene00010418. History: N.A.
WBGene00044006; Dscr: none available; Molecule: H32K21.1; Class: not known wb Protein H32K21.1  [Source:RefSeq peptide;Acc:NP_001022225] [H32K21.1] ...,H32K21.1,0.601025635763339,-0.734999704935234,2.03417474390856e-05,0.0053225312271447,Yes,No,No,No,No,No,No,H32K21.1,WBGene00044006,Sequence name for WBGene00044006(nlp-82). History: N.A.
WBGene00019261; Dscr: none available; Molecule: H34I24.2; Class: not known ...,H34I24.2,1.92840122919887,0.952498028441733,4.59358488363574e-05,0.0076719383279956,Yes,No,No,No,No,No,No,H34I24.2,WBGene00019261,Public name for WBGene00019261. History: N.A.
WBGene00010426; Dscr: none available; Molecule: H37A05.2; Class: not known ...,H37A05.2,0.481582876869285,-1.06420587339098,0.000423658371436,0.0253538271637822,Yes,No,No,No,No,No,No,H37A05.2,WBGene00010426,Public name for WBGene00010426. History: N.A.
WBGene00019978; Dscr: none available; Molecule: R09B5.6; Class: Hydroxy-Acyl-CoA Dehydrogenase ...,hacd-1,1.13399669553511,0.181547655515613,6.93823270198205e-05,0.0096110848175867,No,No,No,No,No,No,No,hacd-1,WBGene00019978,Public name for WBGene00019978. History: N.A.
"WBGene00001835; Dscr: hda-2 encodes a Class I histone deacetylase; by homology, HDA-2 is predicted to function in deacetylation of histone residues and transcriptional regulation; loss of hda-2 activity via RNAi results in an increased spontaneous mutation rate, suggesting that hda-2 also plays a role in regulating genome stability.; Molecule: C08B11.2; Class: Histone DeAcetylase ...",hda-2,1.20012680965074,0.263988358770012,0.0007620612401295,0.035118943529964,Yes,No,No,Yes,Yes,No,No,hda-2,WBGene00001835,Public name for WBGene00001835. History: N.A.
"WBGene00009738; Dscr: none available; Molecule: F45H7.6; Class: HECT, C2 and WW domain-containing ubiquitin ligase ...",hecw-1,1.45207074812238,0.539405624481599,5.9975848645568e-06,0.0030373575478591,Yes,No,No,No,No,No,No,hecw-1,WBGene00009738,Public name for WBGene00009738. History: N.A.
"WBGene00001860; Dscr: him-1 encodes a homolog of the conserved eukaryotic protein, SMC1, a member of the SMC (structural maintenance of chromosomes) superfamily that is required for embryonic viability, germline mitosis, chromosome pairing, and the segregation of mitotic chromosomes; HIM-1 can interact with SMC-3 and is required for DPY-28 localization to meiotic chromosomes; associates with the chromatin of transition-zone nuclei.; Molecule: F28B3.7a; Class: High Incidence of Males (increas ...",him-1,1.77528949276036,0.82236099126234,7.01580968794587e-05,0.0094951323184734,Yes,No,No,Yes,Yes,No,No,him-1,WBGene00001860,Public name for WBGene00001860. History: N.A.
WBGene00001876; Dscr: his-2 encodes an H3 histone; his-2 is contained within the histone gene cluster HIS1.; Molecule: T10C6.13; Class: HIStone ...,his-2,1.1575257144576,0.211011209011369,0.0002318320579697,0.0184128604827278,No,No,No,No,No,No,No,his-2,WBGene00001876,Public name for WBGene00001876. History: N.A.
WBGene00001927; Dscr: his-53 encodes an H2A histone.; Molecule: F07B7.3; Class: HIStone wb Histone H2A  [Source:UniProtKB/Swiss-Prot;Acc:P09588] [F07B7.3] ...,his-53,0.832438040262772,-0.26500075997556,5.1959089463943e-05,0.0082674634985567,Yes,No,No,No,No,No,No,his-53,WBGene00001927,Public name for WBGene00001927. History: N.A.
WBGene00001935; Dscr: his-61 encodes an H2A histone.; Molecule: F55G1.10; Class: HIStone ...,his-61,0.861262471561488,-0.215210522980794,0.0001500886658199,0.0147884434786376,No,No,No,No,No,No,No,his-61,WBGene00001935,Public name for WBGene00001935. History: N.A.
WBGene00001943; Dscr: his-69 encodes a truncated H3 histone.; Molecule: E03A3.3; Class: HIStone ...,his-69,1.10296632094013,0.141281890324905,0.0004080339179724,0.0246695525913561,No,No,No,No,No,No,No,his-69,WBGene00001943,Public name for WBGene00001943. History: N.A.
WBGene00001944; Dscr: his-70 encodes an H3 histone.; Molecule: E03A3.4; Class: HIStone ...,his-70,1.275925042648,0.349203485291525,0.0004910982684174,0.0275354121975308,Yes,Yes,No,No,Yes,No,No,his-70,WBGene00001944,Public name for WBGene00001944. History: N.A.
WBGene00017158; Dscr: none available; Molecule: F01F1.1a; Class: Hypersensitive to POre-forming toxin ...,hpo-10,1.28877522624803,0.365892054284945,2.05835091620778e-06,0.0018291360651236,Yes,No,No,Yes,No,No,No,hpo-10,WBGene00017158,Public name for WBGene00017158. History: N.A.
WBGene00016418; Dscr: none available; Molecule: C34G6.1; Class: Hypersensitive to POre-forming toxin ...,hpo-27,0.854735408969128,-0.2270130874626,0.0004655226939762,0.0267380339523064,No,No,No,Yes,No,No,No,hpo-27,WBGene00016418,Public name for WBGene00016418. History: N.A.
"WBGene00009494; Dscr: hrg-5 encodes a nematode-specific transmembrane protein that is paralogous to the heme transporters, HRG-1 and HRG-4; hrg-5 expression is constitutive, and does not appear to be regulated by varying heme concentrations.; Molecule: F36H1.9; Class: Heme Responsive Gene ...",hrg-5,1.33859202011414,0.422319259480205,0.0001778927384694,0.0161433375653828,Yes,No,No,No,No,No,No,hrg-5,WBGene00009494,Public name for WBGene00009494. History: N.A.
"WBGene00002036; Dscr: hum-2 encodes a class V unconventional myosin similar to human MYO5A, MYO5B and MYO5C.; Molecule: F36D4.3a; Class: Heavy chain, Unconventional Myosin ...",hum-2,1.57985450866144,0.658650991085471,0.0004053941853008,0.0246047104887853,Yes,No,No,Yes,No,No,No,hum-2,WBGene00002036,Public name for WBGene00002036. History: N.A.
"WBGene00012437; Dscr: Y11D7A.14 encodes a putative myosin, with an N-terminal myosin head motor domain and a C-terminal coiled-coil domain; Y11D7A.14 has no obvious function in mass RNAi assays.; Molecule: Y11D7A.14; Class: Heavy chain, Unconventional Myosin ...",hum-9,1.95607211366323,0.97779844382917,0.0002159473593993,0.0177809243583777,Yes,No,No,No,No,No,No,hum-9,WBGene00012437,Other name for WBGene00012437(nmy-3). History: Renamed on 2017-12-07
"WBGene00002153; Dscr: iars-2 encodes a predicted mitochondrial isoleucyl-tRNA synthetase (IleRS), a class I aminoacyl-tRNA synthetase that catalyzes the attachment of isoleucine to its cognate tRNA and is thus required for protein biosynthesis; loss of iars-2 activity via RNA-mediated interference (RNAi) in the hypersensitive rrf-3 strain results in thin animals who grow at slower rates than wild type, indicating that IARS-2 plays a role in regulation of postembryonic growth.; Molecule: C25A ...",iars-2,1.1763298253982,0.235784389397779,0.000866225399209,0.0377056227836871,No,No,No,Yes,No,No,No,iars-2,WBGene00002153,"Public name for WBGene00002153. History: Split into C25A1.20(WBGene00303030). History of WBGene00002153: Renamed on 2010-01-29; Split into ""WBGene00303030"" on 2018-03-06"
"WBGene00002057; Dscr: ifd-1 encodes two isoforms of a nonessential intermediate filament protein; IFD-1 is predicted to function as a structural component of the cytoskeleton; IFD-1 has no obvious function in RNAi assays.; Molecule: R04E5.10a; Class: Intermediate Filament, D ...",ifd-1,0.806379934280629,-0.310360389183472,7.33037201772196e-05,0.0096168763590715,Yes,No,No,No,No,Yes,No,ifd-1,WBGene00002057,Public name for WBGene00002057. History: N.A.
WBGene00011481; Dscr: none available; Molecule: T05E11.5; Class: IntraMembrane Protease (IMPAS) family ...,imp-2,0.905063131619999,-0.143599702310834,0.0005174409250778,0.0280765353563536,No,No,No,Yes,No,No,No,imp-2,WBGene00011481,Public name for WBGene00011481. History: N.A.
"WBGene00002094; Dscr: ins-11 encodes an insulin-like peptide of the insulin superfamily of proteins (OMIM:176730, 147440); INS-11 is one of 38 insulin-like peptides in C. elegans and is expressed in the labial sensory neurons, the nerve ring, and other neurons; although the precise role of INS-11 in C. elegans development is not yet clear, loss of INS-11 function via RNA-mediated interference can result in animals that are smaller than wild type (Sma).; Molecule: C17C3.4; Class: INSulin rela ...",ins-11,0.432004439833684,-1.21811102795139,0.000236578741425,0.0186639624181505,Yes,No,No,No,No,No,No,ins-11,WBGene00002094,Public name for WBGene00002094. History: N.A.
WBGene00002095; Dscr: ins-12 encodes a predicted gamma-type insulin-like molecule that lacks a C peptide domain.; Molecule: C17C3.19; Class: INSulin related ...,ins-12,0.550842862487869,-0.850807507385716,0.00016150374684,0.0153666736740877,Yes,No,No,No,No,No,No,ins-12,WBGene00002095,Public name for WBGene00002095. History: N.A.
WBGene00002111; Dscr: ins-28 encodes an insulin-like peptide.; Molecule: ZC334.9; Class: INSulin related ...,ins-28,0.634843532912043,-0.657011414399902,0.0001397514218843,0.0141244902744812,Yes,No,No,No,No,No,No,ins-28,WBGene00002111,Public name for WBGene00002111. History: N.A.
WBGene00002129; Dscr: none available; Molecule: K02B2.4; Class: INneXin ...,inx-7,0.658146872192753,-0.606474076659055,0.0012600677974757,0.0470258899568255,Yes,No,No,No,No,No,No,inx-7,WBGene00002129,Public name for WBGene00002129. History: N.A.
"WBGene00002130; Dscr: inx-8 encodes an innexin; that affects fertility; inx-8 is expressed in a variety of tissues, including the gonadal sheath cells.; Molecule: ZK792.2; Class: INneXin ...",inx-8,1.42074774517878,0.506478697277029,1.2623202769213e-05,0.0043396175476233,Yes,No,No,No,No,Yes,No,inx-8,WBGene00002130,Public name for WBGene00002130. History: N.A.
WBGene00018917; Dscr: none available; Molecule: F56A4.9; Class: Insulin/EGF-Receptor L Domain protein ...,irld-35,3.19960517168644,1.65611885430521,2.68735440247465e-05,0.0059144400769977,Yes,No,No,No,No,No,No,irld-35,WBGene00018917,Public name for WBGene00018917. History: N.A.
WBGene00022715; Dscr: none available; Molecule: ZK355.5; Class: Insulin/EGF-Receptor L Domain protein ...,irld-65,0.343661768012976,-1.54197730125139,1.0458871245517e-05,0.004004812340824,Yes,No,No,No,No,No,No,irld-65,WBGene00022715,Public name for WBGene00022715. History: N.A.
"WBGene00005013; Dscr: F43G6.6 encodes a PHD and JmjC domain-containing protein that is a member of a family of proteins containing members, such as F29B9.2 and human PHF8, with histone demethylase activity.; Molecule: F43G6.6; Class: JuMonJi (transcription factor) Domain protein ...",jmjd-1.1,2.65011849321307,1.44178677572975,0.0010905617563593,0.04327150598232,Yes,No,No,No,No,No,No,jmjd-1.1,WBGene00005013,Public name for WBGene00005013. History: N.A.
"WBGene00002178; Dscr: jnk-1 encodes a serine/threonine kinase that is the sole C. elegans member of the c-Jun N-terminal kinase (JNK) subgroup of mitogen-activated protein (MAP) kinases; jnk-1 is required for normal coordinated locomotion as well as for normal adult lifespan and response to heat and oxidative stress; JNK-1 exhibits kinase activity in vitro that is dependent upon activation by the JKK-1/MAPKK; in addition, JKK-1-dependent JNK-1 phosphorylation is required for JNK-1-mediated l ...",jnk-1,0.847998337002527,-0.238107359770909,0.0003620543750421,0.0232633519177816,No,No,No,No,No,No,No,jnk-1,WBGene00002178,Public name for WBGene00002178. History: N.A.
WBGene00044578; Dscr: none available; Molecule: K01A12.4; Class: not known ...,K01A12.4,0.81305073569671,-0.300549781573835,0.0007521962450218,0.0348690342008281,Yes,No,No,No,No,No,No,K01A12.4,WBGene00044578,Public name for WBGene00044578. History: N.A.
WBGene00019279; Dscr: none available; Molecule: K01A2.4; Class: not known wb Protein K01A2.4  [Source:RefSeq peptide;Acc:NP_001022228] [K01A2.4] ...,K01A2.4,0.656316603456002,-0.611567949809062,0.0002179874021577,0.017824254629903,Yes,No,No,No,No,No,No,K01A2.4,WBGene00019279,Public name for WBGene00019279. History: N.A.
WBGene00194869; Dscr: none available; Molecule: K01A6.8; Class: not known ...,K01A6.8,1.77709628850169,0.83553302031609,0.0003955094292613,0.0243818103394654,Yes,No,No,No,No,No,No,K01A6.8,WBGene00194869,Public name for WBGene00194869. History: N.A.
WBGene00010468; Dscr: none available; Molecule: K01D12.9; Class: not known ...,K01D12.9,0.561411020562203,-0.835106844358094,8.75689296886456e-06,0.0037493831367962,Yes,No,No,No,No,No,No,K01D12.9,WBGene00010468,Public name for WBGene00010468. History: N.A.
WBGene00010500; Dscr: none available; Molecule: K02B12.7; Class: not known ...,K02B12.7,1.13317192483763,0.180653390168041,0.0001767416598192,0.0160698430389315,No,No,No,Yes,No,No,No,K02B12.7,WBGene00010500,Public name for WBGene00010500. History: N.A.
WBGene00019295; Dscr: none available; Molecule: K02B2.1; Class: not known ...,K02B2.1,0.860331307647222,-0.216839754657554,0.0004772822532682,0.0270831801981049,No,No,No,Yes,No,No,No,K02B2.1,WBGene00019295,Sequence name for WBGene00019295(pfkb-1.2). History: N.A.
WBGene00010512; Dscr: none available; Molecule: K02E11.3; Class: not known ...,K02E11.3,0.564295228206353,-0.817251608782507,0.0004352933784804,0.0257232716934411,Yes,No,No,No,No,No,No,K02E11.3,WBGene00010512,Public name for WBGene00010512. History: N.A.
WBGene00010513; Dscr: none available; Molecule: K02E11.4; Class: not known ...,K02E11.4,0.616018946625218,-0.702469163781469,4.21908174716169e-05,0.0074145638853664,Yes,No,No,No,No,No,No,K02E11.4,WBGene00010513,Public name for WBGene00010513. History: N.A.
WBGene00010515; Dscr: none available; Molecule: K02E11.6; Class: not known ...,K02E11.6,0.530292295150854,-0.914580412298919,8.10961630368514e-06,0.0035695954081398,Yes,No,No,No,No,No,No,K02E11.6,WBGene00010515,Public name for WBGene00010515. History: N.A.
WBGene00019342; Dscr: none available; Molecule: K02F6.8; Class: not known ...,K02F6.8,0.322476384479185,-1.70140967169258,0.0008335767677716,0.037002637708301,Yes,No,No,No,No,No,No,K02F6.8,WBGene00019342,Public name for WBGene00019342. History: N.A.
WBGene00219236; Dscr: none available; Molecule: K03B4.9; Class: not known ...,K03B4.9,0.634564153163068,-0.647413339921184,0.0007139635984947,0.0337274398815488,Yes,No,No,No,No,No,No,K03B4.9,WBGene00219236,Public name for WBGene00219236. History: N.A.
WBGene00010528; Dscr: none available; Molecule: K03D3.2; Class: not known ...,K03D3.2,0.638262862924372,-0.649536320368448,5.00802515635403e-05,0.0081054284815794,Yes,No,No,No,No,No,No,K03D3.2,WBGene00010528,Public name for WBGene00010528. History: N.A.
WBGene00019368; Dscr: none available; Molecule: K03H6.2a; Class: not known ...,K03H6.2,0.473753243510608,-1.0817208586845,6.25700045510972e-06,0.003069710494112,Yes,No,No,No,No,No,No,K03H6.2,WBGene00019368,Sequence name for WBGene00019368(txt-4). History: N.A.
WBGene00019399; Dscr: none available; Molecule: K04F10.7; Class: not known ...,K04F10.7,0.754245149801446,-0.407332218856734,0.000174837563239,0.0159583324678905,Yes,No,No,Yes,No,No,No,K04F10.7,WBGene00019399,Public name for WBGene00019399. History: N.A.
WBGene00019404; Dscr: none available; Molecule: K05B2.4; Class: not known ...,K05B2.4,2.38639305069969,1.24665148083881,0.0001960554512657,0.0166675444832389,Yes,No,No,No,No,No,No,K05B2.4,WBGene00019404,Public name for WBGene00019404. History: N.A.
WBGene00010579; Dscr: none available; Molecule: K05C4.2; Class: not known ...,K05C4.2,0.776741812216622,-0.362326150103012,0.0004187412859572,0.0252197916700942,Yes,No,No,Yes,No,No,No,K05C4.2,WBGene00010579,Public name for WBGene00010579. History: N.A.
WBGene00019458; Dscr: none available; Molecule: K06H7.7; Class: not known ...,K06H7.7,0.811875032528063,-0.299902875660521,0.0011327775613573,0.044311924904327,Yes,No,No,Yes,Yes,No,No,K06H7.7,WBGene00019458,Public name for WBGene00019458. History: N.A.
wb none available [K07B1.6a] ...,K07B1.6a.2,1.34089352500577,0.421141874713369,0.0001004566689149,0.0114837577489253,Yes,No,No,No,No,No,No,,,
WBGene00019467; Dscr: none available; Molecule: K07B1.7a; Class: not known ...,K07B1.7,1.67799126246219,0.746393527546463,2.9801248706825e-05,0.0063224288810542,Yes,No,No,Yes,No,No,No,K07B1.7,WBGene00019467,Public name for WBGene00019467. History: N.A.
WBGene00050947; Dscr: none available; Molecule: K07C5.13; Class: not known ...,K07C5.13,0.542405686600456,-0.895442472979222,0.0002180241698201,0.0177963645583898,Yes,No,No,No,No,No,No,K07C5.13,WBGene00050947,Public name for WBGene00050947. History: N.A.
wb Pre-mRNA-splicing factor SLU7  [Source:UniProtKB/Swiss-Prot;Acc:Q21278] [K07C5.6.1] ...,K07C5.6,1.17395276207632,0.231040171676501,0.0010612317876732,0.0423575379117256,No,No,No,No,No,No,No,K07C5.6,WBGene00010629,Sequence name for WBGene00010629(sluh-7). History: N.A.
WBGene00194670; Dscr: none available; Molecule: K07E3.9; Class: not known ...,K07E3.9,0.518096180816047,-0.942420718723492,6.79268545252454e-05,0.0096072642475375,Yes,No,No,No,No,No,No,K07E3.9,WBGene00194670,Public name for WBGene00194670. History: N.A.
WBGene00010638; Dscr: none available; Molecule: K07F5.14; Class: not known ...,K07F5.14,1.56214043373292,0.643126081333985,1.33385840736752e-06,0.0015322454456145,Yes,No,No,Yes,Yes,No,No,K07F5.14,WBGene00010638,Public name for WBGene00010638. History: N.A.
WBGene00019513; Dscr: none available; Molecule: K08A2.4; Class: not known ...,K08A2.4,0.826142818603783,-0.276655954203719,0.0004254329015696,0.0252673881439204,Yes,No,No,No,No,No,No,K08A2.4,WBGene00019513,Sequence name for WBGene00019513(lido-7). History: N.A.
WBGene00019519; Dscr: none available; Molecule: K08B5.2; Class: not known ...,K08B5.2,0.807777707021384,-0.307161701832072,0.001207704471692,0.0458343797000404,Yes,No,No,No,No,No,No,K08B5.2,WBGene00019519,Public name for WBGene00019519. History: N.A.
WBGene00044293; Dscr: none available; Molecule: K08D12.7; Class: not known ...,K08D12.7,0.117747433235247,-3.03835929384903,0.0002313869279421,0.0184396980240616,Yes,No,No,No,No,No,No,K08D12.7,WBGene00044293,Sequence name for WBGene00044293(epic-3). History: N.A.
WBGene00010666; Dscr: none available; Molecule: K08E4.2a; Class: not known ...,K08E4.2,0.689546510592321,-0.534805417718456,4.48995915743079e-05,0.0076342273067391,Yes,No,No,No,Yes,No,No,K08E4.2,WBGene00010666,Public name for WBGene00010666. History: N.A.
WBGene00010667; Dscr: none available; Molecule: K08E4.3a; Class: not known ...,K08E4.3,0.766207791680548,-0.382296295367908,0.0002482476866105,0.0189497075267125,Yes,No,No,No,No,No,No,K08E4.3,WBGene00010667,Public name for WBGene00010667. History: N.A.
WBGene00045036; Dscr: none available; Molecule: K08E4.7; Class: not known ...,K08E4.7,1.41217744705951,0.496235545854586,4.13331087910142e-05,0.007346063237129,Yes,No,No,No,No,No,No,K08E4.7,WBGene00045036,Public name for WBGene00045036. History: N.A.
WBGene00019541; Dscr: none available; Molecule: K08F11.1a; Class: not known ...,K08F11.1,0.487948033296966,-1.02684304099543,0.0005953637725545,0.0304126279390168,Yes,No,No,No,No,No,No,K08F11.1,WBGene00019541,Public name for WBGene00019541. History: N.A.
WBGene00019569; Dscr: none available; Molecule: K09D9.12; Class: not known ...,K09D9.12,1.89210360831509,0.930768782918738,0.0003488112858478,0.0229125717445762,Yes,No,No,No,No,No,No,K09D9.12,WBGene00019569,Public name for WBGene00019569. History: N.A.
WBGene00019593; Dscr: none available; Molecule: K09F6.10; Class: not known ...,K09F6.10,1.48836217000403,0.576459434400091,0.0009617494528831,0.0400499343341212,Yes,No,No,No,No,No,No,K09F6.10,WBGene00019593,Public name for WBGene00019593. History: N.A.
