FeatureNum,ProbeName,accessions,GeneName,SystematicName,slide17.txt:chr_coord,slide17.txt:Description,slide17.txt_slide18.txt_Dyeswap.signal,Input,Suggested Match,History
10516,A_12_P112208,wb|ZK742.1a.1|wb|ZK742.1a.3|wb|ZK742.1a.2,ZK742.1a.1,ZK742.1a.1,chrV:7816926-7816985,"importin beta, nuclear transport factor [ZK742.1a.1]",-1.3569973,ZK742.1a.1,WBGene00002078,Molecule name for WBGene00002078(xpo-1). History: Renamed on 2008-01-30
7096,A_12_P113859,wb|R11H6.5,R11H6.5,R11H6.5,chrV:14613678-14613619,Human NF45 protein like [R11H6.5],-1.356295,R11H6.5,WBGene00011253,Public name for WBGene00011253. History: N.A.
14592,A_12_P119479,wb|B0334.8.2|wb|B0334.8.1,B0334.8.2,B0334.8.2,chrII:11519630-11519571,phosphatidylinositol 3-kinase [B0334.8.2],-1.3540788,,,
16678,A_12_P105388,wb|Y113G7B.4,Y113G7B.4,Y113G7B.4,chrV:20196089-20196148,Unknown,-1.3534336,Y113G7B.4,WBGene00013756,Sequence name for WBGene00013756(ftr-1). History: N.A.
22244,A_12_P109887,wb|F55G1.10|wb|B0035.7|wb|F54E12.5|wb|H02I12.7,F55G1.10,F55G1.10,chrIV:7485938-7485879,Histone [F55G1.10],-1.3521676,F55G1.10,WBGene00001935,Sequence name for WBGene00001935(his-61). History: N.A.
19492,A_12_P100480,wb|D2013.10,D2013.10,D2013.10,chrII:9324550-9324609,Unknown,-1.3491218,D2013.10,WBGene00006520,"Sequence name for WBGene00006520(egli-1). History: Renamed on 2021-01-02. Public name for Dead gene WBGene00008406. History of WBGene00008406: Merged into ""WBGene00006520"" on 2005-10-05"
3405,A_12_P115517,wb|Y4C6B.1,Y4C6B.1,Y4C6B.1,chrIV:5356242-5356301,Unknown,-1.3483617,Y4C6B.1,WBGene00021155,Public name for WBGene00021155. History: N.A.
11904,A_12_P112500,wb|F28B12.3.1|wb|F28B12.3.3|wb|F28B12.3.2,F28B12.3.1,F28B12.3.1,chrII:5923974-5924384,Protein kinase [F28B12.3.1],-1.3470074,F28B12.3.1,WBGene00017895,Molecule name for WBGene00017895(vrk-1). History: Renamed on 2005-08-19
13225,A_12_P120154,wb|B0414.5,B0414.5,B0414.5,chrI:5797393-5797334,RNA binding protein [B0414.5],-1.344136,B0414.5,WBGene00000772,Sequence name for WBGene00000772(cpb-3). History: N.A.
17253,A_12_P118503,wb|ZK632.3,ZK632.3,ZK632.3,chrIII:9802415-9802356,Hypothetical protein 186 (T. acidophilum) [ZK632.3],-1.3424768,ZK632.3,WBGene00014012,Sequence name for WBGene00014012(riok-3). History: N.A.
3462,A_12_P114157,wb|F58G11.6,F58G11.6,F58G11.6,chrV:13683917-13683976,Unknown,-1.3408836,F58G11.6,WBGene00010283,Sequence name for WBGene00010283(ccz-1). History: N.A.
21774,A_12_P105274,wb|F55H2.2,F55H2.2,F55H2.2,chrIII:9509575-9509634,Membrane-associated atpase gamma chain [F55H2.2],-1.3392125,F55H2.2,WBGene00010130,Sequence name for WBGene00010130(vha-14). History: N.A.
10618,A_12_P117497,wb|C07E3.6,C07E3.6,C07E3.6,chrII:10367905-10367846,Unknown,-1.338639,C07E3.6,WBGene00007417,Sequence name for WBGene00007417(ceh-58). History: N.A.
9639,A_12_P107319,wb|M02B7.1,M02B7.1,M02B7.1,chrIV:3806502-3806561,Unknown,-1.3368665,M02B7.1,WBGene00019723,Sequence name for WBGene00019723(fbxc-47). History: N.A.
13373,A_12_P105229,wb|F44B9.4a,F44B9.4a,F44B9.4a,chrIII:8006050-8005991,Unknown,-1.3361864,F44B9.4a,WBGene00000507,Molecule name for WBGene00000507(cit-1.1). History: N.A.
2346,A_12_P113356,wb|C28C12.10,C28C12.10,C28C12.10,chrIV:8503740-8503681,Unknown,-1.3299395,C28C12.10,WBGene00006450,Sequence name for WBGene00006450(tag-77). History: N.A.
13476,A_12_P111444,wb|T07C4.3a|wb|T07C4.3b,T07C4.3a,T07C4.3a,chrIII:10354246-10354305,Unknown,-1.3285532,T07C4.3a,WBGene00011560,Molecule name for WBGene00011560(T07C4.3). History: N.A.
16676,A_12_P102567,wb|ZK550.4,ZK550.4,ZK550.4,chrIV:17256993-17257052,Unknown,-1.325938,ZK550.4,WBGene00013998,Sequence name for WBGene00013998(gtf-2E1). History: N.A.
716,A_12_P114155,wb|ZK632.4.1|wb|ZK632.4.2,ZK632.4.1,ZK632.4.1,chrIII:9805568-9805509,Mannose 6-phosphate isomerase [ZK632.4.1],-1.3256749,ZK632.4.1,WBGene00014013,Molecule name for WBGene00014013(ZK632.4). History: N.A.
6307,A_12_P100152,,A_12_P100152,A_12_P100152,chrIV:011406411-011406352,Unknown,-1.3242865,,,
1923,A_12_P114676,wb|C38D4.5.2|wb|C38D4.5.1,C38D4.5.2,C38D4.5.2,chrIII:4802479-4802538,chimaerin [C38D4.5.2],-1.3224086,,,
17216,A_12_P114920,wb|C49H3.9,C49H3.9,C49H3.9,chrIV:7907699-7907640,Unknown,-1.3208399,C49H3.9,WBGene00016794,Sequence name for WBGene00016794(npp-27). History: N.A.
19486,A_12_P107868,wb|F25B5.2.1|wb|F25B5.2.2,F25B5.2.1,F25B5.2.1,chrIII:5961905-5961964,Unknown,-1.320483,,,
3235,A_12_P105932,wb|C15H11.6,C15H11.6,C15H11.6,chrV:14418995-14418936,Unknown,-1.320078,C15H11.6,WBGene00003835,Sequence name for WBGene00003835(nxf-2). History: N.A.
17068,A_12_P100344,wb|F36F2.4.1|wb|F36F2.4.2,F36F2.4.1,F36F2.4.1,chrI:9010274-9010215,Syntaxin [F36F2.4.1],-1.319502,F36F2.4.1,WBGene00009478,Molecule name for WBGene00009478(syx-7). History: Renamed on 2010-04-16
14015,A_12_P103078,wb|ZK524.4,ZK524.4,ZK524.4,chrI:7469495-7469436,serine/threonine kinase [ZK524.4],-1.3190951,ZK524.4,WBGene00013994,Public name for WBGene00013994. History: N.A.
9501,A_12_P109046,wb|K06A5.7.1|wb|K06A5.7.2,K06A5.7.1,K06A5.7.1,chrI:6477936-6477877,protein phosphatase [K06A5.7.1],-1.3159187,K06A5.7.1,WBGene00000386,Molecule name for WBGene00000386(cdc-25.1). History: N.A.
13081,A_12_P108104,wb|T09B4.1,T09B4.1,T09B4.1,chrI:6195799-6195858,Unknown,-1.314271,T09B4.1,WBGene00020375,Sequence name for WBGene00020375(pigv-1). History: Renamed on 2013-11-11
5839,A_12_P114498,wb|Y69A2AR.16,Y69A2AR.16,Y69A2AR.16,chrIV:2528518-2530095,Unknown,-1.3117598,Y69A2AR.16,WBGene00022087,Public name for WBGene00022087. History: N.A.
3967,A_12_P105396,wb|T23D8.6,T23D8.6,T23D8.6,chrI:9997573-9997632,histone H2A [T23D8.6],-1.3107285,T23D8.6,WBGene00001942,Sequence name for WBGene00001942(his-68). History: N.A.
11156,A_12_P111819,wb|Y18D10A.17.1|wb|Y18D10A.17.2,Y18D10A.17.1,Y18D10A.17.1,chrI:12914197-12914256,Unknown,-1.3097305,Y18D10A.17.1,WBGene00012484,Molecule name for WBGene00012484(car-1). History: Renamed on 2005-12-05
20329,A_12_P105456,wb|T12E12.2,T12E12.2,T12E12.2,chrIV:5548053-5548112,Unknown,-1.3071896,T12E12.2,WBGene00020463,Sequence name for WBGene00020463(cec-6). History: N.A.
1733,A_12_P119205,wb|F40F8.5,F40F8.5,F40F8.5,chrII:11130950-11130891,Unknown,-1.3057038,F40F8.5,WBGene00009578,"Public name for WBGene00009578. History: Split into F40F8.11(WBGene00044916). History of WBGene00009578: Split into ""WBGene00044916"" on 2006-07-18"
2427,A_12_P119490,wb|C08B6.7.1|wb|C08B6.7.2,C08B6.7.1,C08B6.7.1,chrV:10133533-10133367,59 protein [C08B6.7.1],-1.3041284,,,
13983,A_12_P108125,wb|ZK520.4d.1|wb|ZK520.4d.2,ZK520.4d.1,ZK520.4d.1,chrIII:13690615-13691168,Unknown,-1.3037763,ZK520.4d.1,WBGene00000837,Molecule name for WBGene00000837(cul-2). History: Renamed on 2013-05-02
19093,A_12_P118268,wb|F17E9.13|wb|F35H10.1,F17E9.13,F17E9.13,chrIV:8331910-8331969,histone H2A [F35H10.1],-1.3027251,F17E9.13,WBGene00001907,Sequence name for WBGene00001907(his-33). History: N.A.
11717,A_12_P113066,wb|C30G12.7,C30G12.7,C30G12.7,chrII:7296365-7296257,Unknown,-1.2934678,C30G12.7,WBGene00004244,Sequence name for WBGene00004244(puf-8). History: Renamed on 2012-08-14
8240,A_12_P107448,wb|R06F6.5b,R06F6.5b,R06F6.5b,chrII:10796972-10796870,Unknown,-1.2931616,R06F6.5b,WBGene00003805,Molecule name for WBGene00003805(npp-19). History: N.A.
19558,A_12_P117510,wb|ZC434.6,ZC434.6,ZC434.6,chrI:10352855-10353486,Unknown,-1.2920289,ZC434.6,WBGene00000148,Sequence name for WBGene00000148(aph-2). History: N.A.
11168,A_12_P112804,wb|ZK287.7,ZK287.7,ZK287.7,chrV:9697210-9697269,Unknown,-1.2915082,ZK287.7,WBGene00013967,Public name for WBGene00013967. History: N.A.
21867,A_12_P117646,wb|F12A10.8,F12A10.8,F12A10.8,chrII:5499359-5499254,Unknown,-1.2913742,F12A10.8,WBGene00017397,Public name for WBGene00017397. History: N.A.
16469,A_12_P110222,wb|T09E8.1a|wb|T09E8.1b|wb|T09E8.1d.2|wb|T09E8.1d.1,T09E8.1a,T09E8.1a,chrV:13178100-13178159,Unknown,-1.2871779,T09E8.1a,WBGene00011647,Molecule name for WBGene00011647(noca-1). History: N.A.
1322,A_12_P102190,wb|F19B6.1a.2|wb|F19B6.1a.1,F19B6.1a.2,F19B6.1a.2,chrIV:12331115-12331056,uridine kinase [F19B6.1a.2],-1.2852902,F19B6.1a.2,WBGene00008948,Molecule name for WBGene00008948(F19B6.1). History: N.A.
21947,A_12_P103810,wb|Y32F6A.1,Y32F6A.1,Y32F6A.1,chrV:10440852-10443494,Unknown,-1.2851301,Y32F6A.1,WBGene00012527,Sequence name for WBGene00012527(set-22). History: N.A.
7942,A_12_P101756,wb|F55G1.4,F55G1.4,F55G1.4,chrIV:7485256-7485315,Unknown,-1.2848129,F55G1.4,WBGene00018900,Sequence name for WBGene00018900(rod-1). History: N.A.
12182,A_12_P115985,wb|F54F2.5b|wb|F54F2.5a,F54F2.5b,F54F2.5b,chrIII:8787237-8787178,Unknown,-1.2836148,,,
13509,A_12_P103954,wb|C27F2.7,C27F2.7,C27F2.7,chrIII:4980717-4980658,Unknown,-1.2785331,C27F2.7,WBGene00016169,Public name for WBGene00016169. History: N.A.
894,A_12_P107439,wb|C18E9.6,C18E9.6,C18E9.6,chrII:8972340-8972281,Unknown,-1.2755746,C18E9.6,WBGene00007686,Sequence name for WBGene00007686(tomm-40). History: N.A.
16904,A_12_P105248,wb|R05H10.3b|wb|R05H10.3a.1|wb|R05H10.3a.2,R05H10.3b,R05H10.3b,chrII:14882556-14882615,Unknown,-1.2749116,R05H10.3b,WBGene00011044,Molecule name for WBGene00011044(R05H10.3). History: N.A.
20714,A_12_P103859,wb|Y42H9B.3,Y42H9B.3,Y42H9B.3,chrIV:8011376-8011317,Unknown,-1.2734222,Y42H9B.3,WBGene00021541,Public name for WBGene00021541. History: N.A.
10511,A_12_P115792,wb|F08B4.5.1|wb|F08B4.5.4|wb|F08B4.5.3|wb|F08B4.5.2,F08B4.5.1,F08B4.5.1,chrIV:8682608-8682505,Unknown,-1.2698555,F08B4.5.1,WBGene00017237,Molecule name for WBGene00017237(pole-2). History: N.A.
8757,A_12_P118265,wb|C06E7.3a|wb|C06E7.3b.3|wb|C06E7.3b.1|wb|C06E7.3b.4,C06E7.3a,C06E7.3a,chrIV:5844423-5844364,S-adenosylmethionine synthetase [C06E7.3a],-1.2689536,C06E7.3a,WBGene00015540,Molecule name for WBGene00015540(sams-4). History: N.A.
10030,A_12_P116457,wb|C18E3.2.1|wb|C18E3.2.2|wb|C40H5.6,C18E3.2.1,C18E3.2.1,chrI:4212186-4212245,Unknown,-1.2689449,C18E3.2.1,WBGene00015971,Molecule name for WBGene00015971(swsn-2.2). History: N.A.
3986,A_12_P102529,wb|ZK1128.2a|wb|ZK1128.2b,ZK1128.2a,ZK1128.2a,chrIII:10116525-10116584,Unknown,-1.2663691,ZK1128.2a,WBGene00014228,Molecule name for WBGene00014228(mett-10). History: N.A.
7450,A_12_P110266,wb|F41H10.11,F41H10.11,F41H10.11,chrIV:5368613-5368672,Unknown,-1.2625201,F41H10.11,WBGene00018321,Sequence name for WBGene00018321(sand-1). History: N.A.
19653,A_12_P103915,wb|R10E4.4.1|wb|R10E4.4.2,R10E4.4.1,R10E4.4.1,chrIII:4288407-4288348,CDC46 [R10E4.4.1],-1.2614603,R10E4.4.1,WBGene00003157,Molecule name for WBGene00003157(mcm-5). History: N.A.
19920,A_12_P101703,wb|F58H1.1,F58H1.1,F58H1.1,chrV:11930511-11930452,alpha-mannosidase [F58H1.1],-1.2586696,F58H1.1,WBGene00010284,Sequence name for WBGene00010284(aman-2). History: N.A.
17301,A_12_P119484,wb|ZK177.6.1|wb|ZK177.6.2,ZK177.6.1,ZK177.6.1,chrII:5503691-5503750,CDC20 [ZK177.6.1],-1.257254,ZK177.6.1,WBGene00001511,Molecule name for WBGene00001511(fzy-1). History: Renamed on 2017-02-17
1176,A_12_P116924,wb|Y57G11B.5,Y57G11B.5,Y57G11B.5,chrIV:14576415-14576474,Unknown,-1.2563128,Y57G11B.5,WBGene00013297,Public name for WBGene00013297. History: N.A.
1681,A_12_P115981,wb|C04A2.3a.2|wb|C04A2.3a.1,C04A2.3a.2,C04A2.3a.2,chrII:6847685-6847744,Unknown,-1.2562314,,,
15160,A_12_P120194,wb|F55A11.7,F55A11.7,F55A11.7,chrV:11787518-11787459,Unknown,-1.2558002,F55A11.7,WBGene00010080,Public name for WBGene00010080. History: N.A.
16637,A_12_P118639,wb|T22D1.9,T22D1.9,T22D1.9,chrIV:6906697-6906638,Unknown,-1.2533547,T22D1.9,WBGene00004458,Sequence name for WBGene00004458(rpn-1). History: N.A.
7658,A_12_P117853,wb|Y32B12B.4,Y32B12B.4,Y32B12B.4,chrV:16565309-16565368,Unknown,-1.2508359,Y32B12B.4,WBGene00012524,Public name for WBGene00012524. History: N.A.
5286,A_12_P108905,wb|C01H6.7,C01H6.7,C01H6.7,chrI:7235506-7235565,Bromodomain [C01H6.7],-1.2506489,C01H6.7,WBGene00007256,Sequence name for WBGene00007256(swsn-9). History: Renamed on 2012-08-29
18628,A_12_P100194,wb|ZK20.3.1|wb|ZK20.3.2,ZK20.3.1,ZK20.3.1,chrII:11651626-11651513,RAD23 protein homolog2 like [ZK20.3.1],-1.2499268,ZK20.3.1,WBGene00013924,Molecule name for WBGene00013924(rad-23). History: N.A.
4860,A_12_P109094,wb|C01G8.6,C01G8.6,C01G8.6,chrI:5299068-5299009,Unknown,-1.2477036,C01G8.6,WBGene00015313,Sequence name for WBGene00015313(hpo-32). History: N.A.
11277,A_12_P103176,wb|C27D9.1,C27D9.1,C27D9.1,chrII:4755186-4755245,Unknown,-1.2462423,C27D9.1,WBGene00016163,Public name for WBGene00016163. History: N.A.
10806,A_12_P101039,wb|F09E5.5,F09E5.5,F09E5.5,chrII:5371873-5371932,Unknown,-1.2445695,F09E5.5,WBGene00017284,Sequence name for WBGene00017284(sec-6). History: N.A.
5924,A_12_P116786,wb|C47E12.1.2|wb|C47E12.1.1|wb|C47E12.1.5|wb|C47E12.1.3,C47E12.1.2,C47E12.1.2,chrIV:10005345-10005404,seryl-tRNA synthetase [C47E12.1.2],-1.2383776,C47E12.1.2,WBGene00005663,Molecule name for WBGene00005663(sars-1). History: Renamed on 2010-01-29
10594,A_12_P115728,wb|F44E2.8,F44E2.8,F44E2.8,chrIII:8848798-8848739,Unknown,-1.2372506,F44E2.8,WBGene00018421,Public name for WBGene00018421. History: N.A.
16044,A_12_P117706,wb|F45E12.3,F45E12.3,F45E12.3,chrII:7304952-7305362,Unknown,-1.2337773,F45E12.3,WBGene00000839,Sequence name for WBGene00000839(cul-4). History: N.A.
11952,A_12_P110738,wb|F58E10.1.1|wb|F58E10.1.2,F58E10.1.1,F58E10.1.1,chrV:13989983-13989924,Unknown,-1.2316222,,,
11774,A_12_P114753,wb|C16C10.10,C16C10.10,C16C10.10,chrIII:4154467-4154526,Glyoxalase [C16C10.10],-1.2257663,C16C10.10,WBGene00006448,Sequence name for WBGene00006448(glod-4). History: Renamed on 2007-07-20
8132,A_12_P107912,wb|D1081.7.1|wb|D1081.7.2,D1081.7.1,D1081.7.1,chrI:8498622-8498681,Unknown,-1.2250525,D1081.7.1,WBGene00008385,Molecule name for WBGene00008385(lotr-1). History: N.A.
2345,A_12_P101686,wb|F54F2.8,F54F2.8,F54F2.8,chrIII:8807862-8807803,Unknown,-1.223791,F54F2.8,WBGene00004201,Sequence name for WBGene00004201(prx-19). History: N.A.
6733,A_12_P101922,wb|F22D3.1a|wb|F22D3.1b,F22D3.1a,F22D3.1a,chrII:6954585-6954644,homeobox protein [F22D3.1a],-1.2225611,F22D3.1a,WBGene00000459,Molecule name for WBGene00000459(ceh-38). History: N.A.
17469,A_12_P105845,wb|R05D3.7,R05D3.7,R05D3.7,chrIII:8351250-8351191,Kinesin heavy chain [R05D3.7],-1.2180064,R05D3.7,WBGene00006840,Sequence name for WBGene00006840(unc-116). History: N.A.
2805,A_12_P107903,wb|C42C1.5,C42C1.5,C42C1.5,chrIV:12276491-12276432,guanyltransferase [C42C1.5],-1.2173214,C42C1.5,WBGene00016583,Sequence name for WBGene00016583(tag-335). History: N.A.
4919,A_12_P108716,wb|F33D4.4.1|wb|F33D4.4.2,F33D4.4.1,F33D4.4.1,chrIV:7704619-7704207,Unknown,-1.2139803,F33D4.4.1,WBGene00017996,Molecule name for WBGene00017996(F33D4.4). History: N.A.
2699,A_12_P104180,wb|B0205.9,B0205.9,B0205.9,chrI:10731176-10731283,Unknown,-1.2096113,B0205.9,WBGene00015023,Public name for WBGene00015023. History: N.A.
2684,A_12_P107216,wb|K07F5.13c,K07F5.13c,K07F5.13c,chrIV:9861933-9861992,Unknown,-1.2092294,K07F5.13c,WBGene00003787,Molecule name for WBGene00003787(npp-1). History: N.A.
21632,A_12_P112176,wb|K07B1.3,K07B1.3,K07B1.3,chrV:9338864-9338923,proton-channel protein [K07B1.3],-1.2082256,K07B1.3,WBGene00006729,Sequence name for WBGene00006729(ucp-4). History: Renamed on 2016-04-27
13191,A_12_P106929,wb|E01A2.6,E01A2.6,E01A2.6,chrI:4137399-4137340,Unknown,-1.2074482,E01A2.6,WBGene00017088,Sequence name for WBGene00017088(akir-1). History: N.A.
2475,A_12_P119479,wb|B0334.8.2|wb|B0334.8.1,B0334.8.2,B0334.8.2,chrII:11519630-11519571,phosphatidylinositol 3-kinase [B0334.8.2],-1.2016506,,,
9978,A_12_P106410,wb|H02I12.8,H02I12.8,H02I12.8,chrIV:11405196-11405255,Cytochrome P450 [H02I12.8],-1.2006547,H02I12.8,WBGene00010354,Sequence name for WBGene00010354(cyp-31A2). History: N.A.
10531,A_12_P118403,wb|C25A1.6.1|wb|C25A1.6.2,C25A1.6.1,C25A1.6.1,chrI:10187223-10187282,Unknown,-1.2003057,C25A1.6.1,WBGene00007708,Molecule name for WBGene00007708(nola-3). History: N.A.
11089,A_12_P106744,wb|F59A1.8,F59A1.8,F59A1.8,chrV:17658235-17658176,Unknown,-1.197875,F59A1.8,WBGene00010294,Sequence name for WBGene00010294(fbxa-129). History: N.A.
19411,A_12_P105394,wb|R119.7,R119.7,R119.7,chrI:367183-367778,Unknown,-1.1953948,R119.7,WBGene00020091,Sequence name for WBGene00020091(rnp-8). History: N.A.
16178,A_12_P120121,wb|W06D4.6,W06D4.6,W06D4.6,chrI:9078038-9078097,SNF2 and others N-terminal domain [W06D4.6],-1.1953588,W06D4.6,WBGene00004298,Sequence name for WBGene00004298(rad-54.L). History: Renamed on 2019-07-04
13571,A_12_P112545,wb|M106.4b|wb|M106.4a.3|wb|M106.4a.1|wb|M106.4a.2,M106.4b,M106.4b,chrII:10864188-10864129,GMP synthase [M106.4a.3],-1.1928053,M106.4b,WBGene00010912,Molecule name for WBGene00010912(gmps-1). History: N.A.
21063,A_12_P118082,wb|ZK858.4.1|wb|ZK858.4.2,ZK858.4.1,ZK858.4.1,chrI:9143234-9143293,kruppel-like zinc-finger protein [ZK858.4.1],-1.1912376,,,
20014,A_12_P119387,wb|F36F12.8,F36F12.8,F36F12.8,chrV:2091225-2091284,zinc finger protein [F36F12.8],-1.1905107,F36F12.8,WBGene00018099,Sequence name for WBGene00018099(ztf-28). History: N.A.
18461,A_12_P106713,wb|C30B5.1,C30B5.1,C30B5.1,chrII:6201295-6201354,Unknown,-1.1879692,C30B5.1,WBGene00077732,"Sequence name for WBGene00077732(szy-4). History: Renamed on 2012-08-15. Public name for Dead gene WBGene00016243. History of WBGene00016243: Merged into ""WBGene00077732"" on 2012-08-15"
16916,A_12_P101284,wb|K06H7.4,K06H7.4,K06H7.4,chrIII:8088127-8088186,sec7 [K06H7.4],-1.1876433,K06H7.4,WBGene00001743,Sequence name for WBGene00001743(grp-1). History: N.A.
20759,A_12_P109330,wb|C10H11.10,C10H11.10,C10H11.10,chrI:4760340-4760281,Unknown,-1.1853808,C10H11.10,WBGene00015698,Sequence name for WBGene00015698(kca-1). History: N.A.
17856,A_12_P109331,wb|B0464.9,B0464.9,B0464.9,chrIII:9466751-9466855,Unknown,-1.1849493,B0464.9,WBGene00007188,Public name for WBGene00007188. History: N.A.
7166,A_12_P117175,wb|F14E5.2b,F14E5.2b,F14E5.2b,chrII:8423954-8423895,Unknown,-1.1840954,F14E5.2b,WBGene00008800,Molecule name for WBGene00008800(F14E5.2). History: N.A.
9406,A_12_P111356,wb|F32D8.5b.1|wb|F32D8.5b.2,F32D8.5b.1,F32D8.5b.1,chrV:10898358-10898417,Unknown,-1.1837378,F32D8.5b.1,WBGene00009330,Molecule name for WBGene00009330(F32D8.5). History: N.A.
6977,A_12_P104296,wb|C36A4.4.1|wb|C36A4.4.2|wb|K06B9.2,C36A4.4.1,C36A4.4.1,chrIII:3841551-3841492,Unknown,-1.1833746,C36A4.4.1,WBGene00007965,Molecule name for WBGene00007965(C36A4.4). History: N.A.
2698,A_12_P112655,wb|T23D8.9a,T23D8.9a,T23D8.9a,chrI:9988621-9988562,Unknown,-1.1825594,T23D8.9a,WBGene00006379,Molecule name for WBGene00006379(sys-1). History: N.A.
16089,A_12_P114433,wb|T06E6.2a|wb|T06E6.2b,T06E6.2a,T06E6.2a,chrV:15399785-15399844,cyclin B like [T06E6.2a],-1.1824739,T06E6.2a,WBGene00000868,Molecule name for WBGene00000868(cyb-3). History: N.A.
15653,A_12_P109329,wb|Y87G2A.11,Y87G2A.11,Y87G2A.11,chrI:13597530-13597471,Unknown,-1.1817536,Y87G2A.11,WBGene00013599,Sequence name for WBGene00013599(eipr-1). History: N.A.
13013,A_12_P116615,wb|F08A8.7,F08A8.7,F08A8.7,chrI:12966873-12966814,Unknown,-1.1810017,F08A8.7,WBGene00008569,Sequence name for WBGene00008569(fbxa-101). History: N.A.
5991,A_12_P115429,wb|F55H2.6.2|wb|F55H2.6.1,F55H2.6.2,F55H2.6.2,chrIII:9516704-9516645,Unknown,-1.1807468,,,
18530,A_12_P102976,wb|E04D5.1a,E04D5.1a,E04D5.1a,chrII:10418747-10418806,Unknown,-1.1788381,E04D5.1a,WBGene00008480,Molecule name for WBGene00008480(eif-2A). History: N.A.
6500,A_12_P106330,wb|T07A9.1,T07A9.1,T07A9.1,chrIV:383812-383753,Unknown,-1.1774365,T07A9.1,WBGene00020295,Sequence name for WBGene00020295(pqbp-1.2). History: N.A.
681,A_12_P110912,wb|F29C12.2,F29C12.2,F29C12.2,chrII:13098500-13098441,Unknown,-1.1768142,F29C12.2,WBGene00009245,"Public name for Dead gene WBGene00009244. History of WBGene00009244: Merged into ""WBGene00009245"" on 2005-10-10. Remark: F29C12.2 (WBGene00009244) merged into F29C12.3 (WBGene00009245) based on evidence from EST yk1311f01.5"
733,A_12_P101671,wb|B0240.4,B0240.4,B0240.4,chrV:11734045-11733940,Unknown,-1.1767644,B0240.4,WBGene00007118,Sequence name for WBGene00007118(npp-22). History: Renamed on 2008-01-28
15325,A_12_P105116,wb|T28A8.6,T28A8.6,T28A8.6,chrIII:13500784-13500893,Unknown,-1.1746998,T28A8.6,WBGene00012112,Public name for WBGene00012112. History: N.A.
20539,A_12_P116095,wb|F14B4.2a.1|wb|F14B4.2a.2|wb|F14B4.2b.2|wb|F14B4.2b.3,F14B4.2a.1,F14B4.2a.1,chrI:9280150-9280019,hexokinase [F14B4.2a.1],-1.1735394,F14B4.2a.1,WBGene00008780,Molecule name for WBGene00008780(hxk-1). History: N.A.
6842,A_12_P109100,wb|F30F8.1,F30F8.1,F30F8.1,chrI:7841085-7841026,Unknown,-1.1731505,F30F8.1,WBGene00009270,Public name for WBGene00009270. History: N.A.
18433,A_12_P120145,wb|C33H5.6,C33H5.6,C33H5.6,chrIV:7777115-7777174,Unknown,-1.1663673,C33H5.6,WBGene00016373,Sequence name for WBGene00016373(swd-2.1). History: N.A.
21238,A_12_P103326,wb|T10B11.8b|wb|T10B11.8a,T10B11.8b,T10B11.8b,chrI:6960384-6960258,Unknown,-1.1661296,T10B11.8b,WBGene00020404,Molecule name for WBGene00020404(T10B11.8). History: N.A.
5054,A_12_P103215,wb|C46A5.9,C46A5.9,C46A5.9,chrIV:7770897-7770838,Unknown,-1.1653523,C46A5.9,WBGene00001827,Sequence name for WBGene00001827(hcf-1). History: N.A.
19435,A_12_P100763,wb|K04G2.3,K04G2.3,K04G2.3,chrI:8041096-8041037,AAA ATPase [K04G2.3],-1.1622111,K04G2.3,WBGene00010562,Sequence name for WBGene00010562(cdc-48.3). History: N.A.
1458,A_12_P115594,wb|F38E1.7,F38E1.7,F38E1.7,chrV:8360695-8360754,WNT family protein [F38E1.7],-1.1622045,F38E1.7,WBGene00003395,Sequence name for WBGene00003395(mom-2). History: N.A.
21404,A_12_P108740,wb|Y37E3.15a.1|wb|Y37E3.15a.2,Y37E3.15a.1,Y37E3.15a.1,chrI:2123208-2123267,Unknown,-1.1612041,Y37E3.15a.1,WBGene00003799,Molecule name for WBGene00003799(npp-13). History: N.A.
11245,A_12_P116412,wb|C47D12.1b.1|wb|C47D12.1b.2,C47D12.1b.1,C47D12.1b.1,chrII:11661948-11661830,Unknown,-1.1590166,C47D12.1b.1,WBGene00007028,Molecule name for WBGene00007028(trr-1). History: N.A.
13450,A_12_P120142,wb|T10B5.3,T10B5.3,T10B5.3,chrV:1867660-1866901,Unknown,-1.1571531,T10B5.3,WBGene00020389,Public name for WBGene00020389. History: N.A.
15827,A_12_P103357,wb|Y62H9A.4,Y62H9A.4,Y62H9A.4,chrX:11881032-11881091,Unknown,-1.1569767,Y62H9A.4,WBGene00013392,Public name for WBGene00013392. History: N.A.
3771,A_12_P104599,wb|Y43F4B.7,Y43F4B.7,Y43F4B.7,chrIII:13312587-13312646,Unknown,-1.155261,Y43F4B.7,WBGene00012804,Sequence name for WBGene00012804(slc-36.1). History: N.A.
1438,A_12_P101397,wb|C09G9.6,C09G9.6,C09G9.6,chrIV:8890422-8890481,Zinc finger protein [C09G9.6],-1.1533358,C09G9.6,WBGene00003864,Sequence name for WBGene00003864(oma-1). History: N.A.
5489,A_12_P118415,wb|F08G2.3,F08G2.3,F08G2.3,chrII:13828397-13828338,"Core histones H2A, H2B, H3 and H4 [F08G2.3]",-1.1533121,F08G2.3,WBGene00001916,Sequence name for WBGene00001916(his-42). History: N.A.
