# Supplemental Table S2 - Genes targeted by 26G-RNAs in the alg-3; alg-4 double mutant worms
# Reads = number of reads antisense to and overlaping exon-exon juntions of the indicated gene, normalized to the number of times each sequence perfectly matches the genome.
# Reads - norm = reads per million, excluding reads considered to be degradation products
Gene ID,Cosmid Name,Antisense Reads,Reads - norm,Input,Suggested Match,History
F26F4.9,F26F4.9,1.0,0.441701381,F26F4.9,WBGene00017829,Public name for WBGene00017829. History: N.A.
lin-40,T27C4.4,1.0,0.441701381,lin-40,WBGene00003025,Public name for WBGene00003025. History: Renamed on 2007-03-01
C09H5.7,C09H5.7,1.0,0.441701381,C09H5.7,WBGene00015661,Public name for WBGene00015661. History: N.A.
Y69E1A.2,Y69E1A.2,1.0,0.441701381,Y69E1A.2,WBGene00013474,Sequence name for WBGene00013474(nsph-3.1). History: N.A.
sel-9,W02D7.7,1.0,0.441701381,sel-9,WBGene00004766,Public name for WBGene00004766. History: Renamed on 2019-01-09
fbxa-196,T05H4.2,1.0,0.441701381,fbxa-196,WBGene00020265,Public name for WBGene00020265. History: N.A.
spe-11,F48C1.7,1.0,0.441701381,spe-11,WBGene00004965,Public name for WBGene00004965. History: N.A.
kin-3,B0205.7,1.0,0.441701381,kin-3,WBGene00002191,Public name for WBGene00002191. History: N.A.
F56C9.11,F56C9.11,1.0,0.441701381,F56C9.11,WBGene00018954,Sequence name for WBGene00018954(lab-2). History: N.A.
T24B1.1,T24B1.1,1.0,0.441701381,T24B1.1,WBGene00011975,Sequence name for WBGene00011975(golg-5). History: N.A.
F42A9.7,F42A9.7,1.0,0.441701381,F42A9.7,WBGene00018336,Public name for WBGene00018336. History: N.A.
T01C3.11,T01C3.11,1.0,0.441701381,T01C3.11,WBGene00011325,Public name for WBGene00011325. History: N.A.
Y39B6A.3,Y39B6A.3,1.0,0.441701381,Y39B6A.3,WBGene00012666,Public name for WBGene00012666. History: N.A.
T05E12.8,T05E12.8,1.0,0.441701381,T05E12.8,WBGene00045382,Public name for WBGene00045382. History: N.A.
scpl-2,F45E12.1,1.0,0.441701381,scpl-2,WBGene00018474,Other name for WBGene00018474(cnep-1). History: Renamed on 2013-01-22
prmt-5,C34E10.5,1.0,0.441701381,prmt-5,WBGene00016408,Public name for WBGene00016408. History: Renamed on 2007-07-20
ZK637.4,ZK637.4,1.0,0.441701381,ZK637.4,WBGene00014024,Public name for WBGene00014024. History: N.A.
ego-1,F26A3.3,1.0,0.441701381,ego-1,WBGene00001214,Public name for WBGene00001214. History: N.A.
Y50E8A.2,Y50E8A.2,1.0,0.441701381,Y50E8A.2,WBGene00013047,Public name for WBGene00013047. History: N.A.
C01F6.9,C01F6.9,1.0,0.441701381,C01F6.9,WBGene00007223,Sequence name for WBGene00007223(znf-706). History: N.A.
K02C4.3,K02C4.3,1.0,0.441701381,K02C4.3,WBGene00010502,Public name for WBGene00010502. History: N.A.
R08A2.3,R08A2.3,1.0,0.441701381,R08A2.3,WBGene00011134,Sequence name for WBGene00011134(ssp-33). History: N.A.
F58H1.6,F58H1.6,1.0,0.441701381,F58H1.6,WBGene00010289,Public name for WBGene00010289. History: N.A.
K02D10.3,K02D10.3,1.0,0.441701381,K02D10.3,WBGene00019303,Public name for WBGene00019303. History: N.A.
C42C1.3,C42C1.3,1.0,0.441701381,C42C1.3,WBGene00016581,Public name for WBGene00016581. History: N.A.
spat-1,F57C2.6,1.0,0.441701381,spat-1,WBGene00010198,Public name for WBGene00010198. History: N.A.
F59A3.8,F59A3.8,1.0,0.441701381,F59A3.8,WBGene00019081,Public name for WBGene00019081. History: N.A.
M176.4,M176.4,1.0,0.441701381,M176.4,WBGene00010943,"Public name for WBGene00010943. History: Split into M176.16(WBGene00303071). History of WBGene00010943: Split into ""WBGene00303071"" on 2018-03-02"
F59E10.3,F59E10.3,1.0,0.441701381,F59E10.3,WBGene00010333,Sequence name for WBGene00010333(copz-1). History: N.A.
C52E4.7,C52E4.7,1.0,0.441701381,C52E4.7,WBGene00008259,Public name for WBGene00008259. History: N.A.
R01H2.2,R01H2.2,1.0,0.441701381,R01H2.2,WBGene00019810,Public name for WBGene00019810. History: N.A.
R12E2.13,R12E2.13,1.0,0.441701381,R12E2.13,WBGene00020038,Public name for WBGene00020038. History: N.A.
rab-6.1,F59B2.7,1.0,0.441701381,rab-6.1,WBGene00004269,Public name for WBGene00004269. History: N.A.
C14E2.4,C14E2.4,1.0,0.441701381,C14E2.4,WBGene00015773,Public name for WBGene00015773. History: N.A.
C29E4.12,C29E4.12,1.0,0.441701381,C29E4.12,WBGene00016209,Public name for WBGene00016209. History: N.A.
H27M09.1,H27M09.1,1.0,0.441701381,H27M09.1,WBGene00019245,Sequence name for WBGene00019245(sacy-1). History: N.A.
T20D3.5,T20D3.5,1.0,0.441701381,T20D3.5,WBGene00011858,Public name for WBGene00011858. History: N.A.
frk-1,T04B2.2,1.0,0.441701381,frk-1,WBGene00001487,Public name for WBGene00001487. History: N.A.
C02F5.2,C02F5.2,1.0,0.441701381,C02F5.2,WBGene00015345,Public name for WBGene00015345. History: N.A.
spe-38,Y52B11A.1,1.0,0.441701381,spe-38,WBGene00013121,Public name for WBGene00013121. History: N.A.
T28D9.1,T28D9.1,1.0,0.441701381,T28D9.1,WBGene00020894,Public name for WBGene00020894. History: N.A.
F32A11.1,F32A11.1,1.0,0.441701381,F32A11.1,WBGene00009307,Public name for WBGene00009307. History: N.A.
cyp-34A6,B0213.11,1.0,0.441701381,cyp-34A6,WBGene00015041,Public name for WBGene00015041. History: N.A.
F32B4.2,F32B4.2,1.0,0.441701381,F32B4.2,WBGene00009313,Public name for WBGene00009313. History: N.A.
wee-1.3,Y53C12A.1,1.0,0.441701381,wee-1.3,WBGene00006940,Public name for WBGene00006940. History: N.A.
abt-5,Y53C10A.9,1.0,0.441701381,abt-5,WBGene00000023,Public name for WBGene00000023. History: N.A.
tbb-2,C36E8.5,1.0,0.441701381,tbb-2,WBGene00006537,Public name for WBGene00006537. History: N.A.
klp-19,Y43F4B.6,1.0,0.441701381,klp-19,WBGene00002229,Public name for WBGene00002229. History: N.A.
F34D10.8,F34D10.8,1.0,0.441701381,F34D10.8,WBGene00009377,Public name for WBGene00009377. History: N.A.
Y37H2A.1,Y37H2A.1,1.0,0.441701381,Y37H2A.1,WBGene00012562,Public name for WBGene00012562. History: N.A.
C01A2.1,C01A2.1,1.0,0.441701381,C01A2.1,WBGene00007213,Public name for WBGene00007213. History: N.A.
F30A10.12,F30A10.12,1.0,0.441701381,F30A10.12,WBGene00009269,Public name for WBGene00009269. History: N.A.
D2023.6,D2023.6,1.0,0.441701381,D2023.6,WBGene00008410,Public name for WBGene00008410. History: N.A.
nuo-2,T10E9.7,1.0,0.441701381,nuo-2,WBGene00020417,"Public name for WBGene00020417. History: Split into T10E9.14(WBGene00271694). History of WBGene00020417: Renamed on 2008-02-26; Renamed on 2015-03-02; Split into ""WBGene00271694"" on 2017-04-28"
T04D1.2,T04D1.2,1.0,0.441701381,T04D1.2,WBGene00020212,Public name for WBGene00020212. History: N.A.
F17C11.7,F17C11.7,1.0,0.441701381,F17C11.7,WBGene00008918,Sequence name for WBGene00008918(pigt-1). History: N.A.
ZK795.2,ZK795.2,1.0,0.441701381,ZK795.2,WBGene00014082,Public name for WBGene00014082. History: N.A.
C14B1.8,C14B1.8,1.0,0.441701381,C14B1.8,WBGene00007579,Public name for WBGene00007579. History: N.A.
ccr-4,ZC518.3,1.0,0.441701381,ccr-4,WBGene00000376,Public name for WBGene00000376. History: N.A.
Y44A6D.3,Y44A6D.3,1.0,0.441701381,Y44A6D.3,WBGene00012854,Public name for WBGene00012854. History: N.A.
bath-42,C50C3.8,1.0,0.441701381,bath-42,WBGene00016803,Public name for WBGene00016803. History: N.A.
aos-1,C08B6.9,1.0,0.441701381,aos-1,WBGene00000142,Public name for WBGene00000142. History: N.A.
C36A4.9,C36A4.9,1.0,0.441701381,C36A4.9,WBGene00007969,Sequence name for WBGene00007969(acs-19). History: N.A.
Y37F4.5,Y37F4.5,1.0,0.441701381,Y37F4.5,WBGene00021386,Public name for WBGene00021386. History: N.A.
morc-1,ZC155.3,1.0,0.441701381,morc-1,WBGene00022531,Public name for WBGene00022531. History: N.A.
ZK632.7,ZK632.7,1.0,0.441701381,ZK632.7,WBGene00014015,Sequence name for WBGene00014015(panl-3). History: N.A.
tag-163,M01E11.7,1.0,0.441701381,tag-163,WBGene00006508,Other name for WBGene00006508(tns-1). History: Renamed on 2015-11-05
ril-1,C53A5.1,1.0,0.441701381,ril-1,WBGene00008262,Public name for WBGene00008262. History: N.A.
T08B6.2,T08B6.2,1.0,0.441701381,T08B6.2,WBGene00020352,Public name for WBGene00020352. History: N.A.
Y105E8A.27,Y105E8A.27,1.0,0.441701381,Y105E8A.27,WBGene00013684,Public name for WBGene00013684. History: N.A.
F53F4.12,F53F4.12,1.0,0.441701381,F53F4.12,WBGene00009994,Public name for WBGene00009994. History: N.A.
F35E2.5,F35E2.5,1.0,0.441701381,F35E2.5,WBGene00009412,Public name for WBGene00009412. History: N.A.
W09D10.1,W09D10.1,1.0,0.441701381,W09D10.1,WBGene00012359,Public name for WBGene00012359. History: N.A.
Y41C4A.18,Y41C4A.18,1.0,0.441701381,Y41C4A.18,WBGene00012761,Public name for WBGene00012761. History: N.A.
R07G3.7,R07G3.7,1.0,0.441701381,R07G3.7,WBGene00019943,Public name for WBGene00019943. History: N.A.
nasp-1,C09H10.6,1.0,0.441701381,nasp-1,WBGene00007500,Public name for WBGene00007500. History: N.A.
Y65B4A.7,Y65B4A.7,1.0,0.441701381,Y65B4A.7,WBGene00022030,Public name for WBGene00022030. History: N.A.
W01B6.2,W01B6.2,1.0,0.441701381,W01B6.2,WBGene00012169,Sequence name for WBGene00012169(ttbk-4). History: N.A.
Y40B1B.8,Y40B1B.8,1.0,0.441701381,Y40B1B.8,WBGene00012740,Sequence name for WBGene00012740(slc-25A46). History: N.A.
Y51F10.3,Y51F10.3,1.0,0.441701381,Y51F10.3,WBGene00021764,Public name for WBGene00021764. History: N.A.
F59G1.8,F59G1.8,1.0,0.441701381,F59G1.8,WBGene00019129,Public name for WBGene00019129. History: N.A.
Y4C6B.1,Y4C6B.1,1.0,0.441701381,Y4C6B.1,WBGene00021155,Public name for WBGene00021155. History: N.A.
ech-6,T05G5.6,1.0,0.441701381,ech-6,WBGene00001155,Public name for WBGene00001155. History: N.A.
H32C10.1,H32C10.1,1.0,0.441701381,H32C10.1,WBGene00019255,Public name for WBGene00019255. History: N.A.
nhr-15,F33E11.1,1.0,0.441701381,nhr-15,WBGene00003614,Public name for WBGene00003614. History: N.A.
F33D4.7,F33D4.7,1.0,0.441701381,F33D4.7,WBGene00017999,Sequence name for WBGene00017999(emc-6). History: N.A.
rad-23,ZK20.3,1.0,0.441701381,rad-23,WBGene00013924,Public name for WBGene00013924. History: N.A.
klp-7,K11D9.1,1.0,0.441701381,klp-7,WBGene00002219,Public name for WBGene00002219. History: N.A.
F25B5.3,F25B5.3,1.0,0.441701381,F25B5.3,WBGene00017775,Public name for WBGene00017775. History: N.A.
T28F4.3,T28F4.3,1.0,0.441701381,T28F4.3,WBGene00012138,Public name for WBGene00012138. History: N.A.
Y38H8A.2,Y38H8A.2,1.0,0.441701381,Y38H8A.2,WBGene00012636,Public name for WBGene00012636. History: N.A.
T28H11.7,T28H11.7,1.0,0.441701381,T28H11.7,WBGene00020905,Public name for WBGene00020905. History: N.A.
let-92,F38H4.9,1.0,0.441701381,let-92,WBGene00002363,Public name for WBGene00002363. History: N.A.
F57B10.8,F57B10.8,1.0,0.441701381,F57B10.8,WBGene00019005,Public name for WBGene00019005. History: N.A.
F07E5.8,F07E5.8,1.0,0.441701381,F07E5.8,WBGene00017213,Public name for WBGene00017213. History: N.A.
W06F12.3,W06F12.3,1.0,0.441701381,W06F12.3,WBGene00012307,Public name for WBGene00012307. History: N.A.
rps-6,Y71A12B.1,1.0,0.441701381,rps-6,WBGene00004475,Public name for WBGene00004475. History: N.A.
eif-3.D,R08D7.3,1.0,0.441701381,eif-3.D,WBGene00001227,Public name for WBGene00001227. History: N.A.
F39E9.4,F39E9.4,1.0,0.441701381,F39E9.4,WBGene00018196,Sequence name for WBGene00018196(nep-13). History: N.A.
C13B9.3,C13B9.3,1.0,0.441701381,C13B9.3,WBGene00015734,Sequence name for WBGene00015734(copd-1). History: N.A.
F44D12.4,F44D12.4,1.0,0.441701381,F44D12.4,WBGene00009681,Sequence name for WBGene00009681(gipc-2). History: N.A.
H28O16.1,H28O16.1,1.0,0.441701381,H28O16.1,WBGene00010419,Sequence name for WBGene00010419(atp-1). History: Renamed on 2005-03-17
tag-344,B0511.4,1.0,0.441701381,tag-344,WBGene00015230,Public name for WBGene00015230. History: N.A.
rps-8,F42C5.8,1.0,0.441701381,rps-8,WBGene00004477,Public name for WBGene00004477. History: N.A.
C16C10.4,C16C10.4,1.0,0.441701381,C16C10.4,WBGene00007625,Public name for WBGene00007625. History: N.A.
F55H2.7,F55H2.7,1.0,0.441701381,F55H2.7,WBGene00010132,Public name for WBGene00010132. History: N.A.
R119.5,R119.5,1.0,0.441701381,R119.5,WBGene00020090,Public name for WBGene00020090. History: N.A.
ulp-1,T10F2.3,1.0,0.441701381,ulp-1,WBGene00006736,Public name for WBGene00006736. History: N.A.
unc-40,T19B4.7,1.0,0.441701381,unc-40,WBGene00006776,Public name for WBGene00006776. History: Renamed on 2010-05-19; Renamed on 2010-08-27
R102.10,R102.10,1.0,0.441701381,R102.10,WBGene00011297,Public name for WBGene00011297. History: N.A.
F58A6.9,F58A6.9,1.0,0.441701381,F58A6.9,WBGene00019026,Public name for WBGene00019026. History: N.A.
ZK418.2,ZK418.2,1.0,0.441701381,ZK418.2,WBGene00022732,Public name for WBGene00022732. History: N.A.
try-6,F48A9.3,1.0,0.441701381,try-6,WBGene00006624,Public name for WBGene00006624. History: N.A.
sfxn-1.2,F37H8.4,1.0,0.441701381,sfxn-1.2,WBGene00009513,Public name for WBGene00009513. History: N.A.
mdt-4,ZK546.13,1.0,0.441701381,mdt-4,WBGene00007012,Public name for WBGene00007012. History: N.A.
Y57G11C.36,Y57G11C.36,1.0,0.441701381,Y57G11C.36,WBGene00013325,Public name for WBGene00013325. History: N.A.
spdl-1,C06A8.5,1.0,0.441701381,spdl-1,WBGene00015515,Public name for WBGene00015515. History: N.A.
unc-60,C38C3.5,1.0,0.441701381,unc-60,WBGene00006794,"Public name for WBGene00006794. History: Split into F53E2.2(WBGene00302980). History of WBGene00006794: Split into ""WBGene00302980"" on 2018-03-06"
T05H10.7,T05H10.7,1.0,0.441701381,T05H10.7,WBGene00011511,Sequence name for WBGene00011511(gpcp-2). History: N.A.
T09A5.8,T09A5.8,1.0,0.441701381,T09A5.8,WBGene00011636,Sequence name for WBGene00011636(cec-3). History: Renamed on 2013-11-11
Y57G11B.3,Y57G11B.3,1.0,0.441701381,Y57G11B.3,WBGene00013296,"Public name for WBGene00013296. History: Split into glb-34(WBGene00077763). History of WBGene00013296: Split into ""WBGene00077763"" on 2008-05-23"
R148.3,R148.3,1.0,0.441701381,R148.3,WBGene00020102,Public name for WBGene00020102. History: N.A.
F55C5.8,F55C5.8,1.0,0.441701381,F55C5.8,WBGene00010097,Sequence name for WBGene00010097(srpa-68). History: N.A.
nspd-10,T27C10.7,1.0,0.441701381,nspd-10,WBGene00020860,Public name for WBGene00020860. History: N.A.
K09E10.2,K09E10.2,1.0,0.441701381,K09E10.2,WBGene00019580,Sequence name for WBGene00019580(oac-58). History: N.A.
T11F8.4,T11F8.4,1.0,0.441701381,T11F8.4,WBGene00020435,Public name for WBGene00020435. History: N.A.
Y50E8A.12,Y50E8A.12,1.0,0.441701381,Y50E8A.12,WBGene00013055,Public name for WBGene00013055. History: N.A.
C05D11.5,C05D11.5,1.0,0.441701381,C05D11.5,WBGene00015483,Public name for WBGene00015483. History: N.A.
T05F1.1,T05F1.1,1.0,0.441701381,T05F1.1,WBGene00011488,Sequence name for WBGene00011488(nra-2). History: N.A.
ZK970.8,ZK970.8,1.0,0.441701381,ZK970.8,WBGene00014174,Public name for WBGene00014174. History: N.A.
ctns-1,C41C4.7,1.0,0.441701381,ctns-1,WBGene00008052,Public name for WBGene00008052. History: Renamed on 2017-02-17
Y39E4B.13,Y39E4B.13,1.0,0.441701381,Y39E4B.13,WBGene00012721,Public name for WBGene00012721. History: N.A.
T04B2.8,T04B2.8,1.0,0.441701381,T04B2.8,WBGene00044018,Public name for WBGene00044018. History: N.A.
W02B12.1,W02B12.1,1.0,0.441701381,W02B12.1,WBGene00012201,Public name for WBGene00012201. History: N.A.
C24A11.1,C24A11.1,1.0,0.441701381,C24A11.1,WBGene00016040,Public name for WBGene00016040. History: N.A.
bath-43,T16H12.5,1.0,0.441701381,,,
pas-2,D1054.2,1.0,0.441701381,pas-2,WBGene00003923,Public name for WBGene00003923. History: N.A.
C24D10.2,C24D10.2,1.0,0.441701381,C24D10.2,WBGene00016054,Public name for WBGene00016054. History: N.A.
rpl-12,JC8.3,1.0,0.441701381,rpl-12,WBGene00004424,Public name for WBGene00004424. History: N.A.
F58F9.1,F58F9.1,1.0,0.441701381,F58F9.1,WBGene00019055,Public name for WBGene00019055. History: N.A.
ZK1055.6,ZK1055.6,1.0,0.441701381,ZK1055.6,WBGene00022847,Public name for WBGene00022847. History: N.A.
T28F3.4,T28F3.4,1.0,0.441701381,T28F3.4,WBGene00012130,"Sequence name for WBGene00012130(slc-17.4). History: Split into T28F3.11(WBGene00303083). History of WBGene00012130: Split into ""WBGene00303083"" on 2018-03-02"
rps-22,F53A3.3,1.0,0.441701381,rps-22,WBGene00004491,Public name for WBGene00004491. History: N.A.
W02F12.5,W02F12.5,1.0,0.441701381,W02F12.5,WBGene00020950,Sequence name for WBGene00020950(dlst-1). History: N.A.
Y51B9A.5,Y51B9A.5,1.0,0.441701381,Y51B9A.5,WBGene00013087,Public name for WBGene00013087. History: N.A.
R06C7.1,R06C7.1,1.0,0.441701381,R06C7.1,WBGene00011061,Sequence name for WBGene00011061(wago-1). History: N.A.
R05D11.5,R05D11.5,1.0,0.441701381,R05D11.5,WBGene00011033,Sequence name for WBGene00011033(tmem-208). History: N.A.
ZK262.4,ZK262.4,1.0,0.441701381,ZK262.4,WBGene00013951,Public name for WBGene00013951. History: N.A.
C54G4.3,C54G4.3,1.0,0.441701381,C54G4.3,WBGene00008313,Public name for WBGene00008313. History: N.A.
T01H3.5,T01H3.5,1.0,0.441701381,T01H3.5,WBGene00011351,Public name for WBGene00011351. History: N.A.
F44F4.9,F44F4.9,1.0,0.441701381,F44F4.9,WBGene00009704,Public name for WBGene00009704. History: N.A.
cep-1,F52B5.5,1.0,0.441701381,cep-1,WBGene00000467,Public name for WBGene00000467. History: N.A.. Other name for WBGene00000366(cbp-1). History: N.A.. Other name for WBGene00004048(plx-2). History: N.A.
fasn-1,F32H2.5,1.0,0.441701381,fasn-1,WBGene00009342,Public name for WBGene00009342. History: Renamed on 2015-03-06
T27F6.8,T27F6.8,1.0,0.441701381,T27F6.8,WBGene00012107,Public name for WBGene00012107. History: N.A.
Y37E3.17,Y37E3.17,1.0,0.441701381,Y37E3.17,WBGene00021355,Public name for WBGene00021355. History: N.A.
zfp-1,F54F2.2,1.0,0.441701381,zfp-1,WBGene00006975,Public name for WBGene00006975. History: N.A.
F21F8.11,F21F8.11,1.0,0.441701381,F21F8.11,WBGene00017681,Sequence name for WBGene00017681(slc-17.5). History: N.A.
T05F1.8,T05F1.8,1.0,0.441701381,T05F1.8,WBGene00011493,Public name for WBGene00011493. History: N.A.
C30H7.2,C30H7.2,1.0,0.441701381,C30H7.2,WBGene00016278,Sequence name for WBGene00016278(erp-44.1). History: N.A.
cpb-1,C40H1.1,1.0,0.441701381,cpb-1,WBGene00000770,Public name for WBGene00000770. History: N.A.
alh-8,F13D12.4,1.0,0.441701381,alh-8,WBGene00000114,Public name for WBGene00000114. History: N.A.
ZK84.5,ZK84.5,1.0,0.441701381,ZK84.5,WBGene00022652,Public name for WBGene00022652. History: N.A.
R04B5.11,R04B5.11,1.0,0.441701381,R04B5.11,WBGene00011008,Public name for WBGene00011008. History: N.A.
acbp-4,F56C9.5,1.0,0.441701381,acbp-4,WBGene00018949,Public name for WBGene00018949. History: N.A.
Y69E1A.4,Y69E1A.4,1.0,0.441701381,Y69E1A.4,WBGene00013476,Public name for WBGene00013476. History: N.A.
F36A2.11,F36A2.11,1.0,0.441701381,F36A2.11,WBGene00009458,Public name for WBGene00009458. History: N.A.
R09B3.2,R09B3.2,1.0,0.441701381,R09B3.2,WBGene00011155,Sequence name for WBGene00011155(rbm-3.1). History: N.A.
T02E1.7,T02E1.7,1.0,0.441701381,T02E1.7,WBGene00011379,Public name for WBGene00011379. History: N.A.
H35B03.2,H35B03.2,1.0,0.441701381,H35B03.2,WBGene00019264,Public name for WBGene00019264. History: N.A.
spd-2,F32H2.3,1.0,0.441701381,spd-2,WBGene00004953,Public name for WBGene00004953. History: N.A.
pgl-1,ZK381.4,1.0,0.441701381,pgl-1,WBGene00003992,Public name for WBGene00003992. History: N.A.
cutl-10,Y53H1B.1,1.0,0.441701381,cutl-10,WBGene00013180,Public name for WBGene00013180. History: N.A.
age-1,B0334.8,1.0,0.441701381,age-1,WBGene00000090,Public name for WBGene00000090. History: N.A.
B0393.3,B0393.3,1.0,0.441701381,B0393.3,WBGene00007168,Public name for WBGene00007168. History: N.A.
C50F2.5,C50F2.5,1.0,0.441701381,C50F2.5,WBGene00016839,Public name for WBGene00016839. History: N.A.
dnj-5,C04A2.7,1.0,0.441701381,dnj-5,WBGene00001023,Public name for WBGene00001023. History: N.A.
R07E5.6,R07E5.6,1.0,0.441701381,R07E5.6,WBGene00011114,Public name for WBGene00011114. History: N.A.
Y37D8A.10,Y37D8A.10,1.0,0.441701381,Y37D8A.10,WBGene00012550,Sequence name for WBGene00012550(spcs-2). History: Renamed on 2018-11-12
cts-1,T20G5.2,1.0,0.441701381,cts-1,WBGene00000833,Public name for WBGene00000833. History: N.A.
his-74,W05B10.1,1.0,0.441701381,his-74,WBGene00012276,Public name for WBGene00012276. History: N.A.
exos-1,Y48A6B.5,1.0,0.441701381,exos-1,WBGene00012966,Public name for WBGene00012966. History: N.A.
Y54G2A.29,Y54G2A.29,1.0,0.441701381,Y54G2A.29,WBGene00021893,Sequence name for WBGene00021893(ndnf-1). History: N.A.
sid-1,C04F5.1,1.0,0.441701381,sid-1,WBGene00004795,Public name for WBGene00004795. History: Renamed on 2013-10-16
hlh-6,T15H9.3,1.0,0.441701381,hlh-6,WBGene00001952,Public name for WBGene00001952. History: N.A.
W04A8.6,W04A8.6,1.0,0.441701381,W04A8.6,WBGene00012241,"Public name for WBGene00012241. History: Split into W04A8.9(WBGene00195155). History of WBGene00012241: Split into ""WBGene00195155"" on 2010-05-21"
C18H7.7,C18H7.7,1.0,0.441701381,C18H7.7,WBGene00015997,Public name for WBGene00015997. History: N.A.
C34G6.3,C34G6.3,1.0,0.441701381,C34G6.3,WBGene00016420,Public name for WBGene00016420. History: N.A.
try-7,ZC581.6,1.0,0.441701381,try-7,WBGene00006625,"Public name for WBGene00006625. History: Split into ZC581.10(WBGene00195178). History of WBGene00006625: Split into ""WBGene00195178"" on 2010-06-23"
F35G12.12,F35G12.12,1.0,0.441701381,F35G12.12,WBGene00009445,Public name for WBGene00009445. History: N.A.
Y53C10A.5,Y53C10A.5,1.0,0.441701381,Y53C10A.5,WBGene00013136,Sequence name for WBGene00013136(tmem-189). History: N.A.
ZK353.4,ZK353.4,1.0,0.441701381,ZK353.4,WBGene00022700,Public name for WBGene00022700. History: N.A.
R05D7.1,R05D7.1,1.0,0.441701381,R05D7.1,WBGene00011026,Public name for WBGene00011026. History: N.A.
spe-4,ZK524.1,1.0,0.441701381,spe-4,WBGene00004958,Public name for WBGene00004958. History: N.A.
clec-142,K01C8.8,1.0,0.441701381,clec-142,WBGene00010460,Public name for WBGene00010460. History: N.A.
D2030.1,D2030.1,1.0,0.441701381,D2030.1,WBGene00008411,Sequence name for WBGene00008411(mans-1). History: N.A.
C43E11.11,C43E11.11,1.0,0.441701381,C43E11.11,WBGene00016608,Sequence name for WBGene00016608(cogc-5). History: N.A.
F25B3.6,F25B3.6,1.0,0.441701381,F25B3.6,WBGene00009103,Sequence name for WBGene00009103(rtfo-1). History: N.A.
F33D11.12,F33D11.12,1.0,0.441701381,F33D11.12,WBGene00018009,"Sequence name for WBGene00018009(dhhc-3). History: Split into F33D11.17(WBGene00303057). History of WBGene00018009: Split into ""WBGene00303057"" on 2018-03-02"
H12D21.5,H12D21.5,1.0,0.441701381,H12D21.5,WBGene00010381,Public name for WBGene00010381. History: N.A.
eif-3.F,D2013.7,1.0,0.441701381,eif-3.F,WBGene00001229,Public name for WBGene00001229. History: N.A.
kin-18,T17E9.1,1.0,0.441701381,kin-18,WBGene00002201,Public name for WBGene00002201. History: N.A.
F57A8.6,F57A8.6,1.0,0.441701381,F57A8.6,WBGene00010181,Public name for WBGene00010181. History: N.A.
math-33,H19N07.2,1.0,0.441701381,math-33,WBGene00010406,Public name for WBGene00010406. History: N.A.
F41H10.12,F41H10.12,1.0,0.441701381,F41H10.12,WBGene00018322,Public name for WBGene00018322. History: N.A.
R09E10.2,R09E10.2,1.0,0.441701381,R09E10.2,WBGene00011172,Public name for WBGene00011172. History: N.A.
rab-11.1,F53G12.1,1.0,0.441701381,rab-11.1,WBGene00004274,Public name for WBGene00004274. History: N.A.
T01D3.5,T01D3.5,1.0,0.441701381,T01D3.5,WBGene00011329,Sequence name for WBGene00011329(zipt-9). History: N.A.
cee-1,F26F4.1,1.0,0.441701381,cee-1,WBGene00017825,Public name for WBGene00017825. History: N.A.
F25H5.6,F25H5.6,1.0,0.441701381,F25H5.6,WBGene00009128,Sequence name for WBGene00009128(mrpl-54). History: N.A.
crml-1,K07G5.1,1.0,0.441701381,crml-1,WBGene00010641,Public name for WBGene00010641. History: N.A.
tag-182,C16A3.7,1.0,0.441701381,tag-182,WBGene00007048,Other name for WBGene00007048(nfx-1). History: Renamed on 2011-09-23
C08C3.4,C08C3.4,1.0,0.441701381,C08C3.4,WBGene00015591,Sequence name for WBGene00015591(cyk-7). History: N.A.
D1081.7,D1081.7,1.0,0.441701381,D1081.7,WBGene00008385,Sequence name for WBGene00008385(lotr-1). History: N.A.
Y18D10A.21,Y18D10A.21,1.0,0.441701381,Y18D10A.21,WBGene00012486,Public name for WBGene00012486. History: N.A.
W06D4.2,W06D4.2,1.0,0.441701381,W06D4.2,WBGene00012296,Sequence name for WBGene00012296(spe-46). History: N.A.
T15B12.2,T15B12.2,1.0,0.441701381,T15B12.2,WBGene00020531,Public name for WBGene00020531. History: N.A.
zer-1,T24C4.6,1.0,0.441701381,zer-1,WBGene00020762,Public name for WBGene00020762. History: N.A.
F33D11.9,F33D11.9,1.0,0.441701381,F33D11.9,WBGene00018006,Sequence name for WBGene00018006(gpaa-1). History: Renamed on 2018-12-11
mlc-4,C56G7.1,1.0,0.441701381,mlc-4,WBGene00003372,Public name for WBGene00003372. History: N.A.
Y105C5B.18,Y105C5B.18,1.0,0.441701381,Y105C5B.18,WBGene00013657,Public name for WBGene00013657. History: N.A.
T21G5.1,T21G5.1,1.0,0.441701381,T21G5.1,WBGene00020659,Public name for WBGene00020659. History: N.A.
acbp-1,C44E4.6,1.0,0.441701381,acbp-1,WBGene00016655,Public name for WBGene00016655. History: N.A.
rab-8,D1037.4,1.0,0.441701381,rab-8,WBGene00004272,Public name for WBGene00004272. History: N.A.
let-767,C56G2.6,1.0,0.441701381,let-767,WBGene00002891,Public name for WBGene00002891. History: N.A.
F11A10.6,F11A10.6,1.0,0.441701381,F11A10.6,WBGene00008687,Public name for WBGene00008687. History: N.A.
