Gene_Name,SX1316_1,SX1316_2,SX1316_3,SX1636_1,SX1636_2,SX1636_3,SX1888_1,SX1888_2,SX1888_3,SX3249_1,SX3249_2,SX3249_3,wt_avg,mut16_avg,prg1_avg,deps1_avg,Input,Suggested Match,History
ZC123.1,0,0.029503279,0.221017119,-6.588053204,-6.679168701,-6.701228318,1.024086472,0.946129459,1.073554045,-2.609900367,-2.549324119,-2.117913039,0.120474845,-9.602794704,1.46374395,-3.499563406,ZC123.1,WBGene00022517,Public name for WBGene00022517. History: N.A.
Y95B8A.4,0,-0.324619851,-0.253676579,-3.833360221,-5.423047792,-4.44881017,1.061517214,0.952824683,1.461475375,-2.593059076,-2.444683965,-2.580392845,-0.278101797,-6.590816769,1.67151478,-3.663548955,Y95B8A.4,WBGene00022385,Public name for WBGene00022385. History: N.A.
Y34D9A.4,0,0.790331403,0.687691437,1.515974115,1.603079958,1.542489176,0.749845632,0.861261462,0.217897497,1.070226807,0.864119071,1.06882889,0.710778741,2.241728443,0.879565284,1.444221782,Y34D9A.4,WBGene00004952,"Sequence name for WBGene00004952(spd-1). History: N.A.. Public name for Dead gene WBGene00021330. History of WBGene00021330: Merged into ""WBGene00004952"" on 2004-12-02"
Y34D9A.10,0,0.236499996,0.086624403,0.586639795,0.637160139,0.662630338,-0.387885474,-0.338733324,-0.709580701,0.46125136,0.483928451,0.153509529,0.155389989,0.907181199,-0.690665965,0.528357887,Y34D9A.10,WBGene00021334,Sequence name for WBGene00021334(vps-4). History: Renamed on 2005-03-17
Y48G8AL.6,0,0.198344748,0.267213989,0.796599183,0.762014974,0.720070692,1.177985208,1.238722556,1.565002305,0.064682349,-0.322127985,-0.072648561,0.223886427,1.095815777,1.91479779,-0.158741754,Y48G8AL.6,WBGene00004880,Sequence name for WBGene00004880(smg-2). History: N.A.
Y92H12BL.1a,0,0.131357691,-0.004664031,-1.587415363,-1.394955569,-1.429437706,-2.733998468,-2.870760194,-3.251269291,0.027260967,0.156119511,0.177117411,0.060926772,-2.121631481,-4.258849203,0.173362839,Y92H12BL.1a,WBGene00022363,Molecule name for WBGene00022363(Y92H12BL.1). History: N.A.
Y92H12BL.5,0,-0.242763317,-0.340477414,-2.841233694,-3.126505205,-2.969223894,-3.442524173,-4.233212366,-4.182938547,-0.249723346,-0.090893052,-0.388014714,-0.280479503,-4.297770634,-5.702817246,-0.350397497,Y92H12BL.5,WBGene00022366,"Public name for WBGene00022366. History: Split into Y92H12BL.6(WBGene00303097). History of WBGene00022366: Split into ""WBGene00303097"" on 2018-03-02"
Y92H12BR.2,0,0.100087148,0.063437376,0.629588732,0.653863541,0.644593639,-0.080170352,-0.007237279,-0.3393909,0.782655538,0.594414462,-0.451316713,0.078638673,0.927194092,-0.205246708,0.445193225,Y92H12BR.2,WBGene00022368,Public name for WBGene00022368. History: N.A.
Y92H12BR.3a,0,1.042210111,0.903717973,1.522200108,1.460072148,1.63700114,0.729606683,0.990225947,0.541865043,1.067917343,0.631372497,1.046895564,0.935793599,2.22140094,1.087646672,1.320636021,Y92H12BR.3a,WBGene00022369,Molecule name for WBGene00022369(Y92H12BR.3). History: N.A.
Y73E7A.5,0,-0.354774747,-0.289385601,-6.621753123,-6.019721439,-7.428075417,-6.510093794,-6.524253198,-7.432829725,-3.620492525,-3.400961991,-3.733216071,-0.309775647,-9.651413409,-9.84263145,-5.171903307,Y73E7A.5,WBGene00022272,Public name for WBGene00022272. History: N.A.
Y73E7A.2,0,0.50982476,0.256742689,1.320328733,1.454394535,1.468882571,0.14647844,0.3007533,0.046314301,0.884217714,0.687814221,0.662193518,0.368641019,2.040743033,0.237345475,1.074435327,Y73E7A.2,WBGene00022269,Sequence name for WBGene00022269(aatf-1). History: N.A.
Y71G12B.35,0,-0.37454009,-0.258386427,-5.344022251,-5.370599227,-5.968022989,-6.399968083,-6.162813059,-5.33678853,-1.87210336,-1.661345798,-2.075170326,-0.304373316,-8.022656147,-8.607873467,-2.697175839,Y71G12B.35,WBGene00185098,Public name for WBGene00185098. History: N.A.
Y71G12B.13,0,0.319014943,0.314235404,0.836179042,0.753191146,0.857325693,-0.175134406,-0.128095616,-0.879849832,0.310105205,-0.063881743,0.080771332,0.304529045,1.176612005,-0.568941146,0.157251256,Y71G12B.13,WBGene00022153,Public name for WBGene00022153. History: N.A.
Y71G12B.8,0,0.492687209,0.364601819,0.970956747,1.016098508,0.92739252,-0.133629694,0.028795983,-0.512837014,0.436407566,0.061173238,0.384157312,0.412268876,1.401553117,-0.297036831,0.424026402,Y71G12B.8,WBGene00022148,Sequence name for WBGene00022148(ddx-27). History: Renamed on 2015-02-09
Y71G12B.28,0,-0.476917876,-0.397645924,-6.154399543,-5.98209759,-6.227300758,-6.932002274,-6.625689783,-6.245300292,-0.618319686,-0.471294823,-0.566932453,-0.420576286,-8.83112005,-9.523226286,-0.796630696,Y71G12B.28,WBGene00022163,Public name for WBGene00022163. History: N.A.
M01D7.5,0,-0.10388696,-0.109073555,-5.529829268,-6.026409873,-5.587885083,-0.116336539,-0.198052844,-0.028566283,-2.776241128,-2.46635839,-2.339011344,-0.10241236,-8.244580999,-0.164926813,-3.645984131,M01D7.5,WBGene00003750,Sequence name for WBGene00003750(nlp-12). History: N.A.
Y20F4.2,0,-0.262717138,-0.004263698,-3.078452622,-3.312668962,-2.770414271,4.564357504,4.589759542,4.953638301,-2.458641737,-2.514599245,-2.533089258,-0.128390643,-4.405767448,6.784396226,-3.609781804,Y20F4.2,WBGene00021237,Sequence name for WBGene00021237(crtc-1). History: N.A.
Y20F4.4a,0,0.120377962,0.219035858,-1.666905919,-1.388853408,-1.422263885,-2.127320613,-2.195975917,-2.040122665,-1.703844822,-1.808648016,-1.519617138,0.163223545,-2.15347396,-3.060157772,-2.419933369,Y20F4.4a,WBGene00021239,Molecule name for WBGene00021239(Y20F4.4). History: N.A.
Y20F4.8,0,0.248296276,0.223736495,-4.644472271,-4.405346081,-4.715087771,0.759118862,0.823002165,0.56928317,-2.551013723,-2.455906039,-2.756636668,0.226999779,-6.619520601,1.034606722,-3.733481454,Y20F4.8,WBGene00044435,Public name for WBGene00044435. History: N.A.
Y37E3.9,0,0.210801672,0.242456731,0.960047148,1.070916763,1.034851314,0.641250839,0.739235175,0.467656358,0.731546487,0.622415202,0.477225056,0.217971217,1.474345474,0.888768612,0.880614679,Y37E3.9,WBGene00004014,Sequence name for WBGene00004014(phb-1). History: N.A.
Y37E3.24,0,0.606513645,0.6691566,-5.6306044,-3.524495319,-4.134341602,-0.207382478,0.000285014,0.999052706,-0.09648933,-0.59511223,0.468539085,0.613467712,-6.390870363,0.380849967,-0.107270375,Y37E3.24,WBGene00195032,Public name for WBGene00195032. History: N.A.
Y37E3.30,0,0.566828693,0.704049867,-4.202615385,-3.980073323,-4.552179277,0.23166506,0.336503272,0.969581208,0.10567208,-0.280879439,0.484366684,0.611163399,-6.124176963,0.739501212,0.148674208,Y37E3.30,WBGene00235158,Public name for WBGene00235158. History: N.A.
Y39G10AR.8,0,0.707921326,0.708783075,1.337546903,1.503823957,1.404633613,0.527413423,0.562591379,0.116881476,0.810102297,0.462064229,0.609339369,0.681290805,2.041896532,0.580389616,0.904813075,Y39G10AR.8,WBGene00021466,Sequence name for WBGene00021466(eif-2gamma). History: N.A.
Y39G10AR.6,0,-0.004314469,-0.008845933,-7.313990208,-6.018811343,-10.10968403,-5.816036518,-5.676045242,-5.034024356,-1.252947638,-1.383041392,-0.920072422,-0.006328816,-11.27345256,-7.947377113,-1.710104074,Y39G10AR.6,WBGene00021464,Sequence name for WBGene00021464(ugt-31). History: N.A.
F23C8.6,0,0.507580234,0.348218562,1.43857973,1.400776349,1.296302033,0.129908263,0.423021941,-0.25924146,0.843278292,0.453158761,0.54177609,0.411552226,1.98883115,0.141234432,0.883993662,F23C8.6,WBGene00017735,Sequence name for WBGene00017735(did-2). History: N.A.
F23C8.9,0,0.145568611,0.10679969,-0.032233062,-0.105437632,-0.102184249,-1.218518925,-0.986277915,-1.804257547,1.455401057,1.698714711,1.198961417,0.121363499,-0.115345846,-1.927947628,2.093387622,F23C8.9,WBGene00017738,Sequence name for WBGene00017738(tipn-1). History: N.A.
F23C8.4,0,0.884275995,0.880151179,1.852788572,1.854397269,1.945641677,0.43037979,0.576042474,-0.047850484,1.099920497,0.91200793,1.247754921,0.848510111,2.718435409,0.460975584,1.567576334,F23C8.4,WBGene00017733,Sequence name for WBGene00017733(ubxn-1). History: N.A.
Y23H5B.6a,0,-0.250867819,-0.29097677,-0.585616896,-0.561555847,-0.680465291,-1.775572354,-1.399487644,-2.320410007,0.258955127,0.39132707,0.226158707,-0.260572167,-0.878908109,-2.642762441,0.421478982,Y23H5B.6a,WBGene00021277,Molecule name for WBGene00021277(ddx-10). History: N.A.
Y23H5B.5,0,0.45098426,0.455269612,1.031250341,0.960310377,0.923495294,-0.101734175,0.123469916,-0.552110762,0.441446735,-0.013609586,-0.059334955,0.435815989,1.401845617,-0.255056471,0.177212096,Y23H5B.5,WBGene00021276,Public name for WBGene00021276. History: N.A.
Y23H5B.3,0,-0.653088195,-0.622047265,-6.756388519,-6.442038908,-10.10968403,-7.050194298,-10.10968403,-6.87431794,-1.456085442,-1.497340511,-1.731251512,-0.613210535,-11.20883227,-11.55800526,-2.252853649,Y23H5B.3,WBGene00021274,Public name for WBGene00021274. History: N.A.
Y23H5A.3,0,0.20355421,0.244330942,1.005212575,1.16184644,1.090927212,-0.526344853,-0.441297607,-0.944409026,0.666372028,0.527209959,0.504620639,0.215387229,1.566760191,-0.919502399,0.816662836,Y23H5A.3,WBGene00021270,Sequence name for WBGene00021270(pid-3). History: Renamed on 2019-11-21
F32B5.9,0,-0.066861197,-0.008248096,1.823294505,1.877089194,1.552949488,0.262421244,0.369068962,0.618143116,1.954111566,2.287350242,-0.1666917,-0.036119935,2.526319246,0.600946599,1.959550209,F32B5.9,WBGene00044927,Public name for WBGene00044927. History: N.A.
Y71F9B.3,0,0.635486764,0.58506918,1.523257526,1.635000909,1.616214617,0.474172785,0.650139163,0.300673501,1.539295284,1.290891537,1.254085188,0.586963336,2.296036198,0.685273147,1.964119658,Y71F9B.3,WBGene00022127,Sequence name for WBGene00022127(yop-1). History: N.A.
Y71F9B.7,0,0.613560227,0.5856554,1.591807253,1.598353389,1.562345698,0.679673452,0.790459705,0.295471808,1.129549813,0.936696241,1.029418892,0.576700813,2.285472443,0.849076509,1.488700155,Y71F9B.7,WBGene00004043,Sequence name for WBGene00004043(plk-2). History: N.A.
W03D8.7,0,-0.502482777,-0.527767797,-5.142876568,-5.233992065,-5.18194371,-7.308484524,-6.475346068,-6.285310306,-1.886028783,-1.576474393,-2.27722381,-0.495445798,-7.482207136,-9.651216683,-2.76022522,W03D8.7,WBGene00020988,Public name for WBGene00020988. History: N.A.
Y71F9AL.9,0,0.567350607,0.369297958,1.510046722,1.736824876,1.642283236,0.479022675,0.614294874,0.215922935,0.940707758,0.95164822,0.834312345,0.450432747,2.351186478,0.629611585,1.311250289,Y71F9AL.9,WBGene00022114,Public name for WBGene00022114. History: N.A.
Y71F9AL.17,0,0.387562433,0.253289688,1.036096485,1.16303547,1.099423717,0.079687501,0.280110993,-0.376052618,0.238480862,0.038038095,0.1584944,0.308184726,1.58626997,-0.007816581,0.209197204,Y71F9AL.17,WBGene00022119,Sequence name for WBGene00022119(copa-1). History: N.A.
Y71F9AL.4,0,0.166048376,0.229717706,-3.095677681,-2.997036643,-2.778816427,-3.586842895,-3.264530062,-3.780713563,-0.867343101,-0.965029234,-0.339293317,0.190323255,-4.266304473,-5.112952832,-1.044350422,Y71F9AL.4,WBGene00022110,Public name for WBGene00022110. History: N.A.
Y71F9AL.18,0,0.281818359,0.271555034,0.891020999,0.882422222,0.870219205,-0.581688755,-0.478374194,-1.125151056,0.237539717,0.054807377,0.212170976,0.26611635,1.271332891,-1.050865803,0.242621906,Y71F9AL.18,WBGene00004049,Sequence name for WBGene00004049(parp-1). History: Renamed on 2014-11-18
Y54E10BL.6,0,0.302680305,0.114555779,0.372088467,0.439310061,0.51996895,-0.66072233,-0.505589678,-1.106199461,0.441022043,0.30908041,0.288345508,0.200648143,0.640252419,-1.092847009,0.499387908,Y54E10BL.6,WBGene00003186,Sequence name for WBGene00003186(mek-2). History: N.A.
Y54E10BR.4,0,-0.329979066,-0.373003535,-0.872047184,-0.802723836,-0.851690906,-2.025346097,-2.122620408,-2.261088713,0.679396862,0.800829577,0.523050868,-0.338063171,-1.214971364,-3.08210406,0.963372745,Y54E10BR.4,WBGene00021843,Public name for WBGene00021843. History: N.A.
Y54E10BR.6,0,0.285629573,0.161420522,0.79663586,0.889196017,0.872534523,-0.007995543,0.144690652,-0.258118895,0.401813199,0.278212495,0.51255621,0.214985652,1.230314173,-0.058392498,0.573510666,Y54E10BR.6,WBGene00021845,Sequence name for WBGene00021845(rpb-7). History: N.A.
K09H9.7,0,-0.169621966,-0.124690082,-2.093887632,-1.91697198,-1.981284147,-0.006731296,0.062842152,0.264810033,-0.348250329,-0.224696954,-0.406430373,-0.141534177,-2.881612028,0.154330325,-0.470981096,K09H9.7,WBGene00019598,Public name for WBGene00019598. History: N.A.
Y54E10A.11,0,0.264411479,0.195214809,0.408689081,0.480637324,0.451609038,-0.672484734,-0.328174399,-0.814687926,0.069113946,-0.204382947,-0.229134392,0.221033522,0.644853638,-0.8729974,-0.175240989,Y54E10A.11,WBGene00021831,Public name for WBGene00021831. History: N.A.
Y54E10A.12,0,1.057800707,0.817093396,1.987027377,2.03031425,1.925113871,0.846979369,0.927189727,0.41868746,1.387810858,1.108310715,1.161544934,0.901633475,2.857717026,1.054541093,1.758965777,Y54E10A.12,WBGene00021832,Sequence name for WBGene00021832(syp-5). History: N.A.
Y54E10A.15,0,0.49442271,0.378145901,1.132120706,1.185744055,1.169095305,0.100467568,0.282814355,-0.090134013,0.716198022,0.585261031,0.435208317,0.419616803,1.676873332,0.140974345,0.835160467,Y54E10A.15,WBGene00000413,Sequence name for WBGene00000413(cdt-1). History: N.A.
W05F2.7,0,0.20058541,0.183207679,-3.990591763,-3.676242152,-10.10968403,3.541846052,3.463294461,4.033542099,-1.392833565,-1.06171104,-0.96485359,0.184565462,-8.548698095,5.308484221,-1.64438294,W05F2.7,WBGene00021039,"Public name for WBGene00021039. History: Split into W05F2.8(WBGene00195045). History of WBGene00021039: Split into ""WBGene00195045"" on 2010-03-10"
W05F2.2,0,-0.104129271,-0.074628283,-0.781321953,-0.787287332,-0.753931312,-1.409239942,-1.258572271,-2.004987605,2.232415288,2.568046431,1.480745301,-0.085964212,-1.116905934,-2.247141708,3.020622073,W05F2.2,WBGene00021034,Sequence name for WBGene00021034(enu-3.4). History: N.A.
W05F2.5.1,0,-0.147739793,-0.165042185,-5.402848387,-5.13728894,-4.82287632,-6.949417135,-6.558111431,-6.368075668,0.271641026,0.394691735,0.074273744,-0.150416336,-7.388047867,-9.558145221,0.356156444,,,
K03E5.1,0,-0.454293672,-0.244489582,-6.698401261,-5.873226026,-7.504723556,0.637039892,0.542716266,0.785696144,-3.378508346,-3.369721168,-3.116717029,-0.336043712,-9.654683933,0.945182763,-4.744036485,K03E5.1,WBGene00019360,Sequence name for WBGene00019360(neto-1). History: N.A.
Y47G6A.12,0,0.324881708,0.270311655,0.929030787,0.988888986,0.892250214,-0.17560048,0.056304637,-0.414183374,0.333483531,-0.040241236,0.037436103,0.286227504,1.351406101,-0.256549274,0.159022695,Y47G6A.12,WBGene00004775,Sequence name for WBGene00004775(sep-1). History: Renamed on 2015-03-03
Y47G6A.28,0,0.855675809,0.552936508,1.637449893,1.748596974,1.63868513,0.466640793,0.671371943,-0.062548069,1.25238528,0.788180837,1.148914727,0.677399335,2.416385311,0.517189181,1.533816066,Y47G6A.28,WBGene00006440,Sequence name for WBGene00006440(nefr-1). History: Renamed on 2021-04-19
Y47G6A.11,0,0.414985342,0.220973033,0.608714665,0.642525092,0.553789439,-0.452501365,-0.317024686,-0.72365886,0.375273619,0.226556763,0.279768423,0.305831331,0.868035557,-0.718070155,0.423959408,Y47G6A.11,WBGene00003422,Sequence name for WBGene00003422(msh-6). History: N.A.
Y47G6A.10,0,0.690973479,0.662096395,1.345743671,1.363646911,1.397624405,1.404240288,1.485948632,1.29038749,0.952174212,0.464379312,0.603141246,0.650689066,1.975056718,2.010432285,0.971267876,Y47G6A.10,WBGene00004978,Sequence name for WBGene00004978(spg-7). History: Renamed on 2005-03-17; Renamed on 2015-03-05
Y47G6A.9,0,0.605282705,0.385628803,1.227093923,1.347535228,1.214249976,0.697147074,1.012714518,0.462841334,0.977793841,0.590377032,0.374084745,0.476527706,1.822065709,1.044849246,0.934027516,Y47G6A.9,WBGene00021638,Public name for WBGene00021638. History: N.A.
Y47G6A.18,0,0.98778003,0.875134636,1.89566222,1.817245307,1.768977734,0.821291178,1.00399149,0.515661466,1.375120141,1.04105702,1.13925667,0.895872583,2.63622956,1.125756164,1.709802252,Y47G6A.18,WBGene00021644,Public name for WBGene00021644. History: N.A.
Y47G6A.27,0,-0.159438415,-0.11041311,-0.857375859,-0.744785318,-0.796728512,-1.64423733,-1.674825857,-2.253059473,0.13473599,0.138949461,0.381219533,-0.129771152,-1.153622086,-2.679624576,0.314942724,Y47G6A.27,WBGene00021651,Sequence name for WBGene00021651(miro-3). History: N.A.
Y47G6A.23,0,0.64927364,0.513565489,1.251217497,1.375630423,1.312430252,0.429194351,0.582406121,0.07852767,0.82891332,0.442107101,0.552984896,0.559207415,1.894392361,0.524240821,0.877161142,Y47G6A.23,WBGene00003060,Sequence name for WBGene00003060(lpd-3). History: N.A.
Y47G6A.29,0,0.345873605,0.262265156,0.724173539,0.779130025,0.733845955,-0.320750818,-0.046383911,-0.444641272,0.078886698,-0.277493346,-0.027191182,0.292452925,1.075841506,-0.390381737,-0.108585803,Y47G6A.29,WBGene00003060,"Public name for Dead gene WBGene00021652. History of WBGene00021652: Merged into ""WBGene00003060"" on 2014-09-03"
Y47G6A.31,0,0.177690034,0.256380712,-4.502586876,-4.4952623,-4.198868186,-5.765793212,-5.23340891,-5.42286277,-2.777461683,-2.913746194,-2.477020919,0.208743904,-6.346279565,-7.89734386,-3.928087726,Y47G6A.31,WBGene00044436,Public name for WBGene00044436. History: N.A.
T28F2.4a,0,0.241052617,0.302452446,-5.29640409,-4.655151693,-5.194467825,-5.918713937,-5.827512825,-5.232011955,-3.349861106,-3.487840702,-3.423003605,0.261370686,-7.283697716,-8.164806933,-4.934356272,T28F2.4a,WBGene00020902,Molecule name for WBGene00020902(jmjc-1). History: N.A.
H26D21.2,0,0.48282937,0.352457627,1.179315809,1.321263977,1.236007941,-0.041519747,0.139836894,-0.369637218,0.628048405,0.323920683,0.483914948,0.401688136,1.796918861,-0.130477374,0.690514259,H26D21.2,WBGene00003418,Sequence name for WBGene00003418(msh-2). History: N.A.
H26D21.1,0,0.224191097,0.137622124,-0.717692081,-0.617517351,-0.604485648,-1.997747181,-1.81519629,-2.066993281,1.350950236,1.165741464,1.427157287,0.17399538,-0.932796158,-2.827651864,1.896590459,H26D21.1,WBGene00002042,Sequence name for WBGene00002042(hus-1). History: N.A.
T12F5.1,0,-0.074632906,-0.144305922,-0.409391987,-0.181173969,-0.436478234,-1.537214003,-1.483655233,-1.998742842,0.403369277,0.113590973,0.715068191,-0.10528732,-0.493903853,-2.413923151,0.592480441,T12F5.1,WBGene00020466,Sequence name for WBGene00020466(sld-2). History: N.A.
C32E8.8,0,0.572300562,0.418530961,1.184102319,1.451560547,1.305120592,0.115704597,0.248076572,0.039473191,0.826908958,0.476338059,0.514341486,0.476489242,1.895116251,0.193924355,0.874075307,C32E8.8,WBGene00004217,Sequence name for WBGene00004217(ptr-2). History: Renamed on 2015-03-05
C32E8.11,0,0.480058257,0.302320488,1.287042485,1.266738455,1.251018004,0.229911861,0.457138637,-0.045151427,0.587539222,0.244672229,0.4182438,0.376244645,1.829721523,0.308688202,0.601341863,C32E8.11,WBGene00016326,Sequence name for WBGene00016326(ubr-1). History: N.A.
T03F1.9,0,0.790914302,0.622058159,1.781666273,1.862934467,1.795958833,0.633669504,0.846939651,0.170733033,1.198258921,0.865384091,1.097409835,0.679496121,2.616356105,0.794127728,1.520145089,T03F1.9,WBGene00001832,Sequence name for WBGene00001832(hcp-4). History: Renamed on 2015-03-05
T03F1.13,0,-0.351133311,-0.362228037,-5.170479595,-5.026281004,-5.436694894,-6.465733914,-6.23477086,-5.97477651,-0.577234465,-0.460299002,-0.584460041,-0.343054293,-7.518102904,-8.980911899,-0.780013997,T03F1.13,WBGene00219725,Sequence name for WBGene00219725(linc-63). History: N.A.
C50F2.3,0,0.672630151,0.566817755,1.370893904,1.306460644,1.304394468,0.275914084,0.497632341,-0.139887279,0.772206414,0.387862395,0.425881984,0.596048449,1.91481652,0.304725636,0.762681115,C50F2.3,WBGene00016837,Sequence name for WBGene00016837(syf-1). History: N.A.
C50F2.2,0,0.818532103,0.676682235,1.495434773,1.562996443,1.486914209,0.320924271,0.55213405,0.027477813,1.00444216,0.595789718,0.629515492,0.719046103,2.185849101,0.433066338,1.072281824,C50F2.2,WBGene00016836,Public name for WBGene00016836. History: N.A.
T20F5.6,0,0.555894868,0.487146327,1.124310984,1.038310588,1.107222748,0.197613883,0.374323096,-0.273527168,0.694357885,0.425513326,0.376367348,0.501596786,1.572462728,0.143504785,0.71953865,T20F5.6,WBGene00020628,Public name for WBGene00020628. History: N.A.
T20F5.7,0,0.968571234,0.776426449,1.829955646,1.853390672,1.832255697,0.930359785,0.949848415,0.554667735,1.418960873,1.144700153,1.212666775,0.839166501,2.652443892,1.170927812,1.816029797,T20F5.7,WBGene00020629,Public name for WBGene00020629. History: N.A.
T21E3.1,0,0.664764041,0.531576619,1.407892185,1.464536375,1.395804821,0.372584033,0.482580012,-0.026396526,1.009785534,0.687000998,0.626197839,0.575318246,2.052586377,0.39855293,1.117119344,T21E3.1,WBGene00020652,Sequence name for WBGene00020652(egg-4). History: N.A.
R12E2.10,0,0.650202801,0.502614892,1.347936873,1.407923056,1.349064448,0.246977842,0.381276928,-0.128591926,0.928046486,0.618655891,0.57831607,0.554388123,1.974051347,0.240287036,1.021917858,R12E2.10,WBGene00020035,Sequence name for WBGene00020035(egg-5). History: N.A.
R12E2.12,0,0.20762869,0.039250702,0.248004363,0.259628149,0.286733578,-0.660114835,-0.538728747,-1.09091206,1.091065642,1.26044155,0.762584804,0.118723892,0.38200934,-1.101139703,1.497561693,R12E2.12,WBGene00020037,Sequence name for WBGene00020037(mrps-6). History: N.A.
R12E2.13,0,-0.085718662,-0.055795676,-1.564046173,-1.352880798,-1.233289898,-2.580852096,-2.377946995,-2.723429469,0.824740925,1.122312011,0.531351293,-0.068054011,-1.995832432,-3.694371015,1.191860497,R12E2.13,WBGene00020038,Public name for WBGene00020038. History: N.A.
R12E2.1,0,0.871596735,0.688895024,1.493213487,1.653480126,1.667720446,0.411072217,0.669739785,0.007704407,1.035223989,0.695119222,0.791866618,0.750437907,2.315243763,0.523465742,1.212926537,R12E2.1,WBGene00020030,Sequence name for WBGene00020030(kel-20). History: N.A.
C43E11.4,0,0.167062629,0.129977717,-0.459140672,-0.304603628,-0.435740251,-1.195682954,-1.093466782,-1.404910781,0.719954106,0.644990933,1.001103659,0.142846211,-0.576830138,-1.776467596,1.137828908,C43E11.4,WBGene00007001,"Sequence name for WBGene00007001(tufm-2). History: N.A.. Public name for Dead gene WBGene00016604. History of WBGene00016604: Merged into ""WBGene00007001"" on 2004-05-28"
C43E11.10,0,0.861463993,0.61650965,1.549503355,1.641302359,1.624858243,0.696259708,0.828930176,0.247566561,1.029256381,0.825346508,1.058994847,0.710755082,2.315844836,0.852515644,1.401144335,C43E11.10,WBGene00000382,Sequence name for WBGene00000382(cdc-6). History: N.A.
C43E11.1,0,0.781970077,0.687408869,1.568940421,1.534065629,1.589201937,0.427062901,0.651455674,0.103948093,0.862104212,0.535220316,0.721132611,0.706621906,2.256475065,0.568646266,1.018762536,C43E11.1,WBGene00016601,Sequence name for WBGene00016601(acin-1). History: N.A.
ZK973.6,0,-0.086057185,-0.073483824,-3.687474122,-3.92994895,-3.945590184,1.504738656,1.549741415,1.601468478,-0.520110838,-0.886362167,-1.358223649,-0.076723008,-5.560633961,2.239037961,-1.329538051,ZK973.6,WBGene00000140,Sequence name for WBGene00000140(anc-1). History: N.A.
ZK973.8,0,-0.544290648,-0.501024788,-3.629826121,-4.528864313,-4.400641727,-3.799177726,-3.890723793,-5.333382806,-3.523658804,-3.270397423,-3.623895169,-0.502690465,-6.039762075,-6.262875904,-5.009975605,ZK973.8,WBGene00022834,Public name for WBGene00022834. History: N.A.
ZK973.1,0,0.514038814,0.449987322,0.931601718,1.073601674,1.05670558,-0.560383945,-0.337774632,-0.896537305,0.386585645,0.035710805,0.558318789,0.463598575,1.472466963,-0.863066283,0.471576247,ZK973.1,WBGene00022830,Public name for WBGene00022830. History: N.A.
T21E12.4,0,0.497238579,0.436029606,1.163149332,1.21987309,1.162433958,0.272646782,0.442129316,-0.178352876,0.623227455,0.233558955,0.364213595,0.448807127,1.705004112,0.257965041,0.587176884,T21E12.4,WBGene00000962,Sequence name for WBGene00000962(dhc-1). History: N.A.
C41D11.8,0,0.504286567,0.499829155,-2.567389829,-2.10419459,-2.226897733,-3.32381913,-3.226752899,-3.177795736,1.158038739,1.008222678,1.544217548,0.482877591,-3.317468663,-4.678355977,1.784363201,C41D11.8,WBGene00000787,Sequence name for WBGene00000787(cps-6). History: N.A.
C41D11.1e,0,-0.001833957,0.055635611,-5.897054252,-5.140871889,-6.192550923,-0.30939638,-0.410990083,-0.531570823,-0.770435065,-0.925047321,-0.652484273,0.025873126,-8.286107937,-0.602064189,-1.129133285,C41D11.1e,WBGene00016561,Molecule name for WBGene00016561(eri-6). History: N.A.
C41D11.6,0,0.404106183,0.352405721,-2.206192712,-2.499697329,-2.312767142,1.010294145,1.100749424,0.810219677,-3.098805895,-3.099129711,-2.983557402,0.363805324,-3.375260637,1.404830666,-4.41536481,C41D11.6,WBGene00016565,Sequence name for WBGene00016565(sosi-1). History: N.A.
D1007.7,0,0.315023627,0.21761121,0.631018889,0.720145448,0.577847822,-0.281141495,-0.134562914,-0.652941805,0.44037394,0.177664265,0.336356641,0.256143213,0.927658759,-0.513910198,0.458966904,D1007.7,WBGene00017004,Sequence name for WBGene00017004(nrd-1). History: N.A.
C44E4.4,0,0.795634914,0.638078983,1.44161959,1.579027442,1.546509259,0.620021597,0.730722076,0.050914739,0.750932614,0.695181271,0.78888926,0.689470643,2.196337911,0.674055213,1.074809318,C44E4.4,WBGene00016653,Sequence name for WBGene00016653(ssb-1). History: N.A.
Y119C1A.1,0,0.42221619,0.314610071,0.673215777,0.846033173,0.825539726,0.246461526,0.340455935,0.052928183,0.824271732,0.807757909,0.805122525,0.354338531,1.127604998,0.307700713,1.172022448,Y119C1A.1,WBGene00022466,Public name for WBGene00022466. History: N.A.
B0041.7,0,0.02027064,-0.043431324,-0.828803613,-0.74425379,-0.873506941,-1.917321722,-1.738623914,-2.281314771,-0.383483267,-0.626979744,-0.165918548,-0.011137935,-1.176548749,-2.855218715,-0.565719947,B0041.7,WBGene00006961,Sequence name for WBGene00006961(xnp-1). History: Renamed on 2004-09-10
T04D1.2,0,-0.275846917,-0.360018778,-6.738510436,-6.270010145,-6.158538369,-1.645530201,-1.819385762,-1.846638244,-4.083593823,-4.010771329,-4.099189176,-0.305786762,-9.217406965,-2.554317638,-5.86386012,T04D1.2,WBGene00020212,Public name for WBGene00020212. History: N.A.
