# Note: In the following rows commas have been replaced with semicolons to work better with r
# In order to determine H3K9me2 marked genes; we employed published H3K9me2 ChIP-seq dataset SRX495107 (Gerstein et al.; 2010)
# and performed peak calling analysis using MACS (Lupien et al.; 2008). We then defined H3K9me2 marked genes as genes for which
# a significant H3K9me2 peak (FDR Qvalue < 0.1) overlaps the 1;000 bp centered around their TSS.
WBGene Name,Input,Suggested Match,History
WBGene00001208,WBGene00001208,WBGene00001208,History: N.A.
WBGene00001215,WBGene00001215,WBGene00001215,History: N.A.
WBGene00001225,WBGene00001225,WBGene00001225,History: N.A.
WBGene00001231,WBGene00001231,WBGene00001231,History: N.A.
WBGene00001234,WBGene00001234,WBGene00001234,History: N.A.
WBGene00001241,WBGene00001241,WBGene00001241,History: N.A.
WBGene00001246,WBGene00001246,WBGene00001246,"History: Split into Y47D3A.34(WBGene00206461). History of WBGene00001246: Split into ""WBGene00206461"" on 2011-03-28"
WBGene00001248,WBGene00001248,WBGene00001248,History: N.A.
WBGene00001249,WBGene00001249,WBGene00001249,History: N.A.
WBGene00001253,WBGene00001253,WBGene00001253,History: N.A.
WBGene00001258,WBGene00001258,WBGene00001258,History: Renamed on 2006-10-16
WBGene00001284,WBGene00001284,WBGene00001284,History: N.A.
WBGene00001329,WBGene00001329,WBGene00001329,History: N.A.
WBGene00001332,WBGene00001332,WBGene00001332,History: N.A.
WBGene00001337,WBGene00001337,WBGene00001337,History: Renamed on 2010-01-29
WBGene00001340,WBGene00001340,WBGene00001340,History: N.A.
WBGene00001365,WBGene00001365,WBGene00001365,History: N.A.
WBGene00001371,WBGene00001371,WBGene00001371,History: N.A.
WBGene00001372,WBGene00001372,WBGene00001372,History: N.A.
WBGene00001374,WBGene00001374,WBGene00001374,History: N.A.
WBGene00001385,WBGene00001385,WBGene00001385,History: N.A.
WBGene00001386,WBGene00001386,WBGene00001386,History: N.A.
WBGene00001390,WBGene00001390,WBGene00001390,History: N.A.
WBGene00001394,WBGene00001394,WBGene00001394,History: N.A.
WBGene00001397,WBGene00001397,WBGene00001397,History: N.A.
WBGene00001400,WBGene00001400,WBGene00001400,History: N.A.
WBGene00001404,WBGene00001404,WBGene00001404,History: N.A.
WBGene00001406,WBGene00001406,WBGene00001406,"History: Split into F48F5.8(WBGene00303059). History of WBGene00001406: Split into ""WBGene00303059"" on 2018-03-02"
WBGene00001410,WBGene00001410,WBGene00001410,History: N.A.
WBGene00001412,WBGene00001412,WBGene00001412,History: N.A.
WBGene00001425,WBGene00001425,WBGene00001425,History: N.A.
WBGene00001426,WBGene00001426,WBGene00001426,History: N.A.
WBGene00001427,WBGene00001427,WBGene00001427,History: N.A.
WBGene00001433,WBGene00001433,WBGene00001433,History: N.A.
WBGene00001434,WBGene00001434,WBGene00001434,History: N.A.
WBGene00001437,WBGene00001437,WBGene00001437,History: N.A.
WBGene00001445,WBGene00001445,WBGene00001445,History: N.A.
WBGene00001448,WBGene00001448,WBGene00001448,History: N.A.
WBGene00001449,WBGene00001449,WBGene00001449,History: N.A.
WBGene00001451,WBGene00001451,WBGene00001451,History: N.A.
WBGene00001454,WBGene00001454,WBGene00001454,History: N.A.
WBGene00001457,WBGene00001457,WBGene00001457,History: N.A.
WBGene00001459,WBGene00001459,WBGene00001459,History: N.A.
WBGene00001470,WBGene00001470,WBGene00001470,History: Renamed on 2014-10-08
WBGene00001480,WBGene00001480,WBGene00001480,History: N.A.
WBGene00001484,WBGene00001484,WBGene00001484,History: N.A.
WBGene00001485,WBGene00001485,WBGene00001485,History: N.A.
WBGene00001487,WBGene00001487,WBGene00001487,History: N.A.
WBGene00001488,WBGene00001488,WBGene00001488,History: N.A.
WBGene00001494,WBGene00001494,WBGene00001494,History: N.A.
WBGene00001499,WBGene00001499,WBGene00001499,History: N.A.
WBGene00001500,WBGene00001500,WBGene00001500,History: N.A.
WBGene00001502,WBGene00001502,WBGene00001502,History: N.A.
WBGene00001510,WBGene00001510,WBGene00001510,History: N.A.
WBGene00001512,WBGene00001512,WBGene00001512,History: N.A.
WBGene00001515,WBGene00001515,WBGene00001515,History: Renamed on 2006-10-05
WBGene00001516,WBGene00001516,WBGene00001516,History: N.A.
WBGene00001520,WBGene00001520,WBGene00001520,History: Renamed on 2008-02-26
WBGene00001541,WBGene00001541,WBGene00001541,History: N.A.
WBGene00001543,WBGene00001543,WBGene00001543,History: N.A.
WBGene00001544,WBGene00001544,WBGene00001544,History: N.A.
WBGene00001546,WBGene00001546,WBGene00001546,History: N.A.
WBGene00001547,WBGene00001547,WBGene00001547,History: Renamed on 2021-01-02
WBGene00001553,WBGene00001553,WBGene00001553,History: N.A.
WBGene00001555,WBGene00001555,WBGene00001555,History: N.A.
WBGene00001558,WBGene00001558,WBGene00001558,History: N.A.
WBGene00001559,WBGene00001559,WBGene00001559,History: N.A.
WBGene00001560,WBGene00001560,WBGene00001560,History: N.A.
WBGene00001561,WBGene00001561,WBGene00001561,History: N.A.
WBGene00001562,WBGene00001562,WBGene00001562,History: N.A.
WBGene00001564,WBGene00001564,WBGene00001564,History: Renamed on 2010-11-16
WBGene00001566,WBGene00001566,WBGene00001566,History: Renamed on 2008-04-17
WBGene00001583,WBGene00001583,WBGene00001583,History: N.A.
WBGene00001592,WBGene00001592,WBGene00001592,History: N.A.
WBGene00001598,WBGene00001598,WBGene00001598,History: N.A.
WBGene00001599,WBGene00001599,WBGene00001599,History: N.A.
WBGene00001601,WBGene00001601,WBGene00001601,History: N.A.
WBGene00001602,WBGene00001602,WBGene00001602,History: N.A.
WBGene00001603,WBGene00001603,WBGene00001603,History: N.A.
WBGene00001604,WBGene00001604,WBGene00001604,History: N.A.
WBGene00001607,WBGene00001607,WBGene00001607,History: N.A.
WBGene00001620,WBGene00001620,WBGene00001620,History: N.A.
WBGene00001625,WBGene00001625,WBGene00001625,History: N.A.
WBGene00001629,WBGene00001629,WBGene00001629,History: N.A.
WBGene00001630,WBGene00001630,WBGene00001630,History: N.A.
WBGene00001632,WBGene00001632,WBGene00001632,History: N.A.
WBGene00001633,WBGene00001633,WBGene00001633,History: N.A.
WBGene00001635,WBGene00001635,WBGene00001635,History: N.A.
WBGene00001636,WBGene00001636,WBGene00001636,History: Renamed on 2006-06-29
WBGene00001639,WBGene00001639,WBGene00001639,History: N.A.
WBGene00001640,WBGene00001640,WBGene00001640,History: N.A.
WBGene00001651,WBGene00001651,WBGene00001651,History: N.A.
WBGene00001663,WBGene00001663,WBGene00001663,History: N.A.
WBGene00001671,WBGene00001671,WBGene00001671,History: N.A.
WBGene00001679,WBGene00001679,WBGene00001679,"History: Split into F44E5.17(WBGene00303054). History of WBGene00001679: Split into ""WBGene00303054"" on 2018-03-02"
WBGene00001684,WBGene00001684,WBGene00001684,History: N.A.
WBGene00001685,WBGene00001685,WBGene00001685,History: N.A.
WBGene00001686,WBGene00001686,WBGene00001686,History: N.A.
WBGene00001691,WBGene00001691,WBGene00001691,History: N.A.
WBGene00001692,WBGene00001692,WBGene00001692,History: N.A.
WBGene00001695,WBGene00001695,WBGene00001695,History: N.A.
WBGene00001697,WBGene00001697,WBGene00001697,History: N.A.
WBGene00001699,WBGene00001699,WBGene00001699,History: N.A.
WBGene00001702,WBGene00001702,WBGene00001702,History: N.A.
WBGene00001707,WBGene00001707,WBGene00001707,History: N.A.
WBGene00001711,WBGene00001711,WBGene00001711,History: N.A.
WBGene00001715,WBGene00001715,WBGene00001715,History: N.A.
WBGene00001716,WBGene00001716,WBGene00001716,History: N.A.
WBGene00001718,WBGene00001718,WBGene00001718,History: N.A.
WBGene00001723,WBGene00001723,WBGene00001723,History: N.A.
WBGene00001724,WBGene00001724,WBGene00001724,History: N.A.
WBGene00001725,WBGene00001725,WBGene00001725,History: N.A.
WBGene00001726,WBGene00001726,WBGene00001726,History: N.A.
WBGene00001729,WBGene00001729,WBGene00001729,History: N.A.
WBGene00001730,WBGene00001730,WBGene00001730,History: N.A.
WBGene00001732,WBGene00001732,WBGene00001732,History: N.A.
WBGene00001734,WBGene00001734,WBGene00001734,History: N.A.
WBGene00001736,WBGene00001736,WBGene00001736,History: N.A.
WBGene00001738,WBGene00001738,WBGene00001738,History: N.A.
WBGene00001745,WBGene00001745,WBGene00001745,History: N.A.
WBGene00001749,WBGene00001749,WBGene00001749,History: N.A.
WBGene00001757,WBGene00001757,WBGene00001757,History: N.A.
WBGene00001758,WBGene00001758,WBGene00001758,History: N.A.
WBGene00001760,WBGene00001760,WBGene00001760,History: N.A.
WBGene00001762,WBGene00001762,WBGene00001762,History: N.A.
WBGene00001764,WBGene00001764,WBGene00001764,History: N.A.
WBGene00001766,WBGene00001766,WBGene00001766,History: N.A.
WBGene00001768,WBGene00001768,WBGene00001768,History: N.A.
WBGene00001771,WBGene00001771,WBGene00001771,History: N.A.
WBGene00001772,WBGene00001772,WBGene00001772,History: N.A.
WBGene00001773,WBGene00001773,WBGene00001773,History: N.A.
WBGene00001774,WBGene00001774,WBGene00001774,History: N.A.
WBGene00001775,WBGene00001775,WBGene00001775,History: N.A.
WBGene00001776,WBGene00001776,WBGene00001776,History: N.A.
WBGene00001785,WBGene00001785,WBGene00001785,History: N.A.
WBGene00001786,WBGene00001786,WBGene00001786,History: N.A.
WBGene00001787,WBGene00001787,WBGene00001787,History: N.A.
WBGene00001791,WBGene00001791,WBGene00001791,History: N.A.
WBGene00001794,WBGene00001794,WBGene00001794,History: N.A.
WBGene00001805,WBGene00001805,WBGene00001805,History: N.A.
WBGene00001813,WBGene00001813,WBGene00001813,History: N.A.
WBGene00001814,WBGene00001814,WBGene00001814,History: N.A.
WBGene00001818,WBGene00001818,WBGene00001818,History: N.A.
WBGene00001819,WBGene00001819,WBGene00001819,History: N.A.
WBGene00001820,WBGene00001820,WBGene00001820,History: N.A.
WBGene00001821,WBGene00001821,WBGene00001821,History: N.A.
WBGene00001824,WBGene00001824,WBGene00001824,History: N.A.
WBGene00001829,WBGene00001829,WBGene00001829,History: N.A.
WBGene00001832,WBGene00001832,WBGene00001832,History: Renamed on 2015-03-05
WBGene00001833,WBGene00001833,WBGene00001833,History: Renamed on 2015-03-05; Renamed on 2015-03-05
WBGene00001837,WBGene00001837,WBGene00001837,History: N.A.
WBGene00001851,WBGene00001851,WBGene00001851,History: N.A.
WBGene00001853,WBGene00001853,WBGene00001853,History: Renamed on 2010-11-12
WBGene00001854,WBGene00001854,WBGene00001854,History: Renamed on 2010-11-12
WBGene00001855,WBGene00001855,WBGene00001855,History: Renamed on 2010-11-12
WBGene00001856,WBGene00001856,WBGene00001856,History: Renamed on 2010-11-12
WBGene00001857,WBGene00001857,WBGene00001857,History: Renamed on 2010-11-12
WBGene00001858,WBGene00001858,WBGene00001858,History: Renamed on 2010-11-12
WBGene00001875,WBGene00001875,WBGene00001875,History: N.A.
WBGene00001876,WBGene00001876,WBGene00001876,History: N.A.
WBGene00001877,WBGene00001877,WBGene00001877,History: N.A.
WBGene00001878,WBGene00001878,WBGene00001878,History: N.A.
WBGene00001879,WBGene00001879,WBGene00001879,History: N.A.
WBGene00001880,WBGene00001880,WBGene00001880,History: N.A.
WBGene00001881,WBGene00001881,WBGene00001881,History: N.A.
WBGene00001882,WBGene00001882,WBGene00001882,History: N.A.
WBGene00001883,WBGene00001883,WBGene00001883,History: N.A.
WBGene00001884,WBGene00001884,WBGene00001884,History: N.A.
WBGene00001885,WBGene00001885,WBGene00001885,History: N.A.
WBGene00001886,WBGene00001886,WBGene00001886,History: N.A.
WBGene00001887,WBGene00001887,WBGene00001887,History: N.A.
WBGene00001888,WBGene00001888,WBGene00001888,History: N.A.
WBGene00001889,WBGene00001889,WBGene00001889,History: N.A.
WBGene00001890,WBGene00001890,WBGene00001890,History: N.A.
WBGene00001891,WBGene00001891,WBGene00001891,History: N.A.
WBGene00001892,WBGene00001892,WBGene00001892,History: N.A.
WBGene00001893,WBGene00001893,WBGene00001893,History: N.A.
WBGene00001894,WBGene00001894,WBGene00001894,History: N.A.
WBGene00001895,WBGene00001895,WBGene00001895,History: N.A.
WBGene00001896,WBGene00001896,WBGene00001896,History: N.A.
WBGene00001898,WBGene00001898,WBGene00001898,History: Renamed on 2010-11-12
WBGene00001899,WBGene00001899,WBGene00001899,History: N.A.
WBGene00001900,WBGene00001900,WBGene00001900,History: N.A.
WBGene00001901,WBGene00001901,WBGene00001901,History: N.A.
WBGene00001902,WBGene00001902,WBGene00001902,History: N.A.
WBGene00001903,WBGene00001903,WBGene00001903,History: N.A.
WBGene00001904,WBGene00001904,WBGene00001904,History: N.A.
WBGene00001905,WBGene00001905,WBGene00001905,History: N.A.
WBGene00001906,WBGene00001906,WBGene00001906,History: N.A.
WBGene00001907,WBGene00001907,WBGene00001907,History: N.A.
WBGene00001908,WBGene00001908,WBGene00001908,History: N.A.
WBGene00001909,WBGene00001909,WBGene00001909,History: N.A.
WBGene00001910,WBGene00001910,WBGene00001910,History: N.A.
WBGene00001912,WBGene00001912,WBGene00001912,History: N.A.
WBGene00001913,WBGene00001913,WBGene00001913,History: Renamed on 2008-01-18
WBGene00001914,WBGene00001914,WBGene00001914,History: N.A.
WBGene00001915,WBGene00001915,WBGene00001915,History: N.A.
WBGene00001916,WBGene00001916,WBGene00001916,History: N.A.
WBGene00001917,WBGene00001917,WBGene00001917,History: N.A.
WBGene00001918,WBGene00001918,WBGene00001918,History: N.A.
WBGene00001919,WBGene00001919,WBGene00001919,History: N.A.
WBGene00001920,WBGene00001920,WBGene00001920,History: N.A.
WBGene00001921,WBGene00001921,WBGene00001921,History: N.A.
WBGene00001922,WBGene00001922,WBGene00001922,History: N.A.
WBGene00001923,WBGene00001923,WBGene00001923,History: N.A.
WBGene00001924,WBGene00001924,WBGene00001924,History: N.A.
WBGene00001925,WBGene00001925,WBGene00001925,History: N.A.
WBGene00001926,WBGene00001926,WBGene00001926,History: N.A.
WBGene00001927,WBGene00001927,WBGene00001927,History: N.A.
WBGene00001928,WBGene00001928,WBGene00001928,History: N.A.
WBGene00001929,WBGene00001929,WBGene00001929,History: N.A.
WBGene00001930,WBGene00001930,WBGene00001930,History: N.A.
WBGene00001931,WBGene00001931,WBGene00001931,History: N.A.
WBGene00001932,WBGene00001932,WBGene00001932,History: N.A.
WBGene00001933,WBGene00001933,WBGene00001933,History: N.A.
WBGene00001934,WBGene00001934,WBGene00001934,History: N.A.
WBGene00001935,WBGene00001935,WBGene00001935,History: N.A.
WBGene00001936,WBGene00001936,WBGene00001936,History: N.A.
WBGene00001937,WBGene00001937,WBGene00001937,History: N.A.
WBGene00001938,WBGene00001938,WBGene00001938,History: N.A.
WBGene00001939,WBGene00001939,WBGene00001939,History: N.A.
WBGene00001940,WBGene00001940,WBGene00001940,History: N.A.
WBGene00001941,WBGene00001941,WBGene00001941,History: N.A.
WBGene00001942,WBGene00001942,WBGene00001942,History: N.A.
WBGene00001943,WBGene00001943,WBGene00001943,History: N.A.
WBGene00001944,WBGene00001944,WBGene00001944,History: N.A.
WBGene00001946,WBGene00001946,WBGene00001946,History: N.A.
WBGene00001947,WBGene00001947,WBGene00001947,History: N.A.
WBGene00001948,WBGene00001948,WBGene00001948,History: N.A.
WBGene00001949,WBGene00001949,WBGene00001949,History: N.A.
WBGene00001961,WBGene00001961,WBGene00001961,History: N.A.
WBGene00001963,WBGene00001963,WBGene00001963,History: N.A.
WBGene00001971,WBGene00001971,WBGene00001971,History: N.A.
WBGene00001977,WBGene00001977,WBGene00001977,History: N.A.
WBGene00001979,WBGene00001979,WBGene00001979,History: Renamed on 2011-04-19
WBGene00001980,WBGene00001980,WBGene00001980,History: N.A.
WBGene00001984,WBGene00001984,WBGene00001984,History: N.A.
WBGene00001988,WBGene00001988,WBGene00001988,History: N.A.
WBGene00001999,WBGene00001999,WBGene00001999,History: Renamed on 2019-11-21
WBGene00002000,WBGene00002000,WBGene00002000,History: Renamed on 2019-11-21
WBGene00002002,WBGene00002002,WBGene00002002,History: N.A.
WBGene00002005,WBGene00002005,WBGene00002005,History: N.A.
WBGene00002007,WBGene00002007,WBGene00002007,History: N.A.
WBGene00002010,WBGene00002010,WBGene00002010,History: N.A.
WBGene00002017,WBGene00002017,WBGene00002017,History: N.A.
WBGene00002024,WBGene00002024,WBGene00002024,History: N.A.
WBGene00002036,WBGene00002036,WBGene00002036,History: N.A.
WBGene00002038,WBGene00002038,WBGene00002038,History: N.A.
WBGene00002040,WBGene00002040,WBGene00002040,History: N.A.
WBGene00002047,WBGene00002047,WBGene00002047,History: N.A.
WBGene00002051,WBGene00002051,WBGene00002051,History: N.A.
WBGene00002055,WBGene00002055,WBGene00002055,History: N.A.
WBGene00002056,WBGene00002056,WBGene00002056,History: Renamed on 2021-03-09
WBGene00002059,WBGene00002059,WBGene00002059,History: N.A.
WBGene00002060,WBGene00002060,WBGene00002060,History: N.A.
WBGene00002063,WBGene00002063,WBGene00002063,History: N.A.
WBGene00002066,WBGene00002066,WBGene00002066,History: N.A.
WBGene00002076,WBGene00002076,WBGene00002076,History: N.A.
WBGene00002077,WBGene00002077,WBGene00002077,History: N.A.
WBGene00002096,WBGene00002096,WBGene00002096,History: N.A.
WBGene00002099,WBGene00002099,WBGene00002099,History: N.A.
WBGene00002102,WBGene00002102,WBGene00002102,History: N.A.
WBGene00002107,WBGene00002107,WBGene00002107,History: N.A.
WBGene00002108,WBGene00002108,WBGene00002108,History: N.A.
WBGene00002109,WBGene00002109,WBGene00002109,History: N.A.
WBGene00002111,WBGene00002111,WBGene00002111,History: N.A.
WBGene00002113,WBGene00002113,WBGene00002113,History: N.A.
WBGene00002114,WBGene00002114,WBGene00002114,History: N.A.
WBGene00002115,WBGene00002115,WBGene00002115,History: N.A.
WBGene00002116,WBGene00002116,WBGene00002116,History: N.A.
WBGene00002120,WBGene00002120,WBGene00002120,History: N.A.
WBGene00002123,WBGene00002123,WBGene00002123,History: N.A.
WBGene00002124,WBGene00002124,WBGene00002124,History: N.A.
WBGene00002125,WBGene00002125,WBGene00002125,History: N.A.
WBGene00002131,WBGene00002131,WBGene00002131,History: N.A.
WBGene00002134,WBGene00002134,WBGene00002134,History: Renamed on 2015-03-04
WBGene00002135,WBGene00002135,WBGene00002135,History: Renamed on 2015-03-05
WBGene00002140,WBGene00002140,WBGene00002140,History: N.A.
WBGene00002141,WBGene00002141,WBGene00002141,History: Renamed on 2007-06-13
WBGene00002146,WBGene00002146,WBGene00002146,History: N.A.
WBGene00002152,WBGene00002152,WBGene00002152,History: Renamed on 2010-01-29
WBGene00002174,WBGene00002174,WBGene00002174,History: N.A.
WBGene00002175,WBGene00002175,WBGene00002175,History: N.A.
WBGene00002176,WBGene00002176,WBGene00002176,History: N.A.
WBGene00002177,WBGene00002177,WBGene00002177,History: N.A.
WBGene00002179,WBGene00002179,WBGene00002179,History: N.A.
WBGene00002181,WBGene00002181,WBGene00002181,History: N.A.
WBGene00002184,WBGene00002184,WBGene00002184,History: N.A.
WBGene00002189,WBGene00002189,WBGene00002189,History: N.A.
WBGene00002194,WBGene00002194,WBGene00002194,History: N.A.
WBGene00002203,WBGene00002203,WBGene00002203,History: N.A.
WBGene00002206,WBGene00002206,WBGene00002206,History: N.A.
WBGene00002210,WBGene00002210,WBGene00002210,History: N.A.
WBGene00002214,WBGene00002214,WBGene00002214,History: N.A.
WBGene00002218,WBGene00002218,WBGene00002218,History: N.A.
WBGene00002219,WBGene00002219,WBGene00002219,History: N.A.
WBGene00002225,WBGene00002225,WBGene00002225,History: N.A.
WBGene00002230,WBGene00002230,WBGene00002230,History: N.A.
WBGene00002232,WBGene00002232,WBGene00002232,History: N.A.
WBGene00002235,WBGene00002235,WBGene00002235,History: N.A.
WBGene00002238,WBGene00002238,WBGene00002238,History: Renamed on 2010-01-29
WBGene00002240,WBGene00002240,WBGene00002240,History: N.A.
WBGene00002241,WBGene00002241,WBGene00002241,History: N.A.
WBGene00002243,WBGene00002243,WBGene00002243,History: N.A.
WBGene00002244,WBGene00002244,WBGene00002244,History: N.A.
WBGene00002245,WBGene00002245,WBGene00002245,History: N.A.
WBGene00002246,WBGene00002246,WBGene00002246,History: N.A.
WBGene00002247,WBGene00002247,WBGene00002247,History: N.A.
WBGene00002262,WBGene00002262,WBGene00002262,History: N.A.
WBGene00002263,WBGene00002263,WBGene00002263,History: N.A.
WBGene00002264,WBGene00002264,WBGene00002264,History: N.A.
WBGene00002265,WBGene00002265,WBGene00002265,History: N.A.
WBGene00002266,WBGene00002266,WBGene00002266,History: N.A.
WBGene00002275,WBGene00002275,WBGene00002275,History: N.A.
WBGene00002280,WBGene00002280,WBGene00002280,History: N.A.
WBGene00002282,WBGene00002282,WBGene00002282,History: Renamed on 2011-09-23
WBGene00002344,WBGene00002344,WBGene00002344,History: N.A.
WBGene00002348,WBGene00002348,WBGene00002348,"History: Split into let-75(WBGene00202503). History of WBGene00002348: Split into ""WBGene00202503"" on 2010-10-20"
WBGene00002368,WBGene00002368,WBGene00002368,History: N.A.
WBGene00002393,WBGene00002393,WBGene00002393,History: Renamed on 2007-11-27
WBGene00002601,WBGene00002601,WBGene00002601,History: N.A.
WBGene00002632,WBGene00002632,WBGene00002632,History: N.A.
WBGene00002637,WBGene00002637,WBGene00002637,History: N.A.
WBGene00002717,WBGene00002717,WBGene00002717,History: Renamed on 2008-02-07; Renamed on 2008-02-07; Renamed on 2011-02-11; Renamed on 2014-09-04; Renamed on 2014-09-04
WBGene00002915,WBGene00002915,WBGene00002915,History: N.A.
WBGene00002978,WBGene00002978,WBGene00002978,History: N.A.
WBGene00002979,WBGene00002979,WBGene00002979,History: N.A.
WBGene00002985,WBGene00002985,WBGene00002985,History: N.A.
WBGene00002990,WBGene00002990,WBGene00002990,History: Renamed on 2011-11-08
WBGene00002991,WBGene00002991,WBGene00002991,History: N.A.
