gene_id,gene_name,log2 fold change (MLE): group dpy f4 vs wt f3,Benjamini-Hochberg adjusted p-values,mutant_f2_smRNAseq_rep1,mutant_f2_smRNAseq_rep2,mutant_f2_smRNAseq_rep3,mutant_f2_smRNAseq_rep4,wt_smRNAseq_rep1,wt_smRNAseq_rep2,wt_smRNAseq_rep3,wt_smRNAseq_rep4,Input,Suggested Match,History
WBGene00007561,ccm-3,-5.23011944706289,9.08166834164836e-06,0.0,0.0,0.0,0.0,1519.95962938201,3456.10850086637,2062.21435447643,2301.58292911262,WBGene00007561,WBGene00007561,History: N.A.
WBGene00021720,Y49F6B.8,-5.07908996559001,9.13200424074699e-06,223.436048288177,0.0,0.0,0.0,5212.28803053704,1539.19270635175,2309.16019104188,4832.23621802926,WBGene00021720,WBGene00021720,History: N.A.
WBGene00012642,Y39A1A.2,-5.06286983678486,9.78767047584544e-06,364.465398107251,0.0,0.0,0.0,4858.40169391672,6025.69714366671,2354.16631170687,8933.23749012185,WBGene00012642,WBGene00012642,History: N.A.
WBGene00022596,ZC395.4,-5.22961334295719,9.80725252373885e-06,0.0,0.0,0.0,0.0,3792.78315758714,7526.47939105935,4704.80578249732,2625.4546842526,WBGene00022596,WBGene00022596,History: N.A.
WBGene00219756,linc-68,-5.2008890565593,9.81192396466513e-06,0.0,0.0,0.0,0.0,9311.93658000706,5774.62642934726,6317.01293641342,7050.2511564197,WBGene00219756,WBGene00219756,History: N.A.
WBGene00020375,pigv-1,-5.204920778727,9.86656118628767e-06,0.0,0.0,0.0,0.0,1567.33584310953,863.959586162015,945.107696419549,904.122614826454,WBGene00020375,WBGene00020375,History: Renamed on 2013-11-11
WBGene00016416,C34F11.5,-5.20572284926736,9.87696285962308e-06,0.0,0.0,0.0,0.0,1152.81178578529,834.04422992351,558.601540344532,997.504661252855,WBGene00016416,WBGene00016416,History: N.A.
WBGene00044810,Y37E3.19,-5.20002210176696,1.00568516255236e-05,0.0,0.0,0.0,0.0,5907.25976794198,4186.60416127676,3925.5723247712,6571.84125651979,WBGene00044810,WBGene00044810,History: N.A.
WBGene00013800,Y116A8C.23,-5.20336098670089,1.01854691469693e-05,0.0,0.0,0.0,0.0,3545.46381820838,3297.98139619176,1717.97475919965,2300.86345961306,WBGene00013800,WBGene00013800,History: N.A.
WBGene00001565,gei-8,-5.18894545086896,1.02471446261916e-05,0.0,0.0,0.0,0.0,405.948796957047,391.598184452144,419.636927986231,409.802472429272,WBGene00001565,WBGene00001565,History: N.A.
WBGene00013306,Y57G11C.8,-5.01667989483209,1.0327881296827e-05,325.432959220263,0.0,0.0,0.0,5422.61367108845,4483.64568811434,5885.73092870648,3284.45435399472,WBGene00013306,WBGene00013306,History: N.A.
WBGene00004502,rpt-2,-5.20144276042082,1.04504785906208e-05,0.0,0.0,0.0,0.0,1910.70396806749,1128.46473349778,1269.72689750012,2361.84771123802,WBGene00004502,WBGene00004502,History: N.A.
WBGene00014238,ZK1225.4,-5.25755419505791,1.06585464981051e-05,0.0,0.0,0.0,0.0,1519.95962938201,1675.68897011703,392.802734185986,2849.57886461563,WBGene00014238,WBGene00014238,History: N.A.
WBGene00002363,let-92,-5.23183344782986,1.07470230836127e-05,0.0,0.0,0.0,0.0,920.089133970033,2662.68975617829,891.668898301238,1194.20170476226,WBGene00002363,WBGene00002363,History: N.A.
WBGene00011040,R05H5.5,-5.19669640351413,1.07470230836127e-05,0.0,0.0,0.0,0.0,3312.48211286466,1565.08566776701,2935.00734562333,3685.14462982418,WBGene00011040,WBGene00011040,History: N.A.
WBGene00019900,vdac-1,-5.20134211920719,1.07727182473527e-05,0.0,0.0,0.0,0.0,2769.0280162228,3270.78450099747,1226.741351491,2395.98379143951,WBGene00019900,WBGene00019900,History: N.A.
WBGene00017673,icmt-1,-5.21210578441854,1.0864825371105e-05,0.0,0.0,0.0,0.0,3578.35018754688,2662.85777042338,1387.12802995449,1238.50954186474,WBGene00017673,WBGene00017673,History: Renamed on 2015-04-29
WBGene00022793,ZK686.3,-5.18472138736041,1.08821929568805e-05,0.0,0.0,0.0,0.0,1918.2442362919,2114.78031824556,2230.79090279026,1383.18153254823,WBGene00022793,WBGene00022793,History: N.A.
WBGene00044347,Y71G12B.30,-5.2186893691617,1.10370235837925e-05,0.0,0.0,0.0,0.0,3940.3622687773,2932.25194175026,916.476029129463,2045.70934055091,WBGene00044347,WBGene00044347,History: N.A.
WBGene00013068,Y51A2B.4,-5.19273882460371,1.10577652128996e-05,0.0,0.0,0.0,0.0,1907.10565550992,2523.00062449824,1478.55831441476,3300.35970195595,WBGene00013068,WBGene00013068,History: N.A.
WBGene00015661,C09H5.7,-5.21824530529231,1.1134111300292e-05,0.0,0.0,0.0,0.0,808.521439581451,3676.85794603149,2507.3515846842,2798.38882513151,WBGene00015661,WBGene00015661,History: N.A.
WBGene00022542,ZC190.8,-5.19892001006397,1.13690595210448e-05,0.0,0.0,0.0,0.0,4953.29235200104,1820.26267881598,4266.9264399687,2381.10190453615,WBGene00022542,WBGene00022542,History: N.A.
WBGene00021880,Y54G2A.15,-5.00522380604888,1.14190990491897e-05,0.0,580.541804571766,0.0,0.0,9727.22020107083,4595.92909642732,4309.3761369701,6011.97599224223,WBGene00021880,WBGene00021880,History: N.A.
WBGene00020352,T08B6.2,-5.17941435898706,1.15005635602565e-05,0.0,0.0,0.0,0.0,2136.44114572947,3179.69936299501,2981.44733526927,1848.61920014621,WBGene00020352,WBGene00020352,History: N.A.
WBGene00014129,ZK892.5,-4.99123998215611,1.1812738577897e-05,287.350378885977,0.0,0.0,0.0,4788.05249681214,2771.27462212173,3712.12512980728,5385.90615191535,WBGene00014129,WBGene00014129,History: N.A.
WBGene00014157,ZK930.7,-5.18354294897741,1.19381880913927e-05,0.0,0.0,0.0,0.0,3756.43809487147,2070.65429924044,5339.2637493024,3792.09799448849,WBGene00014157,WBGene00014157,History: N.A.
WBGene00002229,klp-19,-4.64924913033589,1.19544866873779e-05,67.5836587538328,94.0939316278397,0.0,0.0,1351.35693488009,1396.69863595555,1047.6923635753,1169.30175261959,WBGene00002229,WBGene00002229,History: N.A.
WBGene00003902,pab-1,-5.18558114463263,1.19590233669424e-05,0.0,0.0,0.0,0.0,781.98695218206,517.263834597901,1091.27879298659,1353.27490481746,WBGene00003902,WBGene00003902,History: N.A.
WBGene00018004,F33D11.7,-5.19075528333059,1.23905088492294e-05,0.0,0.0,0.0,0.0,1864.95967417268,3700.86555692974,1156.7063940394,2259.19650316211,WBGene00018004,WBGene00018004,History: N.A.
WBGene00001239,elo-1,-5.17537902775389,1.24175655711163e-05,0.0,0.0,0.0,0.0,1112.82758579755,2453.68742052851,2300.70172880363,2888.72143143727,WBGene00001239,WBGene00001239,History: N.A.
WBGene00017550,nep-6,-5.1742487526228,1.27090739123768e-05,0.0,0.0,0.0,0.0,922.288800615453,1220.13964627374,1573.08909189374,638.430237427545,WBGene00017550,WBGene00017550,History: N.A.
WBGene00044777,T02B11.9,-4.98436624175906,1.29634057197766e-05,0.0,581.539299081339,0.0,0.0,6263.95733861299,2877.39117613523,7014.76841539871,7828.9976022687,WBGene00044777,WBGene00044777,History: N.A.
WBGene00020349,T08B2.11,-4.63900440767341,1.29912782709743e-05,0.0,0.0,305.623189778666,293.508239587525,2904.66861377665,1965.0293325419,2456.68150702761,4341.24237718821,WBGene00020349,WBGene00020349,History: N.A.
WBGene00010405,erfa-3,-5.18940403512447,1.31379514526798e-05,0.0,0.0,0.0,0.0,803.310344532091,830.263591725684,934.196686113126,2259.03649207753,WBGene00010405,WBGene00010405,History: N.A.
WBGene00010510,ent-3,-5.17817340086035,1.31379514526798e-05,0.0,0.0,0.0,0.0,703.245210469283,581.472800177328,1363.04594610111,1521.25955012032,WBGene00010510,WBGene00010510,History: N.A.
WBGene00018284,F41E6.1,-5.14764476779919,1.31607115157575e-05,0.0,0.0,0.0,0.0,5786.70344614724,4101.16326002622,3845.4586038575,5722.41959751383,WBGene00018284,WBGene00018284,"History: Split into F41E6.17(WBGene00194909). History of WBGene00018284: Split into ""WBGene00194909"" on 2009-12-22"
WBGene00017910,F28H1.5,-5.18254581687245,1.32959909205577e-05,0.0,0.0,0.0,0.0,2921.17241271856,5635.81329402641,4529.50652858215,10110.5250100304,WBGene00017910,WBGene00017910,History: N.A.
WBGene00077563,peel-1,-5.14279633236678,1.35903533208236e-05,0.0,0.0,0.0,0.0,4382.51111068338,2588.31787405055,3883.10090858357,3792.09799448849,WBGene00077563,WBGene00077563,History: N.A.
WBGene00013463,kdp-1,-5.15289716142289,1.38192116679227e-05,0.0,0.0,0.0,0.0,5231.52156570507,4325.64267585791,2317.68107735569,5820.0808175821,WBGene00013463,WBGene00013463,History: N.A.
WBGene00012315,immt-2,-5.13561323860731,1.43115077240088e-05,0.0,0.0,0.0,0.0,1123.63173711597,774.221758904626,1306.70923432051,1134.29838300234,WBGene00012315,WBGene00012315,History: N.A.
WBGene00007791,C28A5.6,-5.14528913517312,1.43762699911148e-05,0.0,0.0,0.0,0.0,988.275062471014,408.573751634207,861.97379500923,641.350778312392,WBGene00007791,WBGene00007791,History: N.A.
WBGene00001051,cks-1,-5.16603093904552,1.45567077148729e-05,0.0,0.0,0.0,0.0,1753.5464988325,2416.51033839929,5438.02226808132,4046.15527096937,WBGene00001051,WBGene00001051,History: Renamed on 2007-08-17
WBGene00001558,gdi-1,-5.16421678462553,1.45687835331631e-05,0.0,0.0,0.0,0.0,466.132613613702,1541.67241842182,1806.93777895107,1613.34039285488,WBGene00001558,WBGene00001558,History: N.A.
WBGene00008424,D2045.7,-5.14965889873424,1.46510207849145e-05,0.0,0.0,0.0,0.0,3071.29163527613,1128.65487077385,2381.13906810048,1476.40353979664,WBGene00008424,WBGene00008424,History: N.A.
WBGene00017328,F10C5.2,-5.14005826803927,1.46570398343249e-05,0.0,0.0,0.0,0.0,1228.10280312372,676.964796164004,1269.51303074966,1593.97867768039,WBGene00017328,WBGene00017328,History: N.A.
WBGene00004469,rps-0,-5.17980739874095,1.51242800927747e-05,0.0,0.0,0.0,0.0,1320.87796053361,1456.21014305279,2730.83292157996,4952.6919614352,WBGene00004469,WBGene00004469,History: N.A.
WBGene00019757,memb-2,-5.12754921579661,1.51289370377808e-05,0.0,0.0,0.0,0.0,1842.8991866711,2438.05883823215,2571.80352487285,1594.62329548554,WBGene00019757,WBGene00019757,History: Renamed on 2010-03-26
WBGene00003424,msp-3,-5.13535036148994,1.52153612259105e-05,0.0,0.0,0.0,0.0,5329.85843724088,7344.91958118731,4820.87829357867,3074.54561708528,WBGene00003424,WBGene00003424,History: N.A.
WBGene00011510,pdha-1,-5.15097241767265,1.53561986604733e-05,0.0,0.0,0.0,0.0,1250.21370750095,1378.30589671663,484.638558613728,1802.97428162408,WBGene00011510,WBGene00011510,History: N.A.
WBGene00235254,F49D11.14,-5.13935773366045,1.58699629771512e-05,0.0,0.0,0.0,0.0,6289.89505016005,11441.6511239862,3901.18988797138,7619.5260945157,WBGene00235254,WBGene00235254,History: N.A.
WBGene00022170,Y71H2AM.5,-5.12865621903079,1.63110208279009e-05,0.0,0.0,0.0,0.0,2559.67924948061,5820.23959229629,2976.73730788337,3322.25782320116,WBGene00022170,WBGene00022170,History: N.A.
WBGene00022646,acl-9,-5.12332437539609,1.65748480732243e-05,0.0,0.0,0.0,0.0,830.059920553908,1601.43328573428,1716.09719115681,2154.70205131796,WBGene00022646,WBGene00022646,History: N.A.
WBGene00189952,K10D2.8,-5.12133316532258,1.71142918301628e-05,0.0,0.0,0.0,0.0,1138.90133429327,1883.38331528852,2648.93352749322,2956.4046889686,WBGene00189952,WBGene00189952,History: N.A.
WBGene00016741,C48B6.3,-5.12956075800184,1.72121480214862e-05,0.0,0.0,0.0,0.0,949.381034133532,1831.63932055858,1472.0896217892,3012.09390923824,WBGene00016741,WBGene00016741,History: N.A.
WBGene00006052,ssq-3,-5.13038665607787,1.72480189753007e-05,0.0,0.0,0.0,0.0,1394.3863725656,3458.81238797392,1351.31577444792,1809.80137873178,WBGene00006052,WBGene00006052,History: N.A.
WBGene00019664,K11H12.8,-5.10308619059888,1.8057337696195e-05,0.0,0.0,0.0,0.0,2567.79233743459,1857.76412861726,995.390763808862,1944.12630937722,WBGene00019664,WBGene00019664,History: N.A.
WBGene00009454,F36A2.7,-5.15475055476664,1.8330660718768e-05,0.0,0.0,0.0,0.0,2025.34620615153,2791.06944085118,7851.1446495424,2920.81833623102,WBGene00009454,WBGene00009454,History: N.A.
WBGene00006713,ubc-18,-5.16076570651502,1.86390361616375e-05,0.0,0.0,0.0,0.0,601.885945364498,2985.98810908298,4666.3564038885,5728.7967367384,WBGene00006713,WBGene00006713,History: N.A.
WBGene00010990,R03D7.4,-5.10618944579588,1.87600245883331e-05,0.0,0.0,0.0,0.0,1845.41795549115,953.668373867144,715.36625508359,1796.40307695302,WBGene00010990,WBGene00010990,History: N.A.
WBGene00007230,C01G10.1,-5.11709480708781,1.87800500642574e-05,0.0,0.0,0.0,0.0,212.523211558398,702.892618892216,659.067756519824,827.514114147298,WBGene00007230,WBGene00007230,History: N.A.
WBGene00017636,F20D6.6,-5.08402081503067,1.88036543865447e-05,0.0,0.0,0.0,0.0,2223.61889055978,1532.15156862828,2298.59678669128,2244.72772409337,WBGene00017636,WBGene00017636,History: N.A.
WBGene00004904,snf-5,-5.13265840813481,1.89869117188794e-05,0.0,0.0,0.0,0.0,662.419037171393,410.786998653485,1027.13257884447,1719.53328052848,WBGene00004904,WBGene00004904,History: N.A.
WBGene00235342,Y69A2AR.50,-5.11420892203243,1.93812817452903e-05,0.0,0.0,0.0,0.0,10801.8464328082,44657.1110536188,33498.2171713809,32713.1653657874,WBGene00235342,WBGene00235342,History: N.A.
WBGene00011478,T05D4.5,-5.12151038384874,1.93875743397936e-05,0.0,0.0,0.0,0.0,547.021257569624,1583.05086449358,1484.34875210795,2603.29520852461,WBGene00011478,WBGene00011478,History: N.A.
WBGene00006625,try-7,-5.08407972365558,1.95116354456622e-05,0.0,0.0,0.0,0.0,1689.19616860011,2514.05754471999,1309.61545446912,2046.27806708428,WBGene00006625,WBGene00006625,"History: Split into ZC581.10(WBGene00195178). History of WBGene00006625: Split into ""WBGene00195178"" on 2010-06-23"
WBGene00007825,C30H6.8,-5.08650161646426,1.96067165123839e-05,0.0,0.0,0.0,0.0,4263.8867497927,2014.60651369709,4250.24372005303,3162.38977757343,WBGene00007825,WBGene00007825,History: N.A.
WBGene00011529,T06D8.9,-5.09802638194305,1.9795518807761e-05,0.0,0.0,0.0,0.0,2554.74644083585,1642.95608291169,1540.51892212465,736.856763169703,WBGene00011529,WBGene00011529,History: N.A.
WBGene00007714,C25D7.1,-5.08711318637461,1.98556234448011e-05,0.0,0.0,0.0,0.0,4271.38039961659,5886.26244116241,2759.62905080576,3079.94903644747,WBGene00007714,WBGene00007714,History: N.A.
WBGene00000249,bir-1,-5.0862728733829,1.99217466587955e-05,0.0,0.0,0.0,0.0,3572.03916428842,2953.51263582135,3323.23583049414,6181.62610842543,WBGene00000249,WBGene00000249,History: N.A.
WBGene00020966,W03A5.1,-5.07754566382123,1.99497351162261e-05,0.0,0.0,0.0,0.0,729.06630890984,1085.08099212357,791.332074107945,630.846292922466,WBGene00020966,WBGene00020966,History: N.A.
WBGene00017759,sucl-2,-5.08878762249632,1.99632985384638e-05,0.0,0.0,0.0,0.0,1755.06603652646,2321.86019342905,1088.54691848075,2733.52149317981,WBGene00017759,WBGene00017759,History: N.A.
WBGene00004465,rpn-9,-5.09020843313013,2.02516264459139e-05,0.0,0.0,0.0,0.0,1352.03351545496,1565.08566776701,838.573527320951,2339.77436814234,WBGene00004465,WBGene00004465,History: N.A.
WBGene00220250,C09B9.85,-5.11579177981712,2.04757346596817e-05,0.0,0.0,0.0,0.0,1979.16567376371,1272.80039647936,340.98348097904,1522.25059868717,WBGene00220250,WBGene00220250,History: N.A.
WBGene00044062,snb-6,-5.12064261726362,2.05108154466605e-05,0.0,0.0,0.0,0.0,8805.85307022406,5096.73550068475,1365.41646078998,5333.66826616099,WBGene00044062,WBGene00044062,History: Renamed on 2010-03-26
WBGene00011378,T02E1.6,-5.08103515338932,2.05189386091905e-05,0.0,0.0,0.0,0.0,2240.42721919418,1481.98377390328,2779.16624762563,3489.47323355033,WBGene00011378,WBGene00011378,History: N.A.
WBGene00000266,bre-1,-5.09563561876818,2.05781867579385e-05,0.0,0.0,0.0,0.0,1144.80237747614,631.047259354011,739.627381021422,1816.0528515426,WBGene00000266,WBGene00000266,History: Renamed on 2006-12-15
WBGene00008505,F01G4.6,-5.10708228820448,2.09785544243216e-05,0.0,0.0,0.0,0.0,635.568893143787,1051.03033337492,2135.24854485463,916.574791704294,WBGene00008505,WBGene00008505,History: N.A.
WBGene00022140,Y71G12A.4,-5.12414260388737,2.13683095301205e-05,0.0,0.0,0.0,0.0,2824.75063619461,1167.81148152769,437.999701508642,2199.77950009031,WBGene00022140,WBGene00022140,History: N.A.
WBGene00008935,F18C12.4,-5.07129042550082,2.19948559460922e-05,0.0,0.0,0.0,0.0,1898.76206826706,3663.27864111717,3434.8757841748,4928.88094238984,WBGene00008935,WBGene00008935,History: N.A.
WBGene00010485,ant-1.3,-5.09870687609335,2.26300951984259e-05,0.0,0.0,0.0,0.0,3127.94780872824,3556.18886286057,1212.53199220732,1014.95617861309,WBGene00010485,WBGene00010485,History: Renamed on 2014-03-03
WBGene00021420,trap-3,-5.06807093775793,2.3135286863259e-05,0.0,0.0,0.0,0.0,1992.96059645907,4119.65969129325,3090.24143647425,1724.4683903947,WBGene00021420,WBGene00021420,History: N.A.
WBGene00012357,W09D6.4,-5.79090094891242,2.31810830616827e-05,0.0,0.0,0.0,0.0,8344.12294669172,1254.41323184323,7645.30939655814,10501.8187370104,WBGene00012357,WBGene00012357,History: N.A.
WBGene00020653,T21E3.2,-5.04972541963265,2.43775595307634e-05,0.0,0.0,0.0,0.0,5768.39109346956,3179.69936299501,2484.53944605772,2772.92880021932,WBGene00020653,WBGene00020653,History: N.A.
WBGene00017832,kbp-2,-4.83161644095437,2.44579645297826e-05,0.0,552.130297007079,0.0,0.0,5286.38487739389,4917.38172286993,5123.09601927726,5145.97684034176,WBGene00017832,WBGene00017832,History: N.A.
WBGene00235281,Y4C6A.68,-5.05489207950216,2.46865738158844e-05,0.0,0.0,0.0,0.0,8030.00698474177,3688.63802755662,2766.92322450833,5404.15727408382,WBGene00235281,WBGene00235281,History: N.A.
WBGene00010244,F58D5.5,-5.0380363771836,2.54613305813155e-05,0.0,0.0,0.0,0.0,862.76728696551,832.267777889594,445.929408564709,995.380050685757,WBGene00010244,WBGene00010244,History: N.A.
WBGene00000257,bmk-1,-4.82501849990841,2.55112933423427e-05,0.0,0.0,153.211102326952,0.0,794.253414177072,1094.53703562791,1026.29341824084,1145.41895538471,WBGene00000257,WBGene00000257,History: N.A.
WBGene00009884,F49C12.15,-5.06000588467607,2.55112933423427e-05,0.0,0.0,0.0,0.0,298.72362922589,1111.48783042746,926.388749208543,904.678245735271,WBGene00009884,WBGene00009884,History: N.A.
WBGene00000114,alh-8,-5.03661592456339,2.55423613924432e-05,0.0,0.0,0.0,0.0,1245.08988083086,1372.65710205796,643.536446683803,1256.90952993548,WBGene00000114,WBGene00000114,History: N.A.
WBGene00003742,nlp-4,-5.05094164825343,2.62481224807341e-05,0.0,0.0,0.0,0.0,5732.11190420246,4212.93500505838,1975.13072944463,2204.39119715548,WBGene00003742,WBGene00003742,"History: Split into F59C6.18(WBGene00206464). History of WBGene00003742: Split into ""WBGene00206464"" on 2011-03-28"
WBGene00012765,Y41E3.7,-5.02949254789274,2.64254131864311e-05,0.0,0.0,0.0,0.0,1103.7309025349,912.611261313736,1026.85270620718,1719.06474284986,WBGene00012765,WBGene00012765,History: N.A.
WBGene00002212,kin-31,-5.0826013942131,2.64775151305378e-05,0.0,0.0,0.0,0.0,879.947663787778,1455.15568241336,909.618496688475,3299.40376866067,WBGene00002212,WBGene00002212,History: N.A.
WBGene00016753,oac-9,-5.05433785085441,2.64790896669931e-05,0.0,0.0,0.0,0.0,1268.81516438624,655.693682267308,368.886984316792,1235.11503646417,WBGene00016753,WBGene00016753,History: N.A.
WBGene00008581,acl-13,-5.02380585667118,2.69979983971872e-05,0.0,0.0,0.0,0.0,1739.98814961472,2589.65205852171,1618.79271124586,1505.57646197475,WBGene00008581,WBGene00008581,History: N.A.
WBGene00006528,tba-1,-5.02210083609082,2.70583720958241e-05,0.0,0.0,0.0,0.0,1065.97168744818,1542.43311204933,1239.6544183488,1844.72737025117,WBGene00006528,WBGene00006528,History: N.A.
WBGene00003448,msp-55,-5.023497402393,2.75103204996047e-05,0.0,0.0,0.0,0.0,3545.46381820838,4397.30852825568,4123.13942207916,6902.59037883917,WBGene00003448,WBGene00003448,History: N.A.
WBGene00015344,nra-4,-5.03100452976285,2.75103204996047e-05,0.0,0.0,0.0,0.0,779.83627299564,736.916023987109,604.598597874552,289.189934280299,WBGene00015344,WBGene00015344,History: N.A.
WBGene00008871,tag-314,-5.01779981510635,2.75804348626595e-05,0.0,0.0,0.0,0.0,1617.68866306033,1605.0878573585,2257.51763085884,1399.75319627685,WBGene00008871,WBGene00008871,History: N.A.
WBGene00009548,F38H4.4,-5.04346338831011,2.77298808648599e-05,0.0,0.0,0.0,0.0,1448.4001474266,1197.59832980503,561.464456463104,2088.78546095186,WBGene00009548,WBGene00009548,History: N.A.
WBGene00020898,T28D9.9,-5.01526358867114,2.77298808648599e-05,0.0,0.0,0.0,0.0,1757.35028733322,2542.83983765183,2724.90920591493,2280.89935150361,WBGene00020898,WBGene00020898,History: N.A.
WBGene00000878,cyn-2,-5.03463837802456,2.91550095099954e-05,0.0,0.0,0.0,0.0,2881.00456067075,1905.70886430806,2233.61156459243,5484.32461426023,WBGene00000878,WBGene00000878,History: N.A.
WBGene00002045,icd-1,-5.02698046672249,2.96052850643207e-05,0.0,0.0,0.0,0.0,2656.1917457725,3660.41893882121,2059.31662938817,1149.17442736958,WBGene00002045,WBGene00002045,History: N.A.
WBGene00012760,Y41C4A.17,-5.02909853150018,3.11646484435442e-05,0.0,0.0,0.0,0.0,9001.53869400682,13645.2283774946,5815.66270336474,3894.42444830802,WBGene00012760,WBGene00012760,History: N.A.
WBGene00006699,uba-1,-5.05429792331557,3.11786336065152e-05,0.0,0.0,0.0,0.0,217.837720478788,1080.70448906311,675.548880842583,376.981124332048,WBGene00006699,WBGene00006699,History: N.A.
WBGene00017955,F31E8.5,-5.01657078029983,3.14409261210863e-05,0.0,0.0,0.0,0.0,802.117309366944,1105.37403598066,1451.03663489893,2313.51947424239,WBGene00017955,WBGene00017955,History: N.A.
WBGene00194647,Y51H4A.935,-5.01657078029983,3.14409261210863e-05,0.0,0.0,0.0,0.0,4175.97155907533,5754.78235227047,7554.36598581399,12044.611695798,WBGene00194647,WBGene00194647,History: N.A.
WBGene00011472,T05C12.9,-4.98138528206736,3.43558439572975e-05,0.0,0.0,0.0,0.0,2938.32610218875,1388.30397057882,1952.61628589656,2542.47399215964,WBGene00011472,WBGene00011472,History: N.A.
WBGene00004109,stam-1,-4.9721272955483,3.44583994376298e-05,0.0,0.0,0.0,0.0,1444.09711668559,1393.04713625371,1119.59281989909,1041.28995944065,WBGene00004109,WBGene00004109,History: N.A.
WBGene00235313,C25E10.17,-5.0059617728925,3.44583994376298e-05,0.0,0.0,0.0,0.0,4040.59093496565,6681.86200303523,7831.56573520439,2622.18104998296,WBGene00235313,WBGene00235313,History: N.A.
WBGene00007278,lab-1,-5.03343383295241,3.4843784426678e-05,0.0,0.0,0.0,0.0,2259.80050895569,4204.12133349968,875.999403017283,4888.39888908957,WBGene00007278,WBGene00007278,History: N.A.
WBGene00008480,eif-2A,-4.97426180567193,3.51141277543309e-05,0.0,0.0,0.0,0.0,1177.52686404159,1298.17183295404,760.769830382015,849.075097741575,WBGene00008480,WBGene00008480,History: N.A.
WBGene00022089,Y69A2AR.18,-4.97913512585586,3.55579084098539e-05,0.0,0.0,0.0,0.0,2402.9531259425,2270.70056204841,1330.70248297329,1188.12949270414,WBGene00022089,WBGene00022089,History: N.A.
WBGene00013824,Y116F11B.8,-4.96951932648605,3.58077897159552e-05,0.0,0.0,0.0,0.0,1795.51968630455,2375.37824753292,1392.04692367773,1864.35212950916,WBGene00013824,WBGene00013824,History: N.A.
WBGene00235290,Y59H11AR.10,-4.75909885590966,3.58524292431553e-05,0.0,1428.08384837696,0.0,0.0,17091.5291658357,9892.3980182067,11925.7893410771,11831.1628809358,WBGene00235290,WBGene00235290,History: N.A.
WBGene00019298,K02D7.1,-4.97431418166166,3.61650250354875e-05,0.0,0.0,0.0,0.0,2398.88721540791,1133.42921455885,2125.52139412315,1482.64890164011,WBGene00019298,WBGene00019298,History: N.A.
WBGene00019405,K05F1.1,-4.96414922991543,3.72868500568389e-05,0.0,0.0,0.0,0.0,1090.36134920675,1352.33512611901,1268.01797839177,1886.93512973202,WBGene00019405,WBGene00019405,History: N.A.
WBGene00009277,F30F8.10,-4.96058908673386,3.72920933900788e-05,0.0,0.0,0.0,0.0,1841.22382377412,2283.60226978733,2498.09147939985,2788.05386640233,WBGene00009277,WBGene00009277,History: N.A.
WBGene00022678,sar-1,-4.96058908673386,3.72920933900788e-05,0.0,0.0,0.0,0.0,1512.86364605157,1876.34920393356,2052.58683648167,2290.83791076942,WBGene00022678,WBGene00022678,History: N.A.
WBGene00020416,T10E9.6,-4.98030487124969,3.77584687491207e-05,0.0,0.0,0.0,0.0,4551.33978910457,5644.85954329451,1764.30216843649,3938.1820263789,WBGene00020416,WBGene00020416,History: N.A.
WBGene00000229,atp-2,-4.99240688934112,3.85104469789584e-05,0.0,0.0,0.0,0.0,1469.92467009443,1215.39571296785,325.604754776253,1453.59543949289,WBGene00000229,WBGene00000229,History: N.A.
WBGene00018497,msrp-3,-4.97570338121325,3.86752704838975e-05,0.0,0.0,0.0,0.0,4880.3523039796,3228.22489544232,3783.68416845417,8445.73976741499,WBGene00018497,WBGene00018497,History: N.A.
WBGene00020433,T11F8.1,-4.97079980439415,3.87487595129914e-05,0.0,0.0,0.0,0.0,2953.62988397099,1395.53472042559,2944.1792435784,1460.40916811551,WBGene00020433,WBGene00020433,History: N.A.
WBGene00021820,nipa-1,-4.96835197212189,3.88590973525568e-05,0.0,0.0,0.0,0.0,984.372396671463,1627.84122917201,763.173234463417,1703.51494701201,WBGene00021820,WBGene00021820,History: N.A.
WBGene00007169,B0393.4,-4.965013298471,3.90293464651695e-05,0.0,0.0,0.0,0.0,952.357150227994,918.690568305246,984.469548531962,412.027664985567,WBGene00007169,WBGene00007169,History: N.A.
WBGene00018954,F56C9.11,-4.95542653339789,3.90293464651695e-05,0.0,0.0,0.0,0.0,1684.27958931521,2437.10845147088,2611.60736783115,1821.7162180235,WBGene00018954,WBGene00018954,History: N.A.
WBGene00010755,vglu-2,-4.96929448964701,3.92799433499833e-05,0.0,0.0,0.0,0.0,1145.34186964272,1420.52544586205,887.971119646643,495.520547145696,WBGene00010755,WBGene00010755,History: N.A.
WBGene00019063,F58F12.3,-4.96988721436017,3.98306021788235e-05,0.0,0.0,0.0,0.0,1381.54584321387,685.392222855677,1499.5364951377,2151.76248508151,WBGene00019063,WBGene00019063,History: N.A.
WBGene00194982,Y17D7B.10,-4.97143070902675,3.99870639749933e-05,0.0,0.0,0.0,0.0,6231.83448046626,7729.11537466479,4831.47363048763,13480.7000133739,WBGene00194982,WBGene00194982,History: N.A.
WBGene00011790,T15H9.5,-4.96068828065393,4.13508081206402e-05,0.0,0.0,0.0,0.0,3398.231889516,5057.64261093837,3688.45721790583,1764.25268631404,WBGene00011790,WBGene00011790,History: N.A.
