# Inheritance comparison (log2foldChange=log2(F3 of starved worms/fed)),,,,,,,
gene,baseMean,log2FoldChange,pvalue,padj,Input,Suggested Match,History
Y46B2A.2,113.0113727,1.666479487,1.60E-16,2.64E-14,Y46B2A.2,,Sequence name for Suppressed gene WBGene00021577. Molecular name for Suppressed gene WBGene00021577. Public name for Suppressed gene WBGene00021577. History of WBGene00021577: N.A.. Remark: This gene was determined to be of Transposon in origin so has been suppressed from the protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
Y46H3C.5,1015.521132,-1.517635919,1.48E-09,7.85E-08,Y46H3C.5,WBGene00021605,Public name for WBGene00021605. History: N.A.
Y46H3C.7,16277.57339,-1.930873285,3.06E-42,2.44E-39,Y46H3C.7,WBGene00021607,Public name for WBGene00021607. History: N.A.
Y47D3B.11,770.2941445,-0.939098206,2.32E-18,4.84E-16,Y47D3B.11,WBGene00023404,Sequence name for WBGene00023404(plr-1). History: N.A.
Y48A6B.10,191.7746949,-0.672007765,0.000969643,0.007945328,Y48A6B.10,WBGene00012973,"Public name for Dead gene WBGene00012971. History of WBGene00012971: Merged into ""WBGene00012973"" on 2016-10-20; Merged into ""WBGene00012973"" on 2016-10-20"
Y48A6B.8,1750.578635,-0.662017626,1.27E-05,0.000220001,Y48A6B.8,WBGene00012969,Public name for WBGene00012969. History: N.A.
Y48G1BL.5,1199.647846,-0.999061403,1.32E-07,4.38E-06,Y48G1BL.5,WBGene00021664,Public name for WBGene00021664. History: N.A.
Y48G1BM.9,1259.186909,-0.931386396,1.80E-07,5.75E-06,Y48G1BM.9,WBGene00021675,"Public name for Dead gene WBGene00021674. History of WBGene00021674: Merged into ""WBGene00021675"" on 2013-10-17"
Y48G1C.5,1037.006237,-1.33257258,2.41E-29,1.21E-26,Y48G1C.5,WBGene00021678,Public name for WBGene00021678. History: N.A.
Y48G1C.7,539.9608546,-0.457884859,0.002065218,0.01453266,Y48G1C.7,WBGene00021681,"Public name for Dead gene WBGene00021680. History of WBGene00021680: Merged into ""WBGene00021681"" on 2010-11-23"
Y49E10.26,572.8831434,-1.218271168,4.34E-06,8.88E-05,Y49E10.26,WBGene00014904,Public name for WBGene00014904. History: N.A.
Y49E10.30,7483.98766,-1.742954897,1.27E-12,1.21E-10,Y49E10.30,WBGene00194981,Public name for WBGene00194981. History: N.A.
Y50D7A.7,8003.187435,-0.518867608,3.44E-06,7.31E-05,Y50D7A.7,WBGene00000081,Sequence name for WBGene00000081(ads-1). History: N.A.
Y51A2A.2,192.104495,-3.023344995,3.94E-43,3.56E-40,Y51A2A.2,WBGene00014905,Public name for WBGene00014905. History: N.A.
Y51H7C.15,13121.15024,-1.703724945,1.87E-14,2.25E-12,Y51H7C.15,WBGene00044439,Public name for WBGene00044439. History: N.A.
Y53C12A.3,502.7003713,-0.456211022,0.006060481,0.033308069,Y53C12A.3,WBGene00013139,"Public name for WBGene00013139. History: Split into Y53C12A.10(WBGene00175030). History of WBGene00013139: Split into ""WBGene00175030"" on 2008-11-27"
Y53F4B.21,331.977051,0.517752868,0.011402489,0.053696295,Y53F4B.21,WBGene00013167,Public name for WBGene00013167. History: N.A.
Y53F4B.25,409.3643665,-0.690183564,0.009562506,0.047127505,Y53F4B.25,WBGene00013171,Public name for WBGene00013171. History: N.A.
Y53F4B.45,3190.346157,-1.366935965,7.83E-11,5.44E-09,Y53F4B.45,WBGene00044728,Public name for WBGene00044728. History: N.A.
Y54E10A.10,390.0056268,0.280545667,0.016061985,0.069019682,Y54E10A.10,WBGene00021830,Public name for WBGene00021830. History: N.A.
Y54E5A.5,767.7401494,0.609724693,2.48E-05,0.000381559,Y54E5A.5,WBGene00013200,Public name for WBGene00013200. History: N.A.
Y54E5B.5,7.448990838,1.073205914,0.016087373,0.069063087,Y54E5B.5,WBGene00014921,Public name for WBGene00014921. History: N.A.
Y54F10BL.1,32.4493631,-0.931982756,0.010613695,0.050973569,Y54F10BL.1,WBGene00044676,Sequence name for WBGene00044676(fbxa-42). History: N.A.
Y54G11A.8,194.4383314,1.150392256,2.71E-07,8.34E-06,Y54G11A.8,WBGene00013217,Sequence name for WBGene00013217(ddl-3). History: N.A.
Y54G2A.37,290.6025784,-1.225264183,1.75E-19,4.03E-17,Y54G2A.37,WBGene00023484,Public name for WBGene00023484. History: N.A.
Y55F3AM.13,503.3893172,0.463925337,0.002237113,0.015453413,Y55F3AM.13,WBGene00021930,Public name for WBGene00021930. History: N.A.
Y55F3BR.9,164.1278914,-0.642598909,0.016162135,0.069255118,Y55F3BR.9,WBGene00023183,Public name for WBGene00023183. History: N.A.
Y56A3A.10,985.0832715,-0.590782216,0.001398554,0.010559667,Y56A3A.10,WBGene00013230,Sequence name for WBGene00013230(fbxb-22). History: N.A.
Y56A3A.7,597.5529593,-0.306798091,0.023637242,0.09108773,Y56A3A.7,WBGene00013228,Public name for WBGene00013228. History: N.A.
Y57A10A.15,3642.43115,-2.810973637,4.36E-27,1.60E-24,Y57A10A.15,WBGene00013258,Sequence name for WBGene00013258(polg-1). History: N.A.
Y57E12B.4,11.84773344,-1.176057974,0.004683557,0.027434913,Y57E12B.4,WBGene00021964,Public name for WBGene00021964. History: N.A.
Y57G11C.11,484.2391387,0.444848226,0.011947812,0.055448733,Y57G11C.11,WBGene00000763,Sequence name for WBGene00000763(coq-3). History: N.A.
Y57G11C.16,53.15195488,-0.65316735,0.00397533,0.024313017,Y57G11C.16,WBGene00004487,Sequence name for WBGene00004487(rps-18). History: N.A.
Y58A7A.3,449.704156,-1.098086898,8.71E-08,3.03E-06,Y58A7A.3,WBGene00021977,Public name for WBGene00021977. History: N.A.
Y58A7A.4,333.8631877,-1.13675124,1.42E-06,3.46E-05,Y58A7A.4,WBGene00021978,Public name for WBGene00021978. History: N.A.
Y59H11AR.6,16525.10763,-0.835501499,5.52E-18,1.05E-15,Y59H11AR.6,WBGene00077437,Public name for WBGene00077437. History: N.A.
Y60A3A.24,165.8424794,0.947552193,6.50E-05,0.000873223,Y60A3A.24,WBGene00023519,Public name for WBGene00023519. History: N.A.
Y61A9LA.4,448.8523338,-0.609214547,2.89E-05,0.000434065,Y61A9LA.4,WBGene00022016,Public name for WBGene00022016. History: N.A.
Y66D12A.1,174.3022616,-0.876855536,0.000260159,0.002756796,Y66D12A.1,WBGene00013427,Public name for WBGene00013427. History: N.A.
Y67D8C.10,1119.737921,-0.593511943,5.14E-11,3.65E-09,Y67D8C.10,WBGene00003153,Sequence name for WBGene00003153(mca-3). History: Renamed on 2007-10-09
Y67D8C.5,4071.690751,0.590557587,1.17E-06,2.97E-05,Y67D8C.5,WBGene00022069,Sequence name for WBGene00022069(eel-1). History: N.A.
Y67H2A.8,83.4587666,-0.705937464,0.001060948,0.008564044,Y67H2A.8,WBGene00001393,Sequence name for WBGene00001393(fat-1). History: N.A.
Y68A4A.13,7.390749889,1.824994151,8.49E-05,0.001106815,Y68A4A.13,WBGene00044212,Public name for WBGene00044212. History: N.A.
Y69A2AR.41,52.29934815,0.586543209,0.016674918,0.070740407,Y69A2AR.41,WBGene00199492,Public name for WBGene00199492. History: N.A.
Y71A12B.10,19607.74973,-0.485877409,0.002259567,0.01559262,Y71A12B.10,WBGene00013507,Public name for WBGene00013507. History: N.A.
Y71A12B.2,1976.558816,-1.261596759,3.96E-11,2.92E-09,Y71A12B.2,WBGene00013500,Public name for WBGene00013500. History: N.A.
Y71A12B.3,740.2665455,-1.418867378,2.57E-12,2.35E-10,Y71A12B.3,WBGene00013501,Public name for WBGene00013501. History: N.A.
Y71G12A.3,182.7849211,-0.623839195,0.000221264,0.002428174,Y71G12A.3,WBGene00022139,"Sequence name for WBGene00022139(tub-2). History: Split into Y71G12A.5(WBGene00303094). History of WBGene00022139: Renamed on 2008-05-02; Split into ""WBGene00303094"" on 2018-03-02"
Y71G12B.11,602.9824865,-1.50217594,9.04E-28,3.60E-25,Y71G12B.11,WBGene00006771,"Sequence name for WBGene00006771(tln-1). History: Renamed on 2011-08-12. Public name for Dead gene WBGene00022151. History of WBGene00022151: Merged into ""WBGene00006771"" on 2013-01-31"
Y71H10A.2,90.70011595,-0.650985269,0.005937846,0.032820403,Y71H10A.2,WBGene00022200,Sequence name for WBGene00022200(fard-1). History: N.A.
Y71H2AM.12,497.7140595,0.620555511,0.000454775,0.004355881,Y71H2AM.12,WBGene00022177,Public name for WBGene00022177. History: N.A.
Y73B6A.3,113.016444,0.483580061,0.019718698,0.080326875,Y73B6A.3,WBGene00022230,Public name for WBGene00022230. History: N.A.
Y73B6BL.18,440.8271146,0.488546859,6.09E-06,0.000117716,Y73B6BL.18,WBGene00004881,Sequence name for WBGene00004881(smg-3). History: N.A.
Y76B12C.4,142.6923864,-3.019505253,4.43E-58,6.67E-55,Y76B12C.4,WBGene00022298,Public name for WBGene00022298. History: N.A.
Y77E11A.2,214.9137991,0.60792933,0.010226722,0.049607288,Y77E11A.2,WBGene00022307,Sequence name for WBGene00022307(nadk-1). History: N.A.
Y77E11A.8,85.56624249,0.726928225,0.002087065,0.014640784,Y77E11A.8,WBGene00022311,Public name for WBGene00022311. History: N.A.
Y77E11A.9,66.49017678,0.750557509,0.005292166,0.030111136,Y77E11A.9,WBGene00022312,Sequence name for WBGene00022312(clec-171). History: N.A.
Y7A5A.1,1389.505062,0.436176292,0.000648263,0.005780204,Y7A5A.1,WBGene00012407,Public name for WBGene00012407. History: N.A.
Y7A9A.79,707.1464391,-0.419813522,0.009121005,0.045514355,Y7A9A.79,WBGene00185076,Public name for WBGene00185076. History: N.A.
Y81G3A.1,234.256125,2.315493753,9.26E-14,1.05E-11,Y81G3A.1,WBGene00013590,Public name for WBGene00013590. History: N.A.
Y82E9BR.20,52.55236267,-2.025818198,7.26E-12,6.19E-10,Y82E9BR.20,WBGene00022352,Public name for WBGene00022352. History: N.A.
Y82E9BR.3,85.09117151,-0.549218402,0.007385558,0.038767029,Y82E9BR.3,WBGene00022336,Public name for WBGene00022336. History: N.A.
Y87G2A.11,382.0326727,-0.471509116,0.000240283,0.002593238,Y87G2A.11,WBGene00013599,Sequence name for WBGene00013599(eipr-1). History: N.A.
Y87G2A.17,2799.691411,-0.435421625,0.026966976,0.099775556,Y87G2A.17,WBGene00013603,Sequence name for WBGene00013603(soem-1). History: N.A.
Y87G2A.9,24.13646895,1.131730533,0.000326806,0.003322728,Y87G2A.9,WBGene00006709,Sequence name for WBGene00006709(ubc-14). History: N.A.
Y9D1A.1,1063.17766,-0.992571571,1.23E-05,0.000214131,Y9D1A.1,WBGene00021186,Public name for WBGene00021186. History: N.A.
ZC123.4,1533.004575,-0.491704589,0.000180901,0.002063763,ZC123.4,WBGene00022519,Sequence name for WBGene00022519(cdk-14). History: N.A.
ZC132.4,2335.520636,-1.929417594,5.82E-19,1.27E-16,ZC132.4,,Sequence name for Suppressed gene WBGene00022523. Molecular name for Suppressed gene WBGene00022523. Public name for Suppressed gene WBGene00022523. History of WBGene00022523: N.A.. Remark: This gene was determined to be of Transposon in origin so has been supressed from the protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
ZC190.10,198.638517,-0.356818805,0.009360445,0.046435619,ZC190.10,WBGene00022544,Public name for WBGene00022544. History: N.A.
ZC204.11,55.32055721,-1.038244713,0.003443386,0.021780247,ZC204.11,WBGene00022561,Sequence name for WBGene00022561(btb-13). History: N.A.
ZC204.3,89.41612263,-1.186334245,3.35E-10,2.04E-08,ZC204.3,WBGene00022555,Sequence name for WBGene00022555(btb-12). History: N.A.
ZC204.9,192.7146888,-0.729561758,1.04E-08,4.65E-07,ZC204.9,WBGene00022559,Sequence name for WBGene00022559(fbxb-20). History: N.A.
ZC317.6,288.2649082,-0.917988295,0.000237191,0.002565566,ZC317.6,WBGene00022589,Public name for WBGene00022589. History: N.A.
ZC412.5,25.56411576,1.121724549,0.000243215,0.002611962,ZC412.5,WBGene00013886,Public name for WBGene00013886. History: N.A.
ZC416.8,252.6741763,0.56370877,0.000357438,0.003564647,ZC416.8,"WBGene00000481, WBGene00006756",Sequence name for WBGene00000481(cha-1). History: N.A.. Sequence name for WBGene00006756(unc-17). History: N.A.
ZC47.13,71.02726117,-0.814246577,0.007541056,0.039415322,ZC47.13,WBGene00013844,Sequence name for WBGene00013844(fbxa-50). History: N.A.
ZK1010.5,27.49578477,1.94993296,7.17E-07,1.98E-05,ZK1010.5,WBGene00014179,Public name for WBGene00014179. History: N.A.
ZK1073.1,835.3596756,-0.626220242,0.00034812,0.00349487,ZK1073.1,WBGene00014213,Public name for WBGene00014213. History: N.A.
ZK1151.1,1165.615556,-0.494617646,8.73E-07,2.32E-05,ZK1151.1,WBGene00006876,Sequence name for WBGene00006876(vab-10). History: Renamed on 2011-07-12
ZK1236.9,30.28112715,-1.857309108,1.67E-07,5.35E-06,ZK1236.9,WBGene00044588,Public name for WBGene00044588. History: N.A.
ZK250.10,102.7186876,1.736766951,7.10E-15,9.16E-13,ZK250.10,WBGene00022693,Public name for WBGene00022693. History: N.A.
ZK355.2,104.7006011,-0.700242009,0.005755507,0.032127013,ZK355.2,WBGene00022712,Public name for WBGene00022712. History: N.A.
ZK380.5,3031.184907,-1.002837958,1.93E-10,1.23E-08,ZK380.5,WBGene00044559,Public name for WBGene00044559. History: N.A.
ZK402.1,619.7630219,-0.660168478,4.22E-06,8.67E-05,ZK402.1,WBGene00022728,Public name for WBGene00022728. History: N.A.
ZK455.1,68.77929296,-0.588328927,0.020890367,0.083567635,ZK455.1,WBGene00000040,Sequence name for WBGene00000040(aco-1). History: N.A.
ZK563.5,77.66246125,0.736201223,0.013214825,0.059740001,ZK563.5,WBGene00022769,Sequence name for WBGene00022769(sorf-1). History: Renamed on 2016-03-01
ZK6.7,11.74544937,-0.934644962,0.018267608,0.075851991,ZK6.7,WBGene00022642,Sequence name for WBGene00022642(lipl-5). History: N.A.
ZK652.8,208.7917611,-1.325134516,4.59E-11,3.31E-09,ZK652.8,WBGene00022786,Public name for WBGene00022786. History: N.A.
ZK666.1,1421.59909,-1.127535489,1.03E-08,4.62E-07,ZK666.1,WBGene00014041,Public name for WBGene00014041. History: N.A.
ZK682.2,296.5035352,-1.445683135,6.32E-27,2.25E-24,ZK682.2,WBGene00022788,Sequence name for WBGene00022788(slc-17.7). History: N.A.
ZK945.2,372.3965914,0.417755726,0.0093871,0.046482777,ZK945.2,WBGene00003928,Sequence name for WBGene00003928(pas-7). History: N.A.
ZK973.6,10288.76526,-1.239350597,4.96E-26,1.73E-23,ZK973.6,WBGene00000140,Sequence name for WBGene00000140(anc-1). History: N.A.
