# Table S4. mRNAs significantly downregulated 1.3 fold or greater in wild type gonads relative to whole animals.
# * mean reads across all libraries
gene_id,description,baseMean*,fold_change,pvalue_adj,Input,Suggested Match,History
W10G11.12,clec-133,3.79882207967722,-42.8055,0.002393532813808,W10G11.12,WBGene00021142,Sequence name for WBGene00021142(clec-133). History: N.A.
C48C5.3,aexr-3,3.79627252868592,-42.7998,0.0032542903065189,C48C5.3,WBGene00016748,Sequence name for WBGene00016748(aexr-3). History: N.A.
C18D4.8,C18D4.8,13.7438497653892,-42.717,1.61238498361263e-05,C18D4.8,WBGene00007677,Public name for WBGene00007677. History: N.A.
K12F2.1,myo-3,1249.41903830911,-42.7151,1.3485697485093501e-46,K12F2.1,WBGene00003515,Sequence name for WBGene00003515(myo-3). History: N.A.
T02B11.8,T02B11.8,3.79068646779421,-42.7095,0.0026351654856079,T02B11.8,WBGene00044776,Public name for WBGene00044776. History: N.A.
F01D4.7,srb-17,3.80547912518241,-42.7062,0.0046676700278949,F01D4.7,WBGene00008489,Sequence name for WBGene00008489(srb-17). History: N.A.
ZC449.2,ZC449.2,13.7232324924339,-42.6809,1.74463633009316e-05,ZC449.2,WBGene00022612,Public name for WBGene00022612. History: N.A.
Y40H7A.11,Y40H7A.11,3.76509742651303,-42.6554,0.0042395282406414,Y40H7A.11,WBGene00012748,Public name for WBGene00012748. History: N.A.
C49G7.10,C49G7.10,98.2736512280997,-42.6234,4.2470776431254194e-30,C49G7.10,WBGene00016788,Public name for WBGene00016788. History: N.A.
C54D1.7,C54D1.7,3.78067227560384,-42.6178,0.002473931258018,C54D1.7,WBGene00016914,Public name for WBGene00016914. History: N.A.
Y53F4B.29,gst-26,210.029683776825,-42.6136,2.09867462321705e-54,Y53F4B.29,WBGene00001774,Sequence name for WBGene00001774(gst-26). History: N.A.
F27E5.4,phg-1,3.79796462462886,-42.6063,0.0038080400383623,F27E5.4,WBGene00004017,Sequence name for WBGene00004017(phg-1). History: N.A.
F38A6.4,F38A6.4,3.79760356676467,-42.5996,0.0038096513140155,F38A6.4,WBGene00009528,Public name for WBGene00009528. History: N.A.
C30F2.3,C30F2.3,3.77465568230629,-42.5679,0.0025216490120446,C30F2.3,WBGene00007817,Sequence name for WBGene00007817(idpp-14). History: N.A.
C17H12.6,C17H12.6,3.77454126768794,-42.5653,0.0025220159123691,C17H12.6,WBGene00015932,Public name for WBGene00015932. History: N.A.
T24C4.8,T24C4.8,7.49062592321605,-42.5574,0.000371149748353,T24C4.8,WBGene00044681,Public name for WBGene00044681. History: N.A.
R09D1.9,Pseudogene,3.77177554927473,-42.553,0.0030948456860274,R09D1.9,WBGene00011165,Public name for WBGene00011165. History: N.A.
T27B2.1,dmsr-16,3.77166485412494,-42.5501,0.003095400547795,T27B2.1,WBGene00194821,Sequence name for WBGene00194821(dmsr-16). History: N.A.
ZC101.3,hhat-1,13.9744077742481,-42.54,1.50260781023778e-05,ZC101.3,WBGene00013852,Sequence name for WBGene00013852(hhat-1). History: N.A.
Y54F10BM.5,fbxa-9,3.78804790713512,-42.5307,0.0048006711805447,Y54F10BM.5,WBGene00021860,Sequence name for WBGene00021860(fbxa-9). History: N.A.
F45F2.5,otpl-5,3.79120024364307,-42.5306,0.0035482025527935,F45F2.5,WBGene00018478,Sequence name for WBGene00018478(otpl-5). History: N.A.
F21D9.1,F21D9.1,7.50093539369249,-42.5222,0.0003362447195402,F21D9.1,WBGene00009015,Public name for WBGene00009015. History: N.A.
Y71H2AM.12,Y71H2AM.12,28.1035061630029,-42.5045,7.523706475851161e-10,Y71H2AM.12,WBGene00022177,Public name for WBGene00022177. History: N.A.
C50F4.9,C50F4.9,7.49692667256549,-42.4989,0.0003853416389196,C50F4.9,WBGene00008234,Public name for WBGene00008234. History: N.A.
F36G9.14,fbxa-99,3.76442213346982,-42.4735,0.0026684964961887,F36G9.14,WBGene00009490,Sequence name for WBGene00009490(fbxa-99). History: N.A.
M79.2,M79.2,278.339913248173,-42.4414,2.32891026230827e-68,M79.2,WBGene00010902,Public name for WBGene00010902. History: N.A.
F56C4.4,F56C4.4,3.77996114572947,-42.4194,0.0038096513140155,F56C4.4,WBGene00044977,Public name for WBGene00044977. History: N.A.
C18E9.5,C18E9.5,179.270945131696,-42.3797,1.14647348668661e-49,C18E9.5,WBGene00007685,Public name for WBGene00007685. History: N.A.
ZC47.10,Pseudogene,7.47041991767483,-42.3461,0.00037700825224,ZC47.10,WBGene00013842,Sequence name for WBGene00013842(fbxa-34). History: N.A.
JC8.16,JC8.16,3.74706191490516,-42.3017,0.0030284752488697,JC8.16,WBGene00194915,Public name for WBGene00194915. History: N.A.
F54E2.4,F54E2.4,21.1713970797236,-42.2697,2.55086123148968e-07,F54E2.4,WBGene00004130,"Public name for Dead gene WBGene00043357. History of WBGene00043357: Killed on 2004-10-04; Resurrected on 2007-05-11; Merged into ""WBGene00004130"" on 2013-10-17. Remark: [050610 pad] Automatic assignment of Sequence_name connection using info taken from Public_name tags....Resurrected based on briggsae homology"
Y71G12B.21,pqn-88,27.1468349942461,-42.2674,1.8956875716651603e-09,Y71G12B.21,WBGene00004168,Sequence name for WBGene00004168(pqn-88). History: N.A.
T28D9.9,lido-16,3.7740178035763,-42.2608,0.0099640519304214,T28D9.9,WBGene00020898,Sequence name for WBGene00020898(lido-16). History: N.A.
DH11.5,DH11.5,80.0060943103958,-42.2453,5.4026872752638e-27,DH11.5,WBGene00008438,Public name for WBGene00008438. History: N.A.
R05F9.5,gst-9,35.1361790034205,-42.2292,8.70129732474342e-12,R05F9.5,WBGene00001757,Sequence name for WBGene00001757(gst-9). History: N.A.
T04C10.4,atf-5,97.1879932570398,-42.2158,1.2321275535472799e-28,T04C10.4,WBGene00000221,"Sequence name for WBGene00000221(atf-4). History: Split into T04C10.11(WBGene00303075). History of WBGene00000221: Split into ""WBGene00303075"" on 2018-03-02; Renamed on 2019-07-15"
F53C3.2,fbxb-103,20.6986154370602,-42.1966,1.08281103934e-07,F53C3.2,WBGene00018746,Sequence name for WBGene00018746(fbxb-103). History: N.A.
F22E10.5,cept-1,325.662713754966,-42.1877,1.09913967851885e-77,F22E10.5,WBGene00009057,Sequence name for WBGene00009057(cept-1). History: N.A.
ZK507.4,dos-1,55.1197298281755,-42.174,4.9258598961571295e-18,ZK507.4,WBGene00013980,Sequence name for WBGene00013980(dos-1). History: N.A.
K09C8.4,lge-1,3.73276711913435,-42.1527,0.0027170002727778,K09C8.4,WBGene00010716,Sequence name for WBGene00010716(lge-1). History: N.A.
F02D8.3,xbx-1,3.72972695193174,-42.1276,0.0036294623683078,F02D8.3,WBGene00006960,Sequence name for WBGene00006960(xbx-1). History: N.A.
ZK994.3,pxn-1,613.016438717106,-42.1024,5.76796067190665e-141,ZK994.3,WBGene00004256,Sequence name for WBGene00004256(pxn-1). History: N.A.
Y1H11.2,gst-35,21.3034518896418,-42.0709,6.50733169688716e-07,Y1H11.2,WBGene00001783,Sequence name for WBGene00001783(gst-35). History: N.A.
C12D8.6,fipr-8,3.75475882599394,-42.0375,0.009069867002239,C12D8.6,WBGene00007537,"Sequence name for WBGene00007537(fipr-8). History: Split into C12D8.21(WBGene00195157). History of WBGene00007537: Split into ""WBGene00195157"" on 2010-05-26"
K10G9.1,vglu-2,143.568813444926,-42.0295,1.4273682261856898e-42,K10G9.1,WBGene00010755,Sequence name for WBGene00010755(vglu-2). History: N.A.
F09E8.8,nlp-79,3.72113638876946,-42.0186,0.0030412031701491,F09E8.8,WBGene00008626,Sequence name for WBGene00008626(nlp-79). History: N.A.
K05B2.4,K05B2.4,7.42623524701043,-42.0129,0.0003783782081925,K05B2.4,WBGene00019404,Public name for WBGene00019404. History: N.A.
R11G1.3,gst-11,13.7781257981392,-42.0075,1.27043563791574e-05,R11G1.3,WBGene00001759,Sequence name for WBGene00001759(gst-11). History: N.A.
W06H8.8,ttn-1,1201.79690322114,-41.8843,1.9310756086974803e-151,W06H8.8,WBGene00006436,"Sequence name for WBGene00006436(ttn-1). History: Renamed on 2005-12-13. Public name for Dead gene WBGene00021069. History of WBGene00021069: Merged into ""WBGene00006436"" on 2004-05-28"
ZC168.5,grl-21,7.4135413596006,-41.8519,0.0007757520486386,ZC168.5,WBGene00001730,Sequence name for WBGene00001730(grl-21). History: N.A.
R07B1.8,R07B1.8,3.72450995830864,-41.8464,0.0032962782562535,R07B1.8,WBGene00001608,"Public name for WBGene00001608. History: N.A.. Other name for Dead gene WBGene00011080. History of WBGene00011080: Merged into ""WBGene00001608"" on 2005-04-29"
Y116F11B.2,Y116F11B.2,3.72155970813835,-41.8335,0.0035070106773748,Y116F11B.2,WBGene00013820,Public name for WBGene00013820. History: N.A.
F46H6.5,F46H6.5,3.72042427799755,-41.8099,0.003514353095676,F46H6.5,WBGene00023460,Public name for WBGene00023460. History: N.A.
C45G9.12,C45G9.12,20.5991391943614,-41.7887,1.71776522631755e-07,C45G9.12,WBGene00016683,Public name for WBGene00016683. History: N.A.
F55D12.1,F55D12.1,13.4193005945312,-41.7819,2.18518319181672e-05,F55D12.1,WBGene00010110,Public name for WBGene00010110. History: N.A.
C14A11.5,C14A11.5,3.71437115949565,-41.7503,0.0031141215565618,C14A11.5,WBGene00015750,Public name for WBGene00015750. History: N.A.
T22B2.1,T22B2.1,95.2370284178489,-41.7063,5.41279660664629e-29,T22B2.1,WBGene00020665,Public name for WBGene00020665. History: N.A.
K08F4.4,glt-3,61.7857666143718,-41.7021,4.29082861988698e-18,K08F4.4,WBGene00001621,Sequence name for WBGene00001621(glt-3). History: N.A.
C09D1.2,clec-89,3.68043731165572,-41.6266,0.0036583519290936,C09D1.2,WBGene00015631,Sequence name for WBGene00015631(clec-89). History: N.A.
F48A9.1,F48A9.1,47.914680121348,-41.6152,5.20608254965918e-16,F48A9.1,WBGene00018582,"Public name for Dead gene WBGene00018581. History of WBGene00018581: Merged into ""WBGene00018582"" on 2018-11-14"
ZC47.8,Pseudogene,3.69981826152041,-41.5975,0.0035475334723909,ZC47.8,WBGene00014978,Public name for WBGene00014978. History: N.A.
Y75B12A.2,Y75B12A.2,3.69672705690045,-41.5743,0.0031953177732498,Y75B12A.2,WBGene00013566,Public name for WBGene00013566. History: N.A.
Y75B8A.5,lron-12,26.9096509710473,-41.5562,1.5682642176488101e-09,Y75B8A.5,WBGene00013542,Sequence name for WBGene00013542(lron-12). History: N.A.
C10F3.6,fut-8,81.3770691790062,-41.554,3.02705057667499e-25,C10F3.6,WBGene00001508,Sequence name for WBGene00001508(fut-8). History: N.A.
K09G1.4,dop-2,26.0095590742395,-41.5143,2.03200936967216e-08,K09G1.4,WBGene00001053,Sequence name for WBGene00001053(dop-2). History: N.A.
C03H5.6,C03H5.6,3.68967964116773,-41.4977,0.0030135872227622,C03H5.6,WBGene00015408,Public name for WBGene00015408. History: N.A.
C38C10.1,tkr-1,7.34852343082956,-41.4977,0.0004159505818893,C38C10.1,WBGene00006576,Sequence name for WBGene00006576(tkr-1). History: N.A.
Y37A1B.11,egl-23,34.8514490103938,-41.4652,1.5258613567865e-11,Y37A1B.11,WBGene00001190,Sequence name for WBGene00001190(egl-23). History: N.A.
C34C12.6,C34C12.6,41.6825625342108,-41.3822,1.10962871710183e-12,C34C12.6,WBGene00007925,Public name for WBGene00007925. History: N.A.
F55C9.7,fbxb-60,3.65585363339475,-41.377,0.0037874643277548,F55C9.7,WBGene00010104,"Sequence name for WBGene00010104(fbxb-60). History: Split into F55C9.14(WBGene00077663). History of WBGene00010104: Split into ""WBGene00077663"" on 2008-02-22"
C34B4.7,lurp-4,3.63144442545977,-41.3283,0.0068375127456663,C34B4.7,WBGene00077698,Sequence name for WBGene00077698(lurp-4). History: N.A.
F32H2.11,F32H2.11,3.67232041584851,-41.3278,0.0030412031701491,F32H2.11,WBGene00043049,Public name for WBGene00043049. History: N.A.
Y119D3A.3,fbxa-35,3.67225901818225,-41.3264,0.0030412031701491,Y119D3A.3,WBGene00022478,Sequence name for WBGene00022478(fbxa-35). History: N.A.
F46G10.6,mxl-3,142.478047806444,-41.3064,2.75920321355083e-45,F46G10.6,WBGene00003511,Sequence name for WBGene00003511(mxl-3). History: N.A.
F54F7.9,F54F7.9,7.25999739690741,-41.2783,0.0004760518793187,F54F7.9,WBGene00045251,Public name for WBGene00045251. History: N.A.
W10C4.1,W10C4.1,3.65790079672606,-41.1763,0.0035475334723909,W10C4.1,WBGene00021124,Public name for WBGene00021124. History: N.A.
Y67A10A.7,Y67A10A.7,7.27146605739754,-41.1567,0.0004752252266385,Y67A10A.7,WBGene00013456,Public name for WBGene00013456. History: N.A.
K06A9.3,K06A9.3,7.26755548843061,-41.0944,0.0005661271556278,K06A9.3,WBGene00019437,Public name for WBGene00019437. History: N.A.
ZK39.5,clec-96,13.19209993539,-41.09,3.44433650634146e-05,ZK39.5,WBGene00013930,Sequence name for WBGene00013930(clec-96). History: N.A.
T02E9.1,npr-25,3.64772907366441,-41.0797,0.0030191157576946,T02E9.1,WBGene00011381,Sequence name for WBGene00011381(npr-25). History: N.A.
K08C7.4,K08C7.4,3.65641101398543,-40.9781,0.0052383616349345,K08C7.4,WBGene00010647,Public name for WBGene00010647. History: N.A.
F59B10.5,F59B10.5,3.639227509717,-40.9767,0.0032547028723296,F59B10.5,WBGene00010321,Public name for WBGene00010321. History: N.A.
Y57G11C.22,Y57G11C.22,91.1518436335737,-40.9609,3.15855443190926e-27,Y57G11C.22,WBGene00013317,Public name for WBGene00013317. History: N.A.
R10H1.5,nas-23,3.64689226586781,-40.8988,0.0056388442799184,R10H1.5,WBGene00003542,"Sequence name for WBGene00003542(nas-23). History: N.A.. Public name for Dead gene WBGene00044118. History of WBGene00044118: Merged into ""WBGene00003542"" on 2005-08-19"
D1086.20,Pseudogene,7.20741820030186,-40.8988,0.0005945203718233,D1086.20,WBGene00077448,Public name for WBGene00077448. History: N.A.
T21B6.2,pho-7,66.8053131150104,-40.8829,6.32399237480067e-20,T21B6.2,WBGene00011879,Sequence name for WBGene00011879(pho-7). History: N.A.
C48E7.1,C48E7.1,47.2887070832772,-40.842,9.35125278791592e-16,C48E7.1,WBGene00016749,Public name for WBGene00016749. History: N.A.
T05C3.6,T05C3.6,102.001196938507,-40.8358,9.62559227436287e-33,T05C3.6,WBGene00020256,Public name for WBGene00020256. History: N.A.
F21A10.4,arrd-28,3.62325824032415,-40.8353,0.0031234696320307,F21A10.4,WBGene00009000,Sequence name for WBGene00009000(arrd-28). History: N.A.
F36F2.2,F36F2.2,146.945768612643,-40.7892,1.4791171414845301e-46,F36F2.2,WBGene00009476,Public name for WBGene00009476. History: N.A.
F19H6.1,nekl-3,93.8008411454152,-40.788,5.96280931798662e-27,F19H6.1,WBGene00008956,Sequence name for WBGene00008956(nekl-3). History: Renamed on 2007-05-03
C17H11.1,C17H11.1,3.61303101860465,-40.7418,0.0033525427369326,C17H11.1,WBGene00015921,Public name for WBGene00015921. History: N.A.
D1044.7,D1044.7,3.61299194017307,-40.741,0.0033525427369326,D1044.7,WBGene00017032,Public name for WBGene00017032. History: N.A.
T04A8.4,tag-243,13.4386952205057,-40.7304,2.57181528038644e-05,T04A8.4,WBGene00044078,"Sequence name for WBGene00044078(tag-243). History: N.A.. Public name for Dead gene WBGene00011406. History of WBGene00011406: Merged into ""WBGene00044078"" on 2005-10-05"
F47D12.3,F47D12.3,13.4025931163934,-40.684,3.86329187046071e-05,F47D12.3,WBGene00018560,Public name for WBGene00018560. History: N.A.
C18G1.1,C18G1.1,3.60834323580586,-40.6721,0.0052798760200499,C18G1.1,WBGene00015980,Public name for WBGene00015980. History: N.A.
T08B1.3,alh-5,66.2680913913258,-40.6691,1.88044115241493e-21,T08B1.3,WBGene00000111,Sequence name for WBGene00000111(alh-5). History: N.A.
C40A11.4,C40A11.4,7.14139201263236,-40.6499,0.0008800948144647,C40A11.4,WBGene00016547,Public name for WBGene00016547. History: N.A.
C24A8.1,dop-6,3.60290287728606,-40.6476,0.0046728271299293,C24A8.1,WBGene00016037,Sequence name for WBGene00016037(dop-6). History: N.A.
F35D2.5,syd-1,6.80405508241666,-40.6354,0.0005919620676165,F35D2.5,WBGene00006363,Sequence name for WBGene00006363(syd-1). History: N.A.
F47C12.2,clec-78,3.58212208278984,-40.6169,0.0048222028264975,F47C12.2,WBGene00018547,Sequence name for WBGene00018547(clec-78). History: N.A.
F28A12.1,acd-4,3.59568900456941,-40.5717,0.0037807517509722,F28A12.1,WBGene00017879,Sequence name for WBGene00017879(acd-4). History: N.A.
C37A5.1,best-8,13.200178216796,-40.536,1.75953094870385e-05,C37A5.1,WBGene00007988,Sequence name for WBGene00007988(best-8). History: N.A.
C34F6.11,C34F6.11,47.1364588123933,-40.5218,1.63893968731587e-14,C34F6.11,WBGene00007945,Public name for WBGene00007945. History: N.A.
F21F8.6,F21F8.6,3.61336366119196,-40.5185,0.0046345043110504,F21F8.6,WBGene00017680,Public name for WBGene00017680. History: N.A.
R07C3.7,fbxc-29,20.0312003226414,-40.4868,1.93777306968866e-07,R07C3.7,WBGene00019923,"Sequence name for WBGene00019923(fbxc-29). History: Split into fbxc-30(WBGene00045302). History of WBGene00019923: Split into ""WBGene00045302"" on 2007-03-01"
K04H4.6,crn-6,99.9650757348381,-40.4372,1.11785860435552e-29,K04H4.6,WBGene00000799,Sequence name for WBGene00000799(crn-6). History: N.A.
F43D9.1,F43D9.1,19.7238711005331,-40.4251,7.72040223484597e-07,F43D9.1,WBGene00009653,Public name for WBGene00009653. History: N.A.
Y116F11A.1,Y116F11A.1,3.59704789290083,-40.3587,0.00435439594477,Y116F11A.1,WBGene00013816,Public name for WBGene00013816. History: N.A.
F45E4.1,arf-1.1,131.780508460546,-40.3102,4.78957803999353e-36,F45E4.1,WBGene00000190,Sequence name for WBGene00000190(warf-1). History: Renamed on 2020-09-10
T20D4.12,T20D4.12,3.58881912948977,-40.251,0.0220547397710722,T20D4.12,WBGene00020618,Public name for WBGene00020618. History: N.A.
F49D11.6,F49D11.6,3.56372030972285,-40.2445,0.0034456147122834,F49D11.6,WBGene00018630,Public name for WBGene00018630. History: N.A.
C44F1.5,acy-3,53.037695087052,-40.2214,2.1014156197376302e-17,C44F1.5,WBGene00000070,Sequence name for WBGene00000070(acy-3). History: N.A.
T25G12.6,T25G12.6,52.8497280929205,-40.2214,1.9667983915403e-16,T25G12.6,WBGene00020813,Public name for WBGene00020813. History: N.A.
Y57A10A.23,txdc-12.1,285.345467986434,-40.1989,4.06069606522992e-61,Y57A10A.23,WBGene00013263,Sequence name for WBGene00013263(txdc-12.1). History: N.A.
F25B3.5,F25B3.5,8.48466669775931,-40.1529,0.0004872225729678,F25B3.5,WBGene00009102,Public name for WBGene00009102. History: N.A.
F48F7.7,arrd-24,3.55360283981272,-40.1461,0.0044043862149154,F48F7.7,WBGene00009852,Sequence name for WBGene00009852(arrd-24). History: N.A.
ZC190.4,ZC190.4,45.6244149623648,-40.1305,1.96960620262236e-14,ZC190.4,WBGene00022538,Public name for WBGene00022538. History: N.A.
K10B3.1,K10B3.1,26.5908505174222,-40.0848,5.933976370300941e-09,K10B3.1,WBGene00019609,Public name for WBGene00019609. History: N.A.
C49C3.13,clec-198,3.54644866900764,-40.075,0.003790018419133,C49C3.13,WBGene00008203,Sequence name for WBGene00008203(clec-198). History: N.A.
F08D12.11,fbxb-111,3.5463523589213,-40.0725,0.0037906345445891,F08D12.11,WBGene00017254,Sequence name for WBGene00017254(fbxb-111). History: N.A.
M03D4.3,M03D4.3,7.11565118339947,-40.0485,0.0006464831024149,M03D4.3,WBGene00019750,Public name for WBGene00019750. History: N.A.
T07H3.3,math-38,3.5628565407247,-40.0208,0.004203564165355,T07H3.3,WBGene00020326,Sequence name for WBGene00020326(math-38). History: N.A.
F22E12.3,F22E12.3,7.08472849153837,-40.019,0.0006263138590705,F22E12.3,WBGene00009060,Public name for WBGene00009060. History: N.A.
D1054.5,D1054.5,45.288767800933,-40.0002,3.4580500801270905e-15,D1054.5,WBGene00008372,Public name for WBGene00008372. History: N.A.
C30A5.7,unc-86,3.58024379604561,-39.9853,0.0037746381557542,C30A5.7,WBGene00006818,Sequence name for WBGene00006818(unc-86). History: N.A.
C27C12.5,acd-3,32.7999629071021,-39.9533,1.2211486267877498e-11,C27C12.5,WBGene00007775,Sequence name for WBGene00007775(acd-3). History: Renamed on 2012-02-24
K03A11.2,cpx-2,7.06860260864542,-39.942,0.0004805836176294,K03A11.2,WBGene00010520,Sequence name for WBGene00010520(cpx-2). History: N.A.
T02G6.11,T02G6.11,3.53198459166494,-39.9165,0.0041488491786431,T02G6.11,WBGene00086562,Public name for WBGene00086562. History: N.A.
W06A11.1,W06A11.1,3.5287566080578,-39.8902,0.0044265265278037,W06A11.1,WBGene00021052,Public name for WBGene00021052. History: N.A.
F44A2.2,kvs-3,7.02286343269416,-39.8483,0.0005811451769695,F44A2.2,WBGene00018402,Sequence name for WBGene00018402(kvs-3). History: N.A.
F49A5.3,clec-22,3.54537580556019,-39.8475,0.004306262918153,F49A5.3,WBGene00009855,Sequence name for WBGene00009855(clec-22). History: N.A.
F56D1.5,dhs-5,59.3908346050438,-39.8408,1.05242953626055e-18,F56D1.5,WBGene00000969,Sequence name for WBGene00000969(dhs-5). History: N.A.
T20B3.14,T20B3.14,7.0886164653866,-39.84,0.0006642964104207,T20B3.14,WBGene00011854,Public name for WBGene00011854. History: N.A.
K05F6.7,fbxb-54,25.9630361650436,-39.8038,1.53956586604639e-08,K05F6.7,WBGene00019418,Sequence name for WBGene00019418(fbxb-54). History: N.A.
T13F3.3,nhr-127,3.51163163434086,-39.716,0.0056075994111565,T13F3.3,WBGene00003717,Sequence name for WBGene00003717(nhr-127). History: N.A.
C28C12.4,C28C12.4,13.086204683711,-39.7019,3.58174507558246e-05,C28C12.4,WBGene00016180,Public name for WBGene00016180. History: N.A.
T21C9.9,T21C9.9,13.1211953467555,-39.6695,5.00672079922377e-05,T21C9.9,WBGene00011895,Public name for WBGene00011895. History: N.A.
T03E6.7,cpl-1,7421.08769392314,-39.5966,0.0,T03E6.7,WBGene00000776,Sequence name for WBGene00000776(cpl-1). History: N.A.
ZC21.3,ZC21.3,3.7508264464073,-39.5903,0.0033407676484909,ZC21.3,WBGene00022505,Sequence name for WBGene00022505(idpp-15). History: N.A.
F16D3.1,tba-5,6.97474457189901,-39.5889,0.0005548027742874,F16D3.1,WBGene00006531,Sequence name for WBGene00006531(tba-5). History: N.A.
F38E11.1,hsp-12.3,19.2804400470803,-39.4622,4.75060179039203e-07,F38E11.1,WBGene00002012,Sequence name for WBGene00002012(hsp-12.3). History: N.A.
C49F5.8,C49F5.8,3.52209036336964,-39.4454,0.0081025688452279,C49F5.8,WBGene00008212,Public name for WBGene00008212. History: N.A.
Y69H2.15,Y69H2.15,3.5064382041078,-39.4438,0.0044146280462759,Y69H2.15,WBGene00050884,Public name for WBGene00050884. History: N.A.
F35G8.1,npr-7,3.49329927651919,-39.3383,0.005549270904127,F35G8.1,WBGene00018067,Sequence name for WBGene00018067(npr-7). History: N.A.
R90.3,ttr-28,3.495368859227,-39.3277,0.0038762088861576,R90.3,WBGene00011285,Sequence name for WBGene00011285(ttr-28). History: N.A.
F19H8.1,tps-2,670.497342995356,-39.3173,5.0473068336485e-158,F19H8.1,WBGene00006603,Sequence name for WBGene00006603(tps-2). History: N.A.
M05D6.4,lact-4,199.601698136315,-39.2536,4.92980221440087e-57,M05D6.4,WBGene00010877,Sequence name for WBGene00010877(lact-4). History: N.A.
DH11.2,DH11.2,641.174612350046,-39.2482,1.35072257717052e-97,DH11.2,WBGene00008436,Public name for WBGene00008436. History: N.A.
Y65A5A.1,Y65A5A.1,3.48541480131124,-39.2409,0.0045185777766997,Y65A5A.1,WBGene00013418,Public name for WBGene00013418. History: N.A.
T19A5.4,nhr-44,26.0622641656057,-39.2391,5.6532721264022e-09,T19A5.4,WBGene00003634,Sequence name for WBGene00003634(nhr-44). History: N.A.
C39B10.2,lgc-41,3.47237370953821,-39.2208,0.0046438429550281,C39B10.2,WBGene00008022,Sequence name for WBGene00008022(lgc-41). History: N.A.
T01C8.7,mec-4,6.92774247523865,-39.2149,0.0005882259511805,T01C8.7,WBGene00003168,Sequence name for WBGene00003168(mec-4). History: N.A.
C17G1.7,cysl-1,321.052247888097,-39.2042,8.02564652344456e-93,C17G1.7,WBGene00007653,Sequence name for WBGene00007653(cysl-1). History: N.A.
D1086.6,D1086.6,252.237269501882,-39.1622,9.642600239976669e-55,D1086.6,WBGene00008393,"Public name for WBGene00008393. History: Split into D1086.10(WBGene00044080). History of WBGene00008393: Split into ""WBGene00044080"" on 2005-01-11"
R03H10.2,R03H10.2,3.45521331268247,-39.1454,0.0051420946948463,R03H10.2,WBGene00019855,Public name for WBGene00019855. History: N.A.
F47H4.2,F47H4.2,13.6335638093363,-39.1374,3.20942939323409e-05,F47H4.2,WBGene00009835,Public name for WBGene00009835. History: N.A.
F53H2.2,cnc-7,3.47685188918127,-39.1321,0.0040042530691232,F53H2.2,WBGene00010005,Sequence name for WBGene00010005(cnc-7). History: N.A.
C51E3.9,C51E3.9,96.770603207575,-39.0422,4.7935925843075805e-31,C51E3.9,WBGene00008254,Public name for WBGene00008254. History: N.A.
K03B4.4,K03B4.4,3.5988517153831,-39.0256,0.0042673185726781,K03B4.4,WBGene00019355,Public name for WBGene00019355. History: N.A.
C06B8.12,Pseudogene,12.8714658058842,-39.0239,4.86210605158886e-05,C06B8.12,WBGene00077594,Sequence name for WBGene00077594(nhr-151). History: N.A.
R03H4.2,srx-2,3.46435086825784,-39.0209,0.0044689468097589,R03H4.2,WBGene00005893,Sequence name for WBGene00005893(srx-2). History: N.A.
F37B1.8,gst-19,3.46409668310697,-39.0157,0.0044707367145656,F37B1.8,WBGene00001767,Sequence name for WBGene00001767(gst-19). History: N.A.
R08F11.1,R08F11.1,217.094511469765,-39.015,1.18444479526446e-64,R08F11.1,WBGene00019965,Public name for WBGene00019965. History: N.A.
K08D10.14,K08D10.14,3.46113157810682,-38.9985,0.0042825171699202,K08D10.14,WBGene00219216,Public name for WBGene00219216. History: N.A.
C26B2.3,nhr-31,218.620480919613,-38.9774,2.00123808157482e-39,C26B2.3,WBGene00003625,Sequence name for WBGene00003625(nhr-31). History: N.A.
F46C8.2,col-174,3.46765343049243,-38.9703,0.0223226629057488,F46C8.2,WBGene00000747,Sequence name for WBGene00000747(col-174). History: N.A.
C43G2.5,try-3,19.0859276113443,-38.9287,4.07970273419338e-07,C43G2.5,WBGene00006621,Sequence name for WBGene00006621(try-3). History: N.A.
R13A5.10,R13A5.10,51.1520736218873,-38.904,2.5005638115736202e-14,R13A5.10,WBGene00020052,Public name for WBGene00020052. History: N.A.
Y97E10AR.2,Y97E10AR.2,6.97817075944702,-38.8484,0.0005568162307036,Y97E10AR.2,WBGene00022397,Public name for WBGene00022397. History: N.A.
K10D6.1,lgc-49,3.43984962737428,-38.7749,0.0052132447853714,K10D6.1,WBGene00010741,Sequence name for WBGene00010741(lgc-49). History: N.A.
T20F10.4,T20F10.4,3.43689076388477,-38.7591,0.004203564165355,T20F10.4,,Sequence name for Suppressed gene WBGene00011865. Molecular name for Suppressed gene WBGene00011865. Public name for Suppressed gene WBGene00011865. History of WBGene00011865: Killed on 2012-10-15; Suppressed on 2013-07-30. Remark: This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
F11F1.1,F11F1.1,113.968658876238,-38.7502,8.68387005731712e-37,F11F1.1,WBGene00008714,Public name for WBGene00008714. History: N.A.
F09F3.8,Pseudogene,12.6388928803946,-38.7318,6.78226721590983e-05,F09F3.8,WBGene00014732,Public name for WBGene00014732. History: N.A.
