# Table S9. mRNAs significantly downregulated 1.3 fold or greater in prg-1(n4357) gonads.
# * mean reads across all libraries
gene_id,public_name,baseMean*,fold_change,pvalue_adj,predicted_piRNA_targets,CLASH_counts,Input,Suggested Match,History
F52C6.7,Pseudogene,85.2100926335001,-2.22998,1.43354504539092e-08,,,F52C6.7,WBGene00018664,Sequence name for WBGene00018664(bath-11). History: N.A.
T24D5.2,T24D5.2,40.6601655103979,-2.22979,0.0028539247219581,7.0,3.0,T24D5.2,WBGene00011990,Public name for WBGene00011990. History: N.A.
F16H11.3,ent-5,329.667698178056,-2.22958,1.5610403129625298e-11,11.0,8.0,F16H11.3,WBGene00017532,Sequence name for WBGene00017532(ent-5). History: N.A.
F52D10.2,F52D10.2,99.2564025579229,-2.22857,1.63515672517057e-06,16.0,5.0,F52D10.2,WBGene00009930,Public name for WBGene00009930. History: N.A.
F35A5.8,F35A5.8,50.7347249761538,-2.22747,5.42703821988656e-05,14.0,4.0,F35A5.8,WBGene00001335,Public name for WBGene00001335. History: Renamed on 2017-04-03
F20D1.1,F20D1.1,25.4392030430447,-2.22656,0.0064772353864141,10.0,4.0,F20D1.1,WBGene00008973,Sequence name for WBGene00008973(flwr-1). History: N.A.
C04F6.5,dhs-27,96.406374666218,-2.22466,9.53844555870566e-07,23.0,1.0,C04F6.5,WBGene00000990,"Sequence name for WBGene00000990(dhs-27). History: Split into C04F6.7(WBGene00195081). History of WBGene00000990: Split into ""WBGene00195081"" on 2010-04-28"
C18B12.6,C18B12.6,180.518397451908,-2.21856,1.01872607085507e-12,39.0,3.0,C18B12.6,WBGene00007668,Sequence name for WBGene00007668(ergi-2). History: N.A.
K08H2.8,nhr-32,24.507308760632,-2.21622,0.0104167552070998,13.0,4.0,K08H2.8,WBGene00003626,Sequence name for WBGene00003626(nhr-32). History: N.A.
Y57G11C.37,anoh-2,16.2358766414246,-2.21225,0.0193246200869166,31.0,1.0,Y57G11C.37,WBGene00013326,Sequence name for WBGene00013326(anoh-2). History: N.A.
T09B9.1,T09B9.1,355.637470805386,-2.20378,5.5582623697236896e-11,10.0,6.0,T09B9.1,WBGene00011642,Public name for WBGene00011642. History: N.A.
ZK792.7,ZK792.7,18.8682832382042,-2.20183,0.0163219344356386,14.0,0.0,ZK792.7,WBGene00014079,Public name for WBGene00014079. History: N.A.
F07B7.11,his-54,94.8506020917308,-2.1976,0.0081102641392727,0.0,31.0,F07B7.11,WBGene00001928,Sequence name for WBGene00001928(his-54). History: N.A.
F02H6.5,sqrd-1,39.9604594165591,-2.19408,0.0013366092805341,14.0,2.0,F02H6.5,WBGene00008538,Sequence name for WBGene00008538(sqrd-1). History: N.A.
F08G12.1,F08G12.1,73.3464509729376,-2.194,4.35919918687341e-06,34.0,0.0,F08G12.1,WBGene00008585,Public name for WBGene00008585. History: N.A.
B0410.2,vang-1,203.07557628733,-2.1899,7.66544397008155e-10,29.0,3.0,B0410.2,WBGene00015171,Sequence name for WBGene00015171(vang-1). History: Renamed on 2016-08-02
C35C5.3,selt-1.1,227.757530699431,-2.18631,1.72894697072542e-16,18.0,9.0,C35C5.3,WBGene00007955,Sequence name for WBGene00007955(selt-1.1). History: N.A.
C11H1.2,C11H1.2,52.868031208875,-2.18611,1.84128672673208e-05,30.0,1.0,C11H1.2,WBGene00007528,Public name for WBGene00007528. History: N.A.
F31F6.3,F31F6.3,80.4237094508508,-2.18584,1.54475644372129e-07,10.0,3.0,F31F6.3,WBGene00009302,Public name for WBGene00009302. History: N.A.
F35B3.5,ptrn-1,169.981257132744,-2.18499,5.060177294857469e-13,41.0,14.0,F35B3.5,WBGene00004121,Sequence name for WBGene00004121(ptrn-1). History: Renamed on 2012-12-21
T02C5.5,unc-2,40.5522124280499,-2.18259,0.020626789280808,62.0,0.0,T02C5.5,WBGene00006742,Sequence name for WBGene00006742(unc-2). History: N.A.
F47G3.3,F47G3.3,155.127222541943,-2.17756,2.6139838483296904e-15,26.0,14.0,F47G3.3,WBGene00018578,Public name for WBGene00018578. History: N.A.
Y53C10A.2,hsf-2,13.9659856066262,-2.17447,0.0428261800659208,,,Y53C10A.2,WBGene00013134,"Other name for WBGene00013134(hsf-2). History: Split into Y53C10A.15(WBGene00044805). History of WBGene00013134: N.A.. Public name for Dead gene WBGene00013133. History of WBGene00013133: Merged into ""WBGene00013134"" on 2014-11-13"
K04C1.2,K04C1.2,102.298133416998,-2.16737,1.5225145824073e-07,16.0,5.0,K04C1.2,WBGene00010552,Public name for WBGene00010552. History: N.A.
F35F10.12,arrd-19,61.7922434568521,-2.16619,3.80749773428593e-06,11.0,5.0,F35F10.12,WBGene00018061,Sequence name for WBGene00018061(arrd-19). History: N.A.
K09A9.2,rab-14,58.2785971723598,-2.16441,0.000269032433305,18.0,4.0,K09A9.2,WBGene00004276,Sequence name for WBGene00004276(rab-14). History: N.A.
B0416.4,B0416.4,121.406490302552,-2.1625,1.58469491571525e-07,9.0,1.0,B0416.4,WBGene00015180,Public name for WBGene00015180. History: N.A.
C25F6.1,C25F6.1,41.6453457262685,-2.16083,0.0005302849072616,13.0,0.0,C25F6.1,WBGene00016102,Public name for WBGene00016102. History: N.A.
C33D9.6,C33D9.6,44.0509866593205,-2.15615,0.0008110982395759,58.0,6.0,C33D9.6,WBGene00007900,Public name for WBGene00007900. History: N.A.
D1005.1,acly-1,1671.10851277178,-2.1558,3.22144744529009e-74,26.0,15.0,D1005.1,WBGene00016995,Sequence name for WBGene00016995(acly-1). History: N.A.
Y34B4A.2,Y34B4A.2,123.46111025698,-2.15331,1.96060517711185e-10,22.0,10.0,Y34B4A.2,WBGene00021319,Public name for WBGene00021319. History: N.A.
T10B10.3,T10B10.3,216.031922930684,-2.14517,4.32972613772825e-10,26.0,8.0,T10B10.3,WBGene00011680,Public name for WBGene00011680. History: N.A.
F27D9.5,pcca-1,725.196324519521,-2.14315,1.10942526514036e-60,12.0,11.0,F27D9.5,WBGene00017864,Sequence name for WBGene00017864(pcca-1). History: N.A.
C07A12.5,spr-3,219.974911263195,-2.14041,2.4709639797831e-16,42.0,2.0,C07A12.5,WBGene00005008,Sequence name for WBGene00005008(spr-3). History: N.A.
Y37F4.6,Y37F4.6,26.4998159404028,-2.13865,0.0057549297025774,27.0,10.0,Y37F4.6,WBGene00021387,Public name for WBGene00021387. History: N.A.
F45E6.3,tbc-13,48.128000409777,-2.13694,0.0002281945049194,8.0,0.0,F45E6.3,WBGene00009726,Sequence name for WBGene00009726(tbc-13). History: N.A.
Y60A3A.1,unc-51,19.698921355406,-2.13474,0.0385169973272965,14.0,5.0,Y60A3A.1,WBGene00006786,Sequence name for WBGene00006786(unc-51). History: Renamed on 2008-02-29
C41A3.1,pks-1,244.915145410316,-2.13452,9.60555553380128e-16,262.0,19.0,C41A3.1,WBGene00016558,Sequence name for WBGene00016558(pks-1). History: N.A.
T01C8.1,aak-2,131.246102734611,-2.13431,1.60335021972289e-08,11.0,3.0,T01C8.1,WBGene00020142,Sequence name for WBGene00020142(aak-2). History: N.A.
ZC449.3,sek-3,80.6565243303262,-2.12851,5.64028063559911e-06,10.0,3.0,ZC449.3,WBGene00022613,Sequence name for WBGene00022613(sek-3). History: N.A.
F28H6.4,F28H6.4,329.77453085438,-2.12354,1.5431290164741502e-25,29.0,8.0,F28H6.4,WBGene00009233,Public name for WBGene00009233. History: N.A.
F48G7.11,nhr-190,39.3046634345955,-2.12055,0.0006787594384106,16.0,2.0,F48G7.11,WBGene00018622,Sequence name for WBGene00018622(nhr-190). History: N.A.
Y50E8A.16,haf-7,113.262116536891,-2.11769,2.86764082329593e-07,41.0,1.0,Y50E8A.16,WBGene00001817,Sequence name for WBGene00001817(haf-7). History: N.A.
F31F6.2,F31F6.2,52.3750730605081,-2.11718,0.0003642859463233,11.0,2.0,F31F6.2,WBGene00009301,Public name for WBGene00009301. History: N.A.
F38E11.9,F38E11.9,34.4983485880529,-2.11263,0.0016964566308949,15.0,2.0,F38E11.9,WBGene00009544,Public name for WBGene00009544. History: N.A.
F52D2.4,meg-3,1213.99850056048,-2.1019,1.06483180307592e-92,16.0,17.0,F52D2.4,WBGene00001569,Sequence name for WBGene00001569(meg-3). History: Renamed on 2014-08-15
C14A11.9,C14A11.9,21.9927294954842,-2.10119,0.0198234602835848,1.0,4.0,C14A11.9,WBGene00050944,Public name for WBGene00050944. History: N.A.
F22E12.4,egl-9,134.477546972285,-2.10038,1.72566270481872e-05,15.0,5.0,F22E12.4,WBGene00001178,Sequence name for WBGene00001178(egl-9). History: N.A.
F20B6.8,hpk-1,75.0623579607563,-2.09908,1.86804301186417e-05,26.0,2.0,F20B6.8,WBGene00001994,"Sequence name for WBGene00001994(hpk-1). History: Split into F20B6.10(WBGene00303101). History of WBGene00001994: Split into ""WBGene00303101"" on 2018-03-06"
F33C8.1,atrn-1,320.120874182815,-2.09857,1.80428536849539e-23,36.0,39.0,F33C8.1,WBGene00006432,Sequence name for WBGene00006432(atrn-1). History: Renamed on 2018-06-07
F02H6.4,F02H6.4,617.519498787902,-2.09362,2.0623247009777398e-18,,,F02H6.4,WBGene00008537,Public name for WBGene00008537. History: N.A.
C11G6.1,taf-3,211.940955404713,-2.09273,1.74638781527747e-07,27.0,16.0,C11G6.1,WBGene00006384,Sequence name for WBGene00006384(taf-3). History: N.A.
C31E10.6,C31E10.6,53.9168128227383,-2.09009,0.0008038408611733,14.0,1.0,C31E10.6,WBGene00007847,Public name for WBGene00007847. History: N.A.
B0395.3,B0395.3,37.3432582992255,-2.08879,0.0197078141122107,16.0,5.0,B0395.3,WBGene00007175,Public name for WBGene00007175. History: N.A.
Y11D7A.13,flh-3,343.848315293836,-2.08869,3.75724769222636e-16,17.0,9.0,Y11D7A.13,WBGene00012436,Sequence name for WBGene00012436(flh-3). History: N.A.
ZK662.4,lin-15B,396.263403249451,-2.08709,5.837543162513951e-17,37.0,16.0,ZK662.4,WBGene00023497,Sequence name for WBGene00023497(lin-15B). History: N.A.
R04A9.2,nrde-3,442.222029951448,-2.08687,8.416502797930421e-32,17.0,12.0,R04A9.2,WBGene00019862,Sequence name for WBGene00019862(nrde-3). History: Renamed on 2011-10-14
F20C5.2,klp-11,35.3470727760092,-2.08575,0.0050474190699913,24.0,9.0,F20C5.2,WBGene00002222,"Sequence name for WBGene00002222(klp-11). History: Split into F20C5.11(WBGene00303015). History of WBGene00002222: Split into ""WBGene00303015"" on 2018-03-06"
C14A11.3,cgef-1,123.233174649353,-2.08263,3.71782742636955e-08,12.0,4.0,C14A11.3,WBGene00006496,"Sequence name for WBGene00006496(cgef-1). History: Renamed on 2008-07-18. Public name for Dead gene WBGene00015749. History of WBGene00015749: Merged into ""WBGene00006496"" on 2004-05-28"
Y56A3A.3,mif-1,44.8253297963573,-2.08241,0.0007831314235038,9.0,2.0,Y56A3A.3,WBGene00003234,Sequence name for WBGene00003234(mif-1). History: N.A.
R11E3.4,set-15,96.3912101619366,-2.08216,6.24374825773057e-06,16.0,2.0,R11E3.4,WBGene00020006,"Sequence name for WBGene00020006(set-15). History: Split into R11E3.19(WBGene00235374). History of WBGene00020006: Split into ""WBGene00235374"" on 2013-09-27"
C04A11.4,adm-2,184.064207922559,-2.07251,4.807313202964141e-15,29.0,4.0,C04A11.4,WBGene00000074,Sequence name for WBGene00000074(adm-2). History: N.A.
K08C9.8,Pseudogene,22.5547157987705,-2.06948,0.0313878903711314,,,K08C9.8,WBGene00045218,Public name for WBGene00045218. History: N.A.
K03A1.1,Pseudogene,196.685317687025,-2.06597,2.5888183141036e-08,4.0,20.0,K03A1.1,WBGene00001914,Sequence name for WBGene00001914(his-40). History: N.A.
R13A5.7,R13A5.7,115.586993989569,-2.06444,2.24677637235748e-09,20.0,2.0,R13A5.7,WBGene00020050,Public name for WBGene00020050. History: N.A.
Y67A10A.4,fbxa-83,71.2021451679522,-2.05905,1.83244721120375e-05,26.0,2.0,Y67A10A.4,WBGene00013453,Sequence name for WBGene00013453(fbxa-83). History: N.A.
T10C6.14,his-1,1815.85422345135,-2.05694,4.68638636978243e-26,2.0,37.0,T10C6.14,WBGene00001875,Sequence name for WBGene00001875(his-1). History: N.A.
F08F1.8,tth-1,26.4216903519501,-2.05422,0.0373265650184173,5.0,5.0,F08F1.8,WBGene00006649,Sequence name for WBGene00006649(tth-1). History: N.A.
B0416.5,B0416.5,391.225947095657,-2.05175,1.7350722713426697e-30,16.0,9.0,B0416.5,WBGene00015181,Public name for WBGene00015181. History: N.A.
Y22D7AR.11,fbxa-13,41.3294349473788,-2.05172,0.0008279091185213,17.0,11.0,Y22D7AR.11,WBGene00021264,Sequence name for WBGene00021264(fbxa-13). History: N.A.
ZC8.6,ZC8.6,169.393538133457,-2.05153,3.07569342687642e-13,15.0,5.0,ZC8.6,WBGene00022501,Public name for WBGene00022501. History: N.A.
T13H2.4,pqn-65,546.54260643713,-2.0514,9.5650759796094e-41,29.0,48.0,T13H2.4,WBGene00004148,Sequence name for WBGene00004148(pqn-65). History: N.A.
H13N06.4,suox-1,121.330801438401,-2.05033,6.00956982978525e-08,3.0,2.0,H13N06.4,WBGene00010397,Sequence name for WBGene00010397(suox-1). History: N.A.
Y105E8A.26,zoo-1,219.252119964898,-2.04239,1.5920290937503102e-14,27.0,8.0,Y105E8A.26,WBGene00013683,Sequence name for WBGene00013683(zoo-1). History: Renamed on 2008-07-18
C52B11.2,inso-1,53.1290927803935,-2.04227,0.001395023856631,20.0,31.0,C52B11.2,WBGene00016871,Sequence name for WBGene00016871(inso-1). History: Renamed on 2013-04-16
C49C3.5,ceh-88,21.4387497965618,-2.03572,0.0209064600292624,10.0,2.0,C49C3.5,WBGene00008195,Sequence name for WBGene00008195(ceh-88). History: N.A.
Y59H11AR.6,Pseudogene,24.0844331813256,-2.03504,0.0161307010195937,,,Y59H11AR.6,WBGene00077437,Public name for WBGene00077437. History: N.A.
Y105C5A.14,Pseudogene,81.7218768181941,-2.03457,2.31389693016918e-07,,,Y105C5A.14,WBGene00013638,"Public name for WBGene00013638. History: Split into Y105C5A.1268(WBGene00185102). History of WBGene00013638: Split into ""WBGene00185102"" on 2009-03-13"
F39H12.1,F39H12.1,79.6790502585536,-2.03353,2.38643114439192e-05,24.0,5.0,F39H12.1,WBGene00018212,Public name for WBGene00018212. History: N.A.
F09B12.2,dhhc-1,27.5151692572633,-2.03154,0.0256592233722928,5.0,2.0,F09B12.2,WBGene00008606,Sequence name for WBGene00008606(dhhc-1). History: N.A.
C17H11.2,C17H11.2,102.949817739773,-2.02215,4.81408710322183e-06,28.0,6.0,C17H11.2,WBGene00015922,Public name for WBGene00015922. History: N.A.
C49C3.15,C49C3.15,21.4090152407051,-2.02095,0.0306956547319319,17.0,0.0,C49C3.15,WBGene00008204,Public name for WBGene00008204. History: N.A.
Y59A8B.11,fbxa-106,299.524225353536,-2.02004,8.20644262262456e-26,17.0,6.0,Y59A8B.11,WBGene00013348,Sequence name for WBGene00013348(fbxa-106). History: N.A.
K03A1.6,his-38,900.441132279368,-2.01737,2.67404966083683e-13,2.0,36.0,K03A1.6,WBGene00001912,Sequence name for WBGene00001912(his-38). History: N.A.
F32A6.3,vps-41,215.561439482992,-2.0126,7.63282584921058e-11,34.0,6.0,F32A6.3,WBGene00017974,Sequence name for WBGene00017974(vps-41). History: N.A.
F48E3.3,uggt-1,1549.55558518423,-2.00814,1.31247446820535e-72,47.0,5.0,F48E3.3,WBGene00018604,Sequence name for WBGene00018604(uggt-1). History: N.A.
VF11C1L.1,ppk-3,640.509522410588,-2.0068,7.98947582847636e-49,43.0,4.0,VF11C1L.1,WBGene00004089,Sequence name for WBGene00004089(ppk-3). History: N.A.
R160.7,lst-2,67.0003551621087,-2.00386,0.0002306139854338,31.0,2.0,R160.7,WBGene00003084,Sequence name for WBGene00003084(lst-2). History: N.A.
K11G12.4,smf-1,64.9612305498145,-2.00321,0.0002157653539651,20.0,0.0,K11G12.4,WBGene00004876,Sequence name for WBGene00004876(smf-1). History: N.A.
R07E3.5,acl-5,207.128630337446,-2.00122,7.37231702844903e-10,28.0,3.0,R07E3.5,WBGene00011106,Sequence name for WBGene00011106(acl-5). History: N.A.
T04C10.2,epn-1,272.792218533726,-2.00065,4.90623317949623e-16,16.0,13.0,T04C10.2,WBGene00001329,Sequence name for WBGene00001329(epn-1). History: N.A.
K08A8.3,coh-1,124.201621279205,-1.99611,8.90508601561522e-08,32.0,5.0,K08A8.3,WBGene00000591,Sequence name for WBGene00000591(coh-1). History: N.A.
C27C12.2,egrh-1,50.0559077942255,-1.99488,0.0004535483001265,27.0,4.0,C27C12.2,WBGene00007772,Sequence name for WBGene00007772(egrh-1). History: N.A.
D1044.2,dex-1,30.2831908876409,-1.99453,0.0195781564636238,28.0,0.0,D1044.2,WBGene00017028,Sequence name for WBGene00017028(dex-1). History: N.A.
C03H12.1,C03H12.1,155.673479232279,-1.99422,4.47565046806331e-10,21.0,3.0,C03H12.1,WBGene00007284,Public name for WBGene00007284. History: N.A.
F22H10.5,F22H10.5,101.184206621665,-1.99366,0.0001180992867136,,,F22H10.5,WBGene00017729,"Public name for WBGene00017729. History: Split into F22H10.11(WBGene00255607). History of WBGene00017729: Split into ""WBGene00255607"" on 2014-12-15"
F48F7.4,pqn-39,99.125012991576,-1.98934,4.0793392952993e-06,24.0,2.0,F48F7.4,WBGene00004126,Sequence name for WBGene00004126(pqn-39). History: N.A.
F23A7.4,F23A7.4,2601.40536774709,-1.9882,1.30799695121755e-07,1.0,14.0,F23A7.4,WBGene00009069,Public name for WBGene00009069. History: N.A.
C31E10.7,cytb-5.1,59.3775450460814,-1.98756,0.0001480122291034,5.0,1.0,C31E10.7,WBGene00007848,Sequence name for WBGene00007848(cytb-5.1). History: N.A.
F39B1.1,piki-1,181.598133302924,-1.98515,4.57229924819432e-10,41.0,13.0,F39B1.1,WBGene00009552,Sequence name for WBGene00009552(piki-1). History: N.A.
C02B8.1,C02B8.1,28.9118384546772,-1.98387,0.0076585339673708,5.0,10.0,C02B8.1,WBGene00015320,Public name for WBGene00015320. History: N.A.
Y26E6A.1,ekl-5,432.410297647406,-1.98347,2.67754385671012e-31,10.0,2.0,Y26E6A.1,WBGene00012512,Sequence name for WBGene00012512(ekl-5). History: N.A.
ZC506.3,pssy-1,101.644808849461,-1.98311,5.57808531091424e-07,16.0,2.0,ZC506.3,WBGene00013920,Sequence name for WBGene00013920(pssy-1). History: N.A.
F52H2.2,aat-3,33.9977634577024,-1.98143,0.0124013281588467,15.0,6.0,F52H2.2,WBGene00000004,Sequence name for WBGene00000004(aat-3). History: N.A.
T26C11.4,T26C11.4,145.787777457673,-1.97936,4.6099157003347103e-10,22.0,5.0,T26C11.4,WBGene00020830,Public name for WBGene00020830. History: N.A.
R03A10.4,nkat-3,156.185762277129,-1.97839,6.819596742318719e-11,8.0,5.0,R03A10.4,WBGene00010984,Sequence name for WBGene00010984(nkat-3). History: N.A.
F59A7.12,F59A7.12,40.7331498208975,-1.97605,0.0048993852017807,0.0,1.0,F59A7.12,WBGene00044520,Public name for WBGene00044520. History: N.A.
F59F3.1,ver-3,126.031647866947,-1.97485,6.19349742357766e-07,42.0,2.0,F59F3.1,WBGene00006896,Sequence name for WBGene00006896(ver-3). History: N.A.
C15B12.3,C15B12.3,24.6886637200739,-1.97398,0.0142440599049156,4.0,0.0,C15B12.3,WBGene00015785,Public name for WBGene00015785. History: N.A.
K07E3.2,K07E3.2,194.847739159708,-1.97315,6.23661761828067e-05,33.0,35.0,K07E3.2,WBGene00019491,Public name for WBGene00019491. History: N.A.
C04A11.2,C04A11.2,27.6921271562467,-1.97301,0.0488422709028,16.0,5.0,C04A11.2,WBGene00007286,Public name for WBGene00007286. History: N.A.
F30A10.1,calm-1,78.7293039127601,-1.97021,0.0001149862938222,7.0,14.0,F30A10.1,WBGene00009260,Sequence name for WBGene00009260(calm-1). History: N.A.
F40F4.7,F40F4.7,148.718561254784,-1.96962,1.67478402776177e-11,14.0,15.0,F40F4.7,WBGene00018238,Public name for WBGene00018238. History: N.A.
F08G2.4,F08G2.4,131.305901091277,-1.96877,3.54690065088314e-08,9.0,0.0,F08G2.4,WBGene00008576,Public name for WBGene00008576. History: N.A.
C09H6.2,lin-10,151.000058053389,-1.96527,3.67489232343904e-09,25.0,1.0,C09H6.2,WBGene00002999,Sequence name for WBGene00002999(lin-10). History: N.A.
C42D4.18,C42D4.18,18.1159307766613,-1.96248,0.0447673868707006,27.0,0.0,C42D4.18,WBGene00206380,Public name for WBGene00206380. History: N.A.
F49B2.2,fbxb-67,174.343543099703,-1.96192,3.33836143680327e-12,5.0,7.0,F49B2.2,WBGene00009862,Sequence name for WBGene00009862(fbxb-67). History: N.A.
R04D3.2,R04D3.2,791.205885785182,-1.96077,1.11678763842085e-20,13.0,5.0,R04D3.2,WBGene00011010,Public name for WBGene00011010. History: N.A.
K07E3.3,dao-3,93.4250218773304,-1.95625,3.24798131181376e-06,9.0,2.0,K07E3.3,WBGene00000929,Sequence name for WBGene00000929(dao-3). History: N.A.
B0285.8,ckb-1,18.4112877154434,-1.95554,0.0367654338333592,32.0,0.0,B0285.8,WBGene00000511,Sequence name for WBGene00000511(ckb-1). History: N.A.
F20C5.6,F20C5.6,47.0312038960897,-1.95479,0.0084875531717561,28.0,2.0,F20C5.6,WBGene00008971,Public name for WBGene00008971. History: N.A.
C53A5.13,C53A5.13,53.3897540114323,-1.95186,0.0014199304679811,27.0,15.0,C53A5.13,WBGene00008270,Public name for WBGene00008270. History: N.A.
C15H9.6,hsp-3,2390.56546302419,-1.95137,1.33193994753905e-22,15.0,21.0,C15H9.6,WBGene00002007,Sequence name for WBGene00002007(hsp-3). History: N.A.
F39C12.1,F39C12.1,685.031488022802,-1.95068,7.21353871121999e-32,140.0,16.0,F39C12.1,WBGene00018193,Public name for WBGene00018193. History: N.A.
F53B1.2,F53B1.2,198.764937409617,-1.94964,8.26100666327092e-09,19.0,6.0,F53B1.2,WBGene00018735,Public name for WBGene00018735. History: N.A.
D2030.6,prg-1,8379.9019620873,-1.94849,4.89598863054648e-25,19.0,70.0,D2030.6,WBGene00004178,"Sequence name for WBGene00004178(prg-1). History: N.A.. Public name for Dead gene WBGene00008416. History of WBGene00008416: Merged into ""WBGene00004178"" on 2007-11-05"
F35H10.10,F35H10.10,41.7798090170955,-1.94744,0.0024841870466025,30.0,1.0,F35H10.10,WBGene00018073,Public name for WBGene00018073. History: N.A.
C49F5.3,C49F5.3,149.463073121752,-1.94703,1.00910040044703e-10,3.0,4.0,C49F5.3,WBGene00008207,Public name for WBGene00008207. History: N.A.
F23D12.2,F23D12.2,285.54367201641,-1.9459,2.32090395758431e-13,52.0,3.0,F23D12.2,WBGene00009086,"Public name for WBGene00009086. History: Split into fbxa-179(WBGene00045292), F23D12.10(WBGene00045291). History of WBGene00009086: Split into ""WBGene00045291"" on 2007-02-26; Split into ""WBGene00045292"" on 2007-02-26"
F02D10.6,F02D10.6,30.8079701732566,-1.94559,0.0140697493970933,9.0,1.0,F02D10.6,WBGene00008526,Public name for WBGene00008526. History: N.A.
C52B9.8,C52B9.8,195.531930656909,-1.94445,3.0029453823655397e-12,17.0,0.0,C52B9.8,WBGene00016868,Public name for WBGene00016868. History: N.A.
F47B10.1,suca-1,529.570601854058,-1.94218,3.71244273711379e-38,10.0,14.0,F47B10.1,WBGene00009812,Sequence name for WBGene00009812(suca-1). History: N.A.
Y57G11C.31,Y57G11C.31,41.1714909610595,-1.94134,0.0142005276531081,17.0,18.0,Y57G11C.31,WBGene00013321,Public name for WBGene00013321. History: N.A.
ZK909.3,ZK909.3,25.8004390048518,-1.94011,0.0289039900852726,15.0,15.0,ZK909.3,WBGene00014148,Public name for WBGene00014148. History: N.A.
T03G11.4,mans-3,229.696201923733,-1.93782,4.35600568230769e-08,26.0,1.0,T03G11.4,WBGene00020197,Sequence name for WBGene00020197(mans-3). History: N.A.
T21H8.1,Pseudogene,51.0255574208297,-1.93455,0.0002740093064734,26.0,3.0,T21H8.1,WBGene00011904,Sequence name for WBGene00011904(hlb-1). History: N.A.
Y17D7C.3,Pseudogene,122.562817330434,-1.93302,2.7072612627541e-07,,,Y17D7C.3,WBGene00045366,Public name for WBGene00045366. History: N.A.
ZK662.3,nhr-48,128.221288980674,-1.9327,1.15689082565058e-08,26.0,8.0,ZK662.3,WBGene00003638,Sequence name for WBGene00003638(nhr-48). History: N.A.
F46F2.2,kin-20,120.368671471007,-1.93254,1.17799222657037e-07,27.0,9.0,F46F2.2,WBGene00002203,Sequence name for WBGene00002203(kin-20). History: N.A.
Y55F3C.9,Y55F3C.9,42.1742110616922,-1.93179,0.0010001051378399,25.0,3.0,Y55F3C.9,WBGene00044459,Public name for WBGene00044459. History: N.A.
R06B9.3,arrd-13,889.610916914433,-1.92985,8.49899630655567e-37,17.0,6.0,R06B9.3,WBGene00011054,Sequence name for WBGene00011054(arrd-13). History: N.A.
F31E9.6,F31E9.6,44.0732050730836,-1.92786,0.0072918525359031,13.0,31.0,F31E9.6,WBGene00009299,Public name for WBGene00009299. History: N.A.
Y75D11A.3,Y75D11A.3,80.0811319041715,-1.92756,0.0006790726710113,4.0,10.0,Y75D11A.3,WBGene00022292,Public name for WBGene00022292. History: N.A.
K04A8.6,dre-1,154.0608152242,-1.92613,2.84196644725485e-08,45.0,2.0,K04A8.6,WBGene00001089,"Sequence name for WBGene00001089(dre-1). History: N.A.. Public name for Dead gene WBGene00019377. History of WBGene00019377: Merged into ""WBGene00001089"" on 2007-03-14"
T22C8.3,T22C8.3,32.7514812581386,-1.92052,0.0148743168506026,13.0,1.0,T22C8.3,WBGene00011924,Public name for WBGene00011924. History: N.A.
M79.1,abl-1,284.063889236219,-1.9196,1.79662927398112e-18,30.0,4.0,M79.1,WBGene00000018,Sequence name for WBGene00000018(abl-1). History: N.A.
T02C5.3,igcm-3,47.6186202507283,-1.91931,0.0103027947456387,12.0,3.0,T02C5.3,WBGene00020160,Sequence name for WBGene00020160(igcm-3). History: N.A.
C01B4.6,C01B4.6,45.8041905754223,-1.91828,0.0023613980092595,10.0,3.0,C01B4.6,WBGene00015270,Public name for WBGene00015270. History: N.A.
Y19D10A.16,Y19D10A.16,45.8041905754223,-1.91828,0.0023613980092595,10.0,3.0,Y19D10A.16,WBGene00044734,Public name for WBGene00044734. History: N.A.
WBTransposon00000445,Transposon,440.430479584265,-1.91729,9.30263681675228e-05,,,,,
F23A7.8,F23A7.8,5580.91766561254,-1.91366,3.06243843905814e-12,0.0,21.0,F23A7.8,WBGene00044638,Public name for WBGene00044638. History: N.A.
F20D1.2,tbc-1,286.069538752966,-1.91309,8.49157632539379e-14,21.0,6.0,F20D1.2,WBGene00008974,Sequence name for WBGene00008974(tbc-1). History: N.A.
T13C5.8,mtp-18,41.0679678979787,-1.91265,0.0036016223431798,4.0,0.0,T13C5.8,WBGene00077690,Sequence name for WBGene00077690(mtp-18). History: N.A.
F46C3.1,pek-1,579.367980208122,-1.91195,2.0213649330369101e-25,57.0,5.0,F46C3.1,WBGene00003970,Sequence name for WBGene00003970(pek-1). History: N.A.
H42K12.1,pdk-1,147.902511240955,-1.91088,4.47874145016271e-07,21.0,2.0,H42K12.1,WBGene00003965,Sequence name for WBGene00003965(pdk-1). History: N.A.
F46H5.4,F46H5.4,322.57853794611,-1.91077,2.89960165755445e-22,72.0,3.0,F46H5.4,WBGene00018520,Public name for WBGene00018520. History: N.A.
Y34B4A.7,Y34B4A.7,170.235632456652,-1.91074,2.07605910930918e-09,15.0,5.0,Y34B4A.7,WBGene00021323,Public name for WBGene00021323. History: N.A.
T09B9.4,T09B9.4,86.6381618692316,-1.90869,2.63523971705452e-05,10.0,12.0,T09B9.4,WBGene00011645,Public name for WBGene00011645. History: N.A.
